7955.ENSDARP00000027118	Q5PRD0
7955.ENSDARP00000111280	B3DI12
7955.ENSDARP00000024168	B5DDD5
7955.ENSDARP00000003433	E7F3N0
7955.ENSDARP00000112783	Q8JHG9
7955.ENSDARP00000098418	E7EY46
7955.ENSDARP00000014964	E7F0E7
7955.ENSDARP00000111458	E7F0S3
7955.ENSDARP00000096874	E7F359
7955.ENSDARP00000105973	E7F3E0
7955.ENSDARP00000102556	E7F3W6
7955.ENSDARP00000111191	E7F461
7955.ENSDARP00000126040	E7F4V4
7955.ENSDARP00000099185	E7F5U7
7955.ENSDARP00000105052	E7F629
7955.ENSDARP00000101326	E7F9L3
7955.ENSDARP00000076415	E7F9X8
7955.ENSDARP00000109813	E7FCC6
7955.ENSDARP00000110149	E7FCM4
7955.ENSDARP00000040179	E7FCP0
7955.ENSDARP00000104926	E7FDD0
7955.ENSDARP00000110085	E7FDG1
7955.ENSDARP00000005687	E7FDP4
7955.ENSDARP00000089387	E7FEA9
7955.ENSDARP00000082504	E7FEB2
7955.ENSDARP00000120164	E7FEI6
7955.ENSDARP00000100701	E7FFQ2
7955.ENSDARP00000112240	E7FG86
7955.ENSDARP00000105066	E7FH04
7955.ENSDARP00000101878	F1Q4W5
7955.ENSDARP00000115639	F1Q5P1
7955.ENSDARP00000103052	F1Q7J5
7955.ENSDARP00000019368	F1QAI8
7955.ENSDARP00000012708	F1QG07
7955.ENSDARP00000114360	F1QIP7
7955.ENSDARP00000003459	F1QMT0
7955.ENSDARP00000002339	F1QQF5
7955.ENSDARP00000105205	F1QQL5
7955.ENSDARP00000110282	F1QVG5
7955.ENSDARP00000024549	F1QWG6
7955.ENSDARP00000018103	F1QWV3
7955.ENSDARP00000085450	F1QXD6
7955.ENSDARP00000055565	F1R092
7955.ENSDARP00000116332	F1R2F7
7955.ENSDARP00000025885	F1R5X0
7955.ENSDARP00000091281	F1R6Z5
7955.ENSDARP00000090075	F1R9Z3
7955.ENSDARP00000112977	F1RCM5
7955.ENSDARP00000075433	F1RDH2
7955.ENSDARP00000110764	F1REU4
7955.ENSDARP00000045037	Q6DEK3
7955.ENSDARP00000098254	A0JMC7
7955.ENSDARP00000103910	F1Q780
7955.ENSDARP00000103275	F1Q8G0
7955.ENSDARP00000100492	F1QG31
7955.ENSDARP00000012919	F1QLQ2
7955.ENSDARP00000079389	F1QM55
7955.ENSDARP00000090833	F1QSP8
7955.ENSDARP00000118671	F1QTK4
7955.ENSDARP00000105733	F1QZJ4
7955.ENSDARP00000079959	F1QZY2
7955.ENSDARP00000104838	F1R0F8
7955.ENSDARP00000099724	F1R629
7955.ENSDARP00000008366	F1R676
7955.ENSDARP00000120216	Q566W4
7955.ENSDARP00000033668	Q5NE09
7955.ENSDARP00000055972	Q9IA67
7955.ENSDARP00000011793	F1Q5B7
7955.ENSDARP00000092347	F1Q970
7955.ENSDARP00000069334	F1Q9Z9
7955.ENSDARP00000123733	F1QA02
7955.ENSDARP00000112090	F1QA73
7955.ENSDARP00000057491	F1QAF2
7955.ENSDARP00000115988	F1QAN3
7955.ENSDARP00000086888	F1QBX1
7955.ENSDARP00000106077	F1QC41
7955.ENSDARP00000098788	F1QCI3
7955.ENSDARP00000089063	F1QH97
7955.ENSDARP00000102664	F1QI33
7955.ENSDARP00000068869	F1QIJ1
7955.ENSDARP00000114894	F1QJB1
7955.ENSDARP00000118349	F1QMI2
7955.ENSDARP00000087906	F1QNA1
7955.ENSDARP00000082215	F1QP17
7955.ENSDARP00000099969	F1QP59
7955.ENSDARP00000122324	F1QU14
7955.ENSDARP00000064513	F1QUY9
7955.ENSDARP00000097522	F1QV65
7955.ENSDARP00000088691	F1QWB4
7955.ENSDARP00000101817	F1QWE1
7955.ENSDARP00000119989	F1QWN0
7955.ENSDARP00000107844	F1QXG7
7955.ENSDARP00000123577	F1QXJ5
7955.ENSDARP00000108680	F1R105
7955.ENSDARP00000119822	F1R2M9
7955.ENSDARP00000025567	F1R332
7955.ENSDARP00000069405	F1R3G7
7955.ENSDARP00000013280	F1R3W8
7955.ENSDARP00000104368	F1R7F2
7955.ENSDARP00000096058	F1R868
7955.ENSDARP00000096377	F1R8P9
7955.ENSDARP00000101652	F1R9H1
7955.ENSDARP00000055677	F1RAN9
7955.ENSDARP00000079466	F1RAW8
7955.ENSDARP00000066793	F1RE07
7955.ENSDARP00000039870	Q6DHH2
7955.ENSDARP00000118904	A2BGW3
7955.ENSDARP00000070847	A4QP98
7955.ENSDARP00000004685	A5PMD4
7955.ENSDARP00000096458	A5PMX2
7955.ENSDARP00000114600	A8WIT4
7955.ENSDARP00000099275	B8JJJ9
7955.ENSDARP00000074181	H9GXI1
7955.ENSDARP00000098741	H9GXV9
7955.ENSDARP00000104078	H9GY61
7955.ENSDARP00000104524	H9GY73
7955.ENSDARP00000107532	H9GYL4
7955.ENSDARP00000109171	H9GYV3
7955.ENSDARP00000110448	H9GZ31
7955.ENSDARP00000111032	H9GZ67
7955.ENSDARP00000112962	H9GZF9
7955.ENSDARP00000125776	M9MMC9
7955.ENSDARP00000116494	Q1LW48
7955.ENSDARP00000083463	Q1LWT8
7955.ENSDARP00000066996	Q5RGJ7
7955.ENSDARP00000040556	Q5TYR6
7955.ENSDARP00000055251	Q6DH39
7955.ENSDARP00000013803	E9QB18
7955.ENSDARP00000082173	E9QBT9
7955.ENSDARP00000008374	E9QC98
7955.ENSDARP00000106407	E9QF94
7955.ENSDARP00000102447	Q1LYP9
7955.ENSDARP00000097622	A5PL56
7955.ENSDARP00000067072	B7ZV11
7955.ENSDARP00000064521	I6LC15
7955.ENSDARP00000074147	Q1LUY2
7955.ENSDARP00000111357	Q5BLC4
7955.ENSDARP00000061469	Q1RM50
7955.ENSDARP00000118119	Q5U3X0
7955.ENSDARP00000022649	E9QDT7
7955.ENSDARP00000112736	E9QEQ6
7955.ENSDARP00000122666	F1QE02
7955.ENSDARP00000033328	F1QKN3
7955.ENSDARP00000056473	F1QZD5
7955.ENSDARP00000025628	F1R4M3
7955.ENSDARP00000119941	F1R7U4
7955.ENSDARP00000072728	F1R8M8
7955.ENSDARP00000060336	F1R8U7
7955.ENSDARP00000037119	Q7SXS9
7955.ENSDARP00000111921	U3JAH9
7955.ENSDARP00000020217	U3JAW9
7955.ENSDARP00000114526	X1WFH0
7955.ENSDARP00000120817	E9QCQ1
7955.ENSDARP00000049177	E9QDT2
7955.ENSDARP00000117684	E9QDV7
7955.ENSDARP00000075227	E9QE80
7955.ENSDARP00000121155	E9QED0
7955.ENSDARP00000117822	E9QEG4
7955.ENSDARP00000119383	E9QF40
7955.ENSDARP00000119785	E9QGW9
7955.ENSDARP00000070191	E9QHG1
7955.ENSDARP00000054416	E9QHU3
7955.ENSDARP00000018030	E9QHZ2
7955.ENSDARP00000062134	F1QDV2
7955.ENSDARP00000114469	F1QJI0
7955.ENSDARP00000069292	F1QLE7
7955.ENSDARP00000064462	F1QR63
7955.ENSDARP00000117036	F1QRZ6
7955.ENSDARP00000102557	F1QXU9
7955.ENSDARP00000091014	F1QYC7
7955.ENSDARP00000025673	F1R4K4
7955.ENSDARP00000107603	F1R6H7
7955.ENSDARP00000030934	F1RC75
7955.ENSDARP00000111128	Q7ZUE6
7955.ENSDARP00000111386	Q7ZVK0
7955.ENSDARP00000090270	X1WHF6
7955.ENSDARP00000088809	A0JMH7
7955.ENSDARP00000119906	A5WVX7
7955.ENSDARP00000042133	A8KB00
7955.ENSDARP00000105315	A8WGP9
7955.ENSDARP00000020987	B8JHX0
7955.ENSDARP00000115722	B8JIP3
7955.ENSDARP00000113323	I3ISE0
7955.ENSDARP00000104406	A5WUW9
7955.ENSDARP00000072757	A8KB02
7955.ENSDARP00000097277	A8WGT6
7955.ENSDARP00000120153	B0UZD0
7955.ENSDARP00000119791	F6P5X8
7955.ENSDARP00000116761	F6P6I6
7955.ENSDARP00000125702	I3IT40
7955.ENSDARP00000093620	Q1L934
7955.ENSDARP00000061885	Q1LXC4
7955.ENSDARP00000052168	Q1LXD3
7955.ENSDARP00000056245	Q1LYI4
7955.ENSDARP00000022108	Q1MTB0
7955.ENSDARP00000073505	Q4V8T7
7955.ENSDARP00000108379	Q4V990
7955.ENSDARP00000005097	Q501S6
7955.ENSDARP00000074998	Q90YS5
7955.ENSDARP00000073195	A0JMP8
7955.ENSDARP00000066307	A5PN57
7955.ENSDARP00000125158	H0WE81
7955.ENSDARP00000101903	O93302
7955.ENSDARP00000060382	D3X3Z2
7955.ENSDARP00000108536	A4KUH9
7955.ENSDARP00000114345	A9JRE4
7955.ENSDARP00000105648	A9JT36
7955.ENSDARP00000027230	A9XPA5
7955.ENSDARP00000085117	B0BLV6
7955.ENSDARP00000092567	D3X3V8
7955.ENSDARP00000017432	Q6NW57
7955.ENSDARP00000008663	Q6NYR9
7955.ENSDARP00000116686	Q6PBV9
7955.ENSDARP00000095078	Q6TLE7
7955.ENSDARP00000099732	A9JSU2
7955.ENSDARP00000098935	Q6NYM8
7955.ENSDARP00000061015	Q6NZ10
7955.ENSDARP00000109280	A3KNT9
7955.ENSDARP00000109567	A4JYE0
7955.ENSDARP00000028542	Q7ZZ84
7955.ENSDARP00000002817	A0A068FNU8
7955.ENSDARP00000007792	Q7SXH4
7955.ENSDARP00000088561	Q7ZTA1
7955.ENSDARP00000056429	B5WY05
7955.ENSDARP00000059334	A1L1N9
7955.ENSDARP00000022307	A7E270
7955.ENSDARP00000095301	A7E2N9
7955.ENSDARP00000105706	B5WY21
7955.ENSDARP00000118952	Q1A5L3
7955.ENSDARP00000102352	Q566V4
7955.ENSDARP00000063475	Q6P2A2
7955.ENSDARP00000015008	Q9IB48
7955.ENSDARP00000105072	X1WBJ8
7955.ENSDARP00000120431	X1WC81
7955.ENSDARP00000077321	X1WCM8
7955.ENSDARP00000093784	X1WFG3
7955.ENSDARP00000125821	X1WGD5
7955.ENSDARP00000074157	X1WGK7
7955.ENSDARP00000111030	K7DYJ1
7955.ENSDARP00000112383	Q1ECV7
7955.ENSDARP00000107874	Q1ED15
7955.ENSDARP00000120176	Q5CZS6
7955.ENSDARP00000092221	Q9DDZ5
7955.ENSDARP00000072956	U3JAJ4
7955.ENSDARP00000097619	B3DJC9
7955.ENSDARP00000021195	B3DK42
7955.ENSDARP00000021982	Q4G5U4
7955.ENSDARP00000064596	Q567N0
7955.ENSDARP00000108351	Q98SI6
7955.ENSDARP00000082038	G1K2S1
7955.ENSDARP00000100942	G1K2V2
7955.ENSDARP00000077059	Z4YJA1
7955.ENSDARP00000119200	B6D5I6
7955.ENSDARP00000088481	D6QWW9
7955.ENSDARP00000059657	F8W2J7
7955.ENSDARP00000124445	F8W3A2
7955.ENSDARP00000076722	F8W2A9
7955.ENSDARP00000113643	F8W5C9
7955.ENSDARP00000125958	F8W5D7
7955.ENSDARP00000124963	F8W5V4
7955.ENSDARP00000054986	B2GS08
7955.ENSDARP00000075332	B2GSG6
7955.ENSDARP00000101503	B2XCM0
7955.ENSDARP00000104720	B3DJE9
7955.ENSDARP00000111387	B5DDI8
7955.ENSDARP00000109050	B5DDP0
7955.ENSDARP00000111492	E7F0A6
7955.ENSDARP00000064096	E7F9I8
7955.ENSDARP00000104887	E7EXG7
7955.ENSDARP00000104815	E7EXL3
7955.ENSDARP00000111940	E7EXT6
7955.ENSDARP00000068678	E7F1S2
7955.ENSDARP00000104127	E7F2J4
7955.ENSDARP00000111122	E7F4B6
7955.ENSDARP00000113286	E7F5M4
7955.ENSDARP00000056034	E7F5T5
7955.ENSDARP00000103705	E7F730
7955.ENSDARP00000002900	E7F7Y1
7955.ENSDARP00000117185	E7F8U2
7955.ENSDARP00000086968	E7F908
7955.ENSDARP00000108030	E7FAC0
7955.ENSDARP00000110263	E7FBH0
7955.ENSDARP00000115236	E7FBL3
7955.ENSDARP00000106968	E7FCH3
7955.ENSDARP00000116948	F1Q5V5
7955.ENSDARP00000109609	F1QF44
7955.ENSDARP00000112722	F1QG87
7955.ENSDARP00000111472	F1QGU6
7955.ENSDARP00000114648	F1QI27
7955.ENSDARP00000117225	F1QPL0
7955.ENSDARP00000097939	F1QPX5
7955.ENSDARP00000117350	F1QT16
7955.ENSDARP00000109982	F1QZG7
7955.ENSDARP00000105946	F1R6T1
7955.ENSDARP00000058536	F1R731
7955.ENSDARP00000119545	F1R7Y6
7955.ENSDARP00000007995	F1R801
7955.ENSDARP00000033668	Q5NE15
7955.ENSDARP00000125640	A3KNY2
7955.ENSDARP00000058276	Q7SYC8
7955.ENSDARP00000104454	F1Q4V9
7955.ENSDARP00000092238	F1Q762
7955.ENSDARP00000103599	F1Q900
7955.ENSDARP00000066096	F1Q961
7955.ENSDARP00000095650	F1Q9X2
7955.ENSDARP00000072887	F1QAF4
7955.ENSDARP00000103129	F1QAI9
7955.ENSDARP00000071182	F1QBG1
7955.ENSDARP00000120275	F1QCM0
7955.ENSDARP00000109640	F1QEG7
7955.ENSDARP00000123409	F1QGZ7
7955.ENSDARP00000114508	F1QH72
7955.ENSDARP00000074367	F1QHD7
7955.ENSDARP00000111793	F1QHI2
7955.ENSDARP00000000087	F1QHI5
7955.ENSDARP00000108987	F1QHM0
7955.ENSDARP00000024981	F1QL16
7955.ENSDARP00000121183	F1QLB7
7955.ENSDARP00000118526	F1QLM5
7955.ENSDARP00000069031	F1QME4
7955.ENSDARP00000009775	F1QNF7
7955.ENSDARP00000024947	F1QP68
7955.ENSDARP00000070197	F1QPD0
7955.ENSDARP00000070158	F1QPE1
7955.ENSDARP00000104252	F1QQ36
7955.ENSDARP00000088561	F1QQG9
7955.ENSDARP00000035102	F1QQU0
7955.ENSDARP00000087453	F1QSH5
7955.ENSDARP00000122313	F1QU27
7955.ENSDARP00000108320	F1QV95
7955.ENSDARP00000110603	F1QVC1
7955.ENSDARP00000090595	F1QVR0
7955.ENSDARP00000011486	F1QW20
7955.ENSDARP00000114497	F1QW81
7955.ENSDARP00000107527	F1QWC4
7955.ENSDARP00000122112	F1QX50
7955.ENSDARP00000101982	F1QX67
7955.ENSDARP00000070453	F1QYZ9
7955.ENSDARP00000082723	F1QZE7
7955.ENSDARP00000067530	F1R0A8
7955.ENSDARP00000116586	F1R1G9
7955.ENSDARP00000107809	F1R2P8
7955.ENSDARP00000104278	F1R3B1
7955.ENSDARP00000022391	F1R3Q5
7955.ENSDARP00000092588	F1R3S1
7955.ENSDARP00000069957	F1R3W4
7955.ENSDARP00000116210	F1R3Z3
7955.ENSDARP00000008443	F1R421
7955.ENSDARP00000107701	F1R4A5
7955.ENSDARP00000096172	F1R6L5
7955.ENSDARP00000099833	F1R6U5
7955.ENSDARP00000072417	F1R774
7955.ENSDARP00000099583	F1R7L9
7955.ENSDARP00000016969	F1R9U5
7955.ENSDARP00000090414	F1RA87
7955.ENSDARP00000101170	F1RAQ6
7955.ENSDARP00000101504	F1RB26
7955.ENSDARP00000016353	F1RCJ4
7955.ENSDARP00000126276	F1RD00
7955.ENSDARP00000066804	F1RDB8
7955.ENSDARP00000037124	F1RDJ0
7955.ENSDARP00000072564	A0A0A0MPW7
7955.ENSDARP00000106863	A2BGT9
7955.ENSDARP00000113867	A2BIR7
7955.ENSDARP00000120433	A2BIR9
7955.ENSDARP00000090340	A2CEF0
7955.ENSDARP00000100255	A4QP25
7955.ENSDARP00000012229	A4QP39
7955.ENSDARP00000103000	A4QP56
7955.ENSDARP00000089659	A5WVQ2
7955.ENSDARP00000099035	A5WW29
7955.ENSDARP00000058619	A8E7Q1
7955.ENSDARP00000103598	B0S5Q0
7955.ENSDARP00000108566	B0S6S5
7955.ENSDARP00000090333	B8JKU1
7955.ENSDARP00000075987	F6P3Q3
7955.ENSDARP00000100515	F6PDU0
7955.ENSDARP00000018933	F6PED2
7955.ENSDARP00000097638	H9GXT5
7955.ENSDARP00000097958	H9GXU1
7955.ENSDARP00000100119	H9GXY8
7955.ENSDARP00000104964	H9GY90
7955.ENSDARP00000107317	H9GYK5
7955.ENSDARP00000107581	H9GYL9
7955.ENSDARP00000110197	H9GZ20
7955.ENSDARP00000122466	Q5SPS2
7955.ENSDARP00000064797	Q6DBT8
7955.ENSDARP00000105912	Q6DEK9
7955.ENSDARP00000102162	Q6DH83
7955.ENSDARP00000013803	Q6DRJ8
7955.ENSDARP00000111463	Q7SYD4
7955.ENSDARP00000107420	Q32LT8
7955.ENSDARP00000065113	X1WCI8
7955.ENSDARP00000025702	X1WE71
7955.ENSDARP00000019419	X1WEI2
7955.ENSDARP00000094760	X1WFL9
7955.ENSDARP00000097640	X1WGD8
7955.ENSDARP00000085962	A1L1Q2
7955.ENSDARP00000053204	A1L1X6
7955.ENSDARP00000125949	A4IGD3
7955.ENSDARP00000109720	A7MCP4
7955.ENSDARP00000014290	D0EUN5
7955.ENSDARP00000055674	Q571R1
7955.ENSDARP00000053637	Q7SYL7
7955.ENSDARP00000043960	Q90WB2
7955.ENSDARP00000064077	X1WBI2
7955.ENSDARP00000060652	X1WC72
7955.ENSDARP00000099480	X1WCF4
7955.ENSDARP00000085896	X1WCH0
7955.ENSDARP00000102790	X1WCQ7
7955.ENSDARP00000012625	X1WDB5
7955.ENSDARP00000106452	X1WE95
7955.ENSDARP00000105076	X1WEP4
7955.ENSDARP00000069369	X1WES7
7955.ENSDARP00000105930	X1WEU4
7955.ENSDARP00000108851	X1WF09
7955.ENSDARP00000114741	X1WHZ9
7955.ENSDARP00000098114	B3DK09
7955.ENSDARP00000116997	F2Z4R6
7955.ENSDARP00000096523	F2Z4S6
7955.ENSDARP00000103864	K7DYF3
7955.ENSDARP00000106639	F1R250
7955.ENSDARP00000108283	K7DY56
7955.ENSDARP00000105871	L0N914
7955.ENSDARP00000022066	Q5KQT8
7955.ENSDARP00000107424	Q6DI21
7955.ENSDARP00000113438	E9QJM4
7955.ENSDARP00000040032	A0JMB3
7955.ENSDARP00000046933	A5PLI6
7955.ENSDARP00000085935	B0S4W7
7955.ENSDARP00000103427	Q32LU0
7955.ENSDARP00000053446	Q6DC68
7955.ENSDARP00000063532	Q6DGW2
7955.ENSDARP00000076761	Q6DH56
7955.ENSDARP00000094545	H0WFA2
7955.ENSDARP00000041706	Q90Z07
7955.ENSDARP00000057618	A0FJI4
7955.ENSDARP00000125114	H0WE37
7955.ENSDARP00000124100	Q32PM4
7955.ENSDARP00000065230	Q498X3
7955.ENSDARP00000101790	R4GEE6
7955.ENSDARP00000092188	A4QP67
7955.ENSDARP00000099738	A4QP82
7955.ENSDARP00000093036	A4VCG0
7955.ENSDARP00000065561	A9JTE2
7955.ENSDARP00000077293	M1XYM1
7955.ENSDARP00000009947	Q5XJ25
7955.ENSDARP00000102524	Q6NSM9
7955.ENSDARP00000028689	Q6PC47
7955.ENSDARP00000072456	Q6PE44
7955.ENSDARP00000069007	Q7SXT4
7955.ENSDARP00000039459	Q7ZV75
7955.ENSDARP00000009605	A8WGP1
7955.ENSDARP00000126411	A9JRR6
7955.ENSDARP00000109194	A9JT46
7955.ENSDARP00000103399	A9Y5K7
7955.ENSDARP00000125232	A9ZPD2
7955.ENSDARP00000008646	Q6NZ29
7955.ENSDARP00000106714	Q6PFJ2
7955.ENSDARP00000049060	Q6PH20
7955.ENSDARP00000107646	Q6PHE9
7955.ENSDARP00000100342	H1ACL9
7955.ENSDARP00000027181	A1A5U2
7955.ENSDARP00000080411	B3DI22
7955.ENSDARP00000021982	Q4G5U0
7955.ENSDARP00000056431	Q5BLG3
7955.ENSDARP00000098143	E7EZK0
7955.ENSDARP00000103415	F8W3Q2
7955.ENSDARP00000105804	B5RHZ2
7955.ENSDARP00000089232	F8W2W3
7955.ENSDARP00000124037	F8W3T7
7955.ENSDARP00000124309	F8W3Z0
7955.ENSDARP00000043125	F8W581
7955.ENSDARP00000095210	Q05AN4
7955.ENSDARP00000112948	Q08B86
7955.ENSDARP00000116542	Q08BG9
7955.ENSDARP00000070049	Q08C10
7955.ENSDARP00000110701	E9QHX7
7955.ENSDARP00000042726	E9QIM4
7955.ENSDARP00000115831	F1Q6E9
7955.ENSDARP00000004218	F1QAT5
7955.ENSDARP00000062698	F1QD02
7955.ENSDARP00000118023	F1QJQ8
7955.ENSDARP00000097763	F1QS48
7955.ENSDARP00000029689	E9QE48
7955.ENSDARP00000016874	E9QEP7
7955.ENSDARP00000110263	E9QH26
7955.ENSDARP00000097661	E9QHG8
7955.ENSDARP00000044948	F1Q6F8
7955.ENSDARP00000000486	F1QCV0
7955.ENSDARP00000109371	F1QJP4
7955.ENSDARP00000035851	F1QP98
7955.ENSDARP00000026192	F1QR83
7955.ENSDARP00000108521	F1QRI3
7955.ENSDARP00000056670	F1QYG6
7955.ENSDARP00000113546	F1QYP0
7955.ENSDARP00000013902	F1R4C8
7955.ENSDARP00000121696	F1R4I1
7955.ENSDARP00000072515	F1R509
7955.ENSDARP00000087619	F1R5C8
7955.ENSDARP00000049364	F1R5D7
7955.ENSDARP00000049829	F1R5Y6
7955.ENSDARP00000017756	F1RB18
7955.ENSDARP00000081473	F1RBG9
7955.ENSDARP00000057686	F1RBI3
7955.ENSDARP00000114406	F1RCN1
7955.ENSDARP00000108006	H9KUW6
7955.ENSDARP00000006510	Q7SXW7
7955.ENSDARP00000094530	Q7T1S2
7955.ENSDARP00000097214	A7YY94
7955.ENSDARP00000118377	A8WHV1
7955.ENSDARP00000079477	B0UX54
7955.ENSDARP00000101285	B0V0W7
7955.ENSDARP00000092827	B8A617
7955.ENSDARP00000121173	B8JIG5
7955.ENSDARP00000114759	B8JL37
7955.ENSDARP00000019044	F6NGY4
7955.ENSDARP00000083468	A2CET5
7955.ENSDARP00000048613	A5WV56
7955.ENSDARP00000118984	A8E4T2
7955.ENSDARP00000107613	A8E555
7955.ENSDARP00000107930	A8KBN4
7955.ENSDARP00000124599	A8WG54
7955.ENSDARP00000097960	A8WGC7
7955.ENSDARP00000095387	A8WH80
7955.ENSDARP00000068085	B0S549
7955.ENSDARP00000118283	B0S630
7955.ENSDARP00000111880	B0S6E3
7955.ENSDARP00000091039	B0S7X7
7955.ENSDARP00000122174	B8JHQ2
7955.ENSDARP00000102524	B8JM42
7955.ENSDARP00000123508	H0WEH8
7955.ENSDARP00000125690	I3IS26
7955.ENSDARP00000007188	I3IS41
7955.ENSDARP00000033498	O93324
7955.ENSDARP00000105914	Q1L9G1
7955.ENSDARP00000060343	Q1LXZ6
7955.ENSDARP00000113276	Q5PNN2
7955.ENSDARP00000117145	Q5RG87
7955.ENSDARP00000124366	Q7ZW21
7955.ENSDARP00000000392	Q800E7
7955.ENSDARP00000077038	A3KP10
7955.ENSDARP00000098309	A4JYF0
7955.ENSDARP00000067192	Q6IFS9
7955.ENSDARP00000110167	T1ECT8
7955.ENSDARP00000044079	Q4QRL6
7955.ENSDARP00000011401	Q7ZVZ8
7955.ENSDARP00000125918	Q8AW83
7955.ENSDARP00000120486	B2GRT5
7955.ENSDARP00000063175	B3DIW3
7955.ENSDARP00000089529	B2GSZ5
7955.ENSDARP00000045109	B3DH08
7955.ENSDARP00000088840	B3DJM6
7955.ENSDARP00000101504	B5L331
7955.ENSDARP00000119889	B5DDL1
7955.ENSDARP00000109562	E7EY74
7955.ENSDARP00000107100	E7F0L4
7955.ENSDARP00000049134	E7F5A4
7955.ENSDARP00000107208	E7F5K3
7955.ENSDARP00000109801	E7FCC9
7955.ENSDARP00000067321	Q8QHI7
7955.ENSDARP00000107383	B2GT10
7955.ENSDARP00000035291	B3DJJ7
7955.ENSDARP00000104722	B3DKL3
7955.ENSDARP00000009591	B2GSL3
7955.ENSDARP00000098907	B3DK86
7955.ENSDARP00000108396	B3DKN0
7955.ENSDARP00000051585	A0MGZ1
7955.ENSDARP00000109323	E7EZ98
7955.ENSDARP00000068688	E7F1R5
7955.ENSDARP00000111257	E7F316
7955.ENSDARP00000107490	E7F395
7955.ENSDARP00000099480	E7F446
7955.ENSDARP00000097491	E7F712
7955.ENSDARP00000097820	E7FAL8
7955.ENSDARP00000025178	E7FE66
7955.ENSDARP00000098435	A1L273
7955.ENSDARP00000048135	B2GT42
7955.ENSDARP00000126427	B3DH00
7955.ENSDARP00000123546	B3DIS3
7955.ENSDARP00000102960	E7F0D7
7955.ENSDARP00000122377	E7F0E4
7955.ENSDARP00000112375	E7F618
7955.ENSDARP00000108967	E7F686
7955.ENSDARP00000108248	E7F8J1
7955.ENSDARP00000097070	E7F8Q7
7955.ENSDARP00000080183	E7F993
7955.ENSDARP00000106784	E7F9D0
7955.ENSDARP00000115285	E7FCN3
7955.ENSDARP00000101510	E7FCR1
7955.ENSDARP00000115151	E7FE96
7955.ENSDARP00000112103	E7FFJ2
7955.ENSDARP00000115519	F1Q925
7955.ENSDARP00000112019	F1QAL3
7955.ENSDARP00000106303	F1QBD2
7955.ENSDARP00000077183	F1QG94
7955.ENSDARP00000111783	F1QHJ0
7955.ENSDARP00000000198	F1QMU2
7955.ENSDARP00000004329	F1QQM5
7955.ENSDARP00000080578	F1QR18
7955.ENSDARP00000097574	F1QV44
7955.ENSDARP00000076305	F1QWK3
7955.ENSDARP00000116014	F1R1C8
7955.ENSDARP00000008701	F1R1N8
7955.ENSDARP00000117964	F1R8Q2
7955.ENSDARP00000099056	F1RDU8
7955.ENSDARP00000043712	Q90Z19
7955.ENSDARP00000040389	B2GNX4
7955.ENSDARP00000002609	B2GNY0
7955.ENSDARP00000101964	B2XY76
7955.ENSDARP00000104664	E7EYG5
7955.ENSDARP00000060088	E7EZZ5
7955.ENSDARP00000098040	E7F078
7955.ENSDARP00000102917	E7F0F0
7955.ENSDARP00000089848	E7F1Y3
7955.ENSDARP00000112385	E7F612
7955.ENSDARP00000101984	E7FDU3
7955.ENSDARP00000066555	E7FH60
7955.ENSDARP00000002787	G8Z410
7955.ENSDARP00000104674	E7EYG1
7955.ENSDARP00000086205	E7EZ49
7955.ENSDARP00000096616	E7F0G4
7955.ENSDARP00000120152	E7F3N8
7955.ENSDARP00000080209	E7F8P5
7955.ENSDARP00000090457	E7FC83
7955.ENSDARP00000071690	E7FDX6
7955.ENSDARP00000073466	F1Q7W0
7955.ENSDARP00000053659	F1QFJ3
7955.ENSDARP00000018592	F1QIT7
7955.ENSDARP00000095299	F1QL51
7955.ENSDARP00000095383	F1QMB1
7955.ENSDARP00000006173	F1QN47
7955.ENSDARP00000118382	F1QNM7
7955.ENSDARP00000106822	F1QVK1
7955.ENSDARP00000110236	F1QW73
7955.ENSDARP00000088608	F1QX24
7955.ENSDARP00000102218	F1QXP7
7955.ENSDARP00000070004	F1QZ70
7955.ENSDARP00000112994	F1R3X6
7955.ENSDARP00000111840	F1RCU0
7955.ENSDARP00000009947	F1RE95
7955.ENSDARP00000023401	Q2TV63
7955.ENSDARP00000107032	Q3BDV9
7955.ENSDARP00000047652	Q7ZZ42
7955.ENSDARP00000104699	E7EYE5
7955.ENSDARP00000012087	E7EYT8
7955.ENSDARP00000098005	E7F091
7955.ENSDARP00000107705	E7F100
7955.ENSDARP00000096573	E7F135
7955.ENSDARP00000096823	E7F3L5
7955.ENSDARP00000053010	E7F4Y9
7955.ENSDARP00000117555	E7F7H6
7955.ENSDARP00000103559	E7F7V9
7955.ENSDARP00000002813	E7F8D4
7955.ENSDARP00000110395	E7F9T4
7955.ENSDARP00000106696	E7FA16
7955.ENSDARP00000110352	E7FAB1
7955.ENSDARP00000108024	E7FAD1
7955.ENSDARP00000036537	E7FAT1
7955.ENSDARP00000079888	E7FE02
7955.ENSDARP00000100382	E7FEK3
7955.ENSDARP00000035351	E7FFI9
7955.ENSDARP00000108835	E7FGC4
7955.ENSDARP00000042270	Q6NY58
7955.ENSDARP00000117023	Q7SXL8
7955.ENSDARP00000098595	E7EXI4
7955.ENSDARP00000104800	E7EXM2
7955.ENSDARP00000104457	E7EZG8
7955.ENSDARP00000109185	E7F0A1
7955.ENSDARP00000102208	E7F138
