224308.Bsubs1_010100014651	O05413
224308.Bsubs1_010100006266	A0A0C2UBR7
224308.Bsubs1_010100017761	A0A0C2UF27
224308.Bsubs1_010100007116	A0A0C2UF74
224308.Bsubs1_010100006961	A0A0C2UF98
224308.Bsubs1_010100006911	A0A0C2UFA7
224308.Bsubs1_010100006886	A0A0C2UFB4
224308.Bsubs1_010100006726	A0A0C2UFE5
224308.Bsubs1_010100006666	A0A0C2UFF9
224308.Bsubs1_010100009681	A0A0C2UFH6
224308.Bsubs1_010100014141	A0A0C2UFM2
224308.Bsubs1_010100011641	A0A0C2Q283
224308.Bsubs1_010100000400	A0A0C2Q2F5
224308.Bsubs1_010100000250	A0A0C2Q2I0
224308.Bsubs1_010100017026	A0A0C2Q2Q1
224308.Bsubs1_010100020966	A0A0C2Q337
224308.Bsubs1_010100010666	A0A0C2Q3N7
224308.Bsubs1_010100018171	A0A0C2Q407
224308.Bsubs1_010100017871	A0A0C2Q474
224308.Bsubs1_010100014716	A0A0C2Q495
224308.Bsubs1_010100013766	A0A0C2Q4K3
224308.Bsubs1_010100013716	A0A0C2Q4L2
224308.Bsubs1_010100013641	A0A0C2Q4M9
224308.Bsubs1_010100013591	A0A0C2Q4P1
224308.Bsubs1_010100013571	A0A0C2Q4P7
224308.Bsubs1_010100013351	A0A0C2Q4V3
224308.Bsubs1_010100021606	A0A0C2U3W0
224308.Bsubs1_010100021631	A0A0C2U3W5
224308.Bsubs1_010100018441	A0A0C2U4E1
224308.Bsubs1_010100007886	A0A0C2U4I4
224308.Bsubs1_010100020086	A0A0C2U4Z3
224308.Bsubs1_010100021591	A0A0C2UHR5
224308.Bsubs1_010100021761	A0A0C2UHT9
224308.Bsubs1_010100022086	A0A0C2UHZ2
224308.Bsubs1_010100000005	A0A0C2UI01
224308.Bsubs1_010100000030	A0A0C2UI06
224308.Bsubs1_010100000725	A0A0C2UI18
224308.Bsubs1_010100000595	A0A0C2UI30
224308.Bsubs1_010100000440	A0A0C2UI57
224308.Bsubs1_010100018361	A0A0C2UI72
224308.Bsubs1_010100007841	A0A0C2UIA0
224308.Bsubs1_010100004713	A0A0C2UIE6
224308.Bsubs1_010100020261	A0A0C2UIL8
224308.Bsubs1_010100020206	A0A0C2UIM9
224308.Bsubs1_010100002083	A0A0C2U946
224308.Bsubs1_010100001813	A0A0C2U994
224308.Bsubs1_010100001788	A0A0C2U9A0
224308.Bsubs1_010100003033	A0A0C2UB14
224308.Bsubs1_010100003303	A0A0C2UB65
224308.Bsubs1_010100017241	A0A0C2PVF9
224308.Bsubs1_010100017321	A0A0C2PVH3
224308.Bsubs1_010100020126	A0A0C2UIP3
224308.Bsubs1_010100021321	A0A0C2U607
224308.Bsubs1_010100000903	A0A0C2UDV5
224308.Bsubs1_010100019296	A0A0C2UEM0
224308.Bsubs1_010100018856	A0A0C2UHH3
224308.Bsubs1_010100020541	A8HU42
224308.Bsubs1_010100020551	A8HU49
224308.Bsubs1_010100003788	A0A0C2PX67
224308.Bsubs1_010100006111	A0A0C2PXJ8
224308.Bsubs1_010100017711	A0A0C2PYH6
224308.Bsubs1_010100013416	A0A0C2U833
224308.Bsubs1_010100002468	A0A0C2PVB9
224308.Bsubs1_010100004658	A0A0C2Q7D7
224308.Bsubs1_010100000095	A0A0C2QRY0
224308.Bsubs1_010100000305	A0A0C2QS06
224308.Bsubs1_010100010716	A0A0C2QT65
224308.Bsubs1_010100005761	A0A0C2QWI1
224308.Bsubs1_010100013866	A0A0C2QXW7
224308.Bsubs1_010100002478	A0A0C2TXZ0
224308.Bsubs1_010100019396	A0A0C2U2G5
224308.Bsubs1_010100017796	A0A0C2UCN4
224308.Bsubs1_010100018781	A0A0C2UHF8
224308.Bsubs1_010100000090	A0A0C2UJ79
224308.Bsubs1_010100013961	A0A0C2UNF4
224308.Bsubs1_010100003023	A0A0C2QL71
224308.Bsubs1_010100006696	A0A0C2UD25
224308.Bsubs1_010100018961	A0A0C2UF87
224308.Bsubs1_010100015016	A0A0C2UKQ9
224308.Bsubs1_010100017096	A0A0C2UNH2
224308.Bsubs1_010100003363	A0A0C2PWI7
224308.Bsubs1_010100000150	A0A0C2Q2J9
224308.Bsubs1_010100018071	A0A0C2Q428
224308.Bsubs1_010100002443	A0A0C2QJK7
224308.Bsubs1_010100009596	A0A0C2QKP9
224308.Bsubs1_010100011146	A0A0C2UCD7
224308.Bsubs1_010100011246	A0A0C2UFM7
224308.Bsubs1_010100000710	A0A0C2UFU3
224308.Bsubs1_010100006646	A0A0C2UFU7
224308.Bsubs1_010100010321	A0A0C2ULV3
224308.Bsubs1_010100005941	A0A0C2UM08
224308.Bsubs1_010100005726	A0A0C2UM40
224308.Bsubs1_010100020656	A0A0C2UNB0
224308.Bsubs1_010100005168	A0A0C2UNZ4
224308.Bsubs1_010100021661	A0A0C2U3X1
224308.Bsubs1_010100018636	A0A0C2UHD1
224308.Bsubs1_010100010516	A0A0C2PZ52
224308.Bsubs1_010100004378	A0A0C2PZJ4
224308.Bsubs1_010100007901	A0A0C2Q1H5
224308.Bsubs1_010100020411	A0A0C2QR59
224308.Bsubs1_010100020741	A0A0C2QW17
224308.Bsubs1_010100020581	A0A0C2QW77
224308.Bsubs1_010100007646	A0A0C2QXE1
224308.Bsubs1_010100003553	A0A0C2TZP6
224308.Bsubs1_010100006121	A0A0C2U038
224308.Bsubs1_010100019041	A0A0C2U7T0
224308.Bsubs1_010100009376	A0A0C2UAI4
224308.Bsubs1_010100004518	A0A0C2UAM8
224308.Bsubs1_010100014401	A0A0C2UGL4
224308.Bsubs1_010100021431	A0A0C2UJN8
224308.Bsubs1_010100011971	A0A0C2UKN2
224308.Bsubs1_010100001748	A0A0C2PV63
224308.Bsubs1_010100005401	A0A0C2Q712
224308.Bsubs1_010100014036	A0A0C2Q7Q6
224308.Bsubs1_010100017316	A0A0C2QJS2
224308.Bsubs1_010100006131	A0A0C2QLP5
224308.Bsubs1_010100018681	A0A0C2QPV6
224308.Bsubs1_010100000355	A0A0C2QRZ7
224308.Bsubs1_010100000475	A0A0C2UG07
224308.Bsubs1_010100010226	A0A0C2UHT4
224308.Bsubs1_010100015231	A0A0C2UJ62
224308.Bsubs1_010100020996	A0A0C2Q342
224308.Bsubs1_010100015286	A0A0C2Q3U8
224308.Bsubs1_010100019701	A0A0C2Q3Y9
224308.Bsubs1_010100006821	A0A0C2UCZ5
224308.Bsubs1_010100008066	A0A0C2UDB7
224308.Bsubs1_010100010111	A0A0C2UE99
224308.Bsubs1_010100003538	A0A0C2PX13
224308.Bsubs1_010100006701	A0A0C2PYE4
224308.Bsubs1_010100004408	A0A0C2PZI9
224308.Bsubs1_010100007471	A0A0C2QXA0
224308.Bsubs1_010100018511	A0A0C2U3F3
224308.Bsubs1_010100015301	A0A0C2U728
224308.Bsubs1_010100008616	A0A0C2UA37
224308.Bsubs1_010100005701	A0A0C2UA81
224308.Bsubs1_010100013956	A0A0C2UBG8
224308.Bsubs1_010100010246	A0A0C2Q6L6
224308.Bsubs1_010100003513	A0A0C2QPF9
224308.Bsubs1_010100001883	A0A0C2TXQ5
224308.Bsubs1_010100004283	A0A0C2U016
224308.Bsubs1_010100006531	A0A0C2U0C3
224308.Bsubs1_010100018896	A0A0C2UF70
224308.Bsubs1_010100010851	A0A0C2Q3Q9
224308.Bsubs1_010100009286	A0A0C2QKK4
224308.Bsubs1_010100003983	A0A0C2UBF7
224308.Bsubs1_010100000145	A0A0C2UHP8
224308.Bsubs1_010100016441	A0A0C2UIN3
224308.Bsubs1_010100015306	A0A0C2UJ50
224308.Bsubs1_010100016811	A0A0C2UMR4
224308.Bsubs1_010100020546	A8HU46
224308.Bsubs1_010100018176	A0A0C2QTM7
224308.Bsubs1_010100020841	A0A0C2U667
224308.Bsubs1_010100016446	A0A0C2U6I4
224308.Bsubs1_010100008121	A0A0C2U9T7
224308.Bsubs1_010100009141	A0A0C2UAD9
224308.Bsubs1_010100005148	A0A0C2UAH5
224308.Bsubs1_010100018591	A0A0C2QPT1
224308.Bsubs1_010100009546	A0A0C2UD08
224308.Bsubs1_010100012566	A0A0C2UMF6
224308.Bsubs1_010100019781	A0A0C2Q402
224308.Bsubs1_010100019816	A0A0C2UFW7
224308.Bsubs1_010100013546	A0A0C2UK04
224308.Bsubs1_010100013496	A0A0C2UK14
224308.Bsubs1_010100004568	A0A0C2UMM0
224308.Bsubs1_010100008981	A0A0C2QKD2
224308.Bsubs1_010100014646	A0A0C2UJI9
224308.Bsubs1_010100018056	A0A0C2UKV9
224308.Bsubs1_010100013436	A0A0C2ULI6
224308.Bsubs1_010100013341	A0A0C2ULK5
224308.Bsubs1_010100007436	A0A0C2UMV1
224308.Bsubs1_010100010336	A0A0C2UND8
224308.Bsubs1_010100004553	A0A0C2UP66
224308.Bsubs1_010100017396	A0A0C2PVI4
224308.Bsubs1_010100008661	A0A0C2PVZ5
224308.Bsubs1_010100008686	A0A0C2PW00
224308.Bsubs1_010100011671	A0A0C2Q282
224308.Bsubs1_010100018216	A0A0C2Q378
224308.Bsubs1_010100013176	A0A0C2Q4Z1
224308.Bsubs1_010100020136	A0A0C2U4Y6
224308.Bsubs1_010100004133	A0A0C2PXF3
224308.Bsubs1_010100008096	A0A0C2PYP1
224308.Bsubs1_010100010561	A0A0C2PZ42
224308.Bsubs1_010100020431	A0A0C2Q1P8
224308.Bsubs1_010100013941	A0A0C2Q7R2
224308.Bsubs1_010100011646	A0A0C2QRP4
224308.Bsubs1_010100005571	A0A0C2QWL4
224308.Bsubs1_010100004558	A0A0C2QX03
224308.Bsubs1_010100002193	A0A0C2TXJ8
224308.Bsubs1_010100006891	A0A0C2U1C1
224308.Bsubs1_010100003488	A0A0C2U342
224308.Bsubs1_010100015526	A0A0C2U8P9
224308.Bsubs1_010100008381	A0A0C2U9Z3
224308.Bsubs1_010100005556	A0A0C2UAB1
224308.Bsubs1_010100003358	A0A0C2UAQ8
224308.Bsubs1_010100008201	A0A0C2UCB3
224308.Bsubs1_010100016426	A0A0C2UK46
224308.Bsubs1_010100012076	A0A0C2UKQ1
224308.Bsubs1_010100002018	A0A0C2U962
224308.Bsubs1_010100000565	A0A0C2QQS1
224308.Bsubs1_010100013666	A0A0C2QU54
224308.Bsubs1_010100018876	A0A0C2U3M5
224308.Bsubs1_010100010706	A0A0C2U6V1
224308.Bsubs1_010100013296	A0A0C2U863
224308.Bsubs1_010100008871	A0A0C2UA88
224308.Bsubs1_010100015481	A0A0C2UBA6
224308.Bsubs1_010100011566	A0A0C2QRQ4
224308.Bsubs1_010100018281	A0A0C2QSL0
224308.Bsubs1_010100016501	A0A0C2QSV3
224308.Bsubs1_010100008526	A0A0C2TYD9
224308.Bsubs1_010100019421	A0A0C2U2G1
224308.Bsubs1_010100009766	A0A0C2UH68
224308.Bsubs1_010100012266	A0A0C2UM91
224308.Bsubs1_010100012591	A0A0C2UMG2
224308.Bsubs1_010100009631	A0A0C2PWE8
224308.Bsubs1_010100018301	A0A0C2Q357
224308.Bsubs1_010100013331	A0A0C2Q4V9
224308.Bsubs1_010100017366	A0A0C2QJS9
224308.Bsubs1_010100000938	A0A0C2QNL9
224308.Bsubs1_010100004363	A0A0C2QP01
224308.Bsubs1_010100002448	A0A0C2U9H4
224308.Bsubs1_010100019206	A0A0C2UFD9
224308.Bsubs1_010100000735	A0A0C2UFT8
224308.Bsubs1_010100014266	A0A0C2UGA9
224308.Bsubs1_010100017011	A0A0C2UHW4
224308.Bsubs1_010100020811	A0A0C2UI92
224308.Bsubs1_010100020596	A0A0C2ULT8
224308.Bsubs1_010100020631	A0A0C2UNB5
224308.Bsubs1_010100005411	A0A0C2UNV8
224308.Bsubs1_010100008351	A0A0C2PVS9
224308.Bsubs1_010100000300	A0A0C2Q2H1
224308.Bsubs1_010100008011	A0A0C2UFR6
224308.Bsubs1_010100009741	A0A0C2UH64
224308.Bsubs1_010100004898	A0A0C2U2V1
224308.Bsubs1_010100000110	A0A0C2U5K1
224308.Bsubs1_010100015706	A0A0C2U8L9
224308.Bsubs1_010100012021	A0A0C2Q5E3
224308.Bsubs1_010100022116	A0A0C2QQL1
224308.Bsubs1_010100014676	A0A0C2QTU3
224308.Bsubs1_010100013596	A0A0C2QU72
224308.Bsubs1_010100005716	A0A0C2QWI9
224308.Bsubs1_010100013991	A0A0C2QXU8
224308.Bsubs1_010100002398	A0A0C2TXW5
224308.Bsubs1_010100012586	A0A0C2U914
224308.Bsubs1_010100016591	A0A0C2UK83
224308.Bsubs1_010100015896	A0A0C2UKG9
224308.Bsubs1_010100012101	A0A0C2UKQ6
224308.Bsubs1_010100012306	A0A0C2UKU5
224308.Bsubs1_010100003158	A0A0C2QL92
224308.Bsubs1_010100006206	A0A0C2QLQ4
224308.Bsubs1_010100004913	A0A0C2QP71
224308.Bsubs1_010100006191	A0A0C2UBQ2
224308.Bsubs1_010100021781	A0A0C2UFK2
224308.Bsubs1_010100014291	A0A0C2UGA4
224308.Bsubs1_010100020296	A0A0C2UGL3
224308.Bsubs1_010100015081	A0A0C2UJ89
224308.Bsubs1_010100010781	A0A0C2Q3Q0
224308.Bsubs1_010100003228	A0A0C2UB53
224308.Bsubs1_010100000490	A0A0C2UI49
224308.Bsubs1_010100008221	A0A0C2TY83
224308.Bsubs1_010100006446	A0A0C2UED3
224308.Bsubs1_010100000495	A0A0C2U4C5
224308.Bsubs1_010100017641	D8V0F7
224308.Bsubs1_010100009986	A0A088SAA2
224308.Bsubs1_010100016856	A0A0C2PYF4
224308.Bsubs1_010100001298	A0A0C2PYU2
224308.Bsubs1_010100000933	A0A0C2PZ84
224308.Bsubs1_010100013016	A0A0C2Q608
224308.Bsubs1_010100007846	A0A0C2QQY9
224308.Bsubs1_010100000240	A0A0C2U5P2
224308.Bsubs1_010100021296	A0A0C2U602
224308.Bsubs1_010100021451	A0A0C2U632
224308.Bsubs1_010100015076	A0A0C2U791
224308.Bsubs1_010100012336	A0A0C2U8X2
224308.Bsubs1_010100006016	A0A0C2UA23
224308.Bsubs1_010100005416	A0A0C2UAD8
224308.Bsubs1_010100003153	A0A0C2UDL4
224308.Bsubs1_010100001053	A0A0C2PZ62
224308.Bsubs1_010100009971	A0A0C2PZP2
224308.Bsubs1_010100018716	A0A0C2Q0G2
224308.Bsubs1_010100010931	A0A0C2Q215
224308.Bsubs1_010100015771	A0A0C2Q593
224308.Bsubs1_010100011996	A0A0C2Q5D6
224308.Bsubs1_010100020716	A0A0C2Q6F5
224308.Bsubs1_010100008286	A0A0C2TY95
224308.Bsubs1_010100000060	A0A0C2U5J2
224308.Bsubs1_010100021471	A0A0C2U636
224308.Bsubs1_010100003308	A0A0C2UAR9
224308.Bsubs1_010100009281	A0A0C2UCW8
224308.Bsubs1_010100018676	A0A0C2UHE2
224308.Bsubs1_010100013816	A0A0C2UQ10
224308.Bsubs1_010100005281	A0A0C2Q738
224308.Bsubs1_010100018451	A0A0C2QPP7
224308.Bsubs1_010100004868	A0A0C2UGU8
224308.Bsubs1_010100009871	A0A0C2UH83
224308.Bsubs1_010100000360	A0A0C2UJ95
224308.Bsubs1_010100021301	A0A0C2UJL4
224308.Bsubs1_010100016716	A0A0C2UKB2
224308.Bsubs1_010100012841	A0A0C2UL57
224308.Bsubs1_010100016181	A0A0C2ULS8
224308.Bsubs1_010100002893	A0A0C2QNW8
224308.Bsubs1_010100018296	A0A0C2UIG5
224308.Bsubs1_010100013521	A0A0C2UK09
224308.Bsubs1_010100005481	A0A0C2UNU3
224308.Bsubs1_010100000445	A0A0C2U4D6
224308.Bsubs1_010100003253	A0A0C2UB58
224308.Bsubs1_010100007046	A0A0C2UF84
224308.Bsubs1_010100000675	A0A0C2UI24
224308.Bsubs1_010100004883	A0A0C2PZS9
224308.Bsubs1_010100012301	A0A0C2Q5K1
224308.Bsubs1_010100004788	A0A0C2Q7L4
224308.Bsubs1_010100014246	A0A0C2QR16
224308.Bsubs1_010100010821	A0A0C2QT81
224308.Bsubs1_010100019031	A0A0C2QU02
224308.Bsubs1_010100005871	A0A0C2QWG1
224308.Bsubs1_010100008826	A0A0C2TYK4
224308.Bsubs1_010100006691	A0A0C2U1G1
224308.Bsubs1_010100004923	A0A0C2U2U6
224308.Bsubs1_010100010896	A0A0C2U6Y4
224308.Bsubs1_010100015596	A0A0C2U8N7
224308.Bsubs1_010100012386	A0A0C2U8X9
224308.Bsubs1_010100001523	A0A0C2U9C8
224308.Bsubs1_010100007536	A0A0C2UAY9
224308.Bsubs1_010100007666	A0A0C2UB11
224308.Bsubs1_010100016451	A0A0C2UK51
224308.Bsubs1_010100015591	A0A0C2UM21
224308.Bsubs1_010100009316	A0A0C2QKL0
224308.Bsubs1_010100010076	A0A0C2QP24
224308.Bsubs1_010100000755	A0A0C2U475
224308.Bsubs1_010100019901	A0A0C2UFZ1
224308.Bsubs1_010100020521	A0A0C2UGE2
224308.Bsubs1_010100017991	A0A0C2UJG4
224308.Bsubs1_010100000125	A0A0C2Q2K2
224308.Bsubs1_010100017006	A0A0C2Q2P4
224308.Bsubs1_010100003518	A0A0C2UB69
224308.Bsubs1_010100014116	A0A0C2UIX0
224308.Bsubs1_010100008811	A0A0C2QKA1
224308.Bsubs1_010100011236	A0A0C2UCH4
224308.Bsubs1_010100017686	A0A0C2PYI0
224308.Bsubs1_010100000690	A0A0C2Q161
224308.Bsubs1_010100004508	A0A0C2Q7B4
224308.Bsubs1_010100020306	A0A0C2QR89
224308.Bsubs1_010100021251	A0A0C2QS96
224308.Bsubs1_010100014786	A0A0C2QTW0
224308.Bsubs1_010100013746	A0A0C2QU42
224308.Bsubs1_010100020626	A0A0C2QW65
224308.Bsubs1_010100007521	A0A0C2QXB2
224308.Bsubs1_010100008881	A0A0C2UCM8
224308.Bsubs1_010100017656	A0A0C2UJ61
224308.Bsubs1_010100012111	A0A0C2UM62
224308.Bsubs1_010100013781	A0A0C2UNI1
224308.Bsubs1_010100016921	A0A0C2Q2M0
224308.Bsubs1_010100016331	A0A0C2Q3A9
224308.Bsubs1_010100004103	A0A0C2QLL7
224308.Bsubs1_010100007781	A0A0C2U4H1
224308.Bsubs1_010100016871	A0A0C2UFG7
224308.Bsubs1_010100008031	A0A0C2UFR0
224308.Bsubs1_010100011471	A0A0C2UHE1
224308.Bsubs1_010100013421	A0A0C2UK32
224308.Bsubs1_010100007506	A0A0C2UMX7
224308.Bsubs1_010100005626	A0A0C2UNR2
224308.Bsubs1_010100017546	A0A0C2TY50
224308.Bsubs1_010100021111	A0A0C2U508
224308.Bsubs1_010100009706	A0A0C2UEU4
224308.Bsubs1_010100003248	A0A0C2PWZ4
224308.Bsubs1_010100021966	A0A0C2QQI6
224308.Bsubs1_010100013181	A0A0C2QUI4
224308.Bsubs1_010100012016	A0A0C2QV05
224308.Bsubs1_010100005013	A0A0C2QWV7
224308.Bsubs1_010100011081	A0A0C2QWX2
224308.Bsubs1_010100018776	A0A0C2U3K1
224308.Bsubs1_010100015761	A0A0C2U8L0
224308.Bsubs1_010100005856	A0A0C2UA49
224308.Bsubs1_010100005296	A0A0C2UAG1
224308.Bsubs1_010100005123	A0A0C2UAI0
224308.Bsubs1_010100000280	A0A0C2QS10
224308.Bsubs1_010100003208	A0A0C2TZL8
224308.Bsubs1_010100010146	A0A0C2U227
224308.Bsubs1_010100002188	A0A0C2UBJ3
224308.Bsubs1_010100002403	A0A0C2UBY0
224308.Bsubs1_010100002458	A0A0C2UBZ4
224308.Bsubs1_010100021601	A0A0C2UFH3
224308.Bsubs1_010100020341	A0A0C2UGJ9
224308.Bsubs1_010100014376	A0A0C2UGL7
224308.Bsubs1_010100018516	A0A0C2UHA7
224308.Bsubs1_010100018231	A0A0C2UIH7
224308.Bsubs1_010100000115	A0A0C2UJ84
224308.Bsubs1_010100015741	A0A0C2UKJ6
224308.Bsubs1_010100012706	A0A0C2UMI8
224308.Bsubs1_010100010641	A0A0C2Q3N3
224308.Bsubs1_010100013451	A0A0C2Q4S8
224308.Bsubs1_010100018186	A0A0C2UII5
224308.Bsubs1_010100015256	A0A0C2UJ59
224308.Bsubs1_010100015026	A0A0C2UJ97
224308.Bsubs1_010100018106	A0A0C2UKV1
224308.Bsubs1_010100007386	A0A0C2UMT8
224308.Bsubs1_010100007616	A0A0C2UPK3
224308.Bsubs1_010100007751	A0A0C2UPM9
224308.Bsubs1_010100001068	A0A0C2UEN2
224308.Bsubs1_010100009666	A0A0C2UER1
224308.Bsubs1_010100003478	A0A0C2Q003
224308.Bsubs1_010100005033	A0A0C2Q774
224308.Bsubs1_010100015776	A0A0C2QUV0
224308.Bsubs1_010100005381	A0A0C2QWP4
224308.Bsubs1_010100011686	A0A0C2U5A8
224308.Bsubs1_010100019791	A0A0C2U7D8
224308.Bsubs1_010100014876	A0A0C2U7Q1
224308.Bsubs1_010100013676	A0A0C2U7X7
224308.Bsubs1_010100012461	A0A0C2U8Z1
224308.Bsubs1_010100012651	A0A0C2U928
224308.Bsubs1_010100002648	A0A0C2UAU8
224308.Bsubs1_010100001828	A0A0C2UBS0
224308.Bsubs1_010100017531	A0A0C2UC78
224308.Bsubs1_010100009696	A0A0C2UH56
224308.Bsubs1_010100012231	A0A0C2UKT0
224308.Bsubs1_010100015676	A0A0C2UM09
224308.Bsubs1_010100014686	A0A0C2UJJ8
224308.Bsubs1_010100014721	A0A0C2UJL0
224308.Bsubs1_010100007531	A0A0C2UMY3
224308.Bsubs1_010100009161	A0A0C2PW85
224308.Bsubs1_010100016551	A0A0C2Q3F9
224308.Bsubs1_010100019731	A0A0C2Q3Z5
224308.Bsubs1_010100007961	A0A0C2UFS7
224308.Bsubs1_010100000570	A0A0C2UI31
224308.Bsubs1_010100002133	A0A0C2PUZ0
224308.Bsubs1_010100015341	A0A0C2PZX2
224308.Bsubs1_010100018816	A0A0C2Q0I5
224308.Bsubs1_010100019266	A0A0C2Q0N7
224308.Bsubs1_010100001488	A0A0C2Q651
224308.Bsubs1_010100005891	A0A0C2Q6R3
224308.Bsubs1_010100009991	A0A0C2UEC9
224308.Bsubs1_010100012181	A0A0C2UKS0
224308.Bsubs1_010100001458	A0A0C2ULD1
224308.Bsubs1_010100015616	A0A0C2UM17
224308.Bsubs1_010100015426	A0A0C2UN91
224308.Bsubs1_010100002383	A0A0C2QJJ0
224308.Bsubs1_010100014176	A0A0C2UGC6
224308.Bsubs1_010100021866	A0A0C2UHV5
224308.Bsubs1_010100022111	A0A0C2UHZ4
224308.Bsubs1_010100004823	A0A0C2UPN3
224308.Bsubs1_010100015966	A0A0C2U8H6
224308.Bsubs1_010100001838	A0A0C2U987
224308.Bsubs1_010100008561	A0A0C2UA26
224308.Bsubs1_010100016191	A0A0C2UEZ7
224308.Bsubs1_010100020846	A0A0C2UJS7
224308.Bsubs1_010100003028	A0A0C2PWU0
224308.Bsubs1_010100020331	A0A0C2QR82
224308.Bsubs1_010100018941	A0A0C2U3P3
224308.Bsubs1_010100016981	A0A0C2U5V8
224308.Bsubs1_010100014651	A0A0C2U7K6
224308.Bsubs1_010100015836	A0A0C2U8J8
224308.Bsubs1_010100019451	A0A0C2PZE0
224308.Bsubs1_010100012121	A0A0C2QV20
224308.Bsubs1_010100001373	A0A0C2QVQ9
224308.Bsubs1_010100017771	A0A0C2PY28
224308.Bsubs1_010100006801	A0A0C2PYB9
224308.Bsubs1_010100001208	A0A0C2PYK8
224308.Bsubs1_010100019936	A0A0C2PYZ3
224308.Bsubs1_010100013606	A0A0C2U7Z3
224308.Bsubs1_010100013241	A0A0C2U876
224308.Bsubs1_010100014056	A0A0C2UBE9
224308.Bsubs1_010100009946	A0A0C2U2S4
224308.Bsubs1_010100018901	A0A0C2U3N0
224308.Bsubs1_010100008281	A0A0C2U9X1
224308.Bsubs1_010100019601	A0A0C2PZB6
224308.Bsubs1_010100009801	A0A0C2Q089
224308.Bsubs1_010100014321	A0A0C2Q1H9
224308.Bsubs1_010100013911	A0A0C2Q7R3
224308.Bsubs1_010100018911	A0A0C2QQ11
224308.Bsubs1_010100016301	A0A0C2QSQ6
224308.Bsubs1_010100015091	A0A0C2QTI1
224308.Bsubs1_010100014861	A0A0C2QTX2
224308.Bsubs1_010100012396	A0A0C2QV66
224308.Bsubs1_010100012496	A0A0C2QV83
224308.Bsubs1_010100020701	A0A0C2QW48
224308.Bsubs1_010100005641	A0A0C2QWK2
224308.Bsubs1_010100008311	A0A0C2TY99
224308.Bsubs1_010100012131	A0A0C2UKR1
224308.Bsubs1_010100011986	A0A0C2UM41
224308.Bsubs1_010100021801	A0A0C2Q0X3
224308.Bsubs1_010100020736	A0A0C2Q6E8
224308.Bsubs1_010100014066	A0A0C2Q7Q3
224308.Bsubs1_010100007376	A0A0C2QX73
224308.Bsubs1_010100008626	A0A0C2UCI1
224308.Bsubs1_010100009336	A0A0C2UCY0
224308.Bsubs1_010100012671	A0A0C2UL22
224308.Bsubs1_010100012826	A0A0C2UML5
224308.Bsubs1_010100001558	A0A0C2UMT1
224308.Bsubs1_010100008891	A0A0C2PW41
224308.Bsubs1_010100002033	A0A0C2QJ88
224308.Bsubs1_010100006541	A0A0C2QLX1
224308.Bsubs1_010100011836	A0A0C2UCJ6
224308.Bsubs1_010100019001	A0A0C2UF92
224308.Bsubs1_010100002573	A0A0C2PWM9
224308.Bsubs1_010100010881	A0A0C2Q3R2
224308.Bsubs1_010100014766	A0A0C2Q4A7
224308.Bsubs1_010100000680	A0A0C2U489
224308.Bsubs1_010100018341	A0A0C2U4G1
224308.Bsubs1_010100002433	A0A0C2U9G8
224308.Bsubs1_010100017696	A0A0C2UFI6
224308.Bsubs1_010100000625	A0A0C2UI27
224308.Bsubs1_010100020356	A0A0C2UIJ7
224308.Bsubs1_010100015951	A0A0C2Q565
224308.Bsubs1_010100013101	A0A0C2QQB9
224308.Bsubs1_010100019671	A0A0C2QTK3
224308.Bsubs1_010100014911	A0A0C2QTY2
224308.Bsubs1_010100005921	A0A0C2QWF2
224308.Bsubs1_010100014381	A0A0C2U2K0
224308.Bsubs1_010100009866	A0A0C2U3D2
224308.Bsubs1_010100018581	A0A0C2U3G8
224308.Bsubs1_010100014776	A0A0C2U7N3
224308.Bsubs1_010100013441	A0A0C2U829
224308.Bsubs1_010100005766	A0A0C2UA69
224308.Bsubs1_010100005366	A0A0C2UAE6
224308.Bsubs1_010100013896	A0A0C2UQ01
224308.Bsubs1_010100003133	A0A0C2PWW9
224308.Bsubs1_010100006086	A0A0C2PXJ3
224308.Bsubs1_010100010066	A0A0C2PZM2
224308.Bsubs1_010100005821	A0A0C2Q6S4
224308.Bsubs1_010100015241	A0A0C2QTE8
224308.Bsubs1_010100014711	A0A0C2QTV0
224308.Bsubs1_010100002248	A0A0C2TXI4
224308.Bsubs1_010100009661	A0A0C2U0L5
224308.Bsubs1_010100004948	A0A0C2U2U1
224308.Bsubs1_010100010566	A0A0C2U6Q6
224308.Bsubs1_010100015051	A0A0C2U797
224308.Bsubs1_010100018161	A0A0C2U7E6
224308.Bsubs1_010100012796	A0A0C2U956
224308.Bsubs1_010100004778	A0A0C2UB50
224308.Bsubs1_010100002903	A0A0C2UDF0
224308.Bsubs1_010100006471	A0A0C2UEE0
224308.Bsubs1_010100021056	A0A0C2UJX5
224308.Bsubs1_010100012051	A0A0C2UKP5
224308.Bsubs1_010100015551	A0A0C2UM30
224308.Bsubs1_010100009236	A0A0C2QKJ2
224308.Bsubs1_010100006156	A0A0C2QLP8
224308.Bsubs1_010100001188	A0A0C2QN19
224308.Bsubs1_010100000958	A0A0C2UDU3
224308.Bsubs1_010100021491	A0A0C2UI55
224308.Bsubs1_010100015096	A0A0C2UKP4
224308.Bsubs1_010100013671	A0A0C2ULC9
224308.Bsubs1_010100008326	A0A0C2PVS5
224308.Bsubs1_010100017646	A0A0C2Q2D3
