5833.PF14_0425	P14223
5833.PF07_0035	O15788
5833.PF13_0191	C5HEA4
5833.PF13_0197	C5HEC9
5833.PF13_0338	C5HX93
5833.PFL1710c	C5J0E6
5833.PFC0210c	M1V9I8
5833.PFI0265c	B0M0W2
5833.PF11_0224	Q25840
5833.PFI1475w	Q70HG4
5833.PFF0995c	C5HDV6
5833.PF11_0344	C5HWB8
5833.PF13_0238	A0A077H2X9
5833.MAL13P1.174	C5HE50
5833.PF13_0338	C5HXD9
5833.PFA0310c	D3KCI2
5833.PFE1150w	G3LXN7
5833.PFC0210c	I1VEU8
5833.PF08_0096	Q19NT7
5833.PF11_0344	Q25747
5833.PFB0300c	Q9U0A6
5833.PFE1150w	A0A060D2A7
5833.PFI1475w	A7LL75
5833.PFI1475w	A7LL76
5833.PFI1475w	I2BJI6
5833.PFA0125c	Q6RKC2
5833.PFI1475w	A3E7D5
5833.PFI1475w	A3E7G4
5833.PFI1820w	Q1KV70
5833.PFI1475w	A7LL74
5833.PFE1150w	Q25918
5833.PF13_0003	Q8WRV7
5833.PFI1475w	A0SJL6
5833.PFI1475w	A0SJQ2
5833.PFE1150w	Q0R559
5833.MAL8P1.142	Q9U570
5833.PFA0590w	D0QEU2
5833.PFA0590w	D0QEW4
5833.PFA0590w	D0QEW6
5833.PFB0300c	Q9BJP7
5833.PFI1475w	A0SJI8
5833.PF08_0095	C0J3L7
5833.PFI1475w	A7LL20
5833.MAL7P1.176	I6M259
5833.PFD0100c	D9HNJ6
5833.PFL1385c	C5HEF0
5833.PF10_0348	C5HEJ2
5833.PF13_0193	C5HER7
5833.PF13_0193	C5HES4
5833.PF11_0344	D9MXF6
5833.PF11_0344	D9MXK8
5833.PF11_0344	D9MXL7
5833.PF13_0192	C5HEL7
5833.MAL13P1.480	E2DSD1
5833.PFE1150w	R4JR39
5833.PFA0310c	A5JSU0
5833.PF13_0019	D9IWH5
5833.PF13_0196	C5HE48
5833.PFL1385c	C5HEF1
5833.PF10_0348	C5HX31
5833.PFD1160w	D9HNR9
5833.PF10_0356	Q25891
5833.PFF0995c	Q868T9
5833.PF11_0344	B2LV49
5833.PFL0030c	Q7Z1T2
5833.PF11_0344	A0A089V7R6
5833.PFC0210c	Q9U0P8
5833.PFL1955w	Q9U7I8
5833.PFI1475w	D5LIV1
5833.PFE1150w	H6V6K2
5833.PF10_0356	Q25847
5833.PFB0310c	Q58SY4
5833.PFI1475w	D5LJN2
5833.PFB0335c	Q26017
5833.PFI1475w	D5LJ04
5833.PFI1475w	D5LJA6
5833.PFB0300c	E5F2U3
5833.MAL7P1.27	G8C4K6
5833.MAL7P1.231	P90582
5833.PFL0580w	Q8WSL5
5833.PFI1475w	D5LJ15
5833.PFI1475w	D5LJ43
5833.PFI1475w	D5LJJ5
5833.PFB0240w	Q689D0
5833.PF11_0486	Q7K5Q6
5833.PFC0205c	Q7K5X2
5833.MAL7P1.176	A0A024A0E4
5833.PFB0010w	O44032
5833.PFE1150w	G3LXU3
5833.PF11_0344	B2LV08
5833.PF11_0436	A8CBI0
5833.PFB0340c	I0IZC7
5833.PF10_0356	Q25904
5833.PF11_0344	M1V183
5833.PF11_0344	M1VA90
5833.PFA0125c	Q8IAD5
5833.PFB0310c	Q8T7U1
5833.PFB0300c	Q9BJR9
5833.PF11_0344	Q9GZ05
5833.PFD0830w	A0A060D2C4
5833.PF11_0344	C5HWA6
5833.PF11_0344	C5HWC8
5833.PFL1710c	C5J0C9
5833.PFA0590w	D0QF19
5833.PF10_0356	Q25854
5833.PFA0135w	Q6QUY6
5833.PF11_0344	R4QRJ8
5833.PF13_0201	W8VTK6
5833.PFA0590w	D0QEW3
5833.PFA0590w	D0QEX2
5833.PFA0590w	D0QF23
5833.PFC0210c	I1VEV0
5833.PFI1475w	Q9BJU8
5833.PFI1475w	A3E7D3
5833.PFE1640w	Q3BJ33
5833.PF11_0344	D9MYA9
5833.MAL7P1.176	I6M205
5833.MAL7P1.176	I6M261
5833.PF14_0102	I6M264
5833.PFD0830w	I6M2E0
5833.PF11_0344	D7GLM7
5833.PF10_0348	D9HN51
5833.PFE1150w	R4JUE1
5833.PFC0210c	Q5EIL0
5833.PFI1475w	D5LIU4
5833.PFC0160w	Q689C7
5833.MAL7P1.176	A0A023ZZW5
5833.PF11_0344	I4CH24
5833.PF11_0344	I4CH66
5833.PFD0110w	Q7YUE9
5833.PFI1475w	M1VP09
5833.PFE1150w	S5YWC8
5833.PFL2405c	Q25857
5833.MAL7P1.229	B0M0Z2
5833.PFI1475w	Q25968
5833.PFL1920c	Q8I7Z3
5833.PF11_0165	A0A077GYW5
5833.PF13_0338	C5HDW3
5833.PF13_0338	C5HXB0
5833.PFL1710c	C5J0A6
5833.PFI1475w	A7LL79
5833.PFA0590w	D0QF40
5833.PFI1475w	Q56R24
5833.MAL7P1.176	Q58HL6
5833.PFC0210c	Q8I9G5
5833.PFB1055c	Q9BMR7
5833.PFE1150w	A0A060CW53
5833.PFD0830w	A0A060D5R7
5833.PFI1475w	A0SJJ4
5833.PFI1475w	A3E7H0
5833.PFI1475w	A0SJI4
5833.PFI1475w	A0SJP8
5833.PF10_0018	Q19KB1
5833.PF11_0344	C5IEA9
5833.PF11_0344	C5IEZ7
5833.PF14_0102	I6M282
5833.PFL1950w	S5A8A8
5833.PF14_0102	C5HEV0
5833.PF11_0344	B2LV25
5833.PFI1475w	Q9BJV4
5833.PFI1475w	D5LJA7
5833.PFI1475w	D5LJC2
5833.PFI1475w	D5LJE9
5833.PFI1475w	D5LJJ9
5833.PFD0830w	A0A060DBK1
5833.PF11_0344	I4CGX1
5833.PF13_0198	Q7YWF0
5833.PF13_0201	W8VMC7
5833.PF13_0271	S5ZEN5
5833.PFI1475w	M1VF18
5833.PF11_0344	M1VGJ8
5833.PF11_0344	M1VGQ0
5833.PFB0935w	B0M0W4
5833.PF10_0345	Q0KGG7
5833.PF10_0019	Q8WT12
5833.PF13_0201	Q01504
5833.PF13_0238	A0A077H050
5833.PFF0995c	C5HDU7
5833.PFE0395c	C5HDZ8
5833.PF13_0197	C5HWK6
5833.PF10_0323	C5HWV5
5833.PFI1475w	A7LL71
5833.PFI1475w	A7LL78
5833.PFL1970w	A7RCZ5
5833.PFA0590w	D0QEZ4
5833.PF11_0344	D9MY95
5833.PFD1175w	Q01424
5833.PFI1475w	A3E7H1
5833.PFA0590w	D0QEZ1
5833.PFD0830w	D0QXK5
5833.PFC0640w	Q25757
5833.PFE1150w	A0A076JT28
5833.PFI1475w	A3E7E2
5833.PF11_0344	I6M1Z8
5833.PF11_0344	C5IDY1
5833.PF11_0344	D7GLQ9
5833.PF10_0342	D9HN27
5833.PFD0020c	S5A5P4
5833.PF08_0103	Q6S8N1
5833.PF11_0344	Q9N9F2
5833.PFI1475w	Q56R40
5833.PF14_0641	A5HNU8
5833.PF10_0346	B7SJH5
5833.PF11_0344	B0L8H2
5833.PFD0830w	A0A060DAW8
5833.PF11_0344	I4CG25
5833.PF11_0344	I4CH45
5833.PF11_0344	I4CG12
5833.PFE1150w	S5YCI2
5833.PFE0120c	S5YCV8
5833.PF11_0344	M1VLV1
5833.PF11_0344	M1VQ70
5833.PF10_0009	Q03623
5833.PF13_0247	Q8TA19
5833.PFI1730w	Q9GQ99
5833.PFL2215w	Q9U6U4
5833.PFB0935w	B0M0X3
5833.PFI1730w	B0M157
5833.PF10_0322	O15869
5833.MAL13P1.60	Q8MTI8
5833.PFD0830w	A0A060D1X5
5833.PF14_0077	Q9TWP5
5833.PFI1475w	D5LJ21
5833.PFI1475w	D5LJ36
5833.PFI1475w	D5LJ60
5833.PF08_0095	D2KVQ5
5833.PFA0125c	C0L3F9
5833.PFC0210c	I1ZBJ8
5833.MAL7P1.176	Q58HL7
5833.PFI1475w	Q964N3
5833.PFI1475w	Q9BJU2
5833.PFE1150w	Q9NG76
5833.PFB0300c	Q9NI06
5833.PFI1475w	A0SJJ2
5833.PF10_0356	Q25892
5833.PF13_0271	S5YJB7
5833.PFA0590w	A0A076Q445
5833.PF10_0342	D9HN26
5833.PF13_0019	B6V814
5833.PFD1220c	Q2XR07
5833.PFL0030c	Q7Z1S2
5833.PF11_0344	B2LV01
5833.PF13_0194	C5HEP0
5833.MAL7P1.176	I6M229
5833.PF13_0197	C5HEE1
5833.PF10_0352	C5HEK4
5833.PF10_0348	D9HN54
5833.PFB0295w	E1CD68
5833.PF11_0344	C5HWG4
5833.PFL1900w	Q25914
5833.PF11_0344	I4CG55
5833.PF11_0344	I4CFX0
5833.PFD0830w	A0A060DBE9
5833.PF11_0344	I4CG87
5833.PF14_0260	I6Q0G5
5833.PFI1475w	Q70HG0
5833.PF10_0348	D9HN44
5833.PFI1475w	M1VF14
5833.PF13_0271	S5Y686
5833.PF11_0344	I4CGK3
5833.PFB0340c	I0IYU7
5833.PFI0045c	O96473
5833.PFB0860c	A7U5W7
5833.PF10_0356	Q25897
5833.PF08_0095	Q27737
5833.PFD0250c	Q8T622
5833.PFB0300c	Q95UX8
5833.MAL7P1.91	Q9GVB3
5833.PFL1950w	A0MAF5
5833.PF13_0271	S5YCR0
5833.PFB0340c	I0IZ08
5833.PFB0340c	I0IZ23
5833.PF11_0344	M1V186
5833.PF10_0268	O76465
5833.PF10_0345	Q0KGE5
5833.PFI1475w	Q9BJU9
5833.PFB0340c	I0IYY8
5833.PF13_0271	S5YCQ4
5833.PFB0935w	B0M0Y3
5833.PFC0110w	B0M156
5833.PFI1445w	B0M158
5833.PFI1475w	M1VKG2
5833.PFC0210c	Q25838
5833.PFB0310c	Q8T7T9
5833.PFD0110w	Q8WP99
5833.PF14_0007	Q2XR35
5833.PF13_0247	Q8TA14
5833.PF10_0323	Q8WT09
5833.PF10_0406	O44044
5833.PFA0310c	D3KCH3
5833.PFB0935w	B0M0W3
5833.MAL7P1.176	Q105D3
5833.MAL13P1.60	Q8I787
5833.PFB0300c	Q9BJP6
5833.PFB0010w	Q9BMT0
5833.PF10_0016	Q9NFF7
5833.MAL7P1.231	Q25876
5833.PFI1475w	Q70HF8
5833.PFE1150w	A0A076JLL5
5833.PF11_0165	A0A077GWY3
5833.PF08_0095	C4N9P2
5833.PF14_0201	C5HDX9
5833.PF10_0348	C5HX20
5833.PF13_0338	C5HXB6
5833.PFE0395c	C5HXG9
5833.PFA0310c	D3KCH4
5833.PF13_0238	A0A077GZ93
5833.PFD0830w	A3KCU6
5833.PF13_0338	C5HX56
5833.PF11_0486	J7GRT8
5833.PFA0590w	D0QEZ7
5833.PFE1150w	G3LXQ9
5833.PF11_0344	Q9BHQ5
5833.MAL13P1.174	C5HE57
5833.PFA0310c	D3KCH9
5833.MAL7P1.176	C0L3F3
5833.PFI1475w	I2BJH6
5833.PFI1475w	I2BJI5
5833.PF14_0177	Q9GR05
5833.PFI1475w	A0SJQ3
5833.PFI1475w	A3E7F2
5833.PFI0265c	B9VGH6
5833.PF07_0036	O15800
5833.PFE1640w	Q0ZL38
5833.PFI1475w	A0SJL9
5833.PF11_0165	A0A077GXQ6
5833.PFF0615c	C5HE17
5833.PFE1150w	G3LXR8
5833.PF11_0344	Q9BHQ6
5833.MAL8P1.127	Q2KNU9
5833.PFF0995c	Q868U1
5833.PFF0010w	Q9XZ81
5833.PF08_0106	Q9XZB6
5833.PFI1475w	A0SJN2
5833.PF08_0095	C0J3M1
5833.PFA0590w	D0QEY7
5833.PFA0310c	E5RU00
5833.PFI1475w	Q56R35
5833.PFB0405w	A0A059WIL0
5833.PFI1475w	A0SJC9
5833.PFI1475w	A0SJL2
5833.PF10_0355	D9HNB5
5833.MAL7P1.176	I6M256
5833.PF13_0338	C5HX68
5833.PF11_0344	D9MY46
5833.MAL7P1.176	I6M231
5833.PFL1385c	C5HEE5
5833.PF11_0344	C5IET8
5833.PF11_0344	D9MXF7
5833.PFL1385c	C5HEF7
5833.PF11_0344	D9MY56
5833.PF10_0345	O15856
5833.PFL0030c	Q7Z1S5
5833.PF10_0347	C5HEH5
5833.PFB0340c	C5HEP8
5833.PF13_0348	C5HXU9
5833.PF10_0342	D9HN21
5833.PFC0210c	Q5EIN0
5833.PF14_0102	D7NSW0
5833.PFA0125c	Q66PK9
5833.MAL7P1.27	G8C458
5833.PF13_0201	Q5EIQ9
5833.PFB0300c	L0BWJ3
5833.PFB0300c	E5F2P8
5833.MAL7P1.27	G8C6H3
5833.PFE0830c	Q963G9
5833.PFI1475w	Q9TYE4
5833.PFB0300c	Q9U0B0
5833.PF08_0121	Q9U6U5
5833.PFI1475w	D5LJE5
5833.PFF0915w	Q9GRI3
5833.PFC0270w	Q689C6
5833.PFI1475w	D5LJM3
5833.PFI1475w	Q25982
5833.PFB0310c	Q58SV3
5833.PFE0690c	Q9UB85
5833.MAL7P1.27	G8C4X7
5833.PF10_0356	Q25843
5833.PFI1475w	D5LIZ1
5833.PF13_0197	C5HWI1
5833.MAL7P1.27	F5CEB4
5833.PF11_0344	B0L8P1
5833.PF11_0344	I4CG98
5833.PFD0590c	Q9BHN0
5833.PF11_0344	B2LV09
5833.PF10_0342	D9HN00
5833.PFL0725w	Q9BKL4
5833.PF10_0346	Q9GS22
5833.PF13_0218	S5YWM1
5833.PF13_0247	Q8TA12
5833.PF07_0037	O15792
5833.PFI0290c	Q6WWJ3
5833.PFI1475w	Q70HE9
5833.PF14_0201	C5HDZ3
5833.MAL13P1.174	C5HE61
5833.MAL7P1.208	C5HXT2
5833.PFL1710c	C5J0D8
5833.PF10_0345	O15762
5833.PFI1475w	A0SJH5
5833.PFI1475w	A0SJI1
5833.MAL13P1.63	A3FJ63
5833.PFD0830w	E5F2V9
5833.PFL2050w	Q5EI73
5833.PFB0365w	Q8WSS7
5833.PFD0830w	D3KYV6
5833.PF13_0197	C5HED3
5833.PFL1385c	C5HEE4
5833.PFC0210c	C5MK95
5833.MAL13P1.480	E2DSB9
5833.PF13_0012	Q9NFU4
5833.PF11_0344	B2LUW7
5833.MAL7P1.176	F2X7F8
5833.PF10_0406	Q9XZ85
5833.PFB0295w	E1CDY9
5833.PF11_0224	Q5VKK2
5833.PF13_0338	C5HDW8
5833.PFE1150w	A0A060D1J7
5833.PFE0395c	A8QVQ4
5833.PFE0120c	S5YD04
5833.PFB0340c	I0IZ15
5833.PFL2460w	O44021
5833.PFB0915w	C7DU37
5833.PF10_0356	Q25898
5833.PFF1570w	Q2XRG8
5833.PF11_0344	A0A075DBT0
5833.PF11_0344	R4R179
5833.PF13_0238	A0A077GXM4
5833.PF13_0238	A0A077GXW7
5833.MAL7P1.208	B9VGX2
5833.PF13_0191	C5HE94
5833.PFL1385c	C5HEG1
5833.PFI1475w	I2BJG2
5833.PFI1475w	I2BJH5
5833.MAL13P1.221	O15804
5833.PF14_0463	Q968T6
5833.PFI1475w	A0SJG1
5833.PFI1475w	A0SJI2
5833.PF08_0095	C0J3L8
5833.PF13_0238	A0A077H2Z3
5833.PFI1475w	A3E7F8
5833.PFI1475w	A3E7H8
5833.PFI1475w	E5F314
5833.PF11_0139	Q5I8X8
5833.MAL7P1.27	G8C597
5833.PFD1005c	Q9XZ79
5833.PFI1475w	D5LIY8
5833.MAL7P1.176	Q7JQ86
5833.PFB0935w	B0M0W6
5833.PF07_0034	O15798
5833.PFE1150w	C3S7P3
5833.PF11_0344	I4CGS6
5833.PF13_0271	I6Q2L1
5833.PFB0310c	Q8ITM3
5833.PFL1410c	S5YD47
5833.PFI1475w	M1V967
5833.PFC0210c	M1VPK0
5833.PFF0020c	Q9U767
5833.PF13_0201	Q70GJ9
5833.PF11_0344	Q9BHP6
5833.PF13_0088	Q9GNU8
5833.PFD0830w	A0A060D6U4
5833.PFA0590w	A0A076Q2P1
5833.PFA0590w	A0A076Q2V9
5833.PF13_0338	C5HX76
5833.PF13_0338	C5HX90
5833.PFE1150w	G3LXL8
5833.PFE1150w	G3LXQ6
5833.PFA0590w	D0QF26
5833.PFB0050c	Q9BMD0
5833.PF11_0098	Q9U460
5833.PFI1475w	A0SJE5
5833.PF11_0344	I6M1Y0
5833.PF11_0344	C5IEC1
5833.PF11_0344	C5IEC5
5833.MAL7P1.176	I6M238
5833.PF10_0347	C5HEH6
5833.PF11_0344	A0A089QDJ5
5833.PF11_0486	Q078Q6
5833.PFF0865w	Q27719
5833.PF10_0344	Q9U0R1
5833.PFC0210c	Q8I9G2
5833.PFI1475w	D5LIV2
5833.PFI1475w	D5LJB7
5833.MAL8P1.58	Q9BMH1
5833.PFB0935w	B0M0X9
5833.PFB0100c	E1ANN5
5833.PF14_0641	A5HNV0
5833.PFI1475w	I2BJG6
5833.PF11_0344	M1VAF3
5833.PFE0025c	Q2XRH2
5833.PF10_0302	Q6LEB4
5833.PF11_0344	Q9N9E1
5833.PFE0120c	S5YCZ3
5833.PFB0340c	I0IZ19
5833.PFI1475w	M1UZN4
5833.PFI1475w	M1VKJ4
5833.PF10_0345	Q0KGC4
5833.PF10_0345	Q0KGD2
5833.PFI1475w	A0SJL8
5833.MAL7P1.27	G8C495
5833.PFE1150w	Q0R560
5833.PF14_0102	Q25762
5833.PFC0210c	Q5FZZ7
5833.PFI1475w	D5LJF4
5833.MAL7P1.229	B0M154
5833.PF13_0119	Q25999
5833.PFC0210c	Q9U0P2
5833.PFE1150w	A0A076JRW6
5833.PFA0590w	A0A076Q470
5833.PF13_0019	B6V818
5833.PFF0615c	C5HE18
5833.PFL1710c	C5J0A4
5833.PFE0080c	C5HEW2
5833.PF11_0344	I6M1V6
5833.PFL1385c	C5HEF6
5833.PFE0395c	C5HXM2
5833.PFC0210c	C5MK97
5833.PF14_0102	D7NSV0
5833.PF13_0019	D9IWH9
5833.PF11_0344	D9MXY7
5833.PF14_0102	B9VGE4
5833.PF11_0344	C5HWC6
5833.PF11_0344	C5HWH6
5833.PFA0590w	D0QEX8
5833.PF11_0344	B2LUV1
5833.PF11_0344	B2LV42
5833.PF11_0344	I4CG07
5833.PF11_0344	I4CGV1
5833.PF11_0344	I4CGX2
5833.PFA0280w	Q03628
5833.PFE1150w	Q5PZ07
5833.PF13_0218	S5YWK7
5833.PFB0340c	I0IYV7
5833.PF13_0271	I6Q415
5833.PFE1150w	S5YWE2
5833.PFI1475w	A5A7B4
5833.PF13_0271	I6Q0F4
5833.PFE1150w	S5ZEB0
5833.PFI1475w	M1VEY3
5833.PF11_0344	I4CGJ0
5833.PFE1150w	A0A060D1K4
5833.PF13_0271	S5YWQ5
5833.PFL0540w	A5A7N6
5833.PF14_0102	D7NSU3
5833.PF10_0348	D9HN32
5833.PFC1105w	O96488
5833.PFB0405w	A0A059WCN2
5833.PFD0210c	A8QVP2
5833.PF11_0344	I4CH47
5833.PFC0210c	I1VEP0
5833.PF13_0271	I6Q0F3
5833.PF10_0343	Q9GZ99
5833.PF11_0282	Q9NFG2
5833.PFC0210c	M1V047
5833.PFI1475w	M1VEZ0
5833.MAL7P1.176	Q105I4
5833.PF11_0344	Q9BHP5
5833.PFB0310c	Q70IE9
5833.PF13_0338	C5HDX4
5833.PF13_0348	C5HXZ3
5833.PFA0310c	D3KCH6
5833.MAL13P1.60	J7GMP5
5833.PFC0120w	B0M155
5833.PF07_0038	O15802
5833.PF13_0143	Q27726
5833.PFD0120w	Q2XRA6
5833.PFC1120c	Q9BMS5
5833.PF13_0229	Q9Y007
5833.PFD0830w	A0A060DBR2
5833.PF11_0486	J7GVU8
5833.PFA0590w	A0A076Q2T4
5833.PF13_0238	A0A077H397
5833.PF13_0140	Q9U738
5833.PFB0340c	T1RTJ6
5833.PFC0120w	B0M162
5833.PFB0300c	L0BWG4
5833.PFB0300c	Q9NI05
5833.PFE1150w	A0A060CWN9
5833.MAL13P1.169	Q0ZAF3
5833.PFL2510w	Q9NJX8
5833.PFE0395c	C5HXG0
5833.MAL7P1.208	C5HXR4
5833.PF11_0344	Q9BHN8
5833.PFB0935w	B0M0X0
5833.MAL13P1.60	Q105U2
5833.PFE0395c	C5HXJ0
5833.PFB0300c	Q9GR02
5833.PF11_0165	A0A077GZJ1
5833.PF13_0019	B6VGK0
5833.PFA0310c	D3KCH2
5833.PFB0305c.1	Q1WG89
5833.PF10_0314	Q03633
5833.MAL8P1.127	Q2KNV2
5833.PF13_0247	Q8TA16
5833.PFA0590w	D0QEU3
5833.PFB0405w	Q9U6T4
5833.PFI1475w	A0SJH6
5833.PFB1055c	Q9U7K1
5833.PFD1015c	A7RCZ8
5833.MAL13P1.60	C0L3E6
5833.PFL1970w	Q6S8N8
5833.PFE0520c	Q26024
5833.PF14_0383	Q95Z58
5833.PF11_0344	Q967I6
5833.PF10_0343	Q9GZ96
5833.PF14_0545	Q9NFK9
5833.PFI1475w	E5FKX9
5833.PF11_0344	Q967J4
5833.PFA0590w	D0QF08
5833.PFC0210c	I1VEU9
5833.PFB0300c	Q9GQZ2
5833.PFI1475w	A7LLA0
5833.PFA0590w	D0QEZ3
5833.PF14_0678	O61141
5833.MAL8P1.113	Q2KNT7
5833.PFB0340c	T1RTG8
5833.PFB0340c	T1RTJ9
5833.MAL7P1.176	Q25738
5833.PF14_0486	Q9NDT2
5833.PFI1475w	A0SJG0
5833.PFI1475w	A0SJH9
5833.PFI1475w	A0SJK0
5833.PF10_0356	Q25851
5833.PFE0175c	Q9U3U9
5833.PFE0120c	S5YJG4
5833.PF14_0102	I6M283
5833.PFC0210c	I6M2B8
5833.PF14_0102	I6M287
5833.PF14_0102	I6M291
5833.PF10_0352	C5HEK9
5833.PF13_0193	C5HER5
5833.PFF0845c	S5AB63
5833.PFL1385c	C5HEE7
5833.PFE1150w	R4JR64
5833.PF10_0347	C5HEH7
5833.PFI1475w	C5J4M8
5833.PF11_0344	D9MY21
5833.MAL7P1.176	I6M255
5833.PFD0830w	I6M2E2
5833.PFD0955w	C5HEU4
5833.PF11_0344	C5IEC3
5833.PF11_0344	C5IF51
5833.PF11_0344	C5IE50
5833.PFL1385c	C5HEF3
5833.PFE1150w	R4K0R4
5833.PF11_0344	D7GLV0
5833.PF14_0102	D7NSV8
5833.PF14_0398	M9VU17
5833.PF11_0344	B2LV86
5833.PFB0300c	Q9U0A2
5833.PF10_0144	C4N8A1
5833.PFI1475w	D5LJH9
5833.PFI1475w	Q56R28
5833.PF13_0201	Q5EIN7
5833.PFL1370w	Q9NFP2
5833.MAL8P1.126	Q687H5
5833.PF11_0224	Q9U590
5833.PFI1475w	D5LIW3
5833.PF13_0238	A0A077H386
5833.MAL7P1.208	C4N8B7
5833.PF13_0019	E7DY06
5833.MAL7P1.27	G8C6F4
5833.PF13_0201	Q5EIQ7
5833.PFB0305c.1	Q8ITM0
5833.PFI1475w	D5LIX7
5833.PFI1475w	D5LJB0
5833.PFI0265c	B9VGH1
5833.MAL7P1.176	A0A023ZZA9
5833.PFI1475w	D5LIW5
5833.PFI1475w	D5LJF0
5833.MAL13P1.60	A0A023ZYS8
5833.PFI1475w	D5LJ52
5833.MAL7P1.27	A0A0A0VAS7
5833.MAL13P1.60	A0A023ZYR7
5833.PFE1150w	C3S7P4
5833.PF11_0344	C5HWH7
5833.PF11_0344	C5HWG3
5833.PF11_0344	I4CG18
5833.PF11_0344	I4CGP8
5833.PF11_0344	I4CH12
5833.PF13_0248	A8QVR7
5833.PFI1475w	I2BJI2
5833.PFL0800c	Q53UB8
5833.PFF0160c	Q54A96
5833.PF11_0008	B5LHK0
5833.PFB0340c	I0IYY6
5833.MAL7P1.223	O96472
5833.PFI1475w	M1V931
5833.PFE0830c	Q8WR58
5833.PFI1685w	O44020
5833.PFA0590w	A0A076Q452
5833.PFF0995c	C5HDV5
5833.PF13_0197	C5HWK7
5833.PF07_0031	O15795
5833.PFI1730w	Q9NAV4
5833.PF11_0165	Q9NAW3
5833.PFI1730w	B0M164
5833.PF14_0125	Q9GSW0
5833.MAL7P1.176	F2X7G0
5833.PF07_0029	Q25883
5833.PFD0955w	C5HEU1
5833.PFC0210c	C5MK74
5833.PF10_0355	D9HNE9
5833.PF10_0345	I6M1T4
5833.PF13_0197	C5HEE0
5833.PF11_0344	C5IE63
5833.PF13_0019	D9IWJ6
5833.PF11_0344	D9MY55
5833.PFE1150w	R4JXW5
5833.PF11_0344	D7GLU3
5833.PF14_0102	D7NSU8
5833.PFD1150c	Q8MWP2
5833.PFC1005c	Q9GTW5
5833.MAL7P1.176	Q9TY52
5833.PFD0310w	Q9U6T9
5833.PF11_0344	Q9BHQ3
5833.PFI1475w	D5LIZ9
5833.PFI1475w	D5LJ30
5833.PFI1475w	D5LJC4
5833.PFI1475w	D5LJG9
5833.PF11_0344	B2LUZ6
5833.PF11_0344	I4CGJ6
5833.PF11_0344	Q8I770
5833.PF13_0218	S5YWN1
5833.PFB0340c	I0IYU9
5833.PFI1475w	M1VP00
5833.PFC0210c	M1V060
5833.PFC0210c	M1VL07
5833.PFB0915w	C7DU32
5833.PF13_0238	A0A0A0WJP1
5833.PF13_0238	A0A077GYB7
5833.PF13_0238	A0A077GZA2
5833.PFL1970w	C4PF91
5833.PF10_0346	C5HEC0
5833.PF13_0348	C5HXV1
5833.PF13_0348	C5HXX1
5833.PFE1640w	Q0ZLD1
5833.PFI1475w	E5F323
5833.PF10_0342	D9HMX5
5833.PF11_0344	D9MXH4
5833.PFA0310c	A5JST9
5833.PFL1385c	C5HEF8
5833.PF10_0352	C5HEK5
5833.PF11_0344	C5IE54
5833.PF10_0348	D9HN64
5833.PF13_0019	D9IWJ1
5833.PF11_0506	Q9U459
5833.PFA0310c	E5RU28
5833.PFB0310c	Q58SV1
5833.MAL13P1.176	Q7YWE8
5833.PFI1475w	D5LJ41
5833.PFI1475w	D5LJJ2
5833.PFI1475w	D5LJK1
5833.PFL2510w	Q9U4I9
5833.PF11_0521	Q9XZB5
5833.PF13_0271	I6Q420
5833.PFL1410c	S5YDA1
5833.PF08_0103	Q9U7J2
5833.PF13_0197	C5HWL6
5833.PF13_0338	C5HX81
5833.PFA0005w	A7RCV3
5833.PFI1475w	I2BJE9
5833.PFE0830c	Q963G4
5833.PFI1475w	A0SJM7
5833.PFI1475w	A3E7F4
5833.PFL1385c	C5HEE9
5833.PF11_0344	D9MXY5
5833.MAL7P1.176	I6M223
5833.PFE1150w	R4JSL3
5833.PF10_0345	I6M1U0
5833.PFD0955w	C5HET8
5833.PFC0210c	C6FH01
5833.PF11_0344	D9MXS4
5833.PF11_0344	B6CML1
5833.PF11_0344	D7GLT5
5833.MAL7P1.229	Q4AE84
5833.PFA0125c	Q8N063
5833.PFI1475w	D5LJ03
5833.PFI1475w	D5LIX6
5833.PF11_0344	I4CH03
5833.PF11_0344	M1VGH2
5833.PF10_0345	Q0KGC3
5833.PFC0210c	Q25827
5833.PF11_0344	A0A075DBT2
5833.PF13_0338	C5HDV9
5833.PF13_0338	C5HDW6
5833.PF10_0346	C5HEB2
5833.PFB0300c	L0BWI4
5833.PF13_0019	A0A067Z8D4
5833.PFI1475w	A3E7E0
5833.PF11_0224	Q6V9H1
5833.PFI1475w	A7LL68
5833.PFI1475w	A7LLA4
5833.PFI0930c	O76970
5833.PFI1475w	A0SJG4
5833.PFI1475w	A0SJG9
5833.PF11_0344	B2LUW0
5833.PFI1475w	Q9BJU6
5833.MAL7P1.176	I6M206
5833.MAL7P1.176	I6M215
5833.MAL7P1.176	I6M218
5833.PF13_0192	C5HEL9
5833.PF13_0192	C5HEM2
5833.PF13_0338	C5HXD6
5833.PF10_0346	C6FE22
5833.PF10_0348	D9HN48
5833.MAL7P1.27	G8C580
5833.PF10_0141	P90584
5833.PFI1475w	D5LIV3
5833.PF11_0344	I4CH61
5833.MAL7P1.176	Q58HL9
5833.PF11_0344	I4CH31
5833.PFI1475w	I2BJJ1
5833.PF10_0406	F1DBW7
5833.PF11_0344	I4CGA9
5833.PF11_0344	I4CGB4
5833.PF11_0344	I4CGG6
5833.PFE1150w	Q5PZ15
