7165.AGAP004810-PA	Q93118
7165.AGAP000609-PA	L7ZGX4
7165.AGAP001558-PA	Q1JQR7
7165.AGAP003557-PA	Q7QAS9
7165.AGAP011287-PA	B2FZA1
7165.AGAP011023-PA	A7US89
7165.AGAP006641-PA	A7UUG6
7165.AGAP007750-PA	A7UUT4
7165.AGAP010047-PA	A0NFZ9
7165.AGAP003903-PA	A7UR45
7165.AGAP007304-PA	A7URH2
7165.AGAP006853-PA	A7URY2
7165.AGAP008286-PA	A7UUK3
7165.AGAP004763-PA	A7UUV0
7165.AGAP002074-PA	A7UVK9
7165.AGAP006348-PA	A7XBI6
7165.AGAP011779-PA	Q7PUZ0
7165.AGAP008822-PA	Q7Q835
7165.AGAP004126-PA	Q7QB95
7165.AGAP002655-PA	Q7QCJ3
7165.AGAP002730-PA	Q7QCN6
7165.AGAP006808-PA	Q7QIE7
7165.AGAP006889-PA	Q7QII6
7165.AGAP007113-PA	Q7QIX2
7165.AGAP011347-PA	Q5TW04
7165.AGAP006609-PA	Q7Q570
7165.AGAP008798-PA	Q7Q852
7165.AGAP002353-PA	Q7QBX7
7165.AGAP001355-PA	Q380F4
7165.AGAP001628-PA	Q380J5
7165.AGAP004349-PA	A7UT27
7165.AGAP005245-PA	A7UTB7
7165.AGAP003250-PA	C0L2N9
7165.AGAP004138-PA	A7USY7
7165.AGAP004308-PA	A7UT30
7165.AGAP010560-PA	A7UTF2
7165.AGAP006875-PA	Q7PF36
7165.AGAP001945-PA	Q7PUG7
7165.AGAP005938-PA	Q7Q6B3
7165.AGAP012385-PA	Q9U4E6
7165.AGAP001695-PA	Q380L4
7165.AGAP012903-PA	A7UTU2
7165.AGAP004767-PA	Q7Q2Q7
7165.AGAP005723-PA	Q7Q6Q8
7165.AGAP005624-PA	A7UTS8
7165.AGAP003317-PA	Q5TNR2
7165.AGAP009569-PA	Q7PK99
7165.AGAP006392-PA	Q7Q5J8
7165.AGAP006910-PA	C6K1A8
7165.AGAP002030-PA	Q7PYN3
7165.AGAP004301-PA	Q7QAC9
7165.AGAP005741-PA	A7UTV4
7165.AGAP003250-PA	C0L2P8
7165.AGAP010347-PB	Q5XNS3
7165.AGAP004394-PA	Q7PQ97
7165.AGAP012192-PA	Q7Q013
7165.AGAP002557-PA	Q7QCC5
7165.AGAP002593-PA	L7RL94
7165.AGAP007034-PA	L7RLH7
7165.AGAP008182-PA	Q7Q431
7165.AGAP009974-PA	Q8WR41
7165.AGAP003530-PA	Q8T6R5
7165.AGAP003980-PA	Q7Q285
7165.AGAP007086-PA	Q7QIV0
7165.AGAP006911-PA	C6K117
7165.AGAP005046-PB	Q5TSU9
7165.AGAP001495-PA	A0NH36
7165.AGAP011413-PA	Q7Q2Z8
7165.AGAP004431-PA	Q7QA54
7165.AGAP012957-PA	Q8WQP1
7165.AGAP028080-PA	A7UTK4
7165.AGAP003194-PB	C6JYN0
7165.AGAP001377-PA	C6JZ95
7165.AGAP004911-PA	A7UTJ1
7165.AGAP002814-PB	F5HKK9
7165.AGAP001108-PA	Q7PWY2
7165.AGAP006906-PA	C6JXR9
7165.AGAP003350-PB	K7YWZ2
7165.AGAP006906-PA	C6JXR7
7165.AGAP011223-PA	D3KA84
7165.AGAP000086-PD	F5HJS5
7165.AGAP003194-PB	B2FW98
7165.AGAP003743-PA	B2G0L5
7165.AGAP005656-PA	B2G0T9
7165.AGAP003421-PA	A0NCY2
7165.AGAP005631-PA	Q7PNR1
7165.AGAP009099-PA	Q7PW41
7165.AGAP002651-PA	B2FVW8
7165.AGAP002800-PA	B2G0C5
7165.AGAP003012-PA	B2G0F5
7165.AGAP003573-PA	F5HLB0
7165.AGAP000273-PA	A0NCH7
7165.AGAP003195-PA	A0NDA4
7165.AGAP005926-PA	Q7PP43
7165.AGAP005255-PA	Q7PPZ7
7165.AGAP004203-PA	Q7PQM2
7165.AGAP000076-PA	Q7PS41
7165.AGAP011551-PA	Q7PSF7
7165.AGAP011588-PA	Q7PSG7
7165.AGAP010822-PA	Q7PSJ4
7165.AGAP009570-PA	Q7Q1Y8
7165.AGAP006623-PA	Q7Q559
7165.AGAP006595-PA	Q7Q579
7165.AGAP010867-PA	Q7QGR6
7165.AGAP010057-PA	Q7PJX0
7165.AGAP011661-PA	Q7PYZ7
7165.AGAP005737-PA	Q7Q6P7
7165.AGAP000143-PA	Q7QET8
7165.AGAP002798-PA	B2FW21
7165.AGAP003057-PA	B2FW66
7165.AGAP013428-PA	F5HIZ1
7165.AGAP013245-PA	F5HK81
7165.AGAP013305-PA	F5HMD4
7165.AGAP001257-PA	F5HMV1
7165.AGAP005969-PA	Q5TR98
7165.AGAP001454-PA	Q7PXK9
7165.AGAP003655-PA	Q7QAK3
7165.AGAP004428-PA	Q7PHD5
7165.AGAP006080-PA	Q7PNT8
7165.AGAP003827-PB	Q7PS94
7165.AGAP001352-PA	Q7PXD4
7165.AGAP004758-PA	Q7PMU3
7165.AGAP005462-PA	Q7PNL3
7165.AGAP006216-PA	Q7PNU1
7165.AGAP008708-PA	Q7PPM5
7165.AGAP010439-PA	Q7PRJ4
7165.AGAP011521-PA	Q7PTV7
7165.AGAP013051-PA	F5HJ86
7165.AGAP013183-PA	F5HJB8
7165.AGAP012954-PA	F5HJT5
7165.AGAP013077-PA	F5HKA2
7165.AGAP003623-PC	F5HLC2
7165.AGAP004397-PA	F5HLM7
7165.AGAP013079-PA	F5HM84
7165.AGAP001267-PA	Q7PX81
7165.AGAP002791-PA	Q7QCT0
7165.AGAP007541-PA	Q7QJJ0
7165.AGAP000192-PA	A0NCJ4
7165.AGAP004495-PA	A0NDQ5
7165.AGAP011026-PA	O76813
7165.AGAP006546-PA	Q7PI73
7165.AGAP011447-PA	Q7PMY8
7165.AGAP008226-PA	Q7PNB1
7165.AGAP005917-PA	Q7PNM8
7165.AGAP010687-PA	Q7PRL1
7165.AGAP000801-PA	Q7PRP7
7165.AGAP008824-PA	Q7PWW9
7165.AGAP011772-PA	Q7PZ78
7165.AGAP012352-PA	Q7Q0A4
7165.AGAP005791-PA	Q7Q6K6
7165.AGAP004521-PA	Q7Q9Y9
7165.AGAP002366-PA	Q7QBY8
7165.AGAP003478-PA	Q7QDE5
7165.AGAP003425-PA	Q7QDI8
7165.AGAP000207-PA	F5HJP7
7165.AGAP013241-PA	F5HK51
7165.AGAP013309-PA	F5HKP6
7165.AGAP013190-PA	F5HKU3
7165.AGAP013396-PA	F5HKW9
7165.AGAP012977-PA	F5HL42
7165.AGAP004448-PB	F5HLP0
7165.AGAP013536-PA	F5HM42
7165.AGAP001455-PA	F5HMP8
7165.AGAP003273-PA	Q7PTQ8
7165.AGAP010675-PA	A0NCU6
7165.AGAP004395-PA	A0NDN1
7165.AGAP004870-PA	Q5PTQ3
7165.AGAP004842-PB	Q7PHM6
7165.AGAP009816-PA	Q7PM79
7165.AGAP004518-PA	Q7PQ73
7165.AGAP002640-PA	Q7PR11
7165.AGAP005288-PA	F5HIY6
7165.AGAP003484-PB	F5HJ75
7165.AGAP013158-PA	F5HJQ8
7165.AGAP007278-PA	F5HJT0
7165.AGAP013045-PA	F5HKS7
7165.AGAP013263-PA	F5HKY5
7165.AGAP013446-PA	F5HL32
7165.AGAP013031-PA	F5HMA9
7165.AGAP001256-PC	F5HMV3
7165.AGAP001902-PA	Q7PYE6
7165.AGAP008626-PA	Q7Q8H9
7165.AGAP012948-PA	F5HKG7
7165.AGAP002888-PC	F5HKI0
7165.AGAP000586-PA	F5HKI8
7165.AGAP002654-PB	F5HKQ8
7165.AGAP002625-PB	F5HKT0
7165.AGAP011666-PA	Q5TMZ1
7165.AGAP003992-PA	Q5TPK2
7165.AGAP011464-PA	Q5TPV0
7165.AGAP003627-PA	Q5TT83
7165.AGAP002495-PA	Q5TTS9
7165.AGAP003445-PA	Q7QDH2
7165.AGAP000074-PA	Q7QEN5
7165.AGAP000085-PA	Q7QEP3
7165.AGAP000485-PA	Q7QFH6
7165.AGAP004079-PA	Q7QH56
7165.AGAP000964-PA	Q7QI12
7165.AGAP006766-PA	Q7QIB6
7165.AGAP007452-PA	Q7QJD3
7165.AGAP007514-PA	Q7QJH3
7165.AGAP007581-PA	Q7QJM6
7165.AGAP000916-PA	Q5TQQ8
7165.AGAP012067-PA	Q7PZT2
7165.AGAP010878-PA	Q7QGS8
7165.AGAP012426-PA	Q5TMX6
7165.AGAP005763-PA	Q5TRF2
7165.AGAP001044-PA	Q5TW94
7165.AGAP010247-PA	Q7PJS3
7165.AGAP011736-PA	Q7PZ52
7165.AGAP012383-PA	Q7Q0C3
7165.AGAP012393-PA	Q7Q0D2
7165.AGAP010211-PA	Q7Q0Q6
7165.AGAP000571-PA	Q7QFM7
7165.AGAP003873-PA	Q7QFS2
7165.AGAP011239-PA	Q7QHL5
7165.AGAP011276-PA	Q7QHN9
7165.AGAP007006-PA	Q7QIQ1
7165.AGAP012043-PA	Q5TMW6
7165.AGAP007887-PA	Q7Q3I1
7165.AGAP009531-PA	Q7QG70
7165.AGAP012297-PA	Q5TN58
7165.AGAP012329-PA	Q5TN69
7165.AGAP004792-PB	Q5TPQ9
7165.AGAP006138-PA	Q5TR49
7165.AGAP005734-PA	Q5TRG1
7165.AGAP005518-PA	Q5TRL7
7165.AGAP005107-PA	Q5TST5
7165.AGAP011579-PA	Q5TVK2
7165.AGAP007245-PA	Q5TWS9
7165.AGAP007262-PA	Q5TWT2
7165.AGAP008656-PC	Q7PPN1
7165.AGAP009438-PA	Q7PTN1
7165.AGAP000850-PA	Q7Q4W0
7165.AGAP010336-PA	Q7QDP1
7165.AGAP003836-PA	Q7QFU5
7165.AGAP010848-PA	Q7QGP9
7165.AGAP011121-PA	Q7QHC0
7165.AGAP007397-PA	Q7QJB7
7165.AGAP003361-PA	Q7Q9A2
7165.AGAP007080-PA	Q7QIU7
7165.AGAP007539-PA	Q7QJI9
7165.AGAP009666-PA	Q5TPB4
7165.AGAP010734-PA	Q5UEB1
7165.AGAP012311-PA	Q7Q085
7165.AGAP010074-PA	Q7Q0Y2
7165.AGAP005646-PA	Q7Q6V6
7165.AGAP002962-PA	Q7QD53
7165.AGAP010453-PA	Q7QDW2
7165.AGAP000246-PA	Q7QF08
7165.AGAP009562-PA	Q7QG91
7165.AGAP010881-PA	Q7QGT1
7165.AGAP004090-PA	Q7QH49
7165.AGAP006770-PA	Q7QIB8
7165.AGAP002240-PA	Q7QKA6
7165.AGAP003012-PA	B2G0E5
7165.AGAP011294-PA	B2FZB4
7165.AGAP011951-PA	B2FZN8
7165.AGAP010113-PA	A0NG16
7165.AGAP000724-PA	A7USL1
7165.AGAP001529-PA	Q7PXR0
7165.AGAP006522-PA	Q7Q5C2
7165.AGAP006821-PA	Q7QIF7
7165.AGAP002142-PA	Q7QK42
7165.AGAP007488-PA	A7URC0
7165.AGAP007298-PA	A7URH3
7165.AGAP007188-PA	A7URM5
7165.AGAP010906-PA	A7US72
7165.AGAP000707-PA	A7USL3
7165.AGAP005816-PA	A7UTW6
7165.AGAP008080-PA	A7UUQ2
7165.AGAP008049-PA	A7UUQ8
7165.AGAP002098-PA	A7UVL7
7165.AGAP005886-PA	Q5TRB2
7165.AGAP005312-PA	Q7Q7H1
7165.AGAP002422-PA	Q7QC30
7165.AGAP006897-PA	A0NBM3
7165.AGAP013273-PA	F5HK34
7165.AGAP007909-PA	Q5TQ50
7165.AGAP003763-PA	Q7PFT3
7165.AGAP001474-PA	Q7PUD4
7165.AGAP009130-PA	Q7PW04
7165.AGAP008847-PA	Q7PWU6
7165.AGAP001240-PA	Q7PX68
7165.AGAP001384-PA	Q7PXF7
7165.AGAP001539-PA	Q7PXS0
7165.AGAP002053-PA	Q7PYQ1
7165.AGAP011767-PA	Q7PZ76
7165.AGAP011899-PA	Q7PZG7
7165.AGAP009830-PA	Q7Q1E3
7165.AGAP009819-PA	Q7Q1F4
7165.AGAP010792-PA	Q7Q229
7165.AGAP004835-PA	Q7Q944
7165.AGAP004571-PA	Q7Q9W2
7165.AGAP003669-PA	Q7QAJ5
7165.AGAP004255-PA	Q7QB05
7165.AGAP002325-PA	Q7QBV2
7165.AGAP002330-PA	Q7QBV7
7165.AGAP002587-PA	Q7QCE2
7165.AGAP002709-PA	Q7QCM4
7165.AGAP010583-PA	A0NE05
7165.AGAP001113-PA	Q7PWY7
7165.AGAP011852-PA	Q7PZD8
7165.AGAP006018-PA	Q7Q666
7165.AGAP004314-PA	Q7QAC2
7165.AGAP007439-PA	A7URD7
7165.AGAP007274-PA	A7URI0
7165.AGAP007076-PA	A7URR3
7165.AGAP003175-PA	A7USX3
7165.AGAP003963-PA	A7UV02
7165.AGAP001662-PA	A7UVI4
7165.AGAP007001-PA	Q7QIP8
7165.AGAP006665-PA	A0NEX0
7165.AGAP000839-PA	A0NEZ1
7165.AGAP010116-PA	A0NFT2
7165.AGAP010121-PA	A0NFT4
7165.AGAP009969-PA	A0NFY1
7165.AGAP009064-PA	A0NGB6
7165.AGAP003749-PA	Q7PFT8
7165.AGAP004783-PA	Q7PMW0
7165.AGAP007166-PA	Q7PTB3
7165.AGAP009607-PA	Q7Q1V9
7165.AGAP007929-PA	Q7Q3K9
7165.AGAP006496-PA	Q7Q5D8
7165.AGAP005402-PA	Q7Q7B3
7165.AGAP005336-PA	Q7Q7F6
7165.AGAP008665-PA	Q7Q8E8
7165.AGAP002494-PA	Q7QC80
7165.AGAP006943-PA	Q7QIL7
7165.AGAP007098-PA	Q7QIW0
7165.AGAP001377-PA	Q005M5
7165.AGAP007571-PA	A7UR96
7165.AGAP006899-PA	A7URW9
7165.AGAP006800-PA	A7URZ6
7165.AGAP007039-PA	Q7PT66
7165.AGAP001193-PA	Q7PX32
7165.AGAP001275-PA	Q7PX86
7165.AGAP011881-PA	Q7PZF4
7165.AGAP005880-PA	Q7Q6F2
7165.AGAP005864-PA	Q7Q6G0
7165.AGAP005003-PA	Q7Q7V6
7165.AGAP000094-PA	Q7QEP8
7165.AGAP010920-PA	A7US69
7165.AGAP009468-PA	A7USC4
7165.AGAP000296-PA	A7USI4
7165.AGAP006107-PA	A7UU16
7165.AGAP006150-PA	A7UU30
7165.AGAP006220-PA	A7UU58
7165.AGAP006500-PA	A7UUB7
7165.AGAP008452-PA	A7UUM3
7165.AGAP012356-PA	A7UVB1
7165.AGAP012182-PA	A7UVD6
7165.AGAP007317-PA	A0NBE3
7165.AGAP010511-PA	A0NDZ0
7165.AGAP005598-PA	A0NEF3
7165.AGAP004694-PA	A0NFG7
7165.AGAP009203-PA	Q7PVR4
7165.AGAP001450-PA	Q7PXK8
7165.AGAP011884-PA	Q7PZF6
7165.AGAP010052-PA	Q7Q0Z5
7165.AGAP010000-PA	Q7Q129
7165.AGAP009813-PA	Q7Q1F5
7165.AGAP009738-PA	Q7Q1K7
7165.AGAP011386-PA	Q7Q2X6
7165.AGAP007763-PA	Q7Q388
7165.AGAP008195-PA	Q7Q442
7165.AGAP005640-PA	Q7Q6W1
7165.AGAP005327-PA	Q7Q7G2
7165.AGAP004564-PA	Q7Q9W6
7165.AGAP003088-PA	Q7QBM7
7165.AGAP002596-PA	Q7QCE7
7165.AGAP002686-PA	Q7QCL4
7165.AGAP002811-PA	Q7QCU8
7165.AGAP006979-PA	A7URU6
7165.AGAP009467-PA	A7USC5
7165.AGAP002342-PA	A7USW3
7165.AGAP003640-PA	A7UT12
7165.AGAP008413-PA	A7UUL3
7165.AGAP009221-PA	Q005M9
7165.AGAP009137-PA	Q7PVZ4
7165.AGAP004681-PA	A0NE17
7165.AGAP008675-PA	A0NE35
7165.AGAP006412-PA	A0NES7
7165.AGAP010106-PA	Q7PMC2
7165.AGAP010756-PA	Q7PMJ3
7165.AGAP001265-PA	Q7PUC7
7165.AGAP001690-PB	Q7PUY2
7165.AGAP012346-PA	Q7PUZ5
7165.AGAP012050-PA	Q7PV50
7165.AGAP001997-PA	Q7PYL7
7165.AGAP011846-PA	Q7PZD0
7165.AGAP010101-PA	Q7Q0W7
7165.AGAP009792-PA	Q7Q1H0
7165.AGAP009608-PA	Q7Q1V8
7165.AGAP007938-PA	Q7Q3L5
7165.AGAP008440-PA	Q7Q4K6
7165.AGAP005515-PA	Q7Q745
7165.AGAP004616-PA	Q7Q7P4
7165.AGAP005018-PA	Q7Q7U5
7165.AGAP010547-PA	Q7Q8V1
7165.AGAP003676-PA	Q7QAJ3
7165.AGAP003612-PA	Q7QAN2
7165.AGAP003582-PA	Q7QAQ5
7165.AGAP002352-PB	Q7QBX6
7165.AGAP003506-PA	Q7QH41
7165.AGAP006272-PA	Q7PP82
7165.AGAP001157-PA	Q7PX10
7165.AGAP007059-PA	L7RJV7
7165.AGAP007035-PA	L7T8T4
7165.AGAP005228-PA	Q7Q9H8
7165.AGAP013776-PB	A0NC54
7165.AGAP008553-PA	A0NE21
7165.AGAP000915-PA	A0NEZ8
7165.AGAP009917-PA	Q5XLG7
7165.AGAP006211-PA	Q7PID5
7165.AGAP005390-PA	Q7Q7C1
7165.AGAP005819-PA	B0F4C1
7165.AGAP005819-PA	B0F4C8
7165.AGAP007059-PA	L7RHY3
7165.AGAP006421-PA	L7RJA3
7165.AGAP006348-PA	L7RS79
7165.AGAP007058-PA	L7T4Q7
7165.AGAP007035-PA	L7TB69
7165.AGAP004870-PA	Q5PTT3
7165.AGAP000720-PB	Q7PG72
7165.AGAP005013-PA	Q7PPJ0
7165.AGAP004868-PA	Q7Q973
7165.AGAP003085-PA	Q7QBN1
7165.AGAP000752-PA	Q7QEA3
7165.AGAP002643-PA	A4GSB1
7165.AGAP007034-PA	L7RGA3
7165.AGAP005762-PA	L7RHB0
7165.AGAP005762-PA	L7RI11
7165.AGAP005762-PA	L7RIK3
7165.AGAP012352-PA	L7RKZ3
7165.AGAP012352-PA	L7RL71
7165.AGAP007034-PA	L7RL81
7165.AGAP012352-PA	L7RLG3
7165.AGAP006348-PA	L7RN46
7165.AGAP007058-PA	L7T6Z9
7165.AGAP007058-PA	L7T7B8
7165.AGAP007822-PA	Q7Q3D4
7165.AGAP008813-PA	Q7Q840
7165.AGAP007354-PA	Q7QJ85
7165.AGAP004318-PA	Q9Y1K5
7165.AGAP005510-PA	Q5TRL9
7165.AGAP000236-PB	Q5TUZ0
7165.AGAP008682-PA	Q5XM64
7165.AGAP002205-PA	Q7PTJ8
7165.AGAP006348-PA	L7RNB8
7165.AGAP007059-PA	L7RNN7
7165.AGAP011055-PA	Q7QK26
7165.AGAP007143-PA	B0F496
7165.AGAP007059-PA	L7RIY1
7165.AGAP005716-PA	L7RQ85
7165.AGAP001826-PA	L7RQL7
7165.AGAP007035-PA	L7T606
7165.AGAP010804-PA	Q5TPE9
7165.AGAP007548-PB	Q7QJJ6
7165.AGAP007032-PA	L7RHD7
7165.AGAP007059-PA	L7RIV4
7165.AGAP006102-PA	L7RJ10
7165.AGAP012352-PA	L7RL26
7165.AGAP007041-PA	L7T367
7165.AGAP007033-PA	L7T5W6
7165.AGAP010405-PA	Q7PRH4
7165.AGAP005653-PA	Q7Q6V2
7165.AGAP000698-PA	Q7QED9
7165.AGAP011463-PA	Q7Q334
7165.AGAP003843-PA	Q7QFU4
7165.AGAP011761-PA	Q7PZ71
7165.AGAP005818-PA	Q7Q6I8
7165.AGAP005315-PA	A7UTK9
7165.AGAP009673-PA	C6K2C3
7165.AGAP007059-PA	L7RJJ2
7165.AGAP006910-PA	C6K185
7165.AGAP006343-PA	D2STS6
7165.AGAP003205-PA	C6JX51
7165.AGAP010435-PA	Q5TUD8
7165.AGAP005246-PA	C6JZ28
7165.AGAP009213-PA	C6JZS1
7165.AGAP010238-PA	Q7Q0N7
7165.AGAP010244-PA	Q7PM59
7165.AGAP007256-PA	V5TDP6
7165.AGAP008368-PA	B2FXY0
7165.AGAP009844-PA	B2FY95
7165.AGAP005717-PA	B5KPN5
7165.AGAP013282-PA	F5HJ77
7165.AGAP013006-PA	F5HKQ1
7165.AGAP001451-PC	F5HMP9
7165.AGAP003194-PB	C6JYM8
7165.AGAP001377-PA	C6JZ77
7165.AGAP000536-PA	D2SU80
7165.AGAP006671-PA	Q7PNY8
7165.AGAP002492-PA	Q7PQW1
7165.AGAP007412-PA	B2FXM4
7165.AGAP010812-PA	B2G2J4
7165.AGAP013068-PA	F5HMJ5
7165.AGAP013424-PA	F5HLY1
7165.AGAP004889-PA	Q7PHN5
7165.AGAP007243-PA	Q7PTA8
7165.AGAP006422-PA	Q7PI98
7165.AGAP011702-PA	Q7PKB6
7165.AGAP009781-PA	Q7PM57
7165.AGAP006371-PA	Q7PNV2
7165.AGAP004524-PA	Q7PQD3
7165.AGAP000417-PA	Q7PRV3
7165.AGAP003738-PA	Q7PS90
7165.AGAP001615-PA	Q7PUT6
7165.AGAP005922-PA	Q7Q6C6
7165.AGAP005283-PA	Q7QI64
7165.AGAP007334-PA	Q7QJ75
7165.AGAP000566-PB	F5HJF4
7165.AGAP013067-PA	F5HJK6
7165.AGAP003398-PD	F5HK09
7165.AGAP013035-PA	F5HL14
7165.AGAP003525-PA	F5HL90
7165.AGAP003663-PA	F5HLE1
7165.AGAP004392-PA	F5HLM6
7165.AGAP013052-PA	F5HLQ2
7165.AGAP013224-PA	F5HMD3
7165.AGAP013125-PA	F5HMF4
7165.AGAP009547-PA	Q7QG78
7165.AGAP012283-PA	Q7Q069
7165.AGAP003402-PA	Q7QDK7
7165.AGAP010377-PA	Q5TUF3
7165.AGAP010361-PA	Q5TUG0
7165.AGAP007031-PA	Q5TWN1
7165.AGAP003926-PA	Q7Q2B5
7165.AGAP005762-PA	Q7Q6M8
7165.AGAP005754-PA	Q7Q6N3
7165.AGAP003476-PA	Q7QDE7
7165.AGAP003473-PA	Q7QDF0
7165.AGAP000705-PA	Q7QED2
7165.AGAP000646-PA	Q7QEH7
7165.AGAP003826-PA	Q7QFU9
7165.AGAP009360-PA	Q7QGE0
7165.AGAP011600-PC	Q7QGL3
7165.AGAP010854-PA	Q7QGQ4
7165.AGAP011249-PA	Q7QHM0
7165.AGAP011302-PA	Q7QHQ7
7165.AGAP003261-PA	Q7QKK7
7165.AGAP011788-PA	A0NGR9
7165.AGAP001536-PA	A0NH29
7165.AGAP011046-PA	A7UR43
7165.AGAP007513-PA	A7URB4
7165.AGAP007376-PA	A7URF2
7165.AGAP007236-PA	A7URJ6
7165.AGAP000315-PA	A7USI2
7165.AGAP002850-PA	A7USS7
7165.AGAP008452-PA	A7UUN1
7165.AGAP004753-PA	A7UUV5
7165.AGAP001094-PA	A7UUZ5
7165.AGAP002894-PA	Q5XNU9
7165.AGAP001862-PA	Q7PYB7
7165.AGAP004546-PA	Q7Q9X8
7165.AGAP010645-PA	Q7QE49
7165.AGAP007002-PA	Q7QIP9
7165.AGAP012269-PA	A0NGG0
7165.AGAP003945-PA	Q7PMM3
7165.AGAP001345-PA	Q7PUR0
7165.AGAP012058-PA	Q7PV78
7165.AGAP001990-PA	Q7PYL2
7165.AGAP002075-PA	Q7PYR4
7165.AGAP002102-PA	Q7PYT9
7165.AGAP009651-PA	Q7Q1S3
7165.AGAP008156-PA	Q7Q421
7165.AGAP006168-PA	Q7Q5W4
7165.AGAP005348-PA	Q7Q7E8
7165.AGAP008637-PA	Q7Q8G9
7165.AGAP004234-PA	Q7QB19
7165.AGAP007472-PA	Q7QJE2
7165.AGAP006348-PA	A5A1H7
7165.AGAP012352-PA	L7RK07
7165.AGAP006348-PA	L7RNJ1
7165.AGAP007034-PA	L7RGD1
7165.AGAP007059-PA	L7RIX4
7165.AGAP006102-PA	L7RJX6
7165.AGAP001826-PA	L7RLT8
7165.AGAP001826-PA	L7RLX4
7165.AGAP005716-PA	L7RPA7
7165.AGAP007030-PA	L7T004
7165.AGAP007030-PA	L7T1M8
7165.AGAP007058-PA	L7T7J7
7165.AGAP009706-PA	Q5PTV6
7165.AGAP007093-PA	Q5TWP3
7165.AGAP008811-PA	Q7Q844
7165.AGAP002830-PA	K7ZI02
7165.AGAP003217-PA	Q5TTH4
7165.AGAP009463-PA	Q7PFM9
7165.AGAP006077-PA	Q7YW64
7165.AGAP028019-PA	Q8WQP2
7165.AGAP001934-PA	A0NHA1
7165.AGAP010052-PA	Q19MS3
7165.AGAP011083-PA	A0NBT7
7165.AGAP010639-PA	A0NCT5
7165.AGAP004338-PA	Q7PQC3
7165.AGAP008649-PA	Q7Q8F9
7165.AGAP007032-PA	L7RG32
7165.AGAP007058-PA	L7T6N7
7165.AGAP005332-PA	A7UTL4
7165.AGAP001377-PA	C6JZA5
7165.AGAP006909-PA	C6K0U6
7165.AGAP012657-PA	Q5TPA0
7165.AGAP008946-PA	B2G1J7
7165.AGAP002355-PA	F5HK76
7165.AGAP013465-PA	F5HKZ9
7165.AGAP013001-PA	F5HLF5
7165.AGAP012215-PA	Q7Q022
7165.AGAP011395-PA	Q7Q2Y4
7165.AGAP008645-PA	B2C7H5
7165.AGAP008255-PA	B2C7M7
7165.AGAP003689-PA	B2FWF1
7165.AGAP000575-PB	F5HJE9
7165.AGAP001520-PB	F5HMN0
7165.AGAP000976-PA	A0NBS0
7165.AGAP003377-PA	A0NCX2
7165.AGAP001057-PA	A0NCZ1
7165.AGAP004442-PA	A0NDP0
7165.AGAP006367-PA	A0NER5
7165.AGAP001042-PA	Q7PFB5
7165.AGAP006101-PA	Q7PNZ7
7165.AGAP005979-PA	Q7PNZ8
7165.AGAP003631-PA	Q7PQF5
7165.AGAP002824-PA	Q7PRC5
7165.AGAP005404-PA	Q7Q7B2
7165.AGAP003386-PA	Q7QDL6
7165.AGAP010683-PA	Q7QE27
7165.AGAP011127-PA	Q7QHC5
7165.AGAP002264-PA	Q7QKC6
7165.AGAP008207-PA	Q86GR1
7165.AGAP012996-PA	F5HML9
7165.AGAP013193-PA	F5HJC9
7165.AGAP004273-PD	F5HL82
7165.AGAP001330-PC	F5HMT2
7165.AGAP012040-PA	Q5TMW5
7165.AGAP004139-PA	Q5TTE1
7165.AGAP000460-PA	Q5TV37
7165.AGAP000220-PA	Q7QEY9
7165.AGAP009509-PA	Q7QG53
7165.AGAP008913-PA	Q5TNJ6
7165.AGAP008140-PA	Q5TQH6
7165.AGAP004667-PA	Q7Q2D0
7165.AGAP008363-PA	Q7Q4E7
7165.AGAP002967-PA	Q7QD55
7165.AGAP000414-PA	Q7QFD1
7165.AGAP000556-PA	Q7QFL8
7165.AGAP003825-PA	Q7QFV0
7165.AGAP007605-PA	Q7QJP5
7165.AGAP009870-PA	A0NFW4
7165.AGAP002485-PA	A7USV2
7165.AGAP004006-PA	A7UV00
7165.AGAP008877-PA	Q7PWR3
7165.AGAP012377-PA	Q7Q0B8
7165.AGAP009933-PA	Q7Q174
7165.AGAP005159-PA	Q7Q9M1
7165.AGAP007164-PA	A7URN6
7165.AGAP006179-PA	A7UU42
7165.AGAP006657-PA	A7UUH5
7165.AGAP000875-PA	A7UUJ6
7165.AGAP006348-PA	A7XBF1
7165.AGAP007471-PA	Q7QJE0
7165.AGAP002209-PA	A0NB81
7165.AGAP010880-PA	A0NC10
7165.AGAP009697-PA	A0NFQ8
7165.AGAP011778-PA	A0NGS1
7165.AGAP005334-PA	A5A1Y5
7165.AGAP005289-PA	Q6PUC0
7165.AGAP005163-PA	Q7PPY5
7165.AGAP003770-PA	Q7PS66
7165.AGAP007221-PA	Q7PT88
7165.AGAP001777-PA	Q7PUQ0
7165.AGAP009222-PA	Q7PVP5
7165.AGAP001269-PB	Q7PX83
7165.AGAP001287-PB	Q7PX94
7165.AGAP001445-PA	Q7PXK3
7165.AGAP011775-PA	Q7PZ79
7165.AGAP011778-PA	Q7PZ83
7165.AGAP011994-PA	Q7PZN2
7165.AGAP010050-PA	Q7Q0Z6
7165.AGAP009899-PA	Q7Q197
7165.AGAP006241-PA	Q7Q5R9
