10116.ENSRNOP00000016981	P35213
10116.ENSRNOP00000026986	D4A454
10116.ENSRNOP00000061398	D4A8T5
10116.ENSRNOP00000024957	D4ACJ4
10116.ENSRNOP00000052661	D4AD19
10116.ENSRNOP00000050408	F1LLW9
10116.ENSRNOP00000065576	M0R7Y8
10116.ENSRNOP00000066450	M0RAA5
10116.ENSRNOP00000066629	M0RAS2
10116.ENSRNOP00000011675	Q5UDR0
10116.ENSRNOP00000054798	Q63103
10116.ENSRNOP00000048842	D3Z7Z3
10116.ENSRNOP00000005478	D3ZAF9
10116.ENSRNOP00000008887	D3ZCC2
10116.ENSRNOP00000039197	D3ZLE6
10116.ENSRNOP00000042926	D3ZSF4
10116.ENSRNOP00000044434	D3ZYA0
10116.ENSRNOP00000028483	D4A4D6
10116.ENSRNOP00000026030	D4AE00
10116.ENSRNOP00000040287	Q9Z135
10116.ENSRNOP00000016982	Q6TPJ4
10116.ENSRNOP00000025966	Q63254
10116.ENSRNOP00000014407	Q9Z1G9
10116.ENSRNOP00000061436	B8XCX0
10116.ENSRNOP00000021196	E9PU66
10116.ENSRNOP00000058947	F1LND0
10116.ENSRNOP00000060514	F1LNV5
10116.ENSRNOP00000022431	F1LP68
10116.ENSRNOP00000029168	F1LUR3
10116.ENSRNOP00000057331	F1M9T2
10116.ENSRNOP00000007485	F1MA10
10116.ENSRNOP00000022496	E9PSQ1
10116.ENSRNOP00000010203	E9PSS7
10116.ENSRNOP00000055701	E9PTN6
10116.ENSRNOP00000021842	E9PTY9
10116.ENSRNOP00000026702	G3V8L2
10116.ENSRNOP00000016286	P70599
10116.ENSRNOP00000003950	Q4KMA6
10116.ENSRNOP00000039088	Q31276
10116.ENSRNOP00000018173	Q6P505
10116.ENSRNOP00000000990	Q7YPE3
10116.ENSRNOP00000065125	M0R6R9
10116.ENSRNOP00000065435	M0R7K3
10116.ENSRNOP00000065737	M0R8E1
10116.ENSRNOP00000066749	M0RCU1
10116.ENSRNOP00000040511	D3JZW3
10116.ENSRNOP00000064311	M0R4M4
10116.ENSRNOP00000064547	M0R588
10116.ENSRNOP00000064816	M0R5Y2
10116.ENSRNOP00000065043	M0R6J1
10116.ENSRNOP00000065632	M0R842
10116.ENSRNOP00000065854	M0R8Q4
10116.ENSRNOP00000007392	M0RA46
10116.ENSRNOP00000066601	M0RAP8
10116.ENSRNOP00000066995	M0RBQ0
10116.ENSRNOP00000009333	A0A096MJK7
10116.ENSRNOP00000002028	A0A096MJP6
10116.ENSRNOP00000029244	B2RYH3
10116.ENSRNOP00000023412	B2RYT1
10116.ENSRNOP00000001196	B5DEJ8
10116.ENSRNOP00000050587	F7ESX8
10116.ENSRNOP00000061533	F7FJ93
10116.ENSRNOP00000052651	F7FQ91
10116.ENSRNOP00000034343	A0A096MJU0
10116.ENSRNOP00000042876	D3ZT20
10116.ENSRNOP00000004836	D3ZWT8
10116.ENSRNOP00000021196	Q5NSW6
10116.ENSRNOP00000029094	F1LPY3
10116.ENSRNOP00000007634	F1M454
10116.ENSRNOP00000047700	F1M5B0
10116.ENSRNOP00000040708	F1M8N8
10116.ENSRNOP00000042222	F1MAE9
10116.ENSRNOP00000006113	F1LQB1
10116.ENSRNOP00000018049	F1LQW3
10116.ENSRNOP00000048545	F1LTT7
10116.ENSRNOP00000036562	F1LTU1
10116.ENSRNOP00000039026	F1LX68
10116.ENSRNOP00000037851	F1LZF5
10116.ENSRNOP00000033877	F1M8I4
10116.ENSRNOP00000042812	F1M8N5
10116.ENSRNOP00000060665	Q5BIZ7
10116.ENSRNOP00000010118	Q8K4S6
10116.ENSRNOP00000037053	B5DEY1
10116.ENSRNOP00000008986	D3ZGV2
10116.ENSRNOP00000039478	D3ZH49
10116.ENSRNOP00000039573	D3ZMT2
10116.ENSRNOP00000015528	D3ZNX2
10116.ENSRNOP00000035745	D3ZSU4
10116.ENSRNOP00000044399	D3ZTQ8
10116.ENSRNOP00000048803	D3ZWI6
10116.ENSRNOP00000047911	D3ZYK5
10116.ENSRNOP00000061004	D4A1I6
10116.ENSRNOP00000007940	D4A731
10116.ENSRNOP00000064208	M0R4C6
10116.ENSRNOP00000064390	M0R4U3
10116.ENSRNOP00000064685	M0R5L5
10116.ENSRNOP00000065261	M0R743
10116.ENSRNOP00000065789	M0R8J3
10116.ENSRNOP00000067778	M0RDS0
10116.ENSRNOP00000044331	Q6P6V8
10116.ENSRNOP00000047444	Q7M077
10116.ENSRNOP00000004821	Q80Z87
10116.ENSRNOP00000050241	Q8VHR8
10116.ENSRNOP00000009000	Q9ERN2
10116.ENSRNOP00000013152	Q9JIW3
10116.ENSRNOP00000010633	Q9Z1L6
10116.ENSRNOP00000064356	S5MD47
10116.ENSRNOP00000043795	D3ZGN1
10116.ENSRNOP00000006995	D3ZHI1
10116.ENSRNOP00000013868	D3ZHU9
10116.ENSRNOP00000060597	D3ZN47
10116.ENSRNOP00000051427	D3ZWL0
10116.ENSRNOP00000007407	D4A283
10116.ENSRNOP00000045969	D4A8D3
10116.ENSRNOP00000035423	Q6P6V2
10116.ENSRNOP00000016980	B2RYP7
10116.ENSRNOP00000022939	F1LNP1
10116.ENSRNOP00000050134	F1LNP2
10116.ENSRNOP00000056956	F1LNW8
10116.ENSRNOP00000005235	F1LPD3
10116.ENSRNOP00000054214	F1LS19
10116.ENSRNOP00000004364	F1LSS1
10116.ENSRNOP00000058853	F1LUF2
10116.ENSRNOP00000046866	F1LUF7
10116.ENSRNOP00000052058	F1LV80
10116.ENSRNOP00000041552	F1LY16
10116.ENSRNOP00000053526	F1LY18
10116.ENSRNOP00000032553	F1M0F0
10116.ENSRNOP00000044197	F1M168
10116.ENSRNOP00000051203	F1M1P0
10116.ENSRNOP00000014681	F1M409
10116.ENSRNOP00000004330	F1M5H6
10116.ENSRNOP00000002953	F1M610
10116.ENSRNOP00000019025	F1M842
10116.ENSRNOP00000021129	F1M8Z6
10116.ENSRNOP00000046043	F1MAD7
10116.ENSRNOP00000009489	F1MAG8
10116.ENSRNOP00000026596	Q4QYD9
10116.ENSRNOP00000000528	A0A023IKI3
10116.ENSRNOP00000036844	Q4FZQ8
10116.ENSRNOP00000052118	M0R6T5
10116.ENSRNOP00000067402	M0RCS3
10116.ENSRNOP00000050173	O35792
10116.ENSRNOP00000002394	Q91WY8
10116.ENSRNOP00000010712	Q9EQC2
10116.ENSRNOP00000005284	Q9QYJ9
10116.ENSRNOP00000064070	M0R3Z5
10116.ENSRNOP00000065625	M0R835
10116.ENSRNOP00000046161	M0R8K5
10116.ENSRNOP00000065303	M0RBN9
10116.ENSRNOP00000003283	Q78EF6
10116.ENSRNOP00000035501	D0VED2
10116.ENSRNOP00000018652	Q811U8
10116.ENSRNOP00000051211	Q31261
10116.ENSRNOP00000059114	Q3B8R2
10116.ENSRNOP00000006890	A0A0A0MXU4
10116.ENSRNOP00000048809	E9PTK6
10116.ENSRNOP00000054444	E9PTK4
10116.ENSRNOP00000029668	B0BNE0
10116.ENSRNOP00000043903	D3ZC14
10116.ENSRNOP00000050372	D3ZCC4
10116.ENSRNOP00000000784	D3ZD37
10116.ENSRNOP00000062982	D3ZEU8
10116.ENSRNOP00000053282	D3ZKY9
10116.ENSRNOP00000053645	D3ZME6
10116.ENSRNOP00000054946	D3ZSA4
10116.ENSRNOP00000044116	D3ZTX8
10116.ENSRNOP00000001446	D3ZU63
10116.ENSRNOP00000044566	D3ZUQ4
10116.ENSRNOP00000037328	D3ZX41
10116.ENSRNOP00000037556	D3ZXH1
10116.ENSRNOP00000011308	D4A7Z5
10116.ENSRNOP00000021359	P70530
10116.ENSRNOP00000045697	Q5XI09
10116.ENSRNOP00000008965	Q38ID0
10116.ENSRNOP00000064386	M0R4T9
10116.ENSRNOP00000066881	M0RBE8
10116.ENSRNOP00000067411	M0RCS9
10116.ENSRNOP00000039989	Q2HPE1
10116.ENSRNOP00000026489	A9CP45
10116.ENSRNOP00000058900	D3Z919
10116.ENSRNOP00000017504	D3ZEU6
10116.ENSRNOP00000045935	D3ZFC3
10116.ENSRNOP00000031328	D3ZG83
10116.ENSRNOP00000059812	D3ZRT5
10116.ENSRNOP00000044583	D3ZU84
10116.ENSRNOP00000055920	D3ZY82
10116.ENSRNOP00000016758	D3ZZR5
10116.ENSRNOP00000011112	D4A849
10116.ENSRNOP00000063955	M0R3N7
10116.ENSRNOP00000026174	M0R4N2
10116.ENSRNOP00000064483	M0R528
10116.ENSRNOP00000064711	M0R5N8
10116.ENSRNOP00000065934	M0R6F1
10116.ENSRNOP00000065956	M0R8Z8
10116.ENSRNOP00000066248	M0R9R8
10116.ENSRNOP00000066714	M0RAZ4
10116.ENSRNOP00000067835	M0RBX7
10116.ENSRNOP00000067333	M0RCL2
10116.ENSRNOP00000067369	M0RCP4
10116.ENSRNOP00000067526	M0RD33
10116.ENSRNOP00000067536	M0RD42
10116.ENSRNOP00000039795	D3Z9F8
10116.ENSRNOP00000012868	D3ZAT1
10116.ENSRNOP00000062976	D3ZE95
10116.ENSRNOP00000000013	D3ZEK9
10116.ENSRNOP00000015596	D3ZMX0
10116.ENSRNOP00000054491	D3ZN70
10116.ENSRNOP00000010437	D3ZQ72
10116.ENSRNOP00000044504	D3ZVA2
10116.ENSRNOP00000063898	D3ZVV3
10116.ENSRNOP00000006376	D3ZZ94
10116.ENSRNOP00000052856	D4A2A1
10116.ENSRNOP00000038962	D4A3P7
10116.ENSRNOP00000011000	D4A475
10116.ENSRNOP00000061275	D4A5Y5
10116.ENSRNOP00000029882	D4AAN8
10116.ENSRNOP00000043388	Q6LDG5
10116.ENSRNOP00000043387	Q6MG03
10116.ENSRNOP00000018145	Q71V32
10116.ENSRNOP00000049925	Q63125
10116.ENSRNOP00000022485	Q9JK73
10116.ENSRNOP00000000990	Q9QYV4
10116.ENSRNOP00000027012	Q9WVQ4
10116.ENSRNOP00000002316	A1A5M8
10116.ENSRNOP00000004901	B2RZA6
10116.ENSRNOP00000066594	B3FIB5
10116.ENSRNOP00000041264	Z4YNW7
10116.ENSRNOP00000059641	Q2YS33
10116.ENSRNOP00000010633	Q66HP4
10116.ENSRNOP00000039946	A0A096MK55
10116.ENSRNOP00000043144	F7F997
10116.ENSRNOP00000033485	Q4KLJ6
10116.ENSRNOP00000003443	F1LQ56
10116.ENSRNOP00000006492	F1LQJ1
10116.ENSRNOP00000043870	F1LTG3
10116.ENSRNOP00000047346	F1M3X2
10116.ENSRNOP00000054508	F1M4S6
10116.ENSRNOP00000042319	F1M513
10116.ENSRNOP00000060258	M9MMN0
10116.ENSRNOP00000026489	C6ZGH2
10116.ENSRNOP00000018678	F1LPL1
10116.ENSRNOP00000048490	F1LUC1
10116.ENSRNOP00000041859	F1LWQ0
10116.ENSRNOP00000053721	F1LYI3
10116.ENSRNOP00000041931	F1LZH1
10116.ENSRNOP00000040641	F1M8P6
10116.ENSRNOP00000002111	F1M9Q8
10116.ENSRNOP00000001187	Q4V8M7
10116.ENSRNOP00000064645	Q6MG78
10116.ENSRNOP00000022555	O54723
10116.ENSRNOP00000019519	O88827
10116.ENSRNOP00000011485	Q7TPB6
10116.ENSRNOP00000053829	Q78DW0
10116.ENSRNOP00000040018	Q6S395
10116.ENSRNOP00000002568	B2RZ40
10116.ENSRNOP00000065119	M0R6R4
10116.ENSRNOP00000048934	Q5KT03
10116.ENSRNOP00000057699	Q861I8
10116.ENSRNOP00000064792	M0R5W1
10116.ENSRNOP00000065106	M0R6Q2
10116.ENSRNOP00000065213	M0R6Z9
10116.ENSRNOP00000065396	M0R7G7
10116.ENSRNOP00000065558	M0R7X0
10116.ENSRNOP00000065594	M0R805
10116.ENSRNOP00000066172	M0R9K1
10116.ENSRNOP00000067292	M0RCH4
10116.ENSRNOP00000041565	M0RCJ8
10116.ENSRNOP00000067398	M0RCS0
10116.ENSRNOP00000009776	Q198B4
10116.ENSRNOP00000048798	Q6QI53
10116.ENSRNOP00000065190	Q6R318
10116.ENSRNOP00000031998	D3ZBF6
10116.ENSRNOP00000051516	D3ZRE3
10116.ENSRNOP00000016557	F2YRM8
10116.ENSRNOP00000051355	Q5EB91
10116.ENSRNOP00000057287	Q5M885
10116.ENSRNOP00000024077	Q63096
10116.ENSRNOP00000013035	H9BFH0
10116.ENSRNOP00000046477	E9PSP8
10116.ENSRNOP00000066843	M0RBB3
10116.ENSRNOP00000067065	M0RBL3
10116.ENSRNOP00000067315	M0RCJ6
10116.ENSRNOP00000067657	M0RDF8
10116.ENSRNOP00000036081	D3ZCR0
10116.ENSRNOP00000018553	D3ZGF2
10116.ENSRNOP00000036840	D3ZGH4
10116.ENSRNOP00000053986	D3ZJD3
10116.ENSRNOP00000060847	D3ZKN1
10116.ENSRNOP00000046301	D3ZKU5
10116.ENSRNOP00000008201	D3ZLV4
10116.ENSRNOP00000003061	D3ZNC1
10116.ENSRNOP00000046235	D3ZNS1
10116.ENSRNOP00000063079	D3ZRS6
10116.ENSRNOP00000025633	D3ZUK4
10116.ENSRNOP00000051587	D3ZVS0
10116.ENSRNOP00000005355	D3ZVX7
10116.ENSRNOP00000038773	D4A0W6
10116.ENSRNOP00000052903	D4A1T6
10116.ENSRNOP00000011092	D4A328
10116.ENSRNOP00000060519	D4A3X2
10116.ENSRNOP00000059169	D4A5T7
10116.ENSRNOP00000047328	D4A6W6
10116.ENSRNOP00000052533	D4A9N5
10116.ENSRNOP00000017858	D4AB70
10116.ENSRNOP00000033203	D4AD79
10116.ENSRNOP00000040878	C8CHS7
10116.ENSRNOP00000015866	Q6LEA0
10116.ENSRNOP00000025079	Q6P7A6
10116.ENSRNOP00000060141	Q6Q2A2
10116.ENSRNOP00000047053	Q9JIN2
10116.ENSRNOP00000035716	Q700Q7
10116.ENSRNOP00000064050	O35383
10116.ENSRNOP00000066672	O35791
10116.ENSRNOP00000039964	O70265
10116.ENSRNOP00000016759	Q4G018
10116.ENSRNOP00000063726	Q63654
10116.ENSRNOP00000040751	R9PXY7
10116.ENSRNOP00000047954	D6NSP6
10116.ENSRNOP00000028031	A1YKY4
10116.ENSRNOP00000013410	B5BNW4
10116.ENSRNOP00000046151	F7EWT2
10116.ENSRNOP00000007702	F7FLN8
10116.ENSRNOP00000009077	J3KTR9
10116.ENSRNOP00000030382	O62866
10116.ENSRNOP00000009253	Q3MHT6
10116.ENSRNOP00000064107	Q3MIE1
10116.ENSRNOP00000008965	P70471
10116.ENSRNOP00000006225	Q4G035
10116.ENSRNOP00000052470	Q5BJT8
10116.ENSRNOP00000003283	Q63441
10116.ENSRNOP00000040718	R9PXX7
10116.ENSRNOP00000022827	B6VNU1
10116.ENSRNOP00000000086	B1H2A5
10116.ENSRNOP00000000621	Q32Q45
10116.ENSRNOP00000010712	Q5U874
10116.ENSRNOP00000034466	F1LMG4
10116.ENSRNOP00000053025	F1LMV2
10116.ENSRNOP00000049627	F1LNG6
10116.ENSRNOP00000050284	F1LT92
10116.ENSRNOP00000055641	F1LW69
10116.ENSRNOP00000049748	F1LX80
10116.ENSRNOP00000053035	F1LZP5
10116.ENSRNOP00000044743	F1M136
10116.ENSRNOP00000028495	F1M1K3
10116.ENSRNOP00000056061	F1M1Q1
10116.ENSRNOP00000047852	F1M2P2
10116.ENSRNOP00000023213	F1M413
10116.ENSRNOP00000047160	F1M443
10116.ENSRNOP00000014730	F1M6C8
10116.ENSRNOP00000026855	F1M8G4
10116.ENSRNOP00000035840	Q5WQV5
10116.ENSRNOP00000012363	I7AFQ3
10116.ENSRNOP00000040374	Q8R487
10116.ENSRNOP00000016447	R4GNK3
10116.ENSRNOP00000011280	M0R3Z3
10116.ENSRNOP00000064870	M0R633
10116.ENSRNOP00000065407	M0R7H8
10116.ENSRNOP00000065782	M0R8I6
10116.ENSRNOP00000065922	M0R8W7
10116.ENSRNOP00000067462	M0R956
10116.ENSRNOP00000066200	M0R9M4
10116.ENSRNOP00000066504	M0RAF7
10116.ENSRNOP00000066815	M0RB86
10116.ENSRNOP00000066999	M0RBQ4
10116.ENSRNOP00000067111	M0RC08
10116.ENSRNOP00000067119	M0RC15
10116.ENSRNOP00000067225	M0RCB2
10116.ENSRNOP00000067294	M0RCH6
10116.ENSRNOP00000067519	M0RD26
10116.ENSRNOP00000067694	M0RDJ3
10116.ENSRNOP00000002083	M0RDY5
10116.ENSRNOP00000015272	Q45V74
10116.ENSRNOP00000019219	Q76N13
10116.ENSRNOP00000017514	Q32PX1
10116.ENSRNOP00000061283	D4A5Y0
10116.ENSRNOP00000002851	D4A7S4
10116.ENSRNOP00000033473	Q2TGK4
10116.ENSRNOP00000016656	Q6PW48
10116.ENSRNOP00000039751	Q8VI91
10116.ENSRNOP00000061405	Q63091
10116.ENSRNOP00000048774	Q9BCL9
10116.ENSRNOP00000064523	A0A096MJT9
10116.ENSRNOP00000022213	B2RYI1
10116.ENSRNOP00000017871	B5DEJ7
10116.ENSRNOP00000025241	F7ELI0
10116.ENSRNOP00000024272	Q4G016
10116.ENSRNOP00000025534	A0A096P6L9
10116.ENSRNOP00000041263	D3ZLH3
10116.ENSRNOP00000063480	D3ZUX6
10116.ENSRNOP00000039276	A0A0A0MY14
10116.ENSRNOP00000064097	M0R421
10116.ENSRNOP00000064902	M0R663
10116.ENSRNOP00000064855	M0R6Y9
10116.ENSRNOP00000065832	M0R8N3
10116.ENSRNOP00000066016	M0R954
10116.ENSRNOP00000067458	M0RCX1
10116.ENSRNOP00000004223	M1VMW4
10116.ENSRNOP00000025098	Q6P9X7
10116.ENSRNOP00000015808	Q7M071
10116.ENSRNOP00000031191	Q7TPK0
10116.ENSRNOP00000049297	A9YUA5
10116.ENSRNOP00000027841	D3Z8H1
10116.ENSRNOP00000050063	D3ZA18
10116.ENSRNOP00000052093	D3ZA82
10116.ENSRNOP00000043905	D3ZC13
10116.ENSRNOP00000043543	D3ZGN8
10116.ENSRNOP00000027499	D3ZH55
10116.ENSRNOP00000046157	D3ZJT4
10116.ENSRNOP00000025901	D3ZK67
10116.ENSRNOP00000058317	D3ZK88
10116.ENSRNOP00000046792	D3ZL13
10116.ENSRNOP00000054006	D3ZPC6
10116.ENSRNOP00000043530	D3ZQS2
10116.ENSRNOP00000025716	D3ZRF2
10116.ENSRNOP00000049412	D3ZTK7
10116.ENSRNOP00000001454	D3ZU61
10116.ENSRNOP00000009746	D3ZV30
10116.ENSRNOP00000052998	D4A1K5
10116.ENSRNOP00000007419	D4A275
10116.ENSRNOP00000040840	D4A2D2
10116.ENSRNOP00000011466	D4A3W8
10116.ENSRNOP00000054394	D4A420
10116.ENSRNOP00000016494	D4A4E5
10116.ENSRNOP00000023392	D4A6T9
10116.ENSRNOP00000023143	D4A7M3
10116.ENSRNOP00000045958	D4A8V2
10116.ENSRNOP00000052510	D4AA19
10116.ENSRNOP00000033053	D4ABL8
10116.ENSRNOP00000017820	D4ABL9
10116.ENSRNOP00000051987	Q4QQV5
10116.ENSRNOP00000026576	Q6P3E1
10116.ENSRNOP00000025477	B0BNF3
10116.ENSRNOP00000051962	D3ZIL4
10116.ENSRNOP00000060440	D3ZJT2
10116.ENSRNOP00000008094	D3ZKR3
10116.ENSRNOP00000059761	D3ZSN0
10116.ENSRNOP00000033830	D4A1D7
10116.ENSRNOP00000057310	D4AAZ5
10116.ENSRNOP00000064809	Q2XTA4
10116.ENSRNOP00000062152	Q71V86
10116.ENSRNOP00000047954	L0N311
10116.ENSRNOP00000039779	Q63050
10116.ENSRNOP00000040511	D3JVU5
10116.ENSRNOP00000062967	Q5BJU2
10116.ENSRNOP00000013058	Q9JJY7
10116.ENSRNOP00000010717	Q9Z259
10116.ENSRNOP00000043259	A0A0A0MY24
10116.ENSRNOP00000061482	E9PSZ7
10116.ENSRNOP00000031832	E9PT00
10116.ENSRNOP00000003989	E9PTU9
10116.ENSRNOP00000007229	G3V6P0
10116.ENSRNOP00000042696	B2GUV1
10116.ENSRNOP00000000886	B2RYG0
10116.ENSRNOP00000031360	F1LPY9
10116.ENSRNOP00000051612	F1M0F9
10116.ENSRNOP00000044272	F1M0P3
10116.ENSRNOP00000056151	F1M2F3
10116.ENSRNOP00000060007	F1M5M0
10116.ENSRNOP00000067364	A0A023ILN6
10116.ENSRNOP00000003739	F1LNV4
10116.ENSRNOP00000050623	F1LPF2
10116.ENSRNOP00000005539	F1LRA4
10116.ENSRNOP00000029044	F1LT10
10116.ENSRNOP00000003834	F1LT30
10116.ENSRNOP00000029575	F1LUA1
10116.ENSRNOP00000005511	F1LVT8
10116.ENSRNOP00000005121	F1LW68
10116.ENSRNOP00000056945	F1LWJ4
10116.ENSRNOP00000041141	F1LXD7
10116.ENSRNOP00000027293	F1LY08
10116.ENSRNOP00000037957	F1LZ64
10116.ENSRNOP00000058128	F1LZ85
10116.ENSRNOP00000049315	F1M0F7
10116.ENSRNOP00000042812	F1M1G3
10116.ENSRNOP00000028975	F1M2D5
10116.ENSRNOP00000057964	F1M3H0
10116.ENSRNOP00000045106	F1M792
10116.ENSRNOP00000017892	F1M7G0
10116.ENSRNOP00000065881	F1M7H7
10116.ENSRNOP00000048989	F1M923
10116.ENSRNOP00000045754	F1M9C8
10116.ENSRNOP00000002251	F1M9F0
10116.ENSRNOP00000037674	F1LNG3
10116.ENSRNOP00000048075	F1LUY0
10116.ENSRNOP00000012503	F1LVB0
10116.ENSRNOP00000058593	F1LZI1
10116.ENSRNOP00000063118	F1M018
10116.ENSRNOP00000002946	F1M7T4
10116.ENSRNOP00000026492	F1M7Z1
10116.ENSRNOP00000048045	F1LMC2
10116.ENSRNOP00000031037	F1LT33
10116.ENSRNOP00000000136	F1LT60
10116.ENSRNOP00000064855	F1LTY3
10116.ENSRNOP00000062897	F1LW62
10116.ENSRNOP00000049860	F1LZE6
10116.ENSRNOP00000053914	F1LZG6
10116.ENSRNOP00000051958	F1M1W1
10116.ENSRNOP00000063376	F1M2E0
10116.ENSRNOP00000033728	F1M4P9
10116.ENSRNOP00000059489	F1M4W3
10116.ENSRNOP00000052268	F1M8C0
10116.ENSRNOP00000005905	F1M8L4
10116.ENSRNOP00000045388	F1M9F3
10116.ENSRNOP00000055507	Q7TSB4
10116.ENSRNOP00000054939	W8CEN7
10116.ENSRNOP00000065391	Q63500
10116.ENSRNOP00000034591	Q9QY86
10116.ENSRNOP00000062109	Q9R1Q5
10116.ENSRNOP00000036689	D3ZFE5
10116.ENSRNOP00000059641	D3ZRQ6
10116.ENSRNOP00000025590	D3ZX06
10116.ENSRNOP00000007998	D4A5W9
10116.ENSRNOP00000038087	D4AD94
10116.ENSRNOP00000057172	D4AE91
10116.ENSRNOP00000064673	M0R5K4
10116.ENSRNOP00000064944	M0R6A0
10116.ENSRNOP00000065502	M0R7S0
10116.ENSRNOP00000066191	M0R884
10116.ENSRNOP00000067039	M0RBU2
10116.ENSRNOP00000027100	Q4A199
10116.ENSRNOP00000039676	Q6TXJ7
10116.ENSRNOP00000046072	Q7TPI9
10116.ENSRNOP00000060007	A1L114
10116.ENSRNOP00000028547	Q6R2I2
10116.ENSRNOP00000066501	O35807
10116.ENSRNOP00000047546	Q62820
10116.ENSRNOP00000052059	Q99P98
10116.ENSRNOP00000018325	Q9JLX3
10116.ENSRNOP00000026355	Q9WVT5
10116.ENSRNOP00000032347	A0A0A0MY04
10116.ENSRNOP00000023144	Q9WUR8
10116.ENSRNOP00000055494	F1LPL7
10116.ENSRNOP00000059489	F1LQD5
10116.ENSRNOP00000032298	F1LRC6
10116.ENSRNOP00000050001	F1LYA8
10116.ENSRNOP00000002443	F1M3W7
10116.ENSRNOP00000042158	F1M582
10116.ENSRNOP00000040384	F1M8Q6
10116.ENSRNOP00000040511	F1M9E4
10116.ENSRNOP00000061003	Q19S03
10116.ENSRNOP00000000990	Q7YPA1
10116.ENSRNOP00000064167	M0R487
10116.ENSRNOP00000064183	M0R4A3
10116.ENSRNOP00000031544	Q4QQU4
10116.ENSRNOP00000063979	M0R3Q8
10116.ENSRNOP00000064822	M0R5Y8
10116.ENSRNOP00000065093	M0R6N9
10116.ENSRNOP00000065637	M0R846
10116.ENSRNOP00000050608	M0R883
10116.ENSRNOP00000038464	M0R8R2
10116.ENSRNOP00000066267	M0R9T6
10116.ENSRNOP00000067196	M0RC86
10116.ENSRNOP00000067538	M0RD43
10116.ENSRNOP00000067825	M0RDW2
10116.ENSRNOP00000054283	Q562A8
10116.ENSRNOP00000007615	Q58A69
10116.ENSRNOP00000047788	Q920D8
10116.ENSRNOP00000039966	Q9JI14
10116.ENSRNOP00000016205	P70713
10116.ENSRNOP00000050722	Q91XV1
10116.ENSRNOP00000004653	Q99PU3
10116.ENSRNOP00000005368	R9PXS4
10116.ENSRNOP00000037494	R9PXX4
10116.ENSRNOP00000029646	A0A096MIY2
10116.ENSRNOP00000061095	A0A096MJ27
10116.ENSRNOP00000010065	A0A096MKB8
10116.ENSRNOP00000018055	B5DF83
10116.ENSRNOP00000004936	B5DFC5
10116.ENSRNOP00000012038	D3ZE01
10116.ENSRNOP00000012604	Q91XS7
10116.ENSRNOP00000056841	Q9ERW5
10116.ENSRNOP00000018553	D3ZJ47
10116.ENSRNOP00000020752	Q06A39
10116.ENSRNOP00000003789	E9PSJ3
10116.ENSRNOP00000034905	Q7TMZ9
10116.ENSRNOP00000055955	F1LMB6
10116.ENSRNOP00000055136	F1LMQ4
10116.ENSRNOP00000013058	F1LQC7
10116.ENSRNOP00000062735	F1LQL1
10116.ENSRNOP00000037570	F1LQX7
10116.ENSRNOP00000045239	F1LYJ8
10116.ENSRNOP00000030908	F1M0J8
10116.ENSRNOP00000035716	F1M110
10116.ENSRNOP00000059197	F1M124
10116.ENSRNOP00000009418	F1M173
10116.ENSRNOP00000004854	F1M1D2
10116.ENSRNOP00000009981	F1M1H6
10116.ENSRNOP00000044437	F1M279
10116.ENSRNOP00000063142	F1M2L7
10116.ENSRNOP00000020358	F1M3C9
10116.ENSRNOP00000042169	F1M575
10116.ENSRNOP00000059020	F1M5Y4
10116.ENSRNOP00000045593	F1M7W7
10116.ENSRNOP00000057733	F1M9C5
10116.ENSRNOP00000002444	F1M9I3
10116.ENSRNOP00000017883	F1M9Y9
10116.ENSRNOP00000004995	A9CMA3
10116.ENSRNOP00000016227	Q8VD80
10116.ENSRNOP00000028008	Q63216
10116.ENSRNOP00000008227	D3ZLU5
10116.ENSRNOP00000045729	D4A228
10116.ENSRNOP00000014552	D4A2G6
10116.ENSRNOP00000045117	D4A9T3
10116.ENSRNOP00000064470	M0R515
10116.ENSRNOP00000064113	M0R5Z0
10116.ENSRNOP00000035070	M0RAW4
10116.ENSRNOP00000067829	M0RDW6
10116.ENSRNOP00000036862	O88948
10116.ENSRNOP00000003879	Q6LDT8
10116.ENSRNOP00000051407	Q91WX9
10116.ENSRNOP00000005284	Q9QYJ8
10116.ENSRNOP00000004377	B0BMU9
10116.ENSRNOP00000004891	B0BNK0
10116.ENSRNOP00000055741	D3Z813
10116.ENSRNOP00000048796	D3ZCH9
10116.ENSRNOP00000029367	D3ZD76
10116.ENSRNOP00000017367	D3ZDQ1
10116.ENSRNOP00000043606	D3ZDR4
10116.ENSRNOP00000044583	D3ZFH7
10116.ENSRNOP00000060086	D3ZFN3
10116.ENSRNOP00000048620	D3ZG05
10116.ENSRNOP00000012696	D3ZG24
10116.ENSRNOP00000053265	D3ZL00
10116.ENSRNOP00000022719	D3ZM85
10116.ENSRNOP00000053657	D3ZMD4
10116.ENSRNOP00000053375	D3ZPR5
10116.ENSRNOP00000041561	D3ZQS8
10116.ENSRNOP00000049456	D3ZR72
10116.ENSRNOP00000028563	D3ZT47
10116.ENSRNOP00000016770	D3ZZQ6
10116.ENSRNOP00000028999	D4A039
10116.ENSRNOP00000002728	D4A132
10116.ENSRNOP00000030552	D4A512
10116.ENSRNOP00000030717	D4A5H9
10116.ENSRNOP00000057088	D4AAN9
