226186.BT_3693	Q8A1G8
226186.BT_2819	Q8A3Y5
226186.BT_0965	Q8A952
226186.BT_4386	Q89ZJ1
226186.BT_3598	Q8A1R1
226186.BT_3244	Q8A2R1
226186.BT_1419	Q8A7V5
226186.BT_0062	Q8ABP8
226186.BT_0668	Q8A9Z7
226186.BT_2283	Q8A5F6
226186.BT_0521	Q8AAE4
226186.BT_0985	Q8A932
226186.BT_4593	Q89YY7
226186.BT_4340	Q89ZN7
226186.BT_2114	Q8A5X2
226186.BT_1704	Q8A721
226186.BT_3916	Q8A0V5
226186.BT_2927	Q8A3M7
226186.BT_1696	Q8A729
226186.BT_3637	Q8A1M4
226186.BT_2898	Q8A3Q6
226186.BT_2284	Q8A5F5
226186.BT_2269	Q8A5H0
226186.BT_2112	Q8A5X4
226186.BT_1804	Q8A6S2
226186.BT_0884	Q8A9D1
226186.BT_0883	Q8A9D2
226186.BT_0790	Q8A9M5
226186.BT_0710	Q8A9V5
226186.BT_0077	Q8ABN3
226186.BT_1668	Q8A757
226186.BT_4751	Q89YI1
226186.BT_4507	Q89Z70
226186.BT_3800	Q8A167
226186.BT_3618	Q8A1P1
226186.BT_2935	Q8A3L9
226186.BT_2900	Q8A3Q4
226186.BT_2787	Q8A417
226186.BT_2111	Q8A5X5
226186.BT_2010	Q8A676
226186.BT_1512	Q8A7L2
226186.BT_1476	Q8A7P8
226186.BT_0546	Q8AAB9
226186.BT_0090	Q8ABM0
226186.BT_4742	Q89YJ0
226186.BT_3600	Q8A1Q9
226186.BT_2742	Q8A461
226186.BT_2181	Q8A5Q7
226186.BT_4698	Q89YN3
226186.BT_2377	Q8A565
226186.BT_2310	Q8A5C9
226186.BT_2803	Q8A401
226186.BT_2766	Q8A438
226186.BT_0767	Q8A9P8
226186.BT_0701	Q8A9W4
226186.BT_3179	Q8A2X6
226186.BT_2864	Q8A3U0
226186.BT_2270	Q8A5G9
226186.BT_4441	Q89ZD6
226186.BT_4056	Q8A0G5
226186.BT_1665	Q8A760
226186.BT_3238	Q8A2R7
226186.BT_1825	Q8A6Q2
226186.BT_1568	Q8A7F6
226186.BT_2859	Q8A3U5
226186.BT_2170	Q8A5R8
226186.BT_2233	Q8A5K6
226186.BT_0902	Q8A9B3
226186.BT_3340	Q8A2G5
226186.BT_2959	Q8A3J5
226186.BT_0436	Q8AAM8
226186.BT_0327	Q8AAY5
226186.BT_1716	Q8A709
226186.BT_3492	Q8A216
226186.BT_0030	Q8ABT0
226186.BT_1545	Q8A7H9
226186.BT_2229	Q8A5L0
226186.BT_3376	Q8A2C9
226186.BT_4753	Q89YH9
226186.BT_3695	Q8A1G6
226186.BT_3123	Q8A332
226186.BT_3062	Q8A392
226186.BT_2762	Q8A441
226186.BT_2448	Q8A4Z9
226186.BT_2349	Q8A590
226186.BT_2049	Q8A637
226186.BT_1264	Q8A8A3
226186.BT_1247	Q8A8C0
226186.BT_4614	Q89YW7
226186.BT_4352	Q89ZM5
226186.BT_4058	Q8A0G3
226186.BT_3950	Q8A0S1
226186.BT_3791	Q8A175
226186.BT_3711	Q8A1F5
226186.BT_2882	Q8A3S2
226186.BT_2197	Q8A5P1
226186.BT_2102	Q8A5Y4
226186.BT_1942	Q8A6E2
226186.BT_1918	Q8A6G6
226186.BT_1043	Q8A8X4
226186.BT_0685	Q8A9Y0
226186.BT_0515	Q8AAF0
226186.BT_0430	Q8AAN4
226186.BT_0285	Q8AB27
226186.BT_0183	Q8ABC7
226186.BT_0095	Q8ABL5
226186.BT_0024	Q8ABT6
226186.BT_3223	Q8A2T2
226186.BT_2880	Q8A3S4
226186.BT_0816	Q8A9J9
226186.BT_3425	Q8A281
226186.BT_4715	Q89YL6
226186.BT_2238	Q8A5K1
226186.BT_0251	Q8AB60
226186.BT_1240	Q8A8C7
226186.BT_4356	Q89ZM1
226186.BT_4101	Q8A0C0
226186.BT_2736	Q8A467
226186.BT_1906	Q8A6H8
226186.BT_2276	Q8A5G3
226186.BT_3338	Q8A2G7
226186.BT_3014	Q8A3E0
226186.BT_1775	Q8A6V1
226186.BT_0653	Q8AA12
226186.BT_1400	Q8A7X4
226186.BT_1087	Q8A8T0
226186.BT_3023	Q8A3D1
226186.BT_0848	Q8A9G7
226186.BT_4095	Q8A0C6
226186.BT_2180	Q8A5Q8
226186.BT_3136	Q8A319
226186.BT_3081	Q8A374
226186.BT_4706	Q89YM5
226186.BT_4348	Q89ZM9
226186.BT_4256	Q89ZW5
226186.BT_2041	Q8A645
226186.BT_2037	Q8A649
226186.BT_1793	Q8A6T3
226186.BT_1370	Q8A804
226186.BT_0887	Q8A9C8
226186.BT_4591	Q89YY9
226186.BT_0909	Q8A9A6
226186.BT_4214	Q8A007
226186.BT_2251	Q8A5I8
226186.BT_1686	Q8A739
226186.BT_0051	Q8ABQ9
226186.BT_2475	Q8A4X2
226186.BT_1805	Q8A6S1
226186.BT_3804	Q8A163
226186.BT_1275	G8JZS7
226186.BT_4465	Q89ZB2
226186.BT_4250	Q89ZX1
226186.BT_2544	Q8A4Q3
226186.BT_3534	Q8A1X4
226186.BT_2893	Q8A3R1
226186.BT_2320	Q8A5B9
226186.BT_2088	Q8A5Z8
226186.BT_1543	Q8A7I1
226186.BT_1460	Q8A7R4
226186.BT_1286	Q8A888
226186.BT_1208	Q8A8F9
226186.BT_1007	Q8A910
226186.BT_0755	Q8A9R0
226186.BT_2277	Q8A5G2
226186.BT_4658	Q89YS3
226186.BT_4070	Q8A0F1
226186.BT_1331	Q8A843
226186.BT_0240	Q8AB71
226186.BT_3846	Q8A125
226186.BT_3773	Q8A193
226186.BT_0708	Q8A9V7
226186.BT_4485	Q89Z92
226186.BT_3288	Q8A2L7
226186.BT_3563	Q8A1U5
226186.BT_1923	Q8A6G1
226186.BT_1588	Q8A7D6
226186.BT_1395	Q8A7X9
226186.BT_0517	Q8AAE8
226186.BT_3868	Q8A103
226186.BT_3735	Q8A1D1
226186.BT_3619	Q8A1P0
226186.BT_3457	Q8A249
226186.BT_2328	Q8A5B1
226186.BT_2106	Q8A5Y0
226186.BT_1629	Q8A796
226186.BT_0531	Q8AAD4
226186.BT_0230	Q8AB80
226186.BT_4526	Q89Z51
226186.BT_4405	Q89ZH2
226186.BT_4382	Q89ZJ5
226186.BT_3000	Q8A3F4
226186.BT_1287	Q8A887
226186.BT_0901	Q8A9B4
226186.BT_0858	Q8A9F7
226186.BT_3739	Q8A1C7
226186.BT_1914	Q8A6H0
226186.BT_1434	Q8A7U0
226186.BT_3790	Q8A176
226186.BT_1544	Q8A7I0
226186.BT_1375	Q8A7Z9
226186.BT_4242	Q89ZX9
226186.BT_3168	Q8A2Y7
226186.BT_4121	Q8A0A0
226186.BT_3264	Q8A2P1
226186.BT_1253	Q8A8B4
226186.BT_2865	Q8A3T9
226186.BT_4442	Q89ZD5
226186.BT_3522	Q8A1Y6
226186.BT_3499	Q8A209
226186.BT_2870	Q8A3T4
226186.BT_2835	Q8A3W9
226186.BT_2684	Q8A4B9
226186.BT_2278	Q8A5G1
226186.BT_1276	Q8A896
226186.BT_0744	Q8A9S1
226186.BT_0597	Q8AA68
226186.BT_3621	Q8A1N8
226186.BT_0173	Q8ABD7
226186.BT_0353	Q8AAV9
226186.BT_2455	Q8A4Z2
226186.BT_1242	Q8A8C5
226186.BT_3076	Q8A379
226186.BT_2958	Q8A3J6
226186.BT_1022	Q8A8Z5
226186.BT_1016	Q8A901
226186.BT_2337	Q8A5A2
226186.BT_1598	Q8A7C6
226186.BT_4377	Q89ZK0
226186.BT_4096	Q8A0C5
226186.BT_1364	Q8A810
226186.BT_2022	Q8A664
226186.BT_3993	Q8A0M8
226186.BT_4560	Q89Z17
226186.BT_4541	Q89Z36
226186.BT_3571	Q8A1T7
226186.BT_2528	Q8A4R9
226186.BT_2152	Q8A5T6
226186.BT_0128	Q8ABI2
226186.BT_1052	Q8A8W5
226186.BT_4779	Q89YF3
226186.BT_4294	Q89ZT2
226186.BT_3813	Q8A154
226186.BT_3747	Q8A1B9
226186.BT_3617	Q8A1P2
226186.BT_2961	Q8A3J3
226186.BT_1772	Q8A6V4
226186.BT_1706	Q8A719
226186.BT_1191	Q8A8H6
226186.BT_0731	Q8A9T4
226186.BT_0460	Q8AAK4
226186.BT_0445	Q8AAL9
226186.BT_4712	Q89YL9
226186.BT_4678	Q89YQ3
226186.BT_4652	Q89YS9
226186.BT_4501	Q89Z76
226186.BT_4370	Q89ZK7
226186.BT_4218	Q8A003
226186.BT_4208	Q8A013
226186.BT_4194	Q8A027
226186.BT_3627	Q8A1N2
226186.BT_3198	Q8A2V7
226186.BT_3191	Q8A2W4
226186.BT_3047	Q8A3A7
226186.BT_2452	Q8A4Z5
226186.BT_0966	Q8A951
226186.BT_0584	Q8AA81
226186.BT_0510	Q8AAF5
226186.BT_4089	Q8A0D2
226186.BT_3495	Q8A213
226186.BT_3345	Q8A2G0
226186.BT_2905	Q8A3P9
226186.BT_2751	Q8A452
226186.BT_2514	Q8A4T3
226186.BT_2315	Q8A5C4
226186.BT_1357	Q8A817
226186.BT_1066	Q8A8V1
226186.BT_0004	Q8ABV6
226186.BT_4673	Q89YQ8
226186.BT_3632	Q8A1M7
226186.BT_2827	Q8A3X7
226186.BT_2807	Q8A3Z7
226186.BT_2554	Q8A4P3
226186.BT_2012	Q8A674
226186.BT_1535	Q8A7I9
226186.BT_0794	Q8A9M1
226186.BT_0774	Q8A9P1
226186.BT_0433	Q8AAN1
226186.BT_3947	Q8A0S4
226186.BT_0503	Q8AAG2
226186.BT_1951	Q8A6D3
226186.BT_4683	Q89YP8
226186.BT_4183	Q8A038
226186.BT_3934	Q8A0T7
226186.BT_2530	Q8A4R7
226186.BT_2477	Q8A4X0
226186.BT_2158	Q8A5T0
226186.BT_1624	Q8A7A1
226186.BT_1090	Q8A8S7
226186.BT_0968	Q8A949
226186.BT_0526	Q8AAD9
226186.BT_0224	Q8AB86
226186.BT_4428	Q89ZE9
226186.BT_2876	Q8A3S8
226186.BT_2361	Q8A581
226186.BT_1859	Q8A6L8
226186.BT_0881	Q8A9D4
226186.BT_4068	Q8A0F3
226186.BT_3714	Q8A1F2
226186.BT_2923	Q8A3N1
226186.BT_1997	Q8A689
226186.BT_0242	Q8AB69
226186.BT_1945	Q8A6D9
226186.BT_0481	Q8AAI3
226186.BT_3901	Q8A0X0
226186.BT_2551	Q8A4P6
226186.BT_4477	Q89ZA0
226186.BT_1179	Q8A8I8
226186.BT_4384	Q89ZJ3
226186.BT_1426	Q8A7U8
226186.BT_1270	Q8A897
226186.BT_4473	Q89ZA4
226186.BT_3474	Q8A232
226186.BT_1637	Q8A788
226186.BT_1049	Q8A8W8
226186.BT_0167	Q8ABE3
226186.BT_4741	Q89YJ1
226186.BT_4725	Q89YK6
226186.BT_4365	Q89ZL2
226186.BT_3043	Q8A3B1
226186.BT_2996	Q8A3F8
226186.BT_2400	Q8A544
226186.BT_0752	Q8A9R3
226186.BT_0702	Q8A9W3
226186.BT_0456	Q8AAK8
226186.BT_3498	Q8A210
226186.BT_3507	Q8A201
226186.BT_1490	Q8A7N4
226186.BT_3315	Q8A2J0
226186.BT_2317	Q8A5C2
226186.BT_1681	Q8A744
226186.BT_4202	Q8A019
226186.BT_4164	Q8A057
226186.BT_0459	Q8AAK5
226186.BT_4330	Q89ZP6
226186.BT_4051	Q8A0H0
226186.BT_3086	Q8A369
226186.BT_3044	Q8A3B0
226186.BT_2908	Q8A3P6
226186.BT_2500	Q8A4U7
226186.BT_2272	Q8A5G7
226186.BT_1961	Q8A6C3
226186.BT_1782	Q8A6U4
226186.BT_1774	Q8A6V2
226186.BT_1531	Q8A7J3
226186.BT_0606	Q8AA59
226186.BT_0538	Q8AAC7
226186.BT_4732	Q89YJ9
226186.BT_4459	Q89ZB8
226186.BT_3358	Q8A2E7
226186.BT_1072	Q8A8U5
226186.BT_4124	Q8A097
226186.BT_3982	Q8A0N9
226186.BT_2863	Q8A3U1
226186.BT_4661	Q89YS0
226186.BT_4241	Q89ZY0
226186.BT_3064	Q8A390
226186.BT_2963	Q8A3J1
226186.BT_0686	Q8A9X9
226186.BT_3686	Q8A1H5
226186.BT_3060	Q8A394
226186.BT_2410	Q8A534
226186.BT_1763	Q8A6W3
226186.BT_1743	Q8A6Y2
226186.BT_1292	Q8A882
226186.BT_1175	Q8A8J2
226186.BT_4700	Q89YN1
226186.BT_3058	Q8A396
226186.BT_1779	Q8A6U7
226186.BT_2567	Q8A4N2
226186.BT_1979	Q8A6A6
226186.BT_1555	Q8A7G9
226186.BT_1700	Q8A725
226186.BT_1838	Q8A6N9
226186.BT_4549	Q89Z28
226186.BT_4490	Q89Z87
226186.BT_3326	Q8A2H9
226186.BT_4293	Q89ZT3
226186.BT_4029	Q8A0J2
226186.BT_3871	Q8A100
226186.BT_4292	Q89ZT4
226186.BT_4072	Q8A0E9
226186.BT_4022	Q8A0J9
226186.BT_3665	Q8A1J6
226186.BT_3224	Q8A2T1
226186.BT_2873	Q8A3T1
226186.BT_2629	Q8A4H0
226186.BT_1928	Q8A6F6
226186.BT_1881	Q8A6K0
226186.BT_1683	Q8A742
226186.BT_1293	Q8A881
226186.BT_0493	Q8AAH2
226186.BT_3127	Q8A328
226186.BT_2490	Q8A4V7
226186.BT_1576	Q8A7E8
226186.BT_3039	Q8A3B5
226186.BT_1958	Q8A6C6
226186.BT_1099	Q8A8R8
226186.BT_4228	Q89ZZ3
226186.BT_1048	Q8A8W9
226186.BT_0644	Q8AA21
226186.BT_4385	Q89ZJ2
226186.BT_4105	Q8A0B6
226186.BT_0361	Q8AAV3
226186.BT_1638	Q8A787
226186.BT_3232	Q8A2S3
226186.BT_2531	Q8A4R6
226186.BT_2281	Q8A5F8
226186.BT_1963	Q8A6C1
226186.BT_0826	Q8A9I9
226186.BT_0055	Q8ABQ5
226186.BT_1851	Q8A6M6
226186.BT_1726	Q8A6Z9
226186.BT_4196	Q8A025
226186.BT_4186	Q8A035
226186.BT_3849	Q8A122
226186.BT_3281	Q8A2M4
226186.BT_2091	Q8A5Z5
226186.BT_1334	Q8A840
226186.BT_0900	Q8A9B5
226186.BT_0345	Q8AAW7
226186.BT_0163	Q8ABE7
226186.BT_0003	Q8ABV7
226186.BT_4503	Q89Z74
226186.BT_4480	Q89Z97
226186.BT_3906	Q8A0W5
226186.BT_3544	Q8A1W4
226186.BT_2937	Q8A3L7
226186.BT_2568	Q8A4N1
226186.BT_0839	Q8A9H6
226186.BT_0609	Q8AA56
226186.BT_0563	Q8AAA2
226186.BT_0467	Q8AAJ7
226186.BT_0136	Q8ABH4
226186.BT_1534	Q8A7J0
226186.BT_1046	Q8A8X1
226186.BT_4156	Q8A065
226186.BT_2860	Q8A3U4
226186.BT_1536	Q8A7I8
226186.BT_0522	Q8AAE3
226186.BT_0131	Q8ABH9
226186.BT_2888	Q8A3R6
226186.BT_2831	Q8A3X3
226186.BT_2034	Q8A652
226186.BT_1710	Q8A715
226186.BT_1448	Q8A7S6
226186.BT_1304	Q8A870
226186.BT_0963	Q8A954
226186.BT_4219	Q8A002
226186.BT_3604	Q8A1Q5
226186.BT_2980	Q8A3H4
226186.BT_2524	Q8A4S3
226186.BT_0080	Q8ABN0
226186.BT_4723	Q89YK8
226186.BT_4649	Q89YT2
226186.BT_4364	Q89ZL3
226186.BT_3997	Q8A0M4
226186.BT_3793	Q8A173
226186.BT_3639	Q8A1M2
226186.BT_3489	Q8A219
226186.BT_3137	Q8A318
226186.BT_2846	Q8A3V8
226186.BT_2625	Q8A4H4
226186.BT_2454	Q8A4Z3
226186.BT_1396	Q8A7X8
226186.BT_1170	Q8A8J7
226186.BT_3022	Q8A3D2
226186.BT_2024	Q8A662
226186.BT_1362	Q8A812
226186.BT_4769	Q89YG3
226186.BT_1986	Q8A699
226186.BT_0476	Q8AAI8
226186.BT_3432	Q8A274
226186.BT_0594	Q8AA71
226186.BT_0056	Q8ABQ4
226186.BT_3516	Q8A1Z2
226186.BT_0124	Q8ABI6
226186.BT_0465	Q8AAJ9
226186.BT_3146	Q8A309
226186.BT_3907	Q8A0W4
226186.BT_2296	Q8A5E3
226186.BT_1901	Q8A6I3
226186.BT_2044	Q8A642
226186.BT_2621	Q8A4H8
226186.BT_0511	Q8AAF4
226186.BT_4705	Q89YM6
226186.BT_3459	Q8A247
226186.BT_2828	Q8A3X6
226186.BT_1822	Q8A6Q5
226186.BT_1641	Q8A784
226186.BT_3879	Q8A0Z2
226186.BT_3509	Q8A1Z9
226186.BT_2541	Q8A4Q6
226186.BT_0914	Q8A9A1
226186.BT_3742	Q8A1C4
226186.BT_1761	Q8A6W5
226186.BT_2793	Q8A411
226186.BT_0772	Q8A9P3
226186.BT_0593	Q8AA72
226186.BT_4607	Q89YX3
226186.BT_4604	Q89YX6
226186.BT_4524	Q89Z53
226186.BT_4087	Q8A0D4
226186.BT_3772	Q8A194
226186.BT_3670	Q8A1J1
226186.BT_3141	Q8A314
226186.BT_3036	Q8A3B8
226186.BT_2542	Q8A4Q5
226186.BT_2153	Q8A5T5
226186.BT_2054	Q8A632
226186.BT_2035	Q8A651
226186.BT_1741	Q8A6Y4
226186.BT_1678	Q8A747
226186.BT_1483	Q8A7P1
226186.BT_0094	Q8ABL6
226186.BT_4204	Q8A017
226186.BT_2884	Q8A3S0
226186.BT_3780	Q8A186
226186.BT_2671	Q8A4C9
226186.BT_1789	Q8A6T7
226186.BT_2208	Q8A5N0
226186.BT_0356	Q8AAV6
226186.BT_1164	Q8A8K3
226186.BT_3392	Q8A2B3
226186.BT_3329	Q8A2H6
226186.BT_0384	Q8AAT0
226186.BT_0149	Q8ABG1
226186.BT_3339	Q8A2G6
226186.BT_3321	Q8A2I4
226186.BT_3240	Q8A2R5
226186.BT_4440	Q89ZD7
226186.BT_2610	Q8A4I9
226186.BT_4244	Q89ZX7
226186.BT_2171	Q8A5R7
226186.BT_2119	Q8A5W7
226186.BT_1571	Q8A7F3
226186.BT_1297	Q8A877
226186.BT_0832	Q8A9I3
226186.BT_0595	Q8AA70
226186.BT_3280	Q8A2M5
226186.BT_2366	Q8A576
226186.BT_1226	Q8A8E1
226186.BT_0761	Q8A9Q4
226186.BT_4445	Q89ZD2
226186.BT_4185	Q8A036
226186.BT_1721	Q8A704
226186.BT_3140	Q8A315
226186.BT_0249	Q8AB62
226186.BT_1988	Q8A697
226186.BT_1421	Q8A7V3
226186.BT_0448	Q8AAL6
226186.BT_0074	Q8ABN6
226186.BT_2866	Q8A3T8
226186.BT_4004	Q8A0L7
226186.BT_3110	Q8A345
226186.BT_0648	Q8AA17
226186.BT_4197	Q8A024
226186.BT_2145	Q8A5U3
226186.BT_2043	Q8A643
226186.BT_1905	Q8A6H9
226186.BT_1451	Q8A7S3
226186.BT_1071	Q8A8U6
226186.BT_1018	Q8A8Z9
226186.BT_3174	Q8A2Y1
226186.BT_2401	Q8A543
226186.BT_1259	Q8A8A8
226186.BT_0576	Q8AA89
226186.BT_4738	Q89YJ3
226186.BT_4259	Q89ZW2
226186.BT_3860	Q8A111
226186.BT_2821	Q8A3Y3
226186.BT_2430	Q8A517
226186.BT_2164	Q8A5S4
226186.BT_2160	Q8A5S8
226186.BT_2097	Q8A5Y9
226186.BT_1256	Q8A8B1
226186.BT_1111	Q8A8Q6
226186.BT_0601	Q8AA64
226186.BT_0192	Q8ABB8
226186.BT_0014	Q8ABU6
226186.BT_3256	Q8A2P9
226186.BT_0575	Q8AA90
226186.BT_3313	Q8A2J2
226186.BT_3909	Q8A0W2
226186.BT_1989	Q8A696
226186.BT_0282	Q8AB30
226186.BT_2179	Q8A5Q9
226186.BT_1479	Q8A7P5
226186.BT_3401	Q8A2A4
226186.BT_0267	Q8AB44
226186.BT_0002	Q8ABV8
226186.BT_2290	Q8A5E9
226186.BT_1454	Q8A7S0
226186.BT_4191	Q8A030
226186.BT_3816	Q8A151
226186.BT_0320	Q8AAZ2
226186.BT_4424	Q89ZF3
226186.BT_4229	Q89ZZ2
226186.BT_3135	Q8A320
226186.BT_2365	Q8A577
226186.BT_2268	Q8A5H1
226186.BT_2196	Q8A5P2
226186.BT_1200	Q8A8G7
226186.BT_1075	Q8A8U2
226186.BT_0313	Q8AAZ9
226186.BT_0135	Q8ABH5
226186.BT_3913	Q8A0V8
226186.BT_3323	Q8A2I2
226186.BT_3263	Q8A2P2
226186.BT_2883	Q8A3S1
226186.BT_2842	Q8A3W2
226186.BT_4570	Q89Z07
226186.BT_3671	Q8A1J0
226186.BT_2894	Q8A3R0
226186.BT_1715	Q8A710
226186.BT_0585	Q8AA80
226186.BT_0462	Q8AAK2
226186.BT_0366	Q8AAU8
226186.BT_0083	Q8ABM7
226186.BT_4111	Q8A0B0
226186.BT_3899	Q8A0X2
226186.BT_3725	Q8A1E1
226186.BT_3657	Q8A1K4
226186.BT_3548	Q8A1W0
226186.BT_2756	Q8A447
226186.BT_2537	Q8A4R0
226186.BT_2329	Q8A5B0
226186.BT_2050	Q8A636
226186.BT_1320	Q8A854
226186.BT_0489	Q8AAH6
226186.BT_0387	Q8AAS7
226186.BT_0346	Q8AAW6
226186.BT_0075	Q8ABN5
226186.BT_4055	Q8A0G6
226186.BT_0970	Q8A947
226186.BT_2896	Q8A3Q8
226186.BT_0295	Q8AB17
226186.BT_4148	Q8A073
226186.BT_3608	Q8A1Q1
226186.BT_3557	Q8A1V1
226186.BT_3051	Q8A3A3
226186.BT_2745	Q8A458
226186.BT_2327	Q8A5B2
226186.BT_1842	Q8A6N5
226186.BT_1621	Q8A7A4
226186.BT_1520	Q8A7K4
226186.BT_1435	Q8A7T9
226186.BT_0408	Q8AAQ6
226186.BT_4240	Q89ZY1
226186.BT_4275	Q89ZU6
226186.BT_4190	Q8A031
226186.BT_4667	Q89YR4
226186.BT_2082	Q8A604
226186.BT_2077	Q8A609
226186.BT_0749	Q8A9R6
226186.BT_4637	Q89YU4
226186.BT_0013	Q8ABU7
226186.BT_1171	Q8A8J6
226186.BT_4169	Q8A052
226186.BT_0033	Q8ABS7
226186.BT_4439	Q89ZD8
226186.BT_3501	Q8A207
226186.BT_1365	Q8A809
226186.BT_2879	Q8A3S5
226186.BT_3552	Q8A1V6
226186.BT_1776	Q8A6V0
226186.BT_4274	Q89ZU7
226186.BT_2309	Q8A5D0
226186.BT_1238	Q8A8C9
226186.BT_2510	Q8A4T7
226186.BT_2280	Q8A5F9
226186.BT_2065	Q8A621
226186.BT_3788	Q8A178
226186.BT_0579	Q8AA86
226186.BT_0496	Q8AAG9
226186.BT_2830	Q8A3X4
226186.BT_2916	Q8A3N8
226186.BT_2487	Q8A4W0
226186.BT_4307	Q89ZR9
226186.BT_4044	Q8A0H7
226186.BT_3199	Q8A2V6
226186.BT_2447	Q8A500
226186.BT_3977	Q8A0P4
226186.BT_0180	Q8ABD0
226186.BT_0581	Q8AA84
226186.BT_0071	Q8ABN9
226186.BT_3765	Q8A1A1
226186.BT_2899	Q8A3Q5
226186.BT_1948	Q8A6D6
226186.BT_1833	Q8A6P4
226186.BT_1625	Q8A7A0
226186.BT_1523	Q8A7K1
226186.BT_1324	Q8A850
226186.BT_0995	Q8A922
226186.BT_0944	Q8A973
226186.BT_0830	Q8A9I5
226186.BT_0474	Q8AAJ0
226186.BT_0372	Q8AAU2
226186.BT_0317	Q8AAZ5
226186.BT_0067	Q8ABP3
226186.BT_4603	Q89YX7
226186.BT_4332	Q89ZP4
226186.BT_4260	Q89ZW1
226186.BT_4174	Q8A047
226186.BT_4092	Q8A0C9
226186.BT_3921	Q8A0V0
226186.BT_3559	Q8A1U9
226186.BT_1074	Q8A8U3
226186.BT_1001	Q8A916
226186.BT_3880	Q8A0Z1
226186.BT_3003	Q8A3F1
226186.BT_1311	Q8A863
226186.BT_1168	Q8A8J9
226186.BT_1151	Q8A8L6
226186.BT_4378	Q89ZJ9
226186.BT_3721	Q8A1E5
226186.BT_3202	Q8A2V3
226186.BT_3161	Q8A2Z4
226186.BT_2466	Q8A4Y1
226186.BT_2232	Q8A5K7
226186.BT_1397	Q8A7X7
226186.BT_0471	Q8AAJ3
226186.BT_4483	Q89Z94
226186.BT_2378	Q8A564
226186.BT_1214	Q8A8F3
226186.BT_0691	Q8A9X4
226186.BT_1666	Q8A759
226186.BT_0334	Q8AAX8
226186.BT_4401	Q89ZH6
226186.BT_4161	Q8A060
226186.BT_3626	Q8A1N3
226186.BT_0289	Q8AB23
226186.BT_4112	Q8A0A9
226186.BT_0792	Q8A9M3
226186.BT_3685	Q8A1H6
226186.BT_0508	Q8AAF7
226186.BT_4093	Q8A0C8
226186.BT_4038	Q8A0I3
226186.BT_3758	Q8A1A8
226186.BT_3089	Q8A366
226186.BT_2263	Q8A5H6
226186.BT_1470	Q8A7Q4
226186.BT_0252	Q8AB59
226186.BT_2109	Q8A5X7
226186.BT_0275	Q8AB36
226186.BT_3924	Q8A0U7
226186.BT_1405	Q8A7W9
226186.BT_0994	Q8A923
226186.BT_3655	Q8A1K6
226186.BT_3091	Q8A364
226186.BT_2593	Q8A4K6
226186.BT_3611	Q8A1P8
226186.BT_3449	Q8A257
226186.BT_2962	Q8A3J2
226186.BT_1645	Q8A780
226186.BT_1312	Q8A862
226186.BT_0586	Q8AA79
226186.BT_0214	Q8AB96
226186.BT_4090	Q8A0D1
226186.BT_4037	Q8A0I4
226186.BT_3579	Q8A1S9
226186.BT_2994	Q8A3G0
226186.BT_3910	Q8A0W1
226186.BT_2872	Q8A3T2
226186.BT_2159	Q8A5S9
226186.BT_2886	Q8A3R8
226186.BT_3233	Q8A2S2
226186.BT_3096	Q8A359
226186.BT_2511	Q8A4T6
226186.BT_2412	Q8A532
226186.BT_1887	Q8A6J4
226186.BT_0480	Q8AAI4
226186.BT_4767	Q89YG5
226186.BT_4287	Q89ZT7
226186.BT_4231	Q89ZZ0
226186.BT_3646	Q8A1L5
226186.BT_3638	Q8A1M3
226186.BT_3551	Q8A1V7
226186.BT_3541	Q8A1W7
226186.BT_3391	Q8A2B4
226186.BT_2601	Q8A4J8
226186.BT_2450	Q8A4Z7
226186.BT_2429	Q8A518
226186.BT_1752	Q8A6X3
226186.BT_1650	Q8A775
226186.BT_1525	Q8A7J9
226186.BT_1478	Q8A7P6
226186.BT_0631	Q8AA34
226186.BT_0564	Q8AAA1
226186.BT_1673	Q8A752
226186.BT_4404	Q89ZH3
226186.BT_2640	Q8A4F9
226186.BT_2750	Q8A453
226186.BT_4495	Q89Z82
226186.BT_3427	Q8A279
226186.BT_2757	Q8A446
226186.BT_2344	Q8A595
226186.BT_2324	Q8A5B5
226186.BT_2215	Q8A5M3
226186.BT_3477	Q8A229
226186.BT_3697	Q8A1G4
226186.BT_0928	Q8A989
226186.BT_0421	Q8AAP3
226186.BT_4462	Q89ZB5
226186.BT_2558	Q89ZI5
226186.BT_4268	Q89ZV3
226186.BT_4215	Q8A006
226186.BT_3937	Q8A0T4
226186.BT_3874	Q8A0Z7
226186.BT_3581	Q8A1S8
226186.BT_2599	Q8A4K0
226186.BT_1946	Q8A6D8
226186.BT_1832	Q8A6P5
226186.BT_1724	Q8A701
226186.BT_1356	Q8A818
226186.BT_0930	Q8A987
226186.BT_1742	Q8A6Y3
226186.BT_0191	Q8ABB9
226186.BT_4656	Q89YS5
226186.BT_4062	Q8A0F9
226186.BT_4012	Q8A0K9
226186.BT_3799	Q8A168
226186.BT_3596	Q8A1R3
226186.BT_3072	Q8A383
226186.BT_2406	Q8A538
226186.BT_1998	Q8A688
226186.BT_1938	Q8A6E6
226186.BT_1367	Q8A807
226186.BT_0333	Q8AAX9
226186.BT_0250	Q8AB61
226186.BT_0125	Q8ABI5
226186.BT_0061	Q8ABP9
226186.BT_0044	Q8ABR6
226186.BT_1255	Q8A8B2
226186.BT_0278	Q8AB33
226186.BT_4744	Q89YI8
