4081.Solyc01g009590.2.1	Q43495
4081.Solyc04g054480.2.1	K4BSK3
4081.Solyc04g055160.2.1	K4BSR3
4081.Solyc04g064700.2.1	K4BT61
4081.Solyc04g064800.2.1	K4BT71
4081.Solyc05g013760.2.1	K4BY97
4081.Solyc05g013930.1.1	K4BYB4
4081.Solyc05g014780.1.1	K4BYJ6
4081.Solyc06g036450.1.1	K4C511
4081.Solyc06g050720.2.1	K4C5L6
4081.Solyc07g007070.1.1	K4CBH8
4081.Solyc07g008410.2.1	K4CBW0
4081.Solyc07g016050.2.1	K4CCC2
4081.Solyc07g021360.1.1	K4CCZ3
4081.Solyc08g007660.2.1	K4CIQ3
4081.Solyc09g007920.2.1	K4CQI1
4081.Solyc09g091140.2.1	K4CWE0
4081.Solyc09g091790.2.1	K4CWK5
4081.Solyc09g097930.2.1	K4CWW5
4081.Solyc10g008190.2.1	K4CXZ6
4081.Solyc10g081530.1.1	K4D340
4081.Solyc10g083210.1.1	K4D3A8
4081.Solyc10g084530.1.1	K4D3N9
4081.Solyc11g005240.1.1	K4D4D7
4081.Solyc11g066930.1.1	K4D9V0
4081.Solyc12g097000.1.1	K4DHH3
4081.Solyc12g098690.1.1	K4DHP2
4081.Solyc12g098780.1.1	K4DHQ1
4081.Solyc12g099170.1.1	K4DHT8
4081.Solyc12g099480.1.1	K4DHW9
4081.Solyc01g110290.2.1	D0VFU8
4081.Solyc03g097270.2.1	Q9SE09
4081.Solyc01g067890.2.1	C7U110
4081.Solyc10g081460.1.1	I6UDU5
4081.Solyc09g008670.2.1	P94003
4081.Solyc05g055240.2.1	Q9SCB4
4081.Solyc00g022110.2.1	K4AQK4
4081.Solyc01g010090.1.1	K4ATK4
4081.Solyc01g096450.2.1	K4B033
4081.Solyc02g020970.1.1	K4B4U7
4081.Solyc02g033100.1.1	K4B5Q3
4081.Solyc02g087650.2.1	K4BBS1
4081.Solyc03g007210.2.1	K4BEE4
4081.Solyc03g082660.2.1	K4BI42
4081.Solyc04g008630.2.1	K4BP19
4081.Solyc04g012130.1.1	K4BPR5
4081.Solyc04g015820.1.1	K4BQ84
4081.Solyc05g006160.2.1	K4BWE3
4081.Solyc05g050650.1.1	K4C197
4081.Solyc05g052900.2.1	K4C1X0
4081.Solyc06g005030.1.1	K4C2Y8
4081.Solyc06g072600.2.1	K4C8Y0
4081.Solyc06g073830.1.1	K4C9A1
4081.Solyc07g044940.1.1	K4CEQ2
4081.Solyc07g052460.2.1	K4CFE5
4081.Solyc09g015310.1.1	K4CS03
4081.Solyc09g056430.2.1	K4CTD6
4081.Solyc09g066380.1.1	K4CUR3
4081.Solyc09g072590.2.1	K4CUT5
4081.Solyc10g062110.1.1	K4D1K1
4081.Solyc11g008100.1.1	K4D571
4081.Solyc11g010670.1.1	K4D5M6
4081.Solyc11g010720.1.1	K4D5N1
4081.Solyc11g028220.1.1	K4D7G3
4081.Solyc12g016050.1.1	K4DD39
4081.Solyc01g094900.1.1	K4AZN0
4081.Solyc01g106700.2.1	K4B2N7
4081.Solyc02g071990.2.1	K4B8H4
4081.Solyc03g007380.1.1	K4BEG1
4081.Solyc03g059430.1.1	K4BGZ0
4081.Solyc03g118270.1.1	K4BLX8
4081.Solyc04g005290.2.1	K4BND5
4081.Solyc04g018240.1.1	K4BQM3
4081.Solyc04g047830.1.1	K4BRL1
4081.Solyc04g047900.1.1	K4BRL7
4081.Solyc05g018860.1.1	K4BZE0
4081.Solyc05g025610.1.1	K4BZU9
4081.Solyc06g009490.2.1	K4C3X9
4081.Solyc06g053250.1.1	K4C612
4081.Solyc07g009020.1.1	K4CC21
4081.Solyc07g019700.1.1	K4CCT1
4081.Solyc07g064870.2.1	K4CHG6
4081.Solyc08g007650.1.1	K4CIQ2
4081.Solyc08g007800.2.1	K4CIR7
4081.Solyc08g015930.1.1	K4CJC1
4081.Solyc08g081740.2.1	K4CPH0
4081.Solyc09g007120.2.1	K4CQA2
4081.Solyc09g009000.2.1	K4CQT1
4081.Solyc10g006990.2.1	K4CXM9
4081.Solyc10g078910.1.1	K4D2D2
4081.Solyc10g085130.1.1	K4D3U7
4081.Solyc11g056520.1.1	K4D8W3
4081.Solyc11g070020.1.1	K4DAF8
4081.Solyc12g062290.1.1	K4DG58
4081.Solyc12g094710.1.1	K4DH43
4081.Solyc01g009110.2.1	K4ATA7
4081.Solyc02g021320.1.1	K4B4Y2
4081.Solyc03g071540.1.1	K4BHI4
4081.Solyc03g078130.1.1	K4BHP3
4081.Solyc03g081240.2.1	K4BI01
4081.Solyc03g083330.2.1	K4BIA9
4081.Solyc04g076950.2.1	K4BUD2
4081.Solyc05g040040.1.1	K4C084
4081.Solyc05g049880.2.1	K4C121
4081.Solyc06g061110.1.1	K4C6U1
4081.Solyc06g061130.2.1	K4C6U3
4081.Solyc06g064810.2.1	K4C7B1
4081.Solyc06g065450.2.1	K4C7H4
4081.Solyc06g065640.2.1	K4C7J3
4081.Solyc07g032260.2.1	K4CDG8
4081.Solyc07g042120.1.1	K4CE75
4081.Solyc08g028870.1.1	K4CJV1
4081.Solyc08g045880.1.1	K4CKE2
4081.Solyc09g014170.2.1	K4CRP4
4081.Solyc09g014260.1.1	K4CRQ3
4081.Solyc09g014990.2.1	K4CRX3
4081.Solyc10g009370.2.1	K4CYB3
4081.Solyc10g012250.1.1	K4CYK2
4081.Solyc10g017880.1.1	K4CYR2
4081.Solyc12g008610.1.1	K4DBU9
4081.Solyc12g100270.1.1	K4DI48
4081.Solyc01g015300.1.1	K4AUG4
4081.Solyc01g028850.1.1	K4AV66
4081.Solyc02g032290.1.1	K4B5H5
4081.Solyc03g096800.2.1	K4BJ98
4081.Solyc05g050610.1.1	K4C193
4081.Solyc05g050800.2.1	K4C1B2
4081.Solyc05g051600.1.1	K4C1J1
4081.Solyc06g069180.2.1	K4C891
4081.Solyc06g071190.2.1	K4C8J2
4081.Solyc08g062300.1.1	K4CL19
4081.Solyc08g062810.1.1	K4CL65
4081.Solyc08g063120.1.1	K4CL93
4081.Solyc08g065790.2.1	K4CLF8
4081.Solyc09g018430.2.1	K4CSA7
4081.Solyc09g055920.2.1	K4CT87
4081.Solyc09g056460.1.1	K4CTD9
4081.Solyc10g024490.1.1	K4CZ68
4081.Solyc10g047360.1.1	K4CZZ9
4081.Solyc11g011480.1.1	K4D5V3
4081.Solyc11g017090.1.1	K4D6L2
4081.Solyc12g017370.1.1	K4DD70
4081.Solyc12g017420.1.1	K4DD75
4081.Solyc09g074230.2.1	A0A060PNU6
4081.Solyc01g008690.2.1	K4AT66
4081.Solyc02g021430.1.1	K4B4Z3
4081.Solyc02g086730.1.1	K4BBI0
4081.Solyc03g007530.2.1	K4BEH6
4081.Solyc04g040200.2.1	K4BRF7
4081.Solyc05g050380.2.1	K4C170
4081.Solyc06g030440.1.1	K4C4H0
4081.Solyc08g029290.1.1	K4CJZ1
4081.Solyc09g011550.2.1	K4CRI1
4081.Solyc10g081360.1.1	K4D323
4081.Solyc12g006520.1.1	K4DBI9
4081.Solyc01g009280.2.1	K4ATC4
4081.Solyc01g010930.2.1	K4ATT6
4081.Solyc01g013880.1.1	K4AU25
4081.Solyc01g056690.2.1	K4AVN4
4081.Solyc02g089840.2.1	K4BCD5
4081.Solyc02g094340.1.1	K4BDM9
4081.Solyc03g115590.2.1	K4BL61
4081.Solyc04g009660.2.1	K4BPC1
4081.Solyc04g016070.2.1	K4BQA8
4081.Solyc04g079210.2.1	K4BV05
4081.Solyc06g008440.1.1	K4C3M4
4081.Solyc11g050960.1.1	K4D8Q8
4081.Solyc00g028090.1.1	K4AQR1
4081.Solyc01g106170.2.1	K4B2I5
4081.Solyc01g107890.2.1	K4B305
4081.Solyc03g026240.2.1	K4BF97
4081.Solyc03g058640.1.1	K4BGR4
4081.Solyc04g078240.1.1	K4BUR1
4081.Solyc05g050530.2.1	K4C185
4081.Solyc06g071470.2.1	K4C8L9
4081.Solyc07g023940.1.1	K4CD49
4081.Solyc07g063230.2.1	K4CH06
4081.Solyc08g069150.1.1	K4CMD5
4081.Solyc08g075690.2.1	K4CMT6
4081.Solyc01g017540.1.1	K4AUT5
4081.Solyc01g057510.1.1	K4AVW2
4081.Solyc02g060600.1.1	K4B649
4081.Solyc02g065350.2.1	K4B6W9
4081.Solyc02g092050.2.1	K4BD02
4081.Solyc04g081470.2.1	K4BVM6
4081.Solyc05g006000.2.1	K4BWC7
4081.Solyc05g051280.2.1	K4C1F9
4081.Solyc06g075710.1.1	K4C9T6
4081.Solyc07g042990.1.1	K4CEF9
4081.Solyc07g049290.2.1	K4CF32
4081.Solyc07g053880.1.1	K4CFT3
4081.Solyc08g067630.2.1	K4CLY9
4081.Solyc09g042490.1.1	K4CSV4
4081.Solyc09g064730.2.1	K4CUA0
4081.Solyc10g039210.2.1	K4CZE5
4081.Solyc11g010370.1.1	K4D5J8
4081.Solyc11g019940.1.1	K4D6U7
4081.Solyc11g039350.1.1	K4D7R5
4081.Solyc12g014490.1.1	K4DCY4
4081.Solyc12g015700.1.1	K4DD06
4081.Solyc01g087160.2.1	K4AYA7
4081.Solyc02g071140.2.1	K4B890
4081.Solyc03g007340.2.1	K4BEF7
4081.Solyc03g025380.2.1	K4BF11
4081.Solyc03g044340.1.1	K4BG53
4081.Solyc03g121990.2.1	K4BMZ7
4081.Solyc04g017800.1.1	K4BQI0
4081.Solyc04g017960.1.1	K4BQJ6
4081.Solyc04g025560.2.1	K4BR01
4081.Solyc04g047860.1.1	K4BRL3
4081.Solyc04g064680.2.1	K4BT59
4081.Solyc05g013340.2.1	K4BY55
4081.Solyc05g025580.1.1	K4BZU6
4081.Solyc08g078160.2.1	K4CNH5
4081.Solyc08g081470.2.1	K4CPE4
4081.Solyc09g010580.1.1	K4CR85
4081.Solyc09g072580.2.1	K4CUT4
4081.Solyc09g082400.1.1	K4CVL7
4081.Solyc09g090270.2.1	K4CW53
4081.Solyc10g008360.2.1	K4CY13
4081.Solyc10g055770.1.1	K4D1G7
4081.Solyc10g076190.1.1	K4D1W1
4081.Solyc10g079910.1.1	K4D2N2
4081.Solyc11g040410.1.1	K4D812
4081.Solyc11g042880.1.1	K4D855
4081.Solyc11g044680.1.1	K4D8D5
4081.Solyc11g065130.1.1	K4D9C6
4081.Solyc11g068600.1.1	K4DA17
4081.Solyc11g072440.1.1	K4DAV1
4081.Solyc12g042810.1.1	K4DF70
4081.Solyc07g055290.2.1	Q9SCB1
4081.Solyc08g043170.2.1	Q5EF76
4081.Solyc09g072800.2.1	Q1W7J9
4081.Solyc00g006500.1.1	K4APS5
4081.Solyc00g316030.1.1	K4AS56
4081.Solyc01g016970.1.1	K4AUM8
4081.Solyc01g058380.1.1	K4AW46
4081.Solyc01g067520.2.1	K4AX00
4081.Solyc01g107650.2.1	K4B2Y1
4081.Solyc02g082830.1.1	K4BAF3
4081.Solyc02g086570.1.1	K4BBG5
4081.Solyc02g087700.2.1	K4BBS6
4081.Solyc03g044540.1.1	K4BG73
4081.Solyc03g078740.1.1	K4BHV1
4081.Solyc03g083920.1.1	K4BIG7
4081.Solyc03g093380.1.1	K4BIL5
4081.Solyc03g096860.2.1	K4BJA4
4081.Solyc03g097450.2.1	K4BJG2
4081.Solyc03g113430.2.1	K4BKJ5
4081.Solyc04g014600.2.1	K4BPW4
4081.Solyc04g050380.1.1	K4BS10
4081.Solyc05g025500.2.1	K4BZT8
4081.Solyc05g050160.1.1	K4C148
4081.Solyc05g054710.2.1	K4C2E8
4081.Solyc06g009250.1.1	K4C3V5
4081.Solyc06g068250.1.1	K4C800
4081.Solyc07g008180.2.1	K4CBT7
4081.Solyc07g020930.1.1	K4CCV3
4081.Solyc07g040760.1.1	K4CDV3
4081.Solyc08g006940.2.1	K4CII1
4081.Solyc08g075050.1.1	K4CMM3
4081.Solyc08g078630.2.1	K4CNM2
4081.Solyc08g078660.2.1	K4CNM5
4081.Solyc09g009260.2.1	K4CQV5
4081.Solyc09g042220.1.1	K4CSS8
4081.Solyc09g055880.1.1	K4CT83
4081.Solyc09g065060.1.1	K4CUD3
4081.Solyc09g072980.2.1	K4CUX4
4081.Solyc09g074350.1.1	K4CV12
4081.Solyc09g075730.2.1	K4CVF0
4081.Solyc10g005270.1.1	K4CX60
4081.Solyc10g007900.2.1	K4CXW9
4081.Solyc10g051240.1.1	K4D0S7
4081.Solyc10g075020.1.1	K4D1U4
4081.Solyc11g011150.1.1	K4D5S2
4081.Solyc12g006700.1.1	K4DBK7
4081.Solyc12g016180.1.1	K4DD52
4081.Solyc12g019820.1.1	K4DDK5
4081.Solyc12g039000.1.1	K4DEP7
4081.Solyc01g010520.2.1	K4ATP7
4081.Solyc01g015120.1.1	K4AUE6
4081.Solyc02g024040.1.1	K4B552
4081.Solyc02g084910.2.1	K4BB05
4081.Solyc02g086810.1.1	K4BBI8
4081.Solyc02g088180.2.1	K4BBX4
4081.Solyc02g088890.1.1	K4BC43
4081.Solyc03g070450.1.1	K4BHH4
4081.Solyc03g082830.1.1	K4BI59
4081.Solyc04g072230.2.1	K4BTL0
4081.Solyc04g076550.2.1	K4BU93
4081.Solyc04g077390.2.1	K4BUH6
4081.Solyc04g077490.2.1	K4BUI6
4081.Solyc05g044560.1.1	K4C0N9
4081.Solyc05g047390.1.1	K4C0X3
4081.Solyc06g062870.2.1	K4C718
4081.Solyc06g068690.2.1	K4C843
4081.Solyc07g026680.2.1	K4CDB3
4081.Solyc08g029010.1.1	K4CJW4
4081.Solyc08g029300.1.1	K4CJZ2
4081.Solyc08g048090.1.1	K4CKG2
4081.Solyc08g062060.1.1	K4CKZ5
4081.Solyc08g065130.1.1	K4CL95
4081.Solyc10g011790.2.1	K4CYF7
4081.Solyc10g018710.1.1	K4CYZ2
4081.Solyc10g018860.1.1	K4CZ07
4081.Solyc10g036720.1.1	K4CZ96
4081.Solyc11g008700.1.1	K4D5D0
4081.Solyc12g010610.1.1	K4DCE8
4081.Solyc07g055260.2.1	Q1W7B2
4081.Solyc00g010410.1.1	K4AQ58
4081.Solyc01g058010.2.1	K4AW11
4081.Solyc01g096970.2.1	K4B085
4081.Solyc02g050180.2.1	K4B607
4081.Solyc02g068180.2.1	K4B7F0
4081.Solyc02g068930.2.1	K4B7M5
4081.Solyc02g069100.2.1	K4B7P2
4081.Solyc02g090660.1.1	K4BCL5
4081.Solyc02g092310.2.1	K4BD27
4081.Solyc02g092550.2.1	K4BD51
4081.Solyc02g093040.2.1	K4BDA0
4081.Solyc02g094450.2.1	K4BDP0
4081.Solyc03g006170.2.1	K4BE40
4081.Solyc03g096370.2.1	K4BJ58
4081.Solyc04g081020.2.1	K4BVI1
4081.Solyc04g082260.2.1	K4BVV3
4081.Solyc04g082520.1.1	K4BVX9
4081.Solyc05g005360.1.1	K4BW67
4081.Solyc05g007060.2.1	K4BWN2
4081.Solyc05g008120.2.1	K4BWY6
4081.Solyc05g051890.1.1	K4C1M0
4081.Solyc06g005880.2.1	K4C370
4081.Solyc06g072960.1.1	K4C916
4081.Solyc06g073260.2.1	K4C945
4081.Solyc06g073580.2.1	K4C977
4081.Solyc06g075680.1.1	K4C9T3
4081.Solyc06g076770.2.1	K4CA35
4081.Solyc07g049400.1.1	K4CF43
4081.Solyc07g052100.2.1	K4CFA9
4081.Solyc07g061940.2.1	K4CGM7
4081.Solyc08g076370.2.1	K4CN00
4081.Solyc08g077350.2.1	K4CN95
4081.Solyc09g055570.2.1	K4CT54
4081.Solyc09g059180.1.1	K4CTK5
4081.Solyc10g038130.1.1	K4CZD6
4081.Solyc10g044530.1.1	K4CZH7
4081.Solyc10g045370.1.1	K4CZQ4
4081.Solyc10g055240.1.1	K4D1B6
4081.Solyc11g012090.1.1	K4D614
4081.Solyc11g012690.1.1	K4D673
4081.Solyc11g017330.1.1	K4D6N6
4081.Solyc11g017460.1.1	K4D6P9
4081.Solyc11g030880.1.1	K4D7M2
4081.Solyc12g021170.1.1	K4DDN6
4081.Solyc00g042840.1.1	K4AQZ1
4081.Solyc00g050130.1.1	K4AR14
4081.Solyc00g092890.1.1	K4ARB2
4081.Solyc01g087020.2.1	K4AY95
4081.Solyc01g087520.2.1	K4AYE2
4081.Solyc01g088720.2.1	K4AYR2
4081.Solyc01g107100.2.1	K4B2S7
4081.Solyc01g107770.1.1	K4B2Z3
4081.Solyc02g071480.2.1	K4B8C4
4081.Solyc02g077710.1.1	K4B8Z6
4081.Solyc02g078280.2.1	K4B952
4081.Solyc02g078680.1.1	K4B992
4081.Solyc03g019830.2.1	K4BEV5
4081.Solyc03g026160.2.1	K4BF89
4081.Solyc03g034310.1.1	K4BFV2
4081.Solyc03g046200.1.1	K4BGD1
4081.Solyc03g119710.2.1	K4BMC0
4081.Solyc04g017900.1.1	K4BQJ0
4081.Solyc05g009880.2.1	K4BXG2
4081.Solyc05g010500.1.1	K4BXM3
4081.Solyc05g012140.2.1	K4BXT7
4081.Solyc06g008510.2.1	K4C3N1
4081.Solyc06g009380.2.1	K4C3W8
4081.Solyc06g035580.2.1	K4C4T0
4081.Solyc06g036080.2.1	K4C4X7
4081.Solyc06g082350.2.1	K4CA94
4081.Solyc07g007970.2.1	K4CBR6
4081.Solyc07g008100.2.1	K4CBS9
4081.Solyc07g008990.1.1	K4CC18
4081.Solyc07g009360.1.1	K4CC55
4081.Solyc07g066000.2.1	K4CHS6
4081.Solyc07g066270.2.1	K4CHV3
4081.Solyc08g080730.2.1	K4CP71
4081.Solyc09g005480.2.1	K4CQ38
4081.Solyc09g007360.2.1	K4CQC6
4081.Solyc09g075740.1.1	K4CVF1
4081.Solyc09g092290.1.1	K4CWQ5
4081.Solyc09g097810.2.1	K4CWV3
4081.Solyc10g081280.1.1	K4D315
4081.Solyc10g084590.2.1	K4D3P3
4081.Solyc11g045380.1.1	K4D8K2
4081.Solyc11g065920.1.1	K4D9K1
4081.Solyc11g067240.1.1	K4D9Y1
4081.Solyc12g049160.1.1	K4DFJ7
4081.Solyc12g049470.1.1	K4DFM7
4081.Solyc12g056110.1.1	K4DFU2
4081.Solyc12g056890.1.1	K4DG20
4081.Solyc12g062870.1.1	K4DGB0
4081.Solyc12g087800.1.1	K4DGK1
4081.Solyc12g088750.1.1	K4DGU6
4081.Solyc12g094410.1.1	K4DH13
4081.Solyc01g006590.1.1	K4ASM5
4081.Solyc01g007680.1.1	K4ASW6
4081.Solyc01g008260.2.1	K4AT24
4081.Solyc01g008380.1.1	K4AT36
4081.Solyc01g111820.2.1	K4B444
4081.Solyc03g051960.2.1	K4BGJ7
4081.Solyc05g018150.2.1	K4BZ70
4081.Solyc05g018910.1.1	K4BZE5
4081.Solyc05g025640.1.1	K4BZV2
4081.Solyc09g008800.2.1	K4CQR5
4081.Solyc09g009880.2.1	K4CR17
4081.Solyc09g010070.1.1	K4CR36
4081.Solyc11g071200.1.1	K4DAH7
4081.Solyc11g072800.1.1	K4DAY7
4081.Solyc12g095750.1.1	K4DH48
4081.Solyc12g098360.1.1	K4DHK9
4081.Solyc02g084630.2.1	Q8H282
4081.Solyc03g031860.2.1	B3VD90
4081.Solyc03g019790.2.1	Q9FUR8
4081.Solyc08g078180.1.1	K4CNH7
4081.Solyc11g042530.1.1	K4D825
4081.Solyc12g095860.1.1	O65839
4081.Solyc02g078180.2.1	K4B943
4081.Solyc05g024420.1.1	K4BZS9
4081.Solyc08g014030.1.1	K4CJ36
4081.Solyc08g083510.1.1	K4CPY8
4081.Solyc09g008180.1.1	K4CQK7
4081.Solyc11g009020.1.1	K4D5G2
4081.Solyc12g098560.1.1	K4DHM9
4081.Solyc04g024510.2.1	K4BQQ0
4081.Solyc06g005040.1.1	K4C2Y9
4081.Solyc06g009310.1.1	K4C3W1
4081.Solyc08g080450.1.1	K4CP45
4081.Solyc10g079450.1.1	K4D2I6
4081.Solyc01g008570.1.1	K4AT55
4081.Solyc01g091130.2.1	K4AZ53
4081.Solyc01g094840.2.1	K4AZM4
4081.Solyc01g095340.2.1	K4AZS3
4081.Solyc02g062120.2.1	K4B6A2
4081.Solyc02g078670.2.1	K4B991
4081.Solyc02g079350.2.1	K4B9F9
4081.Solyc02g084010.1.1	K4BAR9
4081.Solyc02g088870.1.1	K4BC41
4081.Solyc02g093620.1.1	K4BDF8
4081.Solyc03g033330.2.1	K4BFK5
4081.Solyc03g093160.2.1	K4BIJ3
4081.Solyc03g097100.1.1	K4BJC7
4081.Solyc04g007770.2.1	K4BNT4
4081.Solyc04g010020.2.1	K4BPF7
4081.Solyc04g064780.1.1	K4BT69
4081.Solyc04g079670.1.1	K4BV46
4081.Solyc04g081700.2.1	K4BVP9
4081.Solyc05g021520.1.1	K4BZJ0
4081.Solyc05g047440.1.1	K4C0X8
4081.Solyc06g035430.2.1	K4C4R5
4081.Solyc07g019680.1.1	K4CCT0
4081.Solyc07g054350.1.1	K4CFY0
4081.Solyc08g006870.2.1	K4CIH5
4081.Solyc08g021940.1.1	K4CJL4
4081.Solyc08g067520.1.1	K4CLX8
4081.Solyc09g009830.2.1	K4CR12
4081.Solyc09g018700.1.1	K4CSD2
4081.Solyc09g059060.1.1	K4CTJ4
4081.Solyc09g064240.2.1	K4CU54
4081.Solyc09g090530.2.1	K4CW79
4081.Solyc09g097950.1.1	K4CWW7
4081.Solyc10g047040.1.1	K4CZW9
4081.Solyc10g047940.1.1	K4D053
4081.Solyc10g080370.1.1	K4D2S7
4081.Solyc11g007430.1.1	K4D504
4081.Solyc11g071480.1.1	K4DAK5
4081.Solyc12g016030.1.1	K4DD37
4081.Solyc12g057100.1.1	K4DG41
4081.Solyc12g070210.1.1	K4DGE4
4081.Solyc12g088280.1.1	K4DGP9
4081.Solyc12g096130.1.1	K4DH86
4081.Solyc00g005060.1.1	K4APN6
4081.Solyc00g015000.1.1	K4AQD0
4081.Solyc01g066430.2.1	K4AWP6
4081.Solyc01g067250.2.1	K4AWX4
4081.Solyc02g067280.1.1	K4B760
4081.Solyc02g067850.2.1	K4B7B7
4081.Solyc02g069630.2.1	K4B7U5
4081.Solyc02g072030.1.1	K4B8H8
4081.Solyc03g005040.1.1	K4BDS8
4081.Solyc03g115100.2.1	K4BL12
4081.Solyc04g014300.1.1	K4BPT4
4081.Solyc04g015500.2.1	K4BQ52
4081.Solyc08g008340.2.1	K4C9R2
4081.Solyc06g082310.2.1	K4CA90
4081.Solyc06g082810.2.1	K4CAD6
4081.Solyc09g074890.1.1	K4CV66
4081.Solyc10g074410.1.1	K4D1N3
4081.Solyc11g028100.1.1	K4D7F1
4081.Solyc12g036760.1.1	K4DED0
4081.Solyc12g044450.1.1	K4DFD3
4081.Solyc12g049390.1.1	K4DFL9
4081.Solyc02g067630.2.1	Q40135
4081.Solyc01g094910.2.1	Q6EMC0
4081.Solyc02g070530.2.1	Q0Z957
4081.Solyc02g071260.2.1	Q41334
4081.Solyc04g077490.2.1	A0A060PVV0
4081.Solyc08g079700.1.1	C4NAK5
4081.Solyc01g016730.1.1	K4AUK4
4081.Solyc01g017340.1.1	K4AUR5
4081.Solyc01g065520.1.1	K4AWF6
4081.Solyc01g099120.2.1	K4B0U9
4081.Solyc02g014420.1.1	K4B4P1
4081.Solyc02g055430.1.1	K4B631
4081.Solyc02g090810.2.1	K4BCN0
4081.Solyc03g065170.1.1	K4BHF1
4081.Solyc03g081300.2.1	K4BI06
4081.Solyc03g098670.1.1	K4BJT0
4081.Solyc03g114430.1.1	K4BKU5
4081.Solyc04g012180.2.1	K4BPS0
4081.Solyc04g080860.1.1	K4BVG5
4081.Solyc05g032640.1.1	K4C045
4081.Solyc05g032710.2.1	K4C052
4081.Solyc06g069160.1.1	K4C889
4081.Solyc06g083330.2.1	K4CAI8
4081.Solyc09g018150.1.1	K4CS82
4081.Solyc09g066070.2.1	K4CUN3
4081.Solyc09g072890.1.1	K4CUW5
4081.Solyc09g074150.1.1	K4CUZ2
4081.Solyc10g052870.1.1	K4D0Y4
4081.Solyc11g007500.1.1	K4D511
4081.Solyc11g008180.1.1	K4D578
4081.Solyc11g008480.1.1	K4D5A8
4081.Solyc02g069260.2.1	K4LRQ8
4081.Solyc00g026870.1.1	K4AQP5
4081.Solyc01g079180.2.1	K4AXG4
4081.Solyc01g088740.2.1	K4AYR4
4081.Solyc01g110660.2.1	K4B3S9
4081.Solyc03g031950.1.1	K4BFG6
4081.Solyc03g118650.2.1	K4BM14
4081.Solyc03g120930.1.1	K4BMP2
4081.Solyc04g005550.1.1	K4BNG1
4081.Solyc04g026370.1.1	K4BR77
4081.Solyc06g050880.2.1	K4C5N2
4081.Solyc07g021710.2.1	K4CD27
4081.Solyc11g067260.1.1	K4D9Y3
4081.Solyc01g010050.2.1	K4ATK0
4081.Solyc01g098400.2.1	K4B0M7
4081.Solyc02g020870.1.1	K4B4T7
4081.Solyc02g037640.1.1	K4B5V7
4081.Solyc02g062410.1.1	K4B6D0
4081.Solyc02g062640.2.1	K4B6F2
4081.Solyc02g065460.1.1	K4B6X8
4081.Solyc02g083820.1.1	K4BAQ0
4081.Solyc02g088380.2.1	K4BBZ4
4081.Solyc02g089570.2.1	K4BCA8
4081.Solyc02g091400.1.1	K4BCT8
4081.Solyc02g092150.2.1	K4BD12
4081.Solyc02g093940.2.1	K4BDJ0
4081.Solyc03g093100.1.1	K4BII7
4081.Solyc03g098570.1.1	K4BJS0
4081.Solyc04g077970.2.1	K4BUN4
4081.Solyc04g082760.2.1	K4BW03
4081.Solyc05g051350.1.1	K4C1G6
4081.Solyc05g052050.1.1	K4C1N6
4081.Solyc06g060560.2.1	K4C6N6
4081.Solyc06g066240.2.1	K4C7Q2
4081.Solyc06g068790.2.1	K4C853
4081.Solyc06g071250.2.1	K4C8J8
4081.Solyc06g073760.2.1	K4C994
4081.Solyc07g025470.1.1	K4CD92
4081.Solyc07g032730.2.1	K4CDL2
4081.Solyc07g052010.1.1	K4CFA3
4081.Solyc07g052500.1.1	K4CFE9
4081.Solyc09g014550.2.1	K4CRT2
4081.Solyc10g048060.1.1	K4D065
4081.Solyc10g049450.1.1	K4D0A2
4081.Solyc11g006760.1.1	K4D4T7
4081.Solyc11g012760.1.1	K4D680
4081.Solyc11g013470.1.1	K4D6F1
4081.Solyc12g019920.1.1	K4DDL5
4081.Solyc00g008920.1.1	K4AQ31
4081.Solyc00g069880.2.1	K4AR59
4081.Solyc00g090110.1.1	K4AR99
4081.Solyc01g060440.1.1	K4AWE7
4081.Solyc01g065910.1.1	K4AWJ4
4081.Solyc01g065990.1.1	K4AWK2
4081.Solyc01g103910.1.1	K4B1W6
4081.Solyc01g106690.2.1	K4B2N6
4081.Solyc02g067650.1.1	K4B797
4081.Solyc02g069990.1.1	K4B7Y1
4081.Solyc02g070990.1.1	K4B877
4081.Solyc03g005460.2.1	K4BDX0
4081.Solyc03g006740.1.1	K4BE97
4081.Solyc03g013210.1.1	K4BEP2
4081.Solyc03g019930.2.1	K4BEW5
4081.Solyc03g112650.2.1	K4BKB8
4081.Solyc04g012070.1.1	K4BPQ9
4081.Solyc04g025890.1.1	K4BR32
4081.Solyc05g007740.1.1	K4BWU9
4081.Solyc05g010330.2.1	K4BXK6
4081.Solyc06g005330.2.1	K4C317
4081.Solyc06g008850.2.1	K4C3R5
4081.Solyc06g076860.2.1	K4CA44
4081.Solyc07g062210.2.1	K4CGQ4
4081.Solyc07g062660.2.1	K4CGU9
4081.Solyc07g064430.1.1	K4CHC4
4081.Solyc07g065180.2.1	K4CHJ7
4081.Solyc08g074960.2.1	K4CML4
4081.Solyc08g075330.1.1	K4CMQ0
4081.Solyc08g076770.2.1	K4CN37
4081.Solyc08g079020.2.1	K4CNR1
4081.Solyc08g080060.2.1	K4CP06
4081.Solyc09g061460.1.1	K4CTX9
4081.Solyc09g061640.1.1	K4CTZ7
4081.Solyc09g065600.2.1	K4CUI6
4081.Solyc09g075150.2.1	K4CV92
