9031.ENSGALP00000006578	Q5ZLQ6
9031.ENSGALP00000013849	P79776
9031.ENSGALP00000039341	Q3L252
9031.ENSGALP00000015286	Q5GR02
9031.ENSGALP00000021843	Q2MHD3
9031.ENSGALP00000026460	Q9W601
9031.ENSGALP00000013314	Q2QB49
9031.ENSGALP00000034614	B2ZAJ4
9031.ENSGALP00000034614	B2ZAJ9
9031.ENSGALP00000000236	B5BSP6
9031.ENSGALP00000008508	F1NZZ9
9031.ENSGALP00000013793	F1P2X8
9031.ENSGALP00000040060	Q3L250
9031.ENSGALP00000027781	F1NY03
9031.ENSGALP00000015790	F1NYK8
9031.ENSGALP00000018703	F1NZI2
9031.ENSGALP00000018721	F1NZS9
9031.ENSGALP00000015671	F1P0J1
9031.ENSGALP00000015568	F1P397
9031.ENSGALP00000039040	F1P4R8
9031.ENSGALP00000003923	F1P578
9031.ENSGALP00000015045	F1P5H3
9031.ENSGALP00000023557	H9L0N1
9031.ENSGALP00000020603	E1BRZ4
9031.ENSGALP00000020969	E1BTF2
9031.ENSGALP00000018598	E1BVV4
9031.ENSGALP00000024186	E1C1K5
9031.ENSGALP00000024893	E1C5G3
9031.ENSGALP00000005227	E1C6X5
9031.ENSGALP00000015821	E1C7L9
9031.ENSGALP00000011446	E1C7N6
9031.ENSGALP00000001957	E1BQL2
9031.ENSGALP00000025504	E1BQU9
9031.ENSGALP00000015217	E1BR32
9031.ENSGALP00000018396	E1BRD6
9031.ENSGALP00000018361	E1BRF7
9031.ENSGALP00000022375	E1BRP3
9031.ENSGALP00000018704	E1BRS1
9031.ENSGALP00000021824	E1BT67
9031.ENSGALP00000023114	E1BTL5
9031.ENSGALP00000007487	E1BV44
9031.ENSGALP00000020873	E1BVZ2
9031.ENSGALP00000022126	E1BWZ7
9031.ENSGALP00000034449	E1BYL6
9031.ENSGALP00000014437	E1BYS3
9031.ENSGALP00000037905	E1BZF9
9031.ENSGALP00000028598	E1C131
9031.ENSGALP00000005486	E1C1I3
9031.ENSGALP00000024997	E1C2X0
9031.ENSGALP00000028872	E1C4I7
9031.ENSGALP00000029151	E1C847
9031.ENSGALP00000009141	E1C8S6
9031.ENSGALP00000015782	E1C8W5
9031.ENSGALP00000015633	D2IE27
9031.ENSGALP00000009649	F1N9T5
9031.ENSGALP00000011954	F1N9U1
9031.ENSGALP00000004724	F1NAR2
9031.ENSGALP00000026928	F1NEZ7
9031.ENSGALP00000038798	F1NGA0
9031.ENSGALP00000005972	F1NMJ8
9031.ENSGALP00000021094	F1NPP2
9031.ENSGALP00000011819	F1N906
9031.ENSGALP00000013032	F1N9B4
9031.ENSGALP00000013259	F1ND05
9031.ENSGALP00000013340	F1NDZ7
9031.ENSGALP00000004745	F1NEI9
9031.ENSGALP00000030036	F1NFR7
9031.ENSGALP00000016105	F1NH66
9031.ENSGALP00000038628	F1NHT1
9031.ENSGALP00000037034	F1NIJ5
9031.ENSGALP00000014460	F1NKX6
9031.ENSGALP00000002449	F1NLK4
9031.ENSGALP00000000230	F1NLT1
9031.ENSGALP00000019213	F1NMD1
9031.ENSGALP00000017952	F1NMJ2
9031.ENSGALP00000005470	F1NN22
9031.ENSGALP00000012623	F1NP43
9031.ENSGALP00000026288	F1NQX8
9031.ENSGALP00000000506	F1NS13
9031.ENSGALP00000008941	F1NSV0
9031.ENSGALP00000020854	F1NTH5
9031.ENSGALP00000038121	F1NUI5
9031.ENSGALP00000014540	F1NV42
9031.ENSGALP00000022167	F1NVH0
9031.ENSGALP00000013409	F1P3W3
9031.ENSGALP00000028428	F5GVB8
9031.ENSGALP00000004936	Q5ZL02
9031.ENSGALP00000008307	Q90796
9031.ENSGALP00000032692	R4GJ43
9031.ENSGALP00000028777	R4GM15
9031.ENSGALP00000036861	A1IIE6
9031.ENSGALP00000005419	Q5ZJ94
9031.ENSGALP00000023833	Q5ZK38
9031.ENSGALP00000001193	R4GHN9
9031.ENSGALP00000009935	R4GI67
9031.ENSGALP00000029219	R4GL63
9031.ENSGALP00000004867	R4GKA7
9031.ENSGALP00000035349	R4GKF7
9031.ENSGALP00000030667	A4F2Q1
9031.ENSGALP00000007968	D3X737
9031.ENSGALP00000006818	Q7LZF3
9031.ENSGALP00000030969	Q6WJ00
9031.ENSGALP00000015585	C4PA30
9031.ENSGALP00000039883	F9W2X7
9031.ENSGALP00000027457	A1KXM0
9031.ENSGALP00000001425	Q9DGM5
9031.ENSGALP00000024541	F1NRA1
9031.ENSGALP00000025978	F1NXM8
9031.ENSGALP00000035931	F1NY95
9031.ENSGALP00000004745	Q5F386
9031.ENSGALP00000010503	Q5ZKU9
9031.ENSGALP00000034152	Q90939
9031.ENSGALP00000035915	D5M8S6
9031.ENSGALP00000014051	F1NLR2
9031.ENSGALP00000025567	F1NXP8
9031.ENSGALP00000027778	F1NY10
9031.ENSGALP00000022453	F1NYV0
9031.ENSGALP00000013912	F1NYZ1
9031.ENSGALP00000006386	F1P319
9031.ENSGALP00000039379	F1P3E3
9031.ENSGALP00000013726	F1P3Q2
9031.ENSGALP00000034651	F1P411
9031.ENSGALP00000039051	F1P4P7
9031.ENSGALP00000027009	F1P5I2
9031.ENSGALP00000035088	H9L2E1
9031.ENSGALP00000022058	A4UIL8
9031.ENSGALP00000034947	H9L205
9031.ENSGALP00000034623	B8ZIZ7
9031.ENSGALP00000038200	E1BTJ9
9031.ENSGALP00000003086	E1BVN7
9031.ENSGALP00000038843	E1BY34
9031.ENSGALP00000040304	E1BZ12
9031.ENSGALP00000036110	E1C1P7
9031.ENSGALP00000016441	E1C431
9031.ENSGALP00000013542	E1BQU3
9031.ENSGALP00000008304	E1BUE6
9031.ENSGALP00000003450	E1BVK9
9031.ENSGALP00000006581	E1BW15
9031.ENSGALP00000014847	E1BYP8
9031.ENSGALP00000027647	E1C0R6
9031.ENSGALP00000016588	E1C152
9031.ENSGALP00000001444	E1C2W2
9031.ENSGALP00000016954	E1C354
9031.ENSGALP00000009320	E1C3D0
9031.ENSGALP00000016906	E1C3R9
9031.ENSGALP00000020111	E1C3V1
9031.ENSGALP00000016891	E1C4Z3
9031.ENSGALP00000027866	E1C6Z2
9031.ENSGALP00000013244	E1C7R9
9031.ENSGALP00000019112	E1C906
9031.ENSGALP00000029267	Q5F3P9
9031.ENSGALP00000039135	Q5W4T6
9031.ENSGALP00000009191	F1N812
9031.ENSGALP00000023588	F1NAB4
9031.ENSGALP00000023579	F1NAB7
9031.ENSGALP00000020098	F1NBD9
9031.ENSGALP00000025162	F1NCI8
9031.ENSGALP00000013224	F1NDA4
9031.ENSGALP00000017998	F1NDU5
9031.ENSGALP00000028010	F1NHW7
9031.ENSGALP00000014678	F1NI10
9031.ENSGALP00000007999	F1NI82
9031.ENSGALP00000000131	F1NM81
9031.ENSGALP00000012838	F1NUR7
9031.ENSGALP00000003439	F1NVA1
9031.ENSGALP00000022522	F1NW21
9031.ENSGALP00000008015	F1P218
9031.ENSGALP00000008782	C7S302
9031.ENSGALP00000016409	F1N9W1
9031.ENSGALP00000025270	F1NCM8
9031.ENSGALP00000039329	F1NF66
9031.ENSGALP00000007560	F1NHA7
9031.ENSGALP00000028003	F1NHX7
9031.ENSGALP00000002656	F1NI54
9031.ENSGALP00000039851	F1NJ65
9031.ENSGALP00000017216	F1NJ90
9031.ENSGALP00000015187	F1NKE2
9031.ENSGALP00000002089	F1NL56
9031.ENSGALP00000026380	F1NN26
9031.ENSGALP00000017016	F1NNP6
9031.ENSGALP00000024078	F1NRI3
9031.ENSGALP00000024170	F1NSV3
9031.ENSGALP00000036426	F1NU32
9031.ENSGALP00000006958	F1NVF4
9031.ENSGALP00000010512	F1NWP0
9031.ENSGALP00000020927	F1P289
9031.ENSGALP00000006616	F1P2B0
9031.ENSGALP00000040560	R4GHG0
9031.ENSGALP00000038833	F6UZB4
9031.ENSGALP00000016655	Q5ZIM1
9031.ENSGALP00000035646	Q9DDN2
9031.ENSGALP00000038939	R4GGW0
9031.ENSGALP00000005480	R4GKX1
9031.ENSGALP00000013025	R4GLS9
9031.ENSGALP00000021914	D6R3D0
9031.ENSGALP00000007593	E1BSP1
9031.ENSGALP00000021867	E1BSP5
9031.ENSGALP00000006336	B4X7J7
9031.ENSGALP00000026550	Q7LZ77
9031.ENSGALP00000021471	R4GID4
9031.ENSGALP00000010438	E5L948
9031.ENSGALP00000026659	Q5ZKL8
9031.ENSGALP00000010450	A0A0A0MQ43
9031.ENSGALP00000038609	Q90XC6
9031.ENSGALP00000013967	F1NYB0
9031.ENSGALP00000025640	F1P5Q4
9031.ENSGALP00000031198	O57338
9031.ENSGALP00000038049	Q90727
9031.ENSGALP00000037530	F1NXQ9
9031.ENSGALP00000027779	F1NY09
9031.ENSGALP00000015323	F1NY58
9031.ENSGALP00000015318	F1NY60
9031.ENSGALP00000039213	F1P059
9031.ENSGALP00000037830	F1P088
9031.ENSGALP00000004182	F1P2P9
9031.ENSGALP00000037763	F1P2V7
9031.ENSGALP00000015567	F1P398
9031.ENSGALP00000025719	F1P3N5
9031.ENSGALP00000001439	F1P3V9
9031.ENSGALP00000010650	F1P4I6
9031.ENSGALP00000039042	F1P4Q8
9031.ENSGALP00000013179	F1P5B1
9031.ENSGALP00000025641	F1P5Q3
9031.ENSGALP00000008134	B3GED8
9031.ENSGALP00000003786	H9KZ28
9031.ENSGALP00000021848	H9L038
9031.ENSGALP00000023546	H9L0M4
9031.ENSGALP00000028979	H9L139
9031.ENSGALP00000034623	Q4VYT1
9031.ENSGALP00000000202	Q1MTT8
9031.ENSGALP00000012076	Q693S0
9031.ENSGALP00000030078	A1IHG6
9031.ENSGALP00000020274	F1NDY4
9031.ENSGALP00000006036	F1NE21
9031.ENSGALP00000019587	F1NH07
9031.ENSGALP00000002660	Q8UVD2
9031.ENSGALP00000039739	Q8UVS5
9031.ENSGALP00000000138	F1CN17
9031.ENSGALP00000009476	F1NAA2
9031.ENSGALP00000030801	F1NC40
9031.ENSGALP00000006197	F1NC77
9031.ENSGALP00000037248	F1NCM9
9031.ENSGALP00000020221	F1ND60
9031.ENSGALP00000013132	F1NDR2
9031.ENSGALP00000026843	F1NFJ9
9031.ENSGALP00000011352	F1NGI7
9031.ENSGALP00000023314	F1NGK1
9031.ENSGALP00000023243	F1NHG7
9031.ENSGALP00000023014	F1NIU6
9031.ENSGALP00000036357	F1NJE0
9031.ENSGALP00000012789	F1NKK5
9031.ENSGALP00000036720	F1NKL4
9031.ENSGALP00000000360	F1NKQ1
9031.ENSGALP00000040434	F1NNT7
9031.ENSGALP00000019178	F1NPI6
9031.ENSGALP00000005469	F1NPX4
9031.ENSGALP00000036129	F1NQP1
9031.ENSGALP00000005006	F1NQP8
9031.ENSGALP00000002205	F1NSC1
9031.ENSGALP00000012920	F1NSG9
9031.ENSGALP00000007030	F1NT50
9031.ENSGALP00000029700	F1NT93
9031.ENSGALP00000012897	F1NTY2
9031.ENSGALP00000012888	F1NTZ9
9031.ENSGALP00000014179	F1NUI7
9031.ENSGALP00000015411	F1NVA0
9031.ENSGALP00000032601	F1P366
9031.ENSGALP00000000737	F4ZWC1
9031.ENSGALP00000006338	F1P371
9031.ENSGALP00000010431	Q5ZIK7
9031.ENSGALP00000013142	Q5ZJE8
9031.ENSGALP00000011453	Q5ZJR5
9031.ENSGALP00000019233	Q5ZJZ3
9031.ENSGALP00000016527	Q5ZM90
9031.ENSGALP00000025082	Q8UWC1
9031.ENSGALP00000033985	F1NFT9
9031.ENSGALP00000000364	F1NKQ0
9031.ENSGALP00000036161	F1NQU1
9031.ENSGALP00000024553	F1NR86
9031.ENSGALP00000004385	F1N8I3
9031.ENSGALP00000023854	F1NBP0
9031.ENSGALP00000026961	F1NC12
9031.ENSGALP00000019883	F1NEL1
9031.ENSGALP00000014935	F1NF19
9031.ENSGALP00000009052	F1NGH4
9031.ENSGALP00000014735	F1NGR0
9031.ENSGALP00000016141	F1NGX8
9031.ENSGALP00000007983	F1NI92
9031.ENSGALP00000019928	F1NIC0
9031.ENSGALP00000002630	F1NIC9
9031.ENSGALP00000036798	F1NJV4
9031.ENSGALP00000002197	F1NKF3
9031.ENSGALP00000014081	F1NL22
9031.ENSGALP00000012743	F1NL86
9031.ENSGALP00000002055	F1NLU0
9031.ENSGALP00000017544	F1NM14
9031.ENSGALP00000005086	F1NNL3
9031.ENSGALP00000005079	F1NNL8
9031.ENSGALP00000021097	F1NPP1
9031.ENSGALP00000033033	F1NPS5
9031.ENSGALP00000025621	F1NQ08
9031.ENSGALP00000021432	F1NQ69
9031.ENSGALP00000036997	F1NQD3
9031.ENSGALP00000024999	F1NQF6
9031.ENSGALP00000019068	F1NSE6
9031.ENSGALP00000003474	F1NV71
9031.ENSGALP00000031088	F1NVV7
9031.ENSGALP00000010577	F1NVZ5
9031.ENSGALP00000020777	F1NW88
9031.ENSGALP00000008663	F1NX86
9031.ENSGALP00000010328	F1P221
9031.ENSGALP00000010701	F1P2I6
9031.ENSGALP00000037161	Q5ZKZ5
9031.ENSGALP00000013467	Q5ZLB4
9031.ENSGALP00000035496	Q90698
9031.ENSGALP00000019853	Q90713
9031.ENSGALP00000026196	R4GL30
9031.ENSGALP00000027595	F6RCM2
9031.ENSGALP00000004180	Q5ZJE6
9031.ENSGALP00000003621	Q5ZKX7
9031.ENSGALP00000036091	Q9IAK0
9031.ENSGALP00000033050	R4GHJ2
9031.ENSGALP00000023296	F1NH77
9031.ENSGALP00000004061	F1NHX1
9031.ENSGALP00000039227	F1NVX6
9031.ENSGALP00000012068	R4GFQ1
9031.ENSGALP00000012779	R4GIW5
9031.ENSGALP00000026348	R4GLU5
9031.ENSGALP00000030943	F1N979
9031.ENSGALP00000016725	F1NAP9
9031.ENSGALP00000016883	F1NB29
9031.ENSGALP00000025161	F1NCI9
9031.ENSGALP00000001151	F1ND12
9031.ENSGALP00000030179	F1NF04
9031.ENSGALP00000002952	F1NF22
9031.ENSGALP00000030441	F1NGW2
9031.ENSGALP00000011057	F1NIT0
9031.ENSGALP00000029664	F1NJ53
9031.ENSGALP00000012759	F1NL74
9031.ENSGALP00000038666	F1NMF5
9031.ENSGALP00000024672	F1NMS3
9031.ENSGALP00000036827	F1NQ86
9031.ENSGALP00000000875	F1NUQ4
9031.ENSGALP00000015434	F1NV87
9031.ENSGALP00000034557	F1NVW7
9031.ENSGALP00000037772	F1P2D2
9031.ENSGALP00000001054	F6VAJ0
9031.ENSGALP00000031417	Q5ZIS1
9031.ENSGALP00000007037	F6UU17
9031.ENSGALP00000023771	Q5ZI92
9031.ENSGALP00000026659	Q5ZJX2
9031.ENSGALP00000005078	Q5ZLQ7
9031.ENSGALP00000011168	Q5ZMD7
9031.ENSGALP00000038795	Q8UVX3
9031.ENSGALP00000019416	Q90WR7
9031.ENSGALP00000011912	F1NA62
9031.ENSGALP00000023765	F1NA95
9031.ENSGALP00000009832	F1ND78
9031.ENSGALP00000011162	F1NIL2
9031.ENSGALP00000002331	F1NPG7
9031.ENSGALP00000000965	F1NRW1
9031.ENSGALP00000011819	R4GGK9
9031.ENSGALP00000004428	F1N9W4
9031.ENSGALP00000023605	F1NBA3
9031.ENSGALP00000004879	F1NBD0
9031.ENSGALP00000004550	F1NC31
9031.ENSGALP00000006190	F1NC81
9031.ENSGALP00000013269	F1NCZ1
9031.ENSGALP00000013240	F1ND51
9031.ENSGALP00000018050	F1NDU6
9031.ENSGALP00000013312	F1NE68
9031.ENSGALP00000007869	F1NEN6
9031.ENSGALP00000026809	F1NFQ0
9031.ENSGALP00000014816	F1NFR0
9031.ENSGALP00000007439	F1NFU7
9031.ENSGALP00000009052	F1NGH5
9031.ENSGALP00000009015	F1NGL0
9031.ENSGALP00000030332	F1NHV8
9031.ENSGALP00000038618	F1NI19
9031.ENSGALP00000014652	F1NI40
9031.ENSGALP00000007825	F1NIQ4
9031.ENSGALP00000023031	F1NIS3
9031.ENSGALP00000024317	F1NKP6
9031.ENSGALP00000038032	F1NL09
9031.ENSGALP00000026044	F1NL39
9031.ENSGALP00000031417	F1NLG2
9031.ENSGALP00000021380	F1NSE0
9031.ENSGALP00000024435	F1NU57
9031.ENSGALP00000015444	F1NV74
9031.ENSGALP00000015408	F1NVA6
9031.ENSGALP00000006430	F1NWE6
9031.ENSGALP00000022099	F1NWT3
9031.ENSGALP00000038502	F1P226
9031.ENSGALP00000004951	G9M9K8
9031.ENSGALP00000010016	R4GGN8
9031.ENSGALP00000038526	Q5F3H2
9031.ENSGALP00000009007	Q5ZKR9
9031.ENSGALP00000019635	Q90716
9031.ENSGALP00000034614	M1F5E8
9031.ENSGALP00000005205	R4GFP2
9031.ENSGALP00000003808	R4GIM1
9031.ENSGALP00000027888	R4GIR0
9031.ENSGALP00000030873	A5HUM7
9031.ENSGALP00000002227	R4GLE7
9031.ENSGALP00000001425	R4GMK5
9031.ENSGALP00000020326	R4GF67
9031.ENSGALP00000021938	R4GJY1
9031.ENSGALP00000032474	Q8UVD8
9031.ENSGALP00000036334	Q8UWJ9
9031.ENSGALP00000017547	R4GGF5
9031.ENSGALP00000011737	R4GII2
9031.ENSGALP00000003080	R4GJ55
9031.ENSGALP00000023943	Q5ZME5
9031.ENSGALP00000023290	R4GFB0
9031.ENSGALP00000013146	R4GKH5
9031.ENSGALP00000016246	R4GF68
9031.ENSGALP00000025402	R4GKP5
9031.ENSGALP00000035429	R4GKX5
9031.ENSGALP00000022191	R4GLN1
9031.ENSGALP00000011469	Q6DKY0
9031.ENSGALP00000025978	B7TYA9
9031.ENSGALP00000011522	Q800J1
9031.ENSGALP00000016502	Q6SVA4
9031.ENSGALP00000031772	Q804X3
9031.ENSGALP00000015352	C4N9M9
9031.ENSGALP00000027793	Q6V0P4
9031.ENSGALP00000020651	Q158V3
9031.ENSGALP00000033143	Q8AWC1
9031.ENSGALP00000000202	Q1XF96
9031.ENSGALP00000008260	U5TU45
9031.ENSGALP00000019850	A6QR74
9031.ENSGALP00000015365	F1NXH3
9031.ENSGALP00000019120	M4MA50
9031.ENSGALP00000034617	E5DF83
9031.ENSGALP00000034623	W8QQN9
9031.ENSGALP00000007068	Q8JHU5
9031.ENSGALP00000038143	Q8QGR8
9031.ENSGALP00000025510	Q6R133
9031.ENSGALP00000025879	Q90789
9031.ENSGALP00000027546	C0IN11
9031.ENSGALP00000037985	F1NXJ1
9031.ENSGALP00000013765	Q9PW47
9031.ENSGALP00000011689	V9GZK8
9031.ENSGALP00000013419	R9PXM9
9031.ENSGALP00000004015	A5YW28
9031.ENSGALP00000025952	D2XUU2
9031.ENSGALP00000003663	Q90825
9031.ENSGALP00000015293	R9PXN3
9031.ENSGALP00000040428	B3GS86
9031.ENSGALP00000027234	R9PXQ2
9031.ENSGALP00000035530	G8HUH8
9031.ENSGALP00000005208	G1UCX5
9031.ENSGALP00000035313	B4X7M4
9031.ENSGALP00000020744	Q90WA6
9031.ENSGALP00000026704	V9GVH4
9031.ENSGALP00000012434	B6E281
9031.ENSGALP00000040428	B2ZSY6
9031.ENSGALP00000002703	E1BSD1
9031.ENSGALP00000015194	E1BSQ2
9031.ENSGALP00000027881	Q68PJ3
9031.ENSGALP00000000217	B5BST2
9031.ENSGALP00000030808	G8YY06
9031.ENSGALP00000033436	E1BSG9
9031.ENSGALP00000016538	B6V3H7
9031.ENSGALP00000020574	F1NYG8
9031.ENSGALP00000001422	F1P3X1
9031.ENSGALP00000025664	F1P5M4
9031.ENSGALP00000025161	Q71M47
9031.ENSGALP00000020559	F1NYJ1
9031.ENSGALP00000036552	F1NZX4
9031.ENSGALP00000039220	F1P050
9031.ENSGALP00000010297	F1P3J2
9031.ENSGALP00000006545	F1P4H6
9031.ENSGALP00000027915	F1P539
9031.ENSGALP00000008216	H9KZA0
9031.ENSGALP00000023540	H9L0L9
9031.ENSGALP00000028630	H9L0W8
9031.ENSGALP00000029130	H9L166
9031.ENSGALP00000010443	F1NZB0
9031.ENSGALP00000013517	F1P0Z7
9031.ENSGALP00000015914	F1P567
9031.ENSGALP00000011767	Q9PT86
9031.ENSGALP00000013765	F1NY22
9031.ENSGALP00000003310	F1NY73
9031.ENSGALP00000018296	F1NYE4
9031.ENSGALP00000030308	F1NYT1
9031.ENSGALP00000040363	F1NYU6
9031.ENSGALP00000010474	F1NYV9
9031.ENSGALP00000003737	F1NZ78
9031.ENSGALP00000010371	F1P1D0
9031.ENSGALP00000015193	F1P2P1
9031.ENSGALP00000039451	F1P4P6
9031.ENSGALP00000039024	F1P4T3
9031.ENSGALP00000003075	F1P5H0
9031.ENSGALP00000000320	Q6RUW0
9031.ENSGALP00000027932	Q9DDT6
9031.ENSGALP00000007757	H9KZ92
9031.ENSGALP00000010255	H9KZF0
9031.ENSGALP00000022893	H9L0G1
9031.ENSGALP00000000138	Q6EC10
9031.ENSGALP00000034622	E5DEH8
9031.ENSGALP00000040153	F1NZY4
9031.ENSGALP00000007621	Q5F3J0
9031.ENSGALP00000011706	F1NB70
9031.ENSGALP00000011305	F1NGT4
9031.ENSGALP00000027351	F1NXF2
9031.ENSGALP00000038049	F1NY64
9031.ENSGALP00000027763	F1NYL2
9031.ENSGALP00000018752	F1NZ23
9031.ENSGALP00000010874	F1NZW1
9031.ENSGALP00000010800	F1P010
9031.ENSGALP00000010352	F1P1F0
9031.ENSGALP00000039788	F1P448
9031.ENSGALP00000003034	F1P5K1
9031.ENSGALP00000037608	F1P5S5
9031.ENSGALP00000001224	H9KYX5
9031.ENSGALP00000014085	H9KZJ4
9031.ENSGALP00000023549	H9L0M6
9031.ENSGALP00000032101	H9L1C2
9031.ENSGALP00000035144	H9L2J5
9031.ENSGALP00000019444	H9L378
9031.ENSGALP00000002888	Q6BCB8
9031.ENSGALP00000039861	F1P5Y4
9031.ENSGALP00000009497	Q5F342
9031.ENSGALP00000018399	Q5F405
9031.ENSGALP00000026566	Q8QGU2
9031.ENSGALP00000015018	C4PC58
9031.ENSGALP00000015698	F1P0G8
9031.ENSGALP00000027658	F1P0I2
9031.ENSGALP00000034361	F1P0Q5
9031.ENSGALP00000016371	F1P2W7
9031.ENSGALP00000037681	F1P4Z3
9031.ENSGALP00000027468	F1P5A5
9031.ENSGALP00000020441	H9KZV9
9031.ENSGALP00000014775	A6BM71
9031.ENSGALP00000001581	F1NXU6
9031.ENSGALP00000001900	F1NZ02
9031.ENSGALP00000025458	F1P1Q1
9031.ENSGALP00000034379	F1P579
9031.ENSGALP00000027694	O93461
9031.ENSGALP00000026344	F1NNR2
9031.ENSGALP00000025965	F1NXP4
9031.ENSGALP00000011928	F1NXR8
9031.ENSGALP00000003368	F1NY45
9031.ENSGALP00000010895	F1NZA5
9031.ENSGALP00000020661	F1P323
9031.ENSGALP00000014291	K7QRP6
9031.ENSGALP00000025935	F1NYB5
9031.ENSGALP00000015774	F1NYN2
9031.ENSGALP00000034226	F1P3K5
9031.ENSGALP00000036869	Q6PTX7
9031.ENSGALP00000027189	E1BSM9
9031.ENSGALP00000038049	F1NKF1
9031.ENSGALP00000037954	F1NXM1
9031.ENSGALP00000020568	F1NYI0
9031.ENSGALP00000020822	F1P4I1
9031.ENSGALP00000039428	F1P5C0
9031.ENSGALP00000028734	H9L0Z0
9031.ENSGALP00000038245	F1NI79
9031.ENSGALP00000025868	F1P080
9031.ENSGALP00000001882	F1P0C8
9031.ENSGALP00000015195	F1P2P0
9031.ENSGALP00000035576	F1P526
9031.ENSGALP00000005673	Q90715
9031.ENSGALP00000015880	Q98940
9031.ENSGALP00000015356	F1NY29
9031.ENSGALP00000018232	F1NYJ7
9031.ENSGALP00000015758	F1NYR2
9031.ENSGALP00000003776	F1NZ50
9031.ENSGALP00000039239	F1P031
9031.ENSGALP00000010391	F1P1B1
9031.ENSGALP00000003056	F1P5I6
9031.ENSGALP00000025635	F1P5R9
9031.ENSGALP00000008778	F1P5U4
9031.ENSGALP00000022189	H9L096
9031.ENSGALP00000029039	H9L154
9031.ENSGALP00000034906	H9L1W5
9031.ENSGALP00000016484	E6N1X7
9031.ENSGALP00000001578	F1NXV3
9031.ENSGALP00000022462	F1NYT9
9031.ENSGALP00000003749	F1NZ68
9031.ENSGALP00000001528	F1P104
9031.ENSGALP00000025695	F1P500
9031.ENSGALP00000037731	Q5F462
9031.ENSGALP00000039757	F1NY05
9031.ENSGALP00000039280	F1NZE4
9031.ENSGALP00000020634	F1P360
9031.ENSGALP00000003564	F1P3C2
9031.ENSGALP00000010688	F1P429
9031.ENSGALP00000000677	H9KYV0
9031.ENSGALP00000035383	H9L382
9031.ENSGALP00000014121	Q5F4C9
9031.ENSGALP00000018385	E1BRE3
9031.ENSGALP00000027436	E1BV07
9031.ENSGALP00000011862	E1C8L4
9031.ENSGALP00000013931	E1BQJ9
9031.ENSGALP00000007617	E1BR23
9031.ENSGALP00000025741	E1BUQ4
9031.ENSGALP00000007897	E1BUW3
9031.ENSGALP00000019838	E1BUZ1
9031.ENSGALP00000040415	E1BWI5
9031.ENSGALP00000022545	E1BWR0
9031.ENSGALP00000010124	E1BX17
9031.ENSGALP00000020723	E1BZ17
9031.ENSGALP00000033993	E1BZ99
9031.ENSGALP00000005551	E1BZP8
9031.ENSGALP00000024664	E1C0C3
9031.ENSGALP00000012694	E1C0C4
9031.ENSGALP00000004140	E1C0M2
9031.ENSGALP00000031769	E1C1D9
9031.ENSGALP00000010710	E1C2P7
9031.ENSGALP00000035319	E1C484
9031.ENSGALP00000005396	E1C4E1
9031.ENSGALP00000011435	E1C7P2
9031.ENSGALP00000018009	E1C8Y7
9031.ENSGALP00000020303	E1C8Z3
9031.ENSGALP00000030939	E1C9A2
9031.ENSGALP00000025193	F1NCB3
9031.ENSGALP00000040302	F1NG46
9031.ENSGALP00000026483	F1NK97
9031.ENSGALP00000012115	F1NM78
9031.ENSGALP00000019206	F1NME0
9031.ENSGALP00000014261	F1NRM4
9031.ENSGALP00000026524	F1NV37
9031.ENSGALP00000006585	F1P4E1
9031.ENSGALP00000000138	E9LUH6
9031.ENSGALP00000023432	F1N845
9031.ENSGALP00000004303	F1N8B8
9031.ENSGALP00000016655	F1N9E7
9031.ENSGALP00000023664	F1N9G6
9031.ENSGALP00000016443	F1NB03
9031.ENSGALP00000004488	F1NBK5
9031.ENSGALP00000018009	F1NC59
9031.ENSGALP00000013249	F1ND48
9031.ENSGALP00000020216	F1NDL3
9031.ENSGALP00000009004	F1NGS9
9031.ENSGALP00000004122	F1NH70
9031.ENSGALP00000004091	F1NHU0
9031.ENSGALP00000038643	F1NK56
9031.ENSGALP00000026488	F1NK95
9031.ENSGALP00000024300	F1NKQ3
9031.ENSGALP00000026443	F1NKW5
9031.ENSGALP00000014070	F1NL38
9031.ENSGALP00000019273	F1NLP0
9031.ENSGALP00000014050	F1NLR3
9031.ENSGALP00000005944	F1NN68
9031.ENSGALP00000036619	F1NNF0
9031.ENSGALP00000017475	F1NPT9
9031.ENSGALP00000036182	F1NQR6
9031.ENSGALP00000017729	F1NT95
9031.ENSGALP00000001379	F1NU86
9031.ENSGALP00000024818	F1NUQ8
9031.ENSGALP00000027411	F1NV83
9031.ENSGALP00000036768	F1NVF1
9031.ENSGALP00000001526	F1NVX9
9031.ENSGALP00000008677	F1NX76
9031.ENSGALP00000010414	F1NZD3
9031.ENSGALP00000003242	F1P0N2
9031.ENSGALP00000027079	Q5ZL81
9031.ENSGALP00000038091	R4GK96
9031.ENSGALP00000010503	F6RS52
9031.ENSGALP00000038881	Q5ZI29
9031.ENSGALP00000026961	Q5ZM85
9031.ENSGALP00000018342	Q5ZMS5
9031.ENSGALP00000015535	Q8AWB9
9031.ENSGALP00000006239	Q9DFB7
9031.ENSGALP00000012766	Q9I9P1
9031.ENSGALP00000036330	Q5ZK68
9031.ENSGALP00000029096	R4GKP4
9031.ENSGALP00000028926	R4GKW0
9031.ENSGALP00000026371	R4GL27
