272623.L0046	Q9CHU6
272623.L59867	Q84BV1
272623.L0082	E5FQH3
272623.L36841	A0A0B8QPX1
272623.L108994	A0A0A7T178
272623.L0045	A0A0A7T2Z3
272623.L0440	A0A0A7T6F0
272623.L142733	A0A0A7T232
272623.L184159	A0A0A7SXF0
272623.L0338	A0A0A7SZ79
272623.L0384	A0A0A7T2V4
272623.L94552	A0A0A7T422
272623.L118350	A0A0A7SYP3
272623.L140690	A0A0A7T467
272623.L0108	I1Y9W8
272623.L163307	A0A0A7SXX5
272623.L0097	A0A0A7SYM0
272623.L67463	A0A0A7T2J1
272623.L0187	A0A0A7T0H2
272623.L0473	A0A0A7T3Q3
272623.L45003	A0A0A7T4I7
272623.L118079	A0A0A7T2F5
272623.L34138	A0A0A7T3Z4
272623.L79833	A0A0A7T7W0
272623.L0345	A0A0A7T1J2
272623.L1007	A0A0A7SX48
272623.L122401	A0A0A7SXQ0
272623.L0289	A0A0A7SZV3
272623.L21634	A0A0A7SX12
272623.L0423	A0A0A7T2H8
272623.L166804	A0A0A7T074
272623.L111159	A0A0A7T139
272623.L2829	A0A0A7SYB2
272623.L87113	A0A0A7SZS6
272623.L83296	A0A0A7T7F3
272623.L62955	A0A0A7SXJ9
272623.L30878	A0A0A7T2N2
272623.L56275	A0A0A7T057
272623.L36177	A0A0A7T2R0
272623.L102972	A0A0A7T838
272623.L0088	A0A0A7SY73
272623.L199221	A0A0A7SXG5
272623.L157023	A0A0A7SYM9
272623.L0118	A0A0A7T2S4
272623.L157995	A0A0A7T279
272623.L0414	A0A0A7T2J5
272623.L0109	H9BJM4
272623.L1178	A0A0A7SYX2
272623.L188881	A0A0A7T1D4
272623.L134080	A0A0A7T2N4
272623.L91456	A0A0A7T8S3
272623.L0430	A0A0A7T1W2
272623.L184880	A0A0A7SZY2
272623.L153863	A0A0A7T2G6
272623.L123851	A0A0A7T4W0
272623.L129431	A0A0A7T2I4
272623.L0291	A0A0A7T129
272623.L158188	A0A0A7T304
272623.L0411	A0A0A7T4A9
272623.L25115	A0A0A7T3F5
272623.L133761	A0A0A7T1X6
272623.L99004	A0A0A7T2X7
272623.L26878	A0A0A7SZD4
272623.L0371	A0A0A7T1V2
272623.L179277	A0A0A7T713
272623.L165709	A0A0A7T8Y4
272623.L0415	A0A0A7T5A4
272623.L153005	A0A0A7T2D1
272623.L117074	A0A0A7T2M4
272623.L73239	A0A0A7T609
272623.L154481	A0A0A7T1B2
272623.L119452	A0A0A7T444
272623.L3846	A0A0A7T4D2
272623.L85764	A0A0A7T618
272623.L13157	A0A0A7SZH5
272623.L147009	A0A0A7SXT8
272623.L96847	A0A0A7T2V5
272623.L163845	A0A0A7SXT7
272623.L100027	A0A0A7T1W8
272623.L0007	A0A0A7SYD1
272623.L0283	A0A0A7SZA2
272623.L0005	A0A0A7T2T7
272623.L164604	A0A0A7T306
272623.L152487	A0A0A7T6Y4
272623.L106356	A0A0A7SYY8
272623.L151062	A0A0A7SYJ9
272623.L162872	A0A0A7T1J5
272623.L160425	A0A0A7T002
272623.L0181	A0A0A7T545
272623.L0267	A0A0A7T2X5
272623.L56236	A0A0A7T2P5
272623.L9089	A0A0A7SY04
272623.L69353	A0A0A7SYS2
272623.L0246	A0A0A7T1X1
272623.L68758	A0A0A7SXP4
272623.L120628	A0A0A7T3M5
272623.L26400	A0A0A7T996
272623.L0011	A0A0A7SZG1
272623.L71075	A0A0A7T4V4
272623.L101699	A0A0A7SZD3
272623.L0344	A0A0A7T2L6
272623.L9737	A0A0A7T0Y0
272623.L0404	A0A0A7T8V8
272623.L100099	A0A0A7SZ52
272623.L37880	A0A0A7T4H0
272623.L10754	A0A0A7T0A8
272623.L102100	A0A0A7T004
272623.L0054	A0A0A7T0K2
272623.L106374	A0A0A7SZU1
272623.L121426	A0A0A7T186
272623.L0240	A0A0A7T161
272623.L90693	A0A0A7T620
272623.L19292	A0A0A7SZP2
272623.L0202	A0A0A7SY22
272623.L110960	A0A0A7T0L2
272623.L165279	A0A0A7T049
272623.L184708	A0A0A7T8Z7
272623.L9255	A0A0A7T281
272623.L102317	A0A0A7SY48
272623.L98204	A0A0A7SXP7
272623.L200067	A0A0A7T1C7
272623.L93855	A0A0A7T109
272623.L171802	A0A0A7T0F8
272623.L5953	A0A0A7T1E8
272623.L0421	A0A0A7T1F0
272623.L0474	A0A0A7SXD6
272623.L187815	A0A0A7T277
272623.L102051	A0A0A7T7G4
272623.L192289	A0A0A7SZY6
272623.L17781	A0A0A7SYT7
272623.L160560	A0A0A7T157
272623.L0378	A0A0A7T0M0
272623.L31137	A0A0A7T1D7
272623.L25614	A0A0A7T568
272623.L0127	A0A0A7SZ23
272623.L28204	A0A0A7T3U9
272623.L135991	A0A0A7T3M2
272623.L180805	A0A0A7T539
272623.L125503	A0A0A7SZF2
272623.L198787	A0A0A7SZR8
272623.L0153	A0A0A7T6F4
272623.L0243	A0A0A7SX77
272623.L0060	A0A0A7T331
272623.L175147	A0A0A7T5L7
272623.L86448	A0A0A7T0P8
272623.L92192	A0A0A7T1N3
272623.L87010	G0WJQ9
272623.L111484	A0A0A7T014
272623.L0385	A0A0A7T4B1
272623.L0368	A0A0A7T316
272623.L121071	A0A0A7T0Q5
272623.L150593	A0A0A7T243
272623.L122299	A0A0A7T0B7
272623.L4822	A0A0A7SY94
272623.L141485	A0A0A7SX80
272623.L1762179	A0A0A7T1A5
272623.L0033	A0A0A7T3I0
272623.L173329	A0A0A7SXE1
272623.L0043	A0A0A7T153
272623.L0387	A0A0A7T2Q4
272623.L64811	A0A0A7T1G6
272623.L112263	A0A0A7T1S2
272623.L152305	A0A0A7T654
272623.L0402	A0A0A7T8X3
272623.L0397	A0A0A7T195
272623.L67527	A0A0A7T380
272623.L86471	A0A0A7T2R6
272623.L125116	A0A0A7SX70
272623.L162604	A0A0A7SXD0
272623.L0125	A0A0A7SXY4
272623.L86677	A0A0A7SZB9
272623.L0388	A0A0A7T4A4
272623.L150333	A0A0A7SYS1
272623.L0131	A0A0A7T0Z7
272623.L162597	A0A0A7T1Y0
272623.L158186	A0A0A7SZW5
272623.L144047	A0A0A7T262
272623.L35068	A0A0A7T4H5
272623.L7226	A0A0A7T037
272623.L191704	A0A0A7T4E8
272623.L134453	A0A0A7T4L9
272623.L197055	A0A0A7T903
272623.L48789	A0A0A7T298
272623.L101560	A0A0A7SZL4
272623.L114632	A0A0A7T439
272623.L200005	A0A0A7SX01
272623.L0425	A0A0A7T0X6
272623.L107797	A0A0A7T2W1
272623.L191436	A0A0A7T0R7
272623.L0049	A0A0A7T0H5
272623.L0171	A0A0A7SYK8
272623.L90622	A0A0A7T4U4
272623.L67275	A0A0A7T0L4
272623.L1008	A0A0A7SWZ2
272623.L0410	A0A0A7T4B5
272623.L163025	A0A0A7T4D0
272623.L120335	A0A0A7SX66
272623.L0195	A0A0A7T2V1
272623.L15964	A0A0A7SYG8
272623.L79277	A0A0A7SYW1
272623.L102979	A0A0A7T6D5
272623.L114363	A0A0A7SXQ7
272623.L166082	A0A0A7T2Y2
272623.L6768	A0A0A7T4T0
272623.L32389	A0A0A7SYA7
272623.L80399	A0A0A7SYJ7
272623.L0003	A0A0A7T0B6
272623.L0255	A0A0A7SZ31
272623.L116756	A0A0A7T7H6
272623.L135954	A0A0A7T341
272623.L122849	A0A0A7SXA1
272623.L99421	A0A0A7T1F8
272623.L166479	A0A0A7T4Q4
272623.L0076	A0A0A7T6A5
272623.L125244	A0A0A7T378
272623.L193593	A0A0A7T3R7
272623.L0357	A0A0A7T284
272623.L0294	A0A0A7SZB3
272623.L0119	A0A0A7T019
272623.L115968	A0A0A7T0J9
272623.L19523	A0A0A7T135
272623.L36748	A0A0A7SXH8
272623.L193031	A0A0A7SYW2
272623.L121994	A0A0A7T4Z9
272623.L37906	A0A0A7SY11
272623.L81616	A0A0A7T2Y0
272623.L178908	A0A0A7T017
272623.L179243	A0A0A7T170
272623.L58125	A0A0A7T2C2
272623.L0279	A0A0A7T2R9
272623.L163602	A0A0A7SZP5
272623.L47257	A0A0A7SXL2
272623.L0185	A0A0A7SYQ2
272623.L159396	A0A0A7SZP3
272623.L154885	A0A0A7SZZ8
272623.L118696	A0A0A7T6U8
272623.L0057	A0A0A7T174
272623.L0284	A0A0A7T1G8
272623.L85895	A0A0A7T596
272623.L0343	A0A0A7T7L4
272623.L00196	A0A0A7T132
272623.L100263	A0A0A7T112
272623.L76469	A0A0A7T0M4
272623.L125873	A0A0A7T2F7
272623.L66199	A0A0A7T114
272623.L0114	I1Y9Y4
272623.L25787	A0A0A7SZI4
272623.L147936	A0A0A7T473
272623.L0346	A0A0A7T2B8
272623.L164222	A0A0A7T2J2
272623.L182559	Q548I9
272623.L00157	A0A0A7SZS4
272623.L84477	A0A0A7T1J7
272623.L52030	A0A0A7T4U3
272623.L63900	A0A0A7T4I0
272623.L0016	A0A0A7T0C3
272623.L74195	A0A0A7T6R6
272623.L123147	A0A0A7SXR7
272623.L133547	A0A0A7SXS8
272623.L0121	A0A0A7T063
272623.L85091	A0A0A7T2G5
272623.L67158	A0A0A7T940
272623.L0381	A0A0A7SXN1
272623.L199247	A0A0A7T355
272623.L0386	A0A0A7T973
272623.L126956	A0A0A7T3L3
272623.L200000	A0A0A7SWX3
272623.L72609	A0A0A7SXM0
272623.L583407	A0A0A7T4R6
272623.L109335	A0A0A7T842
272623.L0058	A0A0A7T1A0
272623.L0465	A0A0A7T1K3
272623.L0137	A0A0A7T1E9
272623.L0275	A0A0A7SYM8
272623.L52644	A0A0A7SZV0
272623.L68401	A0A0A7T2F6
272623.L20683	A0A0A7T291
272623.L21717	A0A0A7T8H2
272623.L173313	A0A0A7T165
272623.L179764	A0A0A7SYE5
272623.L19745	A0A0A7T346
272623.L37085	A0A0A7T1E1
272623.L10679	A0A0A7T339
272623.L82250	I1Y9X6
272623.L167877	A0A0A7T6I9
272623.L143312	A0A0A7SXW1
272623.L76848	A0A0A7T391
272623.L23500	A0A0A7SYR5
272623.L138230	A0A0A7T0R5
272623.L55758	A0A0A7T1J0
272623.L120883	A0A0A7T6E7
272623.L182916	A0A0A7T7M6
272623.L173813	A0A0A7SYP2
272623.L156559	A0A0A7SZ67
272623.L0200	A0A0A7T1R1
272623.L63684	A0A0A7T3X9
272623.L11749	A0A0A7SYC0
272623.L196017	A0A0A7SYW6
272623.L0395	A0A0A7T2R7
272623.L114054	A0A0A7T2H6
272623.L132038	A0A0A7T2U7
272623.L179010	A0A0A7T6J8
272623.L11729a	Q7DH75
272623.L90358	G0WJN8
272623.L76755	A0A0A7SXK6
272623.L0183	A0A0A7SYV2
272623.L63310	A0A0A7T0K8
272623.L175101	A0A0A7T7M3
272623.L0193	A0A0A7T1I6
272623.L133490	A0A0A7T1U7
272623.L0021	A0A0A7T2T9
272623.L0398	A0A0A7T3V9
272623.L84767	A0A0A7T6C3
272623.L181238	A0A0A7T3V0
272623.L0070	A0A0A7T008
272623.L29491	A0A0A7T1B4
272623.L0223	A0A0A7T4Q1
272623.L84937	A0A0A7SZM7
272623.L164626	A0A0A7T6Z6
272623.L45583	A0A0A7SZ06
272623.L177590	A0A0A7T062
272623.L0424	A0A0A7T2P0
272623.L0401	A0A0A7T4C1
272623.L320	A0A0A7SXD9
272623.L49325	A0A0A7T7D0
272623.L135351	A0A0A7SXV4
272623.L0394	A0A0A7T2P7
272623.L0188	A0A0A7SYV7
272623.L54406	A0A0A7T108
272623.L5126	A0A0A7T5Q4
272623.L153086	A0A0A7SY82
272623.L1389	A0A0A7T3S5
272623.L178303	A0A0A7SY75
272623.L0208	A0A0A7T1Z1
272623.L0160	A0A0A7T762
272623.L109882	A0A0A7T118
272623.L183012	A0A0A7T250
272623.L72477	A0A0A7T0I4
272623.L132615	A0A0A7T1U2
272623.L0356	A0A0A7T4E1
272623.L18872	A0A0A7T4G2
272623.L0053	A0A0A7T0I0
272623.L68759	A0A0A7T3I4
272623.L0393	A0A0A7T0T9
272623.L200049	A0A0A7T1M5
272623.L103195	A0A0A7T2U8
272623.L175538	A0A0A7T3U2
272623.L178206	A0A0A7SZB5
272623.L19272	A0A0A7T2B4
272623.L195366	A0A0A7T7N9
272623.L0010	A0A0A7SXK8
272623.L136652	A0A0A7T073
272623.L107870	A0A0A7T1U5
272623.L133111	A0A0A7T4N9
272623.L8990	A0A0A7T7P7
272623.L0229	A0A0A7T0M7
272623.L46118	A0A0A7T2Q9
272623.L148897	A0A0A7T516
272623.L122982	A0A0A7T123
272623.L99272	A0A0A7SX82
272623.L0359	A0A0A7SXV8
272623.L55584	A0A0A7T2S8
272623.L140621	A0A0A7T4M2
272623.L109201	A0A0A7T0A6
272623.L1001	A0A0A7SYN7
272623.L113931	A0A0A7SZU4
272623.L115113	A0A0A7T8T5
272623.L196216	A0A0A7SXA8
272623.L0161	A0A0A7SYN2
272623.L128777	A0A0A7T2B5
272623.L157472	A0A0A7SXC6
272623.L171943	A0A0A7SZI5
272623.L0408	A0A0A7T2F1
272623.L0015	A0A0A7SZV4
272623.L0192	A0A0A7T249
272623.L152977	A0A0A7T7K6
272623.L140714	A0A0A7T8V3
272623.L157316	A0A0A7T4C6
272623.L95012	A0A0A7T625
272623.L120355	A0A0A7T3K8
272623.L72684	A0A0A7SZM0
272623.L128255	A0A0A7T2N0
272623.L0383	A0A0A7T4H6
272623.L0347	A0A0A7SXY7
272623.L174407	A0A0A7SZB0
272623.L0164	A0A0A7SZC8
272623.L0133	A0A0A7T322
272623.L143459	A0A0A7T3R6
272623.L185517	A0A0A7SX97
272623.L136968	A0A0A7SZN0
272623.L130660	A0A0A7T029
272623.L106425	A0A0A7T137
272623.L12334	A0A0A7SX04
272623.L172519	A0A0A7SYU1
272623.L84096	A0A0A7T2E1
272623.L192122	A0A0A7T326
272623.L0292	A0A0A7T3R9
272623.L0391	A0A0A7T2H3
272623.L0012	A0A0A7T915
272623.L1005	A0A0A7SX09
272623.L110933	A0A0A7SZY3
272623.L166912	A0A0A7T006
272623.L0274	A0A0A7T3E1
272623.L0365	A0A0A7SWV8
272623.L0001	A0A0A7T4I1
272623.L96605	A0A0A7SZ04
272623.L0354	A0A0A7T2A6
272623.L61620	A0A0A7T6Q1
272623.L34460	A0A0A7SXK2
272623.L6876	A0A0A7T0X5
272623.L110441	A0A0A7T058
272623.L45002	A0A0A7T7A4
272623.L0085	A0A0A7SYF4
272623.L0406	A0A0A7SYM4
272623.L81319	A0A0A7T1M4
272623.L158972	A0A0A7T5J5
272623.L69383	A0A0A7T6R2
272623.L44063	A0A0A7SXG0
272623.L75718	A0A0A7SXP9
272623.L30185	A0A0A7SYS0
272623.L127813	A0A0A7T1Z7
272623.L12179	A0A0A7T3W8
272623.L145420	A0A0A7T238
272623.L0205	A0A0A7T5P8
272623.L128690	A0A0A7T127
272623.L155044	A0A0A7SZN8
272623.L161988	A0A0A7T662
272623.L195348	A0A0A7SY02
272623.L65029	A0A0A7SZ90
272623.L26628	A0A0A7SZP8
272623.L113400	A0A0A7T2W5
272623.L45062	A0A0A7SXI4
272623.L114370	A0A0A7SYJ1
272623.L40973	A0A0A7T2N3
272623.L67370	A0A0A7T7E1
272623.L1011	A0A0A7SZE1
272623.L57113	A0A0A7T2F0
272623.L0298	A0A0A7T6B2
272623.L0373	A0A0A7SYA2
272623.L132035	A0A0A7SZM6
272623.L144334	A0A0A7SZQ9
272623.L10014	A0A0A7T4F6
272623.L187450	A0A0A7SXC2
272623.L72115	A0A0A7T0G3
272623.L198515	A0A0A7SZK4
272623.L0366	A0A0A7T2J0
272623.L0399	A0A0A7T2D0
272623.L6563	A0A0A7T194
272623.L2385	A0A0A7T7P3
272623.L0382	A0A0A7T2H1
272623.L176724	A0A0A7T1K6
272623.L166512	A0A0A7T4D3
272623.L147423	A0A0A7T4P3
272623.L42784	A0A0A7SZR3
272623.L0362	A0A0A7T212
272623.L70624	A0A0A7T2J6
272623.L91273	A0A0A7T418
272623.L0329	Q2HYA0
272623.L174251	A0A0A7T4M9
272623.L0006	A0A0A7T1I4
272623.L18647	A0A0A7T3X4
272623.L169301	A0A0A7T7L8
272623.L0416	A0A0A7T3I2
272623.L170617	A0A0A7T702
272623.L92927	A0A0A7SY65
272623.L56232	A0A0A7T145
272623.L28696	A0A0A7SZ63
272623.L159386	A0A0A7T1B7
272623.L56488	A0A0A7T3H6
272623.L71174	A0A0A7SX52
272623.L172964	A0A0A7T0U8
272623.L7866	A0A0A7SXZ0
272623.L168282	A0A0A7SY68
272623.L76329	A0A0A7SZY5
272623.L5610	A0A0A7T2I6
272623.L0101	A0A0A7T8E9
272623.L0096	A0A0A7SX25
272623.L195751	A0A0A7SXW4
272623.L67760	A0A0A7T0F7
272623.L155040	A0A0A7T0E6
272623.L106489	A0A0A7SXQ2
272623.L29875	A0A0A7T2U9
272623.L98132	A0A0A7T2U4
272623.L0158	A0A0A7T0Z2
272623.L183902	A0A0A7T020
272623.L178204	A0A0A7T0V3
272623.L39365	A0A0A7T0W2
272623.L100541	A0A0A7SZT8
272623.L102093	A0A0A7SZ09
272623.L181692	A0A0A7T067
272623.L146623	A0A0A7T146
272623.L55836	A0A0A7T2W2
272623.L37351	A0A0A7T6A1
272623.L200032	A0A0A7T0Y4
272623.L54059	A0A0A7T2A4
272623.L110431	A0A0A7T635
272623.L170983	A0A0A7SXA6
272623.L149828	A0A0A7T219
272623.L22059	A0A0A7SWW2
272623.L0396	A0A0A7T2Q0
272623.L0022	A0A0A7T7E4
272623.L194765	A0A0A7T1A7
272623.L73853	A0A0A7SYC3
272623.L177700	A0A0A7SYE1
272623.L148976	A0A0A7SZG9
272623.L0420	A0A0A7T8W3
272623.L62179	A0A0A7T061
272623.L34806	A0A0A7T1H6
272623.L172505	A0A0A7T3Q7
272623.L167555	A0A0A7SXY0
272623.L64373	A0A0A7SYR7
272623.L150515	A0A0A7T149
272623.L189090	A0A0A7T2N6
272623.L119731	A0A0A7T852
272623.L153408	A0A0A7T274
272623.L0413	A0A0A7T2I8
272623.L169610	A0A0A7SXV9
272623.L183602	A0A0A7T2N1
272623.L00096	A0A0A7SX51
272623.L56416	A0A0A7T1P7
272623.L167426	A0A0A7T2R5
272623.L0098	A0A0A7T396
272623.L100575	A0A0A7SX29
272623.L0094	A0A0A7T0U6
272623.L0315	A0A0A7T2R8
272623.L48903	A0A0A7T365
272623.L101219	A0A0A7T1R2
272623.L156445	A0A0A7T658
272623.L133446	A0A0A7T133
272623.L94809	A0A0A7T043
272623.L160442	A0A0A7T2D6
272623.L0152	A0A0A7SYP4
272623.L0380	A0A0A7T8W8
272623.L173151	A0A0A7SYM1
272623.L0375	A0A0A7SYM6
272623.L0390	A0A0A7T2N8
272623.L81441	A0A0A7T594
272623.L169795	A0A0A7T3T7
272623.L102062	A0A0A7T384
272623.L178621	A0A0A7T0Q6
272623.L145757	A0A0A7T094
272623.L151330	A0A0A7T0P7
272623.L175357	A0A0A7T672
272623.L141260	A0A0A7T867
272623.L0249	A0A0A7T105
272623.L109162	A0A0A7SXT0
272623.L0227	A0A0A7T126
272623.L0028	A0A0A7T2B3
272623.L157144	A0A0A7T7L0
272623.L0288	A0A0A7T1H5
272623.L98749	A0A0A7T957
272623.L175136	A0A0A7T534
272623.L110165	A0A0A7T5D6
272623.L143879	A0A0A7T0D5
272623.L92414	A0A0A7SXR5
272623.L41779	A0A0A7SZ73
272623.L0079	A0A0A7SZX2
272623.L0412	A0A0A7T2K3
272623.L99869	A0A0A7T4K0
272623.L121483	A0A0A7SZ97
272623.L92850	A0A0A7T481
272623.L60959	A0A0A7T8N3
272623.L163677	A0A0A7T2R1
272623.L143791	A0A0A7T166
272623.L0055	A0A0A7T318
272623.L116216	A0A0A7T490
272623.L0335	A0A0A7T142
272623.L119614	A0A0A7T2B1
272623.L0418	A0A0A7T4C0
272623.L0165	A0A0A7SZF3
272623.L0330	A0A0A7T1W5
272623.L39484	A0A0A7T1I0
272623.L158834	A0A0A7SX72
272623.L131245	A0A0A7SY55
272623.L132126	A0A0A7T3L8
272623.L34494	A0A0A7T0L1
272623.L104789	A0A0A7T1R9
272623.L92665	A0A0A7T952
272623.L0358	A0A0A7SX18
272623.L122198	A0A0A7T494
272623.L0417	A0A0A7SZN1
272623.L156674	A0A0A7SYZ7
272623.L186875	A0A0A7SZT9
272623.L157730	A0A0A7T3T0
272623.L0191	A0A0A7T7R1
272623.L67186	A0A0A7SYB7
272623.L0061	A0A0A7T1E4
272623.L0110	I1Y9X0
272623.L130023	A0A0A7T001
272623.L178933	A0A0A7T0S4
272623.L172073	A0A0A7T0Y8
272623.L55194	A0A0A7T2C1
272623.L108503	A0A0A7SZD7
272623.L0072	A0A0A7SZW4
272623.L324	A0A0A7T0X1
272623.L51690	A0A0A7T1C6
272623.L107726	A0A0A7T4Z1
272623.L165490	A0A0A7T665
272623.L0209	A0A0A7T2L7
272623.L0256	A0A0A7T387
272623.L74660	A0A0A7SYE8
272623.L57903	A0A0A7T028
272623.L90005	A0A0A7T041
272623.L62663	A0A0A7T1J4
272623.L98095	A0A0A7SZN7
272623.L173881	A0A0A7SZT2
272623.L0091	A0A0A7SZX6
272623.L164461	A0A0A7SXV3
272623.L0367	A0A0A7T465
272623.L77627	A0A0A7SXM6
272623.L103246	A0A0A7T0P0
272623.L0427	A0A0A7T4V0
272623.L0331	A0A0A7SY54
272623.L124252	A0A0A7T504
272623.L66222	U6C292
272623.L121289	A0A0A7SXU0
272623.L75633	A0A0A7T283
272623.L86251	A0A0A7T1E6
272623.L0034	A0A0A7SX11
272623.L0349	A0A0A7T2M7
272623.L133770	A0A0A7SXB1
272623.L72391	A0A0A7T064
272623.L91444	A0A0A7SYZ9
272623.L188550	A0A0A7T5N3
272623.L133416	A0A0A7T0M9
272623.L165449	A0A0A7SY88
272623.L196904	A0A0A7T1L7
272623.L127182	A0A0A7SYI0
272623.L0002	A0A0A7T056
272623.L103086	A0A0A7T0R3
272623.L129379	A0A0A7SX54
272623.L103321	A0A0A7SYV9
272623.L83481	A0A0A7T948
272623.L0273	A0A0A7SZ91
272623.L29672	A0A0A7T282
272623.L0186	A0A0A7T541
272623.L0130	A0A0A7T2M5
272623.L0146	A0A0A7T6W3
272623.L0377	A0A0A7T097
272623.L83104	A0A0A7T2T3
272623.L63652	A0A0A7SYI8
272623.L108430	A0A0A7T010
272623.L0303	A0A0A7T4A1
272623.L16101	A0A0A7SX07
272623.L0389	A0A0A7T2X3
272623.L113060	A0A0A7T1S6
272623.L53929	A0A0A7T7T0
272623.L1014	A0A0A7SYR1
272623.L58643	A0A0A7T2W7
272623.L0419	A0A0A7T2K7
272623.L35832	A0A0A7T2N7
272623.L0475	A0A0A7SXA0
272623.L24031	A0A0A7T351
272623.L68066	A0A0A7T7V3
272623.L149295	A0A0A7T268
272623.L117205	A0A0A7T2V9
272623.L196178	A0A0A7SY86
272623.L0031	A0A0A7SZF1
272623.L0422	A0A0A7SXG1
272623.L64175	A0A0A7T0H3
272623.L0254	A0A0A7T0N9
272623.L0400	A0A0A7T2I1
272623.L22691	A0A0A7T3Y0
272623.L0341	A0A0A7T693
272623.L112353	A0A0A7T7H1
272623.L0337	A0A0A7T977
272623.L195271	A0A0A7T683
272623.L0265	A0A0A7SXT3
272623.L43452	A0A0A7SYV4
272623.L9876	A0A0A7T5R3
272623.L7612	A0A0A7T4D8
272623.L194226	A0A0A7T0W7
272623.L0238	A0A0A7T0Z1
272623.L155408	A0A0A7T154
272623.L75267	A0A0A7T1I7
272623.L0260	A0A0A7SXT2
272623.L153665	A0A0A7T2Z9
272623.L21264	A0A0A7SXG2
272623.L16806	A0A0A7SYA1
272623.L0141	A0A0A7SYC8
272623.L92464	A0A0A7SZT7
272623.L145301	A0A0A7SYZ3
272623.L126998	A0A0A7T2I3
272623.L112352	A0A0A7SYG9
272623.L146384	A0A0A7T4W4
272623.L27865	A0A0A7SY41
272623.L102062	A0A0A7T299
272623.L0409	A0A0A7T4L5
272623.L165684	A0A0A7T1C0
272623.L61866	A0A0A7T373
272623.L71486	A0A0A7T0L9
272623.L182006	A0A0A7T0R1
272623.L107468	A0A0A7T333
272623.L144535	A0A0A7T7J9
272623.L116299	A0A0A7T143
272623.L148513	A0A0A7T7K2
272623.L157237	A0A0A7T8D1
272623.L174076	A0A0A7SY70
272623.L73210	A0A0A7SX23
272623.L98310	A0A0A7SZZ9
272623.L0151	A0A0A7T0G7
272623.L54040	A0A0A7T0Z0
272623.L112776	A0A0A7T3M0
272623.L15012	A0A0A7T042
272623.L0059	A0A0A7T185
272623.L3279	A0A0A7T0S9
272623.L185031	A0A0A7SZC1
272623.L29314	A0A0A7T4G1
272623.L91807	A0A0A7SZC4
272623.L79329	A0A0A7T4I8
272623.L11729	Q933M0
272623.L193421	A0A0A7SZR5
272623.L170990	A0A0A7T4Q6
272623.L176579	A0A0A7T314
272623.L62931	A0A0A7T267
272623.L107270	A0A0A7T7G7
272623.L16147	A0A0A7SYY5
272623.L187329	A0A0A7T2A0
272623.L65440	A0A0A7T2Q2
272623.L12912	A0A0A7SWX7
272623.L95210	A0A0A7SZC9
272623.L161888	A0A0A7T6I4
272623.L198940	A0A0A7SZ35
272623.L67872	A0A0A7T3Z6
272623.L31711	A0A0A7T350
272623.L192043	A0A0A7T2T1
272623.L182799	T2KG73
272623.L150205	A0A0A7SZN6
272623.L189822	A0A0A7SZ24
272623.L103652	A0A0A7T960
272623.L114884	A0A0A7SZ92
272623.L20481	A0A0A7T1G1
272623.L94890	I1Y9Z2
272623.L0111	I1Y9Y8
272623.L139276	A0A0A7T650
272623.L145357	A0A0A7SYR6
272623.L43651	A0A0A7SY49
272623.L148007	A0A0A7SX67
272623.L0226	G3ACY9
272623.L189448	A0A0A7SXZ7
272623.L61397	A0A0A7T448
272623.L200051	Q25AY2
272623.L84494	A0A0A7T4J2
272623.L199206	A0A0A7T189
272623.L183494	A0A0A7T720
272623.L88801	A0A0A7SXL7
272623.L30663	A0A0A7SXE9
272623.L138484	G3ACY4
272623.L181807	A0A0A7T295
272623.L48287	A0A0A7T0Y7
272623.L185472	A0A0A7SY81
272623.L14951	A0A0A7T286
272623.L63985	A0A0A7T0F1
272623.L73160	A0A0A7SYJ2
272623.L200016	A0A0A7T3P9
272623.L181439	A0A0A7T0C8
272623.L107379	A0A0A7T2M1
272623.L195067	A0A0A7SZJ9
272623.L194854	A0A0A7T5P0
272623.L169783	A0A0A7T4D7
272623.L175880	A0A0A7T0Z3
272623.L0464	Q9CB05
272623.L51368	Q9CB09
272623.L0463	Q9CB04
272623.L51101	Q9CB16
272623.L21385	Q9CB07
272623.L47585	Q9CB08
272623.L47334	Q7DAW7
272623.L0472	Q9CB06
272623.L0440	Q7DAW1
272623.L0455	Q9CB15
272623.L138554	Q9CB10
272623.L87010	Q7DAW0
272623.L38510	Q7DAX3
272623.L27434	Q9CB12
272623.L0456	Q9CB11
272623.L199247	Q9CB13
272623.L193734	A0A089XKH1
272623.L0337	Q9CDG2
272623.L119780	Q9CGI6
272623.L0284	Q9CEK5
272623.L187716	Q9CHX1
272623.L48154	Q9CGR8
272623.L0292	Q9CEE5
272623.L0283	Q9CH36
272623.L65675	Q9CH90
272623.L26998	Q9CIY0
272623.L187016	Q9CGY2
272623.L56208	Q9CIU8
272623.L15552	Q9CFT7
272623.L0154	Q9CFK8
272623.L145267	Q9CIL2
272623.L53699	Q9CDN4
272623.L55584	Q9CF67
272623.L129753	Q9CFH9
272623.L45694	Q9CFQ1
272623.L0124	Q9CIG6
272623.L28204	Q9CIX8
272623.L196579	Q9CIG9
272623.L167555	Q9CIJ3
272623.L136652	Q9CG08
272623.L18129	Q9CGV4
272623.L111162	Q9CGJ2
272623.L20815	Q9CGV0
272623.L5196	Q9CES2
272623.L179409	Q9CHG2
272623.L0301	Q9CFP4
