9913.ENSBTAP00000022411	P68250
9913.ENSBTAP00000001463	Q9TRM1
9913.ENSBTAP00000034480	G3X7L5
9913.ENSBTAP00000013979	E1B7R2
9913.ENSBTAP00000001562	E1BB54
9913.ENSBTAP00000023089	E1BCS5
9913.ENSBTAP00000003404	E1BDE1
9913.ENSBTAP00000051132	E1BDK4
9913.ENSBTAP00000009613	E1BEA2
9913.ENSBTAP00000006041	E1BFG7
9913.ENSBTAP00000004281	E1BFV9
9913.ENSBTAP00000017129	E1BGQ7
9913.ENSBTAP00000017324	E1BLF4
9913.ENSBTAP00000026756	E1BNV1
9913.ENSBTAP00000029315	E1BPJ8
9913.ENSBTAP00000015889	G1K1L8
9913.ENSBTAP00000019585	G1K1R3
9913.ENSBTAP00000054324	G3MXQ6
9913.ENSBTAP00000023670	G3X7C1
9913.ENSBTAP00000047192	G3X829
9913.ENSBTAP00000007682	G5E574
9913.ENSBTAP00000010109	G5E590
9913.ENSBTAP00000043949	M5FMV8
9913.ENSBTAP00000025418	E1B7H2
9913.ENSBTAP00000014373	E1B8L3
9913.ENSBTAP00000018228	E1B9Y6
9913.ENSBTAP00000001733	E1BAR9
9913.ENSBTAP00000047568	E1BCK3
9913.ENSBTAP00000017629	E1BE98
9913.ENSBTAP00000003881	E1BF40
9913.ENSBTAP00000009943	E1BGJ3
9913.ENSBTAP00000017544	E1BGK2
9913.ENSBTAP00000024649	E1BHS6
9913.ENSBTAP00000047689	E1BJX7
9913.ENSBTAP00000003584	E1BKN0
9913.ENSBTAP00000034107	E1BM65
9913.ENSBTAP00000054328	E1BNP0
9913.ENSBTAP00000055796	E1BNY5
9913.ENSBTAP00000053480	E1BP16
9913.ENSBTAP00000027101	E1BPD9
9913.ENSBTAP00000055431	Q3T179
9913.ENSBTAP00000031125	Q3YFG5
9913.ENSBTAP00000029890	Q4JHI2
9913.ENSBTAP00000000397	A2VE03
9913.ENSBTAP00000017867	E1B7F4
9913.ENSBTAP00000025419	E1B7G7
9913.ENSBTAP00000001343	E1B955
9913.ENSBTAP00000040562	E1B977
9913.ENSBTAP00000050911	E1B9S3
9913.ENSBTAP00000040512	E1BAZ4
9913.ENSBTAP00000008806	E1BCH8
9913.ENSBTAP00000046531	E1BDF1
9913.ENSBTAP00000050501	G5E6C2
9913.ENSBTAP00000056380	G5E6N6
9913.ENSBTAP00000005845	Q1LZG9
9913.ENSBTAP00000021860	Q3T0H5
9913.ENSBTAP00000020912	Q3T152
9913.ENSBTAP00000042889	Q3T185
9913.ENSBTAP00000025999	E1B7S0
9913.ENSBTAP00000020842	E1BBR7
9913.ENSBTAP00000027433	E1BCT3
9913.ENSBTAP00000043907	E1BE68
9913.ENSBTAP00000049201	E1BE75
9913.ENSBTAP00000051501	E1BE84
9913.ENSBTAP00000017607	E1BEQ4
9913.ENSBTAP00000053558	E1BF05
9913.ENSBTAP00000044319	E1BFB6
9913.ENSBTAP00000051069	E1BFM3
9913.ENSBTAP00000027767	E1BGF1
9913.ENSBTAP00000012060	E1BLS1
9913.ENSBTAP00000003076	E1BLT9
9913.ENSBTAP00000002585	E1BM49
9913.ENSBTAP00000053608	E1BMN2
9913.ENSBTAP00000046048	E1BMY0
9913.ENSBTAP00000053524	E1BNH9
9913.ENSBTAP00000003234	E1BNS9
9913.ENSBTAP00000027060	E1BPZ7
9913.ENSBTAP00000007107	A0A060INZ0
9913.ENSBTAP00000004245	G5E543
9913.ENSBTAP00000016349	G5E5F3
9913.ENSBTAP00000028846	G5E5S0
9913.ENSBTAP00000029223	G5E5S5
9913.ENSBTAP00000037043	G5E5X2
9913.ENSBTAP00000056598	G5E6N2
9913.ENSBTAP00000027831	F1MD96
9913.ENSBTAP00000034982	F1ME81
9913.ENSBTAP00000034918	F1MEM9
9913.ENSBTAP00000049584	F1MIF7
9913.ENSBTAP00000055097	F1MVD8
9913.ENSBTAP00000047932	F1MWL9
9913.ENSBTAP00000045026	F1MB26
9913.ENSBTAP00000036258	F1MC09
9913.ENSBTAP00000029052	F1MCQ8
9913.ENSBTAP00000006568	F1MNL5
9913.ENSBTAP00000053336	F1MQ83
9913.ENSBTAP00000014881	F1MXJ7
9913.ENSBTAP00000042746	F1MZ97
9913.ENSBTAP00000019280	F1N1C8
9913.ENSBTAP00000052789	F1N2X5
9913.ENSBTAP00000021483	F1N311
9913.ENSBTAP00000021196	F1N6Q1
9913.ENSBTAP00000050823	F1N7N5
9913.ENSBTAP00000034715	F1MER9
9913.ENSBTAP00000010899	F1MGF9
9913.ENSBTAP00000049505	F1MHZ6
9913.ENSBTAP00000055904	F1MIP2
9913.ENSBTAP00000006271	F1MK58
9913.ENSBTAP00000006240	F1MKB9
9913.ENSBTAP00000018208	F1MKC8
9913.ENSBTAP00000018584	F1MKQ9
9913.ENSBTAP00000010125	F1MLG2
9913.ENSBTAP00000025767	F1MLJ5
9913.ENSBTAP00000022347	F1MM00
9913.ENSBTAP00000053205	F1MM15
9913.ENSBTAP00000018782	F1MNI3
9913.ENSBTAP00000041426	F1MNT3
9913.ENSBTAP00000015122	F1MP51
9913.ENSBTAP00000015106	F1MP55
9913.ENSBTAP00000000923	F1MS51
9913.ENSBTAP00000025245	F1MTF1
9913.ENSBTAP00000018050	F1MTV5
9913.ENSBTAP00000020360	F1MTZ4
9913.ENSBTAP00000020088	F1MVN8
9913.ENSBTAP00000023729	F1MX52
9913.ENSBTAP00000009407	F1MX66
9913.ENSBTAP00000023577	F1N0I2
9913.ENSBTAP00000007749	F1N1K9
9913.ENSBTAP00000007273	F1N1S9
9913.ENSBTAP00000002637	F1N344
9913.ENSBTAP00000045756	F1N3A8
9913.ENSBTAP00000026348	F1N3Q4
9913.ENSBTAP00000014447	F1N4A2
9913.ENSBTAP00000014437	F1N4H8
9913.ENSBTAP00000054057	F1N541
9913.ENSBTAP00000015476	F1N7A0
9913.ENSBTAP00000024578	F1N7L8
9913.ENSBTAP00000046261	F1MIJ0
9913.ENSBTAP00000049868	F1MNY6
9913.ENSBTAP00000049040	F1MV49
9913.ENSBTAP00000035741	F1MWX3
9913.ENSBTAP00000023310	F1MZ10
9913.ENSBTAP00000042216	F1N0G2
9913.ENSBTAP00000007718	F1N1L7
9913.ENSBTAP00000002893	F1N232
9913.ENSBTAP00000033274	F1N5Z6
9913.ENSBTAP00000027369	F1N7B6
9913.ENSBTAP00000012576	F1N7I9
9913.ENSBTAP00000001704	C7FE01
9913.ENSBTAP00000045061	F1MAU3
9913.ENSBTAP00000043040	F1MDR6
9913.ENSBTAP00000034950	F1MEI3
9913.ENSBTAP00000049212	F1MFV0
9913.ENSBTAP00000031440	F1MHG9
9913.ENSBTAP00000018902	F1ML83
9913.ENSBTAP00000053303	F1MQK6
9913.ENSBTAP00000013139	F1MTW8
9913.ENSBTAP00000044264	F1MU15
9913.ENSBTAP00000049174	F1MU72
9913.ENSBTAP00000004874	F1MV76
9913.ENSBTAP00000051108	F1MXN3
9913.ENSBTAP00000004316	F1MZC5
9913.ENSBTAP00000011273	F1N0S8
9913.ENSBTAP00000011267	F1N0T8
9913.ENSBTAP00000007836	F1N0X5
9913.ENSBTAP00000045473	F1N2Z0
9913.ENSBTAP00000033929	F1N376
9913.ENSBTAP00000021342	F1N5F2
9913.ENSBTAP00000048518	F1N7M4
9913.ENSBTAP00000028616	A0JNJ6
9913.ENSBTAP00000053689	A0JNP6
9913.ENSBTAP00000001465	A5PJB0
9913.ENSBTAP00000015850	A7MBC6
9913.ENSBTAP00000000470	A7YWS3
9913.ENSBTAP00000025849	A8E4P4
9913.ENSBTAP00000007107	F6K7I7
9913.ENSBTAP00000029559	Q50HZ9
9913.ENSBTAP00000055511	Q9TPM2
9913.ENSBTAP00000055864	G3N1W0
9913.ENSBTAP00000056110	G3N2J5
9913.ENSBTAP00000016106	A4IFD4
9913.ENSBTAP00000047423	B1PK18
9913.ENSBTAP00000055235	Q08DS4
9913.ENSBTAP00000004279	W0LV44
9913.ENSBTAP00000055607	A9UEA9
9913.ENSBTAP00000001762	Q6PVY4
9913.ENSBTAP00000025597	Q862M0
9913.ENSBTAP00000002795	A3RLY6
9913.ENSBTAP00000023969	Q7YRQ3
9913.ENSBTAP00000016233	Q862N5
9913.ENSBTAP00000018774	Q9TVB3
9913.ENSBTAP00000056136	A6QM08
9913.ENSBTAP00000042854	A6QNZ2
9913.ENSBTAP00000054736	G3MYU7
9913.ENSBTAP00000054985	G3MZI7
9913.ENSBTAP00000018278	Q8MKD2
9913.ENSBTAP00000004411	A6QNV2
9913.ENSBTAP00000055682	F1N579
9913.ENSBTAP00000054725	G3MYT6
9913.ENSBTAP00000054742	G3MYV3
9913.ENSBTAP00000055303	G3N0E3
9913.ENSBTAP00000055393	G3N0M7
9913.ENSBTAP00000056210	G3N2U0
9913.ENSBTAP00000005331	A1A4R7
9913.ENSBTAP00000019422	M5FHN8
9913.ENSBTAP00000053267	O18962
9913.ENSBTAP00000015839	O77765
9913.ENSBTAP00000000486	P79128
9913.ENSBTAP00000017997	Q8SQ33
9913.ENSBTAP00000039446	Q8SQE1
9913.ENSBTAP00000052338	Q9TR23
9913.ENSBTAP00000029285	A1A4I2
9913.ENSBTAP00000030639	S4UWW2
9913.ENSBTAP00000024988	B5AGS9
9913.ENSBTAP00000054171	G3MXA7
9913.ENSBTAP00000054381	G3MXW0
9913.ENSBTAP00000020608	G8XUV2
9913.ENSBTAP00000018708	J9QDG0
9913.ENSBTAP00000045443	F1N2Z9
9913.ENSBTAP00000002887	Q6L6S6
9913.ENSBTAP00000007603	O97625
9913.ENSBTAP00000004835	Q2TBL1
9913.ENSBTAP00000014256	E1BAL2
9913.ENSBTAP00000007879	E1BCR2
9913.ENSBTAP00000023487	E1BEM1
9913.ENSBTAP00000043371	E1BI27
9913.ENSBTAP00000048590	E1BJ20
9913.ENSBTAP00000000106	E1BKH6
9913.ENSBTAP00000055365	G3N0K2
9913.ENSBTAP00000015469	G3X6X8
9913.ENSBTAP00000039003	A5LIP3
9913.ENSBTAP00000013695	E1B777
9913.ENSBTAP00000000845	E1B8S1
9913.ENSBTAP00000044714	E1BBA7
9913.ENSBTAP00000018503	E1BC33
9913.ENSBTAP00000053777	E1BC50
9913.ENSBTAP00000053657	E1BE26
9913.ENSBTAP00000016331	E1BEI3
9913.ENSBTAP00000028716	E1BEZ9
9913.ENSBTAP00000012351	E1BF23
9913.ENSBTAP00000003781	E1BGX0
9913.ENSBTAP00000008891	E1BL45
9913.ENSBTAP00000054665	G5E5A2
9913.ENSBTAP00000018143	Q29RN7
9913.ENSBTAP00000024404	Q29RS2
9913.ENSBTAP00000041113	Q2T9Q9
9913.ENSBTAP00000001704	Q6LEB5
9913.ENSBTAP00000033456	E1B999
9913.ENSBTAP00000012942	E1B9U0
9913.ENSBTAP00000055778	E1BAB8
9913.ENSBTAP00000029400	E1BJ04
9913.ENSBTAP00000016071	E1BJD9
9913.ENSBTAP00000003143	E1BPF2
9913.ENSBTAP00000054504	G3MY76
9913.ENSBTAP00000056616	G3N3V3
9913.ENSBTAP00000056349	G5E6R6
9913.ENSBTAP00000005289	F1MFB5
9913.ENSBTAP00000005554	F1MSQ8
9913.ENSBTAP00000017511	F1MSR4
9913.ENSBTAP00000011931	F1MXN0
9913.ENSBTAP00000028134	F1N005
9913.ENSBTAP00000014868	F1N235
9913.ENSBTAP00000052444	F1N5W6
9913.ENSBTAP00000043341	F1MCQ2
9913.ENSBTAP00000006409	F1MIJ4
9913.ENSBTAP00000006187	F1MK01
9913.ENSBTAP00000032513	F1MKB1
9913.ENSBTAP00000051685	F1MKK8
9913.ENSBTAP00000018986	F1MKY4
9913.ENSBTAP00000025763	F1MLU9
9913.ENSBTAP00000010387	F1MLZ1
9913.ENSBTAP00000015153	F1MP30
9913.ENSBTAP00000052186	F1MQT2
9913.ENSBTAP00000035935	F1MX14
9913.ENSBTAP00000023952	F1MX24
9913.ENSBTAP00000023314	F1MZ08
9913.ENSBTAP00000040847	F1N4Q7
9913.ENSBTAP00000033594	F1N4S5
9913.ENSBTAP00000043087	F1MD79
9913.ENSBTAP00000024487	F1MDW1
9913.ENSBTAP00000034910	F1MEX4
9913.ENSBTAP00000053845	F1MF18
9913.ENSBTAP00000005275	F1MFI5
9913.ENSBTAP00000015785	F1MFS5
9913.ENSBTAP00000010721	F1MH03
9913.ENSBTAP00000017189	F1MH56
9913.ENSBTAP00000006196	F1MJA6
9913.ENSBTAP00000018984	F1MKY5
9913.ENSBTAP00000015261	F1ML32
9913.ENSBTAP00000039261	F1MPT2
9913.ENSBTAP00000006656	F1MQC0
9913.ENSBTAP00000012797	F1MRC2
9913.ENSBTAP00000043922	F1MSV5
9913.ENSBTAP00000002317	F1N2J4
9913.ENSBTAP00000004780	F1N447
9913.ENSBTAP00000042111	F1N4L2
9913.ENSBTAP00000017944	F1N6P6
9913.ENSBTAP00000017886	F1N7X8
9913.ENSBTAP00000052239	F1N7Z3
9913.ENSBTAP00000053148	U3GTN2
9913.ENSBTAP00000025832	G9HQX6
9913.ENSBTAP00000005508	Q2KJ80
9913.ENSBTAP00000015484	A0JNI0
9913.ENSBTAP00000025109	A0JNK8
9913.ENSBTAP00000027167	A0JNL7
9913.ENSBTAP00000012519	A7YWB6
9913.ENSBTAP00000019612	A8KC83
9913.ENSBTAP00000043245	M0QW36
9913.ENSBTAP00000007764	O18980
9913.ENSBTAP00000017080	Q862N0
9913.ENSBTAP00000007014	Q865L4
9913.ENSBTAP00000055143	G3MZY9
9913.ENSBTAP00000051068	H9ZHP8
9913.ENSBTAP00000026257	A4IFH3
9913.ENSBTAP00000032384	A4URH1
9913.ENSBTAP00000036917	Q9TV94
9913.ENSBTAP00000041324	Q17QF3
9913.ENSBTAP00000055243	Q27962
9913.ENSBTAP00000001588	Q2KIV6
9913.ENSBTAP00000016524	Q75PR5
9913.ENSBTAP00000012351	Q32LP3
9913.ENSBTAP00000007764	Q70I51
9913.ENSBTAP00000006094	Q9TR04
9913.ENSBTAP00000026377	A6QNW3
9913.ENSBTAP00000053900	G3MWJ9
9913.ENSBTAP00000053972	G3MWR9
9913.ENSBTAP00000054805	G3MZ15
9913.ENSBTAP00000055109	G3MZV5
9913.ENSBTAP00000014005	Q32PA6
9913.ENSBTAP00000025852	Q58CP3
9913.ENSBTAP00000053148	T1QFU9
9913.ENSBTAP00000054777	G3MYY8
9913.ENSBTAP00000054999	G3MZK0
9913.ENSBTAP00000055213	G3N057
9913.ENSBTAP00000055847	G3N1U4
9913.ENSBTAP00000002972	G3N2K4
9913.ENSBTAP00000006410	M5FJV6
9913.ENSBTAP00000004843	A5PJL6
9913.ENSBTAP00000044248	O19129
9913.ENSBTAP00000005018	Q1JP69
9913.ENSBTAP00000014072	Q30265
9913.ENSBTAP00000006828	Q58CT1
9913.ENSBTAP00000026100	Q5J7T1
9913.ENSBTAP00000003953	Q9TU78
9913.ENSBTAP00000009967	V9VGN8
9913.ENSBTAP00000037483	A6QQE1
9913.ENSBTAP00000022821	A7MB26
9913.ENSBTAP00000010530	Q56GY8
9913.ENSBTAP00000019767	G8JKX8
9913.ENSBTAP00000010315	J9UPZ9
9913.ENSBTAP00000054571	Q24LN2
9913.ENSBTAP00000005088	Q5DU91
9913.ENSBTAP00000055968	A6H780
9913.ENSBTAP00000021730	F1N420
9913.ENSBTAP00000026621	Q0VC49
9913.ENSBTAP00000028479	Q2T9R5
9913.ENSBTAP00000053941	G3MWN8
9913.ENSBTAP00000054590	G3MYF8
9913.ENSBTAP00000047017	G3N1X7
9913.ENSBTAP00000056243	G3N2X2
9913.ENSBTAP00000028262	Q3SZ95
9913.ENSBTAP00000013603	E1B780
9913.ENSBTAP00000015438	E1BDA6
9913.ENSBTAP00000053691	E1BE01
9913.ENSBTAP00000029461	E1BIE3
9913.ENSBTAP00000043221	E1BKJ0
9913.ENSBTAP00000010329	E1BP24
9913.ENSBTAP00000025582	G0TC76
9913.ENSBTAP00000027039	G3X7G3
9913.ENSBTAP00000032458	G3X7J4
9913.ENSBTAP00000038716	G3X7M8
9913.ENSBTAP00000056395	G3X8G3
9913.ENSBTAP00000047045	G5E628
9913.ENSBTAP00000053148	Q1P9Q0
9913.ENSBTAP00000040011	Q3T002
9913.ENSBTAP00000012938	Q7YRB0
9913.ENSBTAP00000018816	E1B6Z5
9913.ENSBTAP00000040256	E1B870
9913.ENSBTAP00000052626	E1B8L7
9913.ENSBTAP00000007111	E1B9K4
9913.ENSBTAP00000025708	E1BAY6
9913.ENSBTAP00000049522	E1BBG9
9913.ENSBTAP00000008333	E1BC40
9913.ENSBTAP00000016859	E1BCD8
9913.ENSBTAP00000013299	E1BE83
9913.ENSBTAP00000047884	E1BF26
9913.ENSBTAP00000013177	E1BGL4
9913.ENSBTAP00000025035	E1BJ10
9913.ENSBTAP00000053857	E1BJI4
9913.ENSBTAP00000053210	E1BMG7
9913.ENSBTAP00000048103	E1BMQ2
9913.ENSBTAP00000007328	E1BMS5
9913.ENSBTAP00000015318	E1BMZ8
9913.ENSBTAP00000038739	E1BNU5
9913.ENSBTAP00000022279	E1BPK4
9913.ENSBTAP00000045737	E1BPU7
9913.ENSBTAP00000019468	E1BPY0
9913.ENSBTAP00000021753	E1BQ02
9913.ENSBTAP00000038122	G3MXP2
9913.ENSBTAP00000017372	Q2F6J8
9913.ENSBTAP00000054331	G3MXR2
9913.ENSBTAP00000026549	G3N1K0
9913.ENSBTAP00000007694	G5E575
9913.ENSBTAP00000028897	G5E5S1
9913.ENSBTAP00000044770	G5E5Z6
9913.ENSBTAP00000048982	G5E688
9913.ENSBTAP00000050128	G5E6B7
9913.ENSBTAP00000039908	F1MBJ2
9913.ENSBTAP00000052366	F1MFF8
9913.ENSBTAP00000034709	F1MGX4
9913.ENSBTAP00000018162	F1MJA9
9913.ENSBTAP00000054526	F1MLR8
9913.ENSBTAP00000053522	F1MQI0
9913.ENSBTAP00000012786	F1MRD4
9913.ENSBTAP00000007268	F1N1T8
9913.ENSBTAP00000052695	F1N3X1
9913.ENSBTAP00000026321	F1N4C3
9913.ENSBTAP00000039906	F1MBJ3
9913.ENSBTAP00000029340	F1MC45
9913.ENSBTAP00000003862	F1MDR8
9913.ENSBTAP00000003766	F1MFZ5
9913.ENSBTAP00000048799	F1MG47
9913.ENSBTAP00000012316	F1MGT3
9913.ENSBTAP00000027695	F1MHU9
9913.ENSBTAP00000018189	F1MIR3
9913.ENSBTAP00000020482	F1MJA2
9913.ENSBTAP00000051787	F1MJB8
9913.ENSBTAP00000025417	F1MJQ7
9913.ENSBTAP00000022090	F1MM90
9913.ENSBTAP00000041165	F1MN31
9913.ENSBTAP00000013942	F1MN51
9913.ENSBTAP00000001944	F1MNG6
9913.ENSBTAP00000027120	F1MP34
9913.ENSBTAP00000013826	F1MPQ4
9913.ENSBTAP00000006689	F1MQ25
9913.ENSBTAP00000049798	F1MQD8
9913.ENSBTAP00000020024	F1MW90
9913.ENSBTAP00000028636	F1MXQ8
9913.ENSBTAP00000004686	F1MXR3
9913.ENSBTAP00000004672	F1MXS0
9913.ENSBTAP00000011616	F1MYX8
9913.ENSBTAP00000016000	F1N038
9913.ENSBTAP00000011595	F1N0P9
9913.ENSBTAP00000054790	F1N2B3
9913.ENSBTAP00000045902	F1N380
9913.ENSBTAP00000002400	F1N4S4
9913.ENSBTAP00000019160	F1N4V9
9913.ENSBTAP00000014160	F1N6L1
9913.ENSBTAP00000021199	F1N6Q0
9913.ENSBTAP00000034586	F1N6V5
9913.ENSBTAP00000010514	F1N742
9913.ENSBTAP00000043054	A7Y456
9913.ENSBTAP00000015679	Q8HXS0
9913.ENSBTAP00000046488	Q9TVA5
9913.ENSBTAP00000021398	A0JNB9
9913.ENSBTAP00000030265	A0JNE2
9913.ENSBTAP00000010347	A1L5B3
9913.ENSBTAP00000028721	A8QQM6
9913.ENSBTAP00000013922	A9CSS1
9913.ENSBTAP00000001192	Q2KIZ0
9913.ENSBTAP00000049152	A4FUZ8
9913.ENSBTAP00000043063	D4QBB3
9913.ENSBTAP00000056521	G3N3L6
9913.ENSBTAP00000005656	Q2YDE6
9913.ENSBTAP00000020272	Q17QK4
9913.ENSBTAP00000016194	O46780
9913.ENSBTAP00000028637	Q32LG9
9913.ENSBTAP00000010719	Q58CY9
9913.ENSBTAP00000041645	A3QU33
9913.ENSBTAP00000000396	A4FV94
9913.ENSBTAP00000022558	A6QNJ8
9913.ENSBTAP00000054524	G3MY95
9913.ENSBTAP00000055191	G3N036
9913.ENSBTAP00000055327	G3N0G6
9913.ENSBTAP00000055468	G3N0U9
9913.ENSBTAP00000056006	G3N296
9913.ENSBTAP00000001400	L8B5P3
9913.ENSBTAP00000026834	Q58CS3
9913.ENSBTAP00000037356	M5FK59
9913.ENSBTAP00000027260	Q1JPB7
9913.ENSBTAP00000027388	Q3KUS5
9913.ENSBTAP00000053147	Q85E88
9913.ENSBTAP00000054137	G3MX77
9913.ENSBTAP00000002650	G8JKV6
9913.ENSBTAP00000006985	A5D966
9913.ENSBTAP00000054060	G3MX02
9913.ENSBTAP00000054203	G3MXD8
9913.ENSBTAP00000011477	G3MXF5
9913.ENSBTAP00000054305	G3MXN7
9913.ENSBTAP00000054437	G3MY12
9913.ENSBTAP00000054450	G3MY24
9913.ENSBTAP00000017150	F2Z4I5
9913.ENSBTAP00000054026	Q0VC56
9913.ENSBTAP00000000367	F1MGS2
9913.ENSBTAP00000008802	F2Y8Y4
9913.ENSBTAP00000054651	Q0VCT6
9913.ENSBTAP00000041649	Q0VD46
9913.ENSBTAP00000005621	Q9BDH1
9913.ENSBTAP00000034180	H6V7B3
9913.ENSBTAP00000016055	Q3SZK7
9913.ENSBTAP00000001891	B8Y6C2
9913.ENSBTAP00000001886	B8YG99
9913.ENSBTAP00000008390	G3X6L1
9913.ENSBTAP00000056382	G3X8F1
9913.ENSBTAP00000004245	Q3SZE6
9913.ENSBTAP00000028751	E1BEG4
9913.ENSBTAP00000008715	E1BEI5
9913.ENSBTAP00000050107	E1BFV7
9913.ENSBTAP00000037196	E1BFY5
9913.ENSBTAP00000020193	E1BK78
9913.ENSBTAP00000046176	E1BLW6
9913.ENSBTAP00000004659	G5E560
9913.ENSBTAP00000020009	Q1PBC8
9913.ENSBTAP00000012054	Q3ZCC6
9913.ENSBTAP00000014437	A0FKN7
9913.ENSBTAP00000010056	E1B7D3
9913.ENSBTAP00000052781	E1B7E8
9913.ENSBTAP00000053135	E1B7X2
9913.ENSBTAP00000018130	E1B8W2
9913.ENSBTAP00000053065	E1B9E7
9913.ENSBTAP00000007126	E1B9G4
9913.ENSBTAP00000017778	E1BA50
9913.ENSBTAP00000018418	E1BB83
9913.ENSBTAP00000017906	E1BBI3
9913.ENSBTAP00000028831	E1BCC7
9913.ENSBTAP00000051193	E1BD01
9913.ENSBTAP00000028778	E1BEE6
9913.ENSBTAP00000016226	E1BGB7
9913.ENSBTAP00000042949	E1BGV8
9913.ENSBTAP00000020297	E1BHS1
9913.ENSBTAP00000015643	E1BIA7
9913.ENSBTAP00000025085	E1BIH4
9913.ENSBTAP00000006118	E1BJJ0
9913.ENSBTAP00000019915	E1BKM1
9913.ENSBTAP00000006896	E1BMX9
9913.ENSBTAP00000003325	E1BN14
9913.ENSBTAP00000041539	E1BNL0
9913.ENSBTAP00000029307	F1MC75
9913.ENSBTAP00000005220	F1MFL6
9913.ENSBTAP00000043264	F1MG84
9913.ENSBTAP00000040374	F1MGI9
9913.ENSBTAP00000006382	F1MIZ1
9913.ENSBTAP00000053266	F1MLR5
9913.ENSBTAP00000006795	F1MNI9
9913.ENSBTAP00000027161	F1MNQ3
9913.ENSBTAP00000039110	F1MNT2
9913.ENSBTAP00000015290	F1MQH8
9913.ENSBTAP00000005785	F1MSG9
9913.ENSBTAP00000047865	F1MV90
9913.ENSBTAP00000016972	F1MWJ9
9913.ENSBTAP00000021492	F1N303
9913.ENSBTAP00000002017	F1N6E1
9913.ENSBTAP00000010480	F1MN83
9913.ENSBTAP00000012210	F1MCM3
9913.ENSBTAP00000003525	F1MCY7
9913.ENSBTAP00000010779	F1MER5
9913.ENSBTAP00000000447	F1MET0
9913.ENSBTAP00000012110	F1MFE0
9913.ENSBTAP00000036314	F1MGQ7
9913.ENSBTAP00000006351	F1MJ53
9913.ENSBTAP00000013637	F1MKS7
9913.ENSBTAP00000010106	F1MLQ7
9913.ENSBTAP00000053484	F1MMF4
9913.ENSBTAP00000022486	F1MMP2
9913.ENSBTAP00000015194	F1MND2
9913.ENSBTAP00000024854	F1MRA9
9913.ENSBTAP00000024848	F1MRG9
9913.ENSBTAP00000017673	F1MSU6
9913.ENSBTAP00000048582	F1MSY7
9913.ENSBTAP00000002142	F1MTI7
9913.ENSBTAP00000028218	F1MY68
9913.ENSBTAP00000030229	F1MYU5
9913.ENSBTAP00000004131	F1N0C3
9913.ENSBTAP00000056347	F1N0D8
9913.ENSBTAP00000004515	F1N0P0
9913.ENSBTAP00000040449	F1N109
9913.ENSBTAP00000038994	F1N141
9913.ENSBTAP00000002456	F1N4I2
9913.ENSBTAP00000021447	F1N4Z7
9913.ENSBTAP00000017445	F1N532
9913.ENSBTAP00000019114	F1N545
9913.ENSBTAP00000002001	F1N6G8
9913.ENSBTAP00000045115	F1N6T1
9913.ENSBTAP00000032113	A8PV39
9913.ENSBTAP00000004603	A0JN68
9913.ENSBTAP00000004836	A1L531
9913.ENSBTAP00000018453	A1L569
9913.ENSBTAP00000018087	A5PK84
9913.ENSBTAP00000053147	A5YMV6
9913.ENSBTAP00000014624	A7U7N7
9913.ENSBTAP00000013929	A7Z032
9913.ENSBTAP00000035289	A8KC74
9913.ENSBTAP00000007922	A8KC82
9913.ENSBTAP00000020676	F6RA54
9913.ENSBTAP00000037548	Q52NW6
9913.ENSBTAP00000013463	G3N0N4
9913.ENSBTAP00000049798	A4GN52
9913.ENSBTAP00000024965	D1MI53
9913.ENSBTAP00000019695	A3KN58
9913.ENSBTAP00000047969	A3R3C0
9913.ENSBTAP00000052134	Q09YM3
9913.ENSBTAP00000033245	Q58DH3
9913.ENSBTAP00000029336	B7TYH9
9913.ENSBTAP00000033207	E1B754
9913.ENSBTAP00000052374	E1B7A3
9913.ENSBTAP00000001478	E1B7L5
9913.ENSBTAP00000020681	E1B844
9913.ENSBTAP00000007216	E1B8R6
9913.ENSBTAP00000006144	E1B8V0
9913.ENSBTAP00000001818	E1B9J2
9913.ENSBTAP00000017965	E1BB39
9913.ENSBTAP00000055535	E1BCI0
9913.ENSBTAP00000047964	E1BCY5
9913.ENSBTAP00000005242	E1BEB3
9913.ENSBTAP00000027878	E1BEK3
9913.ENSBTAP00000020414	E1BEN9
9913.ENSBTAP00000001241	E1BET5
9913.ENSBTAP00000018054	E1BFD0
9913.ENSBTAP00000025175	E1BG38
9913.ENSBTAP00000035838	E1BG43
9913.ENSBTAP00000048286	E1BGS0
9913.ENSBTAP00000023316	E1BGZ5
9913.ENSBTAP00000020291	E1BHS2
9913.ENSBTAP00000017489	E1BIG2
9913.ENSBTAP00000017015	E1BJ48
9913.ENSBTAP00000044170	E1BJN9
9913.ENSBTAP00000045681	E1BM85
9913.ENSBTAP00000022416	E1BNB3
9913.ENSBTAP00000046296	E1BPE9
9913.ENSBTAP00000028584	G5E5R1
9913.ENSBTAP00000032915	G5E5V1
9913.ENSBTAP00000050106	F1MFE3
9913.ENSBTAP00000027681	F1MHV4
9913.ENSBTAP00000023352	F1MYN2
9913.ENSBTAP00000055051	F1N0E0
9913.ENSBTAP00000002696	F1N2N4
9913.ENSBTAP00000007346	F1N2P9
9913.ENSBTAP00000026793	F1N3I3
9913.ENSBTAP00000026212	F1N5J4
9913.ENSBTAP00000021370	F1N5P7
9913.ENSBTAP00000003625	J9JH85
9913.ENSBTAP00000007950	Q32LK5
