208964.PA1024	Q9I4V0
208964.PA5447	O84910
208964.PA0887	B6CW37
208964.PA5427	Q6ZXP6
208964.PA5514	Q6PL65
208964.PA1523	Q6ZXM3
208964.PA3477	G0ZHY4
208964.PA1716	A0A0A8RL81
208964.PA1525	Q6H936
208964.PA4110	C4NY25
208964.PA2427	Q5DIN5
208964.PA1064	A0A0A8RJB0
208964.PA4946	B6CVY9
208964.PA1770	G9L9B3
208964.PA3805	Q51526
208964.PA2191	S5YAV4
208964.PA5514	C6JW00
208964.PA0734	A0A0A8RLU8
208964.PA4110	A0A0A0Q9J1
208964.PA5241	Q9S647
208964.PA1011	A0A0A8RJ49
208964.PA0806	A0A077JPW8
208964.PA1130	D2EDQ5
208964.PA2853	K7PQE2
208964.PA0004	A0A068Q5F7
208964.PA3724	A7LI11
208964.PA5514	C6JVZ6
208964.PA2019	Q9X4N8
208964.PA4175	Q1WEI7
208964.PA0725	Q9I5K3
208964.PA4214	Q7DC81
208964.PA0722	Q9I5K6
208964.PA4921	Q9HUP2
208964.PA4212	Q7DC82
208964.PA1415	Q9I3S9
208964.PA4315	Q9HW86
208964.PA0723	Q9I5K5
208964.PA4213	Q7DC80
208964.PA1454	G3XD64
208964.PA5155	Q9HU29
208964.PA2307	Q9I1G8
208964.PA2124	Q9I1Z1
208964.PA5088	Q9HU95
208964.PA2346	Q9I1D2
208964.PA2443	Q9I139
208964.PA2277	Q9I1J7
208964.PA0716	Q9I5L2
208964.PA5154	Q9HU30
208964.PA3512	Q9HY97
208964.PA0375	Q9I6B9
208964.PA3515	Q9HY94
208964.PA2583	Q9I0Q3
208964.PA2080	Q9I235
208964.PA0212	Q9I6S6
208964.PA0051	Q9I781
208964.PA3770	Q9HXM5
208964.PA4804	Q9HV05
208964.PA0351	Q9I6E2
208964.PA0268	Q9I6M2
208964.PA5520	Q9HT53
208964.PA0324	Q9I6G7
208964.PA0182	Q9I6V0
208964.PA4396	Q9HW10
208964.PA0391	Q9I6A4
208964.PA4638	Q9HVF3
208964.PA4437	Q9HVX8
208964.PA1386	Q9I3V8
208964.PA1452	Q9I3P9
208964.PA0370	Q9I6C4
208964.PA5479	Q9HT91
208964.PA1490	Q9I3M2
208964.PA3415	Q9HYJ0
208964.PA1449	Q9I3Q2
208964.PA3510	Q9HY99
208964.PA0810	Q9I5C9
208964.PA1172	Q9I4G5
208964.PA2449	Q9I133
208964.PA3126	Q9HZ98
208964.PA2409	Q9I172
208964.PA0889	Q9I557
208964.PA4830	Q9HUY0
208964.PA3373	Q9HYM8
208964.PA4711	Q9HV87
208964.PA5377	Q9HTI7
208964.PA3609	Q9HY17
208964.PA0694	Q9I5N2
208964.PA0740	Q9I5I9
208964.PA0244	Q9I6P4
208964.PA3495	Q9HYB4
208964.PA3590	Q9HY36
208964.PA3470	Q9HYD6
208964.PA4556	G3XD43
208964.PA2949	G3XCU7
208964.PA4118	G3XD59
208964.PA3767	Q9HXM8
208964.PA2396	Q9I184
208964.PA5353	Q9HTK5
208964.PA1810	Q9I2T4
208964.PA1740	Q9I2Z7
208964.PA3759	Q9HXN6
208964.PA4800	Q9HV09
208964.PA1759	Q9I2Y0
208964.PA4497	Q9HVS4
208964.PA1702	Q9I328
208964.PA1650	Q9I375
208964.PA3253	Q9HYY7
208964.PA4455	Q9HVW2
208964.PA3801	Q9HXJ6
208964.PA1984	Q9I2C4
208964.PA1351	Q9I3Z3
208964.PA1997	Q9I2B2
208964.PA0331	Q9I6G0
208964.PA4043	Q9HWY4
208964.PA3507	Q9HYA2
208964.PA2202	Q9I1R5
208964.PA2823	Q9I020
208964.PA1346	Q9I3Z8
208964.PA0711	Q9I5L7
208964.PA0143	Q9I6Y9
208964.PA4593	Q9HVJ3
208964.PA4149	Q9HWN2
208964.PA0657	Q9I5R4
208964.PA4699	Q9HV97
208964.PA4886	Q9HUS7
208964.PA0053	Q9I779
208964.PA3066	Q9HZE2
208964.PA2135	Q9I1Y0
208964.PA1581	Q9I3D7
208964.PA1532	Q9I3I1
208964.PA0797	Q9I5E1
208964.PA1844	Q9I2Q1
208964.PA4459	Q9HVV8
208964.PA3024	Q9HZI2
208964.PA0927	Q9I530
208964.PA4354	Q9HW47
208964.PA4311	Q9HW90
208964.PA4065	Q9HWW3
208964.PA0389	Q9I6A6
208964.PA2736	Q9I0A6
208964.PA5551	Q9HT23
208964.PA4367	Q9HW35
208964.PA2552	Q9I0T2
208964.PA1025	Q9I4U9
208964.PA4224	Q9HWG5
208964.PA3970	Q9HX46
208964.PA2105	Q9I210
208964.PA4341	Q9HW60
208964.PA1472	Q9I3P0
208964.PA0868	Q9I573
208964.PA3063	Q9HZE5
208964.PA0692	Q9I5N4
208964.PA3917	Q9HX96
208964.PA3448	Q9HYF8
208964.PA2616	Q9I0M2
208964.PA1540	Q9I3H3
208964.PA3816	Q9HXI6
208964.PA2475	Q9I107
208964.PA4781	Q9HV27
208964.PA3259	Q9HYY1
208964.PA3382	Q9HYL9
208964.PA0939	Q9I519
208964.PA5367	Q9HTJ5
208964.PA3309	Q9HYT5
208964.PA0072	Q9I760
208964.PA2241	Q9I1M8
208964.PA4937	Q9HUM7
208964.PA1467	Q9I3P5
208964.PA4583	Q9HVK1
208964.PA4888	Q9HUS5
208964.PA3919	Q9HX94
208964.PA0507	Q9I611
208964.PA5434	Q9HTD2
208964.PA3629	Q9HY01
208964.PA1960	Q9I2E4
208964.PA1488	Q9I3M4
208964.PA4193	Q9HWI8
208964.PA4745	Q9HV54
208964.PA5502	Q9HT71
208964.PA3315	Q9HYS9
208964.PA2502	Q9I0Y0
208964.PA1163	Q9I4H4
208964.PA1105	Q9I4N0
208964.PA0360	Q9I6D4
208964.PA3049	Q9HZF9
208964.PA2160	Q9I1V5
208964.PA0105	Q9I727
208964.PA1176	Q9I4G1
208964.PA1103	Q9I4N2
208964.PA3950	Q9HX66
208964.PA5356	Q9HTK2
208964.PA3252	Q9HYY8
208964.PA1396	Q9I3U8
208964.PA1020	Q9I4V4
208964.PA1258	Q9I486
208964.PA0557	Q9I5X9
208964.PA2765	Q9I078
208964.PA0317	Q9I6H4
208964.PA1165	Q9I4H2
208964.PA1811	Q9I2T3
208964.PA1089	Q9I4P0
208964.PA2164	Q9I1V1
208964.PA4438	Q9HVX7
208964.PA5008	G3XD48
208964.PA3949	Q9HX67
208964.PA3188	Q9HZ50
208964.PA0559	Q9I5X7
208964.PA3189	Q9HZ49
208964.PA2858	Q9HZY6
208964.PA2323	Q9I1F5
208964.PA4045	Q9HWY3
208964.PA1599	Q9I3C2
208964.PA2059	Q9I256
208964.PA5296	Q9HTQ8
208964.PA2636	Q9I0K2
208964.PA5188	Q9HU01
208964.PA0959	Q9I500
208964.PA0641	Q9I5S5
208964.PA3828	Q9HXH4
208964.PA1027	Q9I4U7
208964.PA0451	Q9I667
208964.PA5518	Q9HT55
208964.PA4540	Q9HVN7
208964.PA2113	Q9I202
208964.PA5180	Q9HU09
208964.PA2340	Q9I1D8
208964.PA3115	Q9HZA6
208964.PA0828	Q9I5B1
208964.PA3988	Q9HX32
208964.PA0575	Q9I5W1
208964.PA2548	Q9I0T6
208964.PA3795	Q9HXK2
208964.PA2035	Q9I280
208964.PA4194	Q9HWI7
208964.PA1099	Q9I4N3
208964.PA1087	Q9I4P2
208964.PA1046	Q9I4S8
208964.PA5398	Q9HTG6
208964.PA3611	Q9HY15
208964.PA0303	Q9I6I8
208964.PA2014	Q9I297
208964.PA1078	Q9I4Q1
208964.PA5418	Q9HTE6
208964.PA2060	Q9I255
208964.PA1293	Q9I451
208964.PA0308	Q9I6I3
208964.PA5050	Q9HUC9
208964.PA3460	Q9HYE6
208964.PA3265	Q9HYX5
208964.PA1341	Q9I403
208964.PA1805	Q9I2T8
208964.PA3264	Q9HYX6
208964.PA4189	Q9HWJ2
208964.PA3618	Q9HY10
208964.PA3198	Q9HZ42
208964.PA0521	G3XD44
208964.PA2982	Q9HZM2
208964.PA2925	Q9HZS2
208964.PA4991	Q9HUH4
208964.PA0027	Q9I7A3
208964.PA4502	Q9HVR9
208964.PA3313	Q9HYT1
208964.PA3150	Q9HZ78
208964.PA0873	Q9I572
208964.PA0862	Q9I579
208964.PA3702	Q9HXT9
208964.PA2413	Q9I168
208964.PA1689	Q9I338
208964.PA0726	Q9I5K2
208964.PA5368	G3XD02
208964.PA4005	Q9HX22
208964.PA3298	Q9HYU5
208964.PA1510	Q9I3K2
208964.PA2503	Q9I0X9
208964.PA1014	Q9I4V9
208964.PA1845	Q9I2Q0
208964.PA1668	Q9I357
208964.PA3197	Q9HZ43
208964.PA1812	Q9I2T2
208964.PA3827	Q9HXH5
208964.PA2437	Q9I145
208964.PA4890	Q9HUS3
208964.PA2209	Q9I1Q8
208964.PA2906	Q9HZU1
208964.PA3908	Q9HXA5
208964.PA3890	Q9HXC3
208964.PA2373	Q9I1A6
208964.PA3660	Q9HXX9
208964.PA2295	Q9I1I0
208964.PA0667	Q9I5Q4
208964.PA0172	Q9I6W0
208964.PA1609	Q9I3B2
208964.PA3915	Q9HX98
208964.PA1803	Q9I2T9
208964.PA0195	Q14T74
208964.PA2988	Q9HZL6
208964.PA1015	Q9I4V8
208964.PA4435	Q9HVY0
208964.PA3234	Q9HZ06
208964.PA2362	Q9I1B7
208964.PA1225	Q9I4B3
208964.PA0440	Q9I677
208964.PA0534	Q9I602
208964.PA2342	Q9I1D6
208964.PA0928	G3XD98
208964.PA1097	G3XCV0
208964.PA2841	Q9I002
208964.PA4924	Q9HUP0
208964.PA3143	Q9HZ84
208964.PA2243	Q9I1M6
208964.PA4763	Q9HV41
208964.PA0294	Q9I6J7
208964.PA0098	Q9I734
208964.PA4504	Q9HVR7
208964.PA0783	Q9I5F5
208964.PA3608	Q9HY18
208964.PA3331	Q9HYR4
208964.PA1749	Q9I2Y8
208964.PA4812	Q14T72
208964.PA2692	Q9I0F0
208964.PA4624	Q9HVG7
208964.PA1447	Q9I3Q4
208964.PA1066	Q9I4Q8
208964.PA3973	Q9HX43
208964.PA5509	Q9HT64
208964.PA4959	Q9HUK6
208964.PA3443	Q9HYG3
208964.PA5499	Q9HT74
208964.PA4644	Q9HVE8
208964.PA1045	Q9I4S9
208964.PA0086	Q9I746
208964.PA5342	Q9HTL6
208964.PA5019	Q9HUF0
208964.PA4179	Q9HWK2
208964.PA1851	Q9I2P4
208964.PA0883	Q9I562
208964.PA0020	Q9I7A7
208964.PA2735	Q9I0A7
208964.PA1645	Q9I380
208964.PA1211	Q9I4C7
208964.PA0994	Q9I4X5
208964.PA1402	Q9I3U2
208964.PA4519	Q9HVQ3
208964.PA2727	Q9I0B5
208964.PA0350	Q9I6E3
208964.PA3484	Q9HYC5
208964.PA2141	Q9I1X4
208964.PA1091	Q9I4N8
208964.PA4195	Q9HWI6
208964.PA3344	Q9HYQ1
208964.PA4899	Q9HUR4
208964.PA2265	Q9I1K8
208964.PA2196	Q9I1S1
208964.PA3383	Q9HYL8
208964.PA0275	Q9I6L5
208964.PA0272	Q9I6L8
208964.PA5288	Q9HTR6
208964.PA4469	Q9HVV0
208964.PA0548	Q9I5Y8
208964.PA3061	Q9HZE7
208964.PA1781	Q9I2W1
208964.PA1367	Q9I3X7
208964.PA5216	Q9HTX4
208964.PA3961	Q9HX55
208964.PA5514	G3XCV9
208964.PA4616	Q9HVH5
208964.PA2317	Q9I1F8
208964.PA3257	Q9HYY3
208964.PA0420	Q9I693
208964.PA1594	Q9I3C7
208964.PA2703	Q9I0D9
208964.PA2400	Q9I181
208964.PA0313	Q9I6H8
208964.PA4539	Q9HVN8
208964.PA3385	G3XCY4
208964.PA0930	Q9I528
208964.PA4715	Q9HV83
208964.PA3679	Q9HXW1
208964.PA1082	Q9I4P7
208964.PA2351	Q9I1C7
208964.PA2334	Q9I1E4
208964.PA0254	Q9I6N5
208964.PA3921	Q9HX92
208964.PA4461	Q9HVV6
208964.PA2734	Q9I0A8
208964.PA2964	Q9HZN6
208964.PA3734	Q9HXQ8
208964.PA5136	Q9HU48
208964.PA2861	Q9HZY3
208964.PA5511	Q9HT62
208964.PA4799	Q9HV10
208964.PA2188	Q9I1S7
208964.PA4059	Q9HWW9
208964.PA4336	Q9HW65
208964.PA5327	Q9HTM8
208964.PA1576	Q9I3E1
208964.PA5501	Q9HT72
208964.PA1690	Q9I337
208964.PA1628	Q9I394
208964.PA0606	Q9I5T2
208964.PA3029	Q9HZH7
208964.PA5156	Q9HU28
208964.PA1326	Q9I418
208964.PA0598	G3XCX9
208964.PA5178	Q9HU11
208964.PA5287	Q9HTR7
208964.PA4915	Q9HUP8
208964.PA4458	Q9HVV9
208964.PA3026	Q9HZI0
208964.PA2776	Q9I067
208964.PA4858	Q9HUV5
208964.PA3060	Q9HZE8
208964.PA4284	Q9HWB6
208964.PA5174	Q9HU15
208964.PA4516	Q9HVQ6
208964.PA1391	Q9I3V3
208964.PA1081	Q9I4P8
208964.PA2032	Q9I283
208964.PA5106	Q9HU77
208964.PA4806	Q9HV03
208964.PA4327	Q9HW74
208964.PA0944	Q9I514
208964.PA3750	Q9HXP4
208964.PA1527	Q9I3I6
208964.PA3073	Q9HZD5
208964.PA2716	Q9I0C6
208964.PA0304	Q9I6I7
208964.PA3888	Q9HXC5
208964.PA3746	Q9HXP8
208964.PA2986	Q9HZL8
208964.PA1621	Q9I3A1
208964.PA0078	Q9I754
208964.PA1347	Q9I3Z7
208964.PA5407	Q9HTF7
208964.PA5086	Q9HU97
208964.PA5017	Q9HUF2
208964.PA3242	Q9HYZ8
208964.PA3588	Q9HY38
208964.PA1181	Q9I4F7
208964.PA3529	Q9HY81
208964.PA5041	G3XCX7
208964.PA0890	G3XCZ5
208964.PA4786	Q9HV22
208964.PA2924	Q9HZS3
208964.PA0240	Q9I6P8
208964.PA1572	Q9I3E5
208964.PA1541	Q9I3H2
208964.PA3531	Q9HY79
208964.PA4538	Q9HVN9
208964.PA4197	Q9HWI4
208964.PA0913	Q9I544
208964.PA4170	Q9HWL1
208964.PA4688	Q9HVA7
208964.PA2036	Q9I279
208964.PA0639	Q9I5S7
208964.PA4112	Q9HWR8
208964.PA5317	Q9HTN7
208964.PA0202	Q9I6T6
208964.PA0782	Q9I5F6
208964.PA0298	Q9I6J3
208964.PA1619	Q9I3A3
208964.PA4503	Q9HVR8
208964.PA1957	Q9I2E7
208964.PA1918	Q9I2I6
208964.PA1809	Q9I2T5
208964.PA0849	Q9I592
208964.PA3241	Q9HYZ9
208964.PA4131	Q9HWQ0
208964.PA3300	Q9HYU3
208964.PA3146	Q9HZ81
208964.PA2130	Q9I1Y5
208964.PA3381	Q9HYM0
208964.PA0279	Q9I6L1
208964.PA0176	Q9I6V6
208964.PA5470	Q9HTA0
208964.PA4941	Q9HUM3
208964.PA2620	Q9I0L8
208964.PA0795	Q9I5E3
208964.PA1266	Q9I478
208964.PA1752	Q9I2Y5
208964.PA3701	E1JGJ8
208964.PA4601	Q9HVI8
208964.PA4517	Q9HVQ5
208964.PA0285	Q9I6K5
208964.PA2155	Q9I1W0
208964.PA1448	Q9I3Q3
208964.PA2298	Q9I1H7
208964.PA1691	Q9I336
208964.PA1862	Q9I2N3
208964.PA0796	Q9I5E2
208964.PA4814	Q9HUZ6
208964.PA1612	Q9I3B0
208964.PA1199	Q9I4D9
208964.PA4280	Q9HWC0
208964.PA4283	Q9HWB7
208964.PA5457	Q9HTB3
208964.PA1509	Q9I3K3
208964.PA5439	Q9HTC7
208964.PA1760	Q9I2X9
208964.PA1741	Q9I2Z6
208964.PA5452	Q9HTB7
208964.PA4588	Q9HVJ7
208964.PA3297	Q9HYU6
208964.PA1257	Q9I487
208964.PA4889	Q9HUS4
208964.PA4185	Q9HWJ6
208964.PA3739	Q9HXQ5
208964.PA0861	Q9I580
208964.PA1751	Q9I2Y6
208964.PA1005	Q9I4W8
208964.PA5566	Q9HT08
208964.PA0974	G3XDB2
208964.PA5504	Q9HT69
208964.PA1511	Q9I3K1
208964.PA1226	Q9I4B2
208964.PA0788	Q9I5F0
208964.PA0196	Q9I6T9
208964.PA1566	Q9I3F1
208964.PA5257	Q9HTT8
208964.PA3817	Q9HXI5
208964.PA5420	Q9HTE4
208964.PA4986	Q9HUH9
208964.PA4942	Q9HUM2
208964.PA2169	Q9I1U6
208964.PA2158	Q9I1V7
208964.PA4589	Q9HVJ6
208964.PA3424	Q9HYI1
208964.PA5081	Q9HUA2
208964.PA3191	Q9HZ47
208964.PA2457	Q9I125
208964.PA0543	Q9I5Z3
208964.PA2547	Q9I0T7
208964.PA0185	Q9I6U8
208964.PA2339	Q9I1D9
208964.PA2217	Q9I1Q0
208964.PA1561	Q9I3F6
208964.PA4913	Q9HUQ0
208964.PA3459	Q9HYE7
208964.PA2062	Q9I253
208964.PA5525	Q9HT48
208964.PA1340	Q9I404
208964.PA1950	Q9I2F4
208964.PA1782	Q9I2W0
208964.PA0527	G3XCW6
208964.PA4314	Q9HW87
208964.PA5379	Q9HTI5
208964.PA0779	Q9I5F9
208964.PA2699	Q9I0E3
208964.PA4285	Q9HWB5
208964.PA1889	Q9I2K8
208964.PA2353	Q9I1C5
208964.PA1662	Q9I363
208964.PA0108	Q9I724
208964.PA2707	Q9I0D5
208964.PA1405	Q9I3T9
208964.PA2232	Q9I1N7
208964.PA3936	Q9HX80
208964.PA2539	Q9I0U5
208964.PA1077	Q9I4Q2
208964.PA0574	Q9I5W2
208964.PA4060	Q9HWW8
208964.PA3316	Q9HYS8
208964.PA2778	Q9I065
208964.PA2251	Q9I1L8
208964.PA5524	Q9HT49
208964.PA1243	Q9I495
208964.PA2519	Q9I0W3
208964.PA1958	Q9I2E6
208964.PA3830	Q9HXH2
208964.PA0362	Q9I6D2
208964.PA0195.1	Q14T73
208964.PA2084	Q9I231
208964.PA4701	Q9HV96
208964.PA1753	Q9I2Y4
208964.PA4107	Q9HWS1
208964.PA1808	Q9I2T6
208964.PA4022	Q9HX05
208964.PA5234	Q9HTV6
208964.PA4772	Q9HV36
208964.PA3211	Q9HZ29
208964.PA2338	Q9I1E0
208964.PA1209	Q9I4C9
208964.PA0786	Q9I5F2
208964.PA2691	Q9I0F1
208964.PA1882	Q9I2L5
208964.PA5130	Q9HU54
208964.PA5075	Q9HUA8
208964.PA4751	Q9HV48
208964.PA4460	Q9HVV7
208964.PA2802	Q9I041
208964.PA2439	Q9I143
208964.PA1285	Q9I459
208964.PA5292	Q9HTR2
208964.PA3914	Q9HX99
208964.PA4500	Q9HVS1
208964.PA4140	Q9HWP1
208964.PA2040	Q9I275
208964.PA4794	Q9HV14
208964.PA2237	Q9I1N2
208964.PA1416	Q9I3S8
208964.PA1663	Q9I362
208964.PA3891	Q9HXC2
208964.PA4700	G3XD31
208964.PA1693	Q9I334
208964.PA5166	Q9HU19
208964.PA5355	Q9HTK3
208964.PA2903	Q9HZU4
208964.PA4562	Q9HVM2
208964.PA1526	Q9I3I7
208964.PA5199	Q9HTZ0
208964.PA1500	Q9I3L2
208964.PA3863	Q9HXE3
208964.PA2058	Q9I257
208964.PA1737	Q9I300
208964.PA2199	Q9I1R8
208964.PA4726	Q9HV73
208964.PA4288	Q9HWB2
208964.PA2927	Q9HZS0
208964.PA2327	Q9I1F1
208964.PA5286	Q9HTR8
208964.PA0800	Q9I5D8
208964.PA3567	Q9HY50
208964.PA2072	Q9I243
208964.PA4496	Q9HVS5
208964.PA2657	Q9I0I1
208964.PA2423	Q9I158
208964.PA2203	Q9I1R4
208964.PA3092	Q9HZB6
208964.PA5354	Q9HTK4
208964.PA2163	Q9I1V2
208964.PA3312	Q9HYT2
208964.PA1303	Q9I441
208964.PA4108	Q9HWS0
208964.PA2842	Q9I001
208964.PA2463	Q9I119
208964.PA3676	Q9HXW4
208964.PA0205	Q9I6T3
208964.PA1069	Q9I4Q5
208964.PA0121	Q9I711
208964.PA4068	Q9HWW0
208964.PA4016	Q9HX11
208964.PA1666	Q9I359
208964.PA0040	Q9I792
208964.PA0204	Q9I6T4
208964.PA3086	Q9HZC2
208964.PA2127	Q9I1Y8
208964.PA1947	Q9I2F7
208964.PA4660	Q9HVD2
208964.PA3361	Q9HYN5
208964.PA4619	Q9HVH2
208964.PA4906	Q9HUQ7
208964.PA0325	Q9I6G6
208964.PA4949	Q9HUL5
208964.PA4947	Q9HUL7
208964.PA4869	Q9HUU4
208964.PA0950	Q9I508
208964.PA4379	Q9HW23
208964.PA3530	Q9HY80
208964.PA5393	Q9HTH1
208964.PA4132	Q9HWP9
208964.PA0564	Q9I5X2
208964.PA0134	Q9I6Z8
208964.PA5095	Q9HU88
208964.PA1079	Q9I4Q0
208964.PA1939	Q9I2G5
208964.PA5550	Q9HT24
208964.PA1739	Q9I2Z8
208964.PA4067	Q9HWW1
208964.PA4123	Q9HWQ8
208964.PA0057	Q9I775
208964.PA5037	Q9HUD4
208964.PA1086	Q9I4P3
208964.PA1080	Q9I4P9
208964.PA4120	Q9HWR1
208964.PA2336	Q9I1E2
208964.PA2152	Q9I1W3
208964.PA0290	Q9I6K0
208964.PA0120	Q9I712
208964.PA3682	Q9HXV8
208964.PA0489	Q9I629
208964.PA0605	Q9I5T3
208964.PA3290	Q9HYV3
208964.PA4612	G3XD34
208964.PA3875	G3XCX1
208964.PA3659	Q9HXY0
208964.PA1119	Q9I4L6
208964.PA2050	Q9I265
208964.PA2300	Q9I1H5
208964.PA2844	Q9HZZ9
208964.PA4596	Q9HVJ0
208964.PA0851	Q9I590
208964.PA1394	Q9I3V0
208964.PA4139	Q9HWP2
208964.PA0012	Q9I7B4
208964.PA3160	G3XCY2
208964.PA5297	Q9HTQ7
208964.PA3719	Q9HXS2
208964.PA2860	Q9HZY4
208964.PA1953	Q9I2F1
208964.PA1348	Q9I3Z6
208964.PA4599	G3XD25
208964.PA5209	Q9HTY1
208964.PA4722	Q9HV76
208964.PA4658	Q9HVD4
208964.PA3945	Q9HX71
208964.PA2947	Q9HZQ0
208964.PA2553	Q9I0T1
208964.PA2541	Q9I0U3
208964.PA2107	Q9I208
208964.PA1857	Q9I2N8
208964.PA1358	Q9I3Y6
208964.PA0804	Q9I5D4
208964.PA4878	Q9HUT5
208964.PA3372	Q9HYM9
208964.PA2595	Q9I0P2
208964.PA1913	Q9I2J1
208964.PA0187	Q9I6U7
208964.PA5283	Q9HTS1
208964.PA4577	Q9HVK7
208964.PA4103	Q9HWS5
208964.PA2780	Q9I063
208964.PA2288	Q9I1I7
208964.PA1331	Q9I413
208964.PA1301	Q9I443
208964.PA5441	Q9HTC5
208964.PA4512	Q9HVQ9
208964.PA3905	Q9HXA8
208964.PA3780	Q9HXL5
208964.PA3758	Q9HXN7
208964.PA0486	Q9I632
208964.PA5251	Q9HTU3
208964.PA5236	Q9HTV4
208964.PA4885	Q9HUS8
208964.PA4877	Q9HUT6
208964.PA4837	Q9HUX3
208964.PA4796	Q9HV12
208964.PA4679	Q9HVB6
208964.PA4357	Q9HW44
208964.PA4205	Q9HWH6
208964.PA4089	Q9HWT9
208964.PA3321	Q9HYS4
208964.PA3091	Q9HZB7
208964.PA2941	Q9HZQ6
208964.PA2900	Q9HZU7
208964.PA2882	Q9HZW5
208964.PA2602	Q9I0N5
208964.PA2500	Q9I0Y2
208964.PA2429	Q9I153
208964.PA2428	Q9I154
208964.PA2380	Q9I199
208964.PA2335	Q9I1E3
208964.PA2142	Q9I1X3
208964.PA1592	Q9I3C9
208964.PA1451	Q9I3Q0
208964.PA1428	Q9I3R6
208964.PA1374	Q9I3X0
208964.PA1220	Q9I4B8
208964.PA1180	Q9I4F8
208964.PA1112	Q9I4M3
208964.PA1012	Q9I4W1
208964.PA0914	Q9I543
208964.PA0821	Q9I5B8
208964.PA0728	Q9I5K0
208964.PA0671	Q9I5Q0
208964.PA0646	Q9I5S0
208964.PA0368	Q9I6C6
208964.PA0311	Q9I6I0
208964.PA0249	Q9I6P0
208964.PA5031	Q9HUD8
208964.PA4541	Q9HVN6
208964.PA4090	Q9HWT8
208964.PA3255	Q9HYY5
208964.PA2668	Q9I0H0
208964.PA2656	Q9I0I2
208964.PA2276	Q9I1J8
208964.PA2271	Q9I1K2
208964.PA2238	Q9I1N1
208964.PA1676	Q9I349
208964.PA1470	Q9I3P2
208964.PA1138	Q9I4J7
208964.PA0458	Q9I660
208964.PA0454	Q9I664
208964.PA0452	Q9I666
208964.PA0430	Q9I687
208964.PA4015	Q9HX12
208964.PA2573	Q9I0R3
208964.PA2402	Q9I179
208964.PA5303	Q9HTQ1
208964.PA5010	Q9HUF6
208964.PA4903	Q9HUR0
208964.PA4776	Q9HV32
208964.PA3754	Q9HXP1
208964.PA2855	Q9HZY9
208964.PA1779	Q9I2W3
208964.PA1298	Q9I446
208964.PA0894	Q9I554
208964.PA0333	Q9I6F8
208964.PA0226	Q9I6R2
208964.PA5546	Q9HT28
208964.PA5048	Q9HUD1
208964.PA4970	Q9HUJ5
208964.PA4172	Q9HWK9
208964.PA3295	Q9HYU8
208964.PA3176	Q9HZ58
208964.PA2186	Q9I1S9
208964.PA1038	Q9I4T6
208964.PA0924	Q9I533
208964.PA0050	Q9I782
208964.PA5527	Q9HT46
208964.PA5250	Q9HTU4
208964.PA4316	Q9HW85
208964.PA3509	Q9HYA0
208964.PA3304	Q9HYU0
208964.PA3233	Q9HZ07
208964.PA2417	Q9I164
208964.PA2364	Q9I1B5
208964.PA1314	Q9I430
208964.PA0953	Q9I505
208964.PA0570	Q9I5W6
208964.PA4770	Q9HV38
208964.PA4686	Q9HVA9
208964.PA4209	Q9HWH2
208964.PA3573	Q9HY47
208964.PA2824	Q9I019
208964.PA2715	Q9I0C7
208964.PA2681	Q9I0F7
208964.PA2632	Q9I0K6
208964.PA2504	Q9I0X8
208964.PA1622	Q9I3A0
208964.PA1492	Q9I3M0
208964.PA1140	Q9I4J5
208964.PA1093	Q9I4N7
208964.PA0571	Q9I5W5
208964.PA0194	Q9I6U0
208964.PA0059	Q9I773
208964.PA5060	Q9HUC3
208964.PA4163	Q9HWL8
208964.PA4074	Q9HWV4
208964.PA3046	Q9HZG2
208964.PA2663	Q9I0H5
208964.PA1602	Q9I3B9
208964.PA0208	Q9I6T0
208964.PA5438	Q9HTC8
208964.PA5399	Q9HTG5
208964.PA4819	Q9HUZ1
208964.PA4510	Q9HVR1
208964.PA4032	Q9HWZ5
208964.PA2704	Q9I0D8
208964.PA2554	Q9I0T0
208964.PA1414	Q9I3T0
208964.PA1365	Q9I3X9
208964.PA0832	Q9I5A8
208964.PA0818	Q9I5C1
208964.PA0271	Q9I6L9
208964.PA0236	Q9I6Q2
208964.PA4337	Q9HW64
208964.PA2771	Q9I072
208964.PA2381	Q9I198
208964.PA2312	Q9I1G3
208964.PA1434	Q9I3R3
208964.PA0536	Q9I600
208964.PA0107	Q9I725
208964.PA5475	Q9HT95
208964.PA5024	Q9HUE5
208964.PA3235	Q9HZ05
208964.PA2931	Q9HZR6
208964.PA1523	Q9I3J0
208964.PA0661	Q9I5R0
208964.PA0127	Q9I705
208964.PA5345	Q9HTL3
208964.PA5340	Q9HTL8
208964.PA4394	Q9HW12
208964.PA3367	Q9HYN4
208964.PA2255	Q9I1L4
208964.PA1028	Q9I4U6
208964.PA0962	Q9I4Z7
208964.PA4918	Q9HUP5
208964.PA4801	Q9HV08
208964.PA3369	Q9HYN2
208964.PA3040	Q9HZG8
208964.PA2898	Q9HZU9
208964.PA2749	Q9I094
208964.PA2609	Q9I0M9
208964.PA2572	Q9I0R4
208964.PA1193	Q9I4E5
208964.PA0463	Q9I655
208964.PA4895	Q9HUR8
208964.PA3204	Q9HZ36
208964.PA2395	Q9I185
208964.PA2375	Q9I1A4
208964.PA2215	Q9I1Q2
208964.PA2166	Q9I1U9
208964.PA1364	Q9I3Y0
208964.PA0106	Q9I726
208964.PA0082	Q9I750
