10090.ENSMUSP00000018470	Q9CQV8
10090.ENSMUSP00000124751	E0CXC6
10090.ENSMUSP00000057556	E0CXD5
10090.ENSMUSP00000022115	E0CY05
10090.ENSMUSP00000082302	F6R114
10090.ENSMUSP00000020662	F6S1T7
10090.ENSMUSP00000087896	Q05DC6
10090.ENSMUSP00000137472	B7ZWG1
10090.ENSMUSP00000109109	B9EK88
10090.ENSMUSP00000098105	B9EKK5
10090.ENSMUSP00000105486	B9EKL9
10090.ENSMUSP00000091664	B9EKU2
10090.ENSMUSP00000039470	B9EKX7
10090.ENSMUSP00000096280	E9PUF7
10090.ENSMUSP00000126264	E9Q0A8
10090.ENSMUSP00000097819	E9Q2N0
10090.ENSMUSP00000025246	G3UXU2
10090.ENSMUSP00000035272	Q3TN69
10090.ENSMUSP00000037628	Q3TQV8
10090.ENSMUSP00000032968	Q3U1A5
10090.ENSMUSP00000096255	Q3U1V0
10090.ENSMUSP00000045566	Q3U2M6
10090.ENSMUSP00000058613	Q3U2X9
10090.ENSMUSP00000038430	Q3UG27
10090.ENSMUSP00000009256	Q3UGC5
10090.ENSMUSP00000064513	Q3UGL7
10090.ENSMUSP00000083173	Q3UGQ0
10090.ENSMUSP00000057796	Q3UM66
10090.ENSMUSP00000092401	Q3UPU9
10090.ENSMUSP00000025081	Q3URK4
10090.ENSMUSP00000047797	Q3URN8
10090.ENSMUSP00000126847	Q3UUR3
10090.ENSMUSP00000064694	Q3UWT7
10090.ENSMUSP00000006626	Q3UYE4
10090.ENSMUSP00000080820	Q3UYJ7
10090.ENSMUSP00000059977	Q3UZ23
10090.ENSMUSP00000002101	Q3UZ65
10090.ENSMUSP00000095882	Q3UZQ4
10090.ENSMUSP00000098373	Q3V4B9
10090.ENSMUSP00000100070	E9PUX3
10090.ENSMUSP00000047878	E9PVQ1
10090.ENSMUSP00000037409	E9PWW9
10090.ENSMUSP00000022702	E9PY30
10090.ENSMUSP00000137476	E9PZ00
10090.ENSMUSP00000051069	E9Q0R5
10090.ENSMUSP00000126165	E9Q107
10090.ENSMUSP00000130195	E9Q1X9
10090.ENSMUSP00000038433	E9Q247
10090.ENSMUSP00000095174	E9Q3E2
10090.ENSMUSP00000098428	E9Q3K4
10090.ENSMUSP00000037409	E9Q4Y2
10090.ENSMUSP00000026635	E9Q805
10090.ENSMUSP00000025862	E9QAB8
10090.ENSMUSP00000108678	G3UXH3
10090.ENSMUSP00000029714	G3UXM4
10090.ENSMUSP00000098946	G3UYY4
10090.ENSMUSP00000099501	G3UZD6
10090.ENSMUSP00000129675	G3UZL8
10090.ENSMUSP00000133515	G3UZX2
10090.ENSMUSP00000128393	Q3SXW9
10090.ENSMUSP00000049007	Q3TGQ3
10090.ENSMUSP00000022124	Q3U0U7
10090.ENSMUSP00000070927	Q3TEZ2
10090.ENSMUSP00000099930	Q5U445
10090.ENSMUSP00000082004	Q7M703
10090.ENSMUSP00000027554	Q8BNW2
10090.ENSMUSP00000036472	D6RCH3
10090.ENSMUSP00000137163	D6RCH8
10090.ENSMUSP00000036778	H3BJH7
10090.ENSMUSP00000046044	M0QWE8
10090.ENSMUSP00000072632	Q2VPB2
10090.ENSMUSP00000032797	Q60908
10090.ENSMUSP00000002979	Q7M098
10090.ENSMUSP00000002095	Q80XM0
10090.ENSMUSP00000123252	Q8BLR6
10090.ENSMUSP00000127198	Q8BPI7
10090.ENSMUSP00000023513	Q8BTM0
10090.ENSMUSP00000038977	Q8BY54
10090.ENSMUSP00000056576	Q8BZF9
10090.ENSMUSP00000087879	Q8VCB6
10090.ENSMUSP00000132845	Q8VFH5
10090.ENSMUSP00000021020	Q91ZZ7
10090.ENSMUSP00000041204	Q9CVG4
10090.ENSMUSP00000079228	Q9CXX7
10090.ENSMUSP00000119261	Q9DAH5
10090.ENSMUSP00000027131	A0A087WQF7
10090.ENSMUSP00000081002	A9UIZ8
10090.ENSMUSP00000131871	D2K7E2
10090.ENSMUSP00000006136	D3YXC7
10090.ENSMUSP00000038444	D3YXM9
10090.ENSMUSP00000106087	D3YXU7
10090.ENSMUSP00000083077	D3YYN7
10090.ENSMUSP00000020448	D3Z007
10090.ENSMUSP00000027916	D3Z0E6
10090.ENSMUSP00000108058	D3Z0S0
10090.ENSMUSP00000033166	D3Z0S3
10090.ENSMUSP00000090155	D3Z1Z3
10090.ENSMUSP00000025079	D3Z2X9
10090.ENSMUSP00000068804	D3Z378
10090.ENSMUSP00000005829	D3Z4N3
10090.ENSMUSP00000074935	D3Z597
10090.ENSMUSP00000101124	D3Z797
10090.ENSMUSP00000050188	K3W4N1
10090.ENSMUSP00000052871	Q3UY95
10090.ENSMUSP00000074347	Q3V021
10090.ENSMUSP00000086894	Q5U432
10090.ENSMUSP00000132789	Q6IE04
10090.ENSMUSP00000041002	Q6PGG8
10090.ENSMUSP00000047065	Q8BZ31
10090.ENSMUSP00000026284	V9GXP5
10090.ENSMUSP00000116742	F8WH78
10090.ENSMUSP00000113390	F8WHX0
10090.ENSMUSP00000049676	I6L9E9
10090.ENSMUSP00000032421	Q8BL76
10090.ENSMUSP00000074573	B7ZNZ7
10090.ENSMUSP00000103207	Q3TA00
10090.ENSMUSP00000025250	Q3TDL4
10090.ENSMUSP00000025684	Q3TGS1
10090.ENSMUSP00000089148	Q3TIP2
10090.ENSMUSP00000109484	Q3TLT4
10090.ENSMUSP00000112765	Q3TP84
10090.ENSMUSP00000034131	Q3TUV7
10090.ENSMUSP00000040377	Q3TV95
10090.ENSMUSP00000042808	Q3U199
10090.ENSMUSP00000104864	Q3U1H7
10090.ENSMUSP00000019266	Q3U3N8
10090.ENSMUSP00000020843	V9GXY1
10090.ENSMUSP00000068530	B2RQL0
10090.ENSMUSP00000095822	B2RRG2
10090.ENSMUSP00000132724	B2RWR7
10090.ENSMUSP00000021641	B2RWR9
10090.ENSMUSP00000077040	A1ILH3
10090.ENSMUSP00000106756	F6SUT5
10090.ENSMUSP00000129351	Q8C362
10090.ENSMUSP00000034910	V9GXX2
10090.ENSMUSP00000093315	A0JP45
10090.ENSMUSP00000048969	A2A7B3
10090.ENSMUSP00000029123	A2ALT2
10090.ENSMUSP00000128118	A8C1X3
10090.ENSMUSP00000078216	B7ZCH9
10090.ENSMUSP00000050461	B7ZCQ1
10090.ENSMUSP00000048229	E9QLB2
10090.ENSMUSP00000032908	F6RCB2
10090.ENSMUSP00000042959	F6RG68
10090.ENSMUSP00000088796	F6T8X6
10090.ENSMUSP00000096225	I3PQX1
10090.ENSMUSP00000135902	L7N209
10090.ENSMUSP00000063800	Q6TDH0
10090.ENSMUSP00000027020	Q8C0E4
10090.ENSMUSP00000090808	Q8C1V4
10090.ENSMUSP00000026254	H3BIX5
10090.ENSMUSP00000075495	H3BJB5
10090.ENSMUSP00000110238	H3BL06
10090.ENSMUSP00000133114	H3BLA4
10090.ENSMUSP00000090277	H3BLR0
10090.ENSMUSP00000023809	R4JNM3
10090.ENSMUSP00000082682	Q6P202
10090.ENSMUSP00000022819	Q76JQ0
10090.ENSMUSP00000024884	Q78E06
10090.ENSMUSP00000136462	Q8CBQ7
10090.ENSMUSP00000072223	Q8HWB8
10090.ENSMUSP00000087897	A1L0V5
10090.ENSMUSP00000009340	B7ZNS3
10090.ENSMUSP00000123426	D6RFS7
10090.ENSMUSP00000036162	D6RJ66
10090.ENSMUSP00000125205	D7RVA0
10090.ENSMUSP00000100062	Q05C55
10090.ENSMUSP00000077132	Q05DI0
10090.ENSMUSP00000072016	Q496X3
10090.ENSMUSP00000014687	Q588F7
10090.ENSMUSP00000099385	A2A4Y5
10090.ENSMUSP00000042025	A2A6P6
10090.ENSMUSP00000026607	A2AD03
10090.ENSMUSP00000106303	A2ART8
10090.ENSMUSP00000099760	A8Y5N1
10090.ENSMUSP00000029684	B2M0S2
10090.ENSMUSP00000048187	F6WNY1
10090.ENSMUSP00000043555	F6WT10
10090.ENSMUSP00000080085	F7AGW8
10090.ENSMUSP00000040245	F7C1A3
10090.ENSMUSP00000107477	F7CR78
10090.ENSMUSP00000127661	K7N759
10090.ENSMUSP00000090027	A2A5N7
10090.ENSMUSP00000052303	A2A652
10090.ENSMUSP00000021089	A2A9V5
10090.ENSMUSP00000129861	A2ACL2
10090.ENSMUSP00000011058	A2AWH8
10090.ENSMUSP00000090602	B0QZP0
10090.ENSMUSP00000101184	B1AVN9
10090.ENSMUSP00000030588	B2KFW6
10090.ENSMUSP00000093450	B4XVP5
10090.ENSMUSP00000106756	F6TUM7
10090.ENSMUSP00000039443	F6WEC8
10090.ENSMUSP00000022499	F6WF94
10090.ENSMUSP00000006508	F6WUX1
10090.ENSMUSP00000016086	F6XRH9
10090.ENSMUSP00000063091	F6XT74
10090.ENSMUSP00000026148	F6YNX9
10090.ENSMUSP00000042155	F7AVI9
10090.ENSMUSP00000106278	F7CE65
10090.ENSMUSP00000099736	Q4KN83
10090.ENSMUSP00000021164	Q5RIU2
10090.ENSMUSP00000093789	E6Y2W8
10090.ENSMUSP00000136361	J3QMM6
10090.ENSMUSP00000136460	J3QMU6
10090.ENSMUSP00000021726	J3QN31
10090.ENSMUSP00000066419	O19454
10090.ENSMUSP00000015800	Q3TEK2
10090.ENSMUSP00000014640	Q5DU34
10090.ENSMUSP00000082682	Q8BNM0
10090.ENSMUSP00000055504	Q8C368
10090.ENSMUSP00000119447	Q9CVN7
10090.ENSMUSP00000099162	Q9QWM3
10090.ENSMUSP00000052149	B2RUE3
10090.ENSMUSP00000099391	B2RUL0
10090.ENSMUSP00000034060	E9QQ33
10090.ENSMUSP00000027237	Q8C6U0
10090.ENSMUSP00000080256	A2BH60
10090.ENSMUSP00000000579	C7B5P0
10090.ENSMUSP00000101654	E0CY06
10090.ENSMUSP00000078152	F6T6A9
10090.ENSMUSP00000020513	F6THF3
10090.ENSMUSP00000020756	Q3UNL5
10090.ENSMUSP00000041308	Q8CEE5
10090.ENSMUSP00000093450	X2BYU1
10090.ENSMUSP00000136055	A2AKI2
10090.ENSMUSP00000033686	B1AX33
10090.ENSMUSP00000027185	M0QW98
10090.ENSMUSP00000023217	Q3TJZ5
10090.ENSMUSP00000001036	Q3TXE3
10090.ENSMUSP00000030628	Q6PGL5
10090.ENSMUSP00000026911	Q8BMH9
10090.ENSMUSP00000055772	Q8C7M0
10090.ENSMUSP00000107047	B5TVM9
10090.ENSMUSP00000051627	H3BJR6
10090.ENSMUSP00000021062	O35662
10090.ENSMUSP00000021028	P97483
10090.ENSMUSP00000068530	Q3UJE5
10090.ENSMUSP00000085734	Q6P5E1
10090.ENSMUSP00000044435	Q7TME8
10090.ENSMUSP00000027164	Q7TMX1
10090.ENSMUSP00000058521	Q8BQY2
10090.ENSMUSP00000113116	Q8BWT4
10090.ENSMUSP00000109874	Q8BZU4
10090.ENSMUSP00000125312	Q8C203
10090.ENSMUSP00000041941	Q8CFV3
10090.ENSMUSP00000030165	Q8VHS1
10090.ENSMUSP00000081912	Q91W16
10090.ENSMUSP00000083146	Q9CV98
10090.ENSMUSP00000039656	Q9D6C1
10090.ENSMUSP00000001412	Q9D9P9
10090.ENSMUSP00000130668	O08909
10090.ENSMUSP00000131871	Q05CM8
10090.ENSMUSP00000028767	Q3UXG8
10090.ENSMUSP00000105363	Q7TQ97
10090.ENSMUSP00000038881	Q7TSU8
10090.ENSMUSP00000042177	Q80U69
10090.ENSMUSP00000092794	Q80XS9
10090.ENSMUSP00000041825	Q810L8
10090.ENSMUSP00000131533	Q8BQ29
10090.ENSMUSP00000067897	Q8BXD1
10090.ENSMUSP00000075327	Q8BXX8
10090.ENSMUSP00000112688	Q8C059
10090.ENSMUSP00000104931	Q8C2J3
10090.ENSMUSP00000075110	Q8C8L6
10090.ENSMUSP00000111151	Q8CAI8
10090.ENSMUSP00000085566	Q8K364
10090.ENSMUSP00000066040	Q8R1G3
10090.ENSMUSP00000126066	Q9CRR9
10090.ENSMUSP00000028069	Q9D5L1
10090.ENSMUSP00000069418	Q9QUF8
10090.ENSMUSP00000047570	A4FUU3
10090.ENSMUSP00000018610	D3YC69
10090.ENSMUSP00000106519	D3YU75
10090.ENSMUSP00000044165	D3YW62
10090.ENSMUSP00000103267	D3YZQ9
10090.ENSMUSP00000035564	D3Z0T7
10090.ENSMUSP00000035375	D6RCU3
10090.ENSMUSP00000031773	H3BKW4
10090.ENSMUSP00000025546	Q6KAT3
10090.ENSMUSP00000030986	Q6ZY49
10090.ENSMUSP00000052863	Q8C434
10090.ENSMUSP00000034048	Q8C4D4
10090.ENSMUSP00000053813	Q9ERY0
10090.ENSMUSP00000078603	Q9Z1U1
10090.ENSMUSP00000102948	A2BEI7
10090.ENSMUSP00000021661	D3YW66
10090.ENSMUSP00000066886	D3YWH3
10090.ENSMUSP00000035535	D3YWU7
10090.ENSMUSP00000123234	D3YWY4
10090.ENSMUSP00000113346	D3YXR7
10090.ENSMUSP00000113456	D3YYP6
10090.ENSMUSP00000096257	D3Z044
10090.ENSMUSP00000107576	D3Z1Z4
10090.ENSMUSP00000034307	D3Z2G1
10090.ENSMUSP00000075005	D3Z2X1
10090.ENSMUSP00000080717	D3Z2Z5
10090.ENSMUSP00000113675	D3Z4K9
10090.ENSMUSP00000033018	D3Z4N9
10090.ENSMUSP00000095782	D3Z676
10090.ENSMUSP00000031556	D3Z6E0
10090.ENSMUSP00000108521	K3W4R9
10090.ENSMUSP00000103161	Q3TPQ9
10090.ENSMUSP00000078390	Q3U0Z3
10090.ENSMUSP00000112137	Q6DLX1
10090.ENSMUSP00000038430	Q6NX82
10090.ENSMUSP00000082730	Q6PAL5
10090.ENSMUSP00000096690	Q6PFC8
10090.ENSMUSP00000080626	Q8VF44
10090.ENSMUSP00000122124	V9GX08
10090.ENSMUSP00000049345	F8WGF8
10090.ENSMUSP00000125548	F8WH02
10090.ENSMUSP00000125752	F8WI55
10090.ENSMUSP00000102198	F8WJ41
10090.ENSMUSP00000058266	Q0VDY9
10090.ENSMUSP00000039301	Q8BV62
10090.ENSMUSP00000005862	Q8BWA4
10090.ENSMUSP00000124738	Q8C4C1
10090.ENSMUSP00000117616	Q8K2T9
10090.ENSMUSP00000066693	S4R2Q8
10090.ENSMUSP00000109870	Q31111
10090.ENSMUSP00000116865	Q3URP7
10090.ENSMUSP00000027032	Q8BXN6
10090.ENSMUSP00000099736	Q95551
10090.ENSMUSP00000135642	V9GXD4
10090.ENSMUSP00000130870	C6EQK1
10090.ENSMUSP00000092228	E9QKB6
10090.ENSMUSP00000032998	O89068
10090.ENSMUSP00000037042	Q496R7
10090.ENSMUSP00000063825	Q62043
10090.ENSMUSP00000050797	Q8R1Y5
10090.ENSMUSP00000099307	Q8R3Y3
10090.ENSMUSP00000095741	Q8VFM7
10090.ENSMUSP00000077204	Q9Z1V2
10090.ENSMUSP00000099913	A2AQ34
10090.ENSMUSP00000026978	A2BGY5
10090.ENSMUSP00000022548	E0CXJ8
10090.ENSMUSP00000099135	E0CYL0
10090.ENSMUSP00000065118	G8CZ85
10090.ENSMUSP00000066556	Q69ZW6
10090.ENSMUSP00000102703	Q69ZW9
10090.ENSMUSP00000098895	S4R1B9
10090.ENSMUSP00000068479	Z4YN97
10090.ENSMUSP00000104889	A2A479
10090.ENSMUSP00000017904	A2A5J6
10090.ENSMUSP00000037754	A2AS37
10090.ENSMUSP00000028469	A2ATS4
10090.ENSMUSP00000092242	F6QIL6
10090.ENSMUSP00000066687	F6TRM0
10090.ENSMUSP00000032414	H7BX03
10090.ENSMUSP00000126559	L7N279
10090.ENSMUSP00000062528	Q3U8G5
10090.ENSMUSP00000062464	Q3UF84
10090.ENSMUSP00000093758	Q3UH46
10090.ENSMUSP00000029938	Q3UNY0
10090.ENSMUSP00000007296	Q3UR94
10090.ENSMUSP00000020755	Q3V166
10090.ENSMUSP00000023119	Q4FJV8
10090.ENSMUSP00000022766	Q6A006
10090.ENSMUSP00000095602	Q80T90
10090.ENSMUSP00000079944	A0A0A6YVR0
10090.ENSMUSP00000107232	B9EKJ7
10090.ENSMUSP00000022696	E9PUW7
10090.ENSMUSP00000093988	E9PVA5
10090.ENSMUSP00000126887	E9PW43
10090.ENSMUSP00000109398	E9PXD3
10090.ENSMUSP00000032283	E9PY84
10090.ENSMUSP00000129283	E9PZR7
10090.ENSMUSP00000023043	E9Q242
10090.ENSMUSP00000127149	E9Q323
10090.ENSMUSP00000096386	E9Q8K8
10090.ENSMUSP00000121755	E9Q8N6
10090.ENSMUSP00000130993	E9Q8V1
10090.ENSMUSP00000000219	E9Q9G5
10090.ENSMUSP00000026550	E9QAS7
10090.ENSMUSP00000074262	G3UXJ1
10090.ENSMUSP00000103857	G3UXR9
10090.ENSMUSP00000126119	G3UY26
10090.ENSMUSP00000032927	G3UYN6
10090.ENSMUSP00000007250	G3UZ06
10090.ENSMUSP00000038977	G3UZ51
10090.ENSMUSP00000105282	G3UZP1
10090.ENSMUSP00000026122	Q3THC3
10090.ENSMUSP00000006838	Q3TN94
10090.ENSMUSP00000018805	Q3TR89
10090.ENSMUSP00000023580	Q3TTN0
10090.ENSMUSP00000046992	Q3TYT7
10090.ENSMUSP00000094082	Q3U2L4
10090.ENSMUSP00000116271	Q3U6N7
10090.ENSMUSP00000032779	Q3UAF5
10090.ENSMUSP00000116259	Q3UB06
10090.ENSMUSP00000037409	Q3UJ04
10090.ENSMUSP00000022203	Q3UK38
10090.ENSMUSP00000105540	Q3UML8
10090.ENSMUSP00000058217	Q3URQ9
10090.ENSMUSP00000046644	Q3USI9
10090.ENSMUSP00000021107	Q3USM4
10090.ENSMUSP00000018990	Q3UWJ1
10090.ENSMUSP00000121755	Q3UXF3
10090.ENSMUSP00000039544	Q3UYF5
10090.ENSMUSP00000082730	Q3UYG5
10090.ENSMUSP00000106046	Q3UZ62
10090.ENSMUSP00000014812	Q3V0G8
10090.ENSMUSP00000021018	Q3V2Z2
10090.ENSMUSP00000046643	Q3TE84
10090.ENSMUSP00000066181	Q3TEY5
10090.ENSMUSP00000119386	Q8BNK5
10090.ENSMUSP00000080354	A0A087WNS0
10090.ENSMUSP00000045454	A0A087WPJ6
10090.ENSMUSP00000024846	D3YV37
10090.ENSMUSP00000053935	D3YXW6
10090.ENSMUSP00000038444	D3YZL5
10090.ENSMUSP00000115672	D3Z442
10090.ENSMUSP00000053547	D4PEG0
10090.ENSMUSP00000135858	H3BKH8
10090.ENSMUSP00000073790	H3BLK6
10090.ENSMUSP00000097203	Q1RMY1
10090.ENSMUSP00000043526	Q31114
10090.ENSMUSP00000044831	Q3T9R3
10090.ENSMUSP00000022666	Q3TQM4
10090.ENSMUSP00000046755	Q6TPJ0
10090.ENSMUSP00000022331	A9NIH9
10090.ENSMUSP00000044441	D3YTN0
10090.ENSMUSP00000067117	D3YTY0
10090.ENSMUSP00000119939	D3YUF9
10090.ENSMUSP00000116271	D3YVW8
10090.ENSMUSP00000013766	D3YYN2
10090.ENSMUSP00000074392	D3Z027
10090.ENSMUSP00000065283	D3Z058
10090.ENSMUSP00000029677	D3Z0B5
10090.ENSMUSP00000070149	D3Z0L4
10090.ENSMUSP00000027267	D3Z0R7
10090.ENSMUSP00000026617	D3Z1B5
10090.ENSMUSP00000114028	D3Z2G0
10090.ENSMUSP00000045710	D3Z6E2
10090.ENSMUSP00000096340	Q14BH9
10090.ENSMUSP00000003826	Q6J1J7
10090.ENSMUSP00000050034	A3KN70
10090.ENSMUSP00000034448	F8WIH9
10090.ENSMUSP00000023882	F8WJD4
10090.ENSMUSP00000090814	Q3KNB5
10090.ENSMUSP00000091780	Q3US01
10090.ENSMUSP00000033207	Q6IR45
10090.ENSMUSP00000021930	Q8BPC9
10090.ENSMUSP00000063695	Q8C0A3
10090.ENSMUSP00000031598	Q8CD39
10090.ENSMUSP00000027404	Q925J6
10090.ENSMUSP00000133898	I7HFI3
10090.ENSMUSP00000088174	C5H0E9
10090.ENSMUSP00000015596	C5H7W3
10090.ENSMUSP00000023344	M0QWG7
10090.ENSMUSP00000041671	M0QWW4
10090.ENSMUSP00000043526	Q31112
10090.ENSMUSP00000029194	Q78E91
10090.ENSMUSP00000105737	H3BKT6
10090.ENSMUSP00000002303	H3BL56
10090.ENSMUSP00000093898	Q566K2
10090.ENSMUSP00000137903	Q8BIF3
10090.ENSMUSP00000078199	D6RFA4
10090.ENSMUSP00000112430	D6RJK5
10090.ENSMUSP00000001809	F6ZAX1
10090.ENSMUSP00000028749	Q08EM5
10090.ENSMUSP00000097281	Q3UQ29
10090.ENSMUSP00000051092	Q570Z8
10090.ENSMUSP00000081903	Q641L3
10090.ENSMUSP00000107337	Q675A9
10090.ENSMUSP00000026225	Q69ZE7
10090.ENSMUSP00000128393	Q6UAH2
10090.ENSMUSP00000001950	Q8BQL7
10090.ENSMUSP00000034049	Q8BVI9
10090.ENSMUSP00000048520	A2ADB4
10090.ENSMUSP00000120925	A8Y5E9
10090.ENSMUSP00000022459	B7ZNN0
10090.ENSMUSP00000024779	F6VK47
10090.ENSMUSP00000092845	F8VPX2
10090.ENSMUSP00000092416	F8VPZ9
10090.ENSMUSP00000032414	F8VQA1
10090.ENSMUSP00000037497	F8VQM0
10090.ENSMUSP00000130557	K7N712
10090.ENSMUSP00000021089	A2A9V7
10090.ENSMUSP00000020655	A2AA59
10090.ENSMUSP00000047260	A2AQW2
10090.ENSMUSP00000029155	A2AUK6
10090.ENSMUSP00000028802	A3KGI6
10090.ENSMUSP00000095845	A8Y5P0
10090.ENSMUSP00000095487	B1AS95
10090.ENSMUSP00000067205	B2RY48
10090.ENSMUSP00000110132	B8JK50
10090.ENSMUSP00000104484	F6UFI2
10090.ENSMUSP00000046412	F6V3Y9
10090.ENSMUSP00000026993	F6VW20
10090.ENSMUSP00000012921	F6WRF1
10090.ENSMUSP00000091167	F6X398
10090.ENSMUSP00000108969	F6Z4Q6
10090.ENSMUSP00000014642	F7BT68
10090.ENSMUSP00000104235	J3QJV1
10090.ENSMUSP00000051216	J3QK74
10090.ENSMUSP00000135375	Q2TBA4
10090.ENSMUSP00000039663	Q5EBH4
10090.ENSMUSP00000099736	Q62324
10090.ENSMUSP00000136353	Q811B0
10090.ENSMUSP00000041897	Q8BKW6
10090.ENSMUSP00000022908	Q8K0B7
10090.ENSMUSP00000019422	Q99LA8
10090.ENSMUSP00000030562	Q0VDP6
10090.ENSMUSP00000037497	Q1LZM2
10090.ENSMUSP00000040080	Q3UW00
10090.ENSMUSP00000073764	Q99PH3
10090.ENSMUSP00000017694	Z4YKQ9
10090.ENSMUSP00000069042	Q2M1J9
10090.ENSMUSP00000001583	Q3US23
10090.ENSMUSP00000102703	Q4VA99
10090.ENSMUSP00000035120	Q8R041
10090.ENSMUSP00000129491	E9QLZ0
10090.ENSMUSP00000104708	F6RX76
10090.ENSMUSP00000100800	L7N241
10090.ENSMUSP00000052577	Q2HJC2
10090.ENSMUSP00000107214	Q3TEL3
10090.ENSMUSP00000064947	Q3TLI8
10090.ENSMUSP00000072636	Q3UPD0
10090.ENSMUSP00000137209	Q7TRB6
10090.ENSMUSP00000079379	Q8C2N8
10090.ENSMUSP00000036912	M0QWA8
10090.ENSMUSP00000124459	M0QWK4
10090.ENSMUSP00000069264	E0CZ08
10090.ENSMUSP00000095927	H3BJ43
10090.ENSMUSP00000126565	H3BKC5
10090.ENSMUSP00000064128	H3BKM6
10090.ENSMUSP00000034860	J3JSM6
10090.ENSMUSP00000047783	Q147V3
10090.ENSMUSP00000032518	Q1AFZ4
10090.ENSMUSP00000063499	E9QJW9
10090.ENSMUSP00000045498	Q0VDL4
10090.ENSMUSP00000101032	Q571G9
10090.ENSMUSP00000044276	Q571L4
10090.ENSMUSP00000096140	Q571N0
10090.ENSMUSP00000087736	Q61273
10090.ENSMUSP00000102367	Q6T4N8
10090.ENSMUSP00000001566	Q80ZV2
10090.ENSMUSP00000095904	Q8C8E6
10090.ENSMUSP00000063272	Q9CVZ2
10090.ENSMUSP00000064988	S4R2M9
10090.ENSMUSP00000035456	S4R2R2
10090.ENSMUSP00000080397	A0PJB4
10090.ENSMUSP00000099422	C0IMX3
10090.ENSMUSP00000102169	M9MMJ5
10090.ENSMUSP00000074143	O19450
10090.ENSMUSP00000074143	Q31162
10090.ENSMUSP00000015800	Q3KQJ4
10090.ENSMUSP00000024026	Q3MSD1
10090.ENSMUSP00000066138	Q812D5
10090.ENSMUSP00000055122	Q8BSR4
10090.ENSMUSP00000023289	Q8CJF0
10090.ENSMUSP00000059426	Q8K040
10090.ENSMUSP00000027592	Q9CRQ1
10090.ENSMUSP00000128840	B2RXY1
10090.ENSMUSP00000037754	Q14BD9
10090.ENSMUSP00000058119	Q3B847
10090.ENSMUSP00000090148	Q3LHH6
10090.ENSMUSP00000060858	Q8BR29
10090.ENSMUSP00000092849	S4R2Q5
10090.ENSMUSP00000129854	S4R2U8
10090.ENSMUSP00000047327	V9GWX7
10090.ENSMUSP00000047678	A0PJB5
10090.ENSMUSP00000103791	B1ATV6
10090.ENSMUSP00000077246	K7N609
10090.ENSMUSP00000053235	Q80YV0
10090.ENSMUSP00000135960	O08906
10090.ENSMUSP00000113651	D3YVH8
10090.ENSMUSP00000027916	D3Z5X0
10090.ENSMUSP00000093962	D4Q8F9
10090.ENSMUSP00000103712	E0CXH3
10090.ENSMUSP00000024944	O55093
10090.ENSMUSP00000085531	P97336
10090.ENSMUSP00000003906	Q4FJQ2
10090.ENSMUSP00000052654	Q6A0D8
10090.ENSMUSP00000127148	Q8R067
10090.ENSMUSP00000036514	Q8R2M7
10090.ENSMUSP00000128078	Q8VES6
10090.ENSMUSP00000036580	Q91ZN8
10090.ENSMUSP00000133176	Q925H5
10090.ENSMUSP00000119891	Q9CUY5
10090.ENSMUSP00000022529	Q9Z2L5
10090.ENSMUSP00000003117	S4R1Q4
10090.ENSMUSP00000070216	A2AW48
10090.ENSMUSP00000104563	B1AYE1
10090.ENSMUSP00000067867	B8JJG3
10090.ENSMUSP00000112063	E0CXT1
10090.ENSMUSP00000100529	E9PXT9
10090.ENSMUSP00000127995	E9PZ97
10090.ENSMUSP00000054305	E9Q0Q2
10090.ENSMUSP00000030984	E9Q1K7
10090.ENSMUSP00000076911	E9QAN8
10090.ENSMUSP00000060199	F6Q4Y5
10090.ENSMUSP00000033053	Q3U1P9
10090.ENSMUSP00000048925	Q3U2P5
10090.ENSMUSP00000031845	Q3U2S1
10090.ENSMUSP00000098127	Q3UQG9
10090.ENSMUSP00000037055	Q5NCC4
10090.ENSMUSP00000042177	Q6AXG6
10090.ENSMUSP00000073124	E9PW24
10090.ENSMUSP00000097910	E9PYF4
10090.ENSMUSP00000126478	E9PYW5
10090.ENSMUSP00000132282	E9Q1L8
10090.ENSMUSP00000006053	E9Q1M2
10090.ENSMUSP00000053489	E9Q2D4
10090.ENSMUSP00000032476	E9Q2G7
10090.ENSMUSP00000035158	E9Q2Q7
10090.ENSMUSP00000095818	E9Q554
10090.ENSMUSP00000002757	E9Q5H8
10090.ENSMUSP00000113155	E9Q7F5
10090.ENSMUSP00000128874	E9Q8C0
10090.ENSMUSP00000064518	E9Q8Z6
10090.ENSMUSP00000093315	E9QA62
10090.ENSMUSP00000113627	G3UXV9
10090.ENSMUSP00000119465	G3UZ36
10090.ENSMUSP00000095773	Q3MI19
10090.ENSMUSP00000001008	Q3U6F9
10090.ENSMUSP00000017821	Q3U7R9
10090.ENSMUSP00000034021	Q3U8I4
10090.ENSMUSP00000032088	Q3UEX6
10090.ENSMUSP00000030769	Q3UIH5
10090.ENSMUSP00000101651	Q3UM23
10090.ENSMUSP00000126111	Q3UPC2
10090.ENSMUSP00000033380	Q3UPI3
10090.ENSMUSP00000044556	Q3UTZ4
10090.ENSMUSP00000029371	Q3UVC6
10090.ENSMUSP00000057320	Q3UX84
10090.ENSMUSP00000039035	Q3UYP1
10090.ENSMUSP00000081953	Q3V3Y3
