160490.SPy_1744	Q99YE0
160490.SPy_0611	B6CEL1
160490.SPy_0166	D7S0H0
160490.SPy_1759	Q14UK7
160490.SPy_1252	A0A0C6FJW8
160490.SPy_1926	A0A0C6FLD8
160490.SPy_1046	A0A0C6FS21
160490.SPy_0189	A0A0C6FD45
160490.SPy_2116	A0A0C6FXP2
160490.SPy_0435	A0A0C6FYJ3
160490.SPy_0642	A0A0C6FYW4
160490.SPy_1264	A0A0C6FZS2
160490.SPy_1281	A0A0C6FFA8
160490.SPy_1798	A0A0C6FGN9
160490.SPy_1355	A0A0C6FK90
160490.SPy_1519	A0A0C6FSY0
160490.SPy_0875	A0A0C6FRV0
160490.SPy_1807	A0A0C6FTJ0
160490.SPy_0777	A0A0C6FV67
160490.SPy_1350	A0A0C6FWB3
160490.SPy_1200	A0A0C6G2N8
160490.SPy_0290	A0A0C6G585
160490.SPy_1502	A0A0C6G5W2
160490.SPy_1983	Q9F694
160490.SPy_0517	A0A0C6FDU9
160490.SPy_1141	A0A0C6FJM3
160490.SPy_2019	A0A0C6FWT1
160490.SPy_1046	A0A0C6FZC2
160490.SPy_0035	A0A0C6FCQ6
160490.SPy_1175	A0A0C6FSC1
160490.SPy_0746	A0A0C6FV44
160490.SPy_0342	A0A0C6FYQ5
160490.SPy_0839	A0A0C6G5L1
160490.SPy_1293	A0A0C6G5S9
160490.SPy_1298	A0A0C6G5T0
160490.SPy_1213	A0A0C6FF53
160490.SPy_1081	A0A0C6G3Z3
160490.SPy_1281	A0A0C6FVP2
160490.SPy_0319	A0A0C6FYD4
160490.SPy_1625	A0A0C6G0D0
160490.SPy_0314	A0A0C6G1R9
160490.SPy_0159	A0A0C6G550
160490.SPy_0777	A0A0C6FE76
160490.SPy_0538	A0A0C6FRD0
160490.SPy_1904	A0A0C6G4Q8
160490.SPy_0266	A0A0C6FYA3
160490.SPy_0224	A0A0C6G314
160490.SPy_1924	A0A0C6G629
160490.SPy_1350	A0A0C6FFG7
160490.SPy_0388	A0A0C6FIC1
160490.SPy_0853	A0A0C6FZ62
160490.SPy_0928	A0A0C6FZ98
160490.SPy_1392	A0A0C6G030
160490.SPy_1505	A0A0C6FFW5
160490.SPy_0356	A0A0C6FYR2
160490.SPy_1032	A0A0C6G3W7
160490.SPy_0739	A0A0C6FRK2
160490.SPy_1351	A0A0C6FSM2
160490.SPy_2059	A0A0C6FTW2
160490.SPy_1790	A0A0C6FX51
160490.SPy_1385	A0A0C6G026
160490.SPy_0303	A0A0C6G589
160490.SPy_1298	A0A0C6FW79
160490.SPy_1659	A0A0C6G0Q0
160490.SPy_1392	A0A0C6G491
160490.SPy_0092	A0A0C6FQG9
160490.SPy_0745	A0A0C6FV38
160490.SPy_0308	A0A0C6G380
160490.SPy_1284	A0A0C6G454
160490.SPy_1200	A0A0C6FSD3
160490.SPy_1356	A0A0C6FVU0
160490.SPy_0737	A0A0C6FE44
160490.SPy_0778	A0A0C6FRN3
160490.SPy_1117	A0A0C6FVV5
160490.SPy_0781	A0A0C6FZ34
160490.SPy_0021	A0A0C6G2R1
160490.SPy_1892	A0A0C6G3K8
160490.SPy_0517	A0A0C6G5E6
160490.SPy_0503	A0A0C6FUR8
160490.SPy_1143	A0A0C6FVH3
160490.SPy_1293	A0A0C6FW76
160490.SPy_1721	A0A0C6FX12
160490.SPy_1567	A0A0C6G0K4
160490.SPy_2200	A0A0C6G4Y6
160490.SPy_1298	A0A0C6FSJ7
160490.SPy_0321	A0A0C6G1S2
160490.SPy_2125	A0A077BYZ4
160490.SPy_1471	A0A0C6FFR9
160490.SPy_0926	A0A0C6FVK5
160490.SPy_2000	Q9ZAS6
160490.SPy_0611	A7L765
160490.SPy_1995	A0A0C6FTR5
160490.SPy_0224	A0A0C6FYF0
160490.SPy_0746	A0A0C6G294
160490.SPy_1798	A0A0C6G609
160490.SPy_1852	A0A0C6G617
160490.SPy_1029	A0A0C6G2G2
160490.SPy_1196	A0A0C6G428
160490.SPy_1082	A0A0C6FEV4
160490.SPy_0172	A0A0C6FYA9
160490.SPy_0627	A0A0C6FRG6
160490.SPy_1054	A0A0C6G3X8
160490.SPy_1992	A0A0C6G4T4
160490.SPy_0308	A0A0C6G590
160490.SPy_1983	Q9F693
160490.SPy_0337	D3KVE3
160490.SPy_2019	Q9RHV3
160490.SPy_1465	A0A0C6FKH7
160490.SPy_0035	A0A0C6FXX6
160490.SPy_0266	A0A0C6FYI3
160490.SPy_0742	A0A0C6FV40
160490.SPy_1143	A0A0C6FVX3
160490.SPy_0004	A0A0C6G1F5
160490.SPy_1111	A0A0C6G402
160490.SPy_0814	A0A0C6G5K7
160490.SPy_2026	A0A0C6FLM2
160490.SPy_1259	A0A0C6FZR9
160490.SPy_1563	A0A0C6G0B3
160490.SPy_1460	A0A0C6G0E2
160490.SPy_1625	A0A0C6G0N7
160490.SPy_1968	A0A0C6G3P4
160490.SPy_1924	A0A0C6FTL7
160490.SPy_0365	A0A0C6FUJ8
160490.SPy_1856	A0A0C6G0W4
160490.SPy_1211	A0A0C6G2P3
160490.SPy_1465	A0A0C6G4A9
160490.SPy_0910	A0A0C6FJC3
160490.SPy_1912	A0A0C6FWN4
160490.SPy_1502	A0A0C6G0G8
160490.SPy_0251	A0A0C6G332
160490.SPy_1460	A0A0C6G5V4
160490.SPy_1150	Q9RGX1
160490.SPy_2023	Q9ZAC9
160490.SPy_0642	A0A0C6G3K3
160490.SPy_1451	A0A0C6FFQ1
160490.SPy_2090	A0A0C6FXM5
160490.SPy_1141	A0A0C6FZW6
160490.SPy_1543	A0A0C6G0A7
160490.SPy_0627	A0A0C6G5H6
160490.SPy_1390	A0A0C6G5U4
160490.SPy_0642	A0A0C6FE16
160490.SPy_2059	A0A0C6FLR2
160490.SPy_1133	A0A0C6FVG8
160490.SPy_1117	A0A0C6G2K2
160490.SPy_0266	A0A0C6G347
160490.SPy_0442	A0A0C6G3D7
160490.SPy_0492	A0A0C6G3F3
160490.SPy_1141	A0A0C6G412
160490.SPy_1543	A0A0C6FSZ9
160490.SPy_2025	A0A0C6G4U3
160490.SPy_0073	A0A0C6FQF7
160490.SPy_0745	A0A0C6G3M4
160490.SPy_2180	A0A0C6G3V1
160490.SPy_1807	A0A0C6G4T9
160490.SPy_0254	A0A0C6G575
160490.SPy_0727	A0A0C6FV26
160490.SPy_1968	A0A0C6FXE9
160490.SPy_0027	A0A0C6FCP9
160490.SPy_0290	A0A0C6FR00
160490.SPy_1237	A0A0C6FSF7
160490.SPy_2216	A0A0C6FX15
160490.SPy_1196	A0A0C6FZZ0
160490.SPy_1912	A0A0C6G0Y8
160490.SPy_1492	A0A0C6G4B9
160490.SPy_1284	A0A0C6FFB2
160490.SPy_0814	A0A0C6FJ75
160490.SPy_1284	A0A0C6FJZ8
160490.SPy_1586	A0A0C6FT27
160490.SPy_0092	A0A0C6FU99
160490.SPy_1287	A0A0C6G455
160490.SPy_1904	A0A0C6FLC3
160490.SPy_1779	A0A0C6FTC8
160490.SPy_0321	A0A0C6FUE9
160490.SPy_0359	A0A0C6FUI5
160490.SPy_1046	A0A0C6FVP5
160490.SPy_0742	A0A0C6G5J4
160490.SPy_0737	A0A0C6G3L9
160490.SPy_0798	A0A0C6FV93
160490.SPy_1911	A0A0C6FTK3
160490.SPy_1644	A0A0C6FWA0
160490.SPy_0320	A0A0C6G387
160490.SPy_1032	A0A0C6FJF2
160490.SPy_0882	A0A0C6FZ72
160490.SPy_1571	A0A0C6FKN4
160490.SPy_1841	A0A0C6FTG2
160490.SPy_0517	A0A0C6FUS7
160490.SPy_1911	A0A0C6G0N2
160490.SPy_1087	A0A0C6FVE6
160490.SPy_1407	A0A0C6FWF3
160490.SPy_0798	A0A0C6FJ67
160490.SPy_0136	A0A0C6FQL6
160490.SPy_0401	A0A0C6FYS7
160490.SPy_0477	A0A0C6FYV1
160490.SPy_1264	A0A0C6G449
160490.SPy_0342	A0A0C6FR44
160490.SPy_0435	A0A0C6FR82
160490.SPy_1049	A0A0C6FVQ0
160490.SPy_0167	A0A0C6FYA1
160490.SPy_0297	A0A0C6FYC4
160490.SPy_2066	A0A0C6G180
160490.SPy_0016	A0A0C6FXX9
160490.SPy_1259	A0A0C6G020
160490.SPy_1505	A0A0C6G094
160490.SPy_1995	A0A0C6G3Q6
160490.SPy_1101	A0A0C6G3Z9
160490.SPy_0172	A0A0C6FHZ9
160490.SPy_2059	A0A0C6G177
160490.SPy_2180	A0A0C6G1T3
160490.SPy_0740	A0A0C6G3M1
160490.SPy_0453	A0A0C6G5C6
160490.SPy_1049	A0A0C6G5N4
160490.SPy_0166	D7S0I7
160490.SPy_0599	A0A0C6FDZ4
160490.SPy_0319	A0A0C6FR23
160490.SPy_1390	A0A0C6FSP6
160490.SPy_1252	A0A0C6FW35
160490.SPy_1537	A0A0C6FWP7
160490.SPy_0599	A0A0C6G258
160490.SPy_2181	A0A0C6FHI6
160490.SPy_0251	A0A0C6FUE7
160490.SPy_1286	A0A0C6FVP4
160490.SPy_1390	A0A0C6FWE0
160490.SPy_0021	A0A0C6FXY1
160490.SPy_1563	A0A0C6FT11
160490.SPy_1790	A0A0C6FWH7
160490.SPy_1586	A0A0C6FWT3
160490.SPy_1999	A0A0C6G0U4
160490.SPy_0807	A0A0C6G2B7
160490.SPy_0768	A0A0C6G5J9
160490.SPy_0319	A0A0C6FUE0
160490.SPy_0853	A0A0C6G3R7
160490.SPy_0714	A0A0C6G3K9
160490.SPy_1807	A0A0C6FD69
160490.SPy_1133	A0A0C6FEZ5
160490.SPy_1659	A0A0C6FKS9
160490.SPy_0356	A0A0C6G5A2
160490.SPy_1471	A0A0C6FKH9
160490.SPy_0010	A0A0C6FTP6
160490.SPy_1237	A0A0C6FZQ2
160490.SPy_0727	A0A0C6FYY6
160490.SPy_0776	A0A0C6G3N4
160490.SPy_0012	A0A0C6G4Z4
160490.SPy_0294	Q54908
160490.SPy_1287	A0A0C6G2S7
160490.SPy_0807	A0A0C6FEA1
160490.SPy_0846	A0A0C6FRS9
160490.SPy_0378	A0A0C6FUJ2
160490.SPy_0251	A0A0C6FYH0
160490.SPy_1196	A0A0C6FZM4
160490.SPy_1451	A0A0C6G071
160490.SPy_1519	A0A0C6G350
160490.SPy_1164	A0A0C6FSB5
160490.SPy_1591	A0A0C6FWT7
160490.SPy_1807	A0A0C6G0V3
160490.SPy_0342	A0A0C6G1S9
160490.SPy_1530	A0A0C6G4D0
160490.SPy_1567	A0A0C6G4E6
160490.SPy_0883	V9TVC1
160490.SPy_0136	A0A0C6FHX7
160490.SPy_0729	A0A0C6G286
160490.SPy_2116	A0A0C6G658
160490.SPy_0013	A0A0C6FHN4
160490.SPy_0401	A0A0C6FUJ9
160490.SPy_1571	A0A0C6G0K6
160490.SPy_2025	A0A0C6G644
160490.SPy_1143	A0A0C6FSA3
160490.SPy_1790	A0A0C6FTD3
160490.SPy_1958	A0A0C6G119
160490.SPy_0242	A0A0C6FD84
160490.SPy_1203	A0A0C6FF47
160490.SPy_0777	A0A0C6FV57
160490.SPy_2200	A0A0C6G1E2
160490.SPy_1234	A0A0C6FF72
160490.SPy_0097	A0A0C6FQH3
160490.SPy_1605	A0A0C6FWU4
160490.SPy_0841	A0A0C6FZ59
160490.SPy_0013	A0A0C6G2Q7
160490.SPy_0535	A0A0C6G5F2
160490.SPy_0416	Q201Z9
160490.SPy_0297	A0A0C6FUC3
160490.SPy_1779	A0A0C6G3F0
160490.SPy_2018	Q54598
160490.SPy_1506	Q9EW02
160490.SPy_0416	B3VBP2
160490.SPy_0337	B3VBQ2
160490.SPy_0165	D7S084
160490.SPy_1529	Q6H0V2
160490.SPy_0165	D7S0A1
160490.SPy_0165	D7S0A0
160490.SPy_0165	D7S0C2
160490.SPy_0166	D7S0J4
160490.SPy_0166	D7S0F0
160490.SPy_0165	D7S073
160490.SPy_1361	F8THZ1
160490.SPy_0909	A1E961
160490.SPy_2018	Q7M1D6
160490.SPy_2016	Q9JNH9
160490.SPy_0910	E7FIH0
160490.SPy_1529	Q9EW12
160490.SPy_2016	Q9JP13
160490.SPy_1998	Q9LAD0
160490.SPy_2016	Q9JNA9
160490.SPy_2018	O50278
160490.SPy_0238	H6V7C5
160490.SPy_2018	Q8GLA6
160490.SPy_1097	Q8L1F2
160490.SPy_2198	O87530
160490.SPy_1333	Q9RIK1
160490.SPy_1084	Q9FDV0
160490.SPy_2018	Q54832
160490.SPy_2016	Q9JNR9
160490.SPy_2016	Q9JNU0
160490.SPy_2016	Q9JP16
160490.SPy_1994	Q9RII2
160490.SPy_2130	A0A088FB44
160490.SPy_2135	A0A088FB48
160490.SPy_2148	Q9EVY7
160490.SPy_2016	Q9JNU1
160490.SPy_2016	Q9JNH5
160490.SPy_2016	Q9JNY8
160490.SPy_1568	Q9RIJ6
160490.SPy_2016	Q9JP05
160490.SPy_2016	Q9JP25
160490.SPy_2016	Q9JNZ7
160490.SPy_2016	Q9JNN1
160490.SPy_2016	Q9JNV3
160490.SPy_2016	Q9JP14
160490.SPy_2019	Q4QSS4
160490.SPy_2019	Q4QSS1
160490.SPy_1032	A7XFV5
160490.SPy_2018	P95824
160490.SPy_0124	Q4QSP7
160490.SPy_2006	Q93GT5
160490.SPy_2018	Q8GL91
160490.SPy_1032	A7XFU5
160490.SPy_1676	Q9EVX7
160490.SPy_1032	A7XFV4
160490.SPy_1152	Q9F919
160490.SPy_2034	Q9AGE8
160490.SPy_0099	Q9RIJ7
160490.SPy_1979	Q7X0R2
160490.SPy_0629	A7X0A7
160490.SPy_1032	A7XFV1
160490.SPy_0910	A5A150
160490.SPy_0416	Q202B0
160490.SPy_0740	O85471
160490.SPy_2122	Q49NY2
160490.SPy_1676	Q6H0Q4
160490.SPy_1676	Q6H0Q5
160490.SPy_2042	D7R7W4
160490.SPy_1273	O86016
160490.SPy_2016	Q9JNV5
160490.SPy_2018	A0A059TA72
160490.SPy_1676	Q9EVY0
160490.SPy_1098	O33727
160490.SPy_2018	Q4ZGN8
160490.SPy_1979	I2B178
160490.SPy_2016	Q9JNL9
160490.SPy_2216	Q309X6
160490.SPy_2018	M4HZX8
160490.SPy_2018	M4HZS9
160490.SPy_1529	Q6H0U7
160490.SPy_2018	M4HZK8
160490.SPy_0140	Q9EW33
160490.SPy_2018	M4I089
160490.SPy_1676	Q9EVX8
160490.SPy_2016	Q9JNC0
160490.SPy_2019	Q54508
160490.SPy_2018	Q54543
160490.SPy_2016	Q9JNZ5
160490.SPy_0711	Q7BTR4
160490.SPy_2018	Q8GL98
160490.SPy_2018	Q8GLA8
160490.SPy_2010	Q53477
160490.SPy_1506	Q9EW00
160490.SPy_1357	Q9X5C6
160490.SPy_2042	D3KVF9
160490.SPy_0337	D3KVH2
160490.SPy_2042	D3KVL2
160490.SPy_0337	D3KVL8
160490.SPy_2043	Q5R201
160490.SPy_1506	Q6H0T2
160490.SPy_2039	K7NBQ1
160490.SPy_1406	Q2VQI1
160490.SPy_1529	Q6WQN1
160490.SPy_2042	D3KVD8
160490.SPy_2042	D3KVG1
160490.SPy_0337	D3KVI4
160490.SPy_0337	D3KVH8
160490.SPy_2018	Q54653
160490.SPy_2018	Q9RNZ8
160490.SPy_1998	A5A501
160490.SPy_1998	Q5Q044
160490.SPy_1529	Q6H0V8
160490.SPy_2018	W0T1P9
160490.SPy_2018	Q8RLD2
160490.SPy_2018	Q8RLD3
160490.SPy_2016	Q9JNY5
160490.SPy_1032	A7XFU4
160490.SPy_0167	Q9S0R9
160490.SPy_1506	Q6WQM9
160490.SPy_2042	D3KVH5
160490.SPy_1676	Q9EVY5
160490.SPy_0121	Q9ZB43
160490.SPy_2217	Q9L573
160490.SPy_2018	A0A059T9M8
160490.SPy_2042	D3KVI0
160490.SPy_2018	Q54592
160490.SPy_2042	Q54977
160490.SPy_0165	D7S054
160490.SPy_0165	D7S057
160490.SPy_2016	Q9JNJ5
160490.SPy_0361	Q6H0S6
160490.SPy_2140	A0A088F7E9
160490.SPy_2016	Q9JNM9
160490.SPy_2039	Q9S651
160490.SPy_1676	Q9EVY3
160490.SPy_0140	Q6WQJ6
160490.SPy_1136	Q6WQK7
160490.SPy_2018	M4HZK5
160490.SPy_2018	M4HZN0
160490.SPy_0416	Q201Z8
160490.SPy_0165	D7S0A2
160490.SPy_0124	Q4QSP8
160490.SPy_0337	B3VBR2
160490.SPy_0165	D7S0C1
160490.SPy_2131	A0A088F8G6
160490.SPy_2018	B8YGF7
160490.SPy_2016	Q9JNT4
160490.SPy_0337	B3VA89
160490.SPy_2016	Q9JNT8
160490.SPy_2016	G4Y2D6
160490.SPy_2016	Q9JNL0
160490.SPy_2016	Q9JNV7
160490.SPy_0528	Q9RCL1
160490.SPy_2016	Q9JNL8
160490.SPy_2134	A0A088F7E4
160490.SPy_2018	Q6V9Q4
160490.SPy_0606	Q9FAZ7
160490.SPy_1529	Q6H0W3
160490.SPy_2016	G4Y2D7
160490.SPy_0136	Q8RM87
160490.SPy_1529	Q9EW07
160490.SPy_0140	Q6WQJ4
160490.SPy_2019	Q99096
160490.SPy_0097	Q9FAZ4
160490.SPy_2016	Q9JNB4
160490.SPy_2016	Q9JNF3
160490.SPy_2148	Q6H0Q9
160490.SPy_2018	A0A059TA31
160490.SPy_2043	Q9ACN6
160490.SPy_0165	D7S056
160490.SPy_2018	Q5TIP0
160490.SPy_0337	D4QE69
160490.SPy_2042	D3KVK7
160490.SPy_1136	Q6H0P1
160490.SPy_0361	Q6H0R3
160490.SPy_0361	Q9EVZ8
160490.SPy_2037	Q8KPN8
160490.SPy_2018	Q83XW0
160490.SPy_0167	A0A0A0YP16
160490.SPy_2018	W0S400
160490.SPy_1523	Q9FB01
160490.SPy_1013	Q6SPD2
160490.SPy_2042	D2XVA0
160490.SPy_2016	F2WZ73
160490.SPy_0165	D7S060
160490.SPy_2016	Q9JNY4
160490.SPy_2018	B8YGF8
160490.SPy_2016	Q9JP26
160490.SPy_2127	A0A088F8F5
160490.SPy_2016	Q9JNF8
160490.SPy_1136	Q6H0P2
160490.SPy_0140	Q9EW34
160490.SPy_2016	Q9JNL7
160490.SPy_2039	K7NBJ7
160490.SPy_0080	A7DUM8
160490.SPy_1676	Q9EVY1
160490.SPy_2016	Q9JNE8
160490.SPy_0098	Q6TAG6
160490.SPy_0080	A7DUS6
160490.SPy_0361	Q9EVZ9
160490.SPy_2128	A0A088F7A1
160490.SPy_2148	Q9EVZ0
160490.SPy_0165	Q9KH01
160490.SPy_1979	Q7X0Y2
160490.SPy_1136	Q9EW26
160490.SPy_1098	Q8L1G0
160490.SPy_0416	Q202A0
160490.SPy_0165	D7S059
160490.SPy_2016	Q9JNW5
160490.SPy_2016	Q9JNX8
160490.SPy_0559	Q9RII8
160490.SPy_1998	Q9LAD9
160490.SPy_1495	C6ZKX3
160490.SPy_2018	Q9RN99
160490.SPy_0098	B3VK77
160490.SPy_1152	E7FIG5
160490.SPy_0361	Q6WQM2
160490.SPy_0337	D3KVI3
160490.SPy_0337	D3KVG0
160490.SPy_2013	O69141
160490.SPy_2018	M4I055
160490.SPy_2018	Q8RLD4
160490.SPy_2039	Q9AJD2
160490.SPy_0166	D7S0I5
160490.SPy_1346	F8K809
160490.SPy_2016	Q9JNM4
160490.SPy_2016	Q9JNG5
160490.SPy_2016	Q9JNV1
160490.SPy_2016	Q9JNR5
160490.SPy_2016	A0A077KT43
160490.SPy_1032	A7XFV6
160490.SPy_0124	Q4QSP3
160490.SPy_0712	Q8VQ29
160490.SPy_2016	A0A077KT95
160490.SPy_2016	Q9JNU2
160490.SPy_1136	Q6WQK5
160490.SPy_2133	A0A088FB95
160490.SPy_2199	O87529
160490.SPy_2016	Q9JNH8
160490.SPy_2016	Q9JNT3
160490.SPy_1087	Q9FDU5
160490.SPy_0530	Q9RCK9
160490.SPy_0337	D3KVK9
160490.SPy_2016	Q9JND6
160490.SPy_0337	I7EG13
160490.SPy_0565	O31057
160490.SPy_0361	Q6H0R6
160490.SPy_1136	Q9EW23
160490.SPy_0883	V9TXR7
160490.SPy_0337	D3KVH7
160490.SPy_0337	D3KVG3
160490.SPy_0337	D3KVE4
160490.SPy_2042	D3KVE9
160490.SPy_0337	D3KVH6
160490.SPy_2016	Q9JNB5
160490.SPy_0470	Q54525
160490.SPy_0052	Q9RII4
160490.SPy_2018	Q56G63
160490.SPy_2018	D6QY09
160490.SPy_2016	Q9JNY3
160490.SPy_2016	Q9JNH0
160490.SPy_2018	Q6V4K8
160490.SPy_2023	Q54708
160490.SPy_2148	Q9EVY6
160490.SPy_2016	Q9JNB1
160490.SPy_2200	Q54867
160490.SPy_2016	Q9JNI0
160490.SPy_2016	Q9JNQ4
160490.SPy_2016	G4Y2D2
160490.SPy_2016	A0A077KRL2
160490.SPy_2016	A0A077KRL7
160490.SPy_0337	D3KVI7
160490.SPy_2042	D7R7W3
160490.SPy_1096	O86884
160490.SPy_2043	Q5R202
160490.SPy_1529	Q6H0V5
160490.SPy_0337	D3KVH1
160490.SPy_1136	Q9EW20
160490.SPy_2042	D3KVG7
160490.SPy_1434	Q4VUT0
160490.SPy_0883	V9TU24
160490.SPy_1529	Q6H0V7
160490.SPy_0910	Q69C28
160490.SPy_1357	Q9S6G4
160490.SPy_1798	B0LFQ8
160490.SPy_2016	Q9JNE3
160490.SPy_2016	Q9JNR1
160490.SPy_0098	J9PU64
160490.SPy_2019	Q4QSS2
160490.SPy_2042	D7R7W2
160490.SPy_0098	Q9EW17
160490.SPy_0140	Q6WQK1
160490.SPy_0140	Q6WQK4
160490.SPy_0337	D3KVL4
160490.SPy_2018	Q19KW0
160490.SPy_2016	Q9JNU3
160490.SPy_0140	Q6WQJ9
160490.SPy_1676	Q6H0Q2
160490.SPy_0337	D3KVD7
160490.SPy_0337	D3KVJ5
160490.SPy_0297	Q54911
160490.SPy_2018	Q19KV5
160490.SPy_0416	Q202A5
160490.SPy_2016	Q9JNJ6
160490.SPy_2016	A0A077KY35
160490.SPy_0337	D3KVF5
160490.SPy_0337	D3KVF8
160490.SPy_2018	M4HZY7
160490.SPy_0910	Q9L7K0
160490.SPy_2042	K7NBV1
160490.SPy_0124	G1UJU6
160490.SPy_2016	Q9JNS6
160490.SPy_2200	Q9S6B2
160490.SPy_1506	Q6WQN0
160490.SPy_0140	Q9EW38
160490.SPy_2018	Q10372
160490.SPy_0361	Q9EVZ7
160490.SPy_0165	D7S066
160490.SPy_0383	Q06A41
160490.SPy_2070	O33733
160490.SPy_2016	Q9JNS7
160490.SPy_0165	D7S042
160490.SPy_2016	Q9JNB3
160490.SPy_2016	Q9JNV6
160490.SPy_1676	Q9EVY2
160490.SPy_0909	A5A151
160490.SPy_1886	Q93HQ7
160490.SPy_0361	Q6H0S8
160490.SPy_1506	Q6H0T4
160490.SPy_1506	Q6H0T0
160490.SPy_2016	Q9JP03
160490.SPy_2018	M4I025
160490.SPy_0337	B3VA71
160490.SPy_1979	B5SVI4
160490.SPy_0003	Q9EVR1
160490.SPy_0124	Q4QSP5
160490.SPy_1136	Q6H0N8
160490.SPy_2018	W0S3J8
160490.SPy_2016	A0A077KV88
160490.SPy_2042	D3KVL5
160490.SPy_2018	Q6V4L7
160490.SPy_2196	O87532
160490.SPy_1529	Q9EW09
160490.SPy_1032	A7XFU6
160490.SPy_0887	A8W734
160490.SPy_2010	Q9ZAC8
160490.SPy_0337	D3KVH4
160490.SPy_1371	Q2HQR3
160490.SPy_1998	Q9LAD5
160490.SPy_1979	I2B177
160490.SPy_1529	Q9EW10
160490.SPy_2018	M4I022
160490.SPy_0400	Q9EZQ5
160490.SPy_2042	D2XVA1
160490.SPy_0165	D7S0A5
160490.SPy_0910	Q69C29
160490.SPy_0140	Q9EW35
160490.SPy_0361	Q9EVZ3
160490.SPy_2148	Q9EVY8
160490.SPy_0165	D7S068
160490.SPy_1136	Q9EW22
160490.SPy_1998	A5A502
160490.SPy_0124	Q4QSQ0
160490.SPy_0374	Q9AGC2
160490.SPy_0910	A5HIF2
160490.SPy_2043	Q5R203
160490.SPy_1529	Q6H0W4
160490.SPy_0395	Q2PJ81
160490.SPy_2018	M4HZL1
160490.SPy_0337	D3KVG8
160490.SPy_2018	Q53536
160490.SPy_1346	A0A097C292
160490.SPy_0140	Q9EW28
160490.SPy_2016	Q9JNQ2
160490.SPy_2018	Q9L513
160490.SPy_2042	D3KVI6
160490.SPy_1136	Q6H0N4
160490.SPy_2016	Q9JNT0
160490.SPy_0165	Q5R2E0
160490.SPy_2018	Q7WTQ0
160490.SPy_2018	Q54894
160490.SPy_1684	Q93HQ9
160490.SPy_0827	Q9RIJ2
160490.SPy_2148	Q935W2
160490.SPy_1998	Q9LAD7
160490.SPy_2018	Q8GLB0
160490.SPy_2018	Q54833
160490.SPy_1529	Q9EW05
160490.SPy_2042	D2XV97
160490.SPy_2018	O68656
160490.SPy_0165	D7S065
160490.SPy_2016	Q9JNA8
160490.SPy_2016	Q9JNB7
160490.SPy_1032	A7XFV2
160490.SPy_1032	A7XFV3
160490.SPy_0337	I7EG09
160490.SPy_0098	A0EKJ5
160490.SPy_1676	Q6H0Q0
160490.SPy_1136	Q9EW27
160490.SPy_0361	Q6H0S3
160490.SPy_2018	Q10371
160490.SPy_0098	Q2VQH0
160490.SPy_0361	Q9EVZ5
160490.SPy_2145	A0A088F7D7
160490.SPy_0123	G1UJU5
160490.SPy_0166	D7S0J1
160490.SPy_1007	Q8VVW1
160490.SPy_1032	A7XFU8
160490.SPy_2018	Q9RN96
160490.SPy_0165	D7S0B4
160490.SPy_2039	K7NBN6
160490.SPy_2025	Q54707
160490.SPy_2016	G4Y2D0
160490.SPy_1506	Q6H0T9
160490.SPy_0140	Q6WQJ8
160490.SPy_0627	A7X0B4
160490.SPy_0140	Q9EW29
160490.SPy_1080	Q9FDV4
160490.SPy_2148	Q6H0R0
160490.SPy_0711	Q6LD36
160490.SPy_0337	I7B321
160490.SPy_2019	Q83YY9
160490.SPy_2042	Q9S650
160490.SPy_0337	I7B318
160490.SPy_2018	A0A0A0RW04
160490.SPy_1529	Q6H0W1
160490.SPy_2016	Q9JP18
160490.SPy_0140	Q6WQJ7
160490.SPy_0337	B3VA69
160490.SPy_2018	Q8RLC9
160490.SPy_1529	Q9EW08
160490.SPy_1032	A7XFU3
160490.SPy_2006	Q2PJ88
160490.SPy_2018	Q8RLD0
160490.SPy_1529	Q9EW06
160490.SPy_2042	D3KVJ9
160490.SPy_2042	D3KVK3
160490.SPy_2018	Q4ZGP7
160490.SPy_2018	M4I070
160490.SPy_0165	D7S063
160490.SPy_2048	K7NBU8
160490.SPy_0165	D7S047
160490.SPy_1796	Q06A48
160490.SPy_2016	Q9JNS5
160490.SPy_0124	Q4QSP6
160490.SPy_2144	A0A088FB87
160490.SPy_0124	Q54706
160490.SPy_2010	B6ETQ5
160490.SPy_2016	Q9JNK6
160490.SPy_1676	Q9EVX9
160490.SPy_1529	Q9EW11
160490.SPy_2018	M4HZW2
160490.SPy_2016	Q9JNW6
160490.SPy_0098	B3VK78
160490.SPy_0361	Q6H0S7
160490.SPy_1506	Q6H0T7
160490.SPy_2042	D3KVL9
160490.SPy_2016	Q9JNZ0
160490.SPy_2018	A4UUJ2
160490.SPy_0529	Q9RCL0
160490.SPy_2016	Q9JNF9
160490.SPy_2016	Q9JNK1
160490.SPy_2007	Q2PJ89
160490.SPy_1406	A0EKN2
160490.SPy_0140	Q6H0N1
160490.SPy_0337	D3KVK2
160490.SPy_1998	Q5Q045
160490.SPy_2042	D3KVE2
160490.SPy_2042	D3KVK4
160490.SPy_1032	Q9L7W9
160490.SPy_1152	Q76HD4
160490.SPy_2018	M4HZS2
160490.SPy_0910	Q69C30
160490.SPy_2016	Q9JNE7
160490.SPy_2016	Q9JNI5
160490.SPy_2016	Q9JNW2
