546414.Deide_23220	C1D087
546414.Deide_02750	C1CZ46
546414.Deide_05750	C1D0N9
546414.Deide_20550	C1CYP1
546414.Deide_20490	C1CYN5
546414.Deide_13052	C1CVL3
546414.Deide_13690	C1CVU2
546414.Deide_14400	C1CW24
546414.Deide_17150	C1CWW8
546414.Deide_20020	C1CY50
546414.Deide_20360	C1CYM2
546414.Deide_21430	C1CYY9
546414.Deide_03620	C1CZT2
546414.Deide_03940	C1CZW8
546414.Deide_06170	C1D0T7
546414.Deide_06310	C1D0V1
546414.Deide_06690	C1D100
546414.Deide_15050	C1CW94
546414.Deide_02830	C1CZ58
546414.Deide_15820	C1CWH9
546414.Deide_21760	C1CZF4
546414.Deide_09500	C1CUG1
546414.Deide_04110	C1CZY5
546414.Deide_06830	C1D117
546414.Deide_22970	C1D063
546414.Deide_14840	C1CW71
546414.Deide_22580	C1CZP0
546414.Deide_11990	C1CV92
546414.Deide_09910	C1CUK5
546414.Deide_10000	C1CUL4
546414.Deide_15210	C1CWB3
546414.Deide_19910	C1CY37
546414.Deide_01920	C1CYI0
546414.Deide_03670	C1CZT7
546414.Deide_04220	C1CZZ7
546414.Deide_07720	C1D1B0
546414.Deide_15830	C1CWI0
546414.Deide_21690	C1CZE7
546414.Deide_11280	C1CV15
546414.Deide_12340	C1CVD3
546414.Deide_13920	C1CVW8
546414.Deide_08550	C1D1K4
546414.Deide_15571	C1CWF6
546414.Deide_02860	C1CZ66
546414.Deide_22770	C1CZR0
546414.Deide_06500	C1D0X5
546414.Deide_09850	C1CUJ9
546414.Deide_09550	C1CUG6
546414.Deide_16070	C1CWK5
546414.Deide_18070	C1CX77
546414.Deide_22790	C1CZR3
546414.Deide_13630	C1CVT6
546414.Deide_10830	C1CUW2
546414.Deide_09600	C1CUH1
546414.Deide_19870	C1CY33
546414.Deide_01390	C1CYC4
546414.Deide_15110	C1CWA0
546414.Deide_19210	C1CXV9
546414.Deide_06920	C1D126
546414.Deide_21860	C1CZG7
546414.Deide_15840	C1CWI1
546414.Deide_15270	C1CWC0
546414.Deide_15650	C1CWG3
546414.Deide_13021	C1CVK7
546414.Deide_07760	C1D1B5
