9823.ENSSSCP00000024131	P54612
9823.ENSSSCP00000020605	I3L993
9823.ENSSSCP00000022164	I3LDN2
9823.ENSSSCP00000023003	I3LG10
9823.ENSSSCP00000023254	I3LGR0
9823.ENSSSCP00000023348	I3LH04
9823.ENSSSCP00000024372	I3LJW0
9823.ENSSSCP00000025784	I3LNV9
9823.ENSSSCP00000026202	I3LQ24
9823.ENSSSCP00000015962	A7Y426
9823.ENSSSCP00000025859	F1RLD9
9823.ENSSSCP00000023926	F1SAK6
9823.ENSSSCP00000019612	I3L6G1
9823.ENSSSCP00000019783	I3L6Y1
9823.ENSSSCP00000019798	I3L6Z6
9823.ENSSSCP00000019895	I3L791
9823.ENSSSCP00000020037	I3L7N1
9823.ENSSSCP00000020190	I3L832
9823.ENSSSCP00000020747	I3L9N4
9823.ENSSSCP00000020898	I3LA32
9823.ENSSSCP00000020995	I3LAC7
9823.ENSSSCP00000021003	I3LAD5
9823.ENSSSCP00000021086	I3LAL8
9823.ENSSSCP00000004676	I3LAZ8
9823.ENSSSCP00000021300	I3LB81
9823.ENSSSCP00000021465	I3LBP4
9823.ENSSSCP00000021614	I3LC41
9823.ENSSSCP00000021871	I3LCU4
9823.ENSSSCP00000022102	I3LDH1
9823.ENSSSCP00000022382	I3LE96
9823.ENSSSCP00000022813	I3LFH1
9823.ENSSSCP00000022835	I3LFJ3
9823.ENSSSCP00000022859	I3LFL7
9823.ENSSSCP00000023293	I3LGU9
9823.ENSSSCP00000023523	I3LHH7
9823.ENSSSCP00000023524	I3LHH8
9823.ENSSSCP00000023537	I3LHJ1
9823.ENSSSCP00000023804	I3LIA3
9823.ENSSSCP00000023847	I3LIE2
9823.ENSSSCP00000012719	I3LJ24
9823.ENSSSCP00000024137	I3LJ79
9823.ENSSSCP00000024335	I3LJS3
9823.ENSSSCP00000024492	I3LK78
9823.ENSSSCP00000024260	I3LKT0
9823.ENSSSCP00000025265	I3LME4
9823.ENSSSCP00000025691	I3LNL6
9823.ENSSSCP00000025722	I3LNP7
9823.ENSSSCP00000025733	I3LNQ8
9823.ENSSSCP00000025754	I3LNS9
9823.ENSSSCP00000026761	I3LRM3
9823.ENSSSCP00000029997	I3LS31
9823.ENSSSCP00000027254	I3LT11
9823.ENSSSCP00000027570	I3LTX1
9823.ENSSSCP00000027854	I3LUQ3
9823.ENSSSCP00000028004	I3LV52
9823.ENSSSCP00000028096	I3LVE4
9823.ENSSSCP00000003243	Q4W1H9
9823.ENSSSCP00000000266	A5A758
9823.ENSSSCP00000024703	K9IVR0
9823.ENSSSCP00000019145	A9LFM3
9823.ENSSSCP00000019138	A9LFQ5
9823.ENSSSCP00000019145	A9LGF9
9823.ENSSSCP00000019137	D1MCA3
9823.ENSSSCP00000013824	Q9N0M7
9823.ENSSSCP00000029311	Q2I6X7
9823.ENSSSCP00000010421	Q7YRP5
9823.ENSSSCP00000000668	Q863K2
9823.ENSSSCP00000029753	C0JP81
9823.ENSSSCP00000003664	M3VK42
9823.ENSSSCP00000030385	Q6Q8C0
9823.ENSSSCP00000027369	Q6T2V2
9823.ENSSSCP00000028341	K7GKG5
9823.ENSSSCP00000013405	K7GKJ6
9823.ENSSSCP00000013467	K7GL85
9823.ENSSSCP00000028620	K7GL91
9823.ENSSSCP00000028704	K7GLH4
9823.ENSSSCP00000029882	K7GM45
9823.ENSSSCP00000013457	K7GQB0
9823.ENSSSCP00000029308	K7GQM2
9823.ENSSSCP00000013450	K7GR36
9823.ENSSSCP00000018263	K7GRQ9
9823.ENSSSCP00000025220	K7GS63
9823.ENSSSCP00000017688	Q8WMH0
9823.ENSSSCP00000029789	Q8WMK1
9823.ENSSSCP00000027747	Q9GLG0
9823.ENSSSCP00000006773	V5PZU2
9823.ENSSSCP00000000740	Q71UN0
9823.ENSSSCP00000016355	B5TGG8
9823.ENSSSCP00000019147	B6CXA8
9823.ENSSSCP00000030306	K7GQY1
9823.ENSSSCP00000003671	K7GR54
9823.ENSSSCP00000030633	K7GRV3
9823.ENSSSCP00000019140	Q69GF5
9823.ENSSSCP00000009017	B2D2K8
9823.ENSSSCP00000019147	B2ZG57
9823.ENSSSCP00000002549	M3V7Y8
9823.ENSSSCP00000025558	B4YSE9
9823.ENSSSCP00000001574	B5L2N1
9823.ENSSSCP00000014708	M3VK04
9823.ENSSSCP00000008121	F1RFL0
9823.ENSSSCP00000003026	F1RFS7
9823.ENSSSCP00000010300	F1RJU6
9823.ENSSSCP00000018226	F1RVY7
9823.ENSSSCP00000001032	F1RXT9
9823.ENSSSCP00000016640	F1S0C2
9823.ENSSSCP00000016119	F1S7B1
9823.ENSSSCP00000002832	F1S7D2
9823.ENSSSCP00000014360	F1S7K5
9823.ENSSSCP00000011537	F1S9K3
9823.ENSSSCP00000014602	F1SDY2
9823.ENSSSCP00000009409	F1SE88
9823.ENSSSCP00000005407	F1SFF4
9823.ENSSSCP00000005092	F1SI26
9823.ENSSSCP00000005259	F1SMX7
9823.ENSSSCP00000017226	F1SMZ0
9823.ENSSSCP00000008907	F1SPM2
9823.ENSSSCP00000019137	A5YMX0
9823.ENSSSCP00000010859	F1RG55
9823.ENSSSCP00000003275	F1RGJ9
9823.ENSSSCP00000006953	F1RGR9
9823.ENSSSCP00000010340	F1RJQ0
9823.ENSSSCP00000010046	F1RK01
9823.ENSSSCP00000010790	F1RK65
9823.ENSSSCP00000015174	F1RKI2
9823.ENSSSCP00000003344	F1RM44
9823.ENSSSCP00000013982	F1RMF6
9823.ENSSSCP00000010243	F1RN05
9823.ENSSSCP00000010203	F1RN43
9823.ENSSSCP00000015096	F1RN50
9823.ENSSSCP00000018853	F1RN72
9823.ENSSSCP00000006850	F1RNC2
9823.ENSSSCP00000003552	F1RNF1
9823.ENSSSCP00000003085	F1RNW7
9823.ENSSSCP00000006324	F1RSM9
9823.ENSSSCP00000009940	F1RSV0
9823.ENSSSCP00000006666	F1RT50
9823.ENSSSCP00000001139	F1RUJ0
9823.ENSSSCP00000001111	F1RV92
9823.ENSSSCP00000009880	F1RVB4
9823.ENSSSCP00000009871	F1RVC1
9823.ENSSSCP00000011835	F1RVF1
9823.ENSSSCP00000001718	F1RVR6
9823.ENSSSCP00000009845	F1RW12
9823.ENSSSCP00000009819	F1RW61
9823.ENSSSCP00000004684	F1RY02
9823.ENSSSCP00000018153	F1RZZ1
9823.ENSSSCP00000006179	F1RZZ5
9823.ENSSSCP00000006730	F1S252
9823.ENSSSCP00000006421	F1S270
9823.ENSSSCP00000006410	F1S280
9823.ENSSSCP00000009047	F1S4S8
9823.ENSSSCP00000007719	F1S515
9823.ENSSSCP00000004163	F1S768
9823.ENSSSCP00000016001	F1SB99
9823.ENSSSCP00000004024	F1SBA6
9823.ENSSSCP00000009164	F1SCW1
9823.ENSSSCP00000007128	F1SDF2
9823.ENSSSCP00000002612	F1SE02
9823.ENSSSCP00000007816	F1SEK5
9823.ENSSSCP00000007450	F1SES8
9823.ENSSSCP00000012566	F1SFK0
9823.ENSSSCP00000017067	F1SI31
9823.ENSSSCP00000017639	F1SJA6
9823.ENSSSCP00000017638	F1SJA7
9823.ENSSSCP00000005326	F1SJJ1
9823.ENSSSCP00000000038	F1SJR5
9823.ENSSSCP00000024410	F1SLR7
9823.ENSSSCP00000005272	F1SMU6
9823.ENSSSCP00000000338	F1SQE8
9823.ENSSSCP00000008962	F1SQL1
9823.ENSSSCP00000012057	F1SRA8
9823.ENSSSCP00000005137	F1SSS8
9823.ENSSSCP00000015754	F1SUR6
9823.ENSSSCP00000015729	F1SUW7
9823.ENSSSCP00000015722	F1SUX3
9823.ENSSSCP00000018746	F2Z531
9823.ENSSSCP00000010661	K7N7E1
9823.ENSSSCP00000027045	Q5I914
9823.ENSSSCP00000005327	C7C1K5
9823.ENSSSCP00000004131	Q6E7H1
9823.ENSSSCP00000018720	F6PV15
9823.ENSSSCP00000007520	Q3LZV8
9823.ENSSSCP00000027354	Q4U4Q7
9823.ENSSSCP00000017244	A0A060IQ50
9823.ENSSSCP00000015676	F1RHR1
9823.ENSSSCP00000001975	F1RI92
9823.ENSSSCP00000001553	F1RQ59
9823.ENSSSCP00000018593	F1RWF5
9823.ENSSSCP00000016797	F1RX59
9823.ENSSSCP00000001278	F1S1R6
9823.ENSSSCP00000011391	F1S3Z9
9823.ENSSSCP00000014250	F1S6V4
9823.ENSSSCP00000016025	F1SAJ0
9823.ENSSSCP00000016014	F1SAK9
9823.ENSSSCP00000002728	F1SAP1
9823.ENSSSCP00000000250	F1SGI8
9823.ENSSSCP00000002199	F1SGL5
9823.ENSSSCP00000002194	F1SGL9
9823.ENSSSCP00000002174	F1SGQ3
9823.ENSSSCP00000012502	F1SH51
9823.ENSSSCP00000005324	F1SJJ3
9823.ENSSSCP00000012422	F1SL71
9823.ENSSSCP00000005855	F1SNC6
9823.ENSSSCP00000017535	F1SNF2
9823.ENSSSCP00000005559	F1SNF8
9823.ENSSSCP00000014276	F5BHI1
9823.ENSSSCP00000027073	F1RIA5
9823.ENSSSCP00000019650	F1SA59
9823.ENSSSCP00000019669	I3L6L8
9823.ENSSSCP00000023979	I3L6N4
9823.ENSSSCP00000020470	I3L8V9
9823.ENSSSCP00000020742	I3L9M9
9823.ENSSSCP00000020799	I3L9T6
9823.ENSSSCP00000021492	I3LBS1
9823.ENSSSCP00000021702	I3LCC7
9823.ENSSSCP00000021953	I3LD25
9823.ENSSSCP00000021972	I3LD43
9823.ENSSSCP00000022008	I3LD79
9823.ENSSSCP00000022416	I3LEC8
9823.ENSSSCP00000022452	I3LEG4
9823.ENSSSCP00000022810	I3LFG8
9823.ENSSSCP00000022982	I3LFY9
9823.ENSSSCP00000023123	I3LGD0
9823.ENSSSCP00000023129	I3LGD6
9823.ENSSSCP00000023149	I3LGF6
9823.ENSSSCP00000024211	I3LJF1
9823.ENSSSCP00000024442	I3LK28
9823.ENSSSCP00000024891	I3LLC3
9823.ENSSSCP00000024901	I3LLD3
9823.ENSSSCP00000024956	I3LLI6
9823.ENSSSCP00000025226	I3LMA5
9823.ENSSSCP00000025253	I3LMD2
9823.ENSSSCP00000025385	I3LMR4
9823.ENSSSCP00000003823	I3LN06
9823.ENSSSCP00000025618	I3LNE4
9823.ENSSSCP00000025659	I3LNI5
9823.ENSSSCP00000026213	I3LQ35
9823.ENSSSCP00000026431	I3LQQ1
9823.ENSSSCP00000026806	I3LRR7
9823.ENSSSCP00000026886	I3LRZ5
9823.ENSSSCP00000026992	I3LS99
9823.ENSSSCP00000027136	I3LSP3
9823.ENSSSCP00000027227	I3LSY4
9823.ENSSSCP00000027235	I3LSZ2
9823.ENSSSCP00000027282	I3LT38
9823.ENSSSCP00000018077	I3LT61
9823.ENSSSCP00000027374	I3LTC9
9823.ENSSSCP00000027505	I3LTQ7
9823.ENSSSCP00000027592	I3LTZ3
9823.ENSSSCP00000027685	I3LU86
9823.ENSSSCP00000027938	I3LUY6
9823.ENSSSCP00000028126	I3LVH4
9823.ENSSSCP00000024080	F1S3T8
9823.ENSSSCP00000026014	F1STD9
9823.ENSSSCP00000019194	I3L595
9823.ENSSSCP00000019325	I3L5M6
9823.ENSSSCP00000019497	I3L646
9823.ENSSSCP00000019530	I3L679
9823.ENSSSCP00000021104	I3LAN6
9823.ENSSSCP00000021197	I3LAX9
9823.ENSSSCP00000021213	I3LAZ4
9823.ENSSSCP00000021558	I3LBY6
9823.ENSSSCP00000021650	I3LC76
9823.ENSSSCP00000021961	I3LD33
9823.ENSSSCP00000023309	I3LGW5
9823.ENSSSCP00000023455	I3LHB0
9823.ENSSSCP00000017275	I3LJ63
9823.ENSSSCP00000024122	I3LJ65
9823.ENSSSCP00000024175	I3LJB6
9823.ENSSSCP00000024394	I3LJY2
9823.ENSSSCP00000025818	I3LNZ3
9823.ENSSSCP00000025823	I3LNZ8
9823.ENSSSCP00000025876	I3LP51
9823.ENSSSCP00000001574	A0A0A7LVE0
9823.ENSSSCP00000025920	A5A778
9823.ENSSSCP00000007332	A9X943
9823.ENSSSCP00000024091	C1IEE5
9823.ENSSSCP00000007519	Q6DKZ9
9823.ENSSSCP00000016917	K9IVP8
9823.ENSSSCP00000007154	K9J6J8
9823.ENSSSCP00000022160	Q70D54
9823.ENSSSCP00000012252	Q8MJM7
9823.ENSSSCP00000016673	A0A068A0B0
9823.ENSSSCP00000027313	Q1W3C5
9823.ENSSSCP00000002219	Q95248
9823.ENSSSCP00000027960	Q95JF1
9823.ENSSSCP00000015962	A5A360
9823.ENSSSCP00000021535	I3LBW3
9823.ENSSSCP00000021449	I3LQ56
9823.ENSSSCP00000026293	I3LQB5
9823.ENSSSCP00000026338	I3LQF8
9823.ENSSSCP00000023573	Q563X0
9823.ENSSSCP00000002085	Q8SQ69
9823.ENSSSCP00000012166	Q6QHD4
9823.ENSSSCP00000013602	K7GSX0
9823.ENSSSCP00000020555	Q3HNA9
9823.ENSSSCP00000019147	A0SXY0
9823.ENSSSCP00000028471	K7GKU3
9823.ENSSSCP00000028263	K7GNZ6
9823.ENSSSCP00000013396	K7GPC4
9823.ENSSSCP00000016552	K7GPS3
9823.ENSSSCP00000008320	K7GPS7
9823.ENSSSCP00000014070	K7GQZ5
9823.ENSSSCP00000020988	K7GS49
9823.ENSSSCP00000030793	K7GSB2
9823.ENSSSCP00000022884	Q8SQH4
9823.ENSSSCP00000023573	B0FRA6
9823.ENSSSCP00000010034	Q2V6H9
9823.ENSSSCP00000012011	A9X1D6
9823.ENSSSCP00000013664	A9YTY0
9823.ENSSSCP00000023926	Q7YS30
9823.ENSSSCP00000000520	D3K5M7
9823.ENSSSCP00000019137	A0A076JFT5
9823.ENSSSCP00000029307	S4S5K0
9823.ENSSSCP00000012785	B5U2X4
9823.ENSSSCP00000015363	F1RL92
9823.ENSSSCP00000018391	F1RQY8
9823.ENSSSCP00000001818	F1RRL8
9823.ENSSSCP00000018699	F1RRN4
9823.ENSSSCP00000018340	F1RRT2
9823.ENSSSCP00000006602	F1RU12
9823.ENSSSCP00000001415	F1RUD0
9823.ENSSSCP00000004906	F1S0B0
9823.ENSSSCP00000006464	F1S0R4
9823.ENSSSCP00000016497	F1S657
9823.ENSSSCP00000007156	F1SB06
9823.ENSSSCP00000019121	F1SB21
9823.ENSSSCP00000011457	F1SDM2
9823.ENSSSCP00000017063	F1SI35
9823.ENSSSCP00000002096	F1SIC6
9823.ENSSSCP00000002039	F1SJW9
9823.ENSSSCP00000012728	F1SL33
9823.ENSSSCP00000012373	F1SPG5
9823.ENSSSCP00000000982	F1SPZ6
9823.ENSSSCP00000005486	F1SRT0
9823.ENSSSCP00000017431	F1SSJ4
9823.ENSSSCP00000024408	F1SSV6
9823.ENSSSCP00000013824	Q0PXR0
9823.ENSSSCP00000010616	F1RGA5
9823.ENSSSCP00000015489	F1RGC9
9823.ENSSSCP00000010836	F1RGW6
9823.ENSSSCP00000003558	F1RNE7
9823.ENSSSCP00000010479	F1RNP4
9823.ENSSSCP00000010173	F1RP09
9823.ENSSSCP00000008390	F1RPA8
9823.ENSSSCP00000006240	F1RW02
9823.ENSSSCP00000006790	F1S179
9823.ENSSSCP00000007605	F1S8C6
9823.ENSSSCP00000014213	F1S9B0
9823.ENSSSCP00000016076	F1S9N2
9823.ENSSSCP00000004297	F1SF76
9823.ENSSSCP00000012864	F1SG50
9823.ENSSSCP00000005950	F1SLK6
9823.ENSSSCP00000017924	F1SLL2
9823.ENSSSCP00000017922	F1SLL4
9823.ENSSSCP00000015850	F1STP6
9823.ENSSSCP00000003851	F1STU0
9823.ENSSSCP00000015801	F1STY9
9823.ENSSSCP00000003743	F1SUY2
9823.ENSSSCP00000026746	F2X349
9823.ENSSSCP00000005999	F2Z5N6
9823.ENSSSCP00000017414	F2Z5R2
9823.ENSSSCP00000009657	G8EGP9
9823.ENSSSCP00000022828	K7GMX9
9823.ENSSSCP00000013192	K7GPF4
9823.ENSSSCP00000024056	F1RUW3
9823.ENSSSCP00000006944	F6PUB4
9823.ENSSSCP00000019147	A0A076J9V4
9823.ENSSSCP00000017937	A1YMU2
9823.ENSSSCP00000017873	G5CY34
9823.ENSSSCP00000005158	Q5U903
9823.ENSSSCP00000013194	Q1A1Y8
9823.ENSSSCP00000008898	D0G0C5
9823.ENSSSCP00000006593	Q6QAS9
9823.ENSSSCP00000001845	Q8SPZ9
9823.ENSSSCP00000021333	Q6W4U5
9823.ENSSSCP00000025092	M3VH59
9823.ENSSSCP00000029145	D6BR76
9823.ENSSSCP00000024140	D6NLB3
9823.ENSSSCP00000023714	M3TYT4
9823.ENSSSCP00000001574	B5L2K7
9823.ENSSSCP00000008521	F1RGW2
9823.ENSSSCP00000001954	F1RID6
9823.ENSSSCP00000010527	F1RKE5
9823.ENSSSCP00000006335	F1RSK9
9823.ENSSSCP00000018626	F1RT75
9823.ENSSSCP00000001708	F1RVS6
9823.ENSSSCP00000016774	F1RX82
9823.ENSSSCP00000004799	F1RX87
9823.ENSSSCP00000016682	F1RXW5
9823.ENSSSCP00000016653	F1RY12
9823.ENSSSCP00000009791	F1S0Z1
9823.ENSSSCP00000018426	F1S1F1
9823.ENSSSCP00000016519	F1S2Z6
9823.ENSSSCP00000009080	F1S3Z4
9823.ENSSSCP00000014750	F1S962
9823.ENSSSCP00000004092	F1S9P4
9823.ENSSSCP00000004368	F1SB77
9823.ENSSSCP00000014676	F1SCB7
9823.ENSSSCP00000007829	F1SDW8
9823.ENSSSCP00000007428	F1SEU6
9823.ENSSSCP00000002054	F1SJ70
9823.ENSSSCP00000005998	F1SKQ3
9823.ENSSSCP00000017295	F1SM07
9823.ENSSSCP00000012160	F1SPM1
9823.ENSSSCP00000005152	F1SS32
9823.ENSSSCP00000001921	F2Z527
9823.ENSSSCP00000008956	F2Z5U2
9823.ENSSSCP00000013238	F1RPH0
9823.ENSSSCP00000013873	F1RPZ0
9823.ENSSSCP00000016787	F1RX69
9823.ENSSSCP00000016059	F1S9R5
9823.ENSSSCP00000002767	F1S9V1
9823.ENSSSCP00000007196	F1SAW7
9823.ENSSSCP00000017921	F1SLL5
9823.ENSSSCP00000017500	F1SNJ8
9823.ENSSSCP00000008782	F1SVC3
9823.ENSSSCP00000019909	I3L7A5
9823.ENSSSCP00000019937	I3L7D2
9823.ENSSSCP00000020375	I3L8L5
9823.ENSSSCP00000022027	I3LD98
9823.ENSSSCP00000018880	I3LDQ2
9823.ENSSSCP00000022832	I3LFJ0
9823.ENSSSCP00000022882	I3LFP0
9823.ENSSSCP00000023565	I3LHL8
9823.ENSSSCP00000025118	I3LLZ8
9823.ENSSSCP00000025328	I3LMK7
9823.ENSSSCP00000025502	I3LN30
9823.ENSSSCP00000026411	I3LQN1
9823.ENSSSCP00000026583	I3LR51
9823.ENSSSCP00000026841	I3LRV1
9823.ENSSSCP00000027667	I3LU68
9823.ENSSSCP00000019245	I3L5E6
9823.ENSSSCP00000019647	I3L6J6
9823.ENSSSCP00000019655	I3L6K4
9823.ENSSSCP00000019729	I3L6S7
9823.ENSSSCP00000019762	I3L6W0
9823.ENSSSCP00000019803	I3L700
9823.ENSSSCP00000007282	I3L7R1
9823.ENSSSCP00000024067	I3L879
9823.ENSSSCP00000020381	I3L8M1
9823.ENSSSCP00000020388	I3L8M8
9823.ENSSSCP00000020416	I3L8Q6
9823.ENSSSCP00000020818	I3L9V4
9823.ENSSSCP00000020855	I3L9Z1
9823.ENSSSCP00000021767	I3LCJ2
9823.ENSSSCP00000021878	I3LCV1
9823.ENSSSCP00000029949	I3LCX4
9823.ENSSSCP00000022379	I3LE93
9823.ENSSSCP00000022748	I3LFA8
9823.ENSSSCP00000022787	I3LFE5
9823.ENSSSCP00000022797	I3LFF5
9823.ENSSSCP00000023014	I3LG21
9823.ENSSSCP00000030683	I3LG92
9823.ENSSSCP00000023240	I3LGP6
9823.ENSSSCP00000023653	I3LHV6
9823.ENSSSCP00000023799	I3LI99
9823.ENSSSCP00000024060	I3LJ03
9823.ENSSSCP00000024098	I3LJ41
9823.ENSSSCP00000024199	I3LJD9
9823.ENSSSCP00000024707	I3LKU2
9823.ENSSSCP00000024985	I3LLL5
9823.ENSSSCP00000025141	I3LM21
9823.ENSSSCP00000025390	I3LMR8
9823.ENSSSCP00000025563	I3LN91
9823.ENSSSCP00000025756	I3LNT1
9823.ENSSSCP00000025820	I3LNZ5
9823.ENSSSCP00000025883	I3LP58
9823.ENSSSCP00000025935	I3LPA9
9823.ENSSSCP00000026032	I3LPK5
9823.ENSSSCP00000026357	I3LQH7
9823.ENSSSCP00000026413	I3LQN3
9823.ENSSSCP00000026462	I3LQT1
9823.ENSSSCP00000026687	I3LRF3
9823.ENSSSCP00000027046	I3LSF3
9823.ENSSSCP00000027489	I3LTP1
9823.ENSSSCP00000027715	I3LUB6
9823.ENSSSCP00000027833	I3LUN3
9823.ENSSSCP00000028122	I3LVH0
9823.ENSSSCP00000001528	A5A8W8
9823.ENSSSCP00000022451	M3UZ57
9823.ENSSSCP00000003207	Q5MCI8
9823.ENSSSCP00000019532	F1RR11
9823.ENSSSCP00000010358	F6PT21
9823.ENSSSCP00000003728	F1RF73
9823.ENSSSCP00000003452	F1RHW4
9823.ENSSSCP00000009441	F1RWD5
9823.ENSSSCP00000018584	F1RWG4
9823.ENSSSCP00000002837	F1S7C7
9823.ENSSSCP00000016048	F1S9T5
9823.ENSSSCP00000000870	F1SGU9
9823.ENSSSCP00000017132	Q5RLI3
9823.ENSSSCP00000007183	Q7JJ74
9823.ENSSSCP00000019147	A8KDJ6
9823.ENSSSCP00000001952	F1RID8
9823.ENSSSCP00000023266	F1RIL9
9823.ENSSSCP00000013397	F1RWT1
9823.ENSSSCP00000011915	F1RX41
9823.ENSSSCP00000002750	F1S9X6
9823.ENSSSCP00000014469	F1SA28
9823.ENSSSCP00000009205	F1SAA0
9823.ENSSSCP00000016378	F1SAE6
9823.ENSSSCP00000016039	F1SAG9
9823.ENSSSCP00000004046	F1SAJ9
9823.ENSSSCP00000005565	F1SNE5
9823.ENSSSCP00000017519	F1SNH8
9823.ENSSSCP00000000396	F1SPH2
9823.ENSSSCP00000003917	F1SV89
9823.ENSSSCP00000019198	I3L599
9823.ENSSSCP00000020963	I3LA96
9823.ENSSSCP00000022205	I3LDS1
9823.ENSSSCP00000022208	I3LDS4
9823.ENSSSCP00000022737	I3LF97
9823.ENSSSCP00000023204	I3LGL0
9823.ENSSSCP00000020616	I3LI91
9823.ENSSSCP00000025500	I3LN28
9823.ENSSSCP00000025863	I3LP38
9823.ENSSSCP00000026343	I3LQG3
9823.ENSSSCP00000023848	I3LV99
9823.ENSSSCP00000028162	I3LVL0
9823.ENSSSCP00000001574	Q4ZJG0
9823.ENSSSCP00000000502	G3FNU6
9823.ENSSSCP00000003106	M1KJI2
9823.ENSSSCP00000019144	A9X897
9823.ENSSSCP00000006604	B0FRD6
9823.ENSSSCP00000015752	D2CU47
9823.ENSSSCP00000000612	D3Y4D2
9823.ENSSSCP00000005003	Q5PXK3
9823.ENSSSCP00000006051	I7D3M8
9823.ENSSSCP00000000129	Q6J267
9823.ENSSSCP00000018449	Q6QAR0
9823.ENSSSCP00000021333	Q6YLJ6
9823.ENSSSCP00000030425	B9TSS2
9823.ENSSSCP00000026957	G0W2Z2
9823.ENSSSCP00000030799	A7E1R6
9823.ENSSSCP00000001574	A7ISP3
9823.ENSSSCP00000008317	C9VXR3
9823.ENSSSCP00000027313	Q0Q615
9823.ENSSSCP00000026498	Q1HE48
9823.ENSSSCP00000004164	B3FQ80
9823.ENSSSCP00000000511	A7Y427
9823.ENSSSCP00000030221	D6R8K5
9823.ENSSSCP00000020989	F1RY46
9823.ENSSSCP00000025491	F1S4M9
9823.ENSSSCP00000024420	F1SKZ1
9823.ENSSSCP00000021400	I3L6V6
9823.ENSSSCP00000019806	I3L703
9823.ENSSSCP00000020731	I3L9L8
9823.ENSSSCP00000020819	I3L9V5
9823.ENSSSCP00000021209	I3LAZ1
9823.ENSSSCP00000022015	I3LD86
9823.ENSSSCP00000022025	I3LD96
9823.ENSSSCP00000022104	I3LDH3
9823.ENSSSCP00000022496	I3LEK8
9823.ENSSSCP00000022631	I3LEZ2
9823.ENSSSCP00000022634	I3LEZ5
9823.ENSSSCP00000022702	I3LF62
9823.ENSSSCP00000022958	I3LFW5
9823.ENSSSCP00000023077	I3LG84
9823.ENSSSCP00000023152	I3LGF9
9823.ENSSSCP00000023327	I3LGY3
9823.ENSSSCP00000023427	I3LH57
9823.ENSSSCP00000023531	I3LHI5
9823.ENSSSCP00000024606	I3LKJ2
9823.ENSSSCP00000024684	I3LKR9
9823.ENSSSCP00000024727	I3LKW2
9823.ENSSSCP00000025326	I3LMK5
9823.ENSSSCP00000025356	I3LMN5
9823.ENSSSCP00000025429	I3LMV7
9823.ENSSSCP00000025476	I3LN04
9823.ENSSSCP00000027250	I3LT07
9823.ENSSSCP00000027251	I3LT08
9823.ENSSSCP00000027260	I3LT17
9823.ENSSSCP00000027285	I3LT41
9823.ENSSSCP00000027783	I3LUI3
9823.ENSSSCP00000027941	I3LUY9
9823.ENSSSCP00000027327	F1S6P3
9823.ENSSSCP00000019253	I3L5F4
9823.ENSSSCP00000021413	I3LBJ2
9823.ENSSSCP00000021644	I3LC70
9823.ENSSSCP00000021932	I3LD04
9823.ENSSSCP00000024189	I3LJC9
9823.ENSSSCP00000026492	I3LQW0
9823.ENSSSCP00000013022	Q9TRC9
9823.ENSSSCP00000001107	A5A765
9823.ENSSSCP00000019140	A9LFL8
9823.ENSSSCP00000019422	O62704
9823.ENSSSCP00000015199	Q6KCM2
9823.ENSSSCP00000021333	Q6YLK0
9823.ENSSSCP00000016413	Q8HZW2
9823.ENSSSCP00000001567	Q31064
9823.ENSSSCP00000021647	Q9GLD4
9823.ENSSSCP00000017227	T1VYT1
9823.ENSSSCP00000030799	A7E1R7
9823.ENSSSCP00000007750	D0G0C3
9823.ENSSSCP00000024374	Q6R6M8
9823.ENSSSCP00000013600	K7GMG1
9823.ENSSSCP00000030388	K7GR62
9823.ENSSSCP00000005506	K7GRP8
9823.ENSSSCP00000030633	K7GS46
9823.ENSSSCP00000011245	M3TYL1
9823.ENSSSCP00000006801	F1RJY8
9823.ENSSSCP00000015333	F1RM16
9823.ENSSSCP00000011789	F1RTY3
9823.ENSSSCP00000018722	F1S226
9823.ENSSSCP00000020221	F1S229
9823.ENSSSCP00000002992	F1S2J2
9823.ENSSSCP00000009348	F1S4L9
9823.ENSSSCP00000016435	F1S725
9823.ENSSSCP00000011131	F1SCZ1
9823.ENSSSCP00000014131	F1SGT3
9823.ENSSSCP00000012409	F1SLA3
9823.ENSSSCP00000012710	F1SLS8
9823.ENSSSCP00000017544	F1SMS1
9823.ENSSSCP00000012139	F1SPS6
9823.ENSSSCP00000012965	F1SPY4
9823.ENSSSCP00000017433	F1SSJ2
9823.ENSSSCP00000022146	F1SSS4
9823.ENSSSCP00000022419	B7SAE3
9823.ENSSSCP00000007176	A0A076V3E9
9823.ENSSSCP00000019147	A0A077EXU3
9823.ENSSSCP00000004843	Q762C2
9823.ENSSSCP00000013220	K7GM11
9823.ENSSSCP00000004718	K7GPE1
9823.ENSSSCP00000006472	A0SNV3
9823.ENSSSCP00000009657	K7GL29
9823.ENSSSCP00000005658	K7GLE1
9823.ENSSSCP00000013366	K7GM02
9823.ENSSSCP00000003502	K7GMR3
9823.ENSSSCP00000027150	K7GQ37
9823.ENSSSCP00000013083	K7GRM0
9823.ENSSSCP00000000149	Q95272
9823.ENSSSCP00000000759	Q95MD0
9823.ENSSSCP00000019934	Q9N259
9823.ENSSSCP00000018779	B3GDZ4
9823.ENSSSCP00000026282	C6EQ34
9823.ENSSSCP00000011919	E1UJ48
9823.ENSSSCP00000008585	B6EAV5
9823.ENSSSCP00000022918	Q007S9
9823.ENSSSCP00000010339	F1RJQ5
