99287.STM2332	Q8ZNE0
99287.STM2066	A0A0B3JTZ3
99287.STM4537	A0A0B3K2Z4
99287.STM2588	A0A0B3DYM8
99287.STM1002	A0A0B3F9X1
99287.STM2062	A0A0B3K851
99287.STM3024	A0A0B3KBQ6
99287.STM2007	A0A0B3F7Q0
99287.STM3123	A0A0B3HEN0
99287.STM0947	A0A0B3I0I7
99287.STM2087	A0A0B3K881
99287.STM2878	A0A0B3FUH2
99287.STM4593	A0A0B3GI08
99287.STM3122	A0A0B3KKI7
99287.STM0353	A0A0B3FTE5
99287.STM4534	A0A0B3G5N9
99287.STM2918	A0A0B3K014
99287.STM0353	A0A0B3K4W1
99287.STM2883	A0A0B3FUH0
99287.STM2240	A0A0B3F823
99287.STM3691	A0A0B3FJY0
99287.STM4110	A0A0B3FYX0
99287.STM4519	A0A0B3G5M5
99287.STM2437	A0A0B3GZL8
99287.STM0023	A0A0B3F6E1
99287.STM1650	A0A0B3FTL6
99287.STM3859	A0A0B3GSJ2
99287.STM1538	A0A0B3J389
99287.STM1352	A0A0B3KCS7
99287.STM3083	A0A0B3F019
99287.STM2644	A0A0B3FR06
99287.STM3739	A0A0B3FW09
99287.STM2610	A0A0B3GY71
99287.STM1457	A0A0B3MAK9
99287.STM2551	A0A0B3GPC4
99287.STM2883	A0A0B3F0M0
99287.STM0196	A0A0B3G3C4
99287.STM0538	A0A0B3GX70
99287.STM0800	A0A0B3HPS9
99287.STM0196	A0A0B3JVH7
99287.STM1188	A0A0B3K551
99287.STM1855	A0A0B3FLF2
99287.STM3079.S	A0A0B3KKJ7
99287.STM1843	A0A0B3LCB0
99287.STM2940	A0A0B3ETZ6
99287.STM0656	A0A0B3F774
99287.STM2508	A0A0B3FGZ9
99287.STM1506	A0A0B3GIH0
99287.STM3759.S	A0A0B3H838
99287.STM1626	A0A0B3FAI8
99287.STM2918	A0A0B3HTK7
99287.STM2954.1n	A0A0B3H125
99287.STM3899	A0A0B3ELM3
99287.STM0201	A0A0B3JVH3
99287.STM0764	A0A0B3EY38
99287.STM4525	A0A0B3EZY3
99287.STM3812	A0A0B3F8A2
99287.STM2437	A0A0B3FFK1
99287.STM3519	A0A0B3FIU6
99287.STM4533	A0A0B3GKA3
99287.STM3024	A0A0B3KFD7
99287.STM3083	A0A0B3KY09
99287.STM0175	A0A0B3JW28
99287.STM0726	A0A0B3GWX2
99287.STM2508	A0A0B3F4R4
99287.STM3462	A0A0B0A668
99287.STM3080	A0A0B3FC90
99287.STM1655	A0A0B3GI60
99287.STM2803	A0A0B3H003
99287.STM2600	A0A0B3EXU9
99287.STM0212	A0A0B3F5Z8
99287.STM2247	A0A0B3FEE4
99287.STM3599	A0A0B3FJQ1
99287.STM4305.S	A0A0B3FVM6
99287.STM4484	A0A0B3GT05
99287.STM1624	A0A0B3K3H6
99287.STM2513	A0A0B3MZY0
99287.STM0329	A0A0B3FRZ8
99287.STM1546	A0A0B3FAR4
99287.STM3219	A0A0B3FV38
99287.STM1204	A0A0B3KFA1
99287.STM0558	A0A0D1X4H7
99287.STM2602	A0A0B3GRD1
99287.STM1538	A0A0B3ISK9
99287.STM3528	A0A0B3F9V8
99287.STM1375	A0A0B3FSU0
99287.STM3907	A0A0B3EMI2
99287.STM4371	A0A0B3F0E3
99287.STM0212	A0A0B3G3D7
99287.STM4572	A0A0B3GG51
99287.STM0098	A0A0B3GJ79
99287.STM1989	A0A0B3GRX6
99287.STM0972	A0A0B3KEU7
99287.STM3815	A0A0B3LNU6
99287.STM3598	A0A0B3GVE0
99287.STM0352.S	A0A0B3F4I4
99287.STM3585	A0A0B3FH18
99287.STM3521	A0A0B3FVH3
99287.STM0350.S	A0A0B3G430
99287.STM2247	A0A0B3GLI4
99287.STM3122	A0A0B3GTC7
99287.STM3673	A0A0B3H8A9
99287.STM3350	A0A0B3K3K9
99287.STM2007	A0A0B3FT72
99287.STM2115	A0A0B3EVD0
99287.STM2517	A0A0B3F2S4
99287.STM2240	A0A0B3K7Q9
99287.STM0358.S	A0A0B3K4V5
99287.STM3616	A0A0B3GUH1
99287.STM3899	A0A0B3GJX6
99287.STM1375	A0A0B3H1U4
99287.STM4533	A0A0B3HF07
99287.STM1110	A0A0B0A3T0
99287.STM1555	A0A0B0A551
99287.STM4591	A0A0B3G2K9
99287.STM2247	A0A0B3H4L6
99287.STM3559	A0A0B3H8K0
99287.STM0726	A0A0B3HBD8
99287.STM1473	A0A0B3FZ67
99287.STM3757	A0A0B3F279
99287.STM2721	A0A0B3M1J2
99287.STM4427	A0A0B3K366
99287.STM4306	A0A0B3ET48
99287.STM0658	A0A0B3F5L5
99287.STM1555	A0A0B3F8L0
99287.STM3638	A0A0B3KLF2
99287.STM0175	A0A0B3CCY4
99287.STM4435	A0A0B3FJB3
99287.STM3083	A0A0B3FLF5
99287.STM4525	A0A0B3G2G4
99287.STM2066	A0A0B3GH37
99287.STM2591	A0A0B3GRE1
99287.STM1538	A0A0B3GCY6
99287.STM3823	A0A0B3GE92
99287.STM2770	A0A0B3GFV5
99287.STM0947	A0A0B3H8R9
99287.STM0175	A0A0B3JYR3
99287.STM3154	A0A0B3FL52
99287.STM2508	A0A0B3GP72
99287.STM0947	A0A0B3JIL2
99287.STM1958	A0A0B3JLH5
99287.STM0826	A0A0B3EQS7
99287.STM2134	A0A0B3F795
99287.STM3658	A0A0B3F1X6
99287.STM0658	A0A0B3FG14
99287.STM4375	A0A0B3GSG3
99287.STM1042	A0A0B3GUS5
99287.STM3796A.S	A0A0B3H803
99287.STM4533	A0A0B3HDV3
99287.STM4591	A0A0B3F878
99287.STM1868	A0A0B3CEB6
99287.STM2189	A0A0B3FIK4
99287.STM0197	A0A0B3G4G8
99287.STM0724	A0A0B3KB47
99287.STM2602	A0A0B3EY55
99287.STM0191	A0A0B3G3B9
99287.STM4110	A0A0B3GF97
99287.STM1283	A0A0B3EIQ2
99287.STM1624	A0A0B3FAI5
99287.STM3829	A0A0B3K569
99287.STM3024	A0A0B3E8Z7
99287.STM0707	A0A0B3EWX4
99287.STM2437	A0A0B3F521
99287.STM3029.S	A0A0B3JXC1
99287.STM3595	A0A0B3KAQ7
99287.STM2104	A0A0B3MYN9
99287.STM2420.1n	A0A0B3FND6
99287.STM2938	A0A0B3F0G6
99287.STM2101	A0A0B3GRP2
99287.STM3252	A0A0B3JW05
99287.STM1457	A0A0B3MG92
99287.STM0986	A0A0B3EQT7
99287.STM4484	A0A0B3F8U8
99287.STM1546	A0A0B3FZC7
99287.STM2918	A0A0B3H5B7
99287.STM1868	A0A0B3KBV1
99287.STM3691	A0A0B3MAS3
99287.STM0822	A0A0B3HB50
99287.STM1896	A0A0B3FMY4
99287.STM2517	A0A0B3GZT3
99287.STM1796	A0A0B3EYN7
99287.STM1626	A0A0B3GQQ3
99287.STM4335	A0A0B3G3H5
99287.STM0909	A0A0B3JK87
99287.STM0351	A0A0B3FRX9
99287.STM4484	A0A0B3GFX7
99287.STM2479	A0A0B3GL16
99287.STM2238	A0A0B3K695
99287.STM2917	A0A0B3FM06
99287.STM3616	A0A0B3EVB9
99287.STM3567	A0A0B3FH05
99287.STM4533	A0A0B3FW66
99287.STM2530	A0A0B3FGX3
99287.STM1650	A0A0B3H426
99287.STM0656	A0A0B3F541
99287.STM2066	A0A0B3EXD2
99287.STM3518	A0A0B3FGW4
99287.STM1352	A0A0B3GRS4
99287.STM1362	A0A0B3KVR6
99287.STM2026	A0A0B3EHY2
99287.STM4482	A0A0B3F8H4
99287.STM3637	A0A0B3FJ15
99287.STM3352	A0A0B3J9I2
99287.STM4482	A0A0B3K2U8
99287.STM3291	A0A0B3G5E5
99287.STM1843	A0A0B3G4Q3
99287.STM2770	A0A0B3KCE5
99287.STM1382	A0A0B3LQR2
99287.STM2918	A0A0B3HE51
99287.STM4525	A0A0B3K787
99287.STM2530	A0A0B3EW29
99287.STM4483	A0A0B3G368
99287.STM0325	A0A0B3F4J6
99287.STM2607	A0A0B3EY50
99287.STM0327	A0A0B3F6I4
99287.STM3773	A0A0B3FEB8
99287.STM2783	A0A0B3GSZ9
99287.STM0826	A0A0B3GY32
99287.STM0858	A0A0B3H897
99287.STM3739	A0A0B3K6V1
99287.STM3773	A0A0B3FK81
99287.STM4434	A0A0B3G5C9
99287.STM0350.S	A0A0B3K4Z5
99287.STM0328.s	A0A0B3EXZ3
99287.STM0631	A0A0B3FRW7
99287.STM3258	A0A0B3FXB2
99287.STM4305.S	A0A0B3GSP8
99287.STM3257	A0A0B3KN36
99287.STM0212	A0A0B3KMH8
99287.STM0023	A0A0B3C7B7
99287.STM1330	A0A0B3F2D6
99287.STM3777	A0A0B3F3X0
99287.STM0023	A0A0B3GEX4
99287.STM1002	A0A0B3EH08
99287.STM4021	A0A0B3FMZ1
99287.STM0328.s	A0A0B3G417
99287.STM1204	A0A0B3EEK7
99287.STM2589	A0A0B3EXV5
99287.STM4436	A0A0B3BV06
99287.STM3478	A0A0B3FKJ8
99287.STM2479	A0A0B3G1Z9
99287.STM3828	A0A0B3GP18
99287.STM1573.Sc	A0A0B3GT33
99287.STM4110	A0A0B3KTF9
99287.STM1698	A0A0B3P1D3
99287.STM3757	A0A0B3FK62
99287.STM2479	A0A0B3F4V7
99287.STM3390	A0A0B3IEG5
99287.STM2803	A0A0B3K7L3
99287.STM0726	A0A0B3KNT8
99287.STM0196	A0A0B3F605
99287.STM3899	A0A0B3JTT6
99287.STM0175	A0A0B3H4L5
99287.STM1625	A0A0B3KIC3
99287.STM0176	A0A0B3GRJ1
99287.STM2479	A0A0B3KHL0
99287.STM1400	A0A0B3KCU8
99287.STM2591	A0A0B3EY64
99287.STM3757	A0A0B3GXD9
99287.STM1386	A0A0B3FB15
99287.STM0822	A0A0B3FPQ2
99287.STM0175	A0A0B3G3A1
99287.STM2599	A0A0B3GS71
99287.STM2600	A0A0B3GY84
99287.STM0196	A0A0D1X5G3
99287.STM3337	A0A0B0A4A3
99287.STM2644	A0A0B3F4H3
99287.STM2101	A0A0B3F5X0
99287.STM2530	A0A0B3GP98
99287.STM4021	A0A0B3GV22
99287.STM4593	A0A0B3KDT5
99287.STM1855	A0A0B3EP52
99287.STM3522	A0A0B3EV50
99287.STM2939	A0A0B3FUB4
99287.STM2592	A0A0B3HC53
99287.STM3529	A0A0B3KAF9
99287.STM4114	A0A0B3GBG9
99287.STM1357.S	A0A0B3GRS8
99287.STM1350	A0A0B3GZI5
99287.STM0948	A0A0B3NR02
99287.STM3332	A0A0B3GFB4
99287.STM3462	A0A0B3JA58
99287.STM4484	A0A0B3CEE1
99287.STM1049	A0A0B3HC57
99287.STM1624	A0A0B3FZK4
99287.STM0658	A0A0B3KD30
99287.STM0174	A0A0B3KDC7
99287.STM2140	A0A0B3F782
99287.STM0352.S	A0A0B3GWU9
99287.STM2601	A0A0B3H1C8
99287.STM4482	A0A0B3G2C0
99287.STM0656	A0A0B3CKQ6
99287.STM4574	A0A0B3FIX7
99287.STM3773	A0A0B3KZF4
99287.STM0947	A0A0B3C6Y8
99287.STM3830	A0A0B3K590
99287.STM2628	A0A0B3K942
99287.STM2940	A0A0B3FSU3
99287.STM3337	A0A0B3K7M2
99287.STM0821	A0A0B3EQT6
99287.STM3024	A0A0B3FCG8
99287.STM1356	A0A0B0A4J7
99287.STM0285	A0A0B3EY20
99287.STM0544	A0A0B3KLJ9
99287.STM3600	A0A0B3GXQ5
99287.STM2508	A0A0B3K7Q3
99287.STM2023	A0A0B3EPC1
99287.STM0494	A0A0B3FG24
99287.STM1102	A0A0B3K4X0
99287.STM3777	A0A0B3KGT8
99287.STM0856	A0A0B3KAT9
99287.STM3599	A0A0B3GUI5
99287.STM0544	A0A0B3HA82
99287.STM4519	A0A0B3F8S1
99287.STM4484	A0A0B3JT07
99287.STM0353	A0A0B3F6G2
99287.STM1037	A0A0B3F6G3
99287.STM1571	A0A0B3G2L6
99287.STM3759.S	A0A0B3KLQ1
99287.STM4573	A0A0B3FWA0
99287.STM3818	A0A0B3E5V2
99287.STM0826	A0A0B3G960
99287.STM0177	A0A0B3KQX9
99287.STM1933	A0A0B3JMA5
99287.STM2910	A0A0B3EU24
99287.STM2606	A0A0B3H1C0
99287.STM2514	A0A0B3KBI0
99287.STM0701	A0A0B3M7G4
99287.STM1352	A0A0B3GCI3
99287.STM3391	A0A0B3K7Q8
99287.STM4186	A0A0B3GDZ9
99287.STM2198	A0A0B3K4E9
99287.STM1549	A0A0B3F970
99287.STM2589	A0A0B3GY95
99287.STM2007	A0A0B3KKU6
99287.STM4045	A0A0B3G9U1
99287.STM0986	A0A0B3FCI0
99287.STM4045	A0A0B3FAR0
99287.STM0330	A0A0B3JV39
99287.STM3391	A0A0B3F374
99287.STM3080	A0A0B3FTY3
99287.STM3859	A0A0B3G401
99287.STM1896	A0A0B3EPA3
99287.STM0948	A0A0B3JJE8
99287.STM3478	A0A0B3GP09
99287.STM3616	A0A0B3KBB6
99287.STM0807	A0A0B3FPN7
99287.STM2902	A0A0B3H3A7
99287.STM0538	A0A0B3JUI6
99287.STM1382	A0A0B3K2X0
99287.STM4045	A0A0B3KT83
99287.STM0196	A0A0D1VMN9
99287.STM2437	A0A0B3L0F6
99287.STM3024	A0A0B3EIQ8
99287.STM2944	A0A0B3F2G2
99287.STM3337	A0A0B3FKS7
99287.STM2937	A0A0B3FLY3
99287.STM0279	A0A0B3GQ50
99287.STM0481	A0A0B3GZD8
99287.STM4539	A0A0B3JT59
99287.STM0765	A0A0B3FFE8
99287.STM3352	A0A0B3HLY5
99287.STM4591	A0A0B3K8Z9
99287.STM4421	A0A0B3G270
99287.STM3219	A0A0B3ET35
99287.STM3759.S	A0A0B3FEA5
99287.STM0344	A0A0B3G407
99287.STM1033	A0A0B3DVF0
99287.STM0285	A0A0B3GM30
99287.STM2594	A0A0B3GY90
99287.STM1531	A0A0B3F1U4
99287.STM1289	A0A0B3FZH5
99287.STM0604	A0A0B3GWH3
99287.STM3567	A0A0B3H960
99287.STM2783	A0A0B3JXW0
99287.STM3121	A0A0B3H0N6
99287.STM3277	A0A0B3K5X8
99287.STM0826	A0A0B3IEW7
99287.STM1626	A0A0B3KDH6
99287.STM0023	A0A0B3K9E0
99287.STM3631	A0A0B3F1V4
99287.STM3777	A0A0B0AAF1
99287.STM4426	A0A0B3F085
99287.STM2062	A0A0B3FEY6
99287.STM1868	A0A0B3CJ81
99287.STM3673	A0A0B3KLI2
99287.STM0826	A0A0B3IW98
99287.STM1655	A0A0B3JYQ4
99287.STM3521	A0A0B3FDQ7
99287.STM3478	A0A0B3G7Z0
99287.STM4426	A0A0B3G5C4
99287.STM4346	A0A0B3H6U1
99287.STM3528	A0A0B3HBT4
99287.STM3595	A0A0B0A526
99287.STM2601	A0A0B3EW31
99287.STM1570	A0A0B3F8J5
99287.STM0631	A0A0B3JLI2
99287.STM3691	A0A0B3NXW2
99287.STM0350.S	A0A0B3F6R8
99287.STM4591	A0A0B3GFT7
99287.STM1289	A0A0B3GRL8
99287.STM1351	A0A0B3HCJ0
99287.STM2509	A0A0B3L085
99287.STM1158	A0A0B3KJW4
99287.STM1354	A0A0B3FB37
99287.STM4112	A0A0B3GIV5
99287.STM2168	A0A0B3K8M5
99287.STM2634	A0A0B3F6M8
99287.STM1624	A0A0B3GI85
99287.STM2066	A0A0B3CZ54
99287.STM2008	A0A0B3F8G3
99287.STM2168	A0A0B3FIM1
99287.STM0285	A0A0B3GX14
99287.STM1843	A0A0B3LNE9
99287.STM2865	A0A0B3EU68
99287.STM3636	A0A0B3F3W9
99287.STM0764	A0A0B3FPY1
99287.STM0358.S	A0A0B3GI18
99287.STM2513	A0A0B3IXA6
99287.STM4305.S	A0A0B3KNS1
99287.STM2590	A0A0B3EW39
99287.STM1158	A0A0B3EAU7
99287.STM3350	A0A0B3F197
99287.STM3130	A0A0B0AAS0
99287.STM0631	A0A0B3HAH2
99287.STM0656	A0A0B3K0G9
99287.STM0589	A0A0B3GWF3
99287.STM0394	A0A0B3FGV8
99287.STM3114	A0A0B3F1M2
99287.STM0659	A0A0B3FDF3
99287.STM2938	A0A0B3G6D1
99287.STM3558	A0A0B3K0K5
99287.STM3637	A0A0B3K6K1
99287.STM2134	A0A0B3K4A8
99287.STM3600	A0A0B3FH32
99287.STM2439	A0A0B3KI11
99287.STM0175	A0A0B3F858
99287.STM2551	A0A0B3G1S2
99287.STM1400	A0A0B3GRV9
99287.STM4519	A0A0B3K334
99287.STM1382	A0A0B3GYR4
99287.STM0358.S	A0A0B3EXW2
99287.STM1081	A0A0B3H0P8
99287.STM0351	A0A0B3FI83
99287.STM0821	A0A0B3G953
99287.STM0807	A0A0B3JY81
99287.STM3478	A0A0B3DZN0
99287.STM0726	A0A0B3HJI4
99287.STM3658	A0A0B0AAB2
99287.STM0800	A0A0B3HF90
99287.STM2632	A0A0B3L726
99287.STM0279	A0A0B3HDM0
99287.STM0353	A0A0B3FQV6
99287.STM3079.S	A0A0B3FD80
99287.STM2644	A0A0B3GZZ8
99287.STM0659	A0A0B3JWH8
99287.STM3130	A0A0B3FD76
99287.STM4503	A0A0B3K323
99287.STM3669	A0A0B3H9C5
99287.STM1350	A0A0B3F921
99287.STM0589	A0A0B3K6W4
99287.STM2606	A0A0B3EW27
99287.STM3552	A0A0B3F1Q6
99287.STM0947	A0A0B3J749
99287.STM0350.S	A0A0B3GJ87
99287.STM3478	A0A0B3KAI1
99287.STM4433	A0A0B3JSV3
99287.STM3117	A0A0B3KFS3
99287.STM1602	A0A0B3FAK6
99287.STM0352.S	A0A0B3KM39
99287.STM1550	A0A0B3KVL2
99287.STM3691	A0A0B3DED9
99287.STM1283	A0A0B3KHC8
99287.STM1910	A0A0B3GPR6
99287.STM2603	A0A0B3EPQ5
99287.STM4572	A0A0B3F8N9
99287.STM1357.S	A0A0B3KCT3
99287.STM0589	A0A0B3FFU7
99287.STM0724	A0A0B3GQ30
99287.STM3528	A0A0B3KAL4
99287.STM0351	A0A0B3F621
99287.STM1532	A0A0B3GIF1
99287.STM1868	A0A0B3JV99
99287.STM2315	A0A0B3K406
99287.STM4533	A0A0B3LRE0
99287.STM2088	A0A0B3GPB6
99287.STM2066	A0A0B3FHP6
99287.STM3720	A0A0B3F3Q1
99287.STM4012	A0A0B3F088
99287.STM3773	A0A0B3GXC9
99287.STM0800	A0A0B3K281
99287.STM0722	A0A0B3GXS1
99287.STM0212	A0A0B3GRF5
99287.STM2608	A0A0B3HC35
99287.STM0655	A0A0B3FFN2
99287.STM1624	A0A0B3G4T1
99287.STM2917	A0A0B3H106
99287.STM3552	A0A0B3GXU2
99287.STM2939	A0A0B3F2G7
99287.STM3352	A0A0B3G0U3
99287.STM2590	A0A0B3H1E4
99287.STM2198	A0A0B3F723
99287.STM1796	A0A0B3H372
99287.STM2944	A0A0B3FUA9
99287.STM2026	A0A0B3K820
99287.STM3114	A0A0B3FVD1
99287.STM0329	A0A0B3K9C4
99287.STM1356	A0A0B3KHL7
99287.STM4112	A0A0B3GLY4
99287.STM1796	A0A0B3JP56
99287.STM2517	A0A0B3KG99
99287.STM0638	A0A0B3FDG9
99287.STM0353	A0A0B3G346
99287.STM1283	A0A0B3C898
99287.STM3673	A0A0B3FJ35
99287.STM3532	A0A0B3FVH9
99287.STM3350	A0A0B3G5A5
99287.STM0353	A0A0B3GJ07
99287.STM1355	A0A0B3H9R7
99287.STM1843	A0A0B3K7I3
99287.STM0329	A0A0B3FGN2
99287.STM1627	A0A0B3GPY8
99287.STM1958	A0A0B3GHC0
99287.STM2771	E7CIA4
99287.STM0856	A0A0B3BZK6
99287.STM0859	A0A0B3K6G2
99287.STM1655	A0A0B3F8B0
99287.STM0768	A0A0B3I9A2
99287.STM0481	A0A0B3KLT4
99287.STM2605	A0A0B3EXU5
99287.STM2592	A0A0B3EPR5
99287.STM0394	A0A0B3KM03
99287.STM3828	A0A0B3GLF8
99287.STM3887	A0A0B3K516
99287.STM2134	A0A0B3F6C5
99287.STM4115	A0A0B3G8D8
99287.STM0724	A0A0B3HYM0
99287.STM2101	A0A0B3JU28
99287.STM0333	A0A0B3EXY9
99287.STM2115	A0A0B3EY56
99287.STM3812	A0A0B3IQM4
99287.STM2917	A0A0B3F269
99287.STM0561	A0A0B3FDP4
99287.STM2062	A0A0B3H2G7
99287.STM0948	A0A0B3JJI1
99287.STM0494	A0A0B3GH68
99287.STM0570	A0A0B3FQ88
99287.STM3552	A0A0B3NFZ3
99287.STM0200	A0A0B3K9T2
99287.STM3899	A0A0B3F329
99287.STM3219	A0A0B3GKM1
99287.STM2551	A0A0B3K1N3
99287.STM3755	A0A0B3GMC9
99287.STM2917	A0A0B3KEL8
99287.STM3123	A0A0B3KFS9
99287.STM3753	A0A0B3FE90
99287.STM3152	A0A0B3FS63
99287.STM3636	A0A0B3FH63
99287.STM3478	A0A0B3D9H0
99287.STM4421	A0A0B3FJC6
99287.STM4305.S	A0A0B3HFK3
99287.STM3121	A0A0B3K5Q6
99287.STM4584	A0A0B3KR90
99287.STM0822	A0A0B3EHA6
99287.STM2918	A0A0B3G6F6
99287.STM2187	A0A0B3GNF7
99287.STM1538	A0A0B3H3W7
99287.STM2530	A0A0B3KTQ5
99287.STM2771	E7CI98
99287.STM4346	A0A0B3JSL3
99287.STM2515	A0A0B3KTP0
99287.STM2603	A0A0B3HC42
99287.STM3757	A0A0B3C5D8
99287.STM2551	A0A0B3FEM6
99287.STM2772	A0A0B3GDM6
99287.STM4114	A0A0B3KB86
99287.STM4054	A0A0B3KT92
99287.STM4434	A0A0B3K6Z4
99287.STM0175	A0A0B3K914
99287.STM1550	A0A0B0A8B8
99287.STM0654	A0A0B3JWI3
99287.STM3757	A0A0B3KZD8
99287.STM2608	A0A0B3EPQ2
99287.STM0023	A0A0B3G3K7
99287.STM3827	A0A0B3G3U2
99287.STM1353	A0A0B3H1S8
99287.STM1573.Sc	A0A0B3FAN1
99287.STM4054	A0A0B3CII8
99287.STM2878	A0A0B3F0M4
99287.STM1361	A0A0B3FB78
99287.STM2026	A0A0B3H2J8
99287.STM0394	A0A0B3FJ81
99287.STM0297	A0A0B3FZ59
99287.STM4593	A0A0B3GG66
99287.STM0351	A0A0B3JV19
99287.STM3243	A0A0B3KA99
99287.STM2771	A0A0B3CSW5
99287.STM4584	A0A0B3G8G1
99287.STM3739	A0A0B3GU80
99287.STM2530	A0A0B3CVV4
99287.STM1358	A0A0B3H1T2
99287.STM4021	A0A0B3ERR7
99287.STM2198	A0A0B3GNE9
99287.STM2783	A0A0B3FWG0
99287.STM1102	A0A0B3FYZ6
99287.STM2595	A0A0B3EW34
99287.STM1380	A0A0B3FLJ3
99287.STM4519	A0A0B3H5Z9
99287.STM1843	A0A0B3ELR8
99287.STM1538	A0A0B3I5M0
99287.STM2588	A0A0B3EPR8
99287.STM4503	A0A0B3GG02
99287.STM3391	A0A0B3FDE1
99287.STM2632	A0A0B3JZB0
99287.STM2941	A0A0B3FCQ6
99287.STM0198	A0A0B3K5D8
99287.STM2878	A0A0B3KES2
99287.STM0860	A0A0B3KAT5
99287.STM1386	A0A0B3FTJ8
99287.STM2803	A0A0B3G6S2
99287.STM1204	A0A0B3H142
99287.STM1283	A0A0B3FLS6
99287.STM0947	A0A0B3IDM2
99287.STM4489	A0A0B3K2V9
99287.STM2901	A0A0B3FM24
99287.STM1281	A0A0B3HCD0
99287.STM3085	A0A0B3ETI4
99287.STM3527	A0A0B3FDR1
99287.STM0672	A0A0B3K0F6
99287.STM3239	A0A0B3JWV0
99287.STM2137	A0A0B3EX81
99287.STM0809	A0A0B3JN49
99287.STM1329	A0A0B3GZG8
99287.STM3762	A0A0B3FAH1
99287.STM3239	A0A0B3KAI3
99287.STM0335	A0A0A9ZWL9
99287.STM3239	A0A0B3IY38
99287.STM0342	A0A0B3FTF2
99287.STM0660	A0A0B3FG35
99287.STM0910	A0A0B3JZ98
99287.STM1281	A0A0B3NXE0
99287.STM4508.1N	A0A0B3GKC4
99287.STM0284	A0A0B3KH10
99287.STM3390	A0A0B3ITF2
99287.STM2104	Q9EXZ0
99287.STM4157	A0A0B3C147
99287.STM3527	A0A0B3KFA2
99287.STM1941	A0A0B3EXQ5
99287.STM3004.1n	A0A0B3G649
99287.STM1244	A0A0B3FYC0
99287.STM0539	A0A0B3HA78
99287.STM1010.1n	A0A0B3LJH0
99287.STM0295	A0A0B3F657
99287.STM4520	A0A0B3K2Y0
99287.STM2287	F4ZWF0
99287.STM1240	A0A0B3FZC8
99287.STM2272	E5AZT3
99287.STM1329	A0A0B3FYM5
99287.STM4155	A0A0B3KXM2
99287.STM4157	A0A0B3F7G3
99287.STM3278	A0A0B3KN83
99287.STM4390	A0A0B3G241
99287.STM2903	A0A0B3F0J9
99287.STM2287	F4ZWE3
99287.STM1401	A0A0B3FB06
99287.STM1244	A0A0B3K2J3
99287.STM1941	A0A0B3G4X2
99287.STM1699	A0A0B3KFG6
99287.STM3527	A0A0B3FVH5
99287.STM2008	A0A0B3HYZ4
99287.STM1010.1n	A0A0B3K9I7
99287.STM2137	A0A0B3GNW1
99287.STM2903	A0A0B3KA46
99287.STM2139.2n	A0A0B3FIP3
99287.STM0810	A0A0B3GX64
99287.STM1240	A0A0B3EB36
99287.STM4508.1N	A0A0B3FW45
99287.STM0283	A0A0B3FKN1
99287.STM2901	A0A0B3FCT2
99287.STM2137	A0A0B3FBQ4
99287.STM2703	A0A0B3EUR5
99287.STM1698A	A0A0B3JNN9
99287.STM2631	A0A0B3LN71
99287.STM2901	A0A0B3GT92
99287.STM4204	A0A0B3CIV6
99287.STM2008	A0A0B3JTT9
99287.STM0539	A0A0B3KLK3
99287.STM3085	A0A0B3KFQ2
99287.STM1457	A0A0B3KYT0
99287.STM2137	A0A0B3K4F8
99287.STM2008	A0A0B3GW12
99287.STM4390	A0A0B3F761
99287.STM3616	A0A0B3KTL0
99287.STM3239	A0A0B3H708
99287.STM3085	A0A0B3FTX7
99287.STM0809	A0A0B3FVJ3
99287.STM0660	A0A0B3FFM7
99287.STM0809	A0A0B3EH51
99287.STM2272	E5AZT0
99287.STM3467	A0A0B3GKV4
99287.STM1941	A0A0B3GPN5
99287.STM2137	A0A0B3HLS0
99287.STM0948	A0A0B3HFU3
99287.STM3941	A0A0B3JTP7
99287.STM0672	A0A0B3F530
99287.STM4157	A0A0B3GIV6
99287.STM0284	A0A0B3F6M3
99287.STM0275.s	A0A0B3K023
99287.STM2209.1c	A0A0B3GGT6
99287.STM2104	Q9EXZ6
99287.STM0672	A0A0B3F759
99287.STM2287	F4ZWE6
99287.STM2005	A0A0B3K3Q3
99287.STM2008	A0A0B3EXL2
99287.STM0660	A0A0B3JW92
99287.STM2514	A0A0B3G1V6
99287.STM1698	A0A0B3EZG1
99287.STM0954	A0A0B3GY96
99287.STM4316	A0A0B3ELN4
99287.STM3762	A0A0B3KGS5
99287.STM2209.1c	A0A0B3EV13
99287.STM0285	A0A0B3GTL5
99287.STM0278	A0A0B3F4M3
99287.STM2287	A0A0B3K3Y4
99287.STM2705	A0A0B3HC36
99287.STM2008	A0A0B3HWR1
99287.STM0810	A0A0B3E8U3
99287.STM2287	F4ZWD9
99287.STM3940	A0A0B3FBV3
99287.STM3818	Q8XF64
99287.STM3922	Q9L6R3
99287.STM2632	Q8XF26
99287.STM3901	Q9L6T2
99287.STM3944	Q9L6P8
99287.STM3926	Q9L6Q9
99287.STM2628	H9L444
99287.STM3962	Q9L6N4
99287.STM3954	Q7CPD6
99287.STM3923	Q9L6R2
99287.STM4158	Q9L9J2
99287.STM3961	Q9L6N5
99287.STM3902	Q7CPD7
99287.STM4155	Q9L9J6
99287.STM3924	Q9L6R1
99287.STM3906	Q9L6S7
99287.STM3907	Q9L6S6
99287.STM3817	Q8XGY0
99287.STM3977	Q9L6M1
