192222.Cj0443	Q9PI62
192222.Cj1380	A0A0C5I0N4
192222.Cj0943	A0A0C5I6D4
192222.Cj1351	A0A0B6U3R2
192222.Cj1242	A0A0B6US19
192222.Cj1062	A0A0B6UWL5
192222.Cj1137c	A0A0B6V4T0
192222.Cj0019c	A0A0C5IH84
192222.Cj1686c	A0A0C5ILJ6
192222.Cj0378c	A0A0C5I4L1
192222.Cj0395c	A0A0C5I6S4
192222.Cj0723c	A0A0C5I7P8
192222.Cj0503c	A0A0B6UV16
192222.Cj0488	A0A0B6UVK2
192222.Cj0705	A0A0B6V609
192222.Cj1167	A0A0B6V748
192222.Cj0729	A0A0C5IJ16
192222.Cj1082c	A0A0C5IK30
192222.Cj1286c	A0A0C5IKG9
192222.Cj1202	A0A0B6U5F1
192222.Cj0160c	A0A0B6UNV7
192222.Cj0798c	A0A0B6V150
192222.Cj0090	A0A0C5I6N9
192222.Cj1055c	A0A0C5I6T8
192222.Cj0154c	A0A0B6TKC9
192222.Cj0373	A0A0B6TQH2
192222.Cj1152c	A0A0B6ULB5
192222.Cj1378	A0A0B6USL2
192222.Cj0288c	A0A0B6UWX0
192222.Cj1420c	A0A0B6UXQ9
192222.Cj0723c	A0A0B6V0Z1
192222.Cj1584c	A0A0C5I8J1
192222.Cj1317	A0A0C5I9B4
192222.Cj0490	A0A0C5IIG2
192222.Cj0796c	A0A0C5IJ64
192222.Cj0825	A0A0C5IJ93
192222.Cj0204	A0A0C5HXB9
192222.Cj1039	A0A0C5HZM8
192222.Cj0453	A0A0C5I6X6
192222.Cj1317	A0A0B6USF6
192222.Cj1095	A0A0C5I8T8
192222.Cj1302	A0A0C5I9A4
192222.Cj0560	A0A0C5HYD2
192222.Cj0707	A0A0C5I5M5
192222.Cj0713	A0A0C5I7N9
192222.Cj0684	A0A0B6TPJ4
192222.Cj1355	A0A0B6UXL4
192222.Cj0257	A0A0B6UZB7
192222.Cj1372	A0A0B6V0B6
192222.Cj1425c	A0A0B6V5T5
192222.Cj1426c	A0A0B6V8L0
192222.Cj1132c	A0A0C5I9I6
192222.Cj1483c	A0A0C5IL18
192222.Cj1245c	A0A0C5I088
192222.Cj0924c	A0A0C5I6B0
192222.Cj0374	A0A0C5I6P9
192222.Cj1004	A0A0B6URC0
192222.Cj0339	A0A0B6UUD6
192222.Cj0374	A0A0B6UUS1
192222.Cj0713	A0A0B6UVN4
192222.Cj0463	A0A0B6V2T1
192222.Cj1416c	A0A0B6V7Z9
192222.Cj1219c	A0A0C5I935
192222.Cj0485	A0A0C5HY63
192222.Cj1545c	A0A0C5I131
192222.Cj0691	A0A0C5HYN1
192222.Cj0977	A0A0C5HZE9
192222.Cj1681c	A0A0B6TU28
192222.Cj0813	A0A0B6UN24
192222.Cj0381c	A0A0B6V2J7
192222.Cj1126c	A0A0C5I8W4
192222.Cj1032	A0A0C5I984
192222.Cj0282c	A0A0C5IHT7
192222.Cj0821	A0A0C5HYZ4
192222.Cj0497	A0A0C5I527
192222.Cj0260c	A0A0C5I731
192222.Cj0795c	A0A0C5I8J4
192222.Cj0317	A0A0B6UIZ8
192222.Cj0702	A0A0B6UR30
192222.Cj0303c	A0A0B6UV07
192222.Cj0839c	A0A0B6UW09
192222.Cj0380c	A0A0B6UXD4
192222.Cj0124c	A0A0B6V4D1
192222.Cj0266c	A0A0C5IHR9
192222.Cj1438c	A0A0B6UST0
192222.Cj1328	A0A0B6USG5
192222.Cj0888c	A0A0B6V423
192222.Cj0264c	A0A0C5I6F3
192222.Cj1570c	A0A0B6UY20
192222.Cj0879c	A0A0C5I8R3
192222.Cj1387c	A0A0C5I9G6
192222.Cj0834c	A0A0C5HZ07
192222.Cj0831c	A0A0C5I5Z4
192222.Cj0138	A0A0C5I677
192222.Cj0078c	A0A0C5I6N4
192222.Cj0187c	A0A0C5I6V3
192222.Cj1517	A0A0B6U463
192222.Cj0974	A0A0B6UKX5
192222.Cj0610c	A0A0B6UQP7
192222.Cj1567c	A0A0B6UT23
192222.Cj0272	A0A0B6UZD4
192222.Cj0560	A0A0B6V5M6
192222.Cj1319	A0A0C5IKJ8
192222.Cj1505c	A0A0C5I100
192222.Cj0077c	A0A0C5I636
192222.Cj0429c	A0A0B6TQN8
192222.Cj0959c	A0A0B6U080
192222.Cj1461	A0A0B6UT70
192222.Cj0185c	A0A0B6UZD0
192222.Cj0128c	A0A0B6V1V6
192222.Cj1214c	A0A0B6V298
192222.Cj1334	A0A0B6V2N4
192222.Cj1330	A0A0B6V2V0
192222.Cj1138	A0A0B6V731
192222.Cj0325	A0A0C5HXN1
192222.Cj0323	A0A0C5I7B8
192222.Cj0464	A0A0C5I7S9
192222.Cj0765c	A0A0B6UKI1
192222.Cj0566	A0A0B6UQ22
192222.Cj0108	A0A0B6UWG6
192222.Cj0187c	A0A0B6UZ56
192222.Cj1522c	A0A0B6V0M8
192222.Cj1043c	A0A0B6V1L7
192222.Cj1712	A0A0B6V3W3
192222.Cj0592c	A0A0C5HYF0
192222.Cj1687	A0A0C5I1J4
192222.Cj0102	A0A0C5I3R7
192222.Cj0608	A0A0C5I5D3
192222.Cj0395c	A0A0B6U121
192222.Cj0770c	A0A0B6U479
192222.Cj0494	A0A0B6UPT0
192222.Cj1126c	A0A0B6UWR8
192222.Cj1504c	A0A0B6UXX3
192222.Cj0417	A0A0B6V579
192222.Cj1066	A0A0B6V6Z8
192222.Cj1658	A0A0B6V8F0
192222.Cj0842	A0A0C5I8N3
192222.Cj1669c	A0A0C5I8T3
192222.Cj1198	A0A0C5I9N2
192222.Cj0557c	A0A0B6UVT0
192222.Cj0250c	A0A0C5I718
192222.Cj0481	A0A0B6TQW2
192222.Cj0415	A0A0B6TWM9
192222.Cj0486	A0A0B6UQD4
192222.Cj0761	A0A0B6UR78
192222.Cj0802	A0A0B6UWK0
192222.Cj1115c	A0A0B6V237
192222.Cj1062	A0A0C5I9B8
192222.Cj0320	A0A0C5HXM6
192222.Cj0788	A0A0C5I5U9
192222.Cj0932c	A0A0B6URP0
192222.Cj1543	A0A0B6UTC3
192222.Cj0093	A0A0B6UWF0
192222.Cj1122c	A0A0B6V723
192222.Cj0371	A0A0C5II40
192222.Cj0495	A0A0C5IIG7
192222.Cj1355	A0A0C5I0K1
192222.Cj1458c	A0A0C5I0V4
192222.Cj0158c	A0A0C5I692
192222.Cj0265c	A0A0C5I737
192222.Cj0825	A0A0C5HYZ9
192222.Cj0480c	A0A0C5I7U5
192222.Cj0895c	A0A0B6UKT8
192222.Cj1516	A0A0C5I878
192222.Cj1620c	A0A0C5IAS8
192222.Cj1660	A0A0C5IAU9
192222.Cj0174c	A0A0C5HX96
192222.Cj0685c	A0A0C5HYM6
192222.Cj1653c	A0A0B6UT94
192222.Cj1614	A0A0B6UTJ5
192222.Cj0833c	A0A0B6UW01
192222.Cj0851c	A0A0B6UYS1
192222.Cj1002c	A0A0B6UZ34
192222.Cj1086c	A0A0B6UZC0
192222.Cj0592c	A0A0B6V0H8
192222.Cj0779	A0A0B6V108
192222.Cj0851c	A0A0C5I7Z5
192222.Cj1486c	A0A0C5I9S1
192222.Cj1085c	A0A0B6V213
192222.Cj1609	A0A0B6V3M7
192222.Cj1238	A0A0C5I7B9
192222.Cj0188c	A0A0B6TW44
192222.Cj0252	A0A0B6U591
192222.Cj1687	A0A0B6V3U2
192222.Cj0615	A0A0C5I855
192222.Cj1630	A0A0C5IAT2
192222.Cj0591c	A0A0C5IIQ9
192222.Cj0855	A0A0B6V195
192222.Cj0902	A0A0C5HZ65
192222.Cj1310c	A0A0C5I0F1
192222.Cj0103	A0A0C5I653
192222.Cj0987c	A0A0B6U2G9
192222.Cj0647	A0A0B6UQ84
192222.Cj0585	A0A0B6UQM0
192222.Cj1551c	A0A0B6UT15
192222.Cj0419	A0A0B6UVD2
192222.Cj0627	A0A0B6UVX7
192222.Cj1625c	A0A0B6UY71
192222.Cj0005c	A0A0B6UYZ2
192222.Cj0376	A0A0B6V2J2
192222.Cj0979c	A0A0C5I8E0
192222.Cj1503c	A0A0C5IAE5
192222.Cj1589	A0A0C5ILD2
192222.Cj0104	A0A0B6TK40
192222.Cj0037c	A0A0C5I6L8
192222.Cj1079	A0A0C5I6Z5
192222.Cj0308c	A0A0C5I797
192222.Cj0566	A0A0B6UVT6
192222.Cj1441c	A0A0B6V5V7
192222.Cj1367c	A0A0B6V7V9
192222.Cj0580c	A0A0C5I832
192222.Cj1541	A0A0C5I8B6
192222.Cj1383c	A0A0B6USL7
192222.Cj0070c	A0A0B6UTQ4
192222.Cj0122	A0A0B6UTU5
192222.Cj0174c	A0A0B6UTY7
192222.Cj1436c	A0A0B6UXS1
192222.Cj0634	A0A0B6V0M6
192222.Cj0999c	A0A0C5HZH2
192222.Cj0045c	A0A0C5I3N3
192222.Cj0813	A0A0C5I5X8
192222.Cj0067	A0A0C5I6N0
192222.Cj1084c	A0A0C5I6Z9
192222.Cj0567	A0A0B6TX17
192222.Cj1718c	A0A0B6U014
192222.Cj0323	A0A0B6UV28
192222.Cj1036c	A0A0B6UWJ3
192222.Cj0166	A0A0C5IHI6
192222.Cj0121	A0A0B6UUJ5
192222.Cj1141	A0A0B6V256
192222.Cj0557c	A0A0C5I7C8
192222.Cj0349	A0A0C5I7F6
192222.Cj0995c	A0A0B6U7I9
192222.Cj0516	A0A0B6UPV5
192222.Cj1481c	A0A0B6USX3
192222.Cj1405	A0A0B6V5R3
192222.Cj1246c	A0A0B6V7F4
192222.Cj1268c	A0A0C5I978
192222.Cj1538c	A0A0C5IAI0
192222.Cj0843c	A0A0C5IJB8
192222.Cj0706	A0A0B6UQG7
192222.Cj0361	A0A0B6V2H7
192222.Cj0910	A0A0B6TXF6
192222.Cj1542	A0A0B6U6J5
192222.Cj1574c	A0A0B6UTF1
192222.Cj1136	A0A0B6UWS7
192222.Cj1254	A0A0B6UXZ3
192222.Cj1618c	A0A0B6UZ00
192222.Cj0425	A0A0B6UZZ3
192222.Cj0689	A0A0B6V5Z3
192222.Cj1641	A0A0B6V6E1
192222.Cj1133	A0A0B6V728
192222.Cj0585	A0A0C4V4E0
192222.Cj1071	A0A0C5I9D9
192222.Cj1571c	A0A0C5IAL9
192222.Cj1457c	A0A0C5IKZ0
192222.Cj0876c	A0A0C5I650
192222.Cj1130c	A0A0C5I734
192222.Cj1346c	A0A0C5I7N3
192222.Cj0077c	A0A0B6U2E0
192222.Cj0086c	A0A0B6UP46
192222.Cj0831c	A0A0B6UQU0
192222.Cj1539c	A0A0B6UXZ9
192222.Cj1302	A0A0B6V2J3
192222.Cj1401c	A0A0B6V7Y6
192222.Cj0520	A0A0C5I7Y7
192222.Cj0635	A0A0C5HYI3
192222.Cj0347	A0A0C5I4H2
192222.Cj1405	A0A0C5I7U3
192222.Cj0553	A0A0B6V0E4
192222.Cj0736	A0A0C5HYS7
192222.Cj0830	A0A0C5HZ05
192222.Cj0422c	A0A0B6UJH5
192222.Cj0092	A0A0B6UTS1
192222.Cj0021c	A0A0B6UW94
192222.Cj0899c	A0A0C5I836
192222.Cj1068	A0A0C5I9C4
192222.Cj0634	A0A0C5IIT4
192222.Cj0644	A0A0C5IIT9
192222.Cj1641	A0A0C5ILH4
192222.Cj0373	A0A0C5I4K4
192222.Cj0983	A0A0C5I6H9
192222.Cj1233	A0A0C5I7B4
192222.Cj0362	A0A0B6UJC7
192222.Cj1414c	A0A0B6UT37
192222.Cj0453	A0A0B6V003
192222.Cj0728	A0A0B6V0Z6
192222.Cj0416	A0A0B6V2N1
192222.Cj1461	A0A0C5IAA1
192222.Cj0266c	A0A0B6V280
192222.Cj0555	A0A0C5HYC9
192222.Cj0241c	A0A0C5I434
192222.Cj0307	A0A0B6U0S9
192222.Cj0312	A0A0B6UIZ3
192222.Cj0227	A0A0B6UPH5
192222.Cj0398	A0A0B6UPI3
192222.Cj0043	A0A0B6UTN3
192222.Cj0829c	A0A0B6UYM8
192222.Cj0876c	A0A0B6V1B1
192222.Cj0973	A0A0B6V1G3
192222.Cj0058	A0A0C5IHA7
192222.Cj0761	A0A0C5IJ29
192222.Cj0017c	A0A0B6V465
192222.Cj1342c	A0A0C5I7M7
192222.Cj1019c	A0A0B6UL07
192222.Cj1157	A0A0B6URP6
192222.Cj1100	A0A0B6UWP5
192222.Cj0205	A0A0B6UZ73
192222.Cj1505c	A0A0B6V0L5
192222.Cj1718c	A0A0C5IAX6
192222.Cj0339	A0A0C5II06
192222.Cj0872	A0A0C5IJE6
192222.Cj1457c	A0A0B6V5Z9
192222.Cj1315c	A0A0C5I0F5
192222.Cj0017c	A0A0C5I5Z9
192222.Cj0327	A0A0C5I6K2
192222.Cj0483	A0A0C5I724
192222.Cj1191c	A0A0C5I780
192222.Cj0821	A0A0B6UQS9
192222.Cj0668	A0A0B6V0H9
192222.Cj0412	A0A0B6V574
192222.Cj1031	A0A0C5I8J8
192222.Cj1651c	A0A0C5ILI0
192222.Cj0940c	A0A0B6V1E4
192222.Cj1152c	A0A0C4VCX1
192222.Cj0131	A0A0B6TVM7
192222.Cj0530	A0A0B6UQG4
192222.Cj1286c	A0A0B6USC8
192222.Cj0281c	A0A0B6UU75
192222.Cj0439	A0A0B6V008
192222.Cj0588	A0A0B6V090
192222.Cj1440c	A0A0B6V368
192222.Cj1715	A0A0C5I1M0
192222.Cj0405	A0A0C5I6T5
192222.Cj0463	A0A0C5I6Z1
192222.Cj0411	A0A0C5I7N0
192222.Cj1349c	A0A0B6UXK9
192222.Cj1649	A0A0B6UZ29
192222.Cj0693c	A0A0B6V0W5
192222.Cj1679	A0A0B6V3H4
192222.Cj0543	A0A0C5I810
192222.Cj0837c	A0A0C5I8N1
192222.Cj1347c	A0A0C5I9C8
192222.Cj1565c	A0A0C5IA06
192222.Cj0376	A0A0C5II45
192222.Cj1010	A0A0C5I6L2
192222.Cj0621	A0A0C5I7G7
192222.Cj0320	A0A0B6TQA7
192222.Cj0879c	A0A0B6UKS9
192222.Cj0911	A0A0B6UKU3
192222.Cj1193c	A0A0B6UXS3
192222.Cj0965c	A0A0B6UZ03
192222.Cj1076	A0A0B6V703
192222.Cj1437c	A0A0B6V817
192222.Cj0622	A0A0C5I858
192222.Cj0485	A0A0C5IIF6
192222.Cj1254	A0A0C5IKE4
192222.Cj1646	A0A0C5ILH8
192222.Cj0296c	A0A0C5HXK0
192222.Cj0148c	A0A0C5I684
192222.Cj0312	A0A0C5I6I8
192222.Cj1547	A0A0B6U6J9
192222.Cj0068	A0A0B6UNM9
192222.Cj1237c	A0A0B6UX69
192222.Cj1565c	A0A0B6UY15
192222.Cj1373	A0A0B6V2Q5
192222.Cj0045c	A0A0B6V484
192222.Cj0971	A0A0B6V499
192222.Cj0862c	A0A0C5I8Q1
192222.Cj1521c	A0A0C5I113
192222.Cj0963	A0A0C5HZD6
192222.Cj0375	A0A0C5I7J1
192222.Cj0448c	A0A0B6U190
192222.Cj0909	A0A0B6U284
192222.Cj0605	A0A0B6UQP1
192222.Cj0177	A0A0B6UZ43
192222.Cj1346c	A0A0B6V2P1
192222.Cj0987c	A0A0C5IJR2
192222.Cj0569	A0A0B6V5N1
192222.Cj1458c	A0A0B6V839
192222.Cj1556	A0A0B6V886
192222.Cj0362	A0A0C5HXS3
192222.Cj1025c	A0A0B6URV3
192222.Cj1622	A0A0B6UT67
192222.Cj0055c	A0A0B6UTP1
192222.Cj1325	A0A0B6UXJ4
192222.Cj1467	A0A0B6V3C5
192222.Cj0972	A0A0B6V6S9
192222.Cj1235	A0A0C5I9R3
192222.Cj1397	A0A0C5IA48
192222.Cj0886c	A0A0C5IJF7
192222.Cj0340	A0A0C5HXQ0
192222.Cj1639	A0A0B6TZP0
192222.Cj1702c	A0A0B6U9H8
192222.Cj0485	A0A0B6UJL7
192222.Cj1533c	A0A0B6UTB4
192222.Cj1203c	A0A0B6UXT5
192222.Cj0846	A0A0B6UYQ9
192222.Cj0685c	A0A0C4V780
192222.Cj1056c	A0A0C5I8N0
192222.Cj1312	A0A0C5I9B0
192222.Cj0367c	A0A0C5HXS8
192222.Cj1374c	A0A0C5I0M8
192222.Cj0281c	A0A0C5I759
192222.Cj0547	A0A0C5I7C1
192222.Cj0827	A0A0B6U217
192222.Cj0536	A0A0B6UVR1
192222.Cj1588c	A0A0B6UYX5
192222.Cj1012c	A0A0B6UZ45
192222.Cj0902	A0A0B6V1D9
192222.Cj1412c	A0A0B6V2T2
192222.Cj1211	A0A0B6V7C3
192222.Cj1269c	A0A0C5I9U6
192222.Cj0056c	A0A0B6V1Q4
192222.Cj0346	A0A0C5HXQ6
192222.Cj0503c	A0A0C5I534
192222.Cj0332c	A0A0C5I6K8
192222.Cj0604	A0A0C5I7F7
192222.Cj0495	A0A0B6TWX4
192222.Cj0899c	A0A0B6U4L3
192222.Cj1167	A0A0C5I8Z3
192222.Cj0766c	A0A0C5IJ33
192222.Cj0140	A0A0B6UNT9
192222.Cj1040c	A0A0B6UXA2
192222.Cj1582c	A0A0B6V361
192222.Cj1519	A0A0B6UYS7
192222.Cj0859c	A0A0C5HZ31
192222.Cj1083c	A0A0C5HZV1
192222.Cj0946	A0A0B6UR51
192222.Cj1577c	A0A0B6UT31
192222.Cj1648	A0A0B6UT88
192222.Cj1456c	A0A0B6V3B6
192222.Cj0776c	A0A0C5IJ42
192222.Cj1452	A0A0C5IKY5
192222.Cj1515c	A0A0C5I109
192222.Cj0546	A0A0C5I594
192222.Cj1485c	A0A0B6U1B6
192222.Cj1511c	A0A0B6U431
192222.Cj0166	A0A0B6UII8
192222.Cj0145	A0A0B6UNU4
192222.Cj0906c	A0A0B6URM4
192222.Cj1005c	A0A0B6UX60
192222.Cj0554	A0A0B6V347
192222.Cj1145c	A0A0B6V735
192222.Cj1301	A0A0B6V7Q8
192222.Cj1618c	A0A0C5I8P9
192222.Cj1634c	A0A0C5IA89
192222.Cj1023c	A0A0C5IJV3
192222.Cj1259	A0A0B6UZY5
192222.Cj1482c	A0A0B6UYQ5
192222.Cj0042	A0A0B6TZX6
192222.Cj0173c	A0A0B6TQ31
192222.Cj0454c	A0A0B6U3I4
192222.Cj1471c	A0A0B6USW7
192222.Cj0497	A0A0B6UXM5
192222.Cj1023c	A0A0B6V1J5
192222.Cj0440c	A0A0B6V2R0
192222.Cj0825	A0A0B6V6D4
192222.Cj1012c	A0A0C5I963
192222.Cj1168c	A0A0C5I9L0
192222.Cj1570c	A0A0C5IA11
192222.Cj1089c	A0A0C5I701
192222.Cj0717	A0A0B6TSN6
192222.Cj1207c	A0A0B6URX9
192222.Cj1078	A0A0B6URZ9
192222.Cj1449c	A0A0B6V2V5
192222.Cj0857c	A0A0B6V6G6
192222.Cj0984	A0A0C5I8E7
192222.Cj1334	A0A0C5I9Z1
192222.Cj1609	A0A0C5IA73
192222.Cj0734c	A0A0C5IJ20
192222.Cj0057	A0A0C5I6M5
192222.Cj1050c	A0A0C5I6S7
192222.Cj1246c	A0A0C5I7C9
192222.Cj0308c	A0A0B6TRG6
192222.Cj0642	A0A0B6UK23
192222.Cj1634c	A0A0B6UMQ4
192222.Cj1584c	A0A0B6UTG2
192222.Cj1477c	A0A0B6UYQ1
192222.Cj1563c	A0A0B6UYV6
192222.Cj0952c	A0A0C5IJN0
192222.Cj0843c	A0A0B6UTJ1
192222.Cj1371	A0A0B6V5M8
192222.Cj0035c	A0A0C5I3M7
192222.Cj0603c	A0A0C5I5D0
192222.Cj0073c	A0A0C5I6N3
192222.Cj0099	A0A0C5I6P4
192222.Cj0776c	A0A0B6U6U0
192222.Cj1269c	A0A0B6U869
192222.Cj1491c	A0A0B6UME2
192222.Cj0943	A0A0B6UWB5
192222.Cj1660	A0A0B6UZ40
192222.Cj1149c	A0A0B6V259
192222.Cj1324	A0A0B6V2U4
192222.Cj0846	A0A0C5I7Z2
192222.Cj1459	A0A0C5I7Z3
192222.Cj0770c	A0A0C5I8G8
192222.Cj0833c	A0A0C5IJA5
192222.Cj1128c	A0A0C5IK56
192222.Cj0042	A0A0B6UUE0
192222.Cj0111	A0A0B6UUI7
192222.Cj1210	A0A0B6ULP3
192222.Cj1600	A0A0B6UY48
192222.Cj0861c	A0A0C5I7Z9
192222.Cj0945c	A0A0C5I8Z1
192222.Cj0705	A0A0C5IIY8
192222.Cj1377c	A0A0B6V7W8
192222.Cj0517	A0A0C5HY94
192222.Cj0650	A0A0C5HYJ9
192222.Cj0008	A0A0B6UNI9
192222.Cj0437	A0A0B6UQA1
192222.Cj1191c	A0A0B6USH4
192222.Cj1392	A0A0B6UXN9
192222.Cj1161c	A0A0B6UZJ1
192222.Cj0608	A0A0B6V0B0
192222.Cj0784	A0A0B6V115
192222.Cj1585c	A0A0B6V688
192222.Cj0295	A0A0C5IHV4
192222.Cj0564	A0A0C5IIP5
192222.Cj1236	A0A0C5IKC7
192222.Cj1351	A0A0C4VDR8
192222.Cj1134	A0A0C5HZZ0
192222.Cj0036	A0A0C5I614
192222.Cj0415	A0A0C5I6U6
192222.Cj1552c	A0A0B6TUZ3
192222.Cj1201	A0A0B6USI4
192222.Cj0577c	A0A0B6V0G5
192222.Cj0277	A0A0B6V4R1
192222.Cj0878	A0A0B6V6I4
192222.Cj1421c	A0A0B6V803
192222.Cj1561	A0A0C5I8F3
192222.Cj0140	A0A0C5IHG5
192222.Cj1577c	A0A0C5ILB7
192222.Cj0356c	A0A0C5HXR7
192222.Cj0903c	A0A0C5I682
192222.Cj0233c	A0A0C5I6Z4
192222.Cj1201	A0A0C5I787
192222.Cj1262	A0A0C5I7E8
192222.Cj1381	A0A0C5I7S1
192222.Cj0364	A0A0B6TKT0
192222.Cj1080c	A0A0B6U553
192222.Cj1546	A0A0B6UT13
192222.Cj1090c	A0A0C5I8T4
192222.Cj1451	A0A0C5IA91
192222.Cj1519	A0A0C5IL55
192222.Cj0642	A0A0C5I7I4
192222.Cj0864	A0A0B6TXQ5
192222.Cj1550c	A0A0B6TZT0
192222.Cj0036	A0A0B6UNK8
192222.Cj0332c	A0A0B6UPB3
192222.Cj1522c	A0A0C5I889
192222.Cj1401c	A0A0C5I9H8
192222.Cj1450	A0A0C5I9M8
192222.Cj0544	A0A0C5IIN1
192222.Cj0313	A0A0B6UV19
192222.Cj0482	A0A0B6V046
192222.Cj0721c	A0A0C5HYR2
192222.Cj0185c	A0A0C5I3X7
192222.Cj1356c	A0A0C5I7P3
192222.Cj1666c	A0A0B6TU17
192222.Cj1365c	A0A0B6UT07
192222.Cj1399c	A0A0B6UT28
192222.Cj0243c	A0A0B6UUT8
192222.Cj1101	A0A0B6UZD6
192222.Cj0603c	A0A0B6V0A5
192222.Cj0563	A0A0B6V0F2
192222.Cj1541	A0A0B6V321
192222.Cj0261c	A0A0B6V4P4
192222.Cj0570	A0A0C5I824
192222.Cj0590	A0A0C5I838
192222.Cj1371	A0A0C5I9E9
192222.Cj1398	A0A0C5IKT0
192222.Cj1504c	A0A0C5IL39
192222.Cj0451	A0A0C5HY27
192222.Cj0205	A0A0C5I3Z8
192222.Cj0128c	A0A0C5I671
192222.Cj1370	A0A0C5I7R0
192222.Cj1714	A0A0B6U265
192222.Cj1143	A0A0B6UTJ7
192222.Cj0089	A0A0B6UYT2
192222.Cj0708	A0A0B6V0X9
192222.Cj0950c	A0A0B6V1F2
192222.Cj1394	A0A0B6V2R7
192222.Cj1054c	A0A0B6V6Z3
192222.Cj1378	A0A0C5IA33
192222.Cj0587	A0A0B6V0H6
192222.Cj1066	A0A0C5I6V5
192222.Cj0794	A0A0B6UVX9
192222.Cj0900c	A0A0C5I8T7
192222.Cj0995c	A0A0C5I6J2
192222.Cj0923c	A0A0B6TM64
192222.Cj1278c	A0A0B6U5N2
192222.Cj0428	A0A0B6U629
192222.Cj0333c	A0A0B6UV40
192222.Cj0908	A0A0B6UW88
192222.Cj1011	A0A0B6V1S3
192222.Cj1154c	A0A0B6V262
192222.Cj1344c	A0A0B6V7U0
192222.Cj1533c	A0A0C4VCN4
192222.Cj0660c	A0A0C5I888
192222.Cj1644	A0A0C5IA97
192222.Cj1581c	A0A0C5IAN0
192222.Cj0941c	A0A0C5IJL9
192222.Cj1631c	A0A0C5ILH0
192222.Cj1486c	A0A0B6USX5
192222.Cj0514	A0A0B6V2X5
192222.Cj0802	A0A0C5HYY0
192222.Cj0248	A0A0C5I440
192222.Cj0341c	A0A0C5I4G4
192222.Cj0914c	A0A0C5I695
192222.Cj1632c	A0A0C5I1F5
192222.Cj0620	A0A0C5I5E0
192222.Cj0057	A0A0B6TJZ1
192222.Cj1534c	A0A0B6TTS6
192222.Cj0892c	A0A0B6TXS5
192222.Cj0483	A0A0B6U1C1
192222.Cj0637c	A0A0B6UQ75
192222.Cj0406c	A0A0B6V2M0
192222.Cj0020c	A0A0C5HWY5
192222.Cj1011	A0A0C5I8H9
192222.Cj0309c	A0A0C5IHX1
192222.Cj0121	A0A0C5HX55
192222.Cj0393c	A0A0C5HXW2
192222.Cj0452	A0A0C5I4W2
192222.Cj0763c	A0A0C5I5S1
192222.Cj0500	A0A0B6UYG0
192222.Cj0630c	A0A0B6V0D2
192222.Cj1530	A0A0C5I117
192222.Cj1113	A0A0B6UL78
192222.Cj1581c	A0A0B6V0S3
192222.Cj0260c	A0A0B6V275
192222.Cj1627c	A0A0B6V3B0
192222.Cj0840c	A0A0B6V3Y6
192222.Cj0104	A0A0B6V4B5
192222.Cj0610c	A0A0C5I850
192222.Cj1712	A0A0C5IAD6
192222.Cj0068	A0A0C5IHB9
192222.Cj0156c	A0A0C5HX83
192222.Cj0947c	A0A0C5HZC1
192222.Cj1125c	A0A0C5I729
192222.Cj0937	A0A0B6UWX4
192222.Cj0957c	A0A0C5IJN6
192222.Cj0546	A0A0B6UQ05
192222.Cj0600	A0A0B6UQ46
192222.Cj1175c	A0A0B6UWV8
192222.Cj0154c	A0A0C5I6T3
192222.Cj1161c	A0A0C5I755
192222.Cj0594c	A0A0C5I7F1
192222.Cj0306c	A0A0B6TWB4
192222.Cj1190c	A0A0B6ULM5
192222.Cj0413	A0A0B6UQ83
192222.Cj1615	A0A0B6UY62
192222.Cj1621	A0A0B6V0V9
192222.Cj1003c	A0A0B6V6V3
192222.Cj1225	A0A0C5I9Q5
192222.Cj1279c	A0A0C5I9V4
192222.Cj1199	A0A0C5IK99
192222.Cj1582c	A0A0C5ILC2
192222.Cj0347	A0A0B6UPC9
192222.Cj0983	A0A0B6V1G8
192222.Cj0246c	A0A0B6V4N0
192222.Cj0432c	A0A0B6V594
192222.Cj1102	A0A0B6V714
192222.Cj1216c	A0A0C5IKB2
192222.Cj0180	A0A0B6TXV9
192222.Cj0175c	A0A0B6U2S9
192222.Cj0850c	A0A0B6UW47
192222.Cj1006c	A0A0B6UWG8
192222.Cj1374c	A0A0B6UYF3
192222.Cj1680c	A0A0B6UZ59
192222.Cj1109	A0A0C5I717
192222.Cj0767c	A0A0C5HYU3
192222.Cj0731	A0A0C5I5Q4
192222.Cj0391c	A0A0C5I7K7
192222.Cj0979c	A0A0B6U7H1
192222.Cj0753c	A0A0B6UKH2
192222.Cj0768c	A0A0B6UYG9
192222.Cj0387	A0A0B6V545
192222.Cj1343c	A0A0B6V5K2
192222.Cj0925	A0A0C5I866
192222.Cj1193c	A0A0C5I9M9
192222.Cj1666c	A0A0C5ILI9
192222.Cj1142	A0A0B6V4T4
192222.Cj0021c	A0A0C5I3L5
192222.Cj0022c	A0A0C5I600
192222.Cj0089	A0A0C5I642
192222.Cj0909	A0A0C5I689
192222.Cj1423c	A0A0B6UM82
192222.Cj0322	A0A0B6UPA3
192222.Cj1089c	A0A0B6US10
192222.Cj1090c	A0A0B6UWN6
192222.Cj1298	A0A0B6UY89
192222.Cj1069	A0A0B6V200
192222.Cj0340	A0A0B6V2F6
192222.Cj1240c	A0A0B6V569
