7227.FBpp0087084	P32234
7227.FBpp0111382	A1A6Z8
7227.FBpp0083130	D3DMK6
7227.FBpp0084669	E8NH29
7227.FBpp0083163	H5V8E8
7227.FBpp0073139	Q95T84
7227.FBpp0300529	C3KGQ5
7227.FBpp0304292	H1UUA6
7227.FBpp0305789	Q4QQ54
7227.FBpp0074415	C7LA72
7227.FBpp0288461	Q4V4X2
7227.FBpp0079353	E3CTP5
7227.FBpp0084525	E4NKL3
7227.FBpp0081429	Q4V460
7227.FBpp0292109	Q4V569
7227.FBpp0081794	Q4V5F8
7227.FBpp0085046	Q4V6T9
7227.FBpp0071330	Q8MYX6
7227.FBpp0080348	Q8MZA2
7227.FBpp0075134	Q8SYA5
7227.FBpp0072043	Q961F0
7227.FBpp0289344	A4IJ76
7227.FBpp0081506	D7F9B9
7227.FBpp0085632	G4LU15
7227.FBpp0110088	O77431
7227.FBpp0288989	Q6IHG8
7227.FBpp0112341	Q6IL10
7227.FBpp0080237	Q8MSP6
7227.FBpp0088097	Q8SXU7
7227.FBpp0078487	Q8T4D5
7227.FBpp0081619	C4IXX9
7227.FBpp0075554	D2NUJ8
7227.FBpp0079408	J7KE27
7227.FBpp0080489	B1PGC2
7227.FBpp0071386	B4YWQ6
7227.FBpp0305661	B6UWI1
7227.FBpp0070624	B6UWR3
7227.FBpp0304506	R9S0M5
7227.FBpp0289461	D4G7C5
7227.FBpp0072971	O18384
7227.FBpp0084534	Q58SN4
7227.FBpp0087112	Q5ELX4
7227.FBpp0111727	Q8I877
7227.FBpp0304845	Q8MSN5
7227.FBpp0086664	Q8MSP3
7227.FBpp0082339	Q8T3N7
7227.FBpp0078885	Q95U11
7227.FBpp0089135	Q9NGY7
7227.FBpp0303463	H6QXK1
7227.FBpp0112713	Q8SY24
7227.FBpp0074812	C8VV38
7227.FBpp0086333	L0CPI1
7227.FBpp0080489	B1PGB9
7227.FBpp0073367	B4YWX7
7227.FBpp0087732	B4YX98
7227.FBpp0300931	B6UX63
7227.FBpp0074240	F6J7U5
7227.FBpp0075412	D4G7C4
7227.FBpp0087526	E6PBW4
7227.FBpp0074782	G7H804
7227.FBpp0301144	O18367
7227.FBpp0087112	Q5ELX9
7227.FBpp0302550	Q5U0T7
7227.FBpp0290340	Q6NL41
7227.FBpp0086611	Q8MZ84
7227.FBpp0072837	Q8SZ48
7227.FBpp0078590	Q961R6
7227.FBpp0072829	Q9U6P5
7227.FBpp0303905	C8VV27
7227.FBpp0084967	D5AEM1
7227.FBpp0303463	H6QXJ5
7227.FBpp0112541	Q6AWH1
7227.FBpp0112380	Q86NV5
7227.FBpp0305820	Q86PA1
7227.FBpp0071255	F6J972
7227.FBpp0082637	L0CPM8
7227.FBpp0291517	C4XVF1
7227.FBpp0074980	Q8SY16
7227.FBpp0288841	Q95RA7
7227.FBpp0085420	Q95RP9
7227.FBpp0082803	Q95SB2
7227.FBpp0073779	F6J6U7
7227.FBpp0112376	F6J807
7227.FBpp0089070	H8YFJ6
7227.FBpp0088908	C8AXZ8
7227.FBpp0088926	C8VV92
7227.FBpp0076750	F2FBC1
7227.FBpp0079964	Q4V6J4
7227.FBpp0078495	Q5MRR0
7227.FBpp0303401	Q9NHF2
7227.FBpp0076279	H8F4U9
7227.FBpp0293659	Q86NX8
7227.FBpp0070526	Q8I6E2
7227.FBpp0086850	Q8SZS8
7227.FBpp0303791	Q8T3X7
7227.FBpp0303084	C8VUZ9
7227.FBpp0087112	L0CRE0
7227.FBpp0084572	D5AEM3
7227.FBpp0084179	D5SHP2
7227.FBpp0297941	F0JAT0
7227.FBpp0073309	F6J1K8
7227.FBpp0073598	F6J290
7227.FBpp0074331	F6J874
7227.FBpp0087101	L0CRC9
7227.FBpp0293066	F0JAR4
7227.FBpp0072250	B9EQY3
7227.FBpp0291358	Q1LZ47
7227.FBpp0300982	Q7JPM7
7227.FBpp0088574	E8NHB6
7227.FBpp0100176	A0A023UHN6
7227.FBpp0290228	A2VEH7
7227.FBpp0292837	A2VEU0
7227.FBpp0081723	B7FNP5
7227.FBpp0079210	Q3ZAM2
7227.FBpp0090951	Q8IGL8
7227.FBpp0110411	A8WHK9
7227.FBpp0086695	B9EQT0
7227.FBpp0290301	A2VEY0
7227.FBpp0289029	A5JLB6
7227.FBpp0291380	B7FNK3
7227.FBpp0070550	Q29R38
7227.FBpp0080687	Q2EJE6
7227.FBpp0083741	Q7JUX5
7227.FBpp0289029	A8WHH0
7227.FBpp0083139	B9ER14
7227.FBpp0291414	C1C3D4
7227.FBpp0303457	Q7JPL8
7227.FBpp0304793	B1A1R2
7227.FBpp0077328	B1PFW3
7227.FBpp0081492	B7FNR4
7227.FBpp0079712	Q1RKQ3
7227.FBpp0291002	Q8T8V6
7227.FBpp0088047	Q86P09
7227.FBpp0083244	A0ANN2
7227.FBpp0070347	B1PF60
7227.FBpp0070300	B1PF82
7227.FBpp0290215	Q3ZAP5
7227.FBpp0080759	Q95TH0
7227.FBpp0289151	C3KGJ6
7227.FBpp0086585	H1UUG1
7227.FBpp0076738	A0APD0
7227.FBpp0289452	E0R944
7227.FBpp0079703	J7KG79
7227.FBpp0303457	Q24455
7227.FBpp0074834	Q4V5B9
7227.FBpp0111639	Q4V5X8
7227.FBpp0075419	Q4V6P1
7227.FBpp0271746	C3KGJ8
7227.FBpp0113136	C6SUV5
7227.FBpp0081058	E9NA99
7227.FBpp0302887	H1UUQ6
7227.FBpp0083075	A8E6L0
7227.FBpp0085051	A8E6N1
7227.FBpp0086984	E1UIL0
7227.FBpp0305739	E3CTR2
7227.FBpp0297617	F6JQ72
7227.FBpp0111663	Q4V563
7227.FBpp0076102	Q4V6B2
7227.FBpp0081844	Q7YTZ5
7227.FBpp0293210	Q8T4E4
7227.FBpp0292226	Q95TP3
7227.FBpp0084991	Q95TR9
7227.FBpp0077609	A0AMI6
7227.FBpp0076029	D7F8L0
7227.FBpp0083735	D7F9M0
7227.FBpp0288788	B4F648
7227.FBpp0073758	Q4QPW1
7227.FBpp0080140	A8E7A5
7227.FBpp0070880	F6J403
7227.FBpp0071322	F6J547
7227.FBpp0297617	F6JQ75
7227.FBpp0079408	J7KG90
7227.FBpp0085051	Q4V3Z4
7227.FBpp0086933	Q4V4C2
7227.FBpp0070797	Q4V6K3
7227.FBpp0079839	Q7YU68
7227.FBpp0072547	Q8T3Y3
7227.FBpp0076116	Q961W8
7227.FBpp0079588	Q49SH6
7227.FBpp0070611	Q8MSV7
7227.FBpp0088684	U3R9T8
7227.FBpp0088669	C6SV52
7227.FBpp0074160	F3YDC5
7227.FBpp0075822	Q4QPV8
7227.FBpp0288485	A8E6Q9
7227.FBpp0077259	A8IL69
7227.FBpp0070798	F6J3S7
7227.FBpp0082926	H0RND1
7227.FBpp0303462	Q24037
7227.FBpp0078708	Q4V3I4
7227.FBpp0290150	Q4V6B5
7227.FBpp0305723	Q4V6I3
7227.FBpp0071014	Q4V6S2
7227.FBpp0072940	Q8IH35
7227.FBpp0074149	Q9TVE6
7227.FBpp0083735	D7F9L9
7227.FBpp0302536	I0DHL3
7227.FBpp0075912	B1P7E2
7227.FBpp0083256	O45116
7227.FBpp0304711	P91626
7227.FBpp0084985	Q6NLK5
7227.FBpp0075353	Q8MQK5
7227.FBpp0078267	A0JQ37
7227.FBpp0083734	D7F9J4
7227.FBpp0088637	D7FAB9
7227.FBpp0070876	F6J419
7227.FBpp0074882	G2J5Z4
7227.FBpp0289508	D7FA02
7227.FBpp0074597	L7VG69
7227.FBpp0303306	M1LQM6
7227.FBpp0070765	A9YIP6
7227.FBpp0070748	A9YIT2
7227.FBpp0079406	B0F5B2
7227.FBpp0084829	D1FZD8
7227.FBpp0074394	Q2XY20
7227.FBpp0079320	Q6GUW9
7227.FBpp0086790	Q86NS6
7227.FBpp0084429	Q8SXS1
7227.FBpp0074907	Q8SZU2
7227.FBpp0083077	Q95SQ3
7227.FBpp0075458	Q9Y1H2
7227.FBpp0304793	B1PGQ4
7227.FBpp0292356	Q8MT16
7227.FBpp0301017	C7LAG6
7227.FBpp0083206	P91672
7227.FBpp0077857	Q0GT94
7227.FBpp0072003	Q6NPB5
7227.FBpp0305775	Q8MQK2
7227.FBpp0072880	Q8T3R7
7227.FBpp0084821	A9QK96
7227.FBpp0073384	A9YGD8
7227.FBpp0070653	A9YI95
7227.FBpp0070748	A9YIS9
7227.FBpp0070809	A9YIU4
7227.FBpp0079406	B0F5B3
7227.FBpp0075526	D0Z746
7227.FBpp0112484	L7S0L4
7227.FBpp0291858	Q4V506
7227.FBpp0071332	Q5BIJ8
7227.FBpp0072876	Q6NP29
7227.FBpp0084674	Q6NR35
7227.FBpp0080074	Q8SY60
7227.FBpp0303580	Q8SZ11
7227.FBpp0086818	Q8T9C6
7227.FBpp0292529	Q95RT1
7227.FBpp0077292	Q95SS9
7227.FBpp0074567	A9YI11
7227.FBpp0302587	A9YKT2
7227.FBpp0079408	J7KAT5
7227.FBpp0083612	Q6NNW4
7227.FBpp0081714	Q8IHD1
7227.FBpp0070692	Q8SXB2
7227.FBpp0075606	A9UN16
7227.FBpp0289692	A9YIS3
7227.FBpp0289029	B0EXQ2
7227.FBpp0297794	D0Z771
7227.FBpp0292728	Q6IJ50
7227.FBpp0070526	Q8I6D0
7227.FBpp0085363	Q8N0B6
7227.FBpp0070692	Q24495
7227.FBpp0303074	Q6NNA8
7227.FBpp0082132	Q8MZ97
7227.FBpp0306211	Q6IL61
7227.FBpp0073505	A9YGU4
7227.FBpp0290220	A9YIH4
7227.FBpp0079070	B1PGQ3
7227.FBpp0084821	D1FZF3
7227.FBpp0303375	D1L6K8
7227.FBpp0085148	O01712
7227.FBpp0290637	Q7KJB9
7227.FBpp0083077	Q8IHA5
7227.FBpp0077239	Q8SY86
7227.FBpp0304661	Q8T3H4
7227.FBpp0110261	A4IJ74
7227.FBpp0082637	L0CRF9
7227.FBpp0077839	O76926
7227.FBpp0071571	Q6SBC2
7227.FBpp0084098	Q8SXK9
7227.FBpp0082637	K7WQ48
7227.FBpp0306213	Q8MZ59
7227.FBpp0300548	Q8SZI2
7227.FBpp0086351	Q9NGV2
7227.FBpp0305581	R4SGI7
7227.FBpp0078495	Q24511
7227.FBpp0077413	Q4V663
7227.FBpp0289892	Q6ILH0
7227.FBpp0085704	Q9NFL3
7227.FBpp0079059	K7Z4R2
7227.FBpp0082433	B8A3U8
7227.FBpp0304793	Q9NHW0
7227.FBpp0100180	J7FNN4
7227.FBpp0290861	Q4V722
7227.FBpp0071168	C4IXZ6
7227.FBpp0291391	I0C0N0
7227.FBpp0305286	C4IXW3
7227.FBpp0303893	C4JC95
7227.FBpp0289325	A2VEL7
7227.FBpp0303549	D1Z388
7227.FBpp0111892	Q1WWC0
7227.FBpp0293566	D0IQJ5
7227.FBpp0305208	Q86NN1
7227.FBpp0085204	Q9Y0W1
7227.FBpp0073795	T1W1X8
7227.FBpp0297219	C0PV99
7227.FBpp0074808	Q95R49
7227.FBpp0079243	Q9U1I7
7227.FBpp0086237	C0PTV9
7227.FBpp0291450	C0PV12
7227.FBpp0070633	C0PTW6
7227.FBpp0303272	C0PTW9
7227.FBpp0077266	C9QNY7
7227.FBpp0271786	Q6NMW4
7227.FBpp0301994	Q8SZ20
7227.FBpp0085251	Q8SZP0
7227.FBpp0082018	Q8T3V5
7227.FBpp0271945	Q8T4G4
7227.FBpp0075323	Q95T25
7227.FBpp0076526	T2GGE0
7227.FBpp0086748	Q58CJ2
7227.FBpp0083003	D0IQ98
7227.FBpp0288522	D0IQM4
7227.FBpp0077651	Q30CQ2
7227.FBpp0084138	Q6NN45
7227.FBpp0076667	Q8MQS1
7227.FBpp0076253	Q8MRY3
7227.FBpp0075711	Q8MTJ1
7227.FBpp0082318	Q8T3X1
7227.FBpp0074902	Q95S56
7227.FBpp0083244	C0MJ15
7227.FBpp0292310	C0PVA5
7227.FBpp0082463	Q8T001
7227.FBpp0111672	C9QP11
7227.FBpp0070274	D0IQE8
7227.FBpp0071225	Q5IFA4
7227.FBpp0073060	Q8T0U7
7227.FBpp0078442	Q9GTZ7
7227.FBpp0297567	Q1EBZ7
7227.FBpp0077249	Q5ELL6
7227.FBpp0113119	Q8MR93
7227.FBpp0112013	Q95TR3
7227.FBpp0079337	Q29QQ4
7227.FBpp0288495	C1C534
7227.FBpp0070465	O76909
7227.FBpp0071654	Q8MS74
7227.FBpp0080646	Q8SYV7
7227.FBpp0290226	A2VES4
7227.FBpp0070191	C0MKT7
7227.FBpp0112156	Q4V5R1
7227.FBpp0080080	Q58SL5
7227.FBpp0077156	Q5ELV0
7227.FBpp0083457	Q8MRH1
7227.FBpp0080901	Q95TY4
7227.FBpp0292263	A0APF6
7227.FBpp0110066	B3DMS8
7227.FBpp0073836	C5I7H3
7227.FBpp0071332	C0MLU2
7227.FBpp0293225	O17143
7227.FBpp0075493	Q4V3R4
7227.FBpp0289673	A1A6Q8
7227.FBpp0305498	B4F5Q5
7227.FBpp0302874	Q5BIB5
7227.FBpp0071791	A0ANE4
7227.FBpp0289846	B3DMT7
7227.FBpp0073021	C0MJZ5
7227.FBpp0085156	O96695
7227.FBpp0071383	Q5IFC8
7227.FBpp0091035	B3DMX2
7227.FBpp0070331	D3DMU2
7227.FBpp0083489	E0R918
7227.FBpp0300549	F9W349
7227.FBpp0291013	G2J5X3
7227.FBpp0079133	A0ZWQ2
7227.FBpp0086758	B3DML5
7227.FBpp0073835	C5I7Q4
7227.FBpp0303431	C5I7G4
7227.FBpp0075379	D3DMK0
7227.FBpp0085550	D9PTU4
7227.FBpp0073709	E0R952
7227.FBpp0074218	E1UIH6
7227.FBpp0086197	G8HS56
7227.FBpp0111722	V5LWW0
7227.FBpp0290485	A1A6S2
7227.FBpp0099451	B3DMV6
7227.FBpp0086867	E1UIA7
7227.FBpp0080396	G2J5V4
7227.FBpp0079133	A0ZWT3
7227.FBpp0086136	Q5BIJ9
7227.FBpp0078693	A5H0I4
7227.FBpp0083837	B5RIJ3
7227.FBpp0073017	B6IDR5
7227.FBpp0082392	B6UY28
7227.FBpp0303431	C5I7H9
7227.FBpp0081589	C6SV08
7227.FBpp0086058	Q058T7
7227.FBpp0070198	Q3KN48
7227.FBpp0085367	B3STH6
7227.FBpp0073816	B4F572
7227.FBpp0077122	E8NHA9
7227.FBpp0072942	G2J643
7227.FBpp0088472	Q5BHW5
7227.FBpp0099414	B3DNK6
7227.FBpp0087291	G2J5Z1
7227.FBpp0099901	Q5BIE8
7227.FBpp0303431	C5I7R0
7227.FBpp0293114	F5XVG7
7227.FBpp0084556	D7FAW4
7227.FBpp0071482	Q8SZA3
7227.FBpp0077750	A0APA1
7227.FBpp0300445	B3G0S8
7227.FBpp0074260	B4F5J5
7227.FBpp0292468	F9VMG7
7227.FBpp0073828	C5I7H5
7227.FBpp0075270	C5WLQ9
7227.FBpp0076085	C6SUZ8
7227.FBpp0082710	D3DMP6
7227.FBpp0085849	E1UIC6
7227.FBpp0292542	B5X535
7227.FBpp0304067	B6IDU8
7227.FBpp0071777	J9Y078
7227.FBpp0077730	Q9U5X2
7227.FBpp0290558	B1PGA4
7227.FBpp0290723	B3DN41
7227.FBpp0079492	F2FBB9
7227.FBpp0070248	Q8SXL0
7227.FBpp0084740	C4XVJ5
7227.FBpp0099829	L0CPT7
7227.FBpp0301988	F6J241
7227.FBpp0110082	B9ER16
7227.FBpp0081736	C7LA95
7227.FBpp0074589	D5A7R8
7227.FBpp0079133	H8YGS4
7227.FBpp0087125	L0CP83
7227.FBpp0086333	L0CQS4
7227.FBpp0305263	Q1LZ42
7227.FBpp0076312	Q7JNE3
7227.FBpp0079908	Q7JQK2
7227.FBpp0078819	Q7JYN8
7227.FBpp0111343	A2VEK6
7227.FBpp0077949	B7FNM2
7227.FBpp0303729	Q29R21
7227.FBpp0083582	Q4V5X4
7227.FBpp0071141	Q86P22
7227.FBpp0072300	Q95SW9
7227.FBpp0086749	C3KGI3
7227.FBpp0079677	H1ZYH2
7227.FBpp0305699	Q4QQA8
7227.FBpp0100005	A8E6N5
7227.FBpp0290262	A8E6Q8
7227.FBpp0070743	F6J3H2
7227.FBpp0293680	F6J5L2
7227.FBpp0293175	H0RN91
7227.FBpp0087624	Q4V4H4
7227.FBpp0289988	Q4V507
7227.FBpp0083203	Q4V5S6
7227.FBpp0079361	Q4V699
7227.FBpp0111905	Q4V6M6
7227.FBpp0289667	Q8IGQ0
7227.FBpp0080510	Q8MSG1
7227.FBpp0084251	Q8SYD1
7227.FBpp0071592	Q95SL0
7227.FBpp0304491	A4VA72
7227.FBpp0071149	A9UN50
7227.FBpp0077702	A9UND2
7227.FBpp0110406	B5X0M8
7227.FBpp0301983	D7F989
7227.FBpp0084595	D7F9N7
7227.FBpp0073057	D7FA53
7227.FBpp0075310	E5KZF6
7227.FBpp0288457	Q6NR13
7227.FBpp0079171	A4V9T2
7227.FBpp0084821	A9QK53
7227.FBpp0070647	A9YIB9
7227.FBpp0084829	D1FZ49
7227.FBpp0303473	O96542
7227.FBpp0082100	Q6GKZ2
7227.FBpp0304490	Q6NQW9
7227.FBpp0070396	Q86M59
7227.FBpp0303152	Q8IHC4
7227.FBpp0079914	Q8MRL7
7227.FBpp0087008	Q8T988
7227.FBpp0290531	Q9U9K1
7227.FBpp0075274	Q9NHY8
7227.FBpp0079755	A0A075BJ92
7227.FBpp0305256	A0A075BLW3
7227.FBpp0100102	K7WQ31
7227.FBpp0081827	Q0GTC5
7227.FBpp0081065	Q6IKI9
7227.FBpp0080642	Q8SY12
7227.FBpp0075348	Q95TQ5
7227.FBpp0072480	B8A3Z7
7227.FBpp0303757	B8A416
7227.FBpp0305163	B9ER25
7227.FBpp0082869	Q8MR15
7227.FBpp0072165	Q8SXA0
7227.FBpp0083508	R4SCI1
7227.FBpp0080214	A7DZ53
7227.FBpp0077328	O76461
7227.FBpp0082833	Q6NN42
7227.FBpp0077484	Q8T4D7
7227.FBpp0085535	T2GGF9
7227.FBpp0077433	A7DYY2
7227.FBpp0079835	C0MHY4
7227.FBpp0073471	C0ML16
7227.FBpp0303101	C9QP46
7227.FBpp0078774	D0IQE4
7227.FBpp0084568	G3LFF4
7227.FBpp0289310	G4LU56
7227.FBpp0076635	I1V4X9
7227.FBpp0304475	Q6NN54
7227.FBpp0088646	Q8SYA3
7227.FBpp0071961	Q8T8Y4
7227.FBpp0071101	C0ML98
7227.FBpp0087929	C1C581
7227.FBpp0082873	C1C583
7227.FBpp0076840	F3YDH6
7227.FBpp0071001	Q3KN54
7227.FBpp0078921	Q8IGQ9
7227.FBpp0083776	Q8IHE0
7227.FBpp0077757	Q8MQQ2
7227.FBpp0073309	Q95RW5
7227.FBpp0075943	Q9U519
7227.FBpp0078748	A0AN03
7227.FBpp0297621	G2J5Z3
7227.FBpp0073382	B5RJA9
7227.FBpp0073824	C5I7F2
7227.FBpp0089346	D3DN03
7227.FBpp0085849	E1UIC5
7227.FBpp0290604	Q6NP06
7227.FBpp0080879	B5RIR0
7227.FBpp0088472	B5RJJ8
7227.FBpp0084486	B6UY80
7227.FBpp0074190	F7VJS3
7227.FBpp0297886	Q7K3X3
7227.FBpp0083976	Q8SZP5
7227.FBpp0293580	U3RLS1
7227.FBpp0072450	B3DN76
7227.FBpp0292996	N0A727
7227.FBpp0077438	F2FBB2
7227.FBpp0087287	Q8MYT6
7227.FBpp0290427	Q8T4G0
7227.FBpp0292226	Q960C4
7227.FBpp0086585	Q963E0
7227.FBpp0075626	Q6AWE2
7227.FBpp0088455	Q86NX1
7227.FBpp0300329	C8VV90
7227.FBpp0301190	D0IQI4
7227.FBpp0074853	D5SHV1
7227.FBpp0073755	F6J6Q2
7227.FBpp0305769	A2RVD1
7227.FBpp0288788	A2RVD4
7227.FBpp0074762	A2VEE1
7227.FBpp0111356	A2VER0
7227.FBpp0293889	A2VEV5
7227.FBpp0071242	E2D9X5
7227.FBpp0082103	Q29R43
7227.FBpp0081185	Q3YMT4
7227.FBpp0077021	H1UU96
7227.FBpp0293006	Q4QPY8
7227.FBpp0304379	Q4QQ45
7227.FBpp0079308	E4NKK6
7227.FBpp0070798	F6J3T3
7227.FBpp0071179	F6J4K5
7227.FBpp0073491	F6J646
7227.FBpp0289325	H0RNA6
7227.FBpp0076986	H0RNF6
7227.FBpp0085460	H0RNI1
7227.FBpp0070527	O76872
7227.FBpp0290144	Q4V3Z2
7227.FBpp0271869	Q4V415
7227.FBpp0075783	Q4V590
7227.FBpp0084836	Q4V6P5
7227.FBpp0071889	Q7YU61
7227.FBpp0293495	Q961U4
7227.FBpp0303306	M1LEK4
7227.FBpp0303306	M1LGR1
7227.FBpp0086333	L0CPN9
7227.FBpp0080322	L0CRJ6
7227.FBpp0071024	Q0E5I2
7227.FBpp0291508	Q8MLX1
7227.FBpp0298290	A9UN15
7227.FBpp0070743	A9YIL9
7227.FBpp0084043	C6TP91
7227.FBpp0288559	C7LAH4
7227.FBpp0086326	Q6NLI7
7227.FBpp0082005	Q6NR50
7227.FBpp0078358	Q8IGI4
7227.FBpp0084107	Q8MZG0
7227.FBpp0082855	Q8T3S0
7227.FBpp0086574	Q0GT13
7227.FBpp0082323	Q24347
7227.FBpp0080788	Q8SZX3
7227.FBpp0077677	Q8T0C2
7227.FBpp0083044	B6UWA8
7227.FBpp0074410	Q95RC3
7227.FBpp0297081	C0PTX6
7227.FBpp0081068	Q24194
7227.FBpp0070845	C0PPJ7
7227.FBpp0071140	Q86NL2
7227.FBpp0084482	Q8MR95
7227.FBpp0072456	Q8T9I8
7227.FBpp0086399	C0PDD8
7227.FBpp0082211	Q95S62
7227.FBpp0303048	Q29QR2
7227.FBpp0088076	B3DMM9
7227.FBpp0071224	B4F586
7227.FBpp0304739	C5WLM5
7227.FBpp0302659	D3DMS9
7227.FBpp0086682	D9PTU1
7227.FBpp0078247	D9PTU9
7227.FBpp0071576	E0R931
7227.FBpp0073292	E1UIA5
7227.FBpp0080489	B1PGD0
7227.FBpp0100186	B6E0S9
7227.FBpp0289501	B6IDR4
7227.FBpp0290604	B6IDV0
7227.FBpp0085657	B6UX28
7227.FBpp0077228	G3LST4
7227.FBpp0087756	Q29QV6
7227.FBpp0088472	E6PBX8
7227.FBpp0305970	F2FB52
7227.FBpp0300510	F2FB72
7227.FBpp0290544	Q2Q0L4
7227.FBpp0070483	Q32UW5
7227.FBpp0084210	Q8SZS6
7227.FBpp0080374	Q8T3Z9
7227.FBpp0071206	Q95R56
7227.FBpp0075581	C8VV50
7227.FBpp0089070	H8YF38
7227.FBpp0074565	Q8T976
7227.FBpp0303020	Q9GPP7
7227.FBpp0073344	C8VV58
7227.FBpp0078465	D5AEL2
7227.FBpp0292009	F3YD89
7227.FBpp0111649	F3YDP9
7227.FBpp0073607	F6J296
7227.FBpp0089070	H8YF70
7227.FBpp0303349	Q7K0U8
7227.FBpp0089016	Q7KPH5
7227.FBpp0293409	Q4QPV9
7227.FBpp0080674	A8B8F9
7227.FBpp0075912	A8E739
7227.FBpp0303369	F0JAU0
7227.FBpp0070780	F6J3Q0
7227.FBpp0076777	G9LQY8
7227.FBpp0086183	H0RN82
7227.FBpp0111944	Q4V612
7227.FBpp0288838	Q4V6A1
7227.FBpp0082309	Q4V6L6
7227.FBpp0302591	Q4V6Q6
7227.FBpp0289129	Q4V6T5
7227.FBpp0083735	D7F9M3
7227.FBpp0075349	E5KZJ7
7227.FBpp0070695	F6J3D8
7227.FBpp0297617	F6JQ81
7227.FBpp0087259	G2J5Y6
7227.FBpp0074096	G4LU12
7227.FBpp0072257	I7DL49
7227.FBpp0073791	Q7YU28
7227.FBpp0297348	Q9GT67
7227.FBpp0078365	Q6IDE5
7227.FBpp0085764	Q8IGV0
7227.FBpp0301746	Q95TE7
7227.FBpp0297166	A9UNH8
7227.FBpp0070636	A9YI74
7227.FBpp0290745	A9YIB1
7227.FBpp0070748	A9YIT8
7227.FBpp0070880	A9YJ93
7227.FBpp0071243	A9YKB2
7227.FBpp0099767	C7LAF6
7227.FBpp0292475	Q0E5K7
7227.FBpp0074610	Q8IGD7
7227.FBpp0304259	Q8SWV4
7227.FBpp0087562	Q8SXE5
7227.FBpp0071960	Q8T8W5
7227.FBpp0083282	Q8T901
7227.FBpp0078090	Q8T9J5
7227.FBpp0301133	Q967X6
7227.FBpp0087091	L0CP93
7227.FBpp0086333	L0CR66
7227.FBpp0305256	A0A075BJR0
7227.FBpp0071898	Q0GT32
7227.FBpp0071898	Q0GT43
7227.FBpp0077981	Q6IKW0
7227.FBpp0077687	Q70HU2
7227.FBpp0087804	Q8MSK6
7227.FBpp0076978	Q95U19
7227.FBpp0072206	Q9U484
7227.FBpp0300320	B8A3Z4
7227.FBpp0070541	F9W329
7227.FBpp0076790	C4IXW6
7227.FBpp0289846	D3PFF1
7227.FBpp0289687	Q14WD0
7227.FBpp0110064	Q45WH0
7227.FBpp0087072	Q52KA6
7227.FBpp0085171	C0PV29
7227.FBpp0074103	Q8MSN0
7227.FBpp0293225	Q960C3
7227.FBpp0083454	A4GK95
7227.FBpp0079684	D0IQK7
7227.FBpp0073021	C0MJZ6
7227.FBpp0077155	Q5ELS4
7227.FBpp0086752	Q8MZ89
7227.FBpp0072170	Q8SXY4
7227.FBpp0079614	Q8SZG2
7227.FBpp0111390	A1A6Y0
7227.FBpp0071232	Q494L9
7227.FBpp0072063	Q5BIG5
7227.FBpp0071716	A0AMV5
7227.FBpp0082065	A0ANV7
7227.FBpp0111740	D3DMM6
7227.FBpp0297705	D9PTT7
7227.FBpp0304706	A8JRG2
7227.FBpp0086041	B6UYA3
7227.FBpp0084453	D7FAM7
7227.FBpp0303393	Q058V5
7227.FBpp0076043	V5RAK0
7227.FBpp0078120	Q29QG9
7227.FBpp0291154	C9QPE4
7227.FBpp0100179	M9NW92
7227.FBpp0086061	Q2Q3V5
7227.FBpp0290646	Q4V6N1
7227.FBpp0291661	Q4V576
7227.FBpp0070511	Q8T446
7227.FBpp0079282	Q8SY32
7227.FBpp0100176	A0A077HA59
7227.FBpp0099724	C1C3G9
7227.FBpp0297625	C8VV00
7227.FBpp0301993	F6J7L3
7227.FBpp0089070	H8YFE2
7227.FBpp0076131	T2GGJ7
7227.FBpp0081621	C9QPA5
7227.FBpp0081186	D0IQB7
7227.FBpp0071475	C9QP08
7227.FBpp0084568	G3LFG2
7227.FBpp0073863	Q8T912
7227.FBpp0087366	Q6NN46
7227.FBpp0303030	Q7K2J3
7227.FBpp0288723	Q7K4R8
7227.FBpp0086303	Q8T910
7227.FBpp0078896	F0JAP1
7227.FBpp0293894	E0R965
7227.FBpp0080489	B1PGC5
7227.FBpp0077015	B7FNM1
7227.FBpp0288512	C3KGM0
7227.FBpp0088350	E1U3F7
7227.FBpp0304057	Q5U190
7227.FBpp0071072	Q7YU82
7227.FBpp0292476	Q0E5P7
7227.FBpp0083696	Q6GKY3
7227.FBpp0079320	Q6GUX5
7227.FBpp0076859	Q8IGH9
7227.FBpp0071899	Q8IH55
7227.FBpp0071446	Q8MTV2
7227.FBpp0071332	A9YKP2
7227.FBpp0290145	Q8MRW8
7227.FBpp0082129	H7BWR4
7227.FBpp0112122	Q8IFW3
7227.FBpp0303816	F3YD96
7227.FBpp0087017	Q1EC02
7227.FBpp0303267	Q1LZ46
7227.FBpp0077249	Q5ELM9
7227.FBpp0071225	Q5IFA6
7227.FBpp0076196	Q8SXP6
7227.FBpp0080905	Q8T8V5
7227.FBpp0077542	I6LTZ7
7227.FBpp0079196	A1A6P1
7227.FBpp0289447	B3DMK8
7227.FBpp0111289	H1UUP8
7227.FBpp0084352	Q56K49
7227.FBpp0100186	B2LAD7
7227.FBpp0080441	F0JAI9
7227.FBpp0070933	F6JBB5
7227.FBpp0288561	Q4V440
7227.FBpp0111832	Q4V5A6
7227.FBpp0079547	Q7YU59
