39947.LOC_Os08g37490.1	Q84J55
39947.LOC_Os01g40540.1	Q5ZBP8
39947.LOC_Os01g38310.1	Q657L1
39947.LOC_Os04g28560.1	Q7XS00
39947.LOC_Os01g74100.1	Q94DG7
39947.LOC_Os02g45230.1	Q6EPF3
39947.LOC_Os04g23280.1	Q7XVU0
39947.LOC_Os03g34040.1	Q84SS7
39947.LOC_Osp1g00120.1	X5JB72
39947.LOC_Os03g43730.1	C7IZN4
39947.LOC_Os12g27580.1	Q2QRH1
39947.LOC_Os05g17740.1	Q65WS2
39947.LOC_Os10g34320.1	Q8LNU7
39947.LOC_Os01g13360.1	C7IX67
39947.LOC_Os01g02250.1	C7IXE3
39947.LOC_Os03g63650.1	C7IZL3
39947.LOC_Os03g44140.1	C7IZN6
39947.LOC_Os05g19010.1	C7J271
39947.LOC_Os09g21919.1	C7J6R5
39947.LOC_Os04g01810.1	Q7X8W2
39947.LOC_Os10g17780.1	Q339W6
39947.LOC_Os01g40150.1	Q5ZB10
39947.LOC_Os01g04230.1	Q5ZCL2
39947.LOC_Os03g44670.1	Q60DI5
39947.LOC_Os04g05290.1	Q7XL40
39947.LOC_Os07g42310.1	B7F9V1
39947.LOC_Os05g01700.1	Q65X28
39947.LOC_Os03g33310.1	Q84T46
39947.LOC_Os10g22560.1	Q8S5S5
39947.LOC_Os09g23620.1	H2CV21
39947.LOC_Os05g43730.1	Q5TKH3
39947.LOC_Os06g17600.1	Q5VMW0
39947.LOC_Os06g38500.1	Q5VP92
39947.LOC_Os06g07270.1	Q5VRE6
39947.LOC_Os08g24660.1	Q6YUJ3
39947.LOC_Os08g37240.1	Q6Z1P6
39947.LOC_Os10g40290.1	Q7XCE7
39947.LOC_Os04g27340.1	C7J195
39947.LOC_Os04g41990.1	C7J1R0
39947.LOC_Os05g50560.1	C7J275
39947.LOC_Os05g32730.1	C7J343
39947.LOC_Os06g17830.1	C7J3V9
39947.LOC_Os08g30120.1	C7J6C2
39947.LOC_Os11g11890.1	C7J893
39947.LOC_Os11g36510.1	C7J8B3
39947.LOC_Os11g23080.1	C7J936
39947.LOC_Os12g32580.1	C7JA28
39947.LOC_Os10g04429.1	Q948E5
39947.LOC_Os10g32600.1	I3RUW2
39947.LOC_Os12g03730.1	Q2QY62
39947.LOC_Os11g20384.1	Q53M64
39947.LOC_Os06g21080.1	Q5Z4R1
39947.LOC_Os07g12890.1	E3WCP1
39947.LOC_Os04g40250.1	Q7XK29
39947.LOC_Os01g55090.1	B7EQP4
39947.LOC_Os02g05700.1	B7F9U6
39947.LOC_Os01g07030.1	Q5VR18
39947.LOC_Os03g39240.1	Q5W6J7
39947.LOC_Os12g11340.1	Q2QVX2
39947.LOC_Os06g05380.1	Q5VP49
39947.LOC_Os06g33410.1	Q653A6
39947.LOC_Os01g44980.1	C7IXK1
39947.LOC_Os04g20749.1	C7J1L2
39947.LOC_Os10g24050.1	C7J7D6
39947.LOC_Os10g32050.1	C7J7K3
39947.LOC_Os11g08400.1	C7J8I5
39947.LOC_Os11g09684.1	C7J8S4
39947.LOC_Os01g42260.1	I4DI94
39947.LOC_Os07g46520.1	Q4F886
39947.LOC_Os12g32910.1	Q2QPY0
39947.LOC_Os12g23660.1	Q2QSL8
39947.LOC_Os12g21580.1	Q2QT77
39947.LOC_Os12g15850.1	Q2QUL5
39947.LOC_Os12g15810.1	Q2QUL9
39947.LOC_Os10g20480.1	Q339L6
39947.LOC_Os03g52450.1	Q6AVT1
39947.LOC_Os10g17580.1	Q8S661
39947.LOC_Os12g41570.1	Q2QMC7
39947.LOC_Os12g37100.1	Q2QNQ2
39947.LOC_Os12g35510.1	Q2QP69
39947.LOC_Os12g24830.1	Q2QSA1
39947.LOC_Os12g23670.1	Q2QSL7
39947.LOC_Os12g22850.1	Q2QSV0
39947.LOC_Os12g17670.1	Q2QU30
39947.LOC_Os11g27760.1	Q2R4P5
39947.LOC_Os11g27360.1	Q2R4T6
39947.LOC_Os04g29090.1	Q7XK03
39947.LOC_Os04g08580.1	Q7XP00
39947.LOC_Os04g52600.1	Q7XTP6
39947.LOC_Os04g08490.1	Q7XX72
39947.LOC_Os10g20960.1	Q8LM42
39947.LOC_Os03g53660.1	Q8W312
39947.LOC_Os06g12050.1	Q67UH8
39947.LOC_Os05g04190.1	B9FGW1
39947.LOC_Os12g22240.1	Q2QT11
39947.LOC_Os05g32290.1	Q60E55
39947.LOC_Os09g36510.1	Q69JZ3
39947.LOC_Os09g23750.1	Q69MW4
39947.LOC_Os05g18880.1	Q6ATG4
39947.LOC_Os05g49540.1	Q6AUM4
39947.LOC_Os05g16260.1	Q6AVD2
39947.LOC_Os03g52220.1	Q6AVH2
39947.LOC_Os03g48120.1	Q6AVV0
39947.LOC_Os10g33240.1	Q7XDI4
39947.LOC_Os07g48780.1	B7EVI4
39947.LOC_Os03g36000.1	Q94H40
39947.LOC_Os11g13694.1	Q53M16
39947.LOC_Os09g33900.1	Q69IN0
39947.LOC_Os09g14950.1	Q69LY3
39947.LOC_Os02g09840.1	Q69M01
39947.LOC_Os06g40670.1	Q69V52
39947.LOC_Os02g35070.1	Q6ZI83
39947.LOC_Os07g38050.1	Q84SL7
39947.LOC_Os01g05760.1	A2ZPB2
39947.LOC_Os01g34850.1	A2ZU01
39947.LOC_Os01g64360.1	A2ZZU5
39947.LOC_Os01g65060.1	A3A014
39947.LOC_Os02g19070.1	A3A5S1
39947.LOC_Os02g27660.1	A3A6U2
39947.LOC_Os02g56800.1	A3ACK7
39947.LOC_Os03g22600.1	A3AHW0
39947.LOC_Os04g08110.1	A3AQW3
39947.LOC_Os04g42550.1	A3AVC9
39947.LOC_Os04g52090.1	A3AXA2
39947.LOC_Os04g52200.1	A3AXB2
39947.LOC_Os06g08180.1	A3B8Z2
39947.LOC_Os06g29800.1	A3BBZ3
39947.LOC_Os06g40200.1	A3BDD7
39947.LOC_Os06g48930.1	A3BF53
39947.LOC_Os06g51084.1	A3BFK1
39947.LOC_Os07g10160.1	A3BHK6
39947.LOC_Os07g40700.1	A3BLU6
39947.LOC_Os08g08230.1	A3BQ86
39947.LOC_Os08g38750.1	A3BUG1
39947.LOC_Os09g25590.1	A3BYZ3
39947.LOC_Os09g34150.1	A3C0N6
39947.LOC_Os10g33730.1	A3C5Q7
39947.LOC_Os11g18194.1	A3CAI9
39947.LOC_Os11g34624.1	A3CC70
39947.LOC_Os02g04060.1	B9F2B1
39947.LOC_Os11g08300.1	Q53P72
39947.LOC_Os01g26980.1	Q5JJM0
39947.LOC_Os01g38040.1	Q5JMN9
39947.LOC_Os01g67510.1	Q7F1X7
39947.LOC_Os10g12450.1	Q7G4C0
39947.LOC_Os03g08999.1	Q8H7N2
39947.LOC_Os10g09220.1	Q8S5I0
39947.LOC_Os03g35880.1	Q94H27
39947.LOC_Os03g59020.1	C6F1N7
39947.LOC_Os04g30190.1	Q65XQ5
39947.LOC_Os06g41300.1	Q69U83
39947.LOC_Os06g22450.1	Q69UX4
39947.LOC_Os03g52380.1	Q6AVT5
39947.LOC_Os09g16200.1	Q6EQF0
39947.LOC_Os01g67490.1	Q7F1Y0
39947.LOC_Os01g66890.1	Q7F453
39947.LOC_Os03g55400.1	Q8W5H9
39947.LOC_Os02g15150.1	A1YQH4
39947.LOC_Os06g34180.1	B3XYC4
39947.LOC_Os04g35330.1	Q4LB29
39947.LOC_Os03g32700.1	Q8S6A1
39947.LOC_Os05g02900.1	Q9LIW0
39947.LOC_Os04g49510.1	B7E429
39947.LOC_Os10g10170.1	B7EHI6
39947.LOC_Os05g43790.1	B7F7I8
39947.LOC_Os10g30490.1	Q337T6
39947.LOC_Os04g05160.1	Q69MZ1
39947.LOC_Os05g13950.1	Q6AVB7
39947.LOC_Os03g13390.2	Q0PCF5
39947.LOC_Os12g44300.1	Q2QLJ1
39947.LOC_Os12g24920.1	Q2QS92
39947.LOC_Os12g13530.1	Q2QVA0
39947.LOC_Os04g07770.1	Q5CAH7
39947.13113.m00207	Q5F1Y1
39947.LOC_Os10g29000.1	Q5F1Z1
39947.LOC_Os05g04490.1	Q5U1M3
39947.LOC_Os08g21050.1	Q6UU67
39947.LOC_Os04g29880.1	Q7X863
39947.LOC_Os04g26300.1	Q7XP44
39947.LOC_Os12g39040.1	Q2QN44
39947.LOC_Os12g28010.1	Q2QRC8
39947.LOC_Os12g27610.1	Q2QRG8
39947.LOC_Os12g21590.1	Q2QT76
39947.LOC_Os12g19650.1	Q2QTH2
39947.LOC_Os12g18090.1	Q2QTY8
39947.LOC_Os12g15910.1	Q2QUK9
39947.LOC_Os12g01600.1	Q2QYT6
39947.LOC_Os12g01580.1	Q2QYU0
39947.LOC_Os04g36630.1	Q7X8Q0
39947.LOC_Os10g41580.1	Q7XC20
39947.LOC_Os04g16850.1	Q7XM75
39947.LOC_Os04g13810.1	Q7XWI5
39947.LOC_Os04g45910.1	Q84P70
39947.LOC_Os03g13390.2	Q8H011
39947.LOC_Os04g50960.1	C7J1V8
39947.LOC_Os11g10420.1	C7J973
39947.LOC_Os12g03360.1	Q2QYA0
39947.LOC_Os06g11960.1	Q67UJ0
39947.LOC_Os01g15210.1	A2ZRE4
39947.LOC_Os01g59360.1	A2ZYU0
39947.LOC_Os03g01018.1	A3AD51
39947.LOC_Os03g29980.1	A3AJ25
39947.LOC_Os12g02020.1	A3CEA5
39947.LOC_Os01g10860.1	B9EU00
39947.LOC_Os01g25030.1	B9EWD0
39947.LOC_Os02g44300.1	B9F1H8
39947.LOC_Os02g51060.1	B9F2Z3
39947.LOC_Os03g17634.1	B9F7P9
39947.LOC_Os04g56520.1	B9FCY4
39947.LOC_Os04g33590.1	B9FF25
39947.LOC_Os05g50500.1	B9FIQ4
39947.LOC_Os05g37980.1	B9FJD1
39947.LOC_Os06g05920.1	B9FRJ1
39947.LOC_Os07g38420.1	B9FY09
39947.LOC_Os09g20600.1	B9G391
39947.LOC_Os11g29090.1	B9GAN8
39947.LOC_Os11g33430.1	B9GB27
39947.LOC_Os12g37760.1	B9GDT1
39947.LOC_Os01g15800.1	A2ZRI1
39947.LOC_Os01g45710.1	A2ZVY3
39947.LOC_Os03g32630.1	A3AJH2
39947.LOC_Os04g30770.1	A3AT07
39947.LOC_Os09g14450.1	A3BXB1
39947.LOC_Os09g14480.1	A3BXB2
39947.LOC_Os01g10180.1	B9ETN4
39947.LOC_Os01g22510.1	B9EW58
39947.LOC_Os01g73005.1	B9EWK6
39947.LOC_Os01g73620.1	B9EWX6
39947.LOC_Os01g74470.1	B9EX09
39947.LOC_Os01g34890.1	B9EXC4
39947.LOC_Os02g34900.1	B9F0J0
39947.LOC_Os02g41890.1	B9F172
39947.LOC_Os02g56014.1	B9F436
39947.LOC_Os02g14500.1	B9F4H8
39947.LOC_Os02g20934.1	B9F599
39947.LOC_Os02g20960.1	B9F5A1
39947.LOC_Os03g19920.1	B9F841
39947.LOC_Os03g29600.1	B9F8Y8
39947.LOC_Os03g31230.1	B9F947
39947.LOC_Os03g02410.1	B9FAF7
39947.LOC_Os03g06510.1	B9FBG1
39947.LOC_Os04g49900.1	B9FC71
39947.LOC_Os04g03860.1	B9FDF5
39947.LOC_Os04g25100.1	B9FEF8
39947.LOC_Os04g45930.1	B9FGE5
39947.LOC_Os04g46670.1	B9FGH7
39947.LOC_Os05g27370.1	B9FGZ1
39947.LOC_Os05g40500.1	B9FKT9
39947.LOC_Os05g51430.1	B9FLW5
39947.LOC_Os05g07420.1	B9FMN3
39947.LOC_Os05g34660.1	B9FPN4
39947.LOC_Os06g48790.1	B9FQR3
39947.LOC_Os08g13870.1	B9FZR1
39947.LOC_Os08g35960.1	B9G1A3
39947.LOC_Os08g36170.1	B9G1B2
39947.LOC_Os08g37820.1	B9G1H0
39947.LOC_Os09g11510.1	B9G2L4
39947.LOC_Os11g37270.1	B9G8B2
39947.LOC_Os11g01439.1	B9GBE2
39947.LOC_Os12g07110.1	B9GC24
39947.LOC_Os01g47910.1	B9GDK5
39947.LOC_Os01g47800.1	B9EYI8
39947.LOC_Os01g48830.1	B9EYL8
39947.LOC_Os06g44140.1	B9FQ88
39947.LOC_Os06g44810.1	B9FQB5
39947.LOC_Os11g34170.1	B9GB34
39947.LOC_Os05g04170.1	B7EY68
39947.LOC_Os01g49190.1	Q5N7P8
39947.LOC_Os07g14150.1	B7EQT5
39947.LOC_Os08g42410.1	B7EWY7
39947.LOC_Os01g09252.1	B7F3X4
39947.LOC_Os06g08300.2	B7F9U9
39947.LOC_Os06g07640.1	Q5SNB9
39947.LOC_Os05g03360.1	Q5W7A5
39947.LOC_Os05g27400.1	Q5WMT3
39947.LOC_Os02g54420.1	Q6K8V3
39947.LOC_Os08g22330.1	Q6UUN8
39947.LOC_Os04g41759.1	Q7XT45
39947.LOC_Os03g29880.1	C7J0D1
39947.LOC_Os06g46730.1	C7J3N4
39947.LOC_Os03g32499.1	C7J3W1
39947.LOC_Os06g44430.1	C7J4F4
39947.LOC_Os10g12080.1	C7J7L9
39947.LOC_Os05g40280.1	F1DKB9
39947.LOC_Os01g51620.1	C7IWK5
39947.LOC_Os01g33990.1	C7IWW7
39947.LOC_Os07g33670.1	C7J560
39947.LOC_Os08g05280.1	C7J5T0
39947.LOC_Os09g30446.1	C7J6W3
39947.LOC_Os04g30300.1	C7J7M2
39947.LOC_Os11g15670.1	C7J841
39947.LOC_Os11g40370.1	C7J8B6
39947.LOC_Os11g03920.1	C7JA02
39947.LOC_Os12g38600.1	Q2QN92
39947.LOC_Os11g31510.1	Q2R3L6
39947.LOC_Os05g17260.1	Q60DI3
39947.LOC_Os05g10340.1	Q60DS3
39947.LOC_Os12g34580.1	Q2QPG2
39947.LOC_Os06g49100.1	Q5Z8W0
39947.LOC_Os05g07380.1	Q60D71
39947.LOC_Os04g42399.1	Q6EQ03
39947.LOC_Os02g29180.1	Q6K6S0
39947.LOC_Os03g63930.1	Q84M77
39947.LOC_Os10g17724.1	Q94HR2
39947.LOC_Os03g47610.1	Q9AUL7
39947.LOC_Os03g19590.1	I3RUE5
39947.LOC_Os12g09900.1	Q2QWB7
39947.LOC_Os03g37210.1	Q9AY98
39947.LOC_Os06g29860.1	Q651I5
39947.LOC_Os06g13700.1	Q654V9
39947.LOC_Os05g02380.1	Q65XB4
39947.LOC_Os04g34880.1	Q7XSG6
39947.LOC_Os03g03460.1	Q8S5W4
39947.LOC_Os05g51140.2	Q0DFI0
39947.LOC_Os10g41870.1	Q0IVI7
39947.LOC_Os03g58764.1	Q10BX1
39947.LOC_Os03g33810.1	Q10IL8
39947.LOC_Os03g18050.1	Q10MY1
39947.LOC_Os03g07870.1	Q10R15
39947.LOC_Os12g23010.1	Q2QST4
39947.LOC_Os12g09130.1	Q2QWJ5
39947.LOC_Os12g02000.1	Q2QYP4
39947.LOC_Os11g41690.1	Q2R0R4
39947.LOC_Os11g34520.1	Q2R2V5
39947.LOC_Os02g05890.1	Q67IU2
39947.LOC_Os02g42160.1	Q6H7K3
39947.LOC_Os10g37940.1	Q7G249
39947.LOC_Os04g55760.1	Q7XMP2
39947.LOC_Os07g46690.1	Q0D3X1
39947.LOC_Os07g46300.1	Q0D406
39947.LOC_Os02g32280.1	Q0E0U2
39947.LOC_Os08g24200.1	Q0J6D8
39947.LOC_Os04g38860.1	Q0JCM1
39947.LOC_Os01g66500.1	Q0JH25
39947.LOC_Os01g14200.1	Q0JP44
39947.LOC_Os01g14170.1	Q0JP46
39947.LOC_Os03g59180.1	Q10BS3
39947.LOC_Os03g33740.1	Q10IM5
39947.LOC_Os03g25900.1	Q10KP8
39947.LOC_Os03g12890.1	Q10PK8
39947.LOC_Os12g33890.1	Q2QPN2
39947.LOC_Os12g32040.1	Q2QQ69
39947.LOC_Os12g31340.1	Q2QQE3
39947.LOC_Os12g29430.1	Q2QQY6
39947.LOC_Os12g28720.1	Q2QR57
39947.LOC_Os12g28510.1	Q2QR78
39947.LOC_Os12g24640.1	Q2QSC0
39947.LOC_Os12g11870.1	Q2QVR9
39947.LOC_Os12g06140.1	Q2QXG4
39947.LOC_Os12g04000.1	Q2QY34
39947.LOC_Os11g41520.1	Q2R0T1
39947.LOC_Os11g37780.1	Q2R1X1
39947.LOC_Os11g37670.1	Q2R1Y3
39947.LOC_Os11g35160.1	Q2R2P0
39947.LOC_Os11g02500.1	Q2RBC1
39947.LOC_Os01g19580.1	Q5JL25
39947.LOC_Os09g19210.1	Q5QL22
39947.LOC_Os01g32000.1	Q5QN95
39947.LOC_Os02g08350.1	Q6ETK7
39947.LOC_Os01g38080.1	Q6H7D4
39947.LOC_Os02g12360.1	Q6H899
39947.LOC_Os05g38980.1	Q6I5U1
39947.LOC_Os02g18600.1	Q6K8B6
39947.LOC_Os02g27000.1	Q6K8H0
39947.LOC_Os02g26984.1	Q6K8H3
39947.LOC_Os02g57880.1	Q6KAA1
39947.LOC_Os05g43220.1	Q6L4X8
39947.LOC_Os04g34670.1	Q7X684
39947.LOC_Os10g35890.1	Q7XD07
39947.LOC_Os04g20774.1	Q7XLK4
39947.LOC_Os04g50000.1	Q7XLZ5
39947.LOC_Os04g21790.1	Q7XNI5
39947.LOC_Os04g29980.1	Q7XVH7
39947.LOC_Os04g18750.1	Q7XWL9
39947.LOC_Os03g26220.1	Q0DRI9
39947.LOC_Os03g13960.2	Q0DTJ8
39947.LOC_Os02g42560.1	Q0DZ92
39947.LOC_Os01g67520.1	Q0JGV4
39947.LOC_Os03g23250.1	Q10LC1
39947.LOC_Os08g19490.1	Q6Z9P0
39947.LOC_Os03g40410.1	Q0DQF3
39947.LOC_Os02g19890.1	Q0E1V0
39947.LOC_Os02g12800.1	Q0E2Q6
39947.LOC_Os12g44030.1	Q0ILM6
39947.LOC_Os12g42150.1	Q0ILW8
39947.LOC_Os12g37430.1	Q0IMM4
39947.LOC_Os11g44860.1	Q0IR70
39947.LOC_Os11g34370.1	Q0IS87
39947.LOC_Os10g02360.1	Q0IZB0
39947.LOC_Os09g08720.1	Q0J339
39947.LOC_Os08g07330.2	Q0J7R1
39947.LOC_Os01g72800.1	Q0JFW3
39947.LOC_Os04g07780.1	Q5CAH8
39947.LOC_Os01g19670.1	Q657J0
39947.LOC_Os07g07360.1	Q69LE2
39947.LOC_Os09g04760.1	Q6K443
39947.LOC_Os09g02214.1	Q6YWA2
39947.LOC_Os09g02370.1	Q6YXA8
39947.LOC_Os02g20700.1	Q6YYJ1
39947.LOC_Os02g04390.1	Q6Z0Y3
39947.LOC_Os08g37520.1	Q6Z235
39947.LOC_Os03g43280.1	Q10GE2
39947.LOC_Os03g24090.1	Q10L86
39947.LOC_Os03g21660.1	Q10LU5
39947.LOC_Os05g15740.1	B9FJM1
39947.LOC_Os06g14560.1	B9FSL4
39947.LOC_Os06g34450.1	B9FTL6
39947.LOC_Os07g44330.1	B7EFZ2
39947.LOC_Os01g53820.1	B7EHY8
39947.LOC_Os08g25780.1	Q84QT2
39947.LOC_Os06g10650.1	A3B9I2
39947.LOC_Os01g04950.1	B7EH87
39947.LOC_Os05g34325.1	Q5WMQ8
39947.LOC_Os02g22010.1	Q6Z870
39947.LOC_Os07g05460.1	Q6ZF61
39947.LOC_Os03g45970.1	Q75GR2
39947.LOC_Os03g41624.1	Q75H60
39947.LOC_Os05g33050.1	Q75HU9
39947.LOC_Os07g37960.1	Q84SM6
39947.LOC_Os03g46480.1	Q10FH4
39947.LOC_Os10g17070.1	Q33A00
39947.LOC_Os10g09470.1	Q7XGE1
39947.LOC_Os10g33540.1	Q8W5P5
39947.LOC_Os08g19250.1	H2KWD8
39947.LOC_Os12g13340.1	H2KWQ4
39947.LOC_Os03g14430.1	Q10P37
39947.LOC_Os10g36490.1	Q337D2
39947.LOC_Os10g17170.1	Q339Z4
39947.LOC_Os10g13490.1	Q339Z7
39947.LOC_Os10g11270.1	Q33AD7
39947.LOC_Os10g05990.1	Q33B16
39947.LOC_Os08g22600.1	Q6UUR3
39947.LOC_Os04g53820.1	Q7XN59
39947.LOC_Os03g52040.2	Q851E7
39947.LOC_Os01g35910.1	A2ZU42
39947.LOC_Os01g43450.1	A2ZVJ0
39947.LOC_Os02g14910.1	A3A518
39947.LOC_Os02g21510.1	A3A656
39947.LOC_Os02g54730.1	A3AC49
39947.LOC_Os03g50500.1	A3AM14
39947.LOC_Os03g63360.1	A3APS9
39947.LOC_Os04g01674.1	A3AQ59
39947.LOC_Os04g24190.1	A3AS75
39947.LOC_Os06g41360.1	A3BDK5
39947.LOC_Os07g13520.1	A3BI43
39947.LOC_Os07g13770.1	A3BI52
39947.LOC_Os07g33380.1	A3BKD2
39947.LOC_Os07g38890.1	A3BLG6
39947.LOC_Os07g44890.1	A3BMQ5
39947.LOC_Os07g48140.1	A3BNF4
39947.LOC_Os08g44150.1	A3BVM9
39947.LOC_Os09g04980.1	A3BWA9
39947.LOC_Os11g32160.1	A3CBT2
39947.LOC_Os11g43390.1	A3CDJ0
39947.LOC_Os01g48600.1	B9EYK9
39947.LOC_Os01g20206.1	B9F919
39947.LOC_Os12g15600.1	B9FN75
39947.LOC_Os07g32890.1	B9FXH1
39947.LOC_Os10g28299.1	B9G5S0
39947.LOC_Os10g35644.1	B9G6H3
39947.LOC_Os12g31190.1	Q2QQF8
39947.LOC_Os10g20870.1	Q339J7
39947.LOC_Os04g46570.1	Q7FAT8
39947.LOC_Os10g18350.1	Q7G3U4
39947.LOC_Os07g45410.1	Q8H4B6
39947.LOC_Os10g32405.1	Q8LNR3
39947.LOC_Os05g14150.1	Q6ASZ6
39947.LOC_Os12g40370.1	Q2QMQ6
39947.LOC_Os09g01500.1	Q69K13
39947.LOC_Os06g25240.1	Q69KJ2
39947.LOC_Os08g03840.1	Q69R53
39947.LOC_Os02g55900.1	Q69SK3
39947.LOC_Os07g10970.1	Q6Z5U3
39947.LOC_Os08g15590.1	Q6ZG14
39947.LOC_Os05g22614.1	B7F1B2
39947.LOC_Os12g30610.1	Q2QQL6
39947.LOC_Os06g24470.1	Q69SN7
39947.LOC_Os03g31770.1	Q75I02
39947.LOC_Os10g40820.1	Q7XC95
39947.LOC_Os04g30950.1	Q7XVE6
39947.LOC_Os03g36960.1	Q94LC4
39947.LOC_Os12g42319.1	Q2QM46
39947.LOC_Os12g42090.1	Q2QM70
39947.LOC_Os12g40990.1	Q2QMJ0
39947.LOC_Os12g36380.1	Q2QNX9
39947.LOC_Os12g18500.1	Q2QTU3
39947.LOC_Os12g16580.1	Q2QUD9
39947.LOC_Os11g32880.1	Q2R378
39947.LOC_Os01g62340.1	Q5N9U9
39947.LOC_Os10g28140.1	Q7XEL7
39947.LOC_Os04g58280.1	Q7XKE6
39947.LOC_Os04g07330.1	Q7XS23
39947.LOC_Os04g38660.1	Q7XUV9
39947.LOC_Os04g28010.1	Q7XVZ2
39947.LOC_Os04g24640.1	Q7XW06
39947.LOC_Os04g14040.1	Q7XX42
39947.LOC_Os07g12720.1	C7J4R9
39947.LOC_Os08g43410.1	C7J6A9
39947.LOC_Os12g14790.1	Q2QUX3
39947.LOC_Os06g11930.1	Q67UJ5
39947.LOC_Os07g01230.1	Q69L86
39947.LOC_Os07g09840.1	Q6ZDP6
39947.LOC_Os04g18190.1	Q7XM44
39947.LOC_Os01g58760.1	A2ZYR0
39947.LOC_Os10g25010.1	A3C4C1
39947.LOC_Os01g40820.1	B9EXT7
39947.LOC_Os02g09720.1	B9F3S4
39947.LOC_Os02g15580.1	B9F4U7
39947.LOC_Os03g49464.1	B9FAS5
39947.LOC_Os05g34230.1	B9FIN3
39947.LOC_Os05g43440.1	B9FL23
39947.LOC_Os06g37560.1	B9FTV3
39947.LOC_Os09g32690.1	B9G4F6
39947.LOC_Os09g39060.1	B9G542
39947.LOC_Os10g24020.1	B9G5H4
39947.LOC_Os10g40990.1	B9G6Z1
39947.LOC_Os10g41910.1	B9G740
39947.LOC_Os01g11280.1	A2ZQK8
39947.LOC_Os01g47050.1	A2ZW75
39947.LOC_Os01g47270.1	A2ZW85
39947.LOC_Os02g43790.1	A3A9Q9
39947.LOC_Os11g10470.1	A3C9M8
39947.LOC_Os01g25880.1	B9EWQ2
39947.LOC_Os02g25620.1	B9EZS9
39947.LOC_Os02g19990.1	B9F564
39947.LOC_Os08g42210.1	B9F573
39947.LOC_Os01g20202.1	B9F920
39947.LOC_Os03g01590.1	B9FAB8
39947.LOC_Os03g07790.1	B9FBL2
39947.LOC_Os03g53760.1	B9FBT8
39947.LOC_Os04g07150.1	B9FDK0
39947.LOC_Os06g41860.1	B9FPZ8
39947.LOC_Os10g28640.1	B9G5T1
39947.LOC_Os10g30320.1	B9G5X3
39947.LOC_Os10g34280.1	B9G6B4
39947.LOC_Os12g08280.1	B9GC71
39947.LOC_Os01g13300.1	B9EUJ5
39947.LOC_Os01g66544.1	B9EV95
39947.LOC_Os01g72490.1	B9EWI0
39947.LOC_Os01g25440.1	B9EWP1
39947.LOC_Os02g29070.1	B9F028
39947.LOC_Os02g35000.1	B9F0J4
39947.LOC_Os02g21310.1	B9F5B4
39947.LOC_Os02g22290.1	B9F5E7
39947.LOC_Os03g10290.1	B9F5R3
39947.LOC_Os03g63450.1	B9F7M6
39947.LOC_Os03g19690.1	B9F831
39947.LOC_Os03g44660.1	B9FA20
39947.LOC_Os03g45720.1	B9FA50
39947.LOC_Os03g47510.1	B9FAJ8
39947.LOC_Os03g48740.1	B9FAQ3
39947.LOC_Os03g51550.1	B9FBA4
39947.LOC_Os04g20990.1	B9FE76
39947.LOC_Os04g28300.1	B9FEL3
39947.LOC_Os04g29350.1	B9FEN5
39947.LOC_Os04g39080.1	B9FFL0
39947.LOC_Os04g42590.1	B9FG06
39947.LOC_Os04g43740.1	B9FG61
39947.LOC_Os05g04990.1	B9FH52
39947.LOC_Os05g35840.1	B9FIZ7
39947.LOC_Os05g45240.1	B9FL93
39947.LOC_Os05g19620.1	B9FNM1
39947.LOC_Os06g07570.1	B9FRS0
39947.LOC_Os09g02120.1	B9FT20
39947.LOC_Os06g30500.1	B9FTG4
39947.LOC_Os07g45000.1	B9FUH5
39947.LOC_Os07g49030.1	B9FV00
39947.LOC_Os07g11150.1	B9FW60
39947.LOC_Os07g30840.1	B9FXA9
39947.LOC_Os07g33610.1	B9FXJ6
39947.LOC_Os08g44260.1	B9FYI3
39947.LOC_Os08g03150.1	B9FYV3
39947.LOC_Os08g15170.1	B9FZW8
39947.LOC_Os08g16310.1	B9FZY3
39947.LOC_Os08g28190.1	B9G0L7
39947.LOC_Os11g42790.1	B9G2Y0
39947.LOC_Os11g44310.1	B9G8R4
39947.LOC_Os11g01630.1	B9GBF4
39947.LOC_Os12g03200.1	B9GBM5
39947.LOC_Os12g04210.1	B9GBT0
39947.LOC_Os12g38590.1	B9GDW7
39947.LOC_Os12g39870.1	B9GE09
39947.LOC_Os06g50040.1	B9FQW3
39947.LOC_Os09g01290.1	B9G222
39947.LOC_Os05g04850.1	A0A023T669
39947.LOC_Os01g47540.1	B7ECW8
39947.LOC_Os03g31410.1	B7E7W8
39947.LOC_Os09g30270.1	B7ES14
39947.LOC_Os02g16490.1	B7ES31
39947.LOC_Os01g68860.1	B7F4E1
39947.LOC_Os04g02640.1	B7F5B4
39947.LOC_Os01g02590.1	B7F5Q7
39947.LOC_Os05g33760.1	Q5TKC3
39947.LOC_Os06g03290.1	Q5VQB6
39947.LOC_Os05g44950.1	Q5W661
39947.LOC_Os10g04429.1	Q948E4
39947.LOC_Os02g17060.1	C7IZB9
39947.LOC_Os05g43374.1	C7J2E2
39947.LOC_Os06g36480.1	C7J3W6
39947.LOC_Os01g10504.1	C7IWM9
39947.LOC_Os01g59819.1	C7IXS0
39947.LOC_Os03g58372.1	C7IZI6
39947.LOC_Osp1g00170.1	C7J152
39947.LOC_Os06g11270.1	C7J3B1
39947.LOC_Os06g33250.1	C7J4B5
