44689.DDB0232938	P54632
44689.DDB0167708	Q86HP1
44689.DDB0167163	Q86ID4
44689.DDB0203250	Q8MP26
44689.DDB0169326	Q8T1W0
44689.DDB0219704	Q9Y1H5
44689.DDB0188960	Q54FW3
44689.DDB0231200	Q558U2
44689.DDB0187597	Q54JY8
44689.DDB0217509	Q8MP29
44689.DDB0185674	Q54QL0
44689.DDB0233812	Q54MM6
44689.DDB0186337	Q54NQ6
44689.DDB0218571	Q54Q64
44689.DDB0233967	Q54XP9
44689.DDB0218022	Q54Z95
44689.DDB0203187	Q554Z3
44689.DDB0202352	Q55EM0
44689.DDB0302579	Q55FU7
44689.DDB0219779	Q54BV2
44689.DDB0188520	Q54H61
44689.DDB0232174	Q54MJ8
44689.DDB0187695	Q54JN5
44689.DDB0188517	Q54H64
44689.DDB0186706	Q54MN2
44689.DDB0188974	Q54FU5
44689.DDB0167424	Q86I38
44689.DDB0167164	Q86ID3
44689.DDB0167563	Q8T196
44689.DDB0214943	O76547
44689.DDB0188133	Q54ID1
44689.DDB0219257	Q54K26
44689.DDB0219241	Q54K77
44689.DDB0235242	Q54KA3
44689.DDB0185369	Q54RJ0
44689.DDB0204880	Q54S73
44689.DDB0238678	Q54TL7
44689.DDB0304923	Q54UY3
44689.DDB0206508	Q54VI7
44689.DDB0206496	Q54VJ8
44689.DDB0305120	Q54VM5
44689.DDB0205914	Q54W01
44689.DDB0205835	Q54WM8
44689.DDB0205742	Q54WW2
44689.DDB0204707	Q54X66
44689.DDB0217850	Q550Z1
44689.DDB0305067	Q551Y3
44689.DDB0203215	Q555E7
44689.DDB0217473	Q556B1
44689.DDB0217228	Q557D7
44689.DDB0202717	Q558Y8
44689.DDB0203649	Q55AD0
44689.DDB0202727	Q55B33
44689.DDB0191514	Q55BY0
44689.DDB0190782	Q55CG2
44689.DDB0190694	Q55CQ4
44689.DDB0216664	Q55DS8
44689.DDB0252601	Q55EK4
44689.DDB0190078	Q55EL0
44689.DDB0202318	Q55ET6
44689.DDB0305061	Q55EZ7
44689.DDB0189389	Q55GN7
44689.DDB0216470	Q55H34
44689.DDB0167686	Q86HQ5
44689.DDB0191387	O76772
44689.DDB0206080	Q54V45
44689.DDB0206036	Q54V87
44689.DDB0215406	O61119
44689.DDB0238002	B0G119
44689.DDB0191754	Q54CC1
44689.DDB0185575	Q54QV9
44689.DDB0185397	Q54RE4
44689.DDB0305293	Q55E40
44689.DDB0188232	Q54I29
44689.DDB0238024	Q54JT0
44689.DDB0233194	Q86L45
44689.DDB0215066	Q54AX3
44689.DDB0231573	Q1ZXG7
44689.DDB0232385	Q1ZXL3
44689.DDB0191758	Q54CB7
44689.DDB0187641	Q54JU2
44689.DDB0252619	Q54N71
44689.DDB0219253	Q54K30
44689.DDB0205077	Q54T54
44689.DDB0231257	C7FZX6
44689.DDB0252752	C7G022
44689.DDB0232420	Q54QI0
44689.DDB0304395	Q55D07
44689.DDB0252627	C7FZY0
44689.DDB0188410	Q54HJ4
44689.DDB0184278	Q54DJ5
44689.DDB0189114	Q54FH8
44689.DDB0188998	Q54FS3
44689.DDB0188933	Q54FY8
44689.DDB0188833	Q54G87
44689.DDB0188832	Q54G88
44689.DDB0219533	Q54GI2
44689.DDB0232945	Q54ID5
44689.DDB0216409	Q54UJ3
44689.DDB0204478	Q54YM0
44689.DDB0219238	Q54K86
44689.DDB0232092	Q54MN3
44689.DDB0233854	Q54QF1
44689.DDB0203377	Q54ZL3
44689.DDB0217914	Q550G2
44689.DDB0202872	Q55BH4
44689.DDB0190354	Q55DR7
44689.DDB0201697	Q55E76
44689.DDB0189802	Q55FF4
44689.DDB0167429	Q86I34
44689.DDB0215339	O15739
44689.DDB0187513	Q54K82
44689.DDB0231863	Q54LC5
44689.DDB0186355	Q54NN7
44689.DDB0238163	Q54QN9
44689.DDB0205007	Q54RW2
44689.DDB0214914	Q54S53
44689.DDB0204671	Q54TF1
44689.DDB0231722	Q54TI1
44689.DDB0231263	Q54TY4
44689.DDB0218279	Q54UH4
44689.DDB0220498	Q54UL9
44689.DDB0206310	Q54W91
44689.DDB0205761	Q54WU5
44689.DDB0205707	Q54WZ7
44689.DDB0204528	Q54YH5
44689.DDB0218017	Q54ZA3
44689.DDB0217930	Q550C4
44689.DDB0217849	Q550Z2
44689.DDB0217759	Q552E8
44689.DDB0217650	Q553S0
44689.DDB0191071	Q55BL8
44689.DDB0190924	Q55C19
44689.DDB0201866	Q55D28
44689.DDB0201797	Q55DH7
44689.DDB0216671	Q55DI6
44689.DDB0189824	Q55FD2
44689.DDB0189387	Q55GN9
44689.DDB0169339	Q75K05
44689.DDB0169173	Q76NZ9
44689.DDB0217957	Q86K31
44689.DDB0184243	Q54DM5
44689.DDB0202054	Q55BL3
44689.DDB0203749	Q559P3
44689.DDB0202779	Q55B82
44689.DDB0234014	Q55DS6
44689.DDB0201899	Q55CU0
44689.DDB0169367	Q86AX0
44689.DDB0168965	Q86L43
44689.DDB0205593	Q54TX4
44689.DDB0218308	Q54TY9
44689.DDB0187623	Q54JW1
44689.DDB0218282	Q54UG0
44689.DDB0304755	Q54XX2
44689.DDB0191739	Q54CD4
44689.DDB0187943	Q54IY1
44689.DDB0304721	Q54JK3
44689.DDB0191844	Q54C41
44689.DDB0238507	Q54JV0
44689.DDB0233851	Q55GM8
44689.DDB0215817	Q54NJ9
44689.DDB0189619	Q55FZ7
44689.DDB0189550	Q55G71
44689.DDB0188145	Q54IC0
44689.DDB0185912	Q54PY2
44689.DDB0232382	Q54QY8
44689.DDB0233751	Q54RW5
44689.DDB0204758	Q54SI9
44689.DDB0204065	Q54UA8
44689.DDB0234118	Q54XQ4
44689.DDB0202443	Q552S5
44689.DDB0203284	Q555T2
44689.DDB0201713	Q55E49
44689.DDB0216482	Q55H21
44689.DDB0169392	Q86KS0
44689.DDB0266979	C0JML1
44689.DDB0219217	Q54KK1
44689.DDB0231569	Q54KR8
44689.DDB0186929	Q54LX3
44689.DDB0186191	Q54P55
44689.DDB0204967	Q54RZ6
44689.DDB0233436	Q54SZ4
44689.DDB0215265	Q54UM9
44689.DDB0205853	Q54WL3
44689.DDB0218118	Q54XU4
44689.DDB0237527	Q54Y38
44689.DDB0304758	Q54Y64
44689.DDB0205407	Q54Y84
44689.DDB0202637	Q550K9
44689.DDB0217749	Q552K1
44689.DDB0217005	Q559T7
44689.DDB0202867	Q55BG9
44689.DDB0202904	Q55BK2
44689.DDB0190780	Q55CG4
44689.DDB0190773	Q55CH1
44689.DDB0302429	Q55FE6
44689.DDB0216552	Q55G90
44689.DDB0202128	Q55GD4
44689.DDB0169381	Q86KT0
44689.DDB0215129	Q54AR0
44689.DDB0217601	Q554H6
44689.DDB0202307	Q55EW7
44689.DDB0184536	Q54CQ7
44689.DDB0188587	Q54GZ3
44689.DDB0215873	Q54M80
44689.DDB0206360	Q54VX8
44689.DDB0217664	Q553P2
44689.DDB0219914	Q54B24
44689.DDB0192076	Q54BE9
44689.DDB0220515	Q54FU1
44689.DDB0188415	Q54HI8
44689.DDB0205119	Q54T15
44689.DDB0191606	Q54E26
44689.DDB0237995	B0G118
44689.DDB0184125	Q54DZ5
44689.DDB0233744	Q54CX0
44689.DDB0231136	Q54DJ2
44689.DDB0184142	Q54DX6
44689.DDB0219691	Q54E78
44689.DDB0183866	Q54EQ6
44689.DDB0189251	Q54F41
44689.DDB0219638	Q54F70
44689.DDB0202164	Q55G19
44689.DDB0184288	Q54DH9
44689.DDB0219713	Q54DS0
44689.DDB0229371	Q54VB0
44689.DDB0189998	Q55EV2
44689.DDB0215135	Q54AQ4
44689.DDB0220487	Q54VD6
44689.DDB0231854	Q1ZXQ6
44689.DDB0231502	Q54BX7
44689.DDB0219842	Q54C44
44689.DDB0191751	Q54CC3
44689.DDB0188498	Q54H84
44689.DDB0238285	Q54I61
44689.DDB0186732	Q54MK4
44689.DDB0231960	Q54NH1
44689.DDB0233586	Q54LG9
44689.DDB0305037	Q54XW0
44689.DDB0234128	Q54LK1
44689.DDB0234248	Q54S67
44689.DDB0204047	Q54UC7
44689.DDB0216660	Q55DU6
44689.DDB0233966	Q86AQ3
44689.DDB0234046	B0G153
44689.DDB0237879	B0G165
44689.DDB0188979	Q54FT9
44689.DDB0233506	Q55C86
44689.DDB0252663	C7G066
44689.DDB0192140	Q54B91
44689.DDB0191674	Q54CK1
44689.DDB0188875	Q54G46
44689.DDB0304893	Q54IF6
44689.DDB0187005	Q54LN0
44689.DDB0168246	Q7KWM7
44689.DDB0217595	Q86I04
44689.DDB0167421	Q869X6
44689.DDB0266979	C0JMI9
44689.DDB0187201	Q54L27
44689.DDB0186930	Q54LX2
44689.DDB0232369	Q54RP8
44689.DDB0204927	Q54S30
44689.DDB0205140	Q54SZ5
44689.DDB0205092	Q54T39
44689.DDB0205079	Q54T52
44689.DDB0204156	Q54U20
44689.DDB0304981	Q54UA3
44689.DDB0218133	Q54XI6
44689.DDB0218122	Q54XQ3
44689.DDB0217602	Q554H4
44689.DDB0190551	Q55D56
44689.DDB0232386	Q55D91
44689.DDB0190397	Q55DM3
44689.DDB0252599	Q55EK6
44689.DDB0232149	Q55F13
44689.DDB0305057	Q55G26
44689.DDB0167134	Q75K13
44689.DDB0216394	Q7KWN0
44689.DDB0220438	Q86HF5
44689.DDB0167377	Q86I71
44689.DDB0305229	Q8MP21
44689.DDB0235189	Q8MP58
44689.DDB0231580	Q1ZXD1
44689.DDB0191980	Q54BQ0
44689.DDB0304467	Q54BR3
44689.DDB0305302	Q54C47
44689.DDB0219366	Q54IM9
44689.DDB0187950	Q54IX4
44689.DDB0219658	Q54J25
44689.DDB0187006	Q54LM9
44689.DDB0186620	Q54MW8
44689.DDB0230013	Q54N82
44689.DDB0218859	Q54LE7
44689.DDB0220665	Q54LI8
44689.DDB0206221	Q54XN9
44689.DDB0216806	Q55BB2
44689.DDB0233952	Q55BD9
44689.DDB0238430	Q55D87
44689.DDB0189565	Q55G54
44689.DDB0168810	Q75JQ5
44689.DDB0231457	Q75JV7
44689.DDB0237687	Q869U4
44689.DDB0167251	Q86H29
44689.DDB0217555	Q86HS4
44689.DDB0167886	Q86IY5
44689.DDB0168352	Q86KP9
44689.DDB0218873	Q54L13
44689.DDB0187188	Q54L42
44689.DDB0232329	Q54LR9
44689.DDB0266684	Q54P11
44689.DDB0191409	Q54RA9
44689.DDB0204985	Q54RY1
44689.DDB0232415	Q54SD3
44689.DDB0205066	Q54T63
44689.DDB0204652	Q54TG9
44689.DDB0203988	Q54UI1
44689.DDB0218240	Q54VC2
44689.DDB0206032	Q54WA8
44689.DDB0203822	Q551R8
44689.DDB0203250	Q555M8
44689.DDB0216975	Q55A11
44689.DDB0220129	Q55A46
44689.DDB0202740	Q55B46
44689.DDB0305157	Q55E55
44689.DDB0233419	Q55EC3
44689.DDB0189563	Q55G56
44689.DDB0189556	Q55G65
44689.DDB0216298	Q55GG8
44689.DDB0168721	Q86JL2
44689.DDB0202298	Q55EY4
44689.DDB0216962	Q55A53
44689.DDB0186375	Q54NL5
44689.DDB0237668	Q54ZU4
44689.DDB0220494	Q55BD8
44689.DDB0184215	Q54DQ1
44689.DDB0302584	Q54LD9
44689.DDB0205677	Q54X26
44689.DDB0234241	B0G128
44689.DDB0233706	Q54V94
44689.DDB0232267	Q1ZXG5
44689.DDB0233374	Q1ZXK7
44689.DDB0238028	Q54IQ3
44689.DDB0233582	Q54JF1
44689.DDB0218674	Q54NP4
44689.DDB0190794	Q55CF0
44689.DDB0215548	Q54CD9
44689.DDB0189281	Q54F24
44689.DDB0233053	Q9Y1J5
44689.DDB0219798	Q54CN2
44689.DDB0237670	Q54KR7
44689.DDB0186992	Q54LR1
44689.DDB0215099	Q54AU0
44689.DDB0215076	Q54AW3
44689.DDB0215075	Q54AW4
44689.DDB0184463	Q54D09
44689.DDB0183929	Q54EJ0
44689.DDB0188573	Q54H08
44689.DDB0204146	Q54U30
44689.DDB0191059	Q55BM9
44689.DDB0266967	Q54P41
44689.DDB0202965	Q550Z4
44689.DDB0218337	V9H1J4
44689.DDB0237691	B0G199
44689.DDB0205179	Q54VF3
44689.DDB0167833	Q86A98
44689.DDB0167040	Q86HD6
44689.DDB0169146	Q86K38
44689.DDB0229878	Q86K88
44689.DDB0237705	Q86KL3
44689.DDB0187171	Q54L61
44689.DDB0231264	Q54LP4
44689.DDB0186401	Q54NI9
44689.DDB0233350	Q54QQ7
44689.DDB0185304	Q54RQ2
44689.DDB0231398	Q54RZ5
44689.DDB0233608	Q54SQ0
44689.DDB0204095	Q54U77
44689.DDB0204092	Q54U80
44689.DDB0218270	Q54UP3
44689.DDB0206111	Q54V20
44689.DDB0305078	Q54WW1
44689.DDB0233115	Q54X54
44689.DDB0204684	Q54X85
44689.DDB0205047	Q54X90
44689.DDB0218144	Q54XC6
44689.DDB0204345	Q54Z00
44689.DDB0190137	Q550L0
44689.DDB0217700	Q553A3
44689.DDB0217517	Q555L2
44689.DDB0217057	Q559E6
44689.DDB0235298	Q55B89
44689.DDB0201889	Q55CX4
44689.DDB0201799	Q55DH4
44689.DDB0202315	Q55EU9
44689.DDB0167241	Q869K4
44689.DDB0237753	Q86K89
44689.DDB0167538	Q86KD2
44689.DDB0169008	Q86L15
44689.DDB0202941	Q551B8
44689.DDB0188269	Q54HZ3
44689.DDB0237750	Q54I00
44689.DDB0231781	Q1ZXQ2
44689.DDB0304756	Q54IP9
44689.DDB0187879	Q54J49
44689.DDB0215879	Q54M47
44689.DDB0218733	Q54MY6
44689.DDB0205806	Q54WQ3
44689.DDB0217981	Q54ZL1
44689.DDB0191306	Q555U1
44689.DDB0184216	Q54DQ0
44689.DDB0184085	Q54E38
44689.DDB0188615	Q54GW8
44689.DDB0302419	C7G018
44689.DDB0237763	Q54B96
44689.DDB0190758	Q55CJ1
44689.DDB0219719	Q54DP6
44689.DDB0189174	Q54FC2
44689.DDB0188778	Q54GE7
44689.DDB0219483	Q54H03
44689.DDB0219440	Q54HF4
44689.DDB0188371	Q54HN3
44689.DDB0219426	Q54HP0
44689.DDB0188333	Q54HS6
44689.DDB0219219	Q54KJ4
44689.DDB0189412	Q55GL3
44689.DDB0184550	Q54CS1
44689.DDB0216122	Q54H70
44689.DDB0231089	Q54U85
44689.DDB0167632	Q869T3
44689.DDB0167499	Q8T2Q1
44689.DDB0237857	B0G157
44689.DDB0216342	Q54T71
44689.DDB0201842	Q55D78
44689.DDB0189956	Q55F00
44689.DDB0215348	Q95PJ5
44689.DDB0204831	Q54SC0
44689.DDB0202749	Q55B53
44689.DDB0266979	C0JML0
44689.DDB0219395	Q54I70
44689.DDB0234168	Q54II1
44689.DDB0233058	Q54K20
44689.DDB0187466	Q54KD7
44689.DDB0218871	Q54L17
44689.DDB0218633	Q54P87
44689.DDB0216435	Q54Q44
44689.DDB0204566	Q54TQ1
44689.DDB0232361	Q54TY2
44689.DDB0204060	Q54UB3
44689.DDB0215218	Q54US0
44689.DDB0205680	Q54X23
44689.DDB0206293	Q54XH2
44689.DDB0204513	Q54YI9
44689.DDB0204477	Q54YM1
44689.DDB0202558	Q553Q3
44689.DDB0202577	Q553T2
44689.DDB0217578	Q554S0
44689.DDB0217053	Q559F5
44689.DDB0203784	Q559G9
44689.DDB0203696	Q55A04
44689.DDB0216798	Q55BE1
44689.DDB0231393	Q55BH8
44689.DDB0190443	Q55DH2
44689.DDB0190338	Q55DT4
44689.DDB0190005	Q55EU3
44689.DDB0202228	Q55FG2
44689.DDB0202198	Q55FS5
44689.DDB0237796	Q86HV5
44689.DDB0167423	Q86I39
44689.DDB0233168	Q86JC5
44689.DDB0185118	Q94476
44689.DDB0216632	Q55EP2
44689.DDB0219784	Q54BR0
44689.DDB0192035	Q54BJ2
44689.DDB0215579	Q54BL1
44689.DDB0191964	Q54BR2
44689.DDB0219370	Q54IM5
44689.DDB0233341	Q54WY9
44689.DDB0203086	Q553X5
44689.DDB0188006	Q54IQ7
44689.DDB0186874	Q54M31
44689.DDB0238105	Q54TV3
44689.DDB0201778	Q55DM4
44689.DDB0219894	Q54BD3
44689.DDB0189138	Q54FF5
44689.DDB0220063	Q54AM4
44689.DDB0192189	Q54B50
44689.DDB0184432	Q54D41
44689.DDB0201652	Q54DY8
44689.DDB0184052	Q54E82
44689.DDB0304491	Q54HL1
44689.DDB0186018	Q54PM3
44689.DDB0205452	Q54Y39
44689.DDB0190655	Q55CU4
44689.DDB0167693	Q869R3
44689.DDB0168536	Q86HF8
44689.DDB0191777	Q54C96
44689.DDB0187684	Q54JP8
44689.DDB0304838	Q54RJ3
44689.DDB0205662	Q54X39
44689.DDB0217892	Q550L1
44689.DDB0219378	Q54IH1
44689.DDB0237672	Q54K16
44689.DDB0219247	Q54K58
44689.DDB0219223	Q54KH8
44689.DDB0187411	Q54KJ5
44689.DDB0186830	Q54M78
44689.DDB0186687	Q54MQ1
44689.DDB0232413	Q54NP1
44689.DDB0186214	Q54P32
44689.DDB0267104	Q54PL1
44689.DDB0218448	Q54RH2
44689.DDB0185335	Q54RM5
44689.DDB0204810	Q54SE0
44689.DDB0204538	Q54TS9
44689.DDB0206346	Q54W66
44689.DDB0206180	Q54XS8
44689.DDB0205489	Q54Y04
44689.DDB0217986	Q54ZJ0
44689.DDB0215199	Q550B4
44689.DDB0217594	Q554K1
44689.DDB0220695	Q55C32
44689.DDB0191508	Q55DI4
44689.DDB0190405	Q55DL3
44689.DDB0190381	Q55DN9
44689.DDB0190378	Q55DP2
44689.DDB0189944	Q55F12
44689.DDB0189879	Q55F74
44689.DDB0189808	Q55FE8
44689.DDB0216539	Q55GI4
44689.DDB0234104	Q7KWL1
44689.DDB0238776	Q86B08
44689.DDB0167286	Q86HA3
44689.DDB0169097	Q86K73
44689.DDB0201974	Q55C88
44689.DDB0233170	Q1ZXF6
44689.DDB0188303	Q54HV6
44689.DDB0206011	W6K4Z1
44689.DDB0188052	Q54IL0
44689.DDB0214924	Q54TS5
44689.DDB0189266	Q54FB2
44689.DDB0187750	Q54JI0
44689.DDB0192036	Q54BJ1
44689.DDB0187706	Q54JM4
44689.DDB0201685	Q55EB5
44689.DDB0219741	Q54DB8
44689.DDB0216453	Q55H48
44689.DDB0266652	C7G001
44689.DDB0219889	Q54BG6
44689.DDB0183775	Q54EZ6
44689.DDB0231474	Q54FY2
44689.DDB0188874	Q54G47
44689.DDB0231480	Q551V0
44689.DDB0188311	Q54HU9
44689.DDB0186860	Q54M45
44689.DDB0186640	Q54MU5
44689.DDB0231030	Q5XQE1
44689.DDB0168538	Q869N8
44689.DDB0238129	B0G0Z8
44689.DDB0237733	B0G151
44689.DDB0214836	Q94485
44689.DDB0187580	Q54K03
44689.DDB0231347	Q54K22
44689.DDB0238823	Q54L67
44689.DDB0186660	Q54MS7
44689.DDB0186145	Q54P96
44689.DDB0186070	Q54PH3
44689.DDB0186009	Q54PN0
44689.DDB0204957	Q54S05
44689.DDB0204807	Q54SE3
44689.DDB0204245	Q54TD2
44689.DDB0233988	Q54W02
44689.DDB0217719	Q552S8
44689.DDB0217661	Q553Q1
44689.DDB0190500	Q55DA9
44689.DDB0238180	Q55DE3
44689.DDB0216483	Q55H20
44689.DDB0217938	Q86K67
44689.DDB0169313	Q86KL8
44689.DDB0219384	Q54IF4
44689.DDB0233334	Q54IH7
44689.DDB0233441	Q54NM0
44689.DDB0186113	Q54PC9
44689.DDB0229983	Q54VD5
44689.DDB0203507	Q552I6
44689.DDB0305055	Q55G37
44689.DDB0233288	Q75JM6
44689.DDB0233652	Q9GPT1
44689.DDB0215161	Q54AN2
44689.DDB0238096	Q54C34
44689.DDB0233749	Q54I26
44689.DDB0187992	Q54IS2
44689.DDB0187944	Q54IY0
44689.DDB0304578	Q54J94
44689.DDB0187827	Q54J99
44689.DDB0186886	Q54M19
44689.DDB0233476	Q55CX6
44689.DDB0215078	Q54AW1
44689.DDB0235199	Q552M1
44689.DDB0203673	Q55A76
44689.DDB0229368	Q54JB7
44689.DDB0217482	Q555Y1
44689.DDB0252845	C7G006
44689.DDB0215107	Q54AT2
44689.DDB0186307	Q54NT5
44689.DDB0192143	Q54B89
44689.DDB0192058	Q54BG7
44689.DDB0184160	Q54DV6
44689.DDB0233972	Q54EB6
44689.DDB0188878	Q54G44
44689.DDB0238183	Q55FI9
44689.DDB0188346	Q54HR1
44689.DDB0237929	B0G0Z2
44689.DDB0220076	Q54AL6
44689.DDB0218882	Q54KY7
44689.DDB0205075	Q54T56
44689.DDB0204030	Q54UE4
44689.DDB0235191	Q54WF2
44689.DDB0233495	Q54Y47
44689.DDB0217903	Q550I4
44689.DDB0237679	Q551P7
44689.DDB0203508	Q552I7
44689.DDB0203681	Q55A69
44689.DDB0190693	Q55CQ5
44689.DDB0190550	Q55D57
44689.DDB0190105	Q55EI1
44689.DDB0169442	Q75JN4
44689.DDB0167656	Q86HS3
44689.DDB0219989	O15911
44689.DDB0186543	Q54N42
44689.DDB0185528	Q54R09
44689.DDB0231374	Q54R90
44689.DDB0304746	Q54R97
44689.DDB0185344	Q54RL6
44689.DDB0204188	Q54SN6
44689.DDB0252889	Q54SX5
44689.DDB0204598	Q54TM1
44689.DDB0233778	Q54TQ6
44689.DDB0206472	Q54VM1
44689.DDB0205861	Q54WK5
44689.DDB0206167	Q54XU1
44689.DDB0205512	Q54XY2
44689.DDB0233520	Q54YA4
44689.DDB0204496	Q54YK3
44689.DDB0203862	Q551K0
44689.DDB0237862	Q552J9
44689.DDB0217679	Q553H6
44689.DDB0229793	Q553L8
44689.DDB0202561	Q553R9
44689.DDB0203046	Q557Z5
44689.DDB0217078	Q558Y5
44689.DDB0190990	Q55BV1
44689.DDB0190859	Q55C83
44689.DDB0190814	Q55CC9
44689.DDB0190628	Q55CX3
44689.DDB0190575	Q55D29
44689.DDB0190199	Q55E81
44689.DDB0202258	Q55F63
44689.DDB0231844	Q55F91
44689.DDB0305294	Q55FL8
44689.DDB0216474	Q55H30
44689.DDB0216468	Q55H37
44689.DDB0238000	B0G115
44689.DDB0234108	B0G196
44689.DDB0186639	Q54MU6
44689.DDB0220119	Q54C50
44689.DDB0231957	Q1ZXB6
44689.DDB0233385	Q1ZXD4
44689.DDB0233881	Q54HT4
44689.DDB0231560	Q54ND2
44689.DDB0232170	Q54QH4
44689.DDB0220504	Q54MD6
44689.DDB0233593	Q54PG4
44689.DDB0216923	Q55AJ7
44689.DDB0234183	Q54VS5
44689.DDB0204358	Q54YZ1
44689.DDB0191006	Q55BT5
44689.DDB0202319	Q55ET5
44689.DDB0215756	Q54KS7
44689.DDB0232191	Q54UZ9
44689.DDB0214897	Q54YZ7
44689.DDB0305064	Q552Z4
44689.DDB0233221	Q55A15
44689.DDB0231732	Q55BT7
44689.DDB0305226	Q55DQ1
44689.DDB0169522	Q75JG2
44689.DDB0217557	Q869S3
44689.DDB0191318	Q94498
44689.DDB0188159	Q54IA6
44689.DDB0218894	Q54KT5
44689.DDB0185958	Q54PT4
44689.DDB0233501	Q54Q60
44689.DDB0218427	Q54RR6
44689.DDB0204798	Q54SF3
44689.DDB0204762	Q54SI5
44689.DDB0231472	Q54V75
44689.DDB0205250	Q54V89
44689.DDB0206500	Q54VJ4
44689.DDB0206261	Q54XK3
44689.DDB0235171	Q552L7
44689.DDB0203087	Q553X6
44689.DDB0203175	Q554V8
44689.DDB0203286	Q555U4
44689.DDB0206567	Q55A34
44689.DDB0202789	Q55B92
44689.DDB0304830	Q55BK6
44689.DDB0190829	Q55CB4
44689.DDB0190736	Q55CL4
44689.DDB0201816	Q55DE6
44689.DDB0201768	Q55DP5
44689.DDB0305177	Q55DW6
44689.DDB0237644	Q55EN7
44689.DDB0189949	Q55F07
44689.DDB0189473	Q55GE9
44689.DDB0238830	Q75JE7
44689.DDB0169489	Q75JJ5
44689.DDB0169456	Q75JM5
44689.DDB0231695	Q75JX7
44689.DDB0167702	Q86HP6
44689.DDB0168404	Q86JH2
44689.DDB0229393	Q554Y8
44689.DDB0220615	Q54YF5
44689.DDB0190339	Q55DT3
44689.DDB0215095	Q54AU4
44689.DDB0192129	Q54BA1
44689.DDB0184495	Q54CX7
44689.DDB0183911	Q54EK9
44689.DDB0183909	Q54EL2
44689.DDB0189091	Q54FK0
44689.DDB0191681	Q54CJ2
44689.DDB0219615	Q54FH5
44689.DDB0218310	Q54TX7
44689.DDB0214952	O15717
44689.DDB0304748	Q54K51
44689.DDB0187453	Q54KF0
44689.DDB0233096	Q54PE8
44689.DDB0234051	Q54PL9
44689.DDB0185787	Q54QA4
44689.DDB0229366	Q54QU7
44689.DDB0185467	Q54R71
44689.DDB0205566	Q54U01
44689.DDB0267070	Q54VL7
44689.DDB0231406	Q54VX3
44689.DDB0235396	Q54WL1
44689.DDB0217841	Q551C3
44689.DDB0217713	Q552V8
44689.DDB0217671	Q553K0
44689.DDB0203256	Q556E4
44689.DDB0203800	Q559D0
44689.DDB0302450	Q559G4
44689.DDB0216960	Q55A60
44689.DDB0191018	Q55BS3
44689.DDB0202023	Q55BU5
44689.DDB0233003	Q55E62
44689.DDB0216613	Q55F28
44689.DDB0216477	Q55H27
44689.DDB0192014	Q54BL4
44689.DDB0238084	Q54BI7
44689.DDB0219817	Q54CE1
44689.DDB0231476	Q54IU0
44689.DDB0201756	Q55DT6
44689.DDB0215119	Q54AS0
44689.DDB0219699	Q54E44
44689.DDB0188332	Q54HS7
44689.DDB0187498	Q54K98
44689.DDB0187205	Q54L23
44689.DDB0186807	Q54MA3
44689.DDB0186527	Q54N58
44689.DDB0218675	Q54NP3
44689.DDB0238789	Q54P15
44689.DDB0237767	Q54QT4
44689.DDB0218414	Q54RV1
44689.DDB0205158	Q54SX7
44689.DDB0206112	Q54V19
44689.DDB0206392	Q54VU9
44689.DDB0205379	Q54YA8
44689.DDB0205341	Q54YE5
44689.DDB0233041	Q54Z03
44689.DDB0232409	Q54Z28
44689.DDB0203826	Q551Q7
44689.DDB0203463	Q551V5
44689.DDB0302482	Q559E7
44689.DDB0216942	Q55AD7
44689.DDB0203593	Q55AT3
44689.DDB0190113	Q55EH3
44689.DDB0190022	Q55ES3
44689.DDB0216620	Q55EX1
44689.DDB0302580	Q55FR3
44689.DDB0202183	Q55FX4
44689.DDB0189575	Q55G44
44689.DDB0189561	Q55G58
44689.DDB0216460	Q55H62
44689.DDB0237861	Q75JE6
44689.DDB0185074	Q7KWK0
44689.DDB0167511	Q8T2R0
44689.DDB0214890	Q9U6D5
44689.DDB0188618	Q54GW5
44689.DDB0189795	Q55FG1
44689.DDB0218400	Q54S55
44689.DDB0218844	Q54LL2
44689.DDB0215111	Q54AS8
44689.DDB0219900	Q54BA4
44689.DDB0184139	Q54DX9
44689.DDB0188610	Q54GX3
44689.DDB0304944	Q54JB4
44689.DDB0218798	Q54M48
44689.DDB0304897	Q54Q96
44689.DDB0237868	Q54S48
44689.DDB0201822	Q55DC4
44689.DDB0266540	Q55E53
44689.DDB0238576	B0G198
44689.DDB0233646	Q54FA7
44689.DDB0232393	Q1ZXR1
44689.DDB0185569	Q54QW6
44689.DDB0219846	Q54BY3
44689.DDB0191772	Q54CA3
44689.DDB0188514	Q54H66
44689.DDB0252763	C7FZZ6
44689.DDB0252606	C7G044
44689.DDB0252893	C7G074
44689.DDB0186625	Q54MW2
44689.DDB0203591	Q55AU4
44689.DDB0219273	Q54JW4
44689.DDB0187387	Q54KM1
44689.DDB0186144	Q54P97
44689.DDB0215301	Q54XE3
44689.DDB0190812	Q55CD1
44689.DDB0216469	Q55H36
44689.DDB0189683	Q55FS9
44689.DDB0215166	Q54AM7
44689.DDB0230184	Q54RR4
44689.DDB0202524	Q553G3
44689.DDB0191761	Q54CB4
44689.DDB0191673	Q54CK2
44689.DDB0184442	Q54D31
44689.DDB0219745	Q54D96
44689.DDB0216228	Q54DW4
44689.DDB0219538	Q54GE9
