9615.ENSCAFP00000014770	Q5IFP1
9615.ENSCAFP00000028202	E2QXG7
9615.ENSCAFP00000024345	E2QXZ5
9615.ENSCAFP00000015789	E2QYG3
9615.ENSCAFP00000015788	E2QYG4
9615.ENSCAFP00000029140	E2R0Q9
9615.ENSCAFP00000016425	E2R021
9615.ENSCAFP00000015726	E2R097
9615.ENSCAFP00000030314	E9NJ70
9615.ENSCAFP00000007818	F1P8J7
9615.ENSCAFP00000035009	F1P8M3
9615.ENSCAFP00000014608	F1PHI4
9615.ENSCAFP00000023537	F1PZD8
9615.ENSCAFP00000012972	J9NVN1
9615.ENSCAFP00000040477	J9P4J8
9615.ENSCAFP00000041095	J9P615
9615.ENSCAFP00000042287	J9P955
9615.ENSCAFP00000042697	J9PAB4
9615.ENSCAFP00000017497	E2QSM3
9615.ENSCAFP00000009198	E2R7R9
9615.ENSCAFP00000026568	E2RBF4
9615.ENSCAFP00000020979	E2RBU8
9615.ENSCAFP00000002207	E2REM8
9615.ENSCAFP00000022528	E2RLL1
9615.ENSCAFP00000041493	E2RLR0
9615.ENSCAFP00000014040	E2RPB6
9615.ENSCAFP00000036789	E2RRL9
9615.ENSCAFP00000020464	E2RTL7
9615.ENSCAFP00000006184	E2RTM5
9615.ENSCAFP00000039382	J9P1F8
9615.ENSCAFP00000009612	J9P6X2
9615.ENSCAFP00000019157	J9P8R6
9615.ENSCAFP00000025108	E2QRV2
9615.ENSCAFP00000000625	E2QSI0
9615.ENSCAFP00000024701	E2QTL0
9615.ENSCAFP00000023412	E2QUF7
9615.ENSCAFP00000003829	E2QUH8
9615.ENSCAFP00000008408	E2QUR1
9615.ENSCAFP00000023918	E2QVZ9
9615.ENSCAFP00000029214	E2QW06
9615.ENSCAFP00000017237	E2QW27
9615.ENSCAFP00000004231	E2QYB9
9615.ENSCAFP00000003702	E2R1A4
9615.ENSCAFP00000008732	E2R5V9
9615.ENSCAFP00000016308	E2R604
9615.ENSCAFP00000016868	E2R6I0
9615.ENSCAFP00000023209	E2R729
9615.ENSCAFP00000004888	E2R7B1
9615.ENSCAFP00000012493	E2R7B4
9615.ENSCAFP00000028585	E2R7Q8
9615.ENSCAFP00000004578	E2R9K5
9615.ENSCAFP00000003076	E2RAG0
9615.ENSCAFP00000007428	E2RAG9
9615.ENSCAFP00000019114	E2RAU7
9615.ENSCAFP00000029906	E2RB02
9615.ENSCAFP00000032970	E2RBR5
9615.ENSCAFP00000018679	E2RBT3
9615.ENSCAFP00000026284	E2RBT8
9615.ENSCAFP00000006662	E2RCT3
9615.ENSCAFP00000014226	E2RDS3
9615.ENSCAFP00000007656	E2RE57
9615.ENSCAFP00000026494	E2RFF7
9615.ENSCAFP00000014775	E2RG23
9615.ENSCAFP00000019812	E2RGY0
9615.ENSCAFP00000008048	E2RH66
9615.ENSCAFP00000003457	E2RHX6
9615.ENSCAFP00000001990	E2RK50
9615.ENSCAFP00000001966	E2RL44
9615.ENSCAFP00000019232	E2RL45
9615.ENSCAFP00000001932	E2RLA9
9615.ENSCAFP00000020747	E2RND4
9615.ENSCAFP00000024813	E2RPZ6
9615.ENSCAFP00000029695	E2RQ97
9615.ENSCAFP00000012958	E2RS60
9615.ENSCAFP00000000954	E2RSE9
9615.ENSCAFP00000017710	E2RT14
9615.ENSCAFP00000001319	E2RTA4
9615.ENSCAFP00000028407	J9NTG2
9615.ENSCAFP00000037032	J9NV40
9615.ENSCAFP00000020770	J9NZ16
9615.ENSCAFP00000039094	J9P0M1
9615.ENSCAFP00000005738	J9P5U6
9615.ENSCAFP00000028165	E2R267
9615.ENSCAFP00000025976	E2RIE8
9615.ENSCAFP00000026906	E2RKQ8
9615.ENSCAFP00000019757	S5TR79
9615.ENSCAFP00000040687	A1YW82
9615.ENSCAFP00000005309	F1P7L3
9615.ENSCAFP00000012073	F1PIS7
9615.ENSCAFP00000006295	F1PL65
9615.ENSCAFP00000003228	F1PPV4
9615.ENSCAFP00000004250	F1Q1W3
9615.ENSCAFP00000004111	F1Q3T6
9615.ENSCAFP00000025046	F1Q3Z4
9615.ENSCAFP00000011262	F1Q4G7
9615.ENSCAFP00000033593	L7N0L9
9615.ENSCAFP00000005394	F1P6S5
9615.ENSCAFP00000014524	F1P715
9615.ENSCAFP00000026942	F1P9E3
9615.ENSCAFP00000002928	F1PA92
9615.ENSCAFP00000032477	F1PAP9
9615.ENSCAFP00000024359	F1PGS5
9615.ENSCAFP00000014676	F1PGY4
9615.ENSCAFP00000029445	F1PHC6
9615.ENSCAFP00000019494	F1PHK8
9615.ENSCAFP00000005460	F1PHX2
9615.ENSCAFP00000033748	F1PI38
9615.ENSCAFP00000021744	F1PI75
9615.ENSCAFP00000038015	F1PIA8
9615.ENSCAFP00000002012	F1PID0
9615.ENSCAFP00000017949	F1PIG4
9615.ENSCAFP00000013929	F1PL07
9615.ENSCAFP00000020581	F1PL59
9615.ENSCAFP00000010473	F1PN63
9615.ENSCAFP00000006270	F1PPD7
9615.ENSCAFP00000032516	F1PPG0
9615.ENSCAFP00000027771	F1PPL9
9615.ENSCAFP00000027209	F1PPT4
9615.ENSCAFP00000039575	F1PPU7
9615.ENSCAFP00000008571	F1PQM0
9615.ENSCAFP00000018565	F1PRR9
9615.ENSCAFP00000032459	F1PUJ6
9615.ENSCAFP00000008898	F1PW82
9615.ENSCAFP00000008325	F1PWF1
9615.ENSCAFP00000004485	F1PXP9
9615.ENSCAFP00000004425	F1PYB5
9615.ENSCAFP00000023470	F1Q0M3
9615.ENSCAFP00000035898	F1Q108
9615.ENSCAFP00000035324	F1Q2C6
9615.ENSCAFP00000028988	F1Q451
9615.ENSCAFP00000037557	E2QYT4
9615.ENSCAFP00000023153	E2QWT9
9615.ENSCAFP00000011614	E2QXC1
9615.ENSCAFP00000029180	E2QZT4
9615.ENSCAFP00000000301	E2QZU9
9615.ENSCAFP00000002485	F1P8U6
9615.ENSCAFP00000017593	F1PET1
9615.ENSCAFP00000029535	F1PEX6
9615.ENSCAFP00000006725	F1PMH5
9615.ENSCAFP00000036144	J9NRM0
9615.ENSCAFP00000005860	F1P849
9615.ENSCAFP00000012439	F1P8E4
9615.ENSCAFP00000037124	F1P9B8
9615.ENSCAFP00000035871	J9JHE2
9615.ENSCAFP00000035932	J9JHK2
9615.ENSCAFP00000041808	J9NSV6
9615.ENSCAFP00000036789	J9NUF1
9615.ENSCAFP00000037049	J9NV57
9615.ENSCAFP00000037105	J9NVB3
9615.ENSCAFP00000005927	J9NWT2
9615.ENSCAFP00000038353	J9NYI4
9615.ENSCAFP00000038712	J9NZJ2
9615.ENSCAFP00000038794	J9NZS4
9615.ENSCAFP00000039165	J9P0U2
9615.ENSCAFP00000039410	J9P1I6
9615.ENSCAFP00000039647	J9P271
9615.ENSCAFP00000037130	J9P3H1
9615.ENSCAFP00000040328	J9P449
9615.ENSCAFP00000040922	J9P5J4
9615.ENSCAFP00000041454	J9P720
9615.ENSCAFP00000008681	J9P809
9615.ENSCAFP00000026170	J9P814
9615.ENSCAFP00000041929	J9P862
9615.ENSCAFP00000042196	J9P8W5
9615.ENSCAFP00000042368	J9P9D5
9615.ENSCAFP00000042940	J9PAW3
9615.ENSCAFP00000012193	E2R9I5
9615.ENSCAFP00000007139	E2RBM5
9615.ENSCAFP00000008128	E2RC61
9615.ENSCAFP00000007020	E2RHH2
9615.ENSCAFP00000026163	E2RIG2
9615.ENSCAFP00000025942	E2RJB0
9615.ENSCAFP00000026104	E2RJH5
9615.ENSCAFP00000001922	E2RM26
9615.ENSCAFP00000018485	E2RMD7
9615.ENSCAFP00000032701	E2RNF6
9615.ENSCAFP00000000858	E2RQ50
9615.ENSCAFP00000024984	E2RRV0
9615.ENSCAFP00000013694	J9NSA9
9615.ENSCAFP00000039045	J9P0H2
9615.ENSCAFP00000025864	J9P341
9615.ENSCAFP00000041736	J9P7U7
9615.ENSCAFP00000003920	L7N057
9615.ENSCAFP00000006052	E2QTQ2
9615.ENSCAFP00000022988	E2QVF4
9615.ENSCAFP00000023677	E2QW90
9615.ENSCAFP00000011359	E2R0C4
9615.ENSCAFP00000009012	E2R186
9615.ENSCAFP00000028925	E2R1K2
9615.ENSCAFP00000009284	E2R240
9615.ENSCAFP00000030404	E2R456
9615.ENSCAFP00000008757	E2R515
9615.ENSCAFP00000022785	E2R786
9615.ENSCAFP00000025833	E2R9R0
9615.ENSCAFP00000013550	E2RBY1
9615.ENSCAFP00000033113	E2RC21
9615.ENSCAFP00000022404	E2RC55
9615.ENSCAFP00000033982	E2RC86
9615.ENSCAFP00000026508	E2RCI8
9615.ENSCAFP00000025761	E2REN6
9615.ENSCAFP00000015494	E2RFZ4
9615.ENSCAFP00000019016	E2RGM2
9615.ENSCAFP00000014700	E2RH75
9615.ENSCAFP00000026194	E2RHL0
9615.ENSCAFP00000027197	E2RI60
9615.ENSCAFP00000027190	E2RI69
9615.ENSCAFP00000030184	E2RJS7
9615.ENSCAFP00000002695	E2RLV4
9615.ENSCAFP00000003364	E2RNQ0
9615.ENSCAFP00000019190	E2RP67
9615.ENSCAFP00000037829	E2RPC4
9615.ENSCAFP00000018307	E2RR10
9615.ENSCAFP00000039320	E2RR43
9615.ENSCAFP00000012975	E2RS24
9615.ENSCAFP00000000955	E2RSE7
9615.ENSCAFP00000038863	E2RSM2
9615.ENSCAFP00000013309	E2RT82
9615.ENSCAFP00000035841	J9JHB3
9615.ENSCAFP00000010727	J9NRM2
9615.ENSCAFP00000036411	J9NTC6
9615.ENSCAFP00000012916	J9NTM1
9615.ENSCAFP00000038846	J9NZX5
9615.ENSCAFP00000039312	J9P188
9615.ENSCAFP00000039542	J9P1W6
9615.ENSCAFP00000040120	J9P3J1
9615.ENSCAFP00000041165	J9P683
9615.ENSCAFP00000041611	J9P7H4
9615.ENSCAFP00000015464	E2RGW3
9615.ENSCAFP00000041439	E2RK70
9615.ENSCAFP00000002395	E2RN39
9615.ENSCAFP00000030092	E2RPQ7
9615.ENSCAFP00000000588	Q71UF3
9615.ENSCAFP00000014199	B5MBU7
9615.ENSCAFP00000030321	C1KDV5
9615.ENSCAFP00000030422	A0A0A0RCB3
9615.ENSCAFP00000000202	Q0QEN2
9615.ENSCAFP00000030310	D4QA61
9615.ENSCAFP00000030314	H8Y4V4
9615.ENSCAFP00000033776	H9GWP1
9615.ENSCAFP00000001164	Q95408
9615.ENSCAFP00000030315	H8Y5F9
9615.ENSCAFP00000000366	E2QYX4
9615.ENSCAFP00000001156	Q95HQ5
9615.ENSCAFP00000027712	E2QZE1
9615.ENSCAFP00000038939	E2R253
9615.ENSCAFP00000035025	F1P8J2
9615.ENSCAFP00000001164	F1PTR6
9615.ENSCAFP00000041870	J9NT18
9615.ENSCAFP00000036600	J9NTW4
9615.ENSCAFP00000019918	J9NV12
9615.ENSCAFP00000037960	J9NXE7
9615.ENSCAFP00000008536	J9NYC9
9615.ENSCAFP00000038459	J9NYU0
9615.ENSCAFP00000038863	J9NZZ2
9615.ENSCAFP00000039129	J9P0Q6
9615.ENSCAFP00000039317	J9P193
9615.ENSCAFP00000039373	J9P1E9
9615.ENSCAFP00000040538	J9P4Q9
9615.ENSCAFP00000009481	J9P5X9
9615.ENSCAFP00000041091	J9P611
9615.ENSCAFP00000010892	J9P709
9615.ENSCAFP00000041920	J9P853
9615.ENSCAFP00000042179	J9P8U8
9615.ENSCAFP00000025553	J9P9E2
9615.ENSCAFP00000042423	J9P9J0
9615.ENSCAFP00000042573	J9P9Z0
9615.ENSCAFP00000026155	J9PAD7
9615.ENSCAFP00000043099	J9PBC0
9615.ENSCAFP00000043111	J9PBD2
9615.ENSCAFP00000041321	F1P8U2
9615.ENSCAFP00000006087	F1PNM2
9615.ENSCAFP00000018953	F1PVM9
9615.ENSCAFP00000016667	F1Q1G1
9615.ENSCAFP00000037879	J9NX67
9615.ENSCAFP00000005156	J9P203
9615.ENSCAFP00000040000	J9P371
9615.ENSCAFP00000009721	J9P4G4
9615.ENSCAFP00000042166	J9P8T5
9615.ENSCAFP00000042945	J9PAW7
9615.ENSCAFP00000043056	J9PB77
9615.ENSCAFP00000016940	E2R1N4
9615.ENSCAFP00000041229	E2R4L4
9615.ENSCAFP00000028352	E2R4Y3
9615.ENSCAFP00000015297	E2RD92
9615.ENSCAFP00000022676	E2RDZ0
9615.ENSCAFP00000015246	E2RE99
9615.ENSCAFP00000006842	E2RHA3
9615.ENSCAFP00000023810	E2RHC1
9615.ENSCAFP00000008017	E2RI20
9615.ENSCAFP00000010203	E2RN01
9615.ENSCAFP00000003325	E2RPJ7
9615.ENSCAFP00000031993	E2RQB2
9615.ENSCAFP00000036165	J9NRP1
9615.ENSCAFP00000042762	J9NT49
9615.ENSCAFP00000038273	J9NYA5
9615.ENSCAFP00000040781	J9P5A4
9615.ENSCAFP00000009282	E2R245
9615.ENSCAFP00000016698	E2R2R1
9615.ENSCAFP00000010835	E2R441
9615.ENSCAFP00000031707	E2R4G8
9615.ENSCAFP00000009736	E2R5F4
9615.ENSCAFP00000028861	E2R6F1
9615.ENSCAFP00000016814	E2R7H2
9615.ENSCAFP00000031041	E2R8U5
9615.ENSCAFP00000010744	E2R958
9615.ENSCAFP00000000422	E2R9C9
9615.ENSCAFP00000033419	E2RAN8
9615.ENSCAFP00000007690	E2RD81
9615.ENSCAFP00000011112	E2RDW3
9615.ENSCAFP00000007620	E2RF22
9615.ENSCAFP00000040099	E2RG63
9615.ENSCAFP00000022098	E2RGC6
9615.ENSCAFP00000019006	E2RGP7
9615.ENSCAFP00000023097	E2RGR5
9615.ENSCAFP00000026404	E2RHF2
9615.ENSCAFP00000033845	E2RIZ2
9615.ENSCAFP00000003126	E2RKX0
9615.ENSCAFP00000007243	E2RL94
9615.ENSCAFP00000032744	E2RMG3
9615.ENSCAFP00000002622	E2RMX2
9615.ENSCAFP00000003394	E2RNJ0
9615.ENSCAFP00000019070	E2RNS5
9615.ENSCAFP00000013882	E2RP82
9615.ENSCAFP00000002053	E2RPF6
9615.ENSCAFP00000013475	E2RRE3
9615.ENSCAFP00000024933	E2RS32
9615.ENSCAFP00000029773	E2RSL6
9615.ENSCAFP00000017765	E2RSR7
9615.ENSCAFP00000013341	E2RT40
9615.ENSCAFP00000024841	E2RTG3
9615.ENSCAFP00000037123	J9NVD1
9615.ENSCAFP00000024419	J9NWT6
9615.ENSCAFP00000037786	J9NWX5
9615.ENSCAFP00000013057	J9NYT2
9615.ENSCAFP00000005555	J9NZT4
9615.ENSCAFP00000039646	J9P270
9615.ENSCAFP00000040078	J9P3E9
9615.ENSCAFP00000040312	J9P433
9615.ENSCAFP00000040608	J9P4T5
9615.ENSCAFP00000041900	J9P835
9615.ENSCAFP00000003990	J9P9P6
9615.ENSCAFP00000043082	J9PBA3
9615.ENSCAFP00000043182	J9PBK2
9615.ENSCAFP00000021509	Q9N0W1
9615.ENSCAFP00000007616	Q00M97
9615.ENSCAFP00000027668	L7N0I2
9615.ENSCAFP00000005923	O77767
9615.ENSCAFP00000006762	F1PLS5
9615.ENSCAFP00000001183	F1PTP4
9615.ENSCAFP00000036672	F1PXS9
9615.ENSCAFP00000009620	F1PZS7
9615.ENSCAFP00000035845	J9JHB7
9615.ENSCAFP00000035977	J9JHP6
9615.ENSCAFP00000000964	J9NRH0
9615.ENSCAFP00000037612	J9NSD3
9615.ENSCAFP00000040557	J9NSL8
9615.ENSCAFP00000040573	J9NSN4
9615.ENSCAFP00000022101	J9NTL9
9615.ENSCAFP00000036989	J9NUZ8
9615.ENSCAFP00000015614	J9NVD9
9615.ENSCAFP00000006567	J9NVF5
9615.ENSCAFP00000037337	J9NVZ3
9615.ENSCAFP00000042056	J9NW33
9615.ENSCAFP00000037494	J9NWE9
9615.ENSCAFP00000037745	J9NWT4
9615.ENSCAFP00000037884	J9NX72
9615.ENSCAFP00000038052	J9NXN8
9615.ENSCAFP00000022969	J9NXQ2
9615.ENSCAFP00000038316	J9NYE7
9615.ENSCAFP00000039079	J9P0K6
9615.ENSCAFP00000039216	J9P0Z3
9615.ENSCAFP00000039271	J9P147
9615.ENSCAFP00000017968	J9P1B1
9615.ENSCAFP00000040452	J9P4H3
9615.ENSCAFP00000040473	J9P4J4
9615.ENSCAFP00000004776	J9P4T9
9615.ENSCAFP00000040951	J9P5M2
9615.ENSCAFP00000041013	J9P5T4
9615.ENSCAFP00000015470	J9P7G6
9615.ENSCAFP00000041680	J9P7P1
9615.ENSCAFP00000041967	J9P899
9615.ENSCAFP00000042253	J9P921
9615.ENSCAFP00000005868	F1P829
9615.ENSCAFP00000014469	F1P8T7
9615.ENSCAFP00000008908	F1P996
9615.ENSCAFP00000029584	F1PER9
9615.ENSCAFP00000019025	F1PFF2
9615.ENSCAFP00000013912	F1PLN6
9615.ENSCAFP00000034764	F1PT11
9615.ENSCAFP00000022286	F1PT61
9615.ENSCAFP00000038525	F1PTR8
9615.ENSCAFP00000010739	E2QUN9
9615.ENSCAFP00000011935	E2QW22
9615.ENSCAFP00000012442	E2R8C9
9615.ENSCAFP00000014803	E2RBD3
9615.ENSCAFP00000026219	E2RDN6
9615.ENSCAFP00000013789	E2REQ0
9615.ENSCAFP00000019305	E2RFD0
9615.ENSCAFP00000007301	E2RFE9
9615.ENSCAFP00000007881	E2RFZ8
9615.ENSCAFP00000022592	E2RJN6
9615.ENSCAFP00000019524	E2RJX3
9615.ENSCAFP00000021252	E2RLF1
9615.ENSCAFP00000018265	E2RS47
9615.ENSCAFP00000008735	E2R5V7
9615.ENSCAFP00000011462	E2R8V1
9615.ENSCAFP00000010651	E2REX8
9615.ENSCAFP00000041116	I6MS72
9615.ENSCAFP00000011983	Q70ZC7
9615.ENSCAFP00000035279	Q70ZD8
9615.ENSCAFP00000041881	Q70ZH1
9615.ENSCAFP00000031424	O98082
9615.ENSCAFP00000023177	A1A437
9615.ENSCAFP00000032151	E2R2G3
9615.ENSCAFP00000016119	E2R476
9615.ENSCAFP00000011451	E2R8X4
9615.ENSCAFP00000020001	E2R9C2
9615.ENSCAFP00000004579	E2R9K4
9615.ENSCAFP00000010391	E2RG73
9615.ENSCAFP00000007759	E2RMS9
9615.ENSCAFP00000022225	E2RMT8
9615.ENSCAFP00000024836	E2RTI0
9615.ENSCAFP00000010738	E2QUP0
9615.ENSCAFP00000010713	E2QUS2
9615.ENSCAFP00000028282	E2QVG6
9615.ENSCAFP00000009609	E2QWW7
9615.ENSCAFP00000008790	E2R4W1
9615.ENSCAFP00000035923	E2R5Z3
9615.ENSCAFP00000037875	E2R732
9615.ENSCAFP00000039045	E2R749
9615.ENSCAFP00000028060	E2R835
9615.ENSCAFP00000024139	E2R9P0
9615.ENSCAFP00000019123	E2RAS9
9615.ENSCAFP00000014291	E2RCN9
9615.ENSCAFP00000015298	E2RD90
9615.ENSCAFP00000019072	E2RET0
9615.ENSCAFP00000019898	E2RFU0
9615.ENSCAFP00000011072	E2RHV6
9615.ENSCAFP00000003400	E2RIU9
9615.ENSCAFP00000007252	E2RL74
9615.ENSCAFP00000001948	E2RL87
9615.ENSCAFP00000012844	E2RQ01
9615.ENSCAFP00000024808	E2RQ11
9615.ENSCAFP00000029685	E2RQB7
9615.ENSCAFP00000029894	E2RR25
9615.ENSCAFP00000039548	E2RRB3
9615.ENSCAFP00000005851	E2RRG4
9615.ENSCAFP00000018293	E2RRY6
9615.ENSCAFP00000001782	Q70ZI7
9615.ENSCAFP00000002684	O77794
9615.ENSCAFP00000037326	Q58P77
9615.ENSCAFP00000026299	E1UGY9
9615.ENSCAFP00000015805	B6CAC4
9615.ENSCAFP00000034590	E2QZ63
9615.ENSCAFP00000012641	F6UU15
9615.ENSCAFP00000012616	F6UV54
9615.ENSCAFP00000029466	F6V1J0
9615.ENSCAFP00000017510	F6V4W0
9615.ENSCAFP00000004950	F6XDJ5
9615.ENSCAFP00000015596	F6XTL6
9615.ENSCAFP00000004183	F6Y5M8
9615.ENSCAFP00000035911	J9JHI1
9615.ENSCAFP00000037524	J9NT00
9615.ENSCAFP00000036639	J9NU02
9615.ENSCAFP00000000088	J9NV34
9615.ENSCAFP00000037192	J9NVK0
9615.ENSCAFP00000037231	J9NVN9
9615.ENSCAFP00000022085	J9NXL7
9615.ENSCAFP00000038207	J9NY40
9615.ENSCAFP00000038458	J9NYT9
9615.ENSCAFP00000038576	J9NZ56
9615.ENSCAFP00000039431	J9P1K7
9615.ENSCAFP00000039825	J9P2P7
9615.ENSCAFP00000040747	J9P571
9615.ENSCAFP00000040853	J9P5C6
9615.ENSCAFP00000041192	J9P6B0
9615.ENSCAFP00000041209	J9P6C7
9615.ENSCAFP00000041651	J9P7L3
9615.ENSCAFP00000042421	J9P9I8
9615.ENSCAFP00000042505	J9P9S2
9615.ENSCAFP00000043079	J9PBA0
9615.ENSCAFP00000001355	Q5TJF2
9615.ENSCAFP00000014669	O77766
9615.ENSCAFP00000006011	Q6JDK9
9615.ENSCAFP00000037785	Q70ZF1
9615.ENSCAFP00000008634	W0S257
9615.ENSCAFP00000030319	C4MSS9
9615.ENSCAFP00000042126	A2BDG2
9615.ENSCAFP00000032684	E2QSD3
9615.ENSCAFP00000009343	E2QX83
9615.ENSCAFP00000000335	E2QZ05
9615.ENSCAFP00000027729	E2QZB7
9615.ENSCAFP00000005607	F6UTC8
9615.ENSCAFP00000029236	F6X9G7
9615.ENSCAFP00000005344	F6XFY9
9615.ENSCAFP00000040422	J9P4E3
9615.ENSCAFP00000042284	J9P952
9615.ENSCAFP00000024465	Q59I57
9615.ENSCAFP00000028867	Q659L2
9615.ENSCAFP00000019655	A1XFH4
9615.ENSCAFP00000039957	J9P328
9615.ENSCAFP00000017268	F1P6S8
9615.ENSCAFP00000030238	F1P6X3
9615.ENSCAFP00000024294	F1PF56
9615.ENSCAFP00000022033	F1PK46
9615.ENSCAFP00000015290	F1PP08
9615.ENSCAFP00000018118	F1PQ78
9615.ENSCAFP00000001731	F1PQY2
9615.ENSCAFP00000001014	F1PWR2
9615.ENSCAFP00000028164	F1Q2U8
9615.ENSCAFP00000013060	F1Q409
9615.ENSCAFP00000010897	F2Y8Y5
9615.ENSCAFP00000022829	X5IHJ5
9615.ENSCAFP00000030245	F1P6W7
9615.ENSCAFP00000012930	F1P9T1
9615.ENSCAFP00000021534	F1PAI7
9615.ENSCAFP00000024828	F1PBH7
9615.ENSCAFP00000000401	F1PBM9
9615.ENSCAFP00000029162	F1PCH4
9615.ENSCAFP00000030572	F1PD89
9615.ENSCAFP00000007635	F1PDM3
9615.ENSCAFP00000026292	F1PDP5
9615.ENSCAFP00000000701	F1PE19
9615.ENSCAFP00000017406	F1PI09
9615.ENSCAFP00000029948	F1PID2
9615.ENSCAFP00000034599	F1PJT3
9615.ENSCAFP00000018802	F1PK11
9615.ENSCAFP00000040191	F1PKS9
9615.ENSCAFP00000032906	F1PPC3
9615.ENSCAFP00000001795	F1PQ61
9615.ENSCAFP00000006029	F1PR45
9615.ENSCAFP00000025521	F1PVX5
9615.ENSCAFP00000008860	F1PW94
9615.ENSCAFP00000020169	F1PXD5
9615.ENSCAFP00000009758	F1PXZ8
9615.ENSCAFP00000009729	F1PY11
9615.ENSCAFP00000016896	F1PY28
9615.ENSCAFP00000023182	F1PYG5
9615.ENSCAFP00000028810	F1PYP1
9615.ENSCAFP00000009534	F1Q0Z7
9615.ENSCAFP00000040489	F1Q2D4
9615.ENSCAFP00000023334	F1Q2E6
9615.ENSCAFP00000019465	F1Q3R8
9615.ENSCAFP00000016146	F1Q496
9615.ENSCAFP00000023250	F1Q4E7
9615.ENSCAFP00000011253	F1Q4I0
9615.ENSCAFP00000001251	D5IGC9
9615.ENSCAFP00000000727	O98121
9615.ENSCAFP00000017759	Q9GMC6
9615.ENSCAFP00000028942	E2R1F6
9615.ENSCAFP00000017867	Q3HTU2
9615.ENSCAFP00000030321	Q8SF12
9615.ENSCAFP00000000718	O98092
9615.ENSCAFP00000020375	F6V3C1
9615.ENSCAFP00000028831	F6XPD0
9615.ENSCAFP00000015760	F6XUE7
9615.ENSCAFP00000028853	B4YXZ5
9615.ENSCAFP00000037336	F1P7F2
9615.ENSCAFP00000021648	F1P7Y7
9615.ENSCAFP00000019265	F1PAD3
9615.ENSCAFP00000024759	F1PDX8
9615.ENSCAFP00000003990	F1PJP1
9615.ENSCAFP00000018605	F1PQ13
9615.ENSCAFP00000003747	F1PQF2
9615.ENSCAFP00000001310	F1PUF5
9615.ENSCAFP00000008308	F1PWG1
9615.ENSCAFP00000025040	F1Q3Z9
9615.ENSCAFP00000007434	F1P669
9615.ENSCAFP00000042262	F1P9E9
9615.ENSCAFP00000030135	F1PA87
9615.ENSCAFP00000005799	F1PAK9
9615.ENSCAFP00000012263	F1PAV7
9615.ENSCAFP00000007720	F1PB32
9615.ENSCAFP00000000767	F1PE00
9615.ENSCAFP00000029592	F1PE40
9615.ENSCAFP00000031371	F1PG31
9615.ENSCAFP00000017451	F1PHE7
9615.ENSCAFP00000017956	F1PIF1
9615.ENSCAFP00000031240	F1PIZ1
9615.ENSCAFP00000003496	F1PJ04
9615.ENSCAFP00000027424	F1PJ22
9615.ENSCAFP00000000026	F1PJL7
9615.ENSCAFP00000013457	F1PKA8
9615.ENSCAFP00000042403	F1PL46
9615.ENSCAFP00000022903	F1PNX6
9615.ENSCAFP00000027231	F1PP32
9615.ENSCAFP00000006631	F1PQ10
9615.ENSCAFP00000022864	F1PQL2
9615.ENSCAFP00000018541	F1PRU6
9615.ENSCAFP00000006551	F1PSI9
9615.ENSCAFP00000022733	F1PTU6
9615.ENSCAFP00000003069	F1PUU5
9615.ENSCAFP00000034146	F1PVT3
9615.ENSCAFP00000001549	F1PW00
9615.ENSCAFP00000035638	F1PW08
9615.ENSCAFP00000016940	F1PWU1
9615.ENSCAFP00000011648	F1PX01
9615.ENSCAFP00000041615	F1PX92
9615.ENSCAFP00000004486	F1PXP7
9615.ENSCAFP00000028819	F1PYN7
9615.ENSCAFP00000011511	F1PZH8
9615.ENSCAFP00000009586	F1Q0L3
9615.ENSCAFP00000038273	F1Q1M3
9615.ENSCAFP00000016655	F1Q1P8
9615.ENSCAFP00000035230	F1Q3Z0
9615.ENSCAFP00000019272	H9GWC8
9615.ENSCAFP00000034852	E2R1C7
9615.ENSCAFP00000032167	E2QXR2
9615.ENSCAFP00000012390	E2QXW4
9615.ENSCAFP00000025065	E2QYQ5
9615.ENSCAFP00000031722	E2QYS4
9615.ENSCAFP00000016999	E2R0M5
9615.ENSCAFP00000023591	E2R150
9615.ENSCAFP00000035042	L7N0P2
9615.ENSCAFP00000012609	A0JL69
9615.ENSCAFP00000028028	A0JL86
9615.ENSCAFP00000002445	B7VGH0
9615.ENSCAFP00000009581	E2QZW5
9615.ENSCAFP00000011885	E2QZX4
9615.ENSCAFP00000011051	F1P8M6
9615.ENSCAFP00000020635	F1PJF4
9615.ENSCAFP00000016325	F1Q0A1
9615.ENSCAFP00000040582	J9NSP2
9615.ENSCAFP00000036628	J9NTZ1
9615.ENSCAFP00000037076	J9NV84
9615.ENSCAFP00000038534	J9NZ14
9615.ENSCAFP00000039190	J9P0W7
9615.ENSCAFP00000039219	J9P0Z6
9615.ENSCAFP00000016331	J9P5V5
9615.ENSCAFP00000042131	J9P8Q2
9615.ENSCAFP00000043228	J9PBP6
9615.ENSCAFP00000029489	F6V0P6
9615.ENSCAFP00000019574	F6X6Y7
9615.ENSCAFP00000022969	F6XRS2
9615.ENSCAFP00000015885	F6XZU9
9615.ENSCAFP00000015911	B2KN54
9615.ENSCAFP00000001164	B2ZWH8
9615.ENSCAFP00000007426	F1P674
9615.ENSCAFP00000007224	F1PB75
9615.ENSCAFP00000008750	F1PLB0
9615.ENSCAFP00000010316	F1PRJ2
9615.ENSCAFP00000014998	F1P9D4
9615.ENSCAFP00000012307	F1PA26
