283166.BH00340	Q6G581
283166.BH03350	Q6G4K7
283166.BH02350	Q6G4U7
283166.BH02060	Q6G5G2
283166.BH01920	Q6G5I4
283166.BH08260	Q6G3E7
283166.BH15180	Q6G1Y3
283166.BH07830	Q6G3I5
283166.BH10800	Q6G2U4
283166.BH02770	Q6G4Q7
283166.BH02370	Q6G4U5
283166.BH00960	Q6G544
283166.BH11610	Q6G5L9
283166.BH05300	Q6G448
283166.BH03180	Q6G4M3
283166.BH07230	Q6G3N0
283166.BH10140	Q6G301
283166.BH04360	Q6G4D0
283166.BH02920	Q6G4P7
283166.BH00280	Q6G586
283166.BH00930	Q6G5H4
283166.BH12740	Q6G5N7
283166.BH03300	Q6G4L2
283166.BH01090	Q6G535
283166.BH16290	Q6G1P6
283166.BH09690	Q6G340
283166.BH03990	Q6G4E6
283166.BH01620	Q6G4Y6
283166.BH03340	Q6G4K8
283166.BH04950	Q6G473
283166.BH14410	Q6G227
283166.BH03610	Q6G4I2
283166.BH01300	Q6G514
283166.BH16170	Q6G1Q7
283166.BH13190	Q6G2C6
283166.BH08860	Q6G397
283166.BH00800	Q6G5E9
283166.BH11560	Q6G5M3
283166.BH09810	Q6G328
283166.BH00460	Q6G572
283166.BH08210	Q6G3F2
283166.BH01480	Q6G500
283166.BH08110	Q6G3G2
283166.BH08520	Q6G3D0
283166.BH13640	Q6G287
283166.BH08190	Q6G3F4
283166.BH04440	Q6G4C2
283166.BH06630	Q6G3T8
283166.BH02330	Q6G4U9
283166.BH14470	Q6G222
283166.BH10070	Q6G308
283166.BH09050	Q6G381
283166.BH06510	Q6G3U7
283166.BH06370	Q6G3W0
283166.BH03410	Q6G4K1
283166.BH03230	Q6G4L8
283166.BH04150	Q6G5K8
283166.BH15930	Q6G5T0
283166.BH15110	Q6G1Y8
283166.BH03570	Q6G4I6
283166.BH02960	Q6G4P3
283166.BH14800	Q6G5P3
283166.BH16210	Q6G1Q3
283166.BH14150	Q6G251
283166.BH11770	Q6G2M0
283166.BH09230	Q6G366
283166.BH08350	Q6G3D8
283166.BH06520	Q6G3U6
283166.BH00110	Q6G5A1
283166.BH10250	Q6G2Z1
283166.BH07900	Q6G3H9
283166.BH07650	Q6G3K2
283166.BH02880	Q6G4Q1
283166.BH02220	Q6G4W0
283166.BH06980	Q6G3Q5
283166.BH16300	Q6G1P5
283166.BH15840	Q6G1R7
283166.BH14370	Q6G231
283166.BH07970	Q6G3H2
283166.BH07790	Q6G3I9
283166.BH06580	Q6G3U2
283166.BH06040	Q6G3Y1
283166.BH04870	Q6G481
283166.BH03430	Q6G4J9
283166.BH01530	Q6G4Z5
283166.BH13460	Q6G2A1
283166.BH04280	Q6G4D8
283166.BH15280	Q6G1X3
283166.BH12030	Q6G2J8
283166.BH11520	Q6G2N3
283166.BH11390	Q6G2P2
283166.BH10960	Q6G2T0
283166.BH09110	Q6G375
283166.BH03810	Q6G4G3
283166.BH03640	Q6G4H9
283166.BH02870	Q6G4Q2
283166.BH02860	Q6G4Q3
283166.BH02660	Q6G4R7
283166.BH01200	Q6G524
283166.BH05150	Q6G5H2
283166.BH14850	Q6G5R5
283166.BH08780	Q6G3A5
283166.BH15200	Q6G1Y1
283166.BH02840	Q6G4Q5
283166.BH14560	Q6G213
283166.BH14520	Q6G217
283166.BH14120	Q6G254
283166.BH11440	Q6G2N7
283166.BH01430	Q6G505
283166.BH00330	Q6G582
283166.BH01900	Q6G5I6
283166.BH14750	Q6G5P6
283166.BH05190	Q6G5G8
283166.BH14550	Q6G214
283166.BH10650	Q6G2V1
283166.BH07240	Q6G3M9
283166.BH08890	Q6G394
283166.BH15210	Q6G1Y0
283166.BH14350	Q6G233
283166.BH08320	Q6G3E1
283166.BH05960	Q6G3Y6
283166.BH05750	Q6G405
283166.BH03120	Q6G4M9
283166.BH02990	Q6G4P0
283166.BH13850	Q6G279
283166.BH14060	Q6G260
283166.BH12530	Q6G2F6
283166.BH03890	Q6G4F6
283166.BH16150	Q6G1Q9
283166.BH12380	Q6G2G9
283166.BH06550	Q6G3U4
283166.BH05080	Q6G460
283166.BH03920	Q6G4F3
283166.BH03740	Q6G4G9
283166.BH01050	Q6G537
283166.BH02120	Q6G5F6
283166.BH13620	Q6G288
283166.BH03690	Q6G4H4
283166.BH14620	Q6G207
283166.BH13480	Q6G299
283166.BH05240	Q6G453
283166.BH04530	Q6G4B3
283166.BH02250	Q6G4V7
283166.BH14870	Q6G5R3
283166.BH15960	Q6G5S6
283166.BH10740	Q6G2U7
283166.BH03030	Q6G4N7
283166.BH09500	Q6G5M6
283166.BH10820	Q6G2U2
283166.BH07470	Q6G3M0
283166.BH15290	Q6G1X2
283166.BH14450	Q6G224
283166.BH01590	Q6G4Y9
283166.BH00160	Q6G596
283166.BH16450	Q6G1N1
283166.BH16220	Q6G1Q2
283166.BH10020	Q6G312
283166.BH09660	Q6G343
283166.BH04790	Q6G489
283166.BH16080	Q6G5B7
283166.BH11510	Q6G2N4
283166.BH05160	Q6G5H1
283166.BH12080	Q6G2J3
283166.BH15980	Q6G5S4
283166.BH15010	Q6G1Z8
283166.BH12100	Q6G2J1
283166.BH08490	Q6G3D3
283166.BH06830	Q6G3R9
283166.BH05640	Q6G416
283166.BH03980	Q6G4E7
283166.BH01040	Q6G538
283166.BH09540	Q6G5S1
283166.BH11550	Q6G5L4
283166.BH16340	Q6G1P1
283166.BH06660	Q6G3T5
283166.BH03010	Q6G4N9
283166.BH02900	Q6G4P9
283166.BH01110	Q6G533
283166.BH14660	Q6G205
283166.BH12480	Q6G2G0
283166.BH14830	Q6G5R7
283166.BH15570	Q6G1U4
283166.BH16550	Q6G1M2
283166.BH14180	Q6G248
283166.BH13940	Q6G272
283166.BH10830	Q6G2U1
283166.BH08540	Q6G3C8
283166.BH05900	Q6G3Z1
283166.BH05220	Q6G455
283166.BH05060	Q6G462
283166.BH02590	Q6G4S4
283166.BH01450	Q6G503
283166.BH08500	Q6G3D2
283166.BH00260	Q6G588
283166.BH14310	Q6G237
283166.BH06140	Q6G3X1
283166.BH03630	Q6G4I0
283166.BH04060	Q6G5J9
283166.BH01540	Q6G4Z4
283166.BH11040	Q6G2S3
283166.BH04300	Q6G4D6
283166.BH01630	Q6G4Y5
283166.BH10120	Q6G303
283166.BH15540	Q6G1U7
283166.BH14230	Q6G243
283166.BH00360	Q6G580
283166.BH02030	Q6G5F3
283166.BH09770	Q6G332
283166.BH05670	Q6G413
283166.BH06760	Q6G3S5
283166.BH02430	Q6G4T9
283166.BH00080	Q6G5A4
283166.BH14000	Q6G266
283166.BH09240	Q6G365
283166.BH08340	Q6G3D9
283166.BH06620	Q6G3T9
283166.BH03960	Q6G4E9
283166.BH15910	Q6G5T2
283166.BH14580	Q6G211
283166.BH10200	Q6G2Z6
283166.BH05990	Q6G3Y3
283166.BH04820	Q6G486
283166.BH12770	Q6G5N4
