353153.XP_810529.1	P18269
353153.XP_807305.1	K4E977
353153.XP_816563.1	K4E982
353153.XP_809424.1	K4EA42
353153.XP_808572.1	K4EAY8
353153.XP_816840.1	K4E014
353153.XP_817090.1	K4E2K2
353153.XP_817784.1	K4ED87
353153.XP_805616.1	K4EDX0
353153.XP_819408.1	K4DJ58
353153.XP_814114.1	K4DTL3
353153.XP_810985.1	K4DV76
353153.XP_802183.1	K4DVF9
353153.XP_806995.1	K4DVG3
353153.XP_819442.1	K4DVK0
353153.XP_821614.1	K4DXX9
353153.XP_820720.1	K4DZ89
353153.XP_819508.1	K4E047
353153.XP_816652.1	K4E1S8
353153.XP_817146.1	K4E1V4
353153.XP_815953.1	K4E2Z0
353153.XP_816043.1	K4E3E5
353153.XP_817727.1	K4E6D7
353153.XP_815886.1	K4E6Y4
353153.XP_810248.1	K4E745
353153.XP_815861.1	K4E849
353153.XP_814423.1	K4EAB6
353153.XP_820420.1	K4EAP9
353153.XP_817923.1	K4EB15
353153.XP_803129.1	K4ECW7
353153.XP_807116.1	Q9NG31
353153.XP_817414.1	K4DJX2
353153.XP_818072.1	K4DKF8
353153.XP_803509.1	K4DLX7
353153.XP_813118.1	K4DRH4
353153.XP_815033.1	K4DRW4
353153.XP_808881.1	K4DTA8
353153.XP_822047.1	K4DTD8
353153.XP_820701.1	K4E088
353153.XP_821490.1	K4E197
353153.XP_803208.1	K4E1U1
353153.XP_822094.1	K4E2Q7
353153.XP_821810.1	K4E384
353153.XP_807519.1	K4E787
353153.XP_810133.1	K4E7E4
353153.XP_814434.1	K4E7G8
353153.XP_815525.1	K4E9K9
353153.XP_813624.1	K4EB58
353153.XP_813008.1	K4EDW0
353153.XP_818869.1	K4DY50
353153.XP_816846.1	K4DYV7
353153.XP_821805.1	K4E4K1
353153.XP_810022.1	K4DNB4
353153.XP_817362.1	K4DPZ5
353153.XP_808117.1	K4DR96
353153.XP_811129.1	K4DWV3
353153.XP_821875.1	K4DX97
353153.XP_815798.1	K4DYB8
353153.XP_817950.1	K4DZ11
353153.XP_820781.1	K4DZH7
353153.XP_820712.1	K4E094
353153.XP_821491.1	K4E0L2
353153.XP_807066.1	K4E1I4
353153.XP_819103.1	K4E2Z3
353153.XP_821008.1	K4E3M0
353153.XP_808518.1	K4E6T2
353153.XP_816226.1	K4E6X7
353153.XP_808519.1	K4E7H8
353153.XP_819439.1	K4E7S1
353153.XP_813349.1	K4EAA5
353153.XP_820424.1	K4EBE5
353153.XP_812874.1	K4DM97
353153.XP_816962.1	K4DMB6
353153.XP_802843.1	K4DSD7
353153.XP_811274.1	K4DTY4
353153.XP_820150.1	K4DV15
353153.XP_807012.1	K4DXR1
353153.XP_817964.1	K4DXS8
353153.XP_819511.1	K4E0R6
353153.XP_815859.1	K4E0T8
353153.XP_809005.1	K4E1E5
353153.XP_821192.1	K4E2I7
353153.XP_804692.1	K4E2M4
353153.XP_817503.1	K4E3H5
353153.XP_809028.1	K4E3Q8
353153.XP_809999.1	K4E645
353153.XP_810824.1	K4E6R8
353153.XP_815597.1	K4E7F6
353153.XP_813937.1	K4E833
353153.XP_807877.1	K4EAQ8
353153.XP_816733.1	K4EDD1
353153.XP_804155.1	K4EE25
353153.XP_814885.1	D3JLC8
353153.XP_818056.1	K4DKK5
353153.XP_814396.1	K4DKQ8
353153.XP_820524.1	K4DPG3
353153.XP_817288.1	K4E3D2
353153.XP_809624.1	K4DR94
353153.XP_811882.1	K4DSX7
353153.XP_805451.1	K4DUB1
353153.XP_822036.1	K4DUF1
353153.XP_816696.1	K4DUN8
353153.XP_802340.1	K4DW36
353153.XP_818288.1	K4DY44
353153.XP_818872.1	K4DYQ9
353153.XP_807597.1	K4DYR0
353153.XP_810160.1	K4E0H7
353153.XP_806458.1	K4E7N5
353153.XP_809336.1	K4E7Y7
353153.XP_810193.1	K4E8Q2
353153.XP_815536.1	K4E984
353153.XP_819617.1	K4E9B9
353153.XP_819807.1	K4E9X6
353153.XP_819784.1	K4E9X8
353153.XP_815209.1	K4EAP6
353153.XP_812920.1	K4EE34
353153.XP_810417.1	K4DKE0
353153.XP_810460.1	K4DM14
353153.XP_808023.1	K4DNF6
353153.XP_808135.1	K4DNR0
353153.XP_817977.1	K4DU31
353153.XP_811068.1	K4DUI6
353153.XP_810420.1	K4DXR8
353153.XP_814590.1	K4DXS7
353153.XP_813699.1	K4DY28
353153.XP_818454.1	K4DYB9
353153.XP_810798.1	K4E1D6
353153.XP_809079.1	K4E2Z8
353153.XP_817293.1	K4E4P2
353153.XP_809022.1	K4E525
353153.XP_814954.1	K4E5D3
353153.XP_814739.1	K4E6E2
353153.XP_808075.1	K4E743
353153.XP_819028.1	K4E7A6
353153.XP_807693.1	K4E7N8
353153.XP_813762.1	K4E969
353153.XP_808313.1	K4EA87
353153.XP_819776.1	K4EAF1
353153.XP_813605.1	K4EBB2
353153.XP_811630.1	K4EDD7
353153.XP_811961.1	K4EE46
353153.XP_819230.1	Q8T2V8
353153.XP_803246.1	K4DQS5
353153.XP_816920.1	K4DR42
353153.XP_815242.1	K4DSY9
353153.XP_809245.1	K4DT34
353153.XP_813819.1	K4DUA2
353153.XP_818798.1	K4DUC5
353153.XP_821774.1	K4DW59
353153.XP_818031.1	K4DYY9
353153.XP_819691.1	K4E193
353153.XP_822132.1	K4E1I7
353153.XP_818981.1	K4E567
353153.XP_807939.1	K4E5L9
353153.XP_806747.1	K4E6B6
353153.XP_810821.1	K4E6S2
353153.XP_815302.1	K4E6T4
353153.XP_806262.1	K4E7R2
353153.XP_820214.1	K4E9H0
353153.XP_816087.1	K4ECX1
353153.XP_818036.1	K4DXS1
353153.XP_814713.1	K4DXX1
353153.XP_809518.1	K4DZG0
353153.XP_814091.1	K4E086
353153.XP_820703.1	K4E091
353153.XP_811783.1	K4E0I2
353153.XP_805579.1	K4E0S8
353153.XP_814133.1	K4E108
353153.XP_818685.1	K4E1G9
353153.XP_813007.1	K4EE18
353153.XP_814885.1	D3JLC2
353153.XP_802455.1	K4DIX1
353153.XP_813301.1	K4DJ60
353153.XP_814385.1	K4DKR3
353153.XP_820035.1	K4DLT4
353153.XP_807134.1	K4DM68
353153.XP_816448.1	K4DPV4
353153.XP_811861.1	K4DW52
353153.XP_810889.1	K4DX73
353153.XP_821100.1	K4DZ34
353153.XP_819304.1	K4E2W9
353153.XP_803351.1	K4E5B2
353153.XP_810062.1	K4E5G9
353153.XP_808733.1	K4E6R2
353153.XP_804488.1	K4E9M5
353153.XP_813780.1	K4E9U6
353153.XP_806772.1	K4EE77
353153.XP_817763.1	K4DRJ0
353153.XP_814278.1	K4DRM7
353153.XP_803408.1	K4DTR9
353153.XP_816688.1	K4DUN0
353153.XP_811527.1	K4DUS3
353153.XP_819460.1	K4DY70
353153.XP_803941.1	K4DYQ5
353153.XP_817660.1	K4E1H2
353153.XP_822083.1	K4E1L5
353153.XP_809270.1	K4E2F9
353153.XP_822135.1	K4E2S3
353153.XP_817799.1	K4E3F1
353153.XP_805872.1	K4E515
353153.XP_804747.1	K4E6H8
353153.XP_808493.1	K4E940
353153.XP_818098.1	K4E9I0
353153.XP_816737.1	K4E9P3
353153.XP_807941.1	K4EB16
353153.XP_810687.1	K4EB37
353153.XP_813633.1	K4EB43
353153.XP_821468.1	K4EBY9
353153.XP_805752.1	K4ED39
353153.XP_815082.1	U5XNT9
353153.XP_804256.1	O15637
353153.XP_818962.1	O77405
353153.XP_810676.1	Q05507
353153.XP_822104.1	Q6T427
353153.XP_813604.1	Q33DN4
353153.XP_806738.1	Q7YZA9
353153.XP_818579.1	O15642
353153.XP_804086.1	Q26916
353153.XP_810605.1	O15777
353153.XP_807098.1	Q6QT95
353153.XP_820032.1	Q9NC92
353153.XP_805951.1	Q9NDU3
353153.XP_804772.1	O96634
353153.XP_807985.1	Q6UBE7
353153.XP_813379.1	Q9GPM6
353153.XP_820174.1	J3JZZ1
353153.XP_814843.1	Q3S4W7
353153.XP_821038.1	Q6WB05
353153.XP_821877.1	Q8T1Q0
353153.XP_816569.1	Q95VX7
353153.XP_811130.1	Q6ZXB9
353153.XP_804328.1	E3P9Y3
353153.XP_807380.1	Q7Z0B9
353153.XP_812757.1	K4DIF3
353153.XP_810804.1	O96673
353153.XP_815234.1	Q7JPX9
353153.XP_803264.1	Q7YXJ5
353153.XP_809497.1	I3QDX1
353153.XP_806809.1	I3QEX9
353153.XP_820967.1	I3QED3
353153.XP_819221.1	I3QES8
353153.XP_813173.1	I3QF19
353153.XP_814215.1	K4DKH0
353153.XP_811680.1	K4DQS6
353153.XP_815198.1	K4DXV9
353153.XP_813139.1	K4DY39
353153.XP_809462.1	K4DYQ8
353153.XP_818991.1	K4E4V1
353153.XP_811248.1	K4E5K2
353153.XP_818107.1	K4E9U2
353153.XP_808051.1	K4DNF4
353153.XP_805435.1	K4DPI6
353153.XP_804993.1	K4DUI5
353153.XP_820962.1	K4DX56
353153.XP_820707.1	K4DZ90
353153.XP_814997.1	K4EDU3
353153.XP_812563.1	K4DLI6
353153.XP_810474.1	K4DP20
353153.XP_806246.1	K4DPV7
353153.XP_818450.1	K4DXX5
353153.XP_811426.1	K4DZC5
353153.XP_815145.1	K4E642
353153.XP_817933.1	K4EAS7
353153.XP_804363.1	K4ED58
353153.XP_820967.1	I3QEF0
353153.XP_814628.1	I3QEA2
353153.XP_817923.1	I3QFC2
353153.XP_820455.1	Q26866
353153.XP_808072.1	Q5XXD9
353153.XP_815558.1	Q9U681
353153.XP_812543.1	K4DM56
353153.XP_804298.1	K4DPI3
353153.XP_812438.1	K4DTD4
353153.XP_808145.1	K4DTZ7
353153.XP_807068.1	K4DUE8
353153.XP_806125.1	K4DUG2
353153.XP_815717.1	K4DV01
353153.XP_806979.1	K4DWK8
353153.XP_815256.1	K4DWS4
353153.XP_812765.1	K4DXM5
353153.XP_810642.1	K4E8T4
353153.XP_809591.1	K4E9J6
353153.XP_811228.1	K4EAY6
353153.XP_810022.1	K4ECJ6
353153.XP_808108.1	K4ED42
353153.XP_813614.1	K4DQY3
353153.XP_815353.1	K4DU42
353153.XP_818882.1	K4DYE2
353153.XP_812292.1	K4DZE2
353153.XP_808534.1	K4DZT3
353153.XP_804349.1	K4DZT8
353153.XP_804072.1	K4E017
353153.XP_815571.1	K4E061
353153.XP_815609.1	K4E0L9
353153.XP_818615.1	K4E1A5
353153.XP_811660.1	K4E2F7
353153.XP_808966.1	K4E2R4
353153.XP_821793.1	K4E3K3
353153.XP_809099.1	K4E4D1
353153.XP_819681.1	K4E5B5
353153.XP_805641.1	K4E5E7
353153.XP_811799.1	K4E610
353153.XP_806487.1	K4E6L5
353153.XP_818932.1	K4E6S4
353153.XP_820078.1	K4E9Y5
353153.XP_807385.1	K4EAU0
353153.XP_808600.1	K4EDW9
353153.XP_814930.1	Q26851
353153.XP_820174.1	Q26884
353153.XP_819103.1	Q6Y8Q5
353153.XP_803101.1	Q9NIR0
353153.XP_809773.1	R4UXL0
353153.XP_821447.1	E3P9X7
353153.XP_806809.1	I3QEY6
353153.XP_813173.1	I3QF02
353153.XP_819226.1	Q8T2W3
353153.XP_806417.1	G4WJW8
353153.XP_813376.1	Q9GPL4
353153.XP_820623.1	I3QE60
353153.XP_813173.1	I3QF15
353153.XP_817923.1	I3QFA4
353153.XP_820967.1	I3QEE8
353153.XP_809229.1	I3QEU9
353153.XP_802993.1	I3QF58
353153.XP_817923.1	I3QFA7
353153.XP_809552.1	A8W1K9
353153.XP_804249.1	I3QE91
353153.XP_820967.1	I3QEF3
353153.XP_819758.1	I3QEI2
353153.XP_821186.1	I3QF36
353153.XP_813334.1	Q86M64
353153.XP_811132.1	K4DWG2
353153.XP_812121.1	K4DYJ2
353153.XP_817892.1	K4EBD4
353153.XP_811771.1	K4EDZ3
353153.XP_820910.1	K4DYN0
353153.XP_814299.1	K4E659
353153.XP_817769.1	Q6Y3Z8
353153.XP_805843.1	Q9GU94
353153.XP_817672.1	C7FF03
353153.XP_820274.1	I3QE85
353153.XP_817923.1	I3QFB2
353153.XP_811160.1	K4E943
353153.XP_820215.1	K4E9S7
353153.XP_811786.1	Q56VB8
353153.XP_820281.1	K4DUI9
353153.XP_820933.1	K4DX29
353153.XP_818291.1	K4DXQ0
353153.XP_818202.1	K4DYK6
353153.XP_808388.1	K4DYX3
353153.XP_817132.1	K4E0W1
353153.XP_804203.1	K4E1L7
353153.XP_811668.1	K4E2F5
353153.XP_813374.1	K4E351
353153.XP_816407.1	K4E3N0
353153.XP_814290.1	K4E653
353153.XP_817673.1	Q9U532
353153.XP_820107.1	Q6T434
353153.XP_810130.1	Q9TX08
353153.XP_808951.1	K4DT39
353153.XP_818077.1	K4DUQ1
353153.XP_821920.1	K4DUX3
353153.XP_819842.1	K4E0Z0
353153.XP_803810.1	K4E2P8
353153.XP_811776.1	K4EDZ7
353153.XP_815082.1	A0A0A0Q625
353153.XP_805782.1	K4DZ38
353153.XP_819870.1	K4E0R0
353153.XP_808172.1	K4E2A5
353153.XP_817814.1	K4E3T3
353153.XP_810326.1	K4E7E1
353153.XP_807702.1	K4E7R1
353153.XP_806525.1	K4EAB3
353153.XP_819375.1	K4EAC4
353153.XP_812863.1	K4EBM1
353153.XP_817767.1	K4DR85
353153.XP_817192.1	K4DTS7
353153.XP_821123.1	K4DYT6
353153.XP_819892.1	K4E056
353153.XP_814912.1	K4E296
353153.XP_819284.1	K4E2H8
353153.XP_810333.1	K4E6W5
353153.XP_819055.1	K4E7Z3
353153.XP_815216.1	K4DRD6
353153.XP_815113.1	K4DW01
353153.XP_806606.1	K4DZE6
353153.XP_817523.1	K4E381
353153.XP_814636.1	K4E5Y4
353153.XP_819021.1	K4E709
353153.XP_808200.1	K4EBK1
353153.XP_814799.1	Q6T438
353153.XP_814933.1	Q50HP9
353153.XP_814885.1	Q7Z0C3
353153.XP_804155.1	I3QEQ4
353153.XP_809229.1	I3QEV2
353153.XP_806809.1	I3QEZ4
353153.XP_813173.1	I3QF22
353153.XP_807496.1	I3QF47
353153.XP_802864.1	I3QF96
353153.XP_817923.1	I3QFC6
353153.XP_816035.1	I3QFD9
353153.XP_812905.1	O96604
353153.XP_821948.1	O61115
353153.XP_813042.1	K4DLH0
353153.XP_820500.1	K4DP10
353153.XP_816891.1	K4E0P3
353153.XP_819039.1	K4E7Y0
353153.XP_818253.1	K4EA49
353153.XP_805694.1	K4DSZ1
353153.XP_814358.1	K4DX81
353153.XP_810566.1	K4DYY1
353153.XP_814893.1	K4E862
353153.XP_820426.1	K4EB56
353153.XP_813539.1	K4ED73
353153.XP_816569.1	Q95VX8
353153.XP_813652.1	Q8T1A3
353153.XP_808097.1	Q6QT93
353153.XP_808325.1	G4WJZ8
353153.XP_817923.1	I3QFB4
353153.XP_820967.1	I3QEI6
353153.XP_819221.1	I3QEQ7
353153.XP_820274.1	I3QE84
353153.XP_819758.1	I3QEF6
353153.XP_812591.1	Q2TV22
353153.XP_810795.1	K4E7M7
353153.XP_807632.1	K4DLR7
353153.XP_816963.1	K4DLY7
353153.XP_809917.1	K4DR41
353153.XP_806849.1	K4DU84
353153.XP_807320.1	K4DZW7
353153.XP_819840.1	K4E0Y6
353153.XP_815675.1	K4E2Z7
353153.XP_814674.1	K4E3P6
353153.XP_811984.1	K4E9G7
353153.XP_810483.1	Q9NB68
353153.XP_814885.1	D3JLE9
353153.XP_814792.1	K4DMK1
353153.XP_815897.1	K4DR25
353153.XP_815225.1	K4DS86
353153.XP_818331.1	K4DTH8
353153.XP_807092.1	K4DTX0
353153.XP_817982.1	K4DU28
353153.XP_810983.1	K4DUM1
353153.XP_806686.1	K4DXF8
353153.XP_809463.1	K4DYI3
353153.XP_815791.1	K4DYX9
353153.XP_809955.1	K4DZD1
353153.XP_822134.1	K4E249
353153.XP_822127.1	K4E2T4
353153.XP_815960.1	K4E3K1
353153.XP_806857.1	K4E4H5
353153.XP_808810.1	K4E5R7
353153.XP_815579.1	K4E7Q5
353153.XP_818254.1	K4E9U5
353153.XP_810279.1	K4EB82
353153.XP_821424.1	K4EC46
353153.XP_814777.1	K4EDC9
353153.XP_809435.1	K4EDM5
353153.XP_818578.1	Q598P5
353153.XP_815082.1	A0A0A0Q3X9
353153.XP_819970.1	K4DJT2
353153.XP_812157.1	K4DJW9
353153.XP_816999.1	K4DLF2
353153.XP_804658.1	K4DLP0
353153.XP_805723.1	K4DSW8
353153.XP_820837.1	K4DW37
353153.XP_805588.1	K4DXC4
353153.XP_822133.1	K4E1H0
353153.XP_816406.1	K4E3D4
353153.XP_813093.1	K4E598
353153.XP_819749.1	K4EA12
353153.XP_805843.1	H2CS96
353153.XP_811786.1	Q4U0U7
353153.XP_820274.1	I3QE89
353153.XP_806809.1	I3QEZ0
353153.XP_808845.1	Q53I60
353153.XP_821355.1	K4DW18
353153.XP_819168.1	K4DWI0
353153.XP_821890.1	K4DWX6
353153.XP_811314.1	K4DZG7
353153.XP_803915.1	K4E190
353153.XP_804850.1	K4E5R5
353153.XP_819930.1	K4E8R9
353153.XP_808213.1	Q9NFJ1
353153.XP_816701.1	A0A088CGH7
353153.XP_808770.1	K4DM72
353153.XP_810400.1	K4DYN6
353153.XP_808554.1	K4E228
353153.XP_816039.1	K4E438
353153.XP_817507.1	K4E4B8
353153.XP_809345.1	K4E5L4
353153.XP_814390.1	K4DKQ3
353153.XP_807243.1	K4DP18
353153.XP_811352.1	K4DP98
353153.XP_817357.1	K4DPZ0
353153.XP_815355.1	K4DUG9
353153.XP_819415.1	K4DUX7
353153.XP_820934.1	K4DY15
353153.XP_819238.1	K4DYV1
353153.XP_803477.1	K4E140
353153.XP_821170.1	K4E169
353153.XP_817697.1	K4E3K5
353153.XP_808128.1	K4E5Y9
353153.XP_814636.1	K4E693
353153.XP_818270.1	K4E8M6
353153.XP_819752.1	K4E8U8
353153.XP_814451.1	K4EAJ7
353153.XP_812537.1	K4EAT5
353153.XP_812626.1	K4EDE1
353153.XP_804567.1	A4GWE6
353153.XP_815199.1	Q9NG33
353153.XP_807499.1	B3VSM8
353153.XP_810700.1	B5U6U5
353153.XP_804217.1	A5YQ14
353153.XP_818578.1	C4PD06
353153.XP_815745.1	Q86QI7
353153.XP_809745.1	G0Z0V7
353153.XP_818351.1	K4DJR7
353153.XP_807954.1	K4DLH3
353153.XP_814808.1	K4DM57
353153.XP_810683.1	K4DPD9
353153.XP_806951.1	K4DYJ5
353153.XP_814913.1	K4E207
353153.XP_817698.1	K4E3N9
353153.XP_809102.1	K4E437
353153.XP_809840.1	K4E6U0
353153.XP_814301.1	K4E746
353153.XP_812569.1	K4E797
353153.XP_814028.1	K4E7E6
353153.XP_813182.1	K4EDZ4
353153.XP_817766.1	Q7JNK1
353153.XP_807207.1	Q4JH30
353153.XP_802528.1	I3QEA7
353153.XP_809321.1	K4DQZ7
353153.XP_809123.1	K4DT73
353153.XP_819443.1	K4DV60
353153.XP_804409.1	K4E692
353153.XP_812854.1	K4EBL7
353153.XP_821051.1	K4EBU7
353153.XP_809450.1	K4DWR2
353153.XP_808044.1	K4E359
353153.XP_817492.1	K4E417
353153.XP_807763.1	K4E431
353153.XP_808414.1	K4E4B0
353153.XP_815426.1	K4E4L1
353153.XP_810253.1	K4E7H5
353153.XP_806614.1	K4E7X6
353153.XP_814030.1	J7FEI1
353153.XP_814885.1	D3JLB4
353153.XP_819011.1	K4DLE6
353153.XP_820576.1	K4DNG1
353153.XP_806176.1	K4DTE3
353153.XP_811021.1	K4DTM0
353153.XP_821560.1	K4DTZ4
353153.XP_804984.1	K4DUB8
353153.XP_811073.1	K4DUJ1
353153.XP_812664.1	K4DW14
353153.XP_812027.1	K4DXM0
353153.XP_815255.1	K4DXQ6
353153.XP_810398.1	K4DY18
353153.XP_819244.1	K4DYU6
353153.XP_813955.1	K4DYV9
353153.XP_816186.1	K4DZ15
353153.XP_818672.1	K4E0U9
353153.XP_808649.1	K4E1Q7
353153.XP_817086.1	K4E1Y0
353153.XP_821167.1	K4E2F6
353153.XP_809735.1	K4E2G8
353153.XP_822097.1	K4E2U5
353153.XP_813805.1	K4E4S3
353153.XP_809526.1	K4E4Y8
353153.XP_805965.1	K4E537
353153.XP_805915.1	K4E6Y2
353153.XP_815582.1	K4E7Q9
353153.XP_819916.1	K4E8G5
353153.XP_819608.1	K4E8P3
353153.XP_819607.1	K4E9B3
353153.XP_813242.1	K4E9Y3
353153.XP_817939.1	K4EAF5
353153.XP_814444.1	K4EAK2
353153.XP_807874.1	K4EAR3
353153.XP_813632.1	K4EBN1
353153.XP_808817.1	K4EDL8
353153.XP_819480.1	K4EDT0
353153.XP_809041.1	P90595
353153.XP_817546.1	Q8I9P6
353153.XP_813825.1	Q6QCX7
353153.XP_821975.1	Q86PF9
353153.XP_819430.1	D7RU30
353153.XP_807380.1	Q7Z0C0
353153.XP_821930.1	Q8I728
353153.XP_812821.1	K4DLP5
353153.XP_807744.1	K4DN64
353153.XP_820514.1	K4DP39
353153.XP_813241.1	K4EAH9
353153.XP_803099.1	G1ECH3
353153.XP_803108.1	K4DLZ5
353153.XP_820861.1	K4DW23
353153.XP_816845.1	K4DYT4
353153.XP_819690.1	K4E173
353153.XP_813307.1	K4E522
353153.XP_816671.1	K4EBS4
353153.XP_809497.1	I3QDZ6
353153.XP_819758.1	I3QED2
353153.XP_817666.1	A5PGV9
353153.XP_821071.1	E3P9Z7
353153.XP_810483.1	O96311
353153.XP_818080.1	K4DUP6
353153.XP_809155.1	K4DNG5
353153.XP_821588.1	K4DTN0
353153.XP_810984.1	K4DUA0
353153.XP_820620.1	K4DX24
353153.XP_821613.1	K4DY64
353153.XP_806259.1	K4DYE7
353153.XP_811023.1	K4DZA6
353153.XP_809557.1	K4E2R0
353153.XP_810060.1	K4E547
353153.XP_817578.1	K4E584
353153.XP_804351.1	K4EBG6
353153.XP_804884.1	K4EBM7
353153.XP_806055.1	K4EBN9
353153.XP_821061.1	K4EBU0
353153.XP_820337.1	Q71MD6
353153.XP_820174.1	O43962
353153.XP_818086.1	Q8T2Z5
353153.XP_814885.1	G0Z1F9
353153.XP_811592.1	K4DJ78
353153.XP_818637.1	K4DJI0
353153.XP_804622.1	K4DXI8
353153.XP_814985.1	K4EDQ6
353153.XP_810659.1	K4DM52
353153.XP_806066.1	K4DY12
353153.XP_814680.1	K4E3E6
353153.XP_815576.1	K4E8V9
353153.XP_816738.1	K4EAA1
353153.XP_803063.1	K4EAU3
353153.XP_810626.1	K4ECS2
353153.XP_817798.1	K4EDT1
353153.XP_814230.1	K4DJY8
353153.XP_813935.1	K4DLK3
353153.XP_808001.1	K4DNK3
353153.XP_810232.1	K4DQV8
353153.XP_816756.1	K4DSY2
353153.XP_806887.1	K4DVB5
353153.XP_820909.1	K4DZL8
353153.XP_821468.1	K4DZN8
353153.XP_816836.1	K4E020
353153.XP_810804.1	K4E0S4
353153.XP_817085.1	K4E1Z2
353153.XP_809493.1	K4E2K1
353153.XP_813382.1	K4E2T7
353153.XP_803059.1	K4E468
353153.XP_805097.1	K4E669
353153.XP_807663.1	K4E9V7
353153.XP_814506.1	K4E9W0
353153.XP_814452.1	K4EAE5
353153.XP_820432.1	K4EAT9
353153.XP_816393.1	K4EBX6
353153.XP_812389.1	A5YQG3
353153.XP_814657.1	K4E2P5
353153.XP_813097.1	K4E5P6
353153.XP_817231.1	K4EAJ6
353153.XP_804792.1	Q8T1A8
353153.XP_815934.1	K4E161
353153.XP_819019.1	K4E6Z1
353153.XP_807520.1	K4E7H0
353153.XP_813173.1	I3QF07
353153.XP_814798.1	K4DM91
353153.XP_810351.1	K4E4F3
353153.XP_804309.1	K4EAA3
353153.XP_820271.1	Q49TP7
353153.XP_804087.1	K4DPX2
353153.XP_804773.1	K4E2V1
353153.XP_815327.1	Q8T5T9
353153.XP_804215.1	A5YQ22
353153.XP_814030.1	J7FDU9
353153.XP_820895.1	J7JZ92
353153.XP_815327.1	D3JLB2
353153.XP_814885.1	D3JLF0
353153.XP_818840.1	K4DJP5
353153.XP_810629.1	K4DJV3
353153.XP_815052.1	K4DKG1
353153.XP_808095.1	K4DKV4
353153.XP_807553.1	K4DLT0
353153.XP_816451.1	K4DQ13
353153.XP_809588.1	K4DSZ7
353153.XP_818123.1	K4DTI7
353153.XP_821467.1	K4DU56
353153.XP_807255.1	K4DWW2
353153.XP_815800.1	K4DYW9
353153.XP_821608.1	K4DZ59
353153.XP_807919.1	K4DZK5
353153.XP_807748.1	K4DZV1
353153.XP_814197.1	K4E1G0
353153.XP_819822.1	K4E200
353153.XP_811665.1	K4E231
353153.XP_815679.1	K4E3B1
353153.XP_807504.1	K4E3E0
353153.XP_809497.1	K4E3W6
353153.XP_818988.1	K4E4H6
353153.XP_817569.1	K4E4Y2
353153.XP_819661.1	K4E519
353153.XP_813086.1	K4E5E6
353153.XP_808371.1	K4E5S1
353153.XP_807493.1	K4E6A5
353153.XP_809629.1	K4E6N7
353153.XP_808606.1	K4E803
353153.XP_818269.1	K4E8I8
353153.XP_805761.1	K4E8U1
353153.XP_817121.1	K4E9P2
353153.XP_818255.1	K4E9P9
353153.XP_814697.1	K4EAW1
353153.XP_808821.1	K4EDF2
353153.XP_818088.1	Q8T2Z7
353153.XP_805693.1	K4DSP4
353153.XP_810424.1	K4DYH4
353153.XP_820348.1	K4E1Q6
353153.XP_822084.1	K4E236
353153.XP_817677.1	K4EBK0
353153.XP_818822.1	K4DJT9
353153.XP_814800.1	K4DML0
353153.XP_811024.1	K4DU79
353153.XP_806937.1	K4DUG1
353153.XP_806549.1	K4DUT6
353153.XP_816155.1	K4DVD2
353153.XP_819268.1	K4DXT3
353153.XP_819231.1	K4DYU1
353153.XP_818686.1	K4E0U3
353153.XP_808407.1	K4E1E0
353153.XP_811716.1	K4E1G3
353153.XP_814833.1	K4E282
353153.XP_812386.1	K4E2V4
353153.XP_817576.1	K4E5K3
353153.XP_814379.1	K4E5K6
353153.XP_814378.1	K4E5L3
353153.XP_814748.1	K4E760
353153.XP_810942.1	K4E7S5
353153.XP_811158.1	K4E9D8
353153.XP_813631.1	K4EAZ2
353153.XP_804108.1	K4ECM9
353153.XP_811628.1	K4ECS1
353153.XP_809430.1	K4EDG4
353153.XP_810377.1	K4EE56
353153.XP_814241.1	Q8T5T7
353153.XP_816061.1	Q95PK9
353153.XP_812389.1	A5YQH7
353153.XP_812389.1	A5YQI0
353153.XP_811029.1	Q86GS3
353153.XP_804964.1	O61021
353153.XP_806989.1	Q03832
353153.XP_818947.1	Q9GYZ8
353153.XP_812389.1	A5YQH6
353153.XP_814311.1	S5RW09
353153.XP_808291.1	Q9GZ36
353153.XP_813297.1	K4DIR2
353153.XP_809357.1	K4DIT0
353153.XP_806008.1	Q71AS7
353153.XP_808168.1	Q86LQ2
353153.XP_808861.1	B2C1J0
353153.XP_819439.1	I6LEB3
353153.XP_818572.1	Q8T2Y9
353153.XP_820334.1	G0Z120
353153.XP_809372.1	K4DLC8
353153.XP_812499.1	K4DR72
353153.XP_806701.1	K4DT48
353153.XP_802530.1	K4DXZ7
353153.XP_811251.1	K4E557
353153.XP_809407.1	K4E614
353153.XP_813897.1	K4E6K5
353153.XP_812278.1	K4E8A4
353153.XP_815323.1	K4E9Z5
353153.XP_807207.1	K4EAD9
353153.XP_819782.1	K4EB18
353153.XP_803943.1	K4EEB5
353153.XP_821969.1	K4L7Y0
353153.XP_822081.1	G0Z1A2
353153.XP_821040.1	G1ECI0
353153.XP_818820.1	K4DJG2
353153.XP_807362.1	K4DLL7
353153.XP_820885.1	K4DUI2
353153.XP_810395.1	K4DXY6
353153.XP_811435.1	K4DZ05
353153.XP_808674.1	K4DZP5
353153.XP_818594.1	K4DZS1
353153.XP_814196.1	K4E0R7
353153.XP_821016.1	K4E305
353153.XP_809028.1	K4E3U6
