158878.SAV2344	P65414
158878.SAV0700	A0A098H5Q7
158878.SAV1010	A0A077U583
158878.SAV1958	A0A077UT49
158878.SAV0379	A0A077UTB3
158878.SAV1787	A0A077UY68
158878.SAV1950	A0A077UVJ7
158878.SAV1786	A0A077VGA3
158878.SAV0379	A0A077VJK1
158878.SAV2678	A0A077W5D7
158878.SAV0146	A0A077VEG3
158878.SAV0700	A0A077VRD9
158878.SAV0427	A0A077UZB2
158878.SAV1828	A0A077VCF8
158878.SAV2330	A0A077V114
158878.SAV2584	A0A077VMV2
158878.SAV2204	A0A077W445
158878.SAV1982	A0A077U7A1
158878.SAV1804	A0A077UFQ0
158878.SAV1824	A0A077VCI3
158878.SAV1220	A0A077U662
158878.SAV1952	A0A077VXC6
158878.SAV1510	A0A077UPH4
158878.SAV1963	A0A077V4Q0
158878.SAV0873	A0A0C2L669
158878.SAV1486	A0A0C2L6D7
158878.SAV2006	A0A0C2HBS1
158878.SAV0350	A0A0C2HY30
158878.SAV2669	A0A0C2LAU7
158878.SAV1997	A0A0C6ERW1
158878.SAV1824	A0A077V029
158878.SAV2000	A0A077VXG5
158878.SAV1423	A0A077UR10
158878.SAV1982	A0A077VVI6
158878.SAV0714	A0A0C5KJQ3
158878.SAV0911	A0A0C6EL54
158878.SAV1787	A0A068A4N2
158878.SAV0598	A0A077U9I7
158878.SAV0024	Q936J0
158878.SAV0029	A0A0B6XKK9
158878.SAV0029	A0A0C2LFW5
158878.SAV1422	A0A077UG33
158878.SAV1803	A0A077VZ02
158878.SAV2002	A0A077UT13
158878.SAV2490	A0A077VDM3
158878.SAV1510	A0A077VI27
158878.SAV0147	A0A0C5H0P2
158878.SAV2013	A0A0C6E6E2
158878.SAV1995	A0A0C6EGJ0
158878.SAV0035	A0A0A8INB7
158878.SAV2364	A0A0C5HG91
158878.SAV1986	A0A077VWC7
158878.SAV1970	A0A077U733
158878.SAV2689	A0A077VMK8
158878.SAV0909	A0A0C6E670
158878.SAV0904	A0A0C6E676
158878.SAV0893	A0A0C6E684
158878.SAV1010	A0A0C5H2G6
158878.SAV0172	A0A0C5H9L3
158878.SAV1220	A0A0C5HD15
158878.SAV0322	A0A0C5HLT0
158878.SAV0676	A0A0C5HMR5
158878.SAV2493	A0A0C5HFS1
158878.SAV2503	A0A0C5HYB8
158878.SAV1982	A0A068E578
158878.SAV0811	A0A0B6XNF8
158878.SAV1971	A0A0B6XQQ5
158878.SAV0335	A0A0C5HAQ8
158878.SAV2389	A0A0C5HSD4
158878.SAV0371	A0A0C5KJH0
158878.SAV1010	A0A0C5KKU0
158878.SAV1220	A0A0C5KX70
158878.SAV1978	A0A0C5KG11
158878.SAV2153	A0A0C5KNT6
158878.SAVP027	A0A0A8IND3
158878.SAV2389	A0A0C2HZ65
158878.SAV0024	B2Y855
158878.SAV1979	A0A068A6J7
158878.SAV0172	A0A0C5KUT1
158878.SAV2476	A0A077UGQ3
158878.SAV1828	A0A077U2R8
158878.SAV2521	A0A077UEM1
158878.SAV1458	A0A077UX10
158878.SAV0898	A0A0B4NAP7
158878.SAV0874	A0A062W3E9
158878.SAV0449	A0A077U968
158878.SAV2365	A0A077VD50
158878.SAV1323	A0A077VQQ0
158878.SAV1220	A0A0C2LMM5
158878.SAV0029	A0A0A8IL47
158878.SAV1993	A0A077US69
158878.SAV2153	A0A0C5HFN2
158878.SAV0300	A0A0C5KV58
158878.SAV0903	A0A0C6DRX4
158878.SAV2009	Q06535
158878.SAV0868	A0A077V0W4
158878.SAV2003	A0A077VFM3
158878.SAV0801	A0A077VYW8
158878.SAV1033	A0A077W0F7
158878.SAV1174	A0A0C5KBW5
158878.SAV0906	A0A0C6DV20
158878.SAV1787	A0A077VCB1
158878.SAV1787	X5DS38
158878.SAV1787	A0A077UF24
158878.SAV1572	A0A077U9G4
158878.SAV1743	A0A077UC48
158878.SAV1376	A0A0C5H163
158878.SAV2595	A0A0C5KPL5
158878.SAV1955	A0A0C6ELA2
158878.SAV0574	A0A0C5GUC0
158878.SAV2596	A0A0C5HSY5
158878.SAV0427	A0A0C5KJJ6
158878.SAV2547	A0A0C5KPT0
158878.SAV0912	A0A0C6E3X4
158878.SAV1958	A0A068A8K2
158878.SAV1787	X5E0T8
158878.SAV0029	A0A0C2L1V8
158878.SAV1787	A0A0C5I350
158878.SAV1955	A0A0B6XQJ5
158878.SAV1986	A0A068A9E5
158878.SAV1393	A0A077U975
158878.SAV0323	A0A077W391
158878.SAV0024	A0A077UPL4
158878.SAV1979	A0A0B4N9D0
158878.SAV1823	A0A0C5H6I3
158878.SAV1940	A0A0B4ND72
158878.SAV1785	A0A0B6XS27
158878.SAV2330	A0A077U265
158878.SAV0146	A0A077U3V7
158878.SAV0847	A0A077W125
158878.SAVP026	A0A0A8IL66
158878.SAV1382	A0A077UC84
158878.SAV1957	A0A077V942
158878.SAV2455	A0A077VT23
158878.SAV0203	A0A077W2Y3
158878.SAV1985	A0A0C5HQU4
158878.SAV0348	A0A0C2L383
158878.SAV2330	A0A077U2P0
158878.SAV0203	A0A077U7R2
158878.SAV1416	A0A068A571
158878.SAV0790	A0A0C6DRY4
158878.SAV0915	A0A0C5KGB2
158878.SAV0985	A0A077VZN4
158878.SAV0147	A0A077W2T1
158878.SAV1958	A0A077UC12
158878.SAV1960	A0A077U705
158878.SAV2521	A0A077VT80
158878.SAV0351	A0A077TVB9
158878.SAV1707	A0A077TYJ7
158878.SAV2455	A0A077VEC3
158878.SAV1228	A0A077UYI7
158878.SAV1172	A0A077U652
158878.SAV1458	A0A077UD93
158878.SAV0437	A0A077ULN4
158878.SAV1227	A0A077VWK9
158878.SAV1220	A0A077TU48
158878.SAV2330	A0A077V8A7
158878.SAV1220	A0A077VZ06
158878.SAV2038	A0A077W4E5
158878.SAV2669	A0A0C5H9Z6
158878.SAV1974	A0A0C5KKR1
158878.SAV0024	B6VQQ4
158878.SAV2006	A0A068A6M4
158878.SAV1956	A0A068A6R5
158878.SAV1986	A0A077VYA4
158878.SAV1419	A0A077TT93
158878.SAV0700	A0A0C2LGC2
158878.SAV0300	A0A0C5H105
158878.SAV2008	A0A077UPY0
158878.SAV1956	A0A077VXD0
158878.SAV2012	A0A077W020
158878.SAV0387	A0A077U9I8
158878.SAV1982	A0A077VBL3
158878.SAV1966	A0A0C5H2W6
158878.SAV1010	A0A077V0L5
158878.SAV0485	A0A077UFD9
158878.SAV0146	A0A077VHP4
158878.SAV0146	A0A077VUD7
158878.SAV2263	A0A0C5HBN1
158878.SAV1419	A0A0C5HCK5
158878.SAV0097	A0A077U702
158878.SAV0602	A0A077VS10
158878.SAV1786	A0A077VSD9
158878.SAV1966	A0A077VXD8
158878.SAV0525	A0A077VHF3
158878.SAV0872	A0A077V2A0
158878.SAV1984	A0A077VY52
158878.SAV2454	A0A077UC00
158878.SAV0351	A0A077V6N9
158878.SAV1966	A0A077UB63
158878.SAV2527	A0A0C5HC57
158878.SAV2074	A0A0C5HFE1
158878.SAV1944	A0A0C5KYY8
158878.SAV0024	Q1HAH9
158878.SAV2553	A0A0C2HA42
158878.SAV0348	A0A0C5K9Y5
158878.SAV0147	A0A0C5KIK4
158878.SAV0129	A0A0C5KFD0
158878.SAV1965	A0A0A8DPF2
158878.SAV2669	A0A090M016
158878.SAVP031	D2J9V3
158878.SAV0700	A0A090N1D5
158878.SAV1951	A0A077U6X8
158878.SAV1961	A0A077U7B2
158878.SAV2197	A0A077V1A5
158878.SAV1102	A0A077VAE2
158878.SAV0525	A0A077VQQ4
158878.SAV2365	A0A077VSS4
158878.SAV1971	A0A0C5H2R9
158878.SAV0173	A0A0C5HLH5
158878.SAV2028	A0A0C6DV16
158878.SAV1991	A0A077UT21
158878.SAV1707	A0A077U1S2
158878.SAV1462	A0A077UFX4
158878.SAV0700	A0A077V9G8
158878.SAV1220	A0A077U6W4
158878.SAV0383	A0A077UD71
158878.SAV0146	A0A0C5K936
158878.SAV2002	A0A0C5KZ48
158878.SAV0172	A0A068A3E3
158878.SAV2404	X5E499
158878.SAV0938	A0A077V3X3
158878.SAV1987	A0A077VVJ0
158878.SAV0024	B5MF19
158878.SAV1010	A0A098H0J1
158878.SAV2476	A0A077VEE2
158878.SAV0094	A0A077U965
158878.SAV0299	A0A077VIP0
158878.SAV1172	A0A077VXB7
158878.SAV1970	A0A0C6ERT7
158878.SAVP018	A0A0C5BH67
158878.SAV2494	A0A080VFW3
158878.SAV1787	A0A0C5H572
158878.SAV1802	A0A0C5HQQ1
158878.SAV0887	A0A0C6E690
158878.SAV1419	A0A0C2LEM1
158878.SAV0857	A0A0C5HCV2
158878.SAV0820	A0A068A2P6
158878.SAV1804	A0A077VHQ7
158878.SAV1227	A0A077UXB2
158878.SAV2703	A0A0C5KQ75
158878.SAV0901	A0A0C6DV22
158878.SAV1830	A0A077UMX3
158878.SAV1999	A0A077UVU8
158878.SAVP031	Q1XG10
158878.SAV1376	A0A0C5H3H2
158878.SAV2147	X5ELX4
158878.SAV0323	A0A077UPS5
158878.SAV0783	A0A0C6E6E3
158878.SAV0881	A0A0C5KVB7
158878.SAV2023	A0A0C5KVJ8
158878.SAV2147	A0A0C5HRM9
158878.SAV1785	A0A0B6XPS3
158878.SAV1666	A0A0C5KDA2
158878.SAV2578	A0A0C2HYZ9
158878.SAV2153	A0A0C2I001
158878.SAV1048	A0A0C5KBI6
158878.SAV0617	A0A0C5KGT7
158878.SAV1423	A0A0C5KLQ1
158878.SAV1818	A0A0C5KMR7
158878.SAV0864	A0A0C2LD21
158878.SAV1378	A0A077U541
158878.SAV1971	A0A077V2B2
158878.SAV1967	A0A077USA3
158878.SAV0293	A0A077VU93
158878.SAV1227	A0A077U4H9
158878.SAV1966	A0A077V2B5
158878.SAV1787	A0A077V4K4
158878.SAV1959	A0A077U7B0
158878.SAV0427	A0A068DTE9
158878.SAV1787	A0A077UH65
158878.SAV0561	A0A0B6XLF9
158878.SAV1784	A0A0C2I1Q1
158878.SAV0868	A0A0C2LK20
158878.SAV0031	W8EDK6
158878.SAV0034	A0A0A8IKD8
158878.SAV1458	A0A077VHI6
158878.SAV0097	A0A077VHK5
158878.SAV1973	A0A0C5HCT6
158878.SAV1994	A0A0C6ELE4
158878.SAV2197	A0A077VZW6
158878.SAV1825	A0A0C5KYL6
158878.SAV0375	A0A068A6X1
158878.SAV0715	A0A0C2L9B8
158878.SAV1195	X5E178
158878.SAV1953	A0A077U867
158878.SAV1787	A0A077UH35
158878.SAV1785	A0A077UMW8
158878.SAV1787	A0A077VV51
158878.SAV2002	A0A077UBL7
158878.SAV0437	A0A077UWL5
158878.SAV1955	A0A077VUY9
158878.SAV1948	F8V3W6
158878.SAV2133	A0A077VVS1
158878.SAV0147	A0A077U5F3
158878.SAV0146	A0A077UWH7
158878.SAV0525	A0A077UQS8
158878.SAV2197	A0A077V4I1
158878.SAV2703	A0A077VVZ1
158878.SAV0572	A0A077W230
158878.SAV0097	A0A077W2N9
158878.SAV1490	A0A077UR80
158878.SAV0024	R4X5B2
158878.SAV0715	A0A0C5HBV5
158878.SAV2493	A0A0C5KFJ1
158878.SAV0525	A0A0C5HA73
158878.SAV0379	A0A077UYV6
158878.SAV2300	A0A0C5H7T2
158878.SAV1707	A0A0C5HAA3
158878.SAV1950	A0A077VUY5
158878.SAV2002	A0A068A6U7
158878.SAV0872	A0A0C6ERP3
158878.SAV0714	X5EIZ4
158878.SAV2441	A0A0C5L0E1
158878.SAV1980	A0A068A6T3
158878.SAV1976	A0A068A9E3
158878.SAV1227	A0A077U7Y5
158878.SAV1707	A0A0C5KJS7
158878.SAV1010	A0A077W0H9
158878.SAV0599	A0A077UHM8
158878.SAV1227	A0A077VSD1
158878.SAV2476	A0A0B6XSV1
158878.SAV1983	A0A077VBS2
158878.SAV1955	A0A077VBU0
158878.SAV1378	A0A077TTC7
158878.SAV2371	A0A0C5HBU2
158878.SAV0194	A0A0C5K9A2
158878.SAV1971	A0A077W024
158878.SAV0024	Q6WVG6
158878.SAV0174	A0A077UZY5
158878.SAV1228	A0A077VJQ7
158878.SAV1422	A0A077VR44
158878.SAVP030	W8EEJ7
158878.SAV1983	A0A068A4B4
158878.SAV1963	A0A077UT47
158878.SAV1424	A0A077VWF1
158878.SAV1785	A0A077US98
158878.SAV1954	A0A077UC02
158878.SAV0293	A0A077VNB4
158878.SAV2700	A0A077W2Q4
158878.SAV1787	A0A077VH61
158878.SAV1963	A0A077UC22
158878.SAV0859	A0A077VWD1
158878.SAV0985	A0A077UTN2
158878.SAV1424	A0A077U8N0
158878.SAV1785	A0A0B6XRV5
158878.SAV0896	A0A0B4NA08
158878.SAV0445	A0A077UVA6
158878.SAV1456	A0A077U8P4
158878.SAV1787	A0A077VIU9
158878.SAV1787	A0A077VN63
158878.SAV1994	A0A077U7F4
158878.SAV0700	A0A077UGJ4
158878.SAV0258	A0A077UF25
158878.SAV0293	A0A077U221
158878.SAV1958	A0A077V4Q4
158878.SAV2395	A0A077V653
158878.SAV1957	A0A062VZF3
158878.SAV1964	A0A077U7C0
158878.SAV1486	A0A077UWT0
158878.SAV1996	A0A077VBJ9
158878.SAV2002	A0A0C5HAR2
158878.SAV1787	A0A0C5H857
158878.SAV0335	A0A0C5KG69
158878.SAV0011	A0A077VM82
158878.SAV0172	A0A077UF98
158878.SAV0558	A0A0C2HFF1
158878.SAV0558	A0A098GZI3
158878.SAV0913	A0A0C2I0H0
158878.SAV2656	W8TQB2
158878.SAV1959	A0A077VBT6
158878.SAV1656	A0A0C6EXR3
158878.SAV1786	A0A0C5I0H9
158878.SAV2020	A0A0C5KGA2
158878.SAV1991	A0A068A6L0
158878.SAV1986	A0A0C6E6A2
158878.SAV2496	A0A0B6XRY2
158878.SAV0172	A0A0C2L9F7
158878.SAV1490	A0A0C5KJ44
158878.SAVP019	A0A0A8IKC7
158878.SAV0811	X2EXB7
158878.SAV2689	A0A077VVX8
158878.SAV1785	A0A0A8CZ77
158878.SAV2476	A0A077VIE1
158878.SAV1944	A0A077U783
158878.SAV1396	A0A077UGR3
158878.SAV0700	A0A077U1B7
158878.SAV2330	A0A077VLM9
158878.SAV0875	A0A077VY42
158878.SAV0888	A0A0C6E126
158878.SAV1984	A0A068A6K3
158878.SAV1396	A0A077V0Q7
158878.SAV1010	A0A077VIX7
158878.SAV1828	A0A077UKJ3
158878.SAVP017	A0A0C5BVQ1
158878.SAVP025	A0A0C2HDB2
158878.SAV1323	A0A0C5HCC4
158878.SAV1787	X5DVZ6
158878.SAV1625	A0A077VX92
158878.SAV0700	A0A077U648
158878.SAV1955	A0A077V187
158878.SAV1785	A0A0A8CZ46
158878.SAV1785	A0A077VSS5
158878.SAV1787	A0A077UP89
158878.SAV0700	A0A077UR88
158878.SAV0258	A0A077UPP9
158878.SAV0300	A0A077VT36
158878.SAV1490	A0A077VY56
158878.SAV1033	A0A077U5K9
158878.SAV2000	A0A077U7M4
158878.SAV1785	A0A077VQ77
158878.SAV2304	A0A077UXV8
158878.SAV1995	A0A0C5HQV2
158878.SAV1416	A0A0C5KLZ2
158878.SAV0865	A0A0C2HC06
158878.SAV0874	A0A0C5HEU4
158878.SAV0804	A0A0C6DRZ1
158878.SAV0868	A0A0C6EL83
158878.SAV0692	A0A0C5H1X6
158878.SAV0692	A0A0C5GUP0
158878.SAV0525	A0A0C5KVV4
158878.SAV2197	A0A077UF66
158878.SAV1539	A0A0C5HGY2
158878.SAV1786	A0A0C5KKV0
158878.SAV2335	A0A0C5KP86
158878.SAV0912	A0A0C6DX88
158878.SAV1959	A0A077UB93
158878.SAV1510	A0A077UFR5
158878.SAV0787	A0A0C5KG97
158878.SAV1155	A0A0C5KHZ2
158878.SAV1786	A0A077UL20
158878.SAV1802	A0A0C2LCV9
158878.SAV2263	A0A084NXM7
158878.SAV0258	A0A077W323
158878.SAV1787	A0A077V2M8
158878.SAV1405	A0A077VEQ8
158878.SAV0902	A0A0B4NAQ3
158878.SAV1823	A0A0C5KMX8
158878.SAV2389	A0A0C5L0A5
158878.SAV2147	A0A0C5KNT3
158878.SAV1422	A0A077UR75
158878.SAV1658	A0A0C2I1B0
158878.SAV1817	A0A0C5KK89
158878.SAV0715	A0A0C5KWA3
158878.SAV1010	A0A090LUX3
158878.SAV0387	A0A077ULR2
158878.SAV2703	A0A0C5H984
158878.SAV1785	A0A0C5KIV9
158878.SAV0525	A0A077UFR3
158878.SAV1787	A0A0C5HUZ5
158878.SAV1985	A0A077U7J9
158878.SAV0602	A0A077UHZ5
158878.SAV2698	A0A077USE3
158878.SAV0028	A0A0B6XKN5
158878.SAV0446	A0A0C2H9D3
158878.SAV0714	A0A0C5H790
158878.SAV1785	A0A0C5HK80
158878.SAV2371	A0A0C5KPC4
158878.SAV1806	A0A077UVH0
158878.SAVP032	A0A0C5K8A1
158878.SAV1044	A0A090N180
158878.SAV0387	A0A077UVL6
158878.SAV0437	A0A077U4I2
158878.SAV2188	A0A077UB87
158878.SAV1970	A0A077VTR1
158878.SAV0024	A0A077U9B5
158878.SAV1824	D0EMB6
158878.SAV2547	A0A0C5HGP7
158878.SAV2503	A0A0C5I4S9
158878.SAV2197	A0A077UK60
158878.SAV0094	A0A077ULZ3
158878.SAV1787	A0A077VQN5
158878.SAV0062	A0A077VU77
158878.SAV2503	A0A098H6T0
158878.SAV1986	A0A077V917
158878.SAV1787	A0A077VFH1
158878.SAV0024	A0A068W8S1
158878.SAV0323	A0A077VJA8
158878.SAV1010	A0A077VS08
158878.SAV2197	A0A077U1Q1
158878.SAV1986	A0A077U8J1
158878.SAV0860	A0A077U7J6
158878.SAV1358	A0A0C5H551
158878.SAV0725	A0A077UGL5
158878.SAV1986	A0A0C5H558
158878.SAV2586	A0A0C5L0N5
158878.SAV0173	A0A0C5K973
158878.SAV0700	A0A0C5HBU4
158878.SAV1983	A0A0C5HEU6
158878.SAV1953	A0A0B6XQN8
158878.SAV0784	A0A0C6DRY7
158878.SAV0173	X5E3T5
158878.SAV1974	A0A068A6J2
158878.SAV2389	X5EIV9
158878.SAV2398	A0A0C2LIE3
158878.SAV1955	A0A077UB73
158878.SAV2261	A0A077UBA3
158878.SAV1945	A0A077V951
158878.SAV1976	A0A0C5H9H2
158878.SAV1785	A0A0C2I015
158878.SAV0602	A0A0C5HMI3
158878.SAV0174	A0A077W022
158878.SAV1802	A0A077UM86
158878.SAV1979	A0A077V892
158878.SAV1590	A0A0C5H9W4
158878.SAV1540	A0A0C5KJ87
158878.SAV0874	A0A0C2LD13
158878.SAV0427	A0A077UT88
158878.SAV2304	A0A077VCZ6
158878.SAV2476	A0A0C2LBM1
158878.SAV0938	A0A077V1Y9
158878.SAV1985	A0A077V848
158878.SAV0024	Q6WVG7
158878.SAV1168	A0A0C5HNU6
158878.SAV1540	A0A0C5HE04
158878.SAV1488	A0A0C5HCQ7
158878.SAV0700	A0A0C5KW87
158878.SAV1955	A0A0C6EGF0
158878.SAV1172	A0A0C5HBQ1
158878.SAV2529	A0A0C2LAY3
158878.SAV2472	A0A0C2LBL6
158878.SAV1786	A0A0C5GZI9
158878.SAV1032	A0A0C5H7W1
158878.SAV0938	A0A077VAV5
158878.SAV2703	A0A077UW87
158878.SAV2527	A0A077V5H0
158878.SAV1588	A0A077TZ94
158878.SAV1947	A0A0C5H2N8
158878.SAV2596	A0A0C5L0P2
158878.SAV1785	X5EMR3
158878.SAV1823	A0A077U106
158878.SAV1955	A0A077UVJ3
158878.SAV1227	A0A077V601
158878.SAV0874	A0A077VBS7
158878.SAV1195	A0A0C5KG34
158878.SAV2006	A0A0C5KN63
158878.SAV0892	A0A0C6DRX6
158878.SAV2689	A0A077VE24
158878.SAV1944	C3VIQ5
158878.SAV0258	A0A077U5S5
158878.SAV2330	A0A077W1B4
158878.SAV0965	A0A077VND7
158878.SAV0783	A0A098H033
158878.SAV2515	A0A0C5KPQ4
158878.SAV1976	A0A0C2I0I9
158878.SAV0894	A0A0B4NB97
158878.SAV1986	A0A0C6ERU9
158878.SAV1963	A0A0C5H746
158878.SAV1936	A0A0C5HEB7
158878.SAV0574	A0A0C5HEV5
158878.SAV1955	A0A0C5HIG4
158878.SAV0335	A0A0C2HY23
158878.SAV1830	A0A0C5KMS7
158878.SAV0147	A0A0C2L9D1
158878.SAV1422	A0A077V749
158878.SAV0147	X5DS16
158878.SAV2441	A0A0C2LBJ3
158878.SAV1955	A0A068A6H0
158878.SAV1963	A0A077U8D9
158878.SAV1951	A0A077VXK2
158878.SAV1824	A0A077US77
158878.SAV0700	A0A077V7R3
158878.SAV2197	A0A077VLI4
158878.SAV1945	A0A077U856
158878.SAV1785	A0A077UNB6
158878.SAV0868	A0A077UVG7
158878.SAV0024	A0A077VE89
158878.SAV0602	A0A077V9E3
158878.SAV1956	A0A077US47
158878.SAV2515	A0A0C5HSQ0
158878.SAV0913	A0A0C6EXB6
158878.SAV0094	A0A077TUX5
158878.SAV0252	A0A077VI06
158878.SAV2330	A0A077UEN3
158878.SAV1490	A0A077UCW0
158878.SAV2481	A0A077TWF6
158878.SAV1987	A0A0C6EXM9
158878.SAV1489	A0A077URF6
158878.SAV2708	A0A077W0Z6
158878.SAV1970	A0A077V0Y5
158878.SAV1955	A0A0C5HDV8
158878.SAV0913	A0A0C6DRX2
158878.SAV0024	Q6WVH0
158878.SAV1944	A0A077V889
158878.SAV2431	A0A077TZS9
158878.SAV1490	A0A077UGF9
158878.SAV2197	A0A077VRA6
158878.SAV2455	A0A077UQW0
158878.SAV0525	A0A077V271
158878.SAV1980	A0A077V852
158878.SAV1461	A0A0C5HDK0
158878.SAV2608	A0A0C5KML4
158878.SAV2152	A0A0C5HBE2
158878.SAV1782	A0A0C5HQN8
158878.SAV2021	A0A0C5KJF7
158878.SAV1983	A0A090M1W2
158878.SAV1707	A0A077V3X2
158878.SAV0525	A0A090LW47
158878.SAV0714	A0A0C2LGD7
158878.SAV1827	Q9EZM6
158878.SAV2503	G8IRR8
158878.SAV1948	A0A097KJ70
158878.SAVP026	K0DZ78
158878.SAVP032	D6RVW4
158878.SAV1973	A0A098H1V8
158878.SAV1986	A0A090LVP3
158878.SAV0913	A0A098H329
158878.SAV1319	A0A098H2G2
158878.SAV0714	A0A090LX56
158878.SAV2398	A0A090N245
158878.SAV1154	A0A0A8DCU5
158878.SAV0111	Q53779
158878.SAV0076	Q9KX86
158878.SAV2197	A0A090M091
158878.SAV0787	X5IH85
158878.SAV0802	K7ZQ78
158878.SAV1944	D5LRR2
158878.SAV0194	A0A090LX05
158878.SAV2327	A0A090LZ16
158878.SAV1434	A0A090LWH6
158878.SAV0999	A0A090LUY0
158878.SAV1980	A0A090M0E3
158878.SAV0230	G8H1N8
158878.SAVP025	D2JA18
158878.SAV0047	Q4JF96
158878.SAV2484	A0A0A8DRW8
158878.SAV1948	A5X5R8
158878.SAV2025	K7ZK21
158878.SAV0812	Q33C64
158878.SAV0811	G0XY26
158878.SAVP018	D2KP12
158878.SAV1828	B6D992
158878.SAV1826	B6D990
158878.SAV0031	T2K0M6
158878.SAV0034	Q8KI99
158878.SAVP032	Q7WUJ2
158878.SAVP032	Q7WUJ3
158878.SAV2011	I2FGE6
158878.SAV1944	O33929
158878.SAV0062	I1W5C1
158878.SAV0811	A3F6G9
158878.SAV1938	Q2UWM8
158878.SAV0346	Q5DVX2
158878.SAV1938	Q2UWQ3
158878.SAV0032	I2FI14
158878.SAV0398	Q8GMB2
158878.SAV1785	A0A098H3S5
158878.SAV0714	A0A098H4D3
158878.SAV2038	Q2VFZ0
158878.SAV0029	D2J665
158878.SAV2038	Q2VFX6
158878.SAV0062	Q19RZ7
158878.SAV0063	Q6WS63
158878.SAV0811	D7R773
158878.SAV0057	B5MF30
158878.SAV2147	A0A098H5N9
158878.SAV1825	Q9EZM4
158878.SAV0111	A8JKN7
158878.SAV2011	A0FIN2
158878.SAV0898	A0A098H1P7
158878.SAV1785	A0A098H4H2
158878.SAV2006	A0A098H578
158878.SAV1995	A0A0B6XNM6
158878.SAV0029	G9JVL0
158878.SAVP027	Q8VUL2
158878.SAV0031	G9JVL5
158878.SAV0061	E5KXI2
158878.SAV1948	H6URY2
158878.SAV1830	Q9EZM8
158878.SAV1785	A0A098H4C7
158878.SAV0062	Q19RZ3
158878.SAV2009	Q6XZE8
158878.SAV1938	Q2UWQ4
158878.SAV0230	G8H1P6
158878.SAV1824	Q06B22
158878.SAV2009	Q06533
158878.SAV2021	A0A098H0M0
158878.SAVP019	E4PYF9
158878.SAV1982	A0A090LVP7
158878.SAV1992	A0A098H0B2
158878.SAV1731	Q84G75
158878.SAV1658	Q83WA4
158878.SAV0062	Q1HAL0
158878.SAV1658	Q84F57
158878.SAV0063	Q19RW8
158878.SAV0061	Q1G116
158878.SAV0061	Q19RY7
158878.SAVP032	H6BF59
158878.SAV2380	A0A098H505
158878.SAV1979	A0A090N2C6
158878.SAV2013	A0A098GZ57
158878.SAV2153	A0A098GZ32
158878.SAV1786	A0A0B6XPV0
158878.SAV0035	D2JG89
158878.SAV0298	Q9L3N5
158878.SAVP018	O87356
158878.SAV0065	A0A060PR30
158878.SAV0061	Q6VAJ9
158878.SAV0024	B9V285
158878.SAV0230	Q9KW81
158878.SAVP028	D2JGB0
158878.SAV0058	Q19RX8
158878.SAV0811	G0XY17
158878.SAV0398	Q8GMB0
158878.SAV1938	Q2UWK4
158878.SAV0078	Q9KX87
158878.SAV0811	G0XY50
158878.SAV0061	Q5I379
158878.SAV1220	Q9KX10
158878.SAV2502	E9MY15
158878.SAV0403	Q4H3Y1
158878.SAV1823	A0A098H3I2
158878.SAV0061	B5RHN6
158878.SAVP025	D2JB53
158878.SAVP022	D2JGC7
158878.SAV0062	Q537C1
158878.SAV2011	A5JJ18
158878.SAV0230	C4B832
158878.SAV0111	M4MB15
158878.SAV0230	G8H1N9
158878.SAV2503	G8IRR0
158878.SAV0062	Q19RZ6
158878.SAVP032	D6RVW6
158878.SAV0111	Q2UW58
158878.SAV1938	Q2UWK9
158878.SAVP032	A3FP00
158878.SAV0061	I1W5C0
158878.SAV1830	D0EMB4
158878.SAV0062	Q5I382
158878.SAV0902	A0A098H1P4
158878.SAV1948	D0EMB3
158878.SAV1829	Q9EZM7
158878.SAV0058	V5YQM8
158878.SAV1948	B2Z6S1
158878.SAV1945	Q3MUH2
158878.SAV0062	Q6VAK0
158878.SAV0044	D3X7T6
158878.SAVP032	O85229
158878.SAV0046	Q93IC9
158878.SAV2484	A0A090LZG2
158878.SAV0561	L7Q146
158878.SAV0035	B2Y848
158878.SAV1814	A0A0A8DFW7
158878.SAV1785	F8SK70
158878.SAV2630	D5G1U9
158878.SAV0111	D7RHA7
158878.SAV2009	G8I0Y7
158878.SAV0062	Q8VUU8
158878.SAV1658	B4F4C4
158878.SAV0059	V5YQM3
158878.SAV0335	A0A090LYT8
158878.SAV1828	Q7X0E6
158878.SAV0064	A0A060PXQ9
158878.SAVP030	D2JDU7
158878.SAV0062	Q19RZ5
158878.SAV1828	Q7X0E7
158878.SAV2019	K7ZRW2
158878.SAV0111	A1KE98
158878.SAVP017	E4PYG1
158878.SAVP015	E4PYG3
158878.SAV2476	A0A098H6R8
158878.SAV2011	A5JJ19
158878.SAV1948	Q5PSP6
158878.SAV0811	G0XY14
158878.SAV1824	Q5D1K7
158878.SAVP032	Q4U475
158878.SAV1659	E1UZI1
158878.SAV0058	J3JRY1
158878.SAV2038	Q2VFX0
158878.SAV0079	Q9KX88
158878.SAV2503	E9MXU2
158878.SAV0892	A0A098H1Q1
158878.SAV2300	A0A0A8CQ88
158878.SAV0096	A0A090LS78
158878.SAV0230	Q9KW78
158878.SAV1806	M5ANP1
158878.SAV1419	A0A098H280
158878.SAVP003	D2J6K0
158878.SAV0811	G0XY24
158878.SAV0230	Q9FAB5
158878.SAV2503	A7DY72
