8364.ENSXETP00000049381	Q5XGC8
8364.ENSXETP00000013725	F7E2P6
8364.ENSXETP00000023968	F7E699
8364.ENSXETP00000047896	F7EPF3
8364.ENSXETP00000063983	F7EQE2
8364.ENSXETP00000058606	I7L9D7
8364.ENSXETP00000001000	A8WGX0
8364.ENSXETP00000030709	F6Q2C8
8364.ENSXETP00000059784	F6Q3F8
8364.ENSXETP00000016325	F6QV45
8364.ENSXETP00000062191	F6R973
8364.ENSXETP00000015621	F6RA36
8364.ENSXETP00000046389	F6REV2
8364.ENSXETP00000042216	F6RM32
8364.ENSXETP00000021498	F6SJ48
8364.ENSXETP00000031992	F6SLW2
8364.ENSXETP00000050167	F6SUZ1
8364.ENSXETP00000046532	F6SXX7
8364.ENSXETP00000031422	F6TI04
8364.ENSXETP00000050561	F6V2S7
8364.ENSXETP00000050559	F6V385
8364.ENSXETP00000057361	F6VNK4
8364.ENSXETP00000045379	F6VNR7
8364.ENSXETP00000055890	F6VQR9
8364.ENSXETP00000039307	F6W1N9
8364.ENSXETP00000041488	F6W2J8
8364.ENSXETP00000023239	F6W7I8
8364.ENSXETP00000031862	F6WIM3
8364.ENSXETP00000047603	F6WZX2
8364.ENSXETP00000036965	F6X719
8364.ENSXETP00000048456	F6XBE9
8364.ENSXETP00000059241	F6XSY2
8364.ENSXETP00000033863	F6XW31
8364.ENSXETP00000064112	F6Y189
8364.ENSXETP00000050243	F6YX21
8364.ENSXETP00000030170	F6Z7B8
8364.ENSXETP00000002418	F6ZAI7
8364.ENSXETP00000048633	F6ZER5
8364.ENSXETP00000005008	F6ZIL0
8364.ENSXETP00000025939	F6ZRM7
8364.ENSXETP00000040998	F6ZXB1
8364.ENSXETP00000029238	F7A3P4
8364.ENSXETP00000041393	F7ACQ0
8364.ENSXETP00000055048	F7ATW8
8364.ENSXETP00000064020	F7BXU1
8364.ENSXETP00000033790	F7CD83
8364.ENSXETP00000019498	F7CDF9
8364.ENSXETP00000020155	F7CJ55
8364.ENSXETP00000063032	F7CWP2
8364.ENSXETP00000063830	F7DT83
8364.ENSXETP00000037017	F7EE48
8364.ENSXETP00000013006	F7EMS8
8364.ENSXETP00000063094	F7EV67
8364.ENSXETP00000013460	L7N2W7
8364.ENSXETP00000054844	L7N401
8364.ENSXETP00000041895	F6UEY6
8364.ENSXETP00000022535	F6UFX2
8364.ENSXETP00000023291	F6UMU1
8364.ENSXETP00000059020	F6UPT8
8364.ENSXETP00000010517	F6V922
8364.ENSXETP00000026794	F6VJV8
8364.ENSXETP00000050522	F6WKU2
8364.ENSXETP00000060328	F6WWJ8
8364.ENSXETP00000015907	F6XFH8
8364.ENSXETP00000034490	F6YDA7
8364.ENSXETP00000060742	F6YDR4
8364.ENSXETP00000019736	F7AIF8
8364.ENSXETP00000002605	F7BUX9
8364.ENSXETP00000058595	F7C4S2
8364.ENSXETP00000063018	F7CXE2
8364.ENSXETP00000006692	F7DAV8
8364.ENSXETP00000025396	F7DIJ6
8364.ENSXETP00000013729	F7E2L3
8364.ENSXETP00000032682	F7E802
8364.ENSXETP00000063570	F7E8R9
8364.ENSXETP00000009847	F7E9Q9
8364.ENSXETP00000049492	F7EGI7
8364.ENSXETP00000032814	F7EJI2
8364.ENSXETP00000040107	B0BM45
8364.ENSXETP00000057843	B0JZX1
8364.ENSXETP00000001671	Q0P4Q8
8364.ENSXETP00000051380	A4QNL4
8364.ENSXETP00000001609	A4QNP8
8364.ENSXETP00000007656	A9UMI8
8364.ENSXETP00000058741	B0BML5
8364.ENSXETP00000058704	B1H399
8364.ENSXETP00000060479	B1H3B2
8364.ENSXETP00000022953	Q6DF15
8364.ENSXETP00000062213	Q6GL49
8364.ENSXETP00000030273	Q6P374
8364.ENSXETP00000052870	Q6P3Q8
8364.ENSXETP00000053801	Q6P873
8364.ENSXETP00000032370	Q6P8B7
8364.ENSXETP00000034114	K9J885
8364.ENSXETP00000036760	K9J8A0
8364.ENSXETP00000052629	K9J8E7
8364.ENSXETP00000017409	A4IHJ6
8364.ENSXETP00000061404	A4IIY6
8364.ENSXETP00000021462	Q28HW6
8364.ENSXETP00000020088	Q0VFG4
8364.ENSXETP00000060568	B0BMR8
8364.ENSXETP00000027363	Q63ZZ5
8364.ENSXETP00000029303	Q6GL18
8364.ENSXETP00000036416	A4QNL7
8364.ENSXETP00000053728	A9JR60
8364.ENSXETP00000052894	A9JSE4
8364.ENSXETP00000033702	A9JTP9
8364.ENSXETP00000015756	B0BLW6
8364.ENSXETP00000004543	K9J7M2
8364.ENSXETP00000006714	Q08D36
8364.ENSXETP00000001177	K9J7K4
8364.ENSXETP00000016585	K9J7X5
8364.ENSXETP00000059405	Q6P2V8
8364.ENSXETP00000054072	Q6P840
8364.ENSXETP00000033796	B7ZUK6
8364.ENSXETP00000054985	F6PSR7
8364.ENSXETP00000030999	F6PTS7
8364.ENSXETP00000042751	F6PVJ0
8364.ENSXETP00000030817	F6QPU0
8364.ENSXETP00000038482	B1WB12
8364.ENSXETP00000008937	B2GUM7
8364.ENSXETP00000021980	B2RZG2
8364.ENSXETP00000005594	B5DDV4
8364.ENSXETP00000058767	F6RB88
8364.ENSXETP00000052223	Q28IN6
8364.ENSXETP00000058846	B1PT69
8364.ENSXETP00000018792	Q28EF2
8364.ENSXETP00000049901	B1H3F8
8364.ENSXETP00000012605	A4II99
8364.ENSXETP00000041334	A4IIM0
8364.ENSXETP00000040268	Q0IIT2
8364.ENSXETP00000002692	Q0VA66
8364.ENSXETP00000044146	B4F6G8
8364.ENSXETP00000009427	F6QHA1
8364.ENSXETP00000050382	F6SRY9
8364.ENSXETP00000062357	F6SS15
8364.ENSXETP00000054780	F6PU18
8364.ENSXETP00000061830	F6QD59
8364.ENSXETP00000011760	F6QEX1
8364.ENSXETP00000042031	F6RMU0
8364.ENSXETP00000034371	F6SZG1
8364.ENSXETP00000060628	F6SZU2
8364.ENSXETP00000008270	F6TQ77
8364.ENSXETP00000061968	F6QWQ1
8364.ENSXETP00000005964	F6RUJ5
8364.ENSXETP00000040014	F6RV00
8364.ENSXETP00000058337	F6S893
8364.ENSXETP00000061589	F6SCQ0
8364.ENSXETP00000041064	F6T226
8364.ENSXETP00000059262	F6T3I0
8364.ENSXETP00000013829	F6TTS0
8364.ENSXETP00000035077	F6UQ09
8364.ENSXETP00000038207	F6UVD5
8364.ENSXETP00000023087	F6VI04
8364.ENSXETP00000015986	F6VWG3
8364.ENSXETP00000028083	F6W965
8364.ENSXETP00000035030	F6WAU5
8364.ENSXETP00000054192	F6XT92
8364.ENSXETP00000031368	F6Y6X0
8364.ENSXETP00000057576	F6ZA42
8364.ENSXETP00000062419	F7ASK4
8364.ENSXETP00000039285	F7AYL9
8364.ENSXETP00000038337	F7B9B4
8364.ENSXETP00000031782	F7BCL8
8364.ENSXETP00000006241	F7D6D4
8364.ENSXETP00000060167	F7DAC6
8364.ENSXETP00000001999	F7DLF2
8364.ENSXETP00000051340	F7E9E9
8364.ENSXETP00000006319	F7EK96
8364.ENSXETP00000036350	L7N3K9
8364.ENSXETP00000043190	L7N3Q6
8364.ENSXETP00000052873	A8KBG1
8364.ENSXETP00000004439	F6Q507
8364.ENSXETP00000042862	F6QKH7
8364.ENSXETP00000062187	F6R9P9
8364.ENSXETP00000060236	F6RFJ6
8364.ENSXETP00000042255	F6RKS0
8364.ENSXETP00000043993	F6RVL6
8364.ENSXETP00000055949	F6RWC8
8364.ENSXETP00000048091	F6S0Z6
8364.ENSXETP00000061775	F6SEA4
8364.ENSXETP00000007412	F6SHU6
8364.ENSXETP00000036536	F6SPY5
8364.ENSXETP00000061366	F6T6I6
8364.ENSXETP00000052282	F6TCY3
8364.ENSXETP00000022946	F6TLP5
8364.ENSXETP00000001805	F6TV21
8364.ENSXETP00000017374	F6V0T0
8364.ENSXETP00000000740	F6VR65
8364.ENSXETP00000060534	F6Z1K2
8364.ENSXETP00000061481	F6Z5Z1
8364.ENSXETP00000061465	F6Z727
8364.ENSXETP00000007982	F6ZUN0
8364.ENSXETP00000034409	F7AAM3
8364.ENSXETP00000000610	F7AQI9
8364.ENSXETP00000055185	F7AUU5
8364.ENSXETP00000022812	F7AVA1
8364.ENSXETP00000010420	F7AY75
8364.ENSXETP00000053323	F7B0H7
8364.ENSXETP00000014609	F7BUE0
8364.ENSXETP00000057763	F7BUM9
8364.ENSXETP00000040640	F7BV12
8364.ENSXETP00000060179	F7D4H1
8364.ENSXETP00000015442	F7DDU3
8364.ENSXETP00000032928	F7DH38
8364.ENSXETP00000063614	F7DJ06
8364.ENSXETP00000029920	F7DLH9
8364.ENSXETP00000056251	F7DPS8
8364.ENSXETP00000049747	F7DSE3
8364.ENSXETP00000020441	F7E4P3
8364.ENSXETP00000025230	F7EMC0
8364.ENSXETP00000031104	L7N3F7
8364.ENSXETP00000033977	L7N3I9
8364.ENSXETP00000009365	F6PRL7
8364.ENSXETP00000040587	F6U298
8364.ENSXETP00000057084	F6U4L4
8364.ENSXETP00000055661	F6U7H9
8364.ENSXETP00000022708	F6UDW6
8364.ENSXETP00000039587	F6UEU9
8364.ENSXETP00000012758	F6UZ79
8364.ENSXETP00000018894	F6VE43
8364.ENSXETP00000062794	F6VTV8
8364.ENSXETP00000036227	F6WLC6
8364.ENSXETP00000024704	F6WRH3
8364.ENSXETP00000016261	F6WXD6
8364.ENSXETP00000035002	F6X0T3
8364.ENSXETP00000007304	F6X4G5
8364.ENSXETP00000019016	F6X6L6
8364.ENSXETP00000029517	F6X9S1
8364.ENSXETP00000031824	F6X9Y0
8364.ENSXETP00000062753	F6XAV3
8364.ENSXETP00000016226	F6XQC2
8364.ENSXETP00000004079	F6XSJ7
8364.ENSXETP00000060289	F6Y680
8364.ENSXETP00000029061	F6Y6A2
8364.ENSXETP00000058814	F6YA66
8364.ENSXETP00000061681	F6YH01
8364.ENSXETP00000002453	F6YNM2
8364.ENSXETP00000034478	F6Z0D9
8364.ENSXETP00000002958	F6Z7V8
8364.ENSXETP00000062488	F6ZHP0
8364.ENSXETP00000053136	F6ZRU2
8364.ENSXETP00000024644	F7A2B2
8364.ENSXETP00000014695	F7AJN2
8364.ENSXETP00000053109	F7AR40
8364.ENSXETP00000039644	F7BIP2
8364.ENSXETP00000053919	F7BJ72
8364.ENSXETP00000000109	F7C223
8364.ENSXETP00000003688	F7C3W5
8364.ENSXETP00000044359	F7CHB0
8364.ENSXETP00000056532	F7CTG4
8364.ENSXETP00000020576	F7CZ88
8364.ENSXETP00000063447	F7D0Y9
8364.ENSXETP00000063445	F7D102
8364.ENSXETP00000060199	F7D3R3
8364.ENSXETP00000060184	F7D487
8364.ENSXETP00000063370	F7E074
8364.ENSXETP00000001771	F7E255
8364.ENSXETP00000025715	F7E291
8364.ENSXETP00000001767	F7E2A4
8364.ENSXETP00000025636	F7E9K8
8364.ENSXETP00000011968	F7EAG4
8364.ENSXETP00000060061	F7EBB4
8364.ENSXETP00000025024	F7EHW3
8364.ENSXETP00000049483	F7EK91
8364.ENSXETP00000001210	F7ETC2
8364.ENSXETP00000041103	L7N3P1
8364.ENSXETP00000063826	Q0V9B9
8364.ENSXETP00000062998	Q566L6
8364.ENSXETP00000044866	C0KWX6
8364.ENSXETP00000061732	Q566L5
8364.ENSXETP00000060233	A4ZYX8
8364.ENSXETP00000025104	Q6DEY5
8364.ENSXETP00000042734	B1H2P2
8364.ENSXETP00000058315	Q5HZU7
8364.ENSXETP00000035347	A1L0Z8
8364.ENSXETP00000047047	A4IH09
8364.ENSXETP00000001100	Q5BKJ5
8364.ENSXETP00000004982	Q0V9A0
8364.ENSXETP00000045221	B1H2I8
8364.ENSXETP00000061719	Q5I091
8364.ENSXETP00000031465	B1H2U6
8364.ENSXETP00000007200	B3DLE1
8364.ENSXETP00000059420	B9UIU7
8364.ENSXETP00000012507	G1K3C0
8364.ENSXETP00000046917	G1K3K3
8364.ENSXETP00000058331	Q28C80
8364.ENSXETP00000045635	Q28F59
8364.ENSXETP00000001750	Q28I15
8364.ENSXETP00000016429	Q5I094
8364.ENSXETP00000036732	G1K3I1
8364.ENSXETP00000041569	Q28CN2
8364.ENSXETP00000017891	Q28ES1
8364.ENSXETP00000062397	F6S0C5
8364.ENSXETP00000059891	F6S579
8364.ENSXETP00000012537	F6TGN0
8364.ENSXETP00000018998	G1K3D6
8364.ENSXETP00000020964	B1WBI8
8364.ENSXETP00000031419	Q28H17
8364.ENSXETP00000058959	B1WBH2
8364.ENSXETP00000053352	B2GTY8
8364.ENSXETP00000009389	B3DLD9
8364.ENSXETP00000015978	Q28CG8
8364.ENSXETP00000008576	Q2QDC8
8364.ENSXETP00000037729	B3DM72
8364.ENSXETP00000060585	G1K398
8364.ENSXETP00000055455	G1K3M2
8364.ENSXETP00000036651	Q5BKG5
8364.ENSXETP00000028634	Q5XGB7
8364.ENSXETP00000062167	F6S3A0
8364.ENSXETP00000062315	F6TJJ3
8364.ENSXETP00000003102	B1WB03
8364.ENSXETP00000059699	B1WB10
8364.ENSXETP00000040093	B2GUA7
8364.ENSXETP00000043169	B3DLD2
8364.ENSXETP00000061797	F6QXI3
8364.ENSXETP00000046249	Q28FF2
8364.ENSXETP00000016468	Q28J23
8364.ENSXETP00000058248	Q5BIZ3
8364.ENSXETP00000028362	F6QQ52
8364.ENSXETP00000059245	F6T508
8364.ENSXETP00000010015	B1WAZ0
8364.ENSXETP00000043235	B1WBF2
8364.ENSXETP00000034809	B2GUJ3
8364.ENSXETP00000023496	F6PPK2
8364.ENSXETP00000016306	F6QYF6
8364.ENSXETP00000003877	Q28BK7
8364.ENSXETP00000018403	Q28I63
8364.ENSXETP00000059684	A6H8H9
8364.ENSXETP00000003157	B3DM84
8364.ENSXETP00000011899	Q0V9U9
8364.ENSXETP00000034934	F6TKC3
8364.ENSXETP00000059018	Q66KC7
8364.ENSXETP00000026829	B1WB01
8364.ENSXETP00000004175	B2GUQ2
8364.ENSXETP00000026788	B3DL63
8364.ENSXETP00000051380	B5DFN7
8364.ENSXETP00000030876	F6QKX7
8364.ENSXETP00000062603	F6R4T2
8364.ENSXETP00000060876	F6RCA9
8364.ENSXETP00000003018	F6RFM2
8364.ENSXETP00000004362	F6S734
8364.ENSXETP00000001748	Q28H95
8364.ENSXETP00000016853	Q5M7L0
8364.ENSXETP00000044933	Q0VFB4
8364.ENSXETP00000040919	Q0V9H6
8364.ENSXETP00000038703	Q5M8Y8
8364.ENSXETP00000000049	B5DFR1
8364.ENSXETP00000061956	F6PHS3
8364.ENSXETP00000042786	F6PUB0
8364.ENSXETP00000062859	F6R4B2
8364.ENSXETP00000047281	F6T3X2
8364.ENSXETP00000002677	Q6DFM8
8364.ENSXETP00000022363	Q0VFH0
8364.ENSXETP00000059419	F6PMS3
8364.ENSXETP00000012336	F6RYQ7
8364.ENSXETP00000046564	F6S5Z4
8364.ENSXETP00000050807	Q6DEN4
8364.ENSXETP00000033710	B4F6S4
8364.ENSXETP00000034550	B4F6U2
8364.ENSXETP00000023487	F6PQ97
8364.ENSXETP00000054964	F6PT86
8364.ENSXETP00000016697	F6PW49
8364.ENSXETP00000016445	F6Q0W8
8364.ENSXETP00000061856	F6Q9P3
8364.ENSXETP00000059683	F6QSL1
8364.ENSXETP00000058557	F6RCQ6
8364.ENSXETP00000042036	F6RMT0
8364.ENSXETP00000058916	F6S2R6
8364.ENSXETP00000062166	F6S3A8
8364.ENSXETP00000058746	F6S479
8364.ENSXETP00000062282	Q07G69
8364.ENSXETP00000040722	Q52MA4
8364.ENSXETP00000036862	Q6DET4
8364.ENSXETP00000032172	Q0V9L6
8364.ENSXETP00000047655	F6PIH0
8364.ENSXETP00000063536	B4F6Z1
8364.ENSXETP00000059643	F6PHL7
8364.ENSXETP00000062987	F6PK62
8364.ENSXETP00000059401	F6PQG9
8364.ENSXETP00000059753	F6Q6M7
8364.ENSXETP00000011786	F6QE63
8364.ENSXETP00000054864	F6QI58
8364.ENSXETP00000028599	F6QIB0
8364.ENSXETP00000035543	F6QIJ2
8364.ENSXETP00000042009	F6RNS6
8364.ENSXETP00000062169	F6S380
8364.ENSXETP00000049802	F6SB27
8364.ENSXETP00000034756	F6SW86
8364.ENSXETP00000011553	F6PSY0
8364.ENSXETP00000038305	Q6DIH4
8364.ENSXETP00000059616	F6PKP8
8364.ENSXETP00000047757	F6Q7Q4
8364.ENSXETP00000059718	F6QAE0
8364.ENSXETP00000062075	F6QB82
8364.ENSXETP00000059520	F6QCU6
8364.ENSXETP00000015178	F6QFE8
8364.ENSXETP00000035347	F6S3W5
8364.ENSXETP00000063953	F6SRZ8
8364.ENSXETP00000059645	F6PHK2
8364.ENSXETP00000061918	F6PN88
8364.ENSXETP00000047434	F6PQ43
8364.ENSXETP00000060847	F6S6A6
8364.ENSXETP00000007493	F6RPD9
8364.ENSXETP00000045977	B1H0X7
8364.ENSXETP00000015327	B1H0Z9
8364.ENSXETP00000005307	B1H2W7
8364.ENSXETP00000062931	Q28EK2
8364.ENSXETP00000032683	Q5RJU9
8364.ENSXETP00000022796	F6SVC9
8364.ENSXETP00000015512	A0JM10
8364.ENSXETP00000030273	Q28DK3
8364.ENSXETP00000003342	Q28EG1
8364.ENSXETP00000001261	Q28DN5
8364.ENSXETP00000058484	Q28F62
8364.ENSXETP00000048709	Q28IY2
8364.ENSXETP00000050173	B0JYT1
8364.ENSXETP00000034977	B1H0Y0
8364.ENSXETP00000045562	B1H1A8
8364.ENSXETP00000063624	B1H2S1
8364.ENSXETP00000028728	B7ZU52
8364.ENSXETP00000059424	B7ZU70
8364.ENSXETP00000054553	Q28GS2
8364.ENSXETP00000031610	Q5U4Q8
8364.ENSXETP00000018653	B2GUP6
8364.ENSXETP00000057156	F6R043
8364.ENSXETP00000003650	F6RA07
8364.ENSXETP00000062834	F6RXH9
8364.ENSXETP00000061700	F6TMT1
8364.ENSXETP00000044981	F6TUR6
8364.ENSXETP00000048278	F6UA27
8364.ENSXETP00000011490	F6UKZ1
8364.ENSXETP00000011484	F6ULF7
8364.ENSXETP00000019852	F6UP07
8364.ENSXETP00000061116	F6UR94
8364.ENSXETP00000035249	F6VGA5
8364.ENSXETP00000034082	F6WVU4
8364.ENSXETP00000060492	F6XQI6
8364.ENSXETP00000058439	F6YDC2
8364.ENSXETP00000049960	F6Z2Z3
8364.ENSXETP00000035192	F6ZUE5
8364.ENSXETP00000050434	F7AT40
8364.ENSXETP00000041567	F7AZE6
8364.ENSXETP00000041547	F7BLH2
8364.ENSXETP00000032785	F7D613
8364.ENSXETP00000013585	F7DYM0
8364.ENSXETP00000032889	F7E766
8364.ENSXETP00000056634	F7E7Y5
8364.ENSXETP00000018100	F7E8K4
8364.ENSXETP00000063995	F7EQ05
8364.ENSXETP00000044146	F7EU84
8364.ENSXETP00000001569	L7N2H0
8364.ENSXETP00000059799	F6Q2R0
8364.ENSXETP00000042804	F6QPF1
8364.ENSXETP00000028361	F6QQ63
8364.ENSXETP00000059220	F6QRF6
8364.ENSXETP00000017974	F6R0B7
8364.ENSXETP00000036340	F6R4Z3
8364.ENSXETP00000012392	F6R521
8364.ENSXETP00000058774	F6RAU2
8364.ENSXETP00000019414	F6RKV3
8364.ENSXETP00000060417	F6RS11
8364.ENSXETP00000045486	F6RSE0
8364.ENSXETP00000029911	F6RUE9
8364.ENSXETP00000062153	F6STX6
8364.ENSXETP00000052593	F6TBQ4
8364.ENSXETP00000024545	F6TFN4
8364.ENSXETP00000062305	F6TK83
8364.ENSXETP00000022954	F6TKY1
8364.ENSXETP00000061556	F6TVJ3
8364.ENSXETP00000059221	F6TWX1
8364.ENSXETP00000045904	F6TZJ2
8364.ENSXETP00000053299	F6UJ51
8364.ENSXETP00000061707	F6VGW4
8364.ENSXETP00000041763	F6W439
8364.ENSXETP00000062671	F6WKE3
8364.ENSXETP00000003509	F6XIK9
8364.ENSXETP00000026984	F6XTE5
8364.ENSXETP00000019588	F6XVI9
8364.ENSXETP00000031371	F6Y6C3
8364.ENSXETP00000004047	F6YK02
8364.ENSXETP00000062924	F6ZEH6
8364.ENSXETP00000001517	F6ZJ17
8364.ENSXETP00000012667	F7A2G7
8364.ENSXETP00000010868	F7A7J1
8364.ENSXETP00000022414	F7AB62
8364.ENSXETP00000053352	F7AZI3
8364.ENSXETP00000061421	F7B3Y7
8364.ENSXETP00000048351	F7BEZ6
8364.ENSXETP00000061781	F7BHD4
8364.ENSXETP00000054261	F7CBL1
8364.ENSXETP00000020383	F7CI08
8364.ENSXETP00000047829	F7CQN1
8364.ENSXETP00000063675	F7D725
8364.ENSXETP00000059983	F7DKL5
8364.ENSXETP00000051628	F7DNN1
8364.ENSXETP00000063390	F7DVK0
8364.ENSXETP00000049518	F7DYF4
8364.ENSXETP00000009849	F7E9P9
8364.ENSXETP00000044806	F7EFH0
8364.ENSXETP00000044171	F7ENJ5
8364.ENSXETP00000000899	L7N2G4
8364.ENSXETP00000005820	L7N2L5
8364.ENSXETP00000009508	L7N2Q6
8364.ENSXETP00000009600	L7N2Q7
8364.ENSXETP00000039737	L7N3M8
8364.ENSXETP00000001617	B2RYY7
8364.ENSXETP00000059656	F6QWH0
8364.ENSXETP00000062590	F6U8J7
8364.ENSXETP00000010148	F6UIV6
8364.ENSXETP00000008765	F6UNK9
8364.ENSXETP00000054008	F6UUP8
8364.ENSXETP00000017384	F6V0D0
8364.ENSXETP00000060393	F6VDP0
8364.ENSXETP00000007369	F6WDR1
8364.ENSXETP00000045350	F6WEL5
8364.ENSXETP00000024254	F6WL99
8364.ENSXETP00000058681	F6WQP1
8364.ENSXETP00000046257	F6YF96
8364.ENSXETP00000012912	F6YRB8
8364.ENSXETP00000046824	F6YXW2
8364.ENSXETP00000057508	F6ZY97
8364.ENSXETP00000043089	F7A6W2
8364.ENSXETP00000007211	F7AL85
8364.ENSXETP00000021220	F7AMQ4
8364.ENSXETP00000017484	F7BD38
8364.ENSXETP00000048114	F7BF91
8364.ENSXETP00000058994	F7BHB0
8364.ENSXETP00000014618	F7BUA3
8364.ENSXETP00000017468	F7BYQ6
8364.ENSXETP00000012118	F7C1H7
8364.ENSXETP00000035815	F7CX88
8364.ENSXETP00000006690	F7DAX8
8364.ENSXETP00000018668	F7DB16
8364.ENSXETP00000006673	F7DGP9
8364.ENSXETP00000063354	F7E0S2
8364.ENSXETP00000006190	F7E426
8364.ENSXETP00000020678	F7EC12
8364.ENSXETP00000051744	F7ES22
8364.ENSXETP00000030898	F6QKB1
8364.ENSXETP00000016535	F6QPQ4
8364.ENSXETP00000061371	F6T5X6
8364.ENSXETP00000023254	F6VP15
8364.ENSXETP00000041483	F6W2M5
8364.ENSXETP00000060773	F6XKI4
8364.ENSXETP00000053331	F7B074
8364.ENSXETP00000054076	F7BT58
8364.ENSXETP00000059980	F7DKN6
8364.ENSXETP00000056205	F7DQJ2
8364.ENSXETP00000063389	F7DVM9
8364.ENSXETP00000035802	A8E4W0
8364.ENSXETP00000059771	F6Q3Y9
8364.ENSXETP00000030603	F6QVA9
8364.ENSXETP00000055998	F6R275
8364.ENSXETP00000033733	F6RQ73
8364.ENSXETP00000033195	F6RT24
8364.ENSXETP00000034939	F6SUW3
8364.ENSXETP00000060829	F6SXG7
8364.ENSXETP00000026578	F6T9F9
8364.ENSXETP00000006935	F6TSL7
8364.ENSXETP00000022158	F6TSV8
8364.ENSXETP00000034312	F6UI25
8364.ENSXETP00000023293	F6UMP6
8364.ENSXETP00000062527	F6V3H9
8364.ENSXETP00000033685	F6VL51
8364.ENSXETP00000048228	F6VUQ0
8364.ENSXETP00000046873	F6XFZ2
8364.ENSXETP00000058443	F6YCV7
8364.ENSXETP00000004222	F6YHB1
8364.ENSXETP00000059173	F6YJD6
8364.ENSXETP00000040733	F6YMF2
8364.ENSXETP00000040106	F6YRL3
8364.ENSXETP00000010898	F6YYI2
8364.ENSXETP00000006022	F6Z941
8364.ENSXETP00000002421	F6ZAC0
8364.ENSXETP00000057534	F6ZB71
8364.ENSXETP00000062031	F6ZKR7
8364.ENSXETP00000022849	F6ZLC7
8364.ENSXETP00000033554	F6ZYI3
8364.ENSXETP00000027473	F7AWW2
8364.ENSXETP00000010429	F7AY27
8364.ENSXETP00000038879	F7B6H7
8364.ENSXETP00000040362	F7BA52
8364.ENSXETP00000026317	F7BW21
8364.ENSXETP00000036812	F7BY39
8364.ENSXETP00000058959	F7C3B0
8364.ENSXETP00000054254	F7CBP0
8364.ENSXETP00000006033	F7CUC5
8364.ENSXETP00000032745	F7DC97
8364.ENSXETP00000006656	F7DLM7
8364.ENSXETP00000032298	F7DPW1
8364.ENSXETP00000063367	F7E0E3
8364.ENSXETP00000025510	F7E3J9
8364.ENSXETP00000064075	F7E5U5
8364.ENSXETP00000006576	F7EFF0
8364.ENSXETP00000001006	F7ENL6
8364.ENSXETP00000059889	F7ENU5
8364.ENSXETP00000063097	F7EV41
8364.ENSXETP00000006954	L7N2M7
8364.ENSXETP00000009162	L7N2Q1
8364.ENSXETP00000033871	L7N3I8
8364.ENSXETP00000035705	L7N3K2
8364.ENSXETP00000042744	L7N3Q4
8364.ENSXETP00000059037	F6TY22
8364.ENSXETP00000023497	F6U156
8364.ENSXETP00000036765	F6U687
8364.ENSXETP00000038772	F6VJP7
8364.ENSXETP00000023220	F6W7X4
8364.ENSXETP00000043839	F6WIN3
8364.ENSXETP00000059755	F6X5I3
8364.ENSXETP00000017534	F6XA42
8364.ENSXETP00000059378	F6XR77
8364.ENSXETP00000038942	F6XTY5
8364.ENSXETP00000003902	F6Y7G7
8364.ENSXETP00000003102	F6YEK1
8364.ENSXETP00000033839	F6YLZ6
8364.ENSXETP00000029031	F6YUP8
8364.ENSXETP00000062245	F6YW69
8364.ENSXETP00000053197	F6Z380
8364.ENSXETP00000053189	F6Z3H1
8364.ENSXETP00000008191	F6ZNB0
8364.ENSXETP00000007501	F6ZX35
8364.ENSXETP00000062003	F7A8D6
8364.ENSXETP00000010450	F7AAU5
8364.ENSXETP00000010200	F7ACL0
8364.ENSXETP00000059301	F7AEC2
8364.ENSXETP00000061610	F7AEM2
8364.ENSXETP00000059118	F7AGZ9
8364.ENSXETP00000000645	F7APT2
8364.ENSXETP00000050421	F7BFG5
8364.ENSXETP00000041535	F7BLU5
8364.ENSXETP00000035126	F7BS52
8364.ENSXETP00000004920	F7CJ61
8364.ENSXETP00000018067	F7CN24
8364.ENSXETP00000063298	F7CPJ1
8364.ENSXETP00000063292	F7CPN0
8364.ENSXETP00000001409	F7CT86
8364.ENSXETP00000063480	F7CUL3
8364.ENSXETP00000011377	F7CVI9
8364.ENSXETP00000063694	F7D6J3
8364.ENSXETP00000032950	F7DAV3
8364.ENSXETP00000018480	F7DBS6
8364.ENSXETP00000062810	F7DDG5
8364.ENSXETP00000001126	F7DPJ1
8364.ENSXETP00000032007	F7DR98
8364.ENSXETP00000049532	F7DTI9
8364.ENSXETP00000020428	F7E8C8
8364.ENSXETP00000063571	F7E8R5
8364.ENSXETP00000025084	F7E9E4
8364.ENSXETP00000060858	F7EG14
8364.ENSXETP00000018514	F7EQ34
8364.ENSXETP00000056394	F7ESP8
8364.ENSXETP00000011598	L7N2U0
8364.ENSXETP00000026401	L7N3B3
8364.ENSXETP00000028489	L7N3D8
8364.ENSXETP00000038688	A0JP92
8364.ENSXETP00000004592	F6QNG4
8364.ENSXETP00000000866	F6R1Q1
8364.ENSXETP00000048567	F6RWU8
8364.ENSXETP00000021985	F6T7J6
8364.ENSXETP00000046310	F6UGV5
8364.ENSXETP00000059201	F6UNK0
8364.ENSXETP00000027965	F6VW68
8364.ENSXETP00000007098	F6WFB6
8364.ENSXETP00000042509	F6WXY9
8364.ENSXETP00000038423	F6XYC8
8364.ENSXETP00000031103	F6Y7J9
8364.ENSXETP00000022062	F6YFC8
8364.ENSXETP00000049982	F6YFU5
