7460.GB18323-PA	P15450
7460.GB10885-PA	A0A088ABJ9
7460.GB16614-PA	A0A088AD16
7460.GB18848-PA	A0A088APF9
7460.GB11928-PA	A0A087ZPD4
7460.GB14049-PA	A0A087ZRW4
7460.GB19560-PA	A0A087ZSA4
7460.GB18838-PA	A0A087ZUQ1
7460.GB17856-PA	A0A087ZVB8
7460.GB14401-PA	A0A087ZVY3
7460.GB11564-PA	A0A087ZW65
7460.GB19475-PA	A0A087ZY09
7460.GB17583-PA	A0A087ZYP8
7460.GB20002-PA	A0A087ZZR1
7460.GB30119-PA	A0A088A1I1
7460.GB12482-PA	A0A088A4D7
7460.GB13435-PA	A0A088A6P2
7460.GB13422-PA	A0A088A8W3
7460.GB15495-PA	A0A088AA05
7460.GB14871-PA	A0A088ABY5
7460.GB19349-PA	A0A088AC89
7460.GB12286-PA	A0A088AJJ8
7460.GB19552-PA	A0A088ALT3
7460.GB13999-PA	G5D3B6
7460.GB13999-PA	G5D3R7
7460.GB16717-PA	A0A087ZYU2
7460.GB13183-PA	A0A088AHL1
7460.GB12178-PA	A0A088AHT7
7460.GB16354-PA	A0A087ZZ63
7460.GB10827-PA	A0A088A7G4
7460.GB13371-PA	A0A088A9E4
7460.GB12277-PA	A0A088A9I3
7460.GB15835-PA	A0A088ACR5
7460.GB15881-PA	A0A088AD35
7460.GB14156-PA	A0A088ADN2
7460.GB13655-PA	A0A088AEN0
7460.GB10405-PA	A0A088AF56
7460.GB14194-PA	A0A088AJ15
7460.GB12750-PA	A0A088AKC0
7460.GB18318-PA	A0A088AKS9
7460.GB13320-PA	A0A088AN29
7460.GB13348-PA	A0A088ANG4
7460.GB19140-PA	A0A088ANN7
7460.GB14973-PA	A0A088AP38
7460.GB12016-PA	A0A088AQ73
7460.GB16540-PA	A0A088ASM1
7460.GB12643-PA	A0A088AUL3
7460.GB10735-PA	A0A087ZXT7
7460.GB18431-PA	A0A088ADT3
7460.GB17746-PA	A0A088ALW7
7460.GB10369-PA	A0A088AP65
7460.GB14361-PA	D3KZF9
7460.GB15106-PA	A0A087ZN66
7460.GB13270-PA	A0A087ZYF0
7460.GB17214-PA	A0A088AAR9
7460.GB10444-PA	A0A088AC05
7460.GB12946-PA	I2CJL9
7460.GB11515-PA	I2CLL3
7460.GB16667-PA	Q963D4
7460.GB11515-PA	G5D4T2
7460.GB12405-PA	A0A087ZPT9
7460.GB12316-PA	A0A087ZT93
7460.GB10640-PA	A0A087ZU78
7460.GB30377-PA	A0A087ZV05
7460.GB17616-PA	A0A088A0P8
7460.GB18635-PA	A0A088A217
7460.GB17767-PA	A0A088A654
7460.GB30197-PA	A0A088A6Q3
7460.GB19629-PA	A0A088AGF5
7460.GB18008-PA	A0A088AGI2
7460.GB15275-PA	A0A088AIB7
7460.GB13112-PA	A0A088ALK7
7460.GB13797-PA	A0A088APG7
7460.GB14142-PA	A0A088ARI6
7460.GB16511-PA	A0A088AS21
7460.GB11022-PA	A0A088AU27
7460.GB10631-PA	A0A088AVD7
7460.GB19096-PA	A0A087ZPQ1
7460.GB15682-PA	A0A087ZQL8
7460.GB16797-PA	A0A087ZQQ6
7460.GB16378-PA	A0A087ZQR4
7460.GB19036-PA	A0A087ZQY8
7460.GB11424-PA	A0A087ZS01
7460.GB17061-PA	A0A087ZSB7
7460.GB14256-PA	A0A087ZSF1
7460.GB18290-PA	A0A087ZUT3
7460.GB18107-PA	A0A087ZV69
7460.GB19964-PA	A0A087ZVS5
7460.GB14283-PA	A0A087ZW31
7460.GB17220-PA	A0A087ZXA6
7460.GB10235-PA	A0A087ZXF1
7460.GB13380-PA	A0A087ZYF1
7460.GB10967-PA	A0A087ZYU1
7460.GB11035-PA	A0A087ZZE0
7460.GB16526-PA	A0A087ZZN8
7460.GB11114-PA	A0A088A0B3
7460.GB13213-PA	A0A088A279
7460.GB19996-PA	A0A088A6K7
7460.GB17298-PA	A0A088A6N4
7460.GB11396-PA	A0A088A8I4
7460.GB14484-PA	A0A088A8Q1
7460.GB18888-PA	A0A088AA88
7460.GB12961-PA	A0A088ADP0
7460.GB14858-PA	A0A088ADR6
7460.GB12734-PA	A0A088ADU5
7460.GB18714-PA	A0A088ADW4
7460.GB13069-PA	A0A088AFS3
7460.GB18684-PA	A0A088AJN8
7460.GB10540-PA	A0A088AU07
7460.GB11159-PA	A0A088AUC1
7460.GB12928-PA	U3KQX8
7460.GB13626-PA	A0A087ZZ79
7460.GB11051-PA	A0A088A2X6
7460.GB11757-PA	A0A088A5T6
7460.GB15511-PA	A0A088A6Z9
7460.GB10472-PA	A0A088A7J7
7460.GB11358-PA	A0A088A9I8
7460.GB15843-PA	A0A088AB96
7460.GB18891-PA	A0A088ADD2
7460.GB15187-PA	A0A088ADM4
7460.GB10167-PA	A0A088AED3
7460.GB19809-PA	A0A088AG41
7460.GB10951-PA	A0A088AH12
7460.GB15985-PA	A0A088AHV2
7460.GB10399-PA	A0A088AHX6
7460.GB10664-PA	A0A088AHX8
7460.GB10199-PA	A0A088AI58
7460.GB14426-PA	A0A088AIT4
7460.GB13617-PA	A0A088AMM9
7460.GB13200-PA	A0A088ANH5
7460.GB14006-PA	A0A088ANU4
7460.GB19199-PA	A0A088ARB3
7460.GB11224-PA	A0A088ASD8
7460.GB18821-PA	A0A088ASE2
7460.GB10076-PA	A0A088ASK0
7460.GB11934-PA	A0A087ZVW4
7460.GB17004-PA	A0A087ZYH4
7460.GB15948-PA	A0A088A086
7460.GB11903-PA	Q0GQQ4
7460.GB16539-PA	A0A087ZPN5
7460.GB10558-PA	A0A087ZRS1
7460.GB16732-PA	A0A087ZWR5
7460.GB14626-PA	A0A088AGN0
7460.GB18964-PA	A0A088AGS7
7460.GB10889-PA	A0A088AHE8
7460.GB11515-PA	I2CLK0
7460.GB14555-PA	A7E3L9
7460.GB11515-PA	G5D4S5
7460.GB18651-PA	A0A088A042
7460.GB17878-PA	A0A088A1J5
7460.GB11916-PA	A0A088AJG2
7460.GB13999-PA	G5D396
7460.GB20077-PA	G5D4Y3
7460.GB13468-PA	A0A087ZRT8
7460.GB17465-PA	A0A087ZS81
7460.GB18519-PA	A0A087ZYS1
7460.GB15624-PA	A0A088A1W9
7460.GB19440-PA	A0A088A866
7460.GB20047-PA	A0A088AA51
7460.GB17070-PA	A0A088ABH2
7460.GB18688-PA	A0A088AIL1
7460.GB11728-PA	A0A088AW56
7460.GB17917-PA	A0A087ZQ44
7460.GB14901-PA	A0A087ZR60
7460.GB30161-PA	A0A087ZSC7
7460.GB15919-PA	A0A087ZTP9
7460.GB14014-PA	A0A087ZZC3
7460.GB15481-PA	A0A087ZZR2
7460.GB18651-PA	A0A088A043
7460.GB10131-PA	A0A088A1N0
7460.GB14265-PA	A0A088A1Y9
7460.GB18993-PA	A0A088A6R7
7460.GB18577-PA	A0A088A6R9
7460.GB15382-PA	A0A088A6U2
7460.GB30073-PA	A0A088A8F0
7460.GB13168-PA	A0A088ABX5
7460.GB16632-PA	A0A088ASN7
7460.GB19606-PA	A0A088ASZ7
7460.GB17264-PA	A0A088ATT0
7460.GB14179-PA	A0A088AUB9
7460.GB14232-PA	A0A088AUT3
7460.GB17761-PA	A0A088AV37
7460.GB13639-PA	A0A088AVR1
7460.GB19151-PA	A0A088AVW9
7460.GB11202-PA	A0A087ZSY8
7460.GB16197-PA	A0A087ZZ21
7460.GB13314-PA	A0A088A5Z0
7460.GB15116-PA	A0A088A611
7460.GB10620-PA	A0A088AB00
7460.GB16037-PA	A0A088AC98
7460.GB15147-PA	A0A088AD76
7460.GB14333-PA	A0A088AFC5
7460.GB30031-PA	A0A088AFE3
7460.GB15530-PA	A0A088AFT1
7460.GB19626-PA	A0A088AGF8
7460.GB30463-RA_2	A0A088AGH3
7460.GB17682-PA	A0A088AHK7
7460.GB18851-PA	A0A088AHL6
7460.GB17272-PA	A0A088AIB5
7460.GB12099-PA	A0A088AL05
7460.GB10153-PA	A0A088AM32
7460.GB15075-PA	A0A088AMQ6
7460.GB17373-PA	A0A088AR21
7460.GB10183-PA	A0A088AR45
7460.GB18447-PB	I2CK15
7460.GB11066-PA	A0A087ZZ48
7460.GB18846-PA	A0A088AB43
7460.GB11428-PA	A0A088ATA0
7460.GB14992-PA	A0A087ZR77
7460.GB17880-PA	A0A087ZTG9
7460.GB18112-PA	A0A087ZY61
7460.GB10719-PA	A0A088A1Z0
7460.GB12477-PA	A0A088A247
7460.GB17634-PA	A0A088A424
7460.GB13553-PA	A0A088A520
7460.GB12936-PA	A0A088AVB3
7460.GB10755-PA	A0A087ZMX4
7460.GB17403-PA	A0A087ZMZ3
7460.GB20146-PA	A0A087ZN25
7460.GB15476-PA	A0A087ZPV5
7460.GB11348-PA	A0A087ZR59
7460.GB18227-PA	A0A087ZR88
7460.GB10483-PA	A0A087ZRC8
7460.GB13803-PA	A0A087ZSI5
7460.GB16565-PA	A0A087ZU57
7460.GB13815-PA	A0A087ZW75
7460.GB17498-PA	A0A087ZX31
7460.GB10160-PA	A0A087ZY14
7460.GB12100-PA	A0A087ZZ14
7460.GB12705-PA	A0A087ZZN9
7460.GB13157-PA	A0A088A074
7460.GB12638-PA	A0A088A1T6
7460.GB11425-PA	A0A088A4D1
7460.GB15498-PA	A0A088A728
7460.GB13075-PA	A0A088A780
7460.GB19786-PA	A0A088AAC6
7460.GB11552-PA	A0A088AAT2
7460.GB19969-PA	A0A088ABY2
7460.GB13389-PA	A0A088ABY4
7460.GB14215-PA	A0A088AG30
7460.GB13579-PA	A0A088AGD0
7460.GB14829-PA	A0A088AHK9
7460.GB10901-PA	A0A088AHV6
7460.GB15142-PA	A0A088AI44
7460.GB13944-PA	A0A088AK08
7460.GB17734-PA	A0A088AQM9
7460.GB10565-PA	A0A088ATC2
7460.GB18840-PA	A0A088ATS7
7460.GB16824-PA	A0A088AW62
7460.GB15885-PA	A0A088A7Z3
7460.GB10806-PA	A0A088ABR6
7460.GB13448-PA	A0A088AD40
7460.GB20076-PA	A0A088ADK5
7460.GB14773-PA	A0A088AH53
7460.GB13093-PA	A0A088AH61
7460.GB14883-PA	A0A088AH93
7460.GB12719-PA	A0A088ANW0
7460.GB13414-PA	A0A088ARN5
7460.GB13536-PA	A0A088ARY0
7460.GB10662-PA	A0A087ZPL7
7460.GB12968-PA	A0A087ZUH6
7460.GB14415-PA	A0A088A5U1
7460.GB19647-PA	A0A088A8Q5
7460.GB19560-PA	A0A088ABE9
7460.GB13669-PA	A0A088AFJ1
7460.GB12609-PA	A0A088AL33
7460.GB15568-PA	A0A088AL74
7460.GB19897-PA	A0A088ARD5
7460.GB20144-PA	A0A088ABN7
7460.GB12259-PA	A0A088AMD8
7460.GB10434-PA	A0A088AN09
7460.GB13405-PA	A0A088AS77
7460.GB14758-PA	C1JYI2
7460.GB10813-PA	A0A087ZNQ4
7460.GB13874-PA	A0A087ZPG7
7460.GB17910-PA	A0A087ZRH3
7460.GB14563-PA	A0A087ZS88
7460.GB14495-PA	A0A087ZSB6
7460.GB20149-PA	A0A087ZU68
7460.GB13313-PA	A0A087ZUZ4
7460.GB15982-PA	A0A087ZVH9
7460.GB11378-PA	A0A087ZWA5
7460.GB14996-PA	A0A087ZWS9
7460.GB19411-PA	A0A088A887
7460.GB19986-PA	A0A088AC12
7460.GB30314-PA	A0A088AT32
7460.GB15551-PA	A0A088AUX4
7460.GB17838-PA	A0A088A034
7460.GB12487-PA	A0A088A087
7460.GB11467-PA	A0A088A0B5
7460.GB19722-PA	A0A088A396
7460.GB17601-PA	A0A088A3B5
7460.GB17717-PA	A0A087ZSQ1
7460.GB17849-PA	A0A087ZTQ2
7460.GB14602-PA	A0A087ZX42
7460.GB19921-PA	A0A088ABM8
7460.GB12380-PA	A0A088AS38
7460.GB10231-PA	R4U5A5
7460.GB15623-PA	A0A088AJD4
7460.GB15525-PA	A0A088AJE9
7460.GB11167-PA	U5XH34
7460.GB18327-PA	A1A686
7460.GB12929-PA	C9D7C5
7460.GB13999-PA	G5D484
7460.GB17495-PA	A0A087ZN82
7460.GB16121-PA	A0A087ZUR5
7460.GB10484-PA	A0A088A979
7460.GB19974-PA	A0A088AAN6
7460.GB19014-PA	A0A088AB54
7460.GB13234-PA	A0A088ABW0
7460.GB10943-PA	A0A088AEQ7
7460.GB18174-PA	A0A088ANC0
7460.GB10105-PA	A0A088ANF6
7460.GB15567-PA	A0A088APU9
7460.GB19957-PA	A0A088AV23
7460.GB15134-PA	A0A087ZNN7
7460.GB14263-PA	A0A087ZRQ2
7460.GB15583-PA	A0A087ZV02
7460.GB30123-PA	A0A087ZWB9
7460.GB18713-PA	A0A088A035
7460.GB19511-PA	A0A088A180
7460.GB13636-PA	A0A088A1G8
7460.GB17080-PB	A0A088A8C5
7460.GB12066-PA	A0A088AA16
7460.GB18488-PA	A0A088ABZ0
7460.GB16560-PA	A0A088ATG2
7460.GB15870-PA	A0A088ATS6
7460.GB10524-PB	A0A088AVP4
7460.GB12813-PA	A0A088AW41
7460.GB13521-PA	A0A087ZT08
7460.GB13834-PA	A0A087ZVX5
7460.GB18136-PA	A0A087ZXB4
7460.GB18510-PA	A0A088A076
7460.GB10290-PA	A0A088A0Z4
7460.GB10288-PA	A0A088A292
7460.GB12815-PA	A0A088A2Y2
7460.GB18534-PA	A0A088A397
7460.GB17493-PA	A0A088A3L7
7460.GB18887-PA	A0A088A414
7460.GB12959-PA	A0A088A5P0
7460.GB15834-PA	A0A088A6R0
7460.GB19999-PA	A0A088AAX6
7460.GB10334-PA	A0A088AF79
7460.GB19587-PA	A0A088AFC2
7460.GB10785-PA	A0A088AG84
7460.GB19305-PA	A0A088AHT9
7460.GB18796-PA	A0A088AIP3
7460.GB15126-PA	A0A088AIV5
7460.GB19877-PA	A0A088AJ18
7460.GB13945-PA	A0A088AKI4
7460.GB14738-PA	A0A088AKW5
7460.GB15836-PA	A0A088AMA1
7460.GB17164-PA	A0A088AR22
7460.GB20128-PA	A0A088ARQ7
7460.GB19080-PA	A0A088ART1
7460.GB13907-PA	A0A088ARY5
7460.GB14268-PA	A0A088ASB9
7460.GB19840-PA	A0A088ASJ8
7460.GB14532-PA	A0A088A5H7
7460.GB19169-PA	A0A088A9F4
7460.GB13105-PA	A0A087ZUG1
7460.GB19180-PA	A0A087ZV07
7460.GB16249-PA	A0A087ZZH0
7460.GB14539-PA	A0A088A0I0
7460.GB17006-PA	A0A088AAF6
7460.GB13263-PA	A0A088AKU1
7460.GB17202-PA	A0A088APN0
7460.GB15756-PA	A0A088ASG8
7460.GB17050-PA	I2CJG1
7460.GB11515-PA	I2CLM8
7460.GB11515-PA	I2CLN0
7460.GB19541-PA	Q8T640
7460.GB16844-PA	A0SU68
7460.GB20130-PA	A0A087ZX65
7460.GB13496-PA	A0A087ZYN2
7460.GB14786-PA	A0A088A2K4
7460.GB17314-PA	A0A088A3Q0
7460.GB18824-PA	A0A088A5N3
7460.GB20029-PA	A0A088A791
7460.GB11355-PA	A0A088AB11
7460.GB16310-PA	A0A088ACB6
7460.GB18184-PA	A0A088AD48
7460.GB14398-PA	A0A088AGA7
7460.GB16684-PA	A0A088AGI6
7460.GB12344-PA	A0A088AIZ6
7460.GB17341-PA	A0A088AL76
7460.GB10553-PA	A0A088AQ21
7460.GB11167-PA	U5XGS2
7460.GB10315-PA	A0A087ZTY8
7460.GB12549-PA	A0A088A1W3
7460.GB11110-PA	A0A088AJK3
7460.GB17055-PA	A0A088AMM1
7460.GB16050-PA	A0A088AQI4
7460.GB10653-PA	D3XL61
7460.GB16868-PA	Q6Q077
7460.GB11507-PA	A0A087ZS38
7460.GB10745-PA	A0A088A589
7460.GB16140-PA	A0A088A6M7
7460.GB19842-PA	A0A088A766
7460.GB11509-PA	A0A088ACQ6
7460.GB10860-PA	A0A088AJR5
7460.GB14372-PA	B6VCW8
7460.GB11515-PA	G5D4T3
7460.GB10454-PA	A0A087ZNY1
7460.GB14909-PA	A0A087ZW64
7460.GB10113-PA	A0A088A0S7
7460.GB12758-PA	A0A088ABP0
7460.GB13621-PA	A0A088AC08
7460.GB15459-PA	A0A088ADY4
7460.GB16780-PA	A0A088AKQ0
7460.GB14537-PA	A0A088AKR9
7460.GB15140-PA	A0A088AN60
7460.GB14668-PA	A0A088AQ35
7460.GB14015-PA	A0A088AQZ5
7460.GB16528-PA	A0A088AUM5
7460.GB12846-PA	A0A088AW75
7460.GB13577-PA	A5HMG3
7460.GB15615-PA	A0A087ZQH9
7460.GB16797-PA	A0A087ZQQ5
7460.GB19428-PA	A0A087ZTC3
7460.GB13050-PA	A0A087ZTW5
7460.GB19574-PA	A0A087ZZC7
7460.GB11740-PA	A0A088A1K7
7460.GB12052-PA	A0A088ASR0
7460.GB15520-PA	A0A088ATY5
7460.GB19812-PA	A0A088AUQ5
7460.GB17700-PA	A0A088AUY0
7460.GB11212-PA	A0A088AVJ5
7460.GB15598-PA	A0A088AW57
7460.GB13884-PA	I2CL29
7460.GB19389-PA	C9E0T1
7460.GB13780-PA	A0A087ZT76
7460.GB12273-PA	A0A087ZV00
7460.GB19787-PA	A0A087ZWX0
7460.GB18255-PA	A0A087ZXD3
7460.GB15652-PA	A0A088A069
7460.GB17920-PA	A0A088A1L0
7460.GB14747-PA	A0A088A242
7460.GB18979-PA	A0A088A3D8
7460.GB14777-PA	A0A088A5Z5
7460.GB11096-PA	A0A088A7T3
7460.GB13612-PA	A0A088A819
7460.GB19893-PA	A0A088A952
7460.GB15724-PA	A0A088AAH9
7460.GB20034-PA	A0A088AAV1
7460.GB12888-PA	A0A088AB88
7460.GB15595-PA	A0A088ACP0
7460.GB19554-PA	A0A088AEL0
7460.GB30582-RA_2	A0A088AEP7
7460.GB30033-PA	A0A088AFE6
7460.GB11215-PA	A0A088AFG6
7460.GB12538-PA	A0A088AG75
7460.GB19154-PA	A0A088AG91
7460.GB13541-PA	A0A088AH02
7460.GB19610-PA	A0A088AJ59
7460.GB18321-PA	A0A088AKI0
7460.GB14453-PA	A0A088ALG0
7460.GB15092-PA	A0A088ALN8
7460.GB19203-PA	A0A088ALR6
7460.GB12469-PA	A0A088AN85
7460.GB17631-PA	A0A088ARN7
7460.GB11167-PA	Q6Q075
7460.GB19951-PA	A0A087ZS64
7460.GB14707-PA	A0A088AKR2
7460.GB15446-PA	A0A088AR39
7460.GB14228-PA	A0A087ZRM9
7460.GB15149-PA	A0A087ZVN8
7460.GB15780-PA	A0A087ZVX1
7460.GB17447-PA	A0A087ZY74
7460.GB17089-PA	A0A088A3I9
7460.GB30477-PA	A0A088AAS8
7460.GB16119-PA	A0A088AK85
7460.GB19575-PA	A0A088AM65
7460.GB15823-PA	A0A088AT58
7460.GB15910-PA	A0A088AUV9
7460.GB11167-PA	Q6Q086
7460.GB11167-PA	U5XJQ1
7460.GB30302-PA	A0A088ADB7
7460.GB13719-PA	A0A088AGY4
7460.GB17482-PA	A0A087ZSB2
7460.GB30215-PA	A0A087ZT99
7460.GB10124-PA	A0A087ZXX5
7460.GB17153-PA	A0A088A7Y4
7460.GB15635-PA	A0A088A996
7460.GB10923-PA	A0A088AAN8
7460.GB10292-PA	A0A088AHQ0
7460.GB11515-PA	I2CLK7
7460.GB17681-PA	O96104
7460.GB13884-PA	I2CL47
7460.GB18453-PA	D5L5R3
7460.GB11515-PA	G5D4S3
7460.GB11031-PA	G5D1H9
7460.GB11926-PA	A0A087ZR32
7460.GB11899-PA	A0A087ZSP5
7460.GB14121-PA	A0A087ZXY1
7460.GB17559-PA	A0A088AAN0
7460.GB10271-PA	A0A088AC29
7460.GB10245-PA	A0A088ADI0
7460.GB13557-PA	A0A088AG66
7460.GB17857-PA	A0A088ALR8
7460.GB30509-PA	A0A088ATN6
7460.GB13002-PA	A0A087ZQ33
7460.GB17399-PA	A0A087ZRM5
7460.GB15415-PA	A0A087ZS13
7460.GB19236-PA	A0A087ZX77
7460.GB19861-PA	A0A087ZZZ8
7460.GB18241-PA	A0A088A2U6
7460.GB13753-PA	A0A088A479
7460.GB15604-PA	A0A088A6H3
7460.GB19350-PA	A0A088A6M6
7460.GB30351-PA	A0A088A774
7460.GB16023-PA	A0A088A7P7
7460.GB10206-PA	A0A088AD91
7460.GB12299-PA	A0A088AE49
7460.GB17738-PA	A0A088AFJ3
7460.GB10332-PA	A0A088AFN5
7460.GB16250-PA	A0A088AJ40
7460.GB16143-PA	A0A088AJL2
7460.GB11822-PA	A0A088AMP8
7460.GB11848-PA	A0A088AMX8
7460.GB11315-PA	A0A088AQF7
7460.GB17821-PA	A0A088ASM7
7460.GB18128-PA	A0A088ATN1
7460.GB15657-PA	A0A088ATX7
7460.GB13341-PA	A0A088AVT1
7460.GB20147-PA	H9KSZ9
7460.GB17324-PA	A0A087ZP18
7460.GB17331-PA	A0A087ZS43
7460.GB14076-PA	A0A087ZU83
7460.GB11286-PA	A0A087ZZU4
7460.GB19925-PA	A0A088AS55
7460.GB10066-PA	A0A088ATG1
7460.GB18767-PA	R4TVF7
7460.GB15434-PA	C0SUH3
7460.GB17224-PA	I2CKB0
7460.GB14639-PA	B3GM11
7460.GB11695-PA	A0A087ZR19
7460.GB14271-PA	A0A088AT72
7460.GB19015-PA	A0A088AUF8
7460.GB16362-PA	A0A088ADK3
7460.GB17441-PA	A0A088AE40
7460.GB10844-PA	A0A088ASG6
7460.GB12181-PA	A0A087ZMS6
7460.GB10226-PA	A0A087ZP72
7460.GB18245-PA	A0A087ZQ92
7460.GB12997-PA	A0A087ZQM8
7460.GB17147-PA	A0A087ZUL9
7460.GB10570-PA	A0A087ZV43
7460.GB11835-PA	A0A087ZVA3
7460.GB14996-PA	A0A087ZWT2
7460.GB14912-PA	A0A087ZWU7
7460.GB17522-PA	A0A087ZYL5
7460.GB10533-PA	A0A088A2D9
7460.GB18037-PA	A0A088A2T4
7460.GB10877-PA	A0A088A4Q9
7460.GB11452-PA	A0A088A5N2
7460.GB16178-PA	A0A088A707
7460.GB16632-PA	A0A088A713
7460.GB12806-PA	A0A088A726
7460.GB10539-PA	A0A088A754
7460.GB15643-PA	A0A088A8U3
7460.GB14873-PA	A0A088AAS2
7460.GB17160-PA	A0A088ADQ5
7460.GB15912-PA	A0A088ADW0
7460.GB15180-PA	A0A088AJB6
7460.GB11465-PA	A0A088AJX2
7460.GB13346-PA	A0A088AJZ9
7460.GB14318-PA	A0A088ANJ3
7460.GB11995-PA	A0A088ANQ8
7460.GB30122-PA	A0A088AQV1
7460.GB19377-PA	A0A088AVR4
7460.GB18799-PA	A0A088A9T1
7460.GB10097-PA	A0A088ABI0
7460.GB15569-PA	A0A088AFA2
7460.GB30140-PA	A0A088AKL8
7460.GB19667-PA	A0A088AKX7
7460.GB10278-PA	A0A088AM46
7460.GB11294-PA	A0A088AMM5
7460.GB12021-PA	A0A088AN40
7460.GB12681-PA	A0A088ANX0
7460.GB11339-PA	A0A088AP18
7460.GB30163-PA	A0A088AR95
7460.GB14240-PA	A0A088ASD6
7460.GB13595-PA	A0A087ZW90
7460.GB18864-PA	A0A088ACN0
7460.GB11167-PA	B1NW37
7460.GB11167-PA	B1NW36
7460.GB11167-PA	Q6Q071
7460.GB11283-PA	A0A087ZPV0
7460.GB10508-PA	A0A087ZR23
7460.GB12055-PA	A0A087ZWC2
7460.GB17087-PA	A0A088A1Z1
7460.GB14805-PA	A0A088A445
7460.GB10579-PA	A0A088A8Q2
7460.GB17181-PA	A0A088ABN4
7460.GB10601-PA	A0A088AM43
7460.GB16963-PA	A0A087ZN57
7460.GB12153-PA	A0A087ZX04
7460.GB18943-PA	A0A087ZY72
7460.GB15547-PA	A0A087ZZD9
7460.GB17508-PA	A0A088A223
7460.GB17263-PA	A0A088A4E5
7460.GB19122-PA	A0A088A4H2
7460.GB14714-PA	A0A088A4K7
7460.GB14718-PA	A0A088AK44
7460.GB18450-PA	A0A088AM89
7460.GB10044-PA	A0A088ATB6
7460.GB15084-PA	A0A088AV62
7460.GB15810-PA	H9K869
7460.GB30086-PA	A0A088AIK1
7460.GB19433-PA	A0A088ALK3
7460.GB13956-PA	A0A088AN53
7460.GB11515-PA	I2CLM9
7460.GB11271-PA	A0A087ZN60
7460.GB15617-PA	A0A087ZNC6
7460.GB19950-PA	A0A087ZNQ1
7460.GB15463-PA	A0A087ZPQ7
7460.GB19004-PA	A0A087ZSC9
7460.GB16135-PA	A0A087ZSZ9
7460.GB10002-PA	A0A087ZTB3
7460.GB17207-PA	A0A087ZTJ8
7460.GB13053-PA	A0A087ZTR5
7460.GB20020-PA	A0A087ZUE7
7460.GB14038-PA	A0A087ZUS1
7460.GB17977-PA	A0A087ZXR9
7460.GB13748-PA	A0A087ZXU7
7460.GB17763-PA	A0A087ZZA7
7460.GB14786-PA	A0A088A049
7460.GB15357-PA	A0A088A2W8
7460.GB10596-PA	A0A088A438
7460.GB17039-PA	A0A088A4R8
7460.GB10465-PA	A0A088A5K0
7460.GB11665-PA	A0A088AAS7
7460.GB15914-PA	A0A088ADR7
7460.GB11168-PA	A0A088AG02
7460.GB16829-PA	A0A088AHX7
7460.GB18598-PA	A0A088ALL1
7460.GB18382-PA	A0A088AU04
7460.GB10639-PA	A0A088AW33
7460.GB15316-PA	A0A088A9S9
7460.GB18253-PA	A0A088ABE6
7460.GB12763-PA	A0A088AFD5
7460.GB17934-PA	A0A088AID6
7460.GB10110-PA	A0A088AIF9
7460.GB15663-PA	A0A088AMR0
7460.GB14088-PA	A0A088APU4
7460.GB18644-PA	A0A088AR46
7460.GB30413-PA	A0A088ASI2
7460.GB16910-PB	A0A088ASI7
7460.GB11167-PA	Q6Q090
7460.GB10873-PA	A0A087ZNL4
7460.GB11449-PA	A0A087ZNU9
7460.GB15553-PA	A0A087ZRR7
7460.GB18270-PA	A0A087ZST4
7460.GB15523-PA	A0A087ZV09
7460.GB10523-PA	A0A087ZVN5
7460.GB30358-PA	A0A087ZWC9
7460.GB16203-PA	A0A087ZX22
7460.GB16656-PA	A0A087ZXI9
7460.GB12716-PA	A0A087ZXS2
7460.GB19055-PA	A0A087ZXU3
7460.GB12342-PA	A0A087ZYW9
7460.GB13291-PA	A0A088A1C6
7460.GB19778-PA	A0A088A2C7
7460.GB19421-PA	A0A088A5H0
7460.GB12218-PA	A0A088A7Z9
7460.GB17954-PA	A0A088A942
7460.GB14963-PA	A0A088AAI9
7460.GB19733-PA	A0A088AD54
7460.GB30005-PA	A0A088AGB3
7460.GB16498-PA	A0A088AGC7
7460.GB16474-PA	A0A088AHF8
7460.GB14266-PA	A0A088AHT6
7460.GB14797-PA	A0A088AK34
7460.GB12241-PA	A0A088ANP3
7460.GB17509-PA	A0A088AQP1
7460.GB15042-PA	A0A088ARB7
7460.GB17495-PA	A0A088ASQ6
7460.GB30092-PA	A0A088AT10
7460.GB11724-PA	A0A088ATS8
7460.GB11336-PA	A0A088AVV4
7460.GB15044-PA	A0A088AEV7
7460.GB16400-PA	A0A088AF35
7460.GB18772-PA	A0A088AF86
7460.GB17236-PA	A0A088AIQ3
7460.GB13853-PA	A0A088AJ44
7460.GB11665-PA	A0A088AMK2
7460.GB10793-PA	A0A088AP94
7460.GB12094-PB	A0A088AP96
7460.GB10996-PA	A0A088APB6
7460.GB16901-PA	A0A088AQ02
7460.GB13067-PA	A0A088ASJ4
7460.GB19723-PA	A0A088A1E7
7460.GB16374-PA	A0A088A663
7460.GB14137-PA	A0A088ANF9
7460.GB18487-PA	A0A088AQU3
7460.GB14664-PA	A0A088A9X4
7460.GB11932-PA	A0A088ASY1
7460.GB17518-PA	A0A088AH80
7460.GB18796-PA	A0A088AIP1
7460.GB12208-PA	A0A088AJG5
7460.GB14270-PA	A0A088AMZ5
7460.GB19961-PA	R4U538
7460.GB11515-PA	I2CLN2
7460.GB18621-PA	Q75QW7
7460.GB19389-PA	C9E0S8
7460.GB11167-PA	B1NW42
