169963.lmo0928	P58621
169963.lmo1019	Q8Y895
169963.lmo0989	Q8Y8B9
169963.lmo2734	Q8Y3U7
169963.lmo0355	Q8YA11
169963.lmo0321	Q8YA43
169963.lmo0376	Q8Y9Z1
169963.lmo2804	Q8Y3N1
169963.lmo2151	Q8Y5B5
169963.lmo0505	Q8Y9M1
169963.lmo1647	Q8Y6N7
169963.lmo1005	Q8Y8A5
169963.lmo1022	Q8Y892
169963.lmo0156	Q8YAH0
169963.lmo1385	Q92BX0
169963.lmo0749	Q8Y8Z3
169963.lmo1917	Q8Y5Y6
169963.lmo1580	Q8Y6V1
169963.lmo0797	Q8Y8U5
169963.lmo2361	Q928S1
169963.lmo1960	Q8Y5U5
169963.lmo0783	Q8Y8V9
169963.lmo0292	Q8YA67
169963.lmo2723	Q8Y3V8
169963.lmo1145	Q8Y7X4
169963.lmo0939	Q8Y8G5
169963.lmo2344	Q8Y4T8
169963.lmo1864	Q8Y636
169963.lmo0676	Q8Y958
169963.lmo0389	Q8Y9X8
169963.lmo2005	Q8Y5Q1
169963.lmo1026	Q8Y889
169963.lmo2816	Q8Y3L9
169963.lmo2207	Q8Y569
169963.lmo1021	Q8Y893
169963.lmo0423	Q8Y9U7
169963.lmo0623	Q8Y9A9
169963.lmo1255	Q8Y7L9
169963.lmo2501	Q8Y4E5
169963.lmo1724	Q8Y6G3
169963.lmo1415	Q8Y781
169963.lmo0183	Q8YAE7
169963.lmo2709	Q8Y3X0
169963.lmo0370	Q8Y9Z7
169963.lmo0834	Q8Y8R1
169963.lmo1466	Q8Y746
169963.lmo2141	Q8Y5C4
169963.lmo2534	Q8Y4B7
169963.lmo2215	Q8Y561
169963.lmo1500	Q8Y724
169963.lmo1149	Q8Y7X0
169963.lmo1143	Q8Y7X6
169963.lmo1043	Q8Y874
169963.lmo1036	Q8Y881
169963.lmo0879	Q8Y8L8
169963.lmo1579	Q8Y6V2
169963.lmo0024	Q8YAT9
169963.lmo1813	Q8Y684
169963.lmo1747	Q8Y6E0
169963.lmo0872	Q8Y8M5
169963.lmo0784	Q8Y8V8
169963.lmo0280	Q8YA79
169963.lmo1121	Q8Y7Z8
169963.lmo2857	Q8Y3I0
169963.lmo1257	Q92CE7
169963.lmo0917	Q8Y8I5
169963.lmo0646	Q8Y987
169963.lmo0297	Q8YA62
169963.lmo0300	Q8YA61
169963.lmo2642	Q8Y432
169963.lmo0161	Q8YAG5
169963.lmo1122	Q8Y7Z7
169963.lmo1078	Q8Y840
169963.lmo1025	Q8Y890
169963.lmo2416	Q8Y4M1
169963.lmo2084	Q8Y5H8
169963.lmo1414	Q8Y782
169963.lmo1264	Q8Y7L3
169963.lmo2685	Q927F6
169963.lmo1992	Q8Y5R4
169963.lmo2805	Q8Y3N0
169963.lmo2260	Q8Y518
169963.lmo1300	Q8Y7H9
169963.lmo0720	Q8Y922
169963.lmo0640	Q8Y993
169963.lmo0241	Q92F34
169963.lmo2165	Q8Y5A4
169963.lmo0262	Q7AP88
169963.lmo2553	Q8Y4A1
169963.lmo2594	Q8Y461
169963.lmo1224	Q8Y7P9
169963.lmo0034	Q8YAS9
169963.lmo1843	Q8Y657
169963.lmo1389	Q8Y7A1
169963.lmo0178	Q8YAF1
169963.lmo0122	Q8YAK2
169963.lmo1686	Q8Y6J8
169963.lmo1551	Q8Y6Y0
169963.lmo0136	Q92FC3
169963.lmo2815	Q8Y3M0
169963.lmo1032	Q8Y885
169963.lmo0609	Q8Y9C3
169963.lmo1481	Q8Y741
169963.lmo1440	Q8Y762
169963.lmo1374	Q8Y7B2
169963.lmo1042	Q8Y875
169963.lmo0429	Q8Y9U1
169963.lmo2817	Q8Y3L8
169963.lmo1820	Q8Y679
169963.lmo1243	Q8Y7N1
169963.lmo1230	Q8Y7P3
169963.lmo0104	Q8YAL4
169963.lmo0032	Q8YAT1
169963.lmo1206	Q8Y7R5
169963.lmo2477	Q8Y4G6
169963.lmo1013	Q8Y899
169963.lmo0083	Q8YAN4
169963.lmo1477	Q8Y744
169963.lmo2476	Q8Y4G7
169963.lmo1173	Q8Y7U7
169963.lmo2386	Q8Y4P9
169963.lmo1869	Q8Y631
169963.lmo0428	Q8Y9U2
169963.lmo0732	Q8Y910
169963.lmo1656	Q8Y6M8
169963.lmo1167	Q8Y7V2
169963.lmo0163	Q8YAG3
169963.lmo1881	Q8Y621
169963.lmo2505	Q7AP49
169963.lmo1453	Q7AP64
169963.lmo0116	Q7AP95
169963.lmo2414	Q8Y4M3
169963.lmo2368	Q8Y4R6
169963.lmo2362	Q8Y4S1
169963.lmo2354	Q8Y4S8
169963.lmo2323	Q8Y4V7
169963.lmo2309	Q8Y4X0
169963.lmo2290	Q8Y4Y9
169963.lmo2200	Q8Y575
169963.lmo1717	Q8Y6G9
169963.lmo1611	Q8Y6S2
169963.lmo1506	Q8Y720
169963.lmo1429	Q8Y772
169963.lmo1342	Q8Y7E1
169963.lmo1197	Q8Y7S4
169963.lmo1162	Q8Y7V7
169963.lmo1107	Q8Y812
169963.lmo0970	Q8Y8D5
169963.lmo0737	Q8Y905
169963.lmo1061	Q8Y857
169963.lmo0978	Q8Y8D0
169963.lmo0488	Q8Y9N7
169963.lmo0119	Q7AP92
169963.lmo1965	Q8Y5U0
169963.lmo1713	Q8Y6H3
169963.lmo0986	Q8Y8C2
169963.lmo0774	Q8Y8W8
169963.lmo0585	Q8Y9E5
169963.lmo0535	Q8Y9J2
169963.lmo0459	Q8Y9R4
169963.lmo2421	Q8Y4L6
169963.lmo1632	Q8Y6Q2
169963.lmo1352	Q8Y7D1
169963.lmo0923	Q8Y8H9
169963.lmo2697	Q8Y3Y2
169963.lmo2305	Q8Y4X4
169963.lmo0902	Q8Y8J9
169963.lmo0818	Q8Y8S6
169963.lmo0400	Q8Y9W9
169963.lmo2429	Q8Y4K8
169963.lmo2380	Q8Y4Q4
169963.lmo2236	Q8Y540
169963.lmo1616	Q8Y6R7
169963.lmo1343	Q8Y7E0
169963.lmo1113	Q8Y806
169963.lmo2293	Q8Y4Y6
169963.lmo2356	Q8Y4S6
169963.lmo2264	Q8Y514
169963.lmo2259	Q8Y519
169963.lmo2669	Q8Y409
169963.lmo1521	Q8Y707
169963.lmo1137	Q8Y7Y2
169963.lmo0790	Q8Y8V2
169963.lmo1822	Q8Y677
169963.lmo1730	Q8Y6F7
169963.lmo0139	Q8YAI7
169963.lmo2537	Q8Y4B4
169963.lmo1166	Q8Y7V3
169963.lmo0657	Q8Y976
169963.lmo0650	Q8Y983
169963.lmo0547	Q8Y9I1
169963.lmo2314	Q8Y4W5
169963.lmo1569	Q8Y6W2
169963.lmo1511	Q8Y715
169963.lmo1142	Q8Y7X7
169963.lmo0760	Q8Y8Y2
169963.lmo0758	Q8Y8Y4
169963.lmo0704	Q8Y937
169963.lmo0672	Q8Y961
169963.lmo0554	Q8Y9H4
169963.lmo0521	Q8Y9K6
169963.lmo0461	Q8Y9R2
169963.lmo0081	Q8YAN6
169963.lmo0029	Q8YAT4
169963.lmo0023	Q8YAU0
169963.lmo2306	Q8Y4X3
169963.lmo2131	Q8Y5D4
169963.lmo2128	Q8Y5D7
169963.lmo1652	Q8Y6N2
169963.lmo1099	Q8Y819
169963.lmo1085	Q8Y833
169963.lmo1083	Q8Y835
169963.lmo1074	Q8Y844
169963.lmo0863	Q8Y8N3
169963.lmo0846	Q8Y8Q0
169963.lmo0620	Q8Y9B2
169963.lmo1067	Q8Y851
169963.lmo1289	Q8Y7I8
169963.lmo1218	Q8Y7Q4
169963.lmo1126	Q8Y7Z3
169963.lmo2807	Q8Y3M8
169963.lmo2388	Q8Y4P7
169963.lmo2139	Q8Y5C6
169963.lmo1401	Q8Y791
169963.lmo1316	Q8Y7G5
169963.lmo0854	Q8Y8P2
169963.lmo0587	Q8Y9E3
169963.lmo2278	Q7AP51
169963.lmo2196	Q7AP52
169963.lmo2648	Q8Y427
169963.lmo2570	Q8Y485
169963.lmo1438	Q8Y763
169963.lmo1253	Q8Y7M1
169963.lmo0842	Q8Y8Q4
169963.lmo2307	Q8Y4X2
169963.lmo2098	Q8Y5G5
169963.lmo1373	Q8Y7B3
169963.lmo1131	Q8Y7Y8
169963.lmo0813	Q8Y8T1
169963.lmo0725	Q8Y917
169963.lmo0481	Q8Y9P3
169963.lmo0409	Q8Y9W0
169963.lmo2599	Q8Y456
169963.lmo2292	Q8Y4Y7
169963.lmo2286	Q8Y4Z3
169963.lmo2188	Q8Y583
169963.lmo1705	Q8Y6H9
169963.lmo1659	Q8Y6M5
169963.lmo1555	Q8Y6X6
169963.lmo0915	Q8Y8I7
169963.lmo0426	Q8Y9U4
169963.lmo2415	Q8Y4M2
169963.lmo2375	Q8Y4Q9
169963.lmo2088	Q8Y5H4
169963.lmo1984	Q8Y5S1
169963.lmo1290	Q8Y7I7
169963.lmo0710	Q8Y931
169963.lmo0436	Q8Y9T7
169963.lmo2348	Q8Y4T4
169963.lmo2748	Q8Y3T3
169963.lmo1718	Q8Y6G8
169963.lmo1236	Q8Y7N8
169963.lmo0656	Q8Y977
169963.lmo2304	Q8Y4X5
169963.lmo2646	Q8Y429
169963.lmo1418	Q8Y778
169963.lmo1081	Q8Y837
169963.lmo1060	Q8Y858
169963.lmo0823	Q8Y8S1
169963.lmo0794	Q8Y8U8
169963.lmo2294	Q8Y4Y5
169963.lmo1215	Q8Y7Q7
169963.lmo1690	Q8Y6J4
169963.lmo2373	Q8Y4R1
169963.lmo1708	Q8Y6H6
169963.lmo0956	Q8Y8E8
169963.lmo0838	Q8Y8Q8
169963.lmo0649	Q8Y984
169963.lmo0021	Q8YAU2
169963.lmo0016	Q8YAU7
169963.lmo2790	Q8Y3P4
169963.lmo2781	Q8Y3Q3
169963.lmo0360	Q8YA06
169963.lmo0548	Q8Y9I0
169963.lmo2766	Q8Y3R7
169963.lmo0857	Q8Y8N9
169963.lmo1154	Q8Y7W5
169963.lmo0835	Q8Y8R0
169963.lmo2565	Q8Y490
169963.lmo2178	Q8Y591
169963.lmo0769	Q8Y8X3
169963.lmo2422	Q8Y4L5
169963.lmo2670	Q8Y408
169963.lmo2299	Q8Y4Y0
169963.lmo2270	Q8Y508
169963.lmo1164	Q8Y7V5
169963.lmo1101	Q8Y818
169963.lmo0878	Q8Y8L9
169963.lmo0722	Q8Y920
169963.lmo0717	Q8Y925
169963.lmo0442	Q8Y9T1
169963.lmo1177	Q8Y7U3
169963.lmo1045	Q8Y872
169963.lmo1892	Q8Y610
169963.lmo0311	Q8YA51
169963.lmo2784	Q8Y3Q0
169963.lmo0078	Q8YAN9
169963.lmo0052	Q8YAR3
169963.lmo2334	Q8Y4U7
169963.lmo0314	Q8YA48
169963.lmo1487	Q8Y736
169963.lmo0973	Q7AP77
169963.lmo0971	Q7AP78
169963.lmo0685	Q7AP82
169963.lmo2696	Q8Y3Y3
169963.lmo2347	Q8Y4T5
169963.lmo1112	Q8Y807
169963.lmo0731	Q8Y911
169963.lmo0397	Q8Y9X1
169963.lmo1223	Q8Y7Q0
169963.lmo0504	Q8Y9M2
169963.lmo1287	Q8Y7J0
169963.lmo2053	Q8Y5K6
169963.lmo0372	Q8Y9Z5
169963.lmo0100	Q8YAL8
169963.lmo0238	Q8YAB2
169963.lmo2355	Q8Y4S7
169963.lmo1617	Q8Y6R6
169963.lmo0651	Q8Y982
169963.lmo1186	Q8Y7T5
169963.lmo2140	Q8Y5C5
169963.lmo1015	Q7AP75
169963.lmo2391	Q8Y4P4
169963.lmo0927	Q8Y8H6
169963.lmo0898	Q8Y8K3
169963.lmo0571	Q8Y9F7
169963.lmo0492	Q8Y9N3
169963.lmo2643	Q8Y431
169963.lmo1855	Q8Y645
169963.lmo1723	Q8Y6G4
169963.lmo0142	Q8YAI4
169963.lmo0137	Q8YAI9
169963.lmo1468	Q92BP2
169963.lmo2288	Q8Y4Z1
169963.lmo0906	Q8Y8J5
169963.lmo2382	Q8Y4Q2
169963.lmo0011	Q8YAV2
169963.lmo1982	Q8Y5S3
169963.lmo2063	Q8Y5J7
169963.lmo0018	Q8YAU5
169963.lmo2674	Q8Y404
169963.lmo1245	Q8Y7M9
169963.lmo1072	Q8Y846
169963.lmo0959	Q8Y8E5
169963.lmo0750	Q8Y8Z2
169963.lmo2717	Q927C4
169963.lmo1924	Q8Y5X9
169963.lmo0059	Q8YAQ7
169963.lmo2043	Q8Y5L5
169963.lmo0278	Q8YA81
169963.lmo2719	Q8Y3W2
169963.lmo2026	Q8Y5N1
169963.lmo1152	Q8Y7W7
169963.lmo0449	Q8Y9S4
169963.lmo0340	Q8YA25
169963.lmo0610	Q8Y9C2
169963.lmo2562	Q927T1
169963.lmo0263	Q7AP87
169963.lmo0451	Q8Y9S2
169963.lmo2634	Q8Y439
169963.lmo2208	Q8Y568
169963.lmo2157	Q8Y5B0
169963.lmo0877	Q8Y8M0
169963.lmo0700	Q8Y941
169963.lmo0558	Q8Y9H0
169963.lmo1129	Q8Y7Z0
169963.lmo2274	Q8Y504
169963.lmo0175	Q8YAF4
169963.lmo1794	Q8Y6A1
169963.lmo0268	Q8YA91
169963.lmo2257	Q8Y521
169963.lmo2397	Q8Y4N8
169963.lmo1507	Q8Y719
169963.lmo1309	Q8Y7H1
169963.lmo0570	Q8Y9F8
169963.lmo1014	Q7AP76
169963.lmo0941	Q8Y8G3
169963.lmo0856	Q8Y8P0
169963.lmo2094	Q8Y5G9
169963.lmo1646	Q8Y6N8
169963.lmo1610	Q8Y6S3
169963.lmo1539	Q8Y6Z1
169963.lmo0817	Q8Y8S7
169963.lmo0291	Q8YA68
169963.lmo0361	Q8YA05
169963.lmo1295	Q92C58
169963.lmo0697	Q92DV7
169963.lmo2349	Q8Y4T3
169963.lmo2027	Q8Y5N0
169963.lmo1663	Q8Y6M1
169963.lmo1763	Q92AP5
169963.lmo1636	Q8Y6P8
169963.lmo1217	Q8Y7Q5
169963.lmo0891	Q8Y8K8
169963.lmo2571	Q8Y484
169963.lmo2171	Q8Y598
169963.lmo1981	Q8Y5S4
169963.lmo1930	Q8Y5X3
169963.lmo0324	Q8YA40
169963.lmo0121	Q8YAK3
169963.lmo2077	Q8Y5I5
169963.lmo1791	Q8Y6A4
169963.lmo0791	Q8Y8V1
169963.lmo0395	Q8Y9X3
169963.lmo0302	Q8YA59
169963.lmo1803	Q8Y693
169963.lmo2658	Q8Y419
169963.lmo2440	Q8Y4J8
169963.lmo2138	Q8Y5C7
169963.lmo1476	Q8Y745
169963.lmo0775	Q8Y8W7
169963.lmo0754	Q8Y8Y8
169963.lmo0666	Q8Y967
169963.lmo0489	Q8Y9N6
169963.lmo1550	Q8Y6Y1
169963.lmo1541	Q8Y6Z0
169963.lmo2773	Q8Y3R0
169963.lmo1211	Q8Y7R1
169963.lmo0478	Q8Y9P6
169963.lmo2756	Q8Y3S5
169963.lmo2413	Q8Y4M4
169963.lmo1944	Q8Y5W1
169963.lmo1853	Q8Y647
169963.lmo1761	Q8Y6C7
169963.lmo0109	Q8YAK9
169963.lmo2331	Q8Y4U9
169963.lmo2812	Q8Y3M3
169963.lmo1324	Q8Y7F7
169963.lmo2387	Q8Y4P8
169963.lmo2353	Q8Y4S9
169963.lmo1120	Q8Y7Z9
169963.lmo0962	Q8Y8E2
169963.lmo0961	Q8Y8E3
169963.lmo0913	Q8Y8I9
169963.lmo0881	Q8Y8L6
169963.lmo0706	Q8Y935
169963.lmo2644	Q8Y430
169963.lmo1104	Q8Y815
169963.lmo0226	Q8YAC0
169963.lmo0748	Q8Y8Z4
169963.lmo0604	Q8Y9C8
169963.lmo2499	Q8Y4E7
169963.lmo2022	Q8Y5N5
169963.lmo1038	Q8Y879
169963.lmo0193	Q8YAD8
169963.lmo0896	Q8Y8K5
169963.lmo1470	Q7AP62
169963.lmo1110	Q8Y809
169963.lmo0888	Q8Y8L0
169963.lmo0701	Q8Y940
169963.lmo2591	Q8Y464
169963.lmo1648	Q8Y6N6
169963.lmo0862	Q8Y8N4
169963.lmo0602	Q8Y9D0
169963.lmo0584	Q8Y9E6
169963.lmo0572	Q8Y9F6
169963.lmo1898	Q8Y605
169963.lmo0028	Q8YAT5
169963.lmo2581	Q8Y474
169963.lmo2436	Q8Y4K2
169963.lmo2298	Q8Y4Y1
169963.lmo1715	Q8Y6H1
169963.lmo1684	Q8Y6K0
169963.lmo1666	Q8Y6L8
169963.lmo0991	Q8Y8B7
169963.lmo0788	Q8Y8V4
169963.lmo2059	Q8Y5K1
169963.lmo1915	Q8Y5Y8
169963.lmo1759	Q8Y6C9
169963.lmo0143	Q8YAI3
169963.lmo0960	Q8Y8E4
169963.lmo2080	Q8Y5I2
169963.lmo1516	Q8Y710
169963.lmo0770	Q8Y8X2
169963.lmo1157	Q8Y7W2
169963.lmo1133	Q8Y7Y6
169963.lmo1009	Q8Y8A3
169963.lmo0655	Q8Y978
169963.lmo2441	Q8Y4J7
169963.lmo2130	Q8Y5D5
169963.lmo2119	Q8Y5E5
169963.lmo1390	Q8Y7A0
169963.lmo0652	Q8Y981
169963.lmo0616	Q8Y9B6
169963.lmo0549	Q8Y9H9
169963.lmo0453	Q8Y9S0
169963.lmo1762	Q92AP6
169963.lmo2536	Q8Y4B5
169963.lmo2428	Q8Y4K9
169963.lmo1740	Q8Y6E7
169963.lmo1737	Q8Y6F0
169963.lmo0171	Q8YAF5
169963.lmo0299	Q92EY1
169963.lmo0027	Q8YAT6
169963.lmo2486	Q8Y4F8
169963.lmo1256	Q8Y7L8
169963.lmo2791	Q926W7
169963.lmo2768	Q8Y3R5
169963.lmo2675	Q8Y403
169963.lmo2603	Q8Y452
169963.lmo0824	Q8Y8S0
169963.lmo0580	Q8Y9E9
169963.lmo0588	Q8Y9E2
169963.lmo1916	Q8Y5Y7
169963.lmo0936	Q8Y8G8
169963.lmo0307	Q8YA54
169963.lmo0170	Q8YAF6
169963.lmo0091	Q8YAM7
169963.lmo1371	Q8Y7B5
169963.lmo1151	Q8Y7W8
169963.lmo0592	Q8Y9D8
169963.lmo2754	Q8Y3S7
169963.lmo0849	Q8Y8P7
169963.lmo2357	Q8Y4S5
169963.lmo2271	Q8Y507
169963.lmo0958	Q8Y8E6
169963.lmo0819	Q8Y8S5
169963.lmo0286	Q8YA73
169963.lmo2194	Q8Y580
169963.lmo1281	Q8Y7J6
169963.lmo0555	Q8Y9H3
169963.lmo0405	Q8Y9W4
169963.lmo0677	Q8Y957
169963.lmo1976	Q8Y5S9
169963.lmo1919	Q8Y5Y4
169963.lmo0803	Q8Y8U0
169963.lmo0181	Q8YAE9
169963.lmo0890	Q92DC5
169963.lmo0617	Q8Y9B5
169963.lmo2823	Q8Y3L2
169963.lmo2145	Q8Y5C0
169963.lmo0641	Q8Y992
169963.lmo2161	Q8Y5A7
169963.lmo1607	Q8Y6S6
169963.lmo0654	Q8Y979
169963.lmo2376	Q8Y4Q8
169963.lmo1884	Q8Y618
169963.lmo1811	Q8Y686
169963.lmo0493	Q8Y9N2
169963.lmo1323	Q8Y7F8
169963.lmo1161	Q8Y7V8
169963.lmo2289	Q8Y4Z0
169963.lmo2127	Q8Y5D8
169963.lmo1699	Q8Y6I5
169963.lmo1200	Q8Y7S1
169963.lmo1141	Q8Y7X8
169963.lmo0903	Q8Y8J8
169963.lmo0831	Q8Y8R4
169963.lmo2694	Q8Y3Y5
169963.lmo0935	Q8Y8G9
169963.lmo2332	Q8Y4U8
169963.lmo2116	Q8Y5E8
169963.lmo0530	Q8Y9J7
169963.lmo2504	Q8Y4E2
169963.lmo1998	Q8Y5Q8
169963.lmo0829	Q8Y8R6
169963.lmo0667	Q8Y966
169963.lmo0356	Q8YA10
169963.lmo0338	Q8YA27
169963.lmo1991	Q8Y5R5
169963.lmo1994	Q8Y5R2
169963.lmo2557	Q8Y497
169963.lmo1258	Q8Y7L7
169963.lmo1706	Q8Y6H8
169963.lmo0012	Q8YAV1
169963.lmo2407	Q8Y4M9
169963.lmo2327	Q8Y4V3
169963.lmo2249	Q8Y528
169963.lmo1645	Q8Y6N9
169963.lmo1405	Q8Y787
169963.lmo0739	Q8Y903
169963.lmo0518	Q8Y9K9
169963.lmo0494	Q8Y9N1
169963.lmo1432	Q8Y769
169963.lmo2713	Q8Y3W6
169963.lmo1368	Q8Y7B8
169963.lmo1286	Q8Y7J1
169963.lmo1446	Q8Y758
169963.lmo2828	Q8Y3K7
169963.lmo2454	Q8Y4I5
169963.lmo0591	Q8Y9D9
169963.lmo0165	Q8YAG1
169963.lmo1728	Q8Y6F9
169963.lmo2677	Q8Y401
169963.lmo1209	Q8Y7R2
169963.lmo0117	Q7AP94
169963.lmo2663	Q8Y414
169963.lmo2659	Q8Y418
169963.lmo1433	Q8Y768
169963.lmo1293	Q8Y7I4
169963.lmo1212	Q8Y7R0
169963.lmo0826	Q8Y8R8
169963.lmo0680	Q8Y954
169963.lmo0515	Q8Y9L2
169963.lmo2520	Q8Y4D0
169963.lmo2281	Q8Y4Z8
169963.lmo0742	Q8Y900
169963.lmo1543	Q8Y6Y8
169963.lmo1677	Q8Y6K7
169963.lmo0523	Q8Y9K4
169963.lmo1333	Q8Y7E9
169963.lmo1957	Q8Y5U8
169963.lmo2834	Q8Y3K1
169963.lmo1808	Q8Y689
169963.lmo0075	Q8YAP2
169963.lmo0031	Q8YAT2
169963.lmo0050	Q8YAR5
169963.lmo2690	Q8Y3Y9
169963.lmo0287	Q8YA72
169963.lmo2638	Q8Y435
169963.lmo0581	Q8Y9E8
169963.lmo2251	Q8Y526
169963.lmo1872	Q8Y628
169963.lmo0378	Q8Y9Y9
169963.lmo1124	Q8Y7Z5
169963.lmo0546	Q8Y9I2
169963.lmo0362	Q8YA04
169963.lmo0545	Q8Y9I3
169963.lmo0439	Q8Y9T4
169963.lmo2408	Q8Y4M8
169963.lmo2365	Q8Y4R8
169963.lmo2229	Q8Y547
169963.lmo2089	Q8Y5H3
169963.lmo1548	Q8Y6Y3
169963.lmo1006	Q8Y8A4
169963.lmo0998	Q8Y8B0
169963.lmo1709	Q8Y6H5
169963.lmo0068	Q8YAP9
169963.lmo2749	Q8Y3T2
169963.lmo1700	Q8Y6I4
169963.lmo0815	Q8Y8S9
169963.lmo0740	Q8Y902
169963.lmo0246	Q8YAA6
169963.lmo0622	Q8Y9B0
169963.lmo0073	Q8YAP4
169963.lmo1180	Q92CM7
169963.lmo2364	Q8Y4R9
169963.lmo1895	Q8Y607
169963.lmo0919	Q8Y8I3
169963.lmo2173	Q8Y596
169963.lmo2589	Q8Y466
169963.lmo1436	Q8Y765
169963.lmo1155	Q8Y7W4
169963.lmo1037	Q8Y880
169963.lmo1654	Q8Y6N0
169963.lmo0751	Q8Y8Z1
169963.lmo1430	Q8Y771
169963.lmo0037	Q8YAS6
169963.lmo1464	Q8Y748
169963.lmo0955	Q8Y8E9
169963.lmo0557	Q8Y9H1
169963.lmo1972	Q8Y5T3
169963.lmo0310	Q8YA52
169963.lmo0920	Q8Y8I2
169963.lmo2379	Q8Y4Q5
169963.lmo1688	Q8Y6J6
169963.lmo1526	Q8Y704
169963.lmo1242	Q8Y7N2
169963.lmo0938	Q8Y8G6
169963.lmo0887	Q8Y8L1
169963.lmo0626	Q8Y9A6
169963.lmo0500	Q8Y9M6
169963.lmo2515	Q927X8
169963.lmo2312	Q8Y4W7
169963.lmo1570	Q8Y6W1
169963.lmo0698	Q8Y943
169963.lmo2506	Q8Y4E1
169963.lmo2107	Q8Y5F7
169963.lmo0780	Q8Y8W2
169963.lmo0499	Q8Y9M7
169963.lmo1040	Q8Y877
169963.lmo2389	Q8Y4P6
169963.lmo2326	Q8Y4V4
169963.lmo1604	Q8Y6S9
169963.lmo1406	Q8Y786
169963.lmo0723	Q8Y919
169963.lmo1851	Q8Y649
169963.lmo0404	Q8Y9W5
169963.lmo0273	Q8YA86
169963.lmo2134	Q8Y5D1
169963.lmo0937	Q8Y8G7
169963.lmo2017	Q8Y5P0
169963.lmo0560	Q8Y9G8
169963.lmo1427	Q7AP66
169963.lmo1266	Q8Y7L1
169963.lmo0814	Q8Y8T0
169963.lmo0112	Q8YAK6
169963.lmo2193	Q7AP53
169963.lmo1412	Q7AP70
169963.lmo1697	Q8Y6I7
169963.lmo1241	Q8Y7N3
169963.lmo1216	Q8Y7Q6
169963.lmo1174	Q8Y7U6
169963.lmo1018	Q8Y896
169963.lmo0884	Q8Y8L3
169963.lmo0804	Q8Y8T9
169963.lmo0661	Q8Y972
169963.lmo0454	Q8Y9R9
169963.lmo2117	Q8Y5E7
169963.lmo0088	Q92FH2
169963.lmo2296	Q8Y4Y3
169963.lmo2070	Q8Y5J1
169963.lmo0627	Q8Y9A5
169963.lmo0351	Q8YA15
169963.lmo0277	Q8YA82
169963.lmo2721	Q8Y3W0
169963.lmo2487	Q8Y4F7
169963.lmo1812	Q8Y685
169963.lmo1638	Q8Y6P6
169963.lmo0874	Q8Y8M3
169963.lmo0810	Q8Y8T4
169963.lmo0871	Q92DE4
169963.lmo0106	Q8YAL2
169963.lmo0295	Q8YA64
169963.lmo0179	Q92F88
169963.lmo1903	Q8Y600
169963.lmo0445	Q8Y9S8
169963.lmo1220	Q92CI8
169963.lmo2590	Q8Y465
169963.lmo2318	Q8Y4W1
169963.lmo2146	Q8Y5B9
169963.lmo1419	Q8Y777
169963.lmo1171	Q8Y7U8
169963.lmo0914	Q8Y8I8
169963.lmo0869	Q8Y8M7
169963.lmo0097	Q8YAM1
169963.lmo0243	Q8YAA8
169963.lmo2311	Q8Y4W8
169963.lmo2689	Q8Y3Z0
169963.lmo1744	Q8Y6E3
169963.lmo1478	Q8Y743
169963.lmo0752	Q8Y8Z0
169963.lmo0283	Q8YA76
169963.lmo2745	Q8Y3T6
169963.lmo2096	Q8Y5G7
169963.lmo1741	Q8Y6E6
169963.lmo2185	Q7AP54
169963.lmo0229	Q7AP89
169963.lmo1305	Q8Y7H4
169963.lmo1156	Q8Y7W3
169963.lmo0411	Q8Y9V9
169963.lmo2783	Q8Y3Q1
169963.lmo2045	Q8Y5L3
169963.lmo0907	Q8Y8J4
169963.lmo0326	Q8YA38
169963.lmo0232	Q8YAB6
169963.lmo0152	Q8YAH4
169963.lmo2256	Q929B9
169963.lmo2547	Q8Y4A4
169963.lmo0628	Q8Y9A4
169963.lmo2725	Q8Y3V6
169963.lmo1004	Q8Y8A6
169963.lmo0992	Q8Y8B6
169963.lmo0101	Q8YAL7
169963.lmo2769	Q8Y3R4
169963.lmo2593	Q8Y462
169963.lmo2126	Q8Y5D9
169963.lmo2671	Q8Y407
169963.lmo2463	Q8Y4H8
169963.lmo1997	Q8Y5Q9
169963.lmo1893	Q8Y609
169963.lmo1582	Q8Y6U9
169963.lmo0603	Q8Y9C9
169963.lmo0875	Q8Y8M2
169963.lmo0180	Q8YAF0
169963.lmo0118	Q7AP93
169963.lmo2437	Q8Y4K1
169963.lmo2174	Q8Y595
169963.lmo1673	Q8Y6L1
169963.lmo1282	Q8Y7J5
169963.lmo0738	Q8Y904
169963.lmo0556	Q8Y9H2
169963.lmo0033	Q8YAT0
169963.lmo1178	Q8Y7U2
169963.lmo2640	Q927J9
169963.lmo2122	Q8Y5E2
169963.lmo2479	Q8Y4G5
169963.lmo0538	Q8Y9J0
169963.lmo2554	Q8Y4A0
169963.lmo1691	Q8Y6J3
169963.lmo0335	Q8YA30
169963.lmo0182	Q8YAE8
169963.lmo0146	Q8YAI0
169963.lmo0082	Q8YAN5
169963.lmo2762	Q8Y3S0
169963.lmo2209	Q8Y567
169963.lmo2180	Q8Y589
169963.lmo2159	Q8Y5A9
169963.lmo1508	Q8Y718
169963.lmo1251	Q8Y7M3
169963.lmo1069	Q8Y849
169963.lmo0965	Q8Y8D9
169963.lmo0953	Q8Y8F1
169963.lmo0421	Q8Y9U9
169963.lmo0367	Q8YA00
