243159.AFE_1462	B7JA39
243159.AFE_0257	B7J401
243159.AFE_2777	B7J8K3
243159.AFE_0238	B7J3Y2
243159.AFE_0444	B7J4I7
243159.AFE_2263	B7J5Q0
243159.AFE_2374	B7J6D8
243159.AFE_2563	B7J7N0
243159.AFE_2618	B7J7T3
243159.AFE_2639	B7J7V3
243159.AFE_2651	B7J7W5
243159.AFE_2731	B7J8G2
243159.AFE_2755	B7J8I4
243159.AFE_3137	B7JAP1
243159.AFE_3264	B7JBE2
243159.AFE_1766	B7JBM4
243159.AFE_1958	B7JC53
243159.AFE_0575	B7J594
243159.AFE_0717	B7J613
243159.AFE_2301	B7J672
243159.AFE_2465	B7J702
243159.AFE_1647	B7JAY6
243159.AFE_1718	B7JB54
243159.AFE_1729	B7JB66
243159.AFE_1774	B7JBN0
243159.AFE_1235	B7J8R7
243159.AFE_3295	B7JBH3
243159.AFE_0202	B7J3U8
243159.AFE_2751	B7J8I0
243159.AFE_2794	B7J8L9
243159.AFE_1327	B7J9D2
243159.AFE_3091	B7JAJ5
243159.AFE_3133	B7JAN7
243159.AFE_1758	B7JBL5
243159.AFE_1764	B7JBM1
243159.AFE_0230	B7J3X4
243159.AFE_2032	B7J4P3
243159.AFE_0697	B7J5Z3
243159.AFE_0798	B7J6L4
243159.AFE_0829	B7J6P5
243159.AFE_2505	B7J740
243159.AFE_3102	B7JAK6
243159.AFE_1710	B7JB47
243159.AFE_1121	B7J869
243159.AFE_2716	B7J8E8
243159.AFE_2233	B7J5M0
243159.AFE_0823	B7J6N8
243159.AFE_2588	B7J7Q5
243159.AFE_0072	B7J3H3
243159.AFE_0540	B7J559
243159.AFE_0580	B7J598
243159.AFE_0614	B7J5D0
243159.AFE_0652	B7J5U9
243159.AFE_1087	B7J835
243159.AFE_2889	B7J981
243159.AFE_3000	B7J9X3
243159.AFE_1526	B7JAA4
243159.AFE_1590	B7JAT4
243159.AFE_3285	B7JBG3
243159.AFE_0499	B7J520
243159.AFE_0889	B7J6U6
243159.AFE_1899	B7JBZ9
243159.AFE_0990	B7J7G6
243159.AFE_1239	B7J8S1
243159.AFE_1733	B7JBJ1
243159.AFE_1948	B7JC44
243159.AFE_0174	B7J3S0
243159.AFE_0203	B7J3U9
243159.AFE_2640	B7J7V4
243159.AFE_2737	B7J8G7
243159.AFE_2753	B7J8I2
243159.AFE_1209	B7J8P2
243159.AFE_1333	B7J9D8
243159.AFE_1353	B7J9F8
243159.AFE_1383	B7J9I5
243159.AFE_0435	B7J4H8
243159.AFE_2113	B7J4X1
243159.AFE_0591	B7J5A7
243159.AFE_2258	B7J5P5
243159.AFE_2407	B7J6G8
243159.AFE_0875	B7J6T6
243159.AFE_3031	B7JA04
243159.AFE_1653	B7JAZ2
243159.AFE_1798	B7JBQ4
243159.AFE_1806	B7JBR2
243159.AFE_1981	B7JC76
243159.AFE_1908	B7JC09
243159.AFE_1967	B7JC62
243159.AFE_1970	B7JC65
243159.AFE_0756	B7J652
243159.AFE_1622	B7JAW2
243159.AFE_0213	B7J3V9
243159.AFE_0241	B7J3Y5
243159.AFE_0463	B7J4K6
243159.AFE_0622	B7J5D8
243159.AFE_2189	B7J5H7
243159.AFE_0850	B7J6R5
243159.AFE_2464	B7J701
243159.AFE_1020	B7J7J5
243159.AFE_1045	B7J7Z3
243159.AFE_1117	B7J865
243159.AFE_2917	B7J9A8
243159.AFE_1367	B7J9H1
243159.AFE_2994	B7J9W7
243159.AFE_3008	B7J9Y1
243159.AFE_3249	B7JBC7
243159.AFE_1745	B7JBK3
243159.AFE_1854	B7JBV7
243159.AFE_0971	B7J7E7
243159.AFE_1036	B7J7L1
243159.AFE_1214	B7J8P7
243159.AFE_3280	B7JBF8
243159.AFE_0354	B7J4A4
243159.AFE_0361	B7J4B1
243159.AFE_0390	B7J4D3
243159.AFE_2050	B7J4R1
243159.AFE_2096	B7J4V6
243159.AFE_2137	B7J4Z4
243159.AFE_2274	B7J5R1
243159.AFE_2369	B7J6D4
243159.AFE_0808	B7J6M4
243159.AFE_0858	B7J6S1
243159.AFE_0963	B7J7D9
243159.AFE_1008	B7J7I3
243159.AFE_1292	B7J8X4
243159.AFE_2802	B7J8Z5
243159.AFE_1329	B7J9D4
243159.AFE_1443	B7J9P0
243159.AFE_2962	B7J9T5
243159.AFE_3053	B7JA26
243159.AFE_1623	B7JAW3
243159.AFE_3228	B7JBA8
243159.AFE_3236	B7JBB4
243159.AFE_3290	B7JBG8
243159.AFE_1941	B7JC38
243159.AFE_0286	B7J430
243159.AFE_2838	B7J931
243159.AFE_2678	B7J8B0
243159.AFE_3119	B7JAM3
243159.AFE_1646	B7JAY5
243159.AFE_2319	B7J688
243159.AFE_0060	B7J3G1
243159.AFE_0371	B7J4C1
243159.AFE_0557	B7J576
243159.AFE_2306	B7J677
243159.AFE_2401	B7J6G3
243159.AFE_2595	B7J7R2
243159.AFE_1134	B7J882
243159.AFE_1243	B7J8S5
243159.AFE_1493	B7JA70
243159.AFE_1521	B7JA98
243159.AFE_3086	B7JAJ0
243159.AFE_1678	B7JB17
243159.AFE_3218	B7JB99
243159.AFE_0027	B7J3C8
243159.AFE_0483	B7J4M5
243159.AFE_0560	B7J580
243159.AFE_2511	B7J745
243159.AFE_1255	B7J8T7
243159.AFE_1297	B7J8X9
243159.AFE_1337	B7J9E2
243159.AFE_1705	B7JB42
243159.AFE_3278	B7JBF6
243159.AFE_1751	B7JBK8
243159.AFE_0124	B7J3M1
243159.AFE_0244	B7J3Y8
243159.AFE_0256	B7J400
243159.AFE_2074	B7J4T4
243159.AFE_2431	B7J6X1
243159.AFE_2447	B7J6Y5
243159.AFE_2530	B7J764
243159.AFE_2589	B7J7Q6
243159.AFE_2594	B7J7R1
243159.AFE_2642	B7J7V6
243159.AFE_1170	B7J8A4
243159.AFE_2946	B7J9R9
243159.AFE_1595	B7JAT7
243159.AFE_3222	B7JBA3
243159.AFE_3281	B7JBF9
243159.AFE_3302	B7JBI0
243159.AFE_1835	B7JBU0
243159.AFE_1911	B7JC12
243159.AFE_0004	B7J3A6
243159.AFE_3239	B7JBB7
243159.AFE_0053	B7J3F4
243159.AFE_1094	B7J842
243159.AFE_1354	B7J9F9
243159.AFE_0028	B7J3D0
243159.AFE_1197	B7J8N0
243159.AFE_0014	B7J3B5
243159.AFE_0057	B7J3F8
243159.AFE_0465	B7J4K8
243159.AFE_0737	B7J633
243159.AFE_0866	B7J6S8
243159.AFE_0888	B7J6U4
243159.AFE_0961	B7J7D7
243159.AFE_1029	B7J7K4
243159.AFE_1061	B7J810
243159.AFE_1144	B7J892
243159.AFE_3244	B7JBC2
243159.AFE_2973	B7J9U6
243159.AFE_0002	B7J3A4
243159.AFE_0064	B7J3G5
243159.AFE_0519	B7J538
243159.AFE_0555	B7J574
243159.AFE_0598	B7J5B4
243159.AFE_0910	B7J790
243159.AFE_2623	B7J7T8
243159.AFE_1202	B7J8N5
243159.AFE_2863	B7J956
243159.AFE_3001	B7J9X4
243159.AFE_1546	B7JAC3
243159.AFE_1692	B7JB31
243159.AFE_1699	B7JB37
243159.AFE_0381	B7J4D0
243159.AFE_2241	B7J5M8
243159.AFE_0859	B7J6S2
243159.AFE_0862	B7J6S5
243159.AFE_0969	B7J7E5
243159.AFE_1046	B7J7Z4
243159.AFE_1148	B7J896
243159.AFE_2899	B7J990
243159.AFE_3035	B7JA08
243159.AFE_1478	B7JA55
243159.AFE_1487	B7JA64
243159.AFE_3276	B7JBF4
243159.AFE_0032	B7J3D3
243159.AFE_0136	B7J3N3
243159.AFE_2095	B7J4V5
243159.AFE_0528	B7J547
243159.AFE_0684	B7J5Y0
243159.AFE_0744	B7J640
243159.AFE_2368	B7J6D3
243159.AFE_0794	B7J6L0
243159.AFE_0825	B7J6P1
243159.AFE_1146	B7J894
243159.AFE_2721	B7J8F3
243159.AFE_1482	B7JA59
243159.AFE_3297	B7JBH5
243159.AFE_1838	B7JBU4
243159.AFE_0089	B7J3I8
243159.AFE_0364	B7J4B4
243159.AFE_0549	B7J568
243159.AFE_0634	B7J5T1
243159.AFE_0017	B7J3B8
243159.AFE_0655	B7J5V2
243159.AFE_0813	B7J6M9
243159.AFE_1051	B7J7Z9
243159.AFE_3197	B7JB78
243159.AFE_3301	B7JBH9
243159.AFE_0013	B7J3B4
243159.AFE_2011	B7J493
243159.AFE_0367	B7J4B7
243159.AFE_0418	B7J4G1
243159.AFE_2373	B7J6D7
243159.AFE_2526	B7J760
243159.AFE_2685	B7J8B7
243159.AFE_2702	B7J8D4
243159.AFE_1204	B7J8N7
243159.AFE_1241	B7J8S4
243159.AFE_3034	B7JA07
243159.AFE_1524	B7JAA1
243159.AFE_1539	B7JAB6
243159.AFE_1648	B7JAY7
243159.AFE_1688	B7JB27
243159.AFE_1823	B7JBT0
243159.AFE_0541	B7J560
243159.AFE_0195	B7J3U1
243159.AFE_2134	B7J4Z1
243159.AFE_2218	B7J5K5
243159.AFE_2261	B7J5P8
243159.AFE_0761	B7J6H8
243159.AFE_3145	B7JAP9
243159.AFE_0018	B7J3B9
243159.AFE_0234	B7J3X8
243159.AFE_0290	B7J433
243159.AFE_0319	B7J459
243159.AFE_0400	B7J4E3
243159.AFE_2125	B7J4Y3
243159.AFE_0599	B7J5B5
243159.AFE_2190	B7J5H8
243159.AFE_2239	B7J5M6
243159.AFE_0666	B7J5W2
243159.AFE_0720	B7J616
243159.AFE_2371	B7J6D5
243159.AFE_0783	B7J6J9
243159.AFE_0864	B7J6S7
243159.AFE_1037	B7J7L2
243159.AFE_1080	B7J828
243159.AFE_2739	B7J8G9
243159.AFE_1340	B7J9E5
243159.AFE_1378	B7J9I0
243159.AFE_1580	B7JAF7
243159.AFE_1620	B7JAW0
243159.AFE_3268	B7JBE6
243159.AFE_1749	B7JBK5
243159.AFE_1789	B7JBP5
243159.AFE_0700	B7J5Z6
243159.AFE_2347	B7J6B4
243159.AFE_0228	B7J3X2
243159.AFE_0567	B7J586
243159.AFE_0605	B7J5C1
243159.AFE_0641	B7J5T8
243159.AFE_0734	B7J630
243159.AFE_0742	B7J638
243159.AFE_2406	B7J6G7
243159.AFE_0775	B7J6J1
243159.AFE_2467	B7J704
243159.AFE_0908	B7J788
243159.AFE_2575	B7J7P2
243159.AFE_2815	B7J908
243159.AFE_2871	B7J964
243159.AFE_1376	B7J9H9
243159.AFE_1535	B7JAB2
243159.AFE_1537	B7JAB4
243159.AFE_3147	B7JAQ1
243159.AFE_1629	B7JAW9
243159.AFE_3227	B7JBA7
243159.AFE_1994	B7JC89
243159.AFE_1516	B7JA93
243159.AFE_0476	B7J4L9
243159.AFE_0818	B7J6N4
243159.AFE_2498	B7J733
243159.AFE_1285	B7J8W7
243159.AFE_2865	B7J958
243159.AFE_1575	B7JAF1
243159.AFE_3134	B7JAN8
243159.AFE_1626	B7JAW6
243159.AFE_0299	B7J443
243159.AFE_0484	B7J4M7
243159.AFE_0577	B7J596
243159.AFE_0590	B7J5A6
243159.AFE_0708	B7J604
243159.AFE_2304	B7J675
243159.AFE_0872	B7J6T4
243159.AFE_2523	B7J757
243159.AFE_0942	B7J7B9
243159.AFE_0954	B7J7D0
243159.AFE_1031	B7J7K6
243159.AFE_1055	B7J803
243159.AFE_1058	B7J806
243159.AFE_1272	B7J8V4
243159.AFE_1371	B7J9H5
243159.AFE_1726	B7JB63
243159.AFE_3194	B7JB75
243159.AFE_3203	B7JB84
243159.AFE_3305	B7JBI3
243159.AFE_1782	B7JBN8
243159.AFE_1857	B7JBW0
243159.AFE_1867	B7JBW9
243159.AFE_1885	B7JBY7
243159.AFE_1919	B7JC16
243159.AFE_1926	B7JC23
243159.AFE_1025	B7J7K0
243159.AFE_1473	B7JA50
243159.AFE_2200	B7J5I8
243159.AFE_2362	B7J6C7
243159.AFE_0801	B7J6L7
243159.AFE_2474	B7J711
243159.AFE_0959	B7J7D4
243159.AFE_2793	B7J8L8
243159.AFE_2886	B7J978
243159.AFE_1844	B7JBU7
243159.AFE_2006	B7JC99
243159.AFE_0258	B7J402
243159.AFE_0314	B7J454
243159.AFE_2044	B7J4Q5
243159.AFE_2124	B7J4Y2
243159.AFE_2242	B7J5M9
243159.AFE_0662	B7J5V8
243159.AFE_0729	B7J625
243159.AFE_2424	B7J6W4
243159.AFE_1135	B7J883
243159.AFE_2752	B7J8I1
243159.AFE_3241	B7JBB9
243159.AFE_3247	B7JBC5
243159.AFE_1781	B7JBN7
243159.AFE_1811	B7JBR7
243159.AFE_1894	B7JBZ5
243159.AFE_0529	B7J548
243159.AFE_2490	B7J725
243159.AFE_1073	B7J821
243159.AFE_1127	B7J875
243159.AFE_1200	B7J8N3
243159.AFE_0049	B7J3F0
243159.AFE_0307	B7J451
243159.AFE_0683	B7J5X9
243159.AFE_2389	B7J6F3
243159.AFE_0769	B7J6I5
243159.AFE_2445	B7J6Y4
243159.AFE_0939	B7J7B6
243159.AFE_1052	B7J800
243159.AFE_1100	B7J848
243159.AFE_1303	B7J8Y5
243159.AFE_1494	B7JA71
243159.AFE_0595	B7J5B1
243159.AFE_0750	B7J645
243159.AFE_0919	B7J796
243159.AFE_2602	B7J7R9
243159.AFE_0198	B7J3U4
243159.AFE_0375	B7J4C5
243159.AFE_0467	B7J4L0
243159.AFE_2509	B7J743
243159.AFE_1543	B7JAC0
243159.AFE_0281	B7J426
243159.AFE_1002	B7J7H7
243159.AFE_1250	B7J8T2
243159.AFE_1258	B7J8U0
243159.AFE_1400	B7J9K1
243159.AFE_3154	B7JAQ8
243159.AFE_0445	B7J4I8
243159.AFE_2086	B7J4U6
243159.AFE_2110	B7J4W8
243159.AFE_0514	B7J534
243159.AFE_2196	B7J5I4
243159.AFE_2232	B7J5L9
243159.AFE_2295	B7J666
243159.AFE_2402	B7J6G4
243159.AFE_2520	B7J754
243159.AFE_1066	B7J814
243159.AFE_1215	B7J8P8
243159.AFE_2927	B7J9Q1
243159.AFE_2934	B7J9Q8
243159.AFE_2968	B7J9U1
243159.AFE_3172	B7JAS4
243159.AFE_1719	B7JB56
243159.AFE_3187	B7JB68
243159.AFE_3270	B7JBE8
243159.AFE_2226	B7J5L3
243159.AFE_0427	B7J4H0
243159.AFE_0471	B7J4L4
243159.AFE_2061	B7J4S1
243159.AFE_2643	B7J7V7
243159.AFE_1091	B7J839
243159.AFE_2784	B7J8K9
243159.AFE_1221	B7J8Q3
243159.AFE_2826	B7J919
243159.AFE_2896	B7J988
243159.AFE_1345	B7J9F0
243159.AFE_1407	B7J9K8
243159.AFE_2982	B7J9V5
243159.AFE_1480	B7JA57
243159.AFE_3074	B7JAI3
243159.AFE_1784	B7JBP0
243159.AFE_1930	B7JC27
243159.AFE_1968	B7JC63
243159.AFE_2038	B7J4P9
243159.AFE_2256	B7J5P3
243159.AFE_0788	B7J6K4
243159.AFE_0260	B7J404
243159.AFE_0642	B7J5T9
243159.AFE_3275	B7JBF3
243159.AFE_1796	B7JBQ1
243159.AFE_1805	B7JBR1
243159.AFE_0263	B7J407
243159.AFE_0301	B7J445
243159.AFE_0352	B7J4A2
243159.AFE_0570	B7J589
243159.AFE_0883	B7J6U2
243159.AFE_2435	B7J6X5
243159.AFE_0985	B7J7G1
243159.AFE_1128	B7J876
243159.AFE_1288	B7J8X0
243159.AFE_2848	B7J941
243159.AFE_2892	B7J985
243159.AFE_3020	B7J9Z3
243159.AFE_3105	B7JAK9
243159.AFE_3245	B7JBC3
243159.AFE_1812	B7JBR8
243159.AFE_1905	B7JC06
243159.AFE_2072	B7J4T2
243159.AFE_2961	B7J9T4
243159.AFE_1772	B7JBM9
243159.AFE_0096	B7J3J4
243159.AFE_0097	B7J3J5
243159.AFE_0841	B7J6Q7
243159.AFE_2933	B7J9Q7
243159.AFE_0086	B7J3I5
243159.AFE_0130	B7J3M7
243159.AFE_0189	B7J3T5
243159.AFE_0411	B7J4F4
243159.AFE_0478	B7J4M1
243159.AFE_2082	B7J4U2
243159.AFE_0676	B7J5X2
243159.AFE_0776	B7J6J2
243159.AFE_2502	B7J737
243159.AFE_2552	B7J7L9
243159.AFE_2646	B7J7W0
243159.AFE_2835	B7J928
243159.AFE_1598	B7JAU0
243159.AFE_2557	B7J7M4
243159.AFE_3269	B7JBE7
243159.AFE_0723	B7J619
243159.AFE_2293	B7J665
243159.AFE_2357	B7J6C3
243159.AFE_1301	B7J8Y3
243159.AFE_3159	B7JAR4
243159.AFE_0135	B7J3N2
243159.AFE_0175	B7J3S1
243159.AFE_2182	B7J5H0
243159.AFE_0743	B7J639
243159.AFE_0826	B7J6P2
243159.AFE_0879	B7J6T9
243159.AFE_2653	B7J7W7
243159.AFE_1096	B7J844
243159.AFE_2734	B7J8G5
243159.AFE_2773	B7J8J9
243159.AFE_1583	B7JAF9
243159.AFE_0077	B7J3H8
243159.AFE_0114	B7J3L1
243159.AFE_0155	B7J3Q1
243159.AFE_0408	B7J4F1
243159.AFE_0485	B7J4M8
243159.AFE_0620	B7J5D7
243159.AFE_2194	B7J5I2
243159.AFE_2354	B7J6C0
243159.AFE_0900	B7J6V6
243159.AFE_2455	B7J6Z2
243159.AFE_0976	B7J7F2
243159.AFE_1130	B7J878
243159.AFE_2805	B7J8Z8
243159.AFE_1461	B7JA38
243159.AFE_1502	B7JA79
243159.AFE_1544	B7JAC1
243159.AFE_1561	B7JAD7
243159.AFE_3127	B7JAN1
243159.AFE_3299	B7JBH7
243159.AFE_1802	B7JBQ8
243159.AFE_0513	B7J533
243159.AFE_0905	B7J785
243159.AFE_2626	B7J7U1
243159.AFE_1514	B7JA91
243159.AFE_0303	B7J447
243159.AFE_0459	B7J4K2
243159.AFE_0472	B7J4L5
243159.AFE_2031	B7J4P2
243159.AFE_2246	B7J5N4
243159.AFE_0781	B7J6J7
243159.AFE_2582	B7J7P9
243159.AFE_2619	B7J7T4
243159.AFE_2904	B7J995
243159.AFE_2912	B7J9A3
243159.AFE_3177	B7JAS9
243159.AFE_1826	B7JBT2
243159.AFE_3123	B7JAM7
243159.AFE_0183	B7J3S9
243159.AFE_0194	B7J3U0
243159.AFE_2280	B7J5R7
243159.AFE_2538	B7J772
243159.AFE_1028	B7J7K3
243159.AFE_1120	B7J868
243159.AFE_2713	B7J8E5
243159.AFE_1259	B7J8U1
243159.AFE_2902	B7J993
243159.AFE_1331	B7J9D6
243159.AFE_2936	B7J9R0
243159.AFE_1558	B7JAD3
243159.AFE_1572	B7JAE8
243159.AFE_3093	B7JAJ7
243159.AFE_0420	B7J4G3
243159.AFE_2075	B7J4T5
243159.AFE_2108	B7J4W7
243159.AFE_2135	B7J4Z2
243159.AFE_0531	B7J550
243159.AFE_2534	B7J768
243159.AFE_1406	B7J9K7
243159.AFE_3209	B7JB90
243159.AFE_1817	B7JBS3
243159.AFE_1879	B7JBY1
243159.AFE_0760	B7J656
243159.AFE_0432	B7J4H5
243159.AFE_0142	B7J3N9
243159.AFE_1342	B7J9E7
243159.AFE_0360	B7J4B0
243159.AFE_0691	B7J5Y7
243159.AFE_2537	B7J771
243159.AFE_3095	B7JAJ9
243159.AFE_0423	B7J4G6
243159.AFE_2027	B7J4N8
243159.AFE_0857	B7J6S0
243159.AFE_2459	B7J6Z7
243159.AFE_2503	B7J738
243159.AFE_1479	B7JA56
243159.AFE_0150	B7J3P6
243159.AFE_0270	B7J414
243159.AFE_0339	B7J479
243159.AFE_0548	B7J567
243159.AFE_2269	B7J5Q6
243159.AFE_0637	B7J5T3
243159.AFE_0745	B7J641
243159.AFE_0846	B7J6R1
243159.AFE_2466	B7J703
243159.AFE_0909	B7J789
243159.AFE_0938	B7J7B5
243159.AFE_1122	B7J870
243159.AFE_2679	B7J8B1
243159.AFE_1631	B7JAX0
243159.AFE_3216	B7JB97
243159.AFE_1862	B7JBW5
243159.AFE_1940	B7JC37
243159.AFE_1990	B7JC85
