,EC_number,RID,Organism,Turnover_Number
4878,3.1.8.2,R01533,Brevundimonas diminuta,465.0
4879,3.1.8.2,R01533,Loligo vulgaris,2091.0
4880,3.1.8.2,R01533,Pseudoalteromonas undina,917.0
4881,3.11.1.1,R00747,Bacillus cereus,15.0
4882,3.11.1.2,R00318,Penicillium oxalicum,1.7
4883,3.11.1.2,R00318,Pseudomonas fluorescens,3.0
4884,3.11.1.2,R00318,Sinorhizobium meliloti,1.0
4885,3.11.1.3,R08200,Variovorax sp.,105.0
4886,3.13.1.1,R05775,Arabidopsis sp.,0.1
4887,3.13.1.1,R05775,Arabidopsis thaliana,0.00167
4888,3.2.1.10,R00801,Saccharomyces cerevisiae,38.0
4889,3.2.1.126,R02595,Agrobacterium tumefaciens,106.0
4890,3.2.1.167,R09533,Lactobacillus brevis,19.9
4891,3.2.1.167,R09533,Scutellaria baicalensis,639.0
4892,3.2.1.168,R09534,Acremonium sp.,32.4
4893,3.2.1.20,R00801,Apis cerana indica,845.0
4894,3.2.1.20,R00801,Apis cerana japonica,40.0
4895,3.2.1.20,R00801,Bacillus sp.,54.6
4896,3.2.1.20,R00801,Dysdercus peruvianus,4.07
4897,3.2.1.20,R00801,Ferroplasma acidiphilum,94.0
4898,3.2.1.20,R00802,Apis cerana indica,845.0
4899,3.2.1.20,R00802,Apis cerana japonica,40.0
4900,3.2.1.20,R00802,Bacillus sp.,54.6
4901,3.2.1.20,R00802,Dysdercus peruvianus,4.07
4902,3.2.1.20,R00802,Ferroplasma acidiphilum,94.0
4903,3.2.1.22,R01101,Aspergillus nidulans,1067.0
4904,3.2.1.22,R01101,Debaryomyces hansenii,0.03
4905,3.2.1.22,R01101,Flavobacterium sp.,2.33
4906,3.2.1.22,R01101,Saccharomyces cerevisiae,193.0
4907,3.2.1.22,R01101,Sphingomonas sp.,448.0
4908,3.2.1.22,R01101,Thermomyces lanuginosus,2.3
4909,3.2.1.22,R01101,Thermotoga neapolitana,234.2
4910,3.2.1.22,R01103,Aspergillus nidulans,586.0
4911,3.2.1.22,R01103,Debaryomyces hansenii,4.12
4912,3.2.1.22,R01103,Geobacillus stearothermophilus,692.5
4913,3.2.1.22,R01103,Penicillium canescens,550.445
4914,3.2.1.22,R01103,Saccharomyces cerevisiae,46.8
4915,3.2.1.22,R01103,Thermomyces lanuginosus,3489.2
4916,3.2.1.22,R01103,Thermotoga maritima,109.0
4917,3.2.1.22,R01103,Thermotoga neapolitana,157.3
4918,3.2.1.22,R03634,Aspergillus nidulans,586.0
4919,3.2.1.22,R03634,Debaryomyces hansenii,5.085
4920,3.2.1.22,R03634,Flavobacterium sp.,42.04
4921,3.2.1.22,R03634,Geobacillus stearothermophilus,692.5
4922,3.2.1.22,R03634,Penicillium canescens,550.445
4923,3.2.1.22,R03634,Saccharomyces cerevisiae,46.8
4924,3.2.1.22,R03634,Thermomyces lanuginosus,6946.0
4925,3.2.1.22,R03634,Thermotoga maritima,109.0
4926,3.2.1.22,R03634,Thermotoga neapolitana,157.3
4927,3.2.1.22,R05549,Aspergillus nidulans,1067.0
4928,3.2.1.22,R05549,Debaryomyces hansenii,0.03
4929,3.2.1.22,R05549,Flavobacterium sp.,2.33
4930,3.2.1.22,R05549,Saccharomyces cerevisiae,193.0
4931,3.2.1.22,R05549,Sphingomonas sp.,448.0
4932,3.2.1.22,R05549,Thermomyces lanuginosus,2.3
4933,3.2.1.22,R05549,Thermotoga neapolitana,234.2
4934,3.2.1.26,R00802,Arthrobacter globiformis,127.0
4935,3.2.1.26,R00802,Azotobacter chroococcum,100.0
4936,3.2.1.26,R00802,Bambusa oldhamii,501.7
4937,3.2.1.26,R00802,Bifidobacterium adolescentis,79.4
4938,3.2.1.26,R00802,Cyberlindnera jadinii,1078.0
4939,3.2.1.26,R00802,Lactobacillus paracasei,84.0
4940,3.2.1.26,R00802,Saccharomyces cerevisiae,3430.0
4941,3.2.1.26,R00802,Saccharum officinarum,21.0
4942,3.2.1.26,R00802,Schwanniomyces occidentalis,84.0
4943,3.2.1.26,R00802,Solanum lycopersicum,1384.0
4944,3.2.1.26,R00802,Thermotoga maritima,2600.0
4945,3.2.1.26,R00802,Thermotoga neapolitana,7300000.0
4946,3.2.1.26,R00802,Xanthophyllomyces dendrorhous,5.7
4947,3.2.1.26,R00802,Zymomonas mobilis,12000.0
4948,3.2.1.26,R00802,uncultured bacterium,1448.0
4949,3.2.1.26,R02410,Lactobacillus paracasei,16.0
4950,3.2.1.26,R02410,Schwanniomyces occidentalis,10.9
4951,3.2.1.26,R02410,Thermotoga maritima,140.0
4952,3.2.1.28,R00010,Apis mellifera,662.0
4953,3.2.1.28,R00010,Escherichia coli,199.0
4954,3.2.1.28,R00010,Metarhizium anisopliae,0.965
4955,3.2.1.28,R00010,Metarhizium flavoviride,0.67
4956,3.2.1.28,R00010,Spodoptera frugiperda,730.0
4957,3.2.1.28,R00010,Trichoderma reesei,167.0
4958,3.2.1.48,R00801,Xanthomonas axonopodis,66.45
4959,3.2.1.48,R00801,Xanthomonas campestris pv. campestris,21.7
4960,3.2.1.48,R00802,Xanthomonas axonopodis,66.45
4961,3.2.1.48,R00802,Xanthomonas campestris pv. campestris,21.7
4962,3.2.1.52,R00022,Ostrinia furnacalis,934.0
4963,3.2.1.74,R03802,Fibrobacter succinogenes subsp. succinogenes S85,16.4
4964,3.2.1.74,R05141,Fibrobacter succinogenes subsp. succinogenes S85,16.3
4965,3.2.1.74,R05142,Fibrobacter succinogenes subsp. succinogenes S85,16.35
4966,3.2.1.86,R00839,Streptococcus pneumoniae,170.0
4967,3.2.2.1,R01245,Caenorhabditis elegans,0.78
4968,3.2.2.1,R01245,Salmonella enterica,2.1
4969,3.2.2.1,R01245,Sulfolobus solfataricus,3.8
4970,3.2.2.1,R01245,Trypanosoma brucei,17.3
4971,3.2.2.1,R01245,Trypanosoma brucei brucei,0.237
4972,3.2.2.1,R01245,Trypanosoma vivax,2.03
4973,3.2.2.1,R01677,Caenorhabditis elegans,0.84
4974,3.2.2.1,R01677,Sulfolobus solfataricus,29.1
4975,3.2.2.1,R01677,Trypanosoma brucei,37.3
4976,3.2.2.1,R01677,Trypanosoma brucei brucei,19.45
4977,3.2.2.1,R01677,Trypanosoma vivax,2.3
4978,3.2.2.1,R01770,Bacillus thuringiensis,48.9
4979,3.2.2.1,R01770,Caenorhabditis elegans,0.79
4980,3.2.2.1,R01770,Crithidia fasciculata,32.0
4981,3.2.2.1,R01770,Physcomitrella patens,6.0
4982,3.2.2.1,R01770,Salmonella enterica,8.55
4983,3.2.2.1,R01770,Sulfolobus solfataricus,17.45
4984,3.2.2.1,R01770,Trypanosoma brucei,47.5
4985,3.2.2.1,R01770,Trypanosoma brucei brucei,2.0
4986,3.2.2.1,R01770,Trypanosoma vivax,5.34
4987,3.2.2.1,R01770,Zea mays,7.2
4988,3.2.2.1,R02143,Caenorhabditis elegans,0.029
4989,3.2.2.1,R02143,Physcomitrella patens,7.0
4990,3.2.2.1,R02143,Salmonella enterica,44.15
4991,3.2.2.1,R02143,Trypanosoma brucei brucei,6.2
4992,3.2.2.1,R02143,Zea mays,6.2
4993,3.2.2.16,R01401,Arabidopsis thaliana,10.35
4994,3.2.2.16,R01401,Brucella melitensis,8.8
4995,3.2.2.16,R01401,Burkholderia thailandensis,1.8
4996,3.2.2.16,R01401,Escherichia coli,2.3
4997,3.2.2.16,R01401,Helicobacter pylori,3.8
4998,3.2.2.16,R01401,Salmonella enterica,20.0
4999,3.2.2.16,R01401,Staphylococcus aureus,5.104865
5000,3.2.2.16,R01401,Streptococcus pneumoniae,0.25
5001,3.2.2.16,R01401,Vibrio cholerae,4.2
5002,3.2.2.2,R01770,Bacillus thuringiensis,48.9
5003,3.2.2.2,R01770,Sulfolobus solfataricus,23.3
5004,3.2.2.26,R08587,Thermus thermophilus,1.02
5005,3.2.2.3,R01080,Escherichia coli,10.85
5006,3.2.2.3,R01080,Saccharomyces cerevisiae,20.0
5007,3.2.2.3,R01080,Zea mays,13.4
5008,3.2.2.4,R00182,Azotobacter vinelandii,60.0
5009,3.2.2.5,R00102,Aplysia californica,442.0
5010,3.2.2.5,R00102,Bacillus subtilis,0.358
5011,3.2.2.5,R00102,Bos taurus,53.6
5012,3.2.2.5,R00102,Deinagkistrodon acutus,22.3
5013,3.2.2.5,R00102,Streptococcus pyogenes,4195.0185
5014,3.2.2.6,R00102,Bos taurus,57.9
5015,3.2.2.7,R01245,Lupinus luteus,0.06
5016,3.2.2.8,R01245,Escherichia coli K-12,0.0154
5017,3.2.2.8,R01677,Escherichia coli K-12,0.0056
5018,3.2.2.8,R01770,Escherichia coli,0.086
5019,3.2.2.8,R01770,Escherichia coli K-12,0.043
5020,3.2.2.8,R02137,Escherichia coli,11.6
5021,3.2.2.8,R02137,Escherichia coli K-12,11.6
5022,3.2.2.8,R02137,Sulfolobus solfataricus,39.4
5023,3.2.2.9,R01401,Arabidopsis thaliana,2.0
5024,3.2.2.9,R01401,Campylobacter jejuni,2.7
5025,3.2.2.9,R01401,Escherichia coli,4.0
5026,3.2.2.9,R01401,Helicobacter pylori,4.92
5027,3.2.2.9,R01401,Streptococcus pneumoniae,0.25
5028,3.2.2.9,R01401,Vibrio cholerae,2.0
5029,3.3.1.1,R00192,Homo sapiens,6666.0
5030,3.3.1.1,R00192,Lupinus luteus,4.3
5031,3.3.1.1,R00192,Plasmodium falciparum,312.0
5032,3.3.1.1,R00192,Trypanosoma cruzi,3.0
5033,3.3.1.1,R04936,Homo sapiens,6666.0
5034,3.3.1.1,R04936,Lupinus luteus,4.3
5035,3.3.1.1,R04936,Plasmodium falciparum,312.0
5036,3.3.1.1,R04936,Trypanosoma cruzi,3.0
5037,3.3.2.1,R03037,Escherichia coli,10.0
5038,3.3.2.1,R03037,Pseudomonas aeruginosa,1.06
5039,3.3.2.4,R02547,Pseudomonas putida,83.3
5040,3.3.2.6,R03057,Homo sapiens,1.175
5041,3.3.2.6,R03057,Mus musculus,0.8
5042,3.3.2.6,R03057,Xenopus laevis,17.05
5043,3.4.13.20,R01992,Homo sapiens,9.1
5044,3.5.1.107,R03540,Bordetella bronchiseptica,11.7
5045,3.5.1.11,R04103,Achromobacter xylosoxidans,37.4
5046,3.5.1.11,R04103,Actinoplanes utahensis,2.2
5047,3.5.1.11,R04103,Alcaligenes faecalis,80.0
5048,3.5.1.11,R04103,Escherichia coli,50.0
5049,3.5.1.11,R04103,Kluyvera cryocrescens,56.5
5050,3.5.1.11,R04103,Streptomyces mobaraensis,12.0
5051,3.5.1.11,R04103,uncultured gamma proteobacterium,25.0
5052,3.5.1.15,R00488,Homo sapiens,12.7
5053,3.5.1.18,R02734,Haemophilus influenzae,140.0
5054,3.5.1.19,R01268,Acidilobus saccharovorans,76.9
5055,3.5.1.19,R01268,Arabidopsis thaliana,0.93
5056,3.5.1.19,R01268,Borrelia burgdorferi,0.003
5057,3.5.1.19,R01268,Caenorhabditis elegans,1.69
5058,3.5.1.19,R01268,Mycobacterium tuberculosis,3.1
5059,3.5.1.19,R01268,Plasmodium falciparum,0.3
5060,3.5.1.19,R01268,Saccharomyces cerevisiae,2.245
5061,3.5.1.19,R01268,Streptococcus pneumoniae,2.1
5062,3.5.1.2,R00256,Escherichia coli,5080.0
5063,3.5.1.24,R02797,Bifidobacterium longum,76.0
5064,3.5.1.24,R04486,Brevibacillus sp.,632.0
5065,3.5.1.24,R05835,Bifidobacterium longum,85.0
5066,3.5.1.25,R02059,Alteromonas sp.,0.4
5067,3.5.1.25,R02059,Escherichia coli,94.0
5068,3.5.1.25,R02059,Thermotoga maritima,110.0
5069,3.5.1.25,R02059,Vibrio cholerae,0.97
5070,3.5.1.25,R05168,Escherichia coli,154.0
5071,3.5.1.29,R01649,Mesorhizobium loti,0.6
5072,3.5.1.3,R00269,Mus musculus,17.5
5073,3.5.1.3,R00348,Mus musculus,1.01
5074,3.5.1.32,R01424,Campylobacter jejuni,50.065
5075,3.5.1.36,R01587,Pseudomonas sp.,0.0178
5076,3.5.1.4,R00321,Aeribacillus pallidus,2668.0
5077,3.5.1.4,R00321,Methylophilus methylotrophus,2.13
5078,3.5.1.4,R00321,Pseudomonas aeruginosa,81.755
5079,3.5.1.4,R00321,Pyrococcus yayanosii,5051.0
5080,3.5.1.4,R00321,Rhodococcus erythropolis,0.21
5081,3.5.1.4,R00321,Rhodococcus sp.,176.2
5082,3.5.1.4,R00321,Rhodococcus sp. N-771,20.2
5083,3.5.1.4,R00321,Sulfolobus solfataricus,20.13
5084,3.5.1.4,R02540,Delftia acidovorans,147.0
5085,3.5.1.4,R03096,Sulfolobus solfataricus,2.125
5086,3.5.1.4,R05551,Aeribacillus pallidus,38.7
5087,3.5.1.4,R05551,Pyrococcus yayanosii,333.3
5088,3.5.1.4,R05551,Rhodococcus erythropolis,0.58
5089,3.5.1.4,R05551,Rhodococcus sp. N-771,2.1
5090,3.5.1.4,R05551,Sulfolobus solfataricus,8.3
5091,3.5.1.4,R05590,Blastobacter sp.,0.00217
5092,3.5.1.4,R05590,Rhodococcus erythropolis,0.48
5093,3.5.1.4,R05590,Rhodococcus sp. N-771,157.7
5094,3.5.1.4,R05590,Sulfolobus solfataricus,6.55
5095,3.5.1.49,R00524,Methylophilus methylotrophus,60.7
5096,3.5.1.54,R00005,Enterobacter cloacae,6.0
5097,3.5.1.54,R00005,Pseudomonas sp.,16.4
5098,3.5.1.6,R00905,Agrobacterium tumefaciens,25.71
5099,3.5.1.6,R00905,Lachancea kluyveri,5.3
5100,3.5.1.6,R00905,Rattus norvegicus,0.6
5101,3.5.1.6,R04666,Agrobacterium tumefaciens,24.39
5102,3.5.1.78,R01918,Escherichia coli,2.1
5103,3.5.1.84,R05562,Rhizobium leguminosarum bv. viciae,4.0
5104,3.5.1.84,R05563,Rhizobium leguminosarum bv. viciae,4.0
5105,3.5.1.86,R05783,Pseudomonas putida,16.1
5106,3.5.1.93,R07402,Brevibacillus laterosporus,3.7855
5107,3.5.1.93,R07402,Pseudomonas sp.,5.7
5108,3.5.1.93,R07402,Pseudomonas sp. 130,12.35
5109,3.5.1.93,R07402,Pseudomonas sp. SY-77-1,4.0
5110,3.5.2.10,R01884,Pseudomonas putida,252.0
5111,3.5.2.12,R03448,Arthrobacter sp. KI72,4.97
5112,3.5.2.12,R03448,Flavobacterium sp.,8.0
5113,3.5.2.12,R03448,Pseudomonas sp.,10.7
5114,3.5.2.16,R05781,Agrobacterium tumefaciens,163.3
5115,3.5.2.16,R05781,Oreochromis niloticus,3950.0
5116,3.5.2.16,R05781,Pseudomonas putida,479.0
5117,3.5.2.16,R05781,Sus scrofa,106.7
5118,3.5.2.17,R06601,Glycine max,11.0
5119,3.5.2.17,R06601,Klebsiella pneumoniae,172.0
5120,3.5.2.2,R02269,Bacillus sp.,6.2
5121,3.5.2.2,R02269,Bos taurus,71.7
5122,3.5.2.2,R02269,Sinorhizobium meliloti,2.0
5123,3.5.2.2,R03055,Bos taurus,7.0
5124,3.5.2.2,R03055,Sinorhizobium meliloti,1.0
5125,3.5.2.3,R01993,Crithidia fasciculata,2.4815
5126,3.5.2.3,R01993,Escherichia coli,181.1
5127,3.5.2.3,R01993,Plasmodium berghei,0.653
5128,3.5.2.3,R01993,Plasmodium falciparum,0.7825
5129,3.5.2.5,R02424,Phaseolus vulgaris,310.85
5130,3.5.2.6,R04318,Achromobacter xylosoxidans,0.1
5131,3.5.2.6,R04318,Acinetobacter baumannii,0.2
5132,3.5.2.6,R04318,Acinetobacter bereziniae,11.0
5133,3.5.2.6,R04318,Aeromonas enteropelogenes,27.0
5134,3.5.2.6,R04318,Aeromonas sobria,0.8665
5135,3.5.2.6,R04318,Bacillus anthracis,628.0
5136,3.5.2.6,R04318,Bacillus cereus,1775.0
5137,3.5.2.6,R04318,Bacillus clausii,97.0
5138,3.5.2.6,R04318,Bacillus licheniformis,2631.0
5139,3.5.2.6,R04318,Bacteroides fragilis,110.0
5140,3.5.2.6,R04318,Brachyspira pilosicoli,4.9
5141,3.5.2.6,R04318,Burkholderia cenocepacia,130.0
5142,3.5.2.6,R04318,Burkholderia pseudomallei,0.4
5143,3.5.2.6,R04318,Chryseobacterium indologenes,10.92
5144,3.5.2.6,R04318,Citrobacter freundii,23.0
5145,3.5.2.6,R04318,Elizabethkingia meningoseptica,280.0
5146,3.5.2.6,R04318,Enterobacter aerogenes,3.5
5147,3.5.2.6,R04318,Enterobacter cloacae,139.0
5148,3.5.2.6,R04318,Escherichia coli,237.0
5149,3.5.2.6,R04318,Fusobacterium nucleatum,830.0
5150,3.5.2.6,R04318,Klebsiella pneumoniae,175.5
5151,3.5.2.6,R04318,Kluyvera ascorbata,10.0
5152,3.5.2.6,R04318,Moraxella catarrhalis,40.5
5153,3.5.2.6,R04318,Morganella morganii,0.0074
5154,3.5.2.6,R04318,Mycobacterium tuberculosis,9.33
5155,3.5.2.6,R04318,Pectobacterium carotovorum,2.0
5156,3.5.2.6,R04318,Providencia stuartii,26.0
5157,3.5.2.6,R04318,Pseudomonas aeruginosa,418.0
5158,3.5.2.6,R04318,Pseudomonas fluorescens,34.3
5159,3.5.2.6,R04318,Pseudomonas luteola,31.0
5160,3.5.2.6,R04318,Psychrobacter immobilis,20.0
5161,3.5.2.6,R04318,Serratia fonticola,770.0
5162,3.5.2.6,R04318,Serratia marcescens,362.5
5163,3.5.2.6,R04318,Shewanella algae,4.0
5164,3.5.2.6,R04318,Staphylococcus aureus,156.0
5165,3.5.2.6,R04318,Stenotrophomonas maltophilia,505.0
5166,3.5.2.6,R04318,Streptomyces cacaoi,473.0
5167,3.5.2.6,R04318,Yersinia ruckeri,45.0
5168,3.5.2.6,R04318,plasmid pBG66,950.0
5169,3.5.2.6,R04318,plasmid pGEM-T-easy,102.5
5170,3.5.2.6,R04318,plasmid pQE32Chl17,1160.0
5171,3.5.2.9,R00251,Rattus norvegicus,0.117
5172,3.5.3.1,R00551,Helicobacter pylori,0.1735
5173,3.5.3.1,R00551,Homo sapiens,190.0
5174,3.5.3.1,R00551,Mammalia,2200.0
5175,3.5.3.1,R00551,Plasmodium falciparum 3D7,24.8
5176,3.5.3.1,R00551,Rattus norvegicus,235.0
5177,3.5.3.1,R00551,Schistosoma mansoni,537.0
5178,3.5.3.11,R01157,Homo sapiens,3.0
5179,3.5.3.11,R01157,Methanocaldococcus jannaschii,0.032
5180,3.5.3.12,R01416,Helicobacter pylori,0.082
5181,3.5.3.12,R01416,Pseudomonas aeruginosa,8.0
5182,3.5.3.13,R02286,Pseudomonas aeruginosa,17.25
5183,3.5.3.18,R02513,Bos taurus,0.27
5184,3.5.3.18,R02513,Homo sapiens,0.014
5185,3.5.3.18,R02513,Pseudomonas aeruginosa,0.915
5186,3.5.3.20,R01418,Pseudomonas putida,1330.0
5187,3.5.3.4,R02422,Chlamydomonas reinhardtii,750.0
5188,3.5.3.6,R00552,Bacillus cereus,3.8
5189,3.5.3.6,R00552,Burkholderia mallei,1.3
5190,3.5.3.6,R00552,Escherichia coli,3.2
5191,3.5.3.6,R00552,Giardia intestinalis,2.6
5192,3.5.3.6,R00552,Mycoplasma arthritidis,29.0
5193,3.5.3.6,R00552,Mycoplasma hominis,0.151
5194,3.5.3.6,R00552,Porphyromonas gingivalis,0.22
5195,3.5.3.6,R00552,Pseudomonas aeruginosa,6.3
5196,3.5.3.6,R00552,Pseudomonas plecoglossicida,5.6
5197,3.5.4.1,R00974,Escherichia coli,165.0
5198,3.5.4.1,R00974,Saccharomyces cerevisiae,130.5
5199,3.5.4.1,R02922,Escherichia coli,5.6
5200,3.5.4.10,R01127,Homo sapiens,8.6
5201,3.5.4.12,R01663,Enterobacteria phage T4,360.5
5202,3.5.4.12,R01663,Equus asinus,1400.0
5203,3.5.4.12,R01663,Homo sapiens,960.0
5204,3.5.4.12,R01663,Paramecium bursaria Chlorella virus 1,24.9
5205,3.5.4.13,R02325,Escherichia coli,1.24
5206,3.5.4.13,R02325,Paramecium bursaria Chlorella virus 1,5.7
5207,3.5.4.16,R00424,Bacillus subtilis,0.0011
5208,3.5.4.16,R00424,Thermus thermophilus,0.0035
5209,3.5.4.16,R00428,Bacillus subtilis,0.0011
5210,3.5.4.16,R00428,Thermus thermophilus,0.0035
5211,3.5.4.19,R04037,Methanothermobacter thermautotrophicum,3.345
5212,3.5.4.2,R01244,Alteromonas macleodii,62.0
5213,3.5.4.2,R01244,Arthrobacter aurescens,61.0
5214,3.5.4.2,R01244,Burkholderia sp.,56.0
5215,3.5.4.2,R01244,Escherichia coli,185.0
5216,3.5.4.2,R01244,Leishmania donovani,16.75
5217,3.5.4.2,R01244,Pseudomonas aeruginosa,3.0
5218,3.5.4.2,R01244,Saccharomyces cerevisiae,5.5
5219,3.5.4.2,R01244,Schizosaccharomyces pombe,13.4
5220,3.5.4.23,R03800,Aspergillus terreus,770.0
5221,3.5.4.25,R00425,Bacillus subtilis,0.035
5222,3.5.4.25,R00425,Escherichia coli,0.107
5223,3.5.4.25,R00425,Streptomyces coelicolor,61.5
5224,3.5.4.29,R07306,Methanocaldococcus jannaschii,0.425
5225,3.5.4.3,R01676,Drosophila melanogaster,649.0
5226,3.5.4.31,R09660,Methanocaldococcus jannaschii,160.0
5227,3.5.4.31,R09660,Thermotoga maritima,7.2
5228,3.5.4.4,R01560,Arabidopsis thaliana,0.005
5229,3.5.4.4,R01560,Camelus dromedarius,18.5
5230,3.5.4.4,R01560,Homo sapiens,180.0
5231,3.5.4.4,R01560,Plasmodium berghei,4.7
5232,3.5.4.4,R01560,Plasmodium cynomolgi,5.3
5233,3.5.4.4,R01560,Plasmodium falciparum,5.6
5234,3.5.4.4,R01560,Plasmodium gallinaceum,1.9
5235,3.5.4.4,R01560,Plasmodium knowlesi,6.8
5236,3.5.4.4,R01560,Plasmodium vivax,1.8
5237,3.5.4.4,R01560,Streptomyces coelicolor,11.5
5238,3.5.4.5,R01878,Mycobacterium tuberculosis,4.8
5239,3.5.4.5,R02485,Mycobacterium tuberculosis,3.5
5240,3.5.4.9,R01655,Homo sapiens,134.0
5241,3.5.5.1,R03093,Brassica rapa,0.29
5242,3.5.5.1,R03093,Zea mays,0.13
5243,3.5.5.1,R05591,Aeribacillus pallidus,14400.0
5244,3.5.5.1,R05591,Rhodococcus rhodochrous,0.0007195
5245,3.5.5.1,R05591,Sulfolobus solfataricus,0.09
5246,3.5.5.7,R05358,Pseudomonas fluorescens,0.33
5247,3.5.99.6,R00765,Bacillus subtilis,2.0
5248,3.5.99.6,R00765,Bos taurus,5.8
5249,3.5.99.6,R00765,Canis lupus familiaris,148.5
5250,3.5.99.6,R00765,Escherichia coli,155.5
5251,3.5.99.6,R00765,Homo sapiens,244.0
5252,3.5.99.6,R00765,Thermococcus kodakarensis,44.2
5253,3.6.1.1,R00004,Anabaena sp.,850.0
5254,3.6.1.1,R00004,Arabidopsis thaliana,12.0
5255,3.6.1.1,R00004,Ascaris suum,638.0
5256,3.6.1.1,R00004,Bacillus sp. PS3,817.0
5257,3.6.1.1,R00004,Bacteroides thetaiotaomicron,3.6
5258,3.6.1.1,R00004,Escherichia coli,104.0
5259,3.6.1.1,R00004,Helicobacter pylori,343.9
5260,3.6.1.1,R00004,Leishmania amazonensis,125.0
5261,3.6.1.1,R00004,Leishmania major,2031.0
5262,3.6.1.1,R00004,Moorella thermoacetica,1.64
5263,3.6.1.1,R00004,Pseudanabaena sp.,850.0
5264,3.6.1.1,R00004,Pyrococcus horikoshii,2090.0
5265,3.6.1.1,R00004,Saccharomyces cerevisiae,260.0
5266,3.6.1.1,R00004,Streptococcus gordonii,6290.0
5267,3.6.1.1,R00004,Sulfolobus acidocaldarius,1700.0
5268,3.6.1.1,R00004,Synechocystis sp.,858.0
5269,3.6.1.1,R00004,Thermococcus onnurineus,0.215
5270,3.6.1.1,R00004,Thermoplasma acidophilum,2200.0
5271,3.6.1.1,R00004,Trypanosoma brucei,220.5
5272,3.6.1.1,R00004,Vibrio cholerae,101.0
5273,3.6.1.12,R01668,Mus musculus,1.37
5274,3.6.1.14,R00128,Saccharomyces cerevisiae,723.0
5275,3.6.1.15,R00086,Classical swine fever virus,2269.5
5276,3.6.1.15,R00086,Deinococcus radiodurans,0.29
5277,3.6.1.15,R00086,Homo sapiens,0.00685
5278,3.6.1.15,R00086,Saccharomyces cerevisiae,5.59
5279,3.6.1.15,R00086,Southampton virus,1.4
5280,3.6.1.15,R00086,West Nile virus,133.0
5281,3.6.1.15,R00086,mammalian orthoreovirus,13.8
5282,3.6.1.17,R00184,Aquifex aeolicus,2.5
5283,3.6.1.17,R00184,Caenorhabditis elegans,27.0
5284,3.6.1.17,R00184,Drosophila melanogaster,28.0
5285,3.6.1.17,R00184,Photinus pyralis,3.6
5286,3.6.1.19,R00426,Thermotoga maritima,41.4
5287,3.6.1.19,R00662,Thermotoga maritima,10.6
5288,3.6.1.19,R00720,Mus musculus,0.16
5289,3.6.1.19,R01855,Thermotoga maritima,56.6
5290,3.6.1.19,R03531,Thermococcus onnurineus,182.0
5291,3.6.1.22,R00103,Caenorhabditis elegans,0.000167
5292,3.6.1.22,R00103,Saccharomyces cerevisiae,0.000167
5293,3.6.1.23,R02100,Bacillus phage SPbeta,18.0
5294,3.6.1.23,R02100,Campylobacter jejuni,12.3
5295,3.6.1.23,R02100,Drosophila melanogaster,12.0
5296,3.6.1.23,R02100,Escherichia coli,14.7
5297,3.6.1.23,R02100,Homo sapiens,6.58
5298,3.6.1.23,R02100,Human herpesvirus 1,5.0
5299,3.6.1.23,R02100,Human herpesvirus 4,1.5
5300,3.6.1.23,R02100,Leishmania major,49.0
5301,3.6.1.23,R02100,Mycobacterium tuberculosis,1.22
5302,3.6.1.23,R02100,Paramecium bursaria Chlorella virus 1,6.8
5303,3.6.1.23,R02100,Plasmodium falciparum,3.4
5304,3.6.1.23,R02100,Saccharomyces cerevisiae,9.6
5305,3.6.1.23,R02100,Trypanosoma brucei,9.7
5306,3.6.1.23,R02100,Trypanosoma cruzi,2.8
5307,3.6.1.23,R02100,equine infectious anemia virus,25.0
5308,3.6.1.25,R00138,Nitrosomonas europaea,182.0
5309,3.6.1.27,R05627,Escherichia coli,9.0
5310,3.6.1.29,R00187,Homo sapiens,1.56
5311,3.6.1.3,R00086,Archaeoglobus fulgidus,0.98715
5312,3.6.1.3,R00086,Escherichia coli,8.6095
5313,3.6.1.3,R00086,Homo sapiens,0.059
5314,3.6.1.3,R00086,Reovirus sp.,0.21
5315,3.6.1.3,R00086,Southampton virus,1.4
5316,3.6.1.3,R00086,West Nile virus,133.0
5317,3.6.1.40,R03409,Escherichia coli,0.023
5318,3.6.1.41,R00125,Escherichia coli,250.0
5319,3.6.1.42,R00328,Saccharomyces cerevisiae,3830.0
5320,3.6.1.45,R00287,Escherichia coli,71.0
5321,3.6.1.45,R00287,Yersinia intermedia,97.0
5322,3.6.1.5,R00085,Sus scrofa,860.0
5323,3.6.1.5,R00086,Rattus norvegicus,77.3
5324,3.6.1.5,R00086,Sus scrofa,860.0
5325,3.6.1.5,R00122,Rattus norvegicus,77.3
5326,3.6.1.5,R00155,Rattus norvegicus,80.9
5327,3.6.1.5,R00159,Rattus norvegicus,92.15
5328,3.6.1.5,R00328,Rattus norvegicus,83.2
5329,3.6.1.5,R00335,Rattus norvegicus,82.9
5330,3.6.1.5,R00719,Rattus norvegicus,92.6
5331,3.6.1.5,R00961,Rattus norvegicus,79.9
5332,3.6.1.5,R02092,Rattus norvegicus,80.2
5333,3.6.1.5,R02095,Rattus norvegicus,80.2
5334,3.6.1.52,R05779,Drosophila melanogaster,0.024
5335,3.6.1.52,R05779,Homo sapiens,0.15
5336,3.6.1.7,R01421,Bos taurus,117.0
5337,3.6.1.7,R01421,Drosophila melanogaster,735.0
